"Austen","PROTAG.NAME","PROTAG.GENDER","Combination","Combination_Class","Combination_Class2","STORY.ID","Short_Title","Author_Gender","Canonicity","PUB..DATE","GENRE","PREDICATE","AGENT","PATIENT","POSESSOR","AFFECT","COGITATION","SOCIABILITY","POLARITY","COMMUNICATIVENESS","DESCRIPTIVENESS","ABSTRACTION","DISTINCTIVENESS_SKEW","DISTINCTIVENESS_SKEW.woSaid.","DEPTH","CLASS.SIMILARITY","HOMOGENEITY","DISTINCTIVENESS_KL","EMBODIMENT","CLOTHES","MOTION","PHYSICAL","PERCEPTION","VALUATION","CENTRALITY","ENSEMBLE","MENTIONS","POPULATION","SOCIO","COMM","COG_PER","COG_PER_RATIO"
"","Paul","M","m_M","All","Male_Male","Chadwyck_1848_Lippard_PaulArdenheimthe","1848_Lippard_PaulArdenheimthe","m","non",1848,"vic",0.038271049,0.501575867,0.059882936,0.400270149,0.0643,0.0546,0.001325088,0.625,0.013250883,0.009717315,0.651060071,5.885660957,6.000056541,0.864081954,0.530592016,0.662464435,1.360820096,0.189929329,0.004416961,0.059187279,0.006183746,0.087014134,0.003975265,2.628266033,4,928.5210795,0.419575725,-0.053274912,-0.073763251,0.141614134,0.627484265946955
"","Charles","M","m_M","All","Male_Male","Chadwyck_1848_Newman_LossandGain","1848_Newman_LossandGain","m","non",1848,"vic",0.064687639,0.602569783,0.135578201,0.197164378,0.1009,0.1226,0.006866953,0.625,0.165236052,0.028755365,0.635622318,21.43743251,6.96774511,0.869928262,0.860233757,0.963929199,1.479033392,0.026609442,0.005579399,0.046781116,0.003862661,0.034334764,0.005150215,5.332524272,6,2060.820952,0.938015909,-0.115733047,0.130901288,0.156934764,3.57072499464391
"","George","M","m_M","All","Male_Male","Chadwyck_1848_Thackeray_VanityFairA","1848_Thackeray_VanityFairA","m","can",1848,"vic",0.101626016,0.491869919,0.09168925,0.314814815,0.1073,0.0436,0.009527934,0.625,0.054569078,0.048505847,0.532698138,12.31118315,5.3267663,0.85935452,0.88280652,0.778866076,1.070915433,0.030749242,0.004763967,0.04980511,0.01255955,0.045041143,0.00822867,1.230473047,4,739.5408037,0.330594906,-0.034072066,0.009527935,0.088641143,0.96800385372103
"","Lilian","F","m_F","All","Mixed","Chadwyck_1849_Bennett_Leni-LeotiorAdventures","1849_Bennett_Leni-LeotiorAdventures","m","non",1849,"vic",0.051980198,0.537128713,0.175742574,0.235148515,0.0875,0.0709,0,0.875,0.054373523,0.023640662,0.541371158,4.617091431,3.738194398,0.838407305,0.714930929,0.318714408,1.728793463,0.047281324,0.002364066,0.026004728,0.004728132,0.047281324,0.004728132,1.12244898,2,606.2276109,1.377790025,-0.0709,0.007092199,0.118181324,1.49953499610121
"","Caroline","F","f_F","Female_Female","Female_Female","Chadwyck_1849_Bronte_ShirleyATale","1849_Bronte_ShirleyATale","f","can",1849,"vic",0.060577819,0.589002796,0.119291706,0.231127679,0.0973,0.1158,0.031943212,0,0.033717835,0.017746229,0.506654836,7.090740982,6.915568536,0.770129589,0.818015487,0.606813703,0.922671687,0.039929015,0.008873115,0.050576752,0.007098492,0.053238687,0.008873115,1.333773087,3,948.8369474,0.469256651,-0.083856788,-0.019520852,0.169038687,2.17510999097329
"","Roswell Gardiner","M","m_M","All","Male_Male","Chadwyck_1849_Cooper_TheSeaLions","1849_Cooper_TheSeaLions","m","can",1849,"vic",0.060778727,0.501424501,0.085470086,0.352326686,0.0565,0.078,0.004528986,0.125,0.010869565,0.018115942,0.547101449,4.063980542,4.145630463,0.946000297,0.610394159,0.412961429,0.793111326,0.013586957,0.003623188,0.066123188,0.003623188,0.032608696,0.00634058,1.176870748,2,704.4236126,0.598999671,-0.073471014,-0.021739131,0.110608696,2.39199997448533
"","Mary","F","f_F","Female_Female","Female_Female","Chadwyck_1849_Gaskell_MaryBartonA","1849_Gaskell_MaryBartonA","f","non",1849,"vic",0.053398058,0.516720604,0.11596548,0.313915858,0.1285,0.0934,0.006983963,0.25,0.032591826,0.019917227,0.57682359,7.68384489,6.666812718,0.929062125,0.853071128,0.700246921,1.118876804,0.058458355,0.007501293,0.050181066,0.006207967,0.059234351,0.006207967,2.462091503,2,2379.719007,0.631727902,-0.086416037,-0.026642525,0.152634351,1.57678776627434
"","Joseph","M","m_M","All","Male_Male","Chadwyck_1849_Jones_TheWesternMerchant","1849_Jones_TheWesternMerchant","m","non",1849,"vic",0.043076923,0.52,0.101538462,0.335384615,0.0965,0.0643,0,0.25,0.070381232,0.017595308,0.545454546,9.035431746,3.375527697,0.862911836,0.764223705,0.36939049,1.07742112,0.023460411,0.008797654,0.038123167,0,0.014662757,0.005865103,2.315068493,3,414.4340768,1.226136322,-0.0643,0.055718475,0.078962757,4.38525987984388
"","Ralph","M","m_M","All","Male_Male","Chadwyck_1849_Lippard_Memoirsofa","1849_Lippard_Memoirsofa","m","non",1849,"vic",0.028861154,0.553822153,0.079563183,0.33775351,0.0649,0.0634,0.003837299,0.125,0.018419033,0.016884114,0.617037606,4.519624688,4.650001366,0.820019963,0.617109422,0.594185487,1.175168488,0.170376055,0.019953952,0.060629317,0.00076746,0.095932464,0.003069839,1.811550152,2,863.3051842,0.724249316,-0.059562701,-0.077513431,0.159332464,0.660881596870065
"","Brother Caleb","M","m_M","All","Male_Male","Chadwyck_1849_Lippard_TheManwith","1849_Lippard_TheManwith","m","non",1849,"vic",0.02862254,0.472271914,0.078711986,0.42039356,0.0598,0.0334,0.007017544,0.375,0.031578947,0.007017544,0.645614035,4.464907334,4.684161173,0.933137488,0.583061794,0.587109034,1.478350221,0.159649123,0.015789474,0.063157895,0.00877193,0.057894737,0,1.115308151,2,745.0100264,1.328003612,-0.026382456,-0.02631579,0.091294737,0.576909089335703
"","Babbalanja","M","m_M","All","Male_Male","Chadwyck_1849_Melville_Mardianda","1849_Melville_Mardianda","m","can",1849,"vic",0.098360656,0.502235469,0.226527571,0.172876304,0.0914,0.0435,0.007342144,0,0.230543319,0.026431718,0.606461087,16.81754981,13.13783528,0.830326535,0.754079645,0.340486417,1.681312065,0.033773862,0.014684288,0.030837004,0.002936858,0.013215859,0.004405286,1.877750611,2,405.7095162,0.528267599,-0.036157856,0.21732746,0.056715859,3.29150000768017
"","Harry","M","m_M","All","Male_Male","Chadwyck_1849_Melville_RedburnHisFirst","1849_Melville_RedburnHisFirst","m","can",1849,"vic",0.107964602,0.499115044,0.153982301,0.238938053,0.1134,0.0457,0.005154639,0,0.065292096,0.04467354,0.549828179,10.7402346,5.386219721,0.882383847,0.808215161,0.185317646,0.953903662,0.034364261,0.025773196,0.054982818,0.005154639,0.024054983,0.010309278,2.076335878,2,464.6713134,0.854175208,-0.040545361,0.041237113,0.069754983,1.89981427132998
"","Morton","M","m_M","All","Male_Male","Chadwyck_1849_Motley_Merry-mountARomance","1849_Motley_Merry-mountARomance","m","non",1849,"vic",0.069153776,0.424021838,0.160145587,0.346678799,0.1209,0.0911,0.004424779,0,0.046017699,0.027433628,0.567256637,9.140015006,8.734762235,0.844066454,0.714347464,0.64781361,0.945723854,0.046017699,0.002654867,0.045132743,0.003539823,0.031858407,0.007964602,1.035645472,4,741.9370423,0.690173993,-0.086675221,0.014159292,0.122958407,2.8595277849266
"","Harold","M","m_M","All","Male_Male","Chadwyck_1849_Paulding_ThePuritanand","1849_Paulding_ThePuritanand","m","non",1849,"vic",0.238410596,0.461368653,0.178807947,0.121412804,0.1426,0.0766,0.053304904,0.25,0.0554371,0.125799574,0.454157783,8.630253631,9.851794032,0.707245173,0.744358633,0.42651513,1.03014259,0.021321962,0.002132196,0.057569296,0.019189766,0.051172708,0.012793177,1.157832744,2,732.7493203,0.863073404,-0.023295096,0.004264392,0.127772708,1.4968916634234
"","Pen","M","m_M","All","Male_Male","Chadwyck_1849_Thackeray_TheHistoryof","1849_Thackeray_TheHistoryof","m","can",1849,"vic",0.082760377,0.553348612,0.084542908,0.279348103,0.1288,0.0646,0.006603081,0.75,0.0684764,0.043531426,0.560528247,19.12899798,7.33250225,0.859176087,0.916532956,0.860829482,1.193063387,0.032037173,0.00684764,0.049400832,0.00855955,0.044020543,0.008070433,1.604427736,2,1090.839898,0.283998932,-0.057996919,0.024455857,0.108620543,1.46749666400071
"","Margaret","F","m_F","All","Mixed","Chadwyck_1850_Bell_TheLadderof","1850_Bell_TheLadderof","m","non",1850,"vic",0.055928412,0.536912752,0.184563758,0.222595078,0.0847,0.0858,0.004338395,0.375,0.080260304,0.017353579,0.617136659,11.16819913,7.520085936,0.747981111,0.806963079,0.692154488,1.215652594,0.032537961,0.005422994,0.042299349,0.002169197,0.046637744,0.007592191,1.093971631,5,595.0088882,0.527490149,-0.081461605,0.03362256,0.132437744,1.83971162927606
"","Edgar","M","m_M","All","Male_Male","Chadwyck_1850_Bennett_OliverGoldfinchor","1850_Bennett_OliverGoldfinchor","m","non",1850,"vic",0.04446461,0.531760436,0.122504537,0.301270417,0.0838,0.0812,0.004413063,0.125,0.028243601,0.016769638,0.576345984,4.777559876,3.953424987,0.910711729,0.759633379,0.58340709,1.103175451,0.064430715,0.001765225,0.060017652,0.00353045,0.030891439,0.011473963,2.354700855,5,1338.125653,1.214270102,-0.076786937,-0.002647838,0.112091439,2.62855997093564
"","Dunscomb","M","m_M","All","Male_Male","Chadwyck_1850_Cooper_TheWaysof","1850_Cooper_TheWaysof","m","can",1850,"vic",0.158227848,0.398734177,0.167721519,0.275316456,0.125,0.1042,0.020895522,0.125,0.008955224,0.044776119,0.468656716,3.797564168,3.859786897,0.821004774,0.547969489,0.345019443,0.971122547,0.023880597,0.002985075,0.044776119,0.002985075,0.050746269,0.020895522,1.054602184,2,423.3016275,0.626185839,-0.083304478,-0.041791045,0.154946269,2.05335292728614
"","Mr. Peggotty","M","m_M","All","Male_Male","Chadwyck_1850_Dickens_ThePersonalHistory","1850_Dickens_ThePersonalHistory","m","can",1850,"vic",0.117647059,0.58487395,0.198319328,0.099159664,0.0902,0.0443,0.050488599,0,0.166123779,0.040716612,0.566775244,13.80228551,8.405237346,0.802352615,0.806120632,0.914262131,1.158828355,0.016286645,0.003257329,0.037459283,0.003257329,0.039087948,0.004885994,1.262899263,8,345.1590106,0.282685512,0.006188599,0.127035831,0.083387948,1.13334166326664
"","Hester","M","m_M","All","Male_Male","Chadwyck_1850_Hawthorne_TheScarletLetter","1850_Hawthorne_TheScarletLetter","m","can",1850,"vic",0.057040998,0.502673797,0.192513369,0.247771836,0.0934,0.1107,0,0.25,0.04835924,0.02417962,0.609671848,6.464647289,4.538696544,0.754246739,0.775992373,0.238376678,1.221516726,0.065630397,0.001727116,0.053540587,0.001727116,0.055267703,0.006908463,2.195035461,4,909.171024,1.468773868,-0.1107,-0.006908463,0.165967703,2.00297812268406
"","Richard","M","m_M","All","Male_Male","Chadwyck_1850_Judd_RichardEdneyand","1850_Judd_RichardEdneyand","m","non",1850,"vic",0.05609833,0.587456666,0.112511819,0.243933186,0.0981,0.0948,0.006022282,0.625,0.036133695,0.014152364,0.565492322,9.546624591,7.956468106,0.881696554,0.891374605,0.588326378,1.171432772,0.044866004,0.00873231,0.047576031,0.004215598,0.05480277,0.008130081,7.291571754,2,2372.640146,0.741218415,-0.088777718,-0.018669075,0.14960277,1.72983956832839
"","God","M","m_M","All","Male_Male","Chadwyck_1850_Kingsley_AltonLockeTailor","1850_Kingsley_AltonLockeTailor","m","non",1850,"vic",0.065217391,0.597826087,0.065217391,0.27173913,0.1684,0.1368,0,0.125,0.030927835,0.020618557,0.525773196,5.053250618,5.613254329,0.84845581,0.465561004,0.308361246,1.562018961,0.020618557,0.010309278,0.030927835,0,0.041237113,0.030927835,1.572916667,3,78.11605622,0.673414278,-0.1368,-0.010309278,0.178037113,3.31740003234465
"","Seymour","M","f_M","All","Mixed","Chadwyck_1850_Kirkland_ForestLifevolume","1850_Kirkland_ForestLifevolume","f","non",1850,"vic",0.084444444,0.502222222,0.102222222,0.311111111,0.125,0.1595,0.012820513,0.625,0.038461539,0.034188034,0.538461539,4.141768265,2.710194188,0.794129642,0.697353036,0.349259055,1.27018416,0.051282051,0,0.047008547,0,0.051282051,0.017094017,1.397435897,2,206.5176203,0.947328534,-0.146679487,-0.012820512,0.210782051,3.11025001710638
"","Mike","M","f_M","All","Mixed","Chadwyck_1850_Kirkland_TheFountainand","1850_Kirkland_TheFountainand","f","non",1850,"vic",0.103092784,0.481099656,0.116838488,0.298969072,0.1049,0.0689,0.022875817,0.5,0.052287582,0.032679739,0.565359477,5.701392655,3.608083632,0.874638215,0.738847454,0.407825535,1.201923904,0.055555556,0,0.045751634,0.009803922,0.032679739,0.003267974,1.026627219,5,355.3219448,1.051248357,-0.046024183,0.019607843,0.101579739,2.10833997174824
"","Jack","M","m_M","All","Male_Male","Chadwyck_1850_Melville_White-JacketorThe","1850_Melville_White-JacketorThe","m","can",1850,"vic",0.20952381,0.406349206,0.098412698,0.285714286,0.1258,0.0307,0.00623053,1,0.049844237,0.105919003,0.53271028,6.499997674,4.927260245,0.939725623,0.652895226,0.083056736,1.128671744,0.087227414,0.012461059,0.065420561,0.012461059,0.024922118,0.052959502,2.970588235,2,219.4904634,0.724390968,-0.02446947,0.024922119,0.055622118,1.23183751878552
"","Fritz","M","m_M","All","Male_Male","Chadwyck_1850_Mitchell_TheLorgnetteor","1850_Mitchell_TheLorgnetteor","m","non",1850,"vic",0.480176212,0.251101322,0.185022026,0.083700441,0.3554,0.0868,0.004166667,0.5,0.016666667,0.316666667,0.4,12.16416293,12.17690402,0.835798484,0.166342884,0.034341713,2.487952691,0,0.004166667,0.020833333,0,0.020833333,0.008333333,1.876712329,2,220.4096079,0.804414628,-0.082633333,-0.004166666,0.107633333,4.1664000666624
"","Henrich","M","m_M","All","Male_Male","Chadwyck_1850_Myers_TheKingof","1850_Myers_TheKingof","m","non",1850,"vic",0.22979798,0.45959596,0.207070707,0.103535354,0.1022,0.0876,0.017114914,0.375,0.048899756,0.178484108,0.474327628,6.938302344,7.32951585,0.837301152,0.653262726,0.448221237,1.224780593,0.002444988,0.004889976,0.051344743,0.012224939,0.039119804,0.007334963,1.317730497,3,920.3578399,0.990697352,-0.070485086,0.009779952,0.126719804,2.23927502295257
"","Alphonse D'Erlach","M","m_M","All","Male_Male","Chadwyck_1850_Simms_TheLilyand","1850_Simms_TheLilyand","m","non",1850,"vic",0.103603604,0.63963964,0.198198198,0.058558559,0.1375,0.0792,0,0.625,0.075,0.0375,0.458333333,8.354820752,3.131852065,0.831020143,0.715583114,0.342397605,1.359654353,0.004166667,0,0.029166667,0.004166667,0.033333333,0.004166667,1.039337474,5,240.8811872,0.729942992,-0.0792,0.041666667,0.112533333,2.37600002376
"","Lady Ravelgold","F","m_F","All","Mixed","Chadwyck_1850_Willis_PeopleIHave","1850_Willis_PeopleIHave","m","non",1850,"vic",0.104868914,0.393258427,0.059925094,0.441947566,0.0827,0.0612,0.003663004,0.375,0.036630037,0.047619048,0.564102564,4.334785522,4.55146046,0.806090257,0.61890731,0.274475841,1.633509238,0.124542125,0,0.043956044,0.003663004,0.04029304,0.014652015,1.084677419,2,264.9097928,0.984794769,-0.057536996,-0.003663003,0.10149304,1.51887273831907
"","Rosalie","F","m_F","All","Mixed","Chadwyck_1851_Bennett_RosalieDuPont","1851_Bennett_RosalieDuPont","m","non",1851,"vic",0.182291667,0.380208333,0.380208333,0.057291667,0.1872,0.0788,0.034313726,0.625,0.083333333,0.142156863,0.5,4.874845799,3.271655277,0.791771122,0.667720561,0.489940687,1.900369971,0.009803922,0,0.014705882,0.019607843,0.019607843,0.014705882,1.036407767,3,554.5958724,1.298819373,-0.044486274,0.06372549,0.098407843,4.0188000281316
"","Black Jack","M","m_M","All","Male_Male","Chadwyck_1851_Borrow_LavengrotheScholar","1851_Borrow_LavengrotheScholar","m","non",1851,"vic",0.028301887,0.547169811,0.221698113,0.202830189,0.0467,0.0561,0,0.5,0.37037037,0.00462963,0.708333333,9.912880141,2.714626385,0.831734744,0.745960414,0.92021271,2.39479701,0.064814815,0.009259259,0.037037037,0,0.032407407,0.009259259,1.12037037,5,98.30022527,0.455093636,-0.0561,0.337962963,0.088507407,1.73108573604794
"","Hepzibah","F","m_F","All","Mixed","Chadwyck_1851_Hawthorne_TheHouseof","1851_Hawthorne_TheHouseof","m","can",1851,"vic",0.06746988,0.431325301,0.117269076,0.383935743,0.1039,0.0871,0.004636785,0,0.027047913,0.042503864,0.581916538,6.009838766,5.015352293,0.84367697,0.771911935,0.453315073,1.003613375,0.06568779,0.006955178,0.030139104,0.003863988,0.047913447,0.003863988,1.653386454,2,1196.747155,0.961242695,-0.082463215,-0.020865534,0.135013447,1.81786127806668
"","Margaret","F","m_F","All","Mixed","Chadwyck_1851_Judd_MargaretATale","1851_Judd_MargaretATale","m","non",1851,"vic",0.038793103,0.585847701,0.117816092,0.257543103,0.0665,0.0552,0.006247831,0.5,0.045470323,0.015272475,0.57757723,10.24298135,7.31931161,0.720254296,0.879206086,0.586345452,1.286248406,0.052065255,0.009024644,0.076362374,0.005900729,0.06317251,0.005206526,6.44977169,2,1539.182408,0.54484333,-0.048952169,-0.017702187,0.11837251,0.873797795908378
"","Ahab","M","m_M","All","Male_Male","Chadwyck_1851_Melville_Moby-DickorThe","1851_Melville_Moby-DickorThe","m","can",1851,"vic",0.176352705,0.521042084,0.162324649,0.140280561,0.1337,0.0504,0.007751938,0,0.029069767,0.098837209,0.585271318,8.724111343,9.428878721,0.772550088,0.522809185,0.379947254,1.175421953,0.031007752,0.005813954,0.091085271,0.015503876,0.058139535,0,1.147435897,3,258.7029204,0.481755904,-0.042648062,-0.029069768,0.108539535,0.86687999826624
"","Bart","M","m_M","All","Male_Male","Chadwyck_1851_Thompson_TheRangersor","1851_Thompson_TheRangersor","m","non",1851,"vic",0.051155116,0.51320132,0.130363036,0.305280528,0.069,0.0851,0.003220612,0.625,0.032206119,0.01610306,0.568438003,4.440803978,4.008990823,0.795894804,0.676090787,0.530994629,1.033661269,0.046698873,0.003220612,0.059581321,0.003220612,0.037037037,0.004830918,1.09,4,477.0658263,0.72945845,-0.081879388,-0.004830918,0.122137037,2.2977000022977
"","Sidney","M","f_M","All","Mixed","Chadwyck_1852_Hale_NorthwoodorLife","1852_Hale_NorthwoodorLife","f","non",1852,"vic",0.053261767,0.504541701,0.11849711,0.323699422,0.1275,0.1027,0.008,0.625,0.0292,0.0172,0.5444,6.944780973,5.583685383,0.761248372,0.819298788,0.553684712,1.074284387,0.0352,0.0052,0.0352,0.0024,0.038,0.016,3.303448276,2,1874.637987,0.782729849,-0.0947,-0.0088,0.1407,2.70263157894737
"","Frank","F","m_F","All","Mixed","Chadwyck_1852_Hall_FrankFreemanBarber","1852_Hall_FrankFreemanBarber","m","non",1852,"vic",0.103896104,0.587662338,0.172077922,0.136363636,0.1343,0.1104,0.003003003,0.125,0.027027027,0.048048048,0.495495496,3.815320159,3.98292515,0.909488504,0.644496331,0.365476847,1.396439876,0.009009009,0.003003003,0.084084084,0.012012012,0.036036036,0.015015015,1.266475645,2,643.4331965,1.455731214,-0.107396997,-0.009009009,0.146436036,3.0636000030636
"","Zenobia","F","m_F","All","Mixed","Chadwyck_1852_Hawthorne_TheBlithedaleRomance","1852_Hawthorne_TheBlithedaleRomance","m","can",1852,"vic",0.0625,0.436342593,0.145833333,0.355324074,0.1201,0.0662,0.006795017,0.5,0.049830125,0.024915062,0.57984145,7.845293829,3.098433103,0.822711671,0.8611786,0.42186151,1.19406057,0.080407701,0.010192526,0.04416761,0.006795017,0.041902605,0.003397509,1.544041451,3,1166.705818,1.305040065,-0.059404983,0.00792752,0.108102605,1.57985404487382
"","Robin","M","m_M","All","Male_Male","Chadwyck_1852_Hawthorne_TheSnow-Imageand","1852_Hawthorne_TheSnow-Imageand","m","can",1852,"vic",0.03525641,0.506410256,0.112179487,0.346153846,0.0564,0.1411,0.003144654,0,0.028301887,0.018867925,0.55345912,3.424174019,3.463475959,0.873695648,0.57309149,0.236642549,1.301713742,0.062893082,0.006289308,0.072327044,0,0.075471698,0.012578616,1.471153846,2,422.2262084,1.37982421,-0.137955346,-0.047169811,0.216571698,1.86957500280436
"","Jasper","M","m_M","All","Male_Male","Chadwyck_1852_Herbert_TheCavaliersof","1852_Herbert_TheCavaliersof","m","non",1852,"vic",0.049342105,0.507675439,0.095394737,0.347587719,0.1126,0.0709,0.003147954,0.125,0.007345226,0.025183631,0.583420777,4.218945933,4.277914035,0.847990136,0.607900453,0.479264035,0.80282889,0.064008395,0,0.041972718,0.002098636,0.038824764,0.008394544,1.30801105,4,700.8066307,0.740028121,-0.067752046,-0.031479538,0.109724764,1.82615404951335
"","Mary","F","m_F","All","Mixed","Chadwyck_1852_Herbert_TheKnightsof","1852_Herbert_TheKnightsof","m","non",1852,"vic",0.135057471,0.42816092,0.094827586,0.341954023,0.1288,0.0548,0.008287293,0.625,0.013812155,0.080110497,0.533149171,4.604838346,4.76955531,0.922941798,0.468055889,0.245046188,1.125364606,0.038674033,0.005524862,0.041436464,0,0.033149171,0.008287293,1.331460674,3,265.0564734,0.744540656,-0.046512707,-0.019337016,0.087949171,1.65313334683392
"","Pierre","F","m_F","All","Mixed","Chadwyck_1852_Melville_PierreorThe","1852_Melville_PierreorThe","m","can",1852,"vic",0.168810289,0.494105038,0.137191854,0.199892819,0.1165,0.083,0.012307692,0.625,0.041025641,0.095384615,0.547179487,9.25728846,5.742762721,0.895622745,0.850058331,0.394265377,1.153017279,0.035384615,0.003076923,0.04974359,0.026153846,0.048717949,0.010769231,4.39292365,4,1562.127513,0.662199031,-0.070692308,-0.007692308,0.131717949,1.70368420066288
"","Jane","F","f_F","Female_Female","Female_Female","Chadwyck_1852_Sedgwick_ANewEngland","1852_Sedgwick_ANewEngland","f","can",1852,"vic",0.052019584,0.518971848,0.101591187,0.327417381,0.1246,0.0889,0.005889282,0.375,0.046525324,0.022968198,0.527679623,9.332980734,7.627964806,0.859158814,0.806196754,0.671680396,1.221158083,0.044169611,0.003533569,0.043580683,0.004122497,0.041813899,0.008244994,2.968253968,6,1539.93961,0.914996798,-0.083010718,0.004711425,0.130713899,2.12608730891133
"","Geraldine","F","m_F","All","Mixed","Chadwyck_1852_Simms_AsGooda","1852_Simms_AsGooda","m","non",1852,"vic",0.227799228,0.451737452,0.258687259,0.061776062,0.1943,0.0742,0.021126761,1,0.031690141,0.133802817,0.471830986,4.295367458,4.249999096,0.917606755,0.608878458,0.414649073,1.206056185,0,0,0.031690141,0.045774648,0.052816901,0.038732394,1.300387597,4,926.9492181,1.381444438,-0.053073239,-0.02112676,0.127016901,1.40485334419753
"","Tom","M","f_M","All","Mixed","Chadwyck_1852_Stowe_UncleTomCabin","1852_Stowe_UncleTomCabin","f","can",1852,"vic",0.141500475,0.532763533,0.192782526,0.132953466,0.0962,0.0549,0.036764706,0.5,0.135110294,0.073529412,0.579963235,16.69959911,7.092098863,0.827288998,0.862903231,0.937240504,1.002723822,0.046875,0.005514706,0.052389706,0.013786765,0.066176471,0.004595588,2.507304117,4,1021.484724,0.541040638,-0.018135294,0.068933823,0.121076471,0.829599994838044
"","Esmond","M","m_M","All","Male_Male","Chadwyck_1852_Thackeray_TheHistoryof","1852_Thackeray_TheHistoryof","m","can",1852,"vic",0.063417891,0.477636849,0.1064753,0.35246996,0.1033,0.0766,0.006818182,0.125,0.030519481,0.024025974,0.531818182,7.923082777,7.440787472,0.914398287,0.790617248,0.544375493,1.099208654,0.037012987,0.009090909,0.042857143,0.007792208,0.046428571,0.00487013,4.043835616,3,1572.161242,0.532574947,-0.069781818,-0.01590909,0.123028571,1.6498461690755
"","Kate","F","f_F","Female_Female","Female_Female","Chadwyck_1852_Warner_DollarsandCents","1852_Warner_DollarsandCents","f","non",1852,"vic",0.048489108,0.560084329,0.206605763,0.184820801,0.0777,0.0518,0.002053388,0.375,0.318275154,0.024640657,0.70568104,19.02884829,4.236131157,0.876130462,0.78416548,0.965440476,1.778157821,0.062970568,0.004791239,0.060232717,0.008898015,0.042436687,0.004791239,2.334848485,6,919.9780304,0.597000669,-0.049746612,0.275838467,0.094236687,1.22064194125239
"","Clara","F","m_F","All","Mixed","Chadwyck_1853_Bennett_ClaraMorelandor","1853_Bennett_ClaraMorelandor","m","non",1853,"vic",0.072944297,0.456233422,0.143236074,0.327586207,0.1483,0.0537,0,0.125,0.05,0.03974359,0.611538462,5.895114363,4.822664258,0.811984568,0.729819743,0.563077981,1.360836125,0.080769231,0,0.038461539,0.008974359,0.05,0.005128205,2.301587302,5,903.8397606,1.038896277,-0.0537,0,0.1037,1.074
"","M. Paul","M","f_M","All","Mixed","Chadwyck_1853_Bronte_VilletteByCurrer","1853_Bronte_VilletteByCurrer","f","can",1853,"vic",0.07435653,0.5042898,0.131553861,0.289799809,0.1193,0.07,0.009049774,0.125,0.029864253,0.023529412,0.575565611,6.188888303,5.257444335,0.802668007,0.811837374,0.591024941,0.923447435,0.044343891,0.00361991,0.052488688,0.007239819,0.061538462,0.014479638,1.146543779,2,563.3261684,0.519194625,-0.060950226,-0.031674209,0.131538462,1.13749999146875
"","Richard","M","m_M","All","Male_Male","Chadwyck_1853_Dickens_BleakHouseBy","1853_Dickens_BleakHouseBy","m","can",1853,"vic",0.088235294,0.510835913,0.170278638,0.230650155,0.1305,0.0616,0.008023341,0.75,0.11086798,0.038657914,0.584974471,17.42815682,4.391708561,0.81478032,0.903116543,0.764727086,1.150240206,0.054704595,0.003646973,0.040846098,0.008023341,0.040116703,0.011670314,1.358999038,2,399.8482163,0.283178623,-0.053576659,0.070751277,0.101716703,1.53552000522077
"","Ruth","F","f_F","Female_Female","Female_Female","Chadwyck_1853_Gaskell_RuthANovel","1853_Gaskell_RuthANovel","f","non",1853,"vic",0.040322581,0.5703125,0.106602823,0.282762097,0.1141,0.0984,0.007672021,0.25,0.037401103,0.017262048,0.572284824,8.439505805,6.080844808,0.849390615,0.897469058,0.744394692,1.148377838,0.062814673,0.008870774,0.062335171,0.006233517,0.0728842,0.006233517,3.760185185,2,2532.869296,0.62370581,-0.090727979,-0.035483097,0.1712842,1.3500868500992
"","Keziah","F","f_F","Female_Female","Female_Female","Chadwyck_1853_Hale_LiberiaorMr","1853_Hale_LiberiaorMr","f","non",1853,"vic",0.041420118,0.541420118,0.115384615,0.301775148,0.0974,0.086,0,0.125,0.048850575,0.014367816,0.586206897,6.804768697,3.277156754,0.859434568,0.745070188,0.590454144,1.122860857,0.031609195,0.005747126,0.040229885,0.005747126,0.017241379,0.00862069,1.143812709,6,463.980464,1.356668023,-0.086,0.031609196,0.103241379,4.988000089784
"","Hugues","M","m_M","All","Male_Male","Chadwyck_1853_Herbert_TheChevaliersof","1853_Herbert_TheChevaliersof","m","non",1853,"vic",0.0875,0.4125,0.125,0.375,0.0602,0.0442,0.008196721,0.875,0.012295082,0.065573771,0.446721312,5.958098323,5.942804584,0.831734127,0.285291582,0.180202035,1.363619199,0.049180328,0.004098361,0.028688525,0.008196721,0.012295082,0.020491803,1.735714286,4,193.2436301,0.795241276,-0.036003279,0,0.056495082,3.59493332374684
"","Frederick","M","m_M","All","Male_Male","Chadwyck_1853_Simms_MariedeBerniere","1853_Simms_MariedeBerniere","m","non",1853,"vic",0.063943162,0.623445826,0.087033748,0.225577265,0.0903,0.0954,0.006791172,0.375,0.074702886,0.018675722,0.57385399,11.74501264,2.992385668,0.777597566,0.86337178,0.361149764,1.108459447,0.061120543,0.005093379,0.05942275,0.005093379,0.0475382,0.001697793,1.198412698,3,577.1288794,0.95551139,-0.088608828,0.027164686,0.1429382,2.00680715719148
