"Austen","PROTAG.NAME","PROTAG.GENDER","Combination","Combination_Class","Combination_Class2","STORY.ID","Short_Title","Author_Gender","Canonicity","PUB..DATE","GENRE","PREDICATE","AGENT","PATIENT","POSESSOR","AFFECT","COGITATION","SOCIABILITY","POLARITY","COMMUNICATIVENESS","DESCRIPTIVENESS","ABSTRACTION","DISTINCTIVENESS_SKEW","DISTINCTIVENESS_SKEW.woSaid.","DEPTH","CLASS.SIMILARITY","HOMOGENEITY","DISTINCTIVENESS_KL","EMBODIMENT","CLOTHES","MOTION","PHYSICAL","PERCEPTION","VALUATION","CENTRALITY","ENSEMBLE","MENTIONS","POPULATION","SOCIO","COMM","COG_PER","COG_PER_RATIO"
"","George","M","m_M","All","Male_Male","Chadwyck_1824_Hogg_ThePrivateMemoirs","1824_Hogg_ThePrivateMemoirs","m","can",1824,"rom",0.068062827,0.531413613,0.068062827,0.332460733,0.0773,0.1031,0.002583979,0.625,0.046511628,0.028423773,0.54005168,6.082513458,5.546302266,0.899213571,0.689282619,0.334861906,1.286808383,0.062015504,0.007751938,0.064599483,0,0.062015504,0.010335917,2.284023669,4,459.4198931,1.190206977,-0.100516021,-0.015503876,0.165115504,1.66248749667502
"","Edward","M","m_M","All","Male_Male","Chadwyck_1824_M'Henry_O'HalloranorThe","1824_M'Henry_O'HalloranorThe","m","non",1824,"rom",0.129655172,0.576551724,0.142068966,0.151724138,0.0931,0.0918,0.033377837,0.125,0.065420561,0.060080107,0.531375167,9.359198324,7.237211243,0.936263224,0.83112828,0.625367673,1.034246439,0.018691589,0.006675567,0.037383178,0.006675567,0.054739653,0.008010681,1.380846325,3,947.2952429,0.763947777,-0.058422163,0.010680908,0.146539653,1.67702926432508
"","Alan","M","m_M","All","Male_Male","Chadwyck_1824_Scott_Redgauntletinthe","1824_Scott_Redgauntletinthe","m","can",1824,"rom",0.104589114,0.517609392,0.165421558,0.212379936,0.1037,0.1109,0.00513347,0.625,0.102669405,0.039014374,0.560574949,17.54422354,5.891893388,0.849114007,0.870136562,0.739613953,0.911256379,0.020533881,0.006160164,0.033880904,0.004106776,0.035934292,0.003080082,1.633173844,2,556.4279931,0.543386712,-0.10576653,0.066735113,0.146834292,3.08618853545243
"","Ellen","F","f_F","Female_Female","Female_Female","Chadwyck_1824_Sedgwick_RedwoodATale","1824_Sedgwick_RedwoodATale","f","can",1824,"rom",0.065108514,0.511407902,0.105731775,0.317751809,0.1233,0.0815,0.00483871,0.75,0.049462366,0.033333333,0.559139785,11.06502556,5.666827006,0.808188851,0.893480115,0.664544243,1.116165032,0.053225807,0.005913979,0.032258065,0.006451613,0.035483871,0.007526882,2.090502793,2,1420.448075,0.759191916,-0.07666129,0.013978495,0.116983871,2.29681817973017
"","Zachary","M","f_M","All","Mixed","Chadwyck_1824_Sigourney_SketchofConnecticut","1824_Sigourney_SketchofConnecticut","f","non",1824,"rom",0.285714286,0.507936508,0.126984127,0.079365079,0.0303,0.0303,0.044117647,0.375,0.029411765,0.191176471,0.529411765,3.124288072,3.250221791,0.837995855,0.425323386,0.139886693,1.527824241,0,0,0.014705882,0.029411765,0.073529412,0.014705882,1.034782609,8,169.8754247,1.490135304,0.013817647,-0.044117647,0.103829412,0.412079998681344
"","Lucretia","F","f_F","Female_Female","Female_Female","Chadwyck_1825_Child_TheRebelsor","1825_Child_TheRebelsor","f","non",1825,"rom",0.061604585,0.497134671,0.127507163,0.313753582,0.112,0.0756,0.002797203,0,0.07972028,0.01958042,0.591608392,11.32545096,3.538294981,0.871790331,0.860115093,0.691694894,1.237982671,0.075524476,0.004195804,0.025174825,0.004195804,0.065734266,0.002797203,2.479865772,2,1030.554045,1.394525095,-0.072802797,0.013986014,0.141334266,1.1500851017337
"","Lionel","M","m_M","All","Male_Male","Chadwyck_1825_Cooper_LionelLincolnor","1825_Cooper_LionelLincolnor","m","can",1825,"rom",0.186067019,0.507936508,0.17372134,0.132275132,0.0911,0.0554,0.026586621,0.25,0.094339623,0.105488851,0.540308748,14.93259079,6.372906949,0.922956985,0.849683437,0.682640604,1.088774363,0.013722127,0.001715266,0.040308748,0.009433962,0.050600343,0.005145798,3.858299595,4,1293.413499,0.678600996,-0.028813379,0.04373928,0.106000343,1.09485423843866
"","Monsieur","M","m_M","All","Male_Male","Chadwyck_1825_Paulding_JohnBullin","1825_Paulding_JohnBullin","m","non",1825,"rom",0.173913044,0.52173913,0.188405797,0.115942029,0.2055,0.0411,0,0.25,0.078947368,0.065789474,0.552631579,3.813244426,2.955626401,0.801678672,0.551338391,0.080805145,2.275612169,0,0,0.039473684,0.02631579,0.013157895,0,1.023529412,2,161.2245654,1.853155925,-0.0411,0.065789473,0.054257895,3.123599937528
"","Edward","M","f_M","All","Mixed","Chadwyck_1825_Sedgwick_TheTravellersA","1825_Sedgwick_TheTravellersA","f","can",1825,"rom",0.045614035,0.547368421,0.136842105,0.270175439,0.0537,0.057,0,0.125,0.101694915,0.023728814,0.586440678,8.620115685,4.158902377,0.847320258,0.775350514,0.50282816,1.422345757,0.054237288,0.003389831,0.050847458,0.020338983,0.057627119,0,1.775,4,1074.536512,3.783579266,-0.057,0.044067796,0.114627119,0.989117640949568
"","Heyward","M","m_M","All","Male_Male","Chadwyck_1826_Cooper_TheLastof","1826_Cooper_TheLastof","m","can",1826,"rom",0.086309524,0.52281746,0.298611111,0.092261905,0.108,0.0743,0.028901734,0.625,0.053949904,0.047206166,0.524084778,8.319780411,5.007368449,0.800558439,0.781688652,0.508545939,0.985522352,0.018304432,0.001926782,0.052986513,0.004816956,0.071290944,0.004816956,3.973630832,2,1336.64481,0.682309755,-0.045398266,-0.01734104,0.145590944,1.04220810991085
"","Vivian","M","m_M","All","Male_Male","Chadwyck_1826_Disraeli_VivianGrey","1826_Disraeli_VivianGrey","m","can",1826,"rom",0.08108908,0.503403374,0.124297129,0.291210417,0.1034,0.0923,0.006575186,0,0.051743854,0.027444254,0.521440823,15.75925594,6.878517777,0.793934607,0.896180935,0.599765346,1.16827301,0.041738136,0.007146941,0.041738136,0.006861064,0.043453402,0.011720983,4.775342466,3,1441.758896,0.413585455,-0.085724814,0.008290452,0.135753402,2.12411447094522
"","Martha","F","m_F","All","Mixed","Chadwyck_1826_Flint_FrancisBerrianor","1826_Flint_FrancisBerrianor","m","non",1826,"rom",0.087188612,0.512455516,0.129893238,0.270462634,0.1337,0.0625,0.003436426,0.125,0.048109966,0.037800687,0.58419244,5.648801652,4.235876461,0.810704766,0.802146755,0.369905149,1.243570363,0.041237113,0.005154639,0.027491409,0.006872852,0.054982818,0.010309278,1.477958237,3,368.4274452,0.578379035,-0.059063574,-0.006872852,0.117482818,1.13671874730029
"","Mr. Ashley","M","m_M","All","Male_Male","Chadwyck_1826_Paulding_TheMerryTales","1826_Paulding_TheMerryTales","m","non",1826,"rom",0.081632653,0.632653061,0.163265306,0.12244898,0.0833,0.0417,0,0.375,0.204081633,0.040816327,0.591836735,4.905348572,2.541010759,0.863653977,0.705397258,0.250088187,3.01080539,0.040816327,0,0.06122449,0,0.020408163,0,1.351351351,3,70.76039116,1.415207823,-0.0417,0.18367347,0.062108163,2.0433000265629
"","Raymond","M","f_M","All","Mixed","Chadwyck_1826_Shelley_TheLastMan","1826_Shelley_TheLastMan","f","can",1826,"rom",0.052168022,0.49796748,0.109078591,0.340785908,0.137,0.0705,0.009168304,0,0.018991487,0.012442698,0.549443353,4.561058929,3.491059371,0.787747806,0.770643417,0.559792136,0.893838264,0.037328094,0.001964637,0.037982973,0.003929273,0.041257367,0.011787819,1.34518647,4,890.0953223,0.573884798,-0.061331696,-0.02226588,0.111757367,1.70878573031575
"","Ishmael","M","m_M","All","Male_Male","Chadwyck_1827_Cooper_ThePrairievolume","1827_Cooper_ThePrairievolume","m","can",1827,"rom",0.134482759,0.531034483,0.186206897,0.148275862,0.0867,0.0667,0.050335571,0,0.053691275,0.060402685,0.510067114,6.082874163,6.468444602,0.800151074,0.706296592,0.422568923,1.101477207,0.016778524,0.003355705,0.063758389,0.003355705,0.046979866,0,1.462365591,4,410.9853979,0.604390291,-0.016364429,0.006711409,0.113679866,1.41975713596118
"","Wilson","M","f_M","All","Mixed","Chadwyck_1827_Royall_TheTennesseanA","1827_Royall_TheTennesseanA","f","non",1827,"rom",0.061559508,0.544459644,0.183310534,0.210670315,0.0994,0.0568,0.005181347,0.375,0.063471503,0.023316062,0.483160622,8.634547554,5.306128195,0.85330015,0.808813974,0.603911801,1.126287661,0.024611399,0.002590674,0.059585492,0.00388601,0.031088083,0.009067358,1.673704415,2,698.6003958,0.801147243,-0.051618653,0.03238342,0.087888083,1.82706666088096
"","Hope","F","f_F","Female_Female","Female_Female","Chadwyck_1827_Sedgwick_HopeLeslievolume","1827_Sedgwick_HopeLeslievolume","f","can",1827,"rom",0.048453006,0.54757735,0.089900759,0.314068885,0.0983,0.0802,0.00509915,0.125,0.062322946,0.014164306,0.573937677,14.63041009,4.620314322,0.906579724,0.897116285,0.687483964,1.098850167,0.073654391,0.011898017,0.04815864,0.004532578,0.042492918,0.006798867,1.457821458,2,1367.516114,0.76826748,-0.07510085,0.019830028,0.122692918,1.88737332653879
"","Wilder","M","m_M","All","Male_Male","Chadwyck_1828_Cooper_TheRedRover","1828_Cooper_TheRedRover","m","can",1828,"rom",0.037577117,0.500841279,0.091418957,0.370162647,0.0872,0.0845,0.004376368,0,0.0404814,0.016411379,0.555251641,6.890446526,5.377655735,0.844021917,0.769215886,0.42521395,1.242293426,0.060722101,0.002188184,0.039934355,0.002188184,0.055798687,0.00547046,4.790026247,3,1105.363892,0.605678845,-0.080123632,-0.015317287,0.140298687,1.51437255145448
"","Mr. Clenning","M","m_M","All","Male_Male","Chadwyck_1828_Flint_TheLifeand","1828_Flint_TheLifeand","m","non",1828,"rom",0.212121212,0.535353535,0.141414141,0.111111111,0.1415,0.078,0.024271845,0.875,0.014563107,0.097087379,0.495145631,4.060647801,4.124860322,0.823563504,0.453661193,0.140268053,0.766473113,0.014563107,0.004854369,0.024271845,0.038834952,0.048543689,0.004854369,1.629770992,3,427.4103139,1.000960923,-0.053728155,-0.033980582,0.126543689,1.60680001060488
"","Ellen","F","m_F","All","Mixed","Chadwyck_1828_Hawthorne_Fanshawe1828","1828_Hawthorne_Fanshawe1828","m","can",1828,"rom",0.064801178,0.425625921,0.094256259,0.415316642,0.1142,0.1272,0.00143472,0,0.012912482,0.032998565,0.543758967,3.819113791,3.919501451,0.814612092,0.622164794,0.338377106,0.922461647,0.048780488,0.00143472,0.035868006,0,0.043041607,0.010043042,1.550884956,4,1744.388593,2.488428806,-0.12576528,-0.030129125,0.170241607,2.95527999221776
"","Thornton","M","m_M","All","Male_Male","Chadwyck_1828_Lytton_PelhamOrThe","1828_Lytton_PelhamOrThe","m","non",1828,"rom",0.079800499,0.523690773,0.144638404,0.251870324,0.0839,0.0695,0.026506024,0.625,0.062650602,0.036144578,0.559036145,7.345151566,4.246482154,0.803781042,0.808507874,0.640972277,1.214202302,0.043373494,0.019277108,0.045783133,0.007228916,0.053012048,0.002409639,1.001569859,2,371.8490456,0.582835495,-0.042993976,0.009638554,0.122512048,1.31102273204008
"","George","M","m_M","All","Male_Male","Chadwyck_1828_Neal_RachelDyerA","1828_Neal_RachelDyerA","m","non",1828,"rom",0.110655738,0.524590164,0.262295082,0.102459016,0.1382,0.0366,0.012195122,0,0.052845529,0.028455285,0.540650407,4.48844475,4.819208718,0.82187386,0.640075534,0.370074503,1.784068008,0.028455285,0,0.089430894,0,0.052845529,0,2.02631579,3,683.7050301,1.479881018,-0.024404878,0,0.089445529,0.692584608245666
"","Martin","M","m_M","All","Male_Male","Chadwyck_1828_Paulding_TheNewMirror","1828_Paulding_TheNewMirror","m","non",1828,"rom",0.032258065,0.64516129,0.096774194,0.225806452,0.0323,0.0323,0,0.25,0,0,0.375,1.278019301,1.278019301,0.832931837,0.268795832,0.068320248,2.37200818,0.09375,0,0.125,0,0.09375,0,1.418181818,2,52.47126878,1.279787043,-0.0323,-0.09375,0.12605,0.344533333333333
"","Lady Mary","F","f_F","Female_Female","Female_Female","Chadwyck_1828_Rowson_CharlotteDaughteror","1828_Rowson_CharlotteDaughteror","f","non",1828,"rom",0.102620087,0.451965066,0.124454149,0.320960699,0.1292,0.0688,0.00625,0.125,0.058333333,0.052083333,0.539583333,8.464272908,3.870150712,0.809567025,0.772046941,0.527042141,1.044778227,0.03125,0.014583333,0.033333333,0.008333333,0.01875,0.014583333,1.312849162,3,1146.033991,2.438370193,-0.06255,0.039583333,0.08755,3.66933333333333
"","Mrs Reynolds","F","f_F","Female_Female","Female_Female","Chadwyck_1828_Sedgwick_RomanceinReal","1828_Sedgwick_RomanceinReal","f","can",1828,"rom",0.057142857,0.447619048,0.057142857,0.438095238,0.0667,0.0667,0.028037383,0.375,0.037383178,0,0.53271028,2.365858978,2.262387382,0.840751345,0.540597718,0.147156818,1.761896857,0.037383178,0,0.056074766,0.009345794,0.018691589,0.009345794,1.565217391,2,796.5776663,7.375719133,-0.038662617,0.018691589,0.085391589,3.56844995896282
"","Ruth","F","m_F","All","Mixed","Chadwyck_1829_Cooper_TheWeptof","1829_Cooper_TheWeptof","m","can",1829,"rom",0.071929825,0.440350877,0.077192983,0.410526316,0.1168,0.0541,0,0.875,0.03220339,0.052542373,0.528813559,5.44374517,5.273641388,0.849249651,0.651184217,0.27715968,0.988962557,0.066101695,0,0.044067797,0.013559322,0.062711864,0.015254237,1.165703276,3,415.1655516,0.686224052,-0.0541,-0.030508474,0.116811864,0.86267568127141
"","George","M","m_M","All","Male_Male","Chadwyck_1829_Flint_GeorgeMasonthe","1829_Flint_GeorgeMasonthe","m","non",1829,"rom",0.08291874,0.485903814,0.077943615,0.353233831,0.0937,0.0921,0.0032,0,0.0112,0.0304,0.5984,4.097556745,4.171234574,0.82333217,0.612650166,0.270433877,0.928651611,0.0416,0.0096,0.04,0.0048,0.048,0.008,2.838235294,4,1040.655667,1.797332758,-0.0889,-0.0368,0.1401,1.91875
"","Sopus","M","m_M","All","Male_Male","Chadwyck_1829_Paulding_Talesofthe","1829_Paulding_Talesofthe","m","non",1829,"rom",0.081395349,0.624031008,0.127906977,0.166666667,0.1392,0.0842,0.003663004,0.125,0.080586081,0.021978022,0.56043956,8.049356588,3.742389452,0.852806984,0.825968677,0.343350358,1.411322161,0.051282051,0.003663004,0.043956044,0.003663004,0.065934066,0.007326007,1.052,2,329.3547282,1.317418913,-0.080536996,0.014652015,0.150134066,1.2770333320563
"","Jessy","M","m_M","All","Male_Male","Chadwyck_1830_Flint_TheShoshoneValley","1830_Flint_TheShoshoneValley","m","non",1830,"rom",0.068421053,0.525,0.119736842,0.286842105,0.1119,0.0956,0.013888889,1,0.04040404,0.029040404,0.565656566,6.923526623,4.646521985,0.861299606,0.826325983,0.52664464,0.905185398,0.044191919,0.002525253,0.035353535,0.01010101,0.053030303,0.008838384,1.327868853,2,483.5217313,0.542673099,-0.081711111,-0.012626263,0.148630303,1.802742858173
"","Butler","M","m_M","All","Male_Male","Chadwyck_1830_M'Henry_TheBetrothedof","1830_M'Henry_TheBetrothedof","m","non",1830,"rom",0.046511628,0.534883721,0.097674419,0.320930233,0.1596,0.0787,0.004464286,0.375,0.042410714,0.011160714,0.566964286,6.406961723,3.118048081,0.723684438,0.715063158,0.37388017,1.051498993,0.022321429,0.002232143,0.035714286,0.002232143,0.026785714,0.020089286,1.901639344,4,1036.338865,2.233488933,-0.074235714,0.015625,0.105485714,2.93813336467342
"","Lucia","M","m_M","All","Male_Male","Chadwyck_1830_Paulding_Chroniclesofthe","1830_Paulding_Chroniclesofthe","m","non",1830,"rom",0.094827586,0.528735632,0.146551724,0.229885058,0.1389,0.1389,0.013888889,0.5,0.075,0.033333333,0.547222222,9.667469464,4.17463816,0.845599636,0.804346746,0.480737557,1.154275764,0.030555556,0.002777778,0.016666667,0.005555556,0.041666667,0.016666667,1.053125,6,560.8534292,1.664253499,-0.125011111,0.033333333,0.180566667,3.3335999733312
"","Gertrude","F","f_F","Female_Female","Female_Female","Chadwyck_1830_Sedgwick_ClarenceorA","1830_Sedgwick_ClarenceorA","f","can",1830,"rom",0.127035831,0.594462541,0.16286645,0.115635179,0.1596,0.108,0.058084772,0.5,0.051805338,0.064364207,0.508634223,7.866105246,8.68767891,0.879642035,0.725028809,0.559572589,1.156643803,0.03610675,0.003139717,0.045525903,0.004709576,0.04866562,0.006279435,1.895558223,4,1070.152966,0.677740954,-0.049915228,0.003139718,0.15666562,2.21922581074689
"","Richard","M","f_M","All","Mixed","Chadwyck_1830_Shelley_TheFortunesof","1830_Shelley_TheFortunesof","f","can",1830,"rom",0.107334526,0.447227191,0.100178891,0.345259392,0.1166,0.0663,0.009056078,0.125,0.01985371,0.035876001,0.532915361,9.118182373,9.477479957,0.885170775,0.802740255,0.526355059,1.115788877,0.040752351,0.005572971,0.040752351,0.006966214,0.037617555,0.006617903,2.774451098,2,1547.289738,0.556579043,-0.057243922,-0.017763845,0.103917555,1.76247499339072
"","Lucy","F","f_F","Female_Female","Female_Female","Chadwyck_1831_Bacon_Talesofthe","1831_Bacon_Talesofthe","f","non",1831,"rom",0.057877814,0.45659164,0.065916399,0.419614148,0.0827,0.1017,0.001579779,0,0.017377567,0.020537125,0.578199052,5.133102,5.322109168,0.875017051,0.552591089,0.449524034,1.291882478,0.056872038,0.003159558,0.052132701,0.009478673,0.052132701,0.004739337,2.248251748,5,943.894777,1.467954552,-0.100120221,-0.034755134,0.153832701,1.95079092487458
"","Don Camillo","M","m_M","All","Male_Male","Chadwyck_1831_Cooper_TheBravovolume","1831_Cooper_TheBravovolume","m","can",1831,"rom",0.202531646,0.603375527,0.168776371,0.025316456,0.1358,0.0658,0,0.5,0.04526749,0.111111111,0.530864198,3.977144241,3.335383731,0.770189156,0.65660778,0.313527092,1.534905862,0.024691358,0,0.024691358,0.012345679,0.057613169,0.008230453,1.163380282,7,233.5101476,0.720710332,-0.0658,-0.012345679,0.123413169,1.14209999453424
"","Ludlow","M","m_M","All","Male_Male","Chadwyck_1831_Cooper_TheWater-Witchvolume","1831_Cooper_TheWater-Witchvolume","m","can",1831,"rom",0.087312415,0.593451569,0.148703956,0.17053206,0.1115,0.0971,0.041005291,0.375,0.071428571,0.03042328,0.537037037,9.018940596,6.613128201,0.779392716,0.826256253,0.303823679,0.961428345,0.025132275,0.006613757,0.043650794,0.003968254,0.083333333,0.014550265,2.225080386,3,890.1008438,0.643136448,-0.056094709,-0.011904762,0.180433333,1.1652000046608
"","Meredith","M","m_M","All","Male_Male","Chadwyck_1831_M'Henry_MeredithorThe","1831_M'Henry_MeredithorThe","m","non",1831,"rom",0.074074074,0.492753623,0.101449275,0.331723027,0.109,0.0826,0.0078125,0.125,0.028125,0.028125,0.5046875,5.322348642,4.511763062,0.947622897,0.746362496,0.444325967,0.87484753,0.025,0.003125,0.034375,0.0015625,0.04375,0.003125,1.232283465,2,1216.738906,1.943672375,-0.0747875,-0.015625,0.12635,1.888
"","Sybrandt","M","m_M","All","Male_Male","Chadwyck_1831_Paulding_TheDutchmanFireside","1831_Paulding_TheDutchmanFireside","m","non",1831,"rom",0.062593145,0.504470939,0.12295082,0.309985097,0.1136,0.0986,0.007215007,0.125,0.033189033,0.02958153,0.53968254,7.078615614,4.63857985,0.871242122,0.84427407,0.463141248,0.875982603,0.056277056,0.007215007,0.059163059,0.003607504,0.047619048,0.008658009,2.351027397,2,1416.354615,1.031576559,-0.091384993,-0.014430015,0.146219048,2.0705999834352
"","Elizabeth","F","f_F","Female_Female","Female_Female","Chadwyck_1831_Shelley_FrankensteinOrThe","1831_Shelley_FrankensteinOrThe","f","can",1831,"rom",0.135135135,0.436936937,0.148648649,0.279279279,0.2391,0.0739,0.00862069,0.75,0.034482759,0.068965517,0.5,4.55223227,3.641466113,0.908543151,0.615434254,0.229356267,1.197596191,0.034482759,0,0.030172414,0,0.051724138,0.004310345,1.411428571,3,318.0571473,1.287680758,-0.06527931,-0.017241379,0.125624138,1.42873333142836
"","Nicholas","M","m_M","All","Male_Male","Chadwyck_1839_Dickens_TheLifeand","1839_Dickens_TheLifeand","m","can",1839,"vic",0.052724968,0.550063371,0.166539924,0.230671736,0.0942,0.0743,0.005148321,0.125,0.093405246,0.023044864,0.611424369,22.38802525,7.91336622,0.759423911,0.902459459,0.923484488,1.32505097,0.057121844,0.009316009,0.051238049,0.006619269,0.04584457,0.006374111,1.991959799,2,1237.056779,0.31207285,-0.069151679,0.047560676,0.12014457,1.62069357396089
"","Kate","F","m_F","All","Mixed","Chadwyck_1839_Ingraham_CaptainKydor","1839_Ingraham_CaptainKydor","m","non",1839,"vic",0.061865189,0.493074792,0.082179132,0.362880886,0.1377,0.0648,0.00631769,0.625,0.047833935,0.034296029,0.63267148,7.6544555,6.085401917,0.820230741,0.772668314,0.590598325,1.043259415,0.116425993,0.004512635,0.049638989,0.010830325,0.047833935,0.005415163,1.515775034,2,825.4461518,0.747010092,-0.05848231,0,0.112633935,1.35468679296403
"","Henry","M","f_M","All","Mixed","Chadwyck_1839_Kirkland_ANewHome--Who'll","1839_Kirkland_ANewHome--Who'll","f","non",1839,"vic",0.185185185,0.611111111,0.055555556,0.148148148,0.2034,0.1525,0.016949153,0.375,0,0.101694915,0.338983051,3.348497562,3.348497562,0.898733622,0.302214596,0.247237819,1.567731174,0.033898305,0,0,0.016949153,0.033898305,0.016949153,1.504347826,2,110.8267145,1.319365649,-0.135550847,-0.033898305,0.186398305,4.49875001124688
"","Rabenmark","M","m_M","All","Male_Male","Chadwyck_1839_Motley_MortonHopeor","1839_Motley_MortonHopeor","m","non",1839,"vic",0.066473988,0.502890173,0.153179191,0.277456647,0.1031,0.0501,0.002808989,0.125,0.092696629,0.02247191,0.54494382,11.90903502,4.305359572,0.887160514,0.766836297,0.478296812,1.219329838,0.056179775,0.025280899,0.050561798,0.002808989,0.02247191,0.002808989,1.403100775,4,272.2991981,0.75220773,-0.047291011,0.070224719,0.07257191,2.22945001114725
"","Vasco Nunez","M","m_M","All","Male_Male","Chadwyck_1839_Simms_TheDamselof","1839_Simms_TheDamselof","m","non",1839,"vic",0.050084175,0.453282828,0.117003367,0.37962963,0.1224,0.0669,0.002864157,0.625,0.017184943,0.018821604,0.56710311,5.066826857,4.765837698,0.857607542,0.735142676,0.360459162,1.048473274,0.069558102,0.003682488,0.049918167,0.002454992,0.051554828,0.008592471,5.178082192,5,1225.680934,0.463220308,-0.064035843,-0.034369885,0.118454828,1.29764762283757
"","Sahib","M","m_M","All","Male_Male","Chadwyck_1839_Taylor_ConfessionsOfA","1839_Taylor_ConfessionsOfA","m","non",1839,"vic",0.242290749,0.444933921,0.185022026,0.127753304,0.1714,0.049,0,0.25,0.052631579,0.052631579,0.421052632,5.771991019,6.353016042,0.798763372,0.685975308,0.637135517,1.399137539,0.004048583,0.004048583,0.028340081,0,0.016194332,0.008097166,1.345268542,6,154.7464471,0.444673698,-0.049,0.036437247,0.065194332,3.02574999697425
"","Warrington","M","m_M","All","Male_Male","Chadwyck_1839_Thompson_TheGreenMountain","1839_Thompson_TheGreenMountain","m","non",1839,"vic",0.066071429,0.432142857,0.182142857,0.319642857,0.0874,0.0717,0.003496504,0.625,0.041958042,0.022727273,0.503496504,6.348278718,3.308085657,0.848956897,0.747511533,0.62536367,1.10228416,0.026223776,0.005244755,0.033216783,0.006993007,0.055944056,0.012237762,1.429223744,8,419.9763847,0.670888794,-0.068203496,-0.013986014,0.127644056,1.28163749871836
"","Luis","M","m_M","All","Male_Male","Chadwyck_1840_Cooper_MercedesofCastile","1840_Cooper_MercedesofCastile","m","can",1840,"vic",0.141455437,0.469337694,0.097301717,0.291905151,0.1133,0.0858,0.007081039,0.5,0.020456334,0.068450039,0.500393391,9.037264374,9.576140287,0.789488204,0.603252089,0.299391373,1.004287148,0.022029898,0.005507474,0.033044847,0.00393391,0.034618411,0.011014949,2.015503876,3,720.8246234,0.55448048,-0.078718961,-0.014162077,0.120418411,2.47844997853888
"","Mabel","F","m_F","All","Mixed","Chadwyck_1840_Cooper_ThePathfinderor","1840_Cooper_ThePathfinderor","m","can",1840,"vic",0.119787718,0.489764974,0.20166793,0.188779378,0.1075,0.099,0.020773639,0,0.049426934,0.041547278,0.515759312,9.201563125,4.802276173,0.812973811,0.882885381,0.323905482,0.917114232,0.035816619,0.002148997,0.02722063,0.011461318,0.044412607,0.01217765,1.684822077,2,1287.751375,0.555065248,-0.078226361,0.005014327,0.143412607,2.22909679677214
"","Claude","M","m_M","All","Male_Male","Chadwyck_1840_Fay_TheCountessIda","1840_Fay_TheCountessIda","m","non",1840,"vic",0.049986343,0.538923791,0.127560776,0.28352909,0.1027,0.0993,0.007727152,0,0.080202505,0.013056222,0.596322942,22.42229366,5.301651208,0.828559823,0.920765855,0.702832459,1.171291475,0.061284306,0.007993605,0.054622968,0.004796163,0.050093259,0.008792966,3.53438114,2,2250.480057,0.625480838,-0.091572848,0.030109246,0.149393259,1.98230264874561
"","Greyslaer","M","m_M","All","Male_Male","Chadwyck_1840_Hoffman_GreyslaerARomance","1840_Hoffman_GreyslaerARomance","m","non",1840,"vic",0.076861489,0.458767014,0.098478783,0.365892714,0.1109,0.0664,0.000783085,0,0.019577134,0.032889585,0.570869225,4.967022996,4.590741945,0.942833225,0.721293677,0.500824912,0.892131639,0.046985121,0.004698512,0.058731402,0.006264683,0.041503524,0.008613939,1.71639785,3,918.8901361,0.71956941,-0.065616915,-0.02192639,0.107903524,1.59986414647585
"","Mr. Flam","M","m_M","All","Male_Male","Chadwyck_1840_Kennedy_QuodlibetContainingSome","1840_Kennedy_QuodlibetContainingSome","m","non",1840,"vic",0.125,0.526162791,0.093023256,0.255813954,0.0901,0.0789,0.002808989,0.25,0.061797753,0.042134832,0.491573034,8.246270475,5.020917112,0.859944327,0.762440971,0.404880209,1.110436079,0.016853933,0.002808989,0.039325843,0.005617978,0.02247191,0.011235955,2.032608696,4,554.8632129,1.483591478,-0.076091011,0.039325843,0.10137191,3.51105001755525
"","Vernon","M","m_M","All","Male_Male","Chadwyck_1840_Simms_BorderBeaglesA","1840_Simms_BorderBeaglesA","m","non",1840,"vic",0.064900662,0.501324503,0.107284768,0.326490066,0.1083,0.0889,0.005037783,0,0.023299748,0.020151134,0.522040302,6.015080478,5.286276574,0.821982367,0.798142384,0.488699151,0.931573626,0.045969773,0.003778338,0.040302267,0.003148615,0.039672544,0.008816121,3.648033126,2,960.972098,0.545387116,-0.083862217,-0.016372796,0.128572544,2.24084444899727
"","Hayes","F","m_F","All","Mixed","Chadwyck_1840_Thackeray_CatherineAStory","1840_Thackeray_CatherineAStory","m","can",1840,"vic",0.097826087,0.541304348,0.104347826,0.256521739,0.0962,0.0858,0.012448133,0.25,0.037344398,0.039419087,0.485477178,5.0835833,4.499600237,0.848534566,0.715255413,0.522312774,1.114630979,0.03526971,0.004149378,0.041493776,0.008298755,0.033195021,0.008298755,1.257217848,2,675.8377425,1.410934744,-0.073351867,0.004149377,0.118995021,2.58472498029147
"","Bobby","M","m_M","All","Male_Male","Chadwyck_1840_Thomas_HowardPinckneyVolume","1840_Thomas_HowardPinckneyVolume","m","non",1840,"vic",0.217213115,0.459016393,0.225409836,0.098360656,0.1024,0.0551,0.035856574,0,0.023904383,0.099601594,0.458167331,3.871687853,4.104315513,0.891701077,0.607331467,0.59067326,1.197715432,0.027888446,0.003984064,0.091633466,0.011952191,0.055776892,0.007968128,1.072072072,2,668.4848537,0.860340867,-0.019243426,-0.031872509,0.110876892,0.987864293334953
