"","X.2","X.1","STORY.ID","PUB..DATE","COLLECTION","GENRE","X..PREDICATE","X..AGENT","X..PATIENT","X..POSESSOR","AFFECT","COGITATION","SOCIABILITY","POLARITY","COMMUNICATIVENESS","CONCRETENESS","ABTRACTION","OBJECTIVITY","DISTINCTIVENESS.AwSaid","DISTINCTIVENESS.AwoSaid","DEPTH","CLASS.SIMILIARITY","HOMOGENEITY","DISTINCTIVENESS.BwStop","DISTINCTIVENESS.BwoStop","EMBODIMENT","CLOTHES","MOTION","PHYSICAL","PERCEPTION","VALUATION","CENTRALITY","ENSEMBLE","DISTRIBTION","MENTIONS","POPULATION","PROTAG..NAME","PROTAG..GENDER","X","cog_per"
"6772",6772,6789,"2011_Carson,Rae_TheGirlofFireandThorns",2011,"contemporary","young-adult",0.0432,0.5184,0.0624,0.376,12.48,4.84,0.0031152648,0,0.031152648,0.015576324,0.5607476636,0.4626168224,4.8596663774,4.8147273448,0.8622430134,0.7497840422,0.5623380015,1.589328744,1.1404180643,0.1339563863,0.0031152648,0.0420560748,0.0031152648,0.0171339564,0.0031152648,1.0314735336,2,1.6065159639,663.1060685115,0.9486495973,"Humberto","M",NA,0.0655339564
"6773",6773,6790,"2011_Chan,Darcie_TheMillRiverRecluse_BS",2011,"contemporary","bestsellers",0.029005059,0.5760539629,0.0880269815,0.3069139966,10.32,8.61,0.0045234249,0.625,0.0358642973,0.008723748,0.6193861066,0.3961227787,7.1989090399,5.7401846436,0.8477013069,0.8453056611,0.7673557678,1.6102517256,1.1465667936,0.0814216478,0.0093699515,0.0416801292,0.0042003231,0.0691437803,0.0109854604,2.6985815603,5,2.8299080694,2601.2202833655,0.8545401719,"Mary","F",NA,0.1552437803
"6774",6774,6791,"2011_Child,Lee_TheAffair_BS",2011,"contemporary","bestsellers",0.0683229814,0.7577639752,0.0476190476,0.1262939959,5.67,3.04,0.0040322581,0.125,0.1733870968,0.0201612903,0.6612903226,0.3306451613,13.0963897113,4.192092314,0.8019878945,0.8610876157,0.7323908843,1.9556662138,1.5780031363,0.0302419355,0.0100806452,0.0685483871,0.0161290323,0.0342741935,0.002016129,1.0948081264,2,1.3650057101,340.7639882463,0.7692189351,"Reacher","M",NA,0.0646741935
"6775",6775,6792,"2011_Childs,TeraLynn_FinsAreForever",2011,"contemporary","young-adult",0.0968858131,0.6470588235,0.0899653979,0.1660899654,9.51,4.59,0.0065789474,0.625,0.0822368421,0.0328947368,0.6480263158,0.2927631579,8.5980185802,3.5341451786,0.8357081677,0.8237298027,0.7118135344,1.7493362635,1.4017549739,0.0296052632,0,0.0394736842,0.0065789474,0.0230263158,0,1.6636363636,3,2.036641828,621.0330020017,1.7108347163,"Brody","M",NA,0.0689263158
"6776",6776,6793,"2011_Clancy,Tom_AgainstAllEnemies_BS",2011,"contemporary","bestsellers",0.0190453797,0.6701152128,0.0639548554,0.2468845521,7.63,6.08,0.0036790067,0.75,0.0197746608,0.0052885721,0.5948493907,0.4286042768,5.5607286867,5.3955014847,0.8653365918,0.7726137988,0.6184291065,1.5088597713,0.9984869514,0.0756495746,0.0103472063,0.0653023684,0.0036790067,0.0655323063,0.0029891929,2.9656823623,2,3.3561237216,2086.4331313903,0.5614728556,"Moore","M",NA,0.1263323063
"6777",6777,6794,"2011_Clancy,Tom_LockedOn_BS",2011,"contemporary","bestsellers",0.0378476972,0.6721386229,0.0560875513,0.2339261286,9.21,8.77,0.0057906459,0.125,0.0338530067,0.008908686,0.5795100223,0.3786191537,7.2306757317,5.9457989483,0.8464207884,0.8905169975,0.7106348536,1.5945810558,1.0233287191,0.0619153675,0.0124721604,0.0534521158,0.0035634744,0.068596882,0.0093541203,1.0037002775,2,2.0758565044,1129.7552544032,0.5206245412,"Ryan","M",NA,0.156296882
"6778",6778,6795,"2011_Clare,Cassandra_CityofFallenAngels",2011,"contemporary","young-adult",0.1331424481,0.6692913386,0.1445955619,0.0529706514,8.51,11.03,0.0833333333,0.25,0.112745098,0.0679271709,0.5966386555,0.2850140056,12.5143121855,12.697645878,0.8017613028,0.8057876782,0.9156575597,1.5528591492,1.1268765198,0.0490196078,0.0070028011,0.0427170868,0.0105042017,0.1092436975,0.0056022409,1.3879699248,4,1.6753499474,2132.5590708851,0.7701549552,"Simon","M",NA,0.2195436975
"6779",6779,6796,"2011_Clark,MaryHiggins_IllWalkAlone_BS",2011,"contemporary","bestsellers",0.0625,0.5161637931,0.2101293103,0.2112068966,8.59,7.57,0.0051282051,0.125,0.0102564103,0.0194871795,0.5579487179,0.3302564103,6.5877305724,6.6528763977,0.8334455221,0.5043762241,0.5308515711,1.7385349252,1.2484681268,0.0492307692,0.0071794872,0.0502564103,0.0123076923,0.0492307692,0.0041025641,1.1923076923,2,1.5944259163,1049.4588898232,1.0920487927,"Matthew","M",NA,0.1249307692
"6780",6780,6797,"2011_Cline,Ernest_ReadyPlayerOne_SF",2011,"contemporary","scifi",0.0735009671,0.5067698259,0.0464216634,0.3733075435,9.21,4.97,0.0056074766,0,0.0224299065,0.0224299065,0.491588785,0.414953271,6.5840044907,6.9852459088,0.8873516985,0.4195437496,0.3555187003,1.481320152,1.0796787991,0.0242990654,0.0037383178,0.0336448598,0.0037383178,0.0112149533,0.014953271,1.5388235294,3,1.7907822993,464.8154597338,0.7107270027,"Halliday","M",NA,0.0609149533
"6781",6781,6798,"2011_Coady,Lynn_Antagonist_PW",2011,"contemporary","prizewinners",0.1291139241,0.6227848101,0.1392405063,0.1088607595,11.86,5.33,0.0244498778,0,0.0342298289,0.0586797066,0.4987775061,0.2811735941,5.0650608521,5.0468470495,0.8403972331,0.7129490529,0.564106949,1.1562708043,0.8786074517,0.0366748166,0.0073349633,0.0366748166,0.0122249389,0.0268948655,0.0024449878,1.0709677419,4,1.1109472392,746.2938194733,1.1239364751,"Gord","M",NA,0.0801948655
"6782",6782,6799,"2011_Condie,Ally_Crossed",2011,"contemporary","young-adult",0.0102915952,0.7444253859,0.0909090909,0.154373928,6.53,4.02,0.0050167224,0.625,0.1973244147,0.0016722408,0.6170568562,0.2959866221,10.8985601735,7.6206556124,0.7454349147,0.852754348,0.8481122451,2.5233494041,1.9946924214,0.0585284281,0.016722408,0.0501672241,0.0033444816,0.0200668896,0,1.0944444444,6,1.0673359884,700.9179534619,1.1859863849,"Vick","M",NA,0.0602668896
"6783",6783,6800,"2011_Connelly,Michael_TheDrop_BS",2011,"contemporary","bestsellers",0.0265638389,0.7928449015,0.0415595544,0.1390317052,5.28,10,0.0058528428,0.75,0.0537207358,0.0068979933,0.6346153846,0.3557692308,8.7523259502,5.5435125455,0.8155412587,0.9025892187,0.6508957507,2.0306814342,1.4591317132,0.0363712375,0.0079431438,0.0647993311,0.0027173913,0.0842391304,0.0081521739,5.1616915423,2,3.7833287486,3475.5663498179,0.8374858674,"Bosch","M",NA,0.1842391304
"6784",6784,6801,"2011_Connelly,Michael_TheFifthWitness_BS",2011,"contemporary","bestsellers",0.0778210117,0.5463035019,0.1315175097,0.2443579767,8.03,6.16,0.012012012,0.125,0.0315315315,0.0127627628,0.6118618619,0.3821321321,5.1055530698,4.5184891023,0.8432733658,0.7981399945,0.4630690807,1.4167158991,0.9676738211,0.0292792793,0.0045045045,0.0555555556,0.003003003,0.0750750751,0.0082582583,3.0462555066,3,3.1242990141,977.7928606274,0.707008576,"Lisa","F",NA,0.1366750751
"6785",6785,6802,"2011_Corey,JamesSA_LeviathanWakes_SF",2011,"contemporary","scifi",0.0314279207,0.7160100205,0.038487816,0.2140742428,6.13,7.86,0.0051259193,0.125,0.1401827502,0.0082460441,0.6681524404,0.3746378427,24.5743750588,5.4722962551,0.8136431496,0.9126411292,0.9646915237,1.9550552624,1.4042058736,0.0762201917,0.0180521507,0.0416759528,0.0046801872,0.0637396924,0.0028972587,1.263270942,2,2.1767325464,1254.463904835,0.3047034017,"Miller","M",NA,0.1423396924
"6786",6786,6803,"2011_Cussler,Clive_Jungle_BS",2011,"contemporary","bestsellers",0.0191082803,0.7023131076,0.0486087831,0.229969829,5.98,8.31,0.0075608153,0.125,0.0338593031,0.0055884287,0.6232741617,0.4421433268,7.9474277449,6.9267325986,0.849543097,0.8693809235,0.5453079354,1.6119506261,1.0397275995,0.0969756739,0.0118343195,0.0450361604,0.0052596976,0.0641025641,0.0069033531,5.4720496894,3,3.8100057477,2347.2052006181,0.888083693,"Juan","M",NA,0.1472025641
"6787",6787,6804,"2011_Dashner,James_TheDeathCure",2011,"contemporary","young-adult",0.0541190619,0.7769092002,0.1010222489,0.0679494889,10.58,11.23,0.075249853,0.5,0.0305702528,0.0293944738,0.5602586714,0.2839506173,9.9452586456,10.6162493175,0.8033033903,0.6545543565,0.8055581869,1.4336127486,1.0320538364,0.0446796002,0.0035273369,0.0623162845,0.0064667842,0.1069958848,0.0058788948,6.6366322009,2,3.8990340744,4840.0823018669,1.0772495664,"Thomas","M",NA,0.2192958848
"6788",6788,6805,"2011_DeWitt,Patrick_SistersBrothers_PW",2011,"contemporary","prizewinners",0.0230621397,0.6258808456,0.1101857783,0.2408712364,8.22,4.23,0.0018416206,0.625,0.0908532842,0.0073664825,0.6286065071,0.3824432167,14.777255572,6.5675743471,0.8344426626,0.8830029285,0.6158525375,1.7803208123,1.1960090276,0.1049723757,0.0116635973,0.0595457336,0.0055248619,0.0466543892,0.0073664825,4.3966005666,4,3.6000214644,1951.121391934,1.2571658453,"Charlie","M",NA,0.0889543892
"6789",6789,6806,"2011_Dixon,Heather_Entwined",2011,"contemporary","young-adult",0.0233766234,0.6027829314,0.0853432282,0.2884972171,6.72,6.5,0.0047636497,0,0.0897764749,0.0091608648,0.6419934042,0.4873580066,18.8184435514,6.7447743676,0.8369814197,0.8866391091,0.7896423486,1.7781460244,1.3226049343,0.1522535727,0.0247343349,0.0456211066,0.0051300843,0.0683400513,0.0042139978,8.5345394737,3,4.0042338932,5519.8017168934,1.0637505718,"Azalea","F",NA,0.1333400513
"6791",6791,6808,"2011_Edugyan,Esi_Halfbloodblues_PW",2011,"contemporary","prizewinners",0.0515873016,0.7103174603,0.130952381,0.1071428571,8.24,3.53,0,0.75,0.13671875,0.01953125,0.74609375,0.31640625,7.3339927673,4.9919068071,0.7969504866,0.7832105968,0.7816743769,2.5355568291,2.1592203852,0.05859375,0.00390625,0.05078125,0.0078125,0.1484375,0.0078125,1.5267489712,2,1.6686792584,308.6320181523,1.0753728855,"Chip","M",NA,0.1837375
"6792",6792,6809,"2011_Egan,Jennifer_AVisitFrom_BS",2011,"contemporary","prizewinners",0.0259459459,0.652972973,0.0691891892,0.2518918919,8.21,8,0.0084477297,0.5,0.0770855333,0.0063357973,0.6092925026,0.4023231257,11.7664207686,3.5387509825,0.8395936629,0.9063628193,0.7187791544,1.4884745828,1.0701447391,0.0538542767,0.0084477297,0.0390707497,0.0031678986,0.065469905,0.0073917635,1.6721014493,2,1.5254331801,1190.3840697465,1.2896902164,"Bennie","M",NA,0.145469905
"6793",6793,6810,"2011_Eisenberg,Deborah_TheCollectedStoriesofDeborahEisenberg_PW",2011,"contemporary","prizewinners",0.0406976744,0.7286821705,0.0426356589,0.1879844961,8.7,10.74,0.0055452865,0,0.1478743068,0.0092421442,0.6340110906,0.3068391867,14.3725084299,7.9301326934,0.809677762,0.8514361205,0.8161587701,1.5180512177,1.1143179611,0.0573012939,0.0073937153,0.0462107209,0.0036968577,0.0628465804,0.0073937153,1.4936479129,2,1.5263472198,198.790660086,0.3607815973,"Rosie","F",NA,0.1702465804
"6794",6794,6811,"2011_Endicott,Marina_LittleShadows_PW",2011,"contemporary","prizewinners",0.0365217391,0.6170434783,0.0779130435,0.2685217391,9.42,8.08,0.0079575597,0.25,0.0285145889,0.0109416446,0.5878647215,0.4200928382,6.5302840092,6.1809801507,0.8381185073,0.8305994239,0.6852294439,1.7843434326,1.2320235228,0.1084217507,0.0271883289,0.0629973475,0.0079575597,0.0629973475,0.0072944297,3.0042283298,2,3.0938900011,1625.2165907051,0.571856647,"Bella","F",NA,0.1437973475
"6795",6795,6812,"2011_Eugenides,Jeffrey_MarriagePlot_BS",2011,"contemporary","bestsellers",0.0266218661,0.6733005945,0.0661669682,0.2339105712,9.4,8.53,0.0105026257,0.125,0.0612653163,0.0060015004,0.576644161,0.3500875219,14.1346329991,6.2677942467,0.8323899658,0.9416042811,0.8130455771,1.8259071805,1.2589797513,0.055763941,0.015503876,0.055263816,0.0057514379,0.0440110028,0.0060015004,1.1371654501,3,2.1090510361,2496.3946159598,0.6676637111,"Madeleine","F",NA,0.1293110028
"6796",6796,6813,"2011_Evanovich,Janet_ExplosiveEighteen_BS",2011,"contemporary","bestsellers",0.0154639175,0.7822164948,0.0889175258,0.1134020619,3.3,1.14,0.0076335878,0,0.334605598,0.0038167939,0.7086513995,0.2633587786,14.1450186301,7.5914164564,0.703465883,0.8067736933,0.86031922,2.8543002513,2.3193723921,0.0496183206,0.0050890585,0.0712468193,0.0012722646,0.0381679389,0,2.5618729097,3,2.8097477314,1154.5360001206,1.5072271542,"Lula","M",NA,0.0495679389
"6797",6797,6814,"2011_Evanovich,Janet_SmokinSeventeen_BS",2011,"contemporary","bestsellers",0.0215384615,0.7953846154,0.0784615385,0.1046153846,2.87,1.36,0.0090361446,0.375,0.296686747,0.0030120482,0.7108433735,0.3027108434,14.6200613541,7.8011372296,0.7463046428,0.8038712717,0.7267375561,2.6789259892,2.1570065892,0.0421686747,0.0120481928,0.0572289157,0.0060240964,0.046686747,0.0015060241,1.2563600783,3,1.5598392261,920.6941058368,1.4341029686,"Lula","M",NA,0.060286747
"6798",6798,6815,"2011_Fenech,Karen_Imposter_ROM",2011,"contemporary","romance",0.0216945177,0.619173263,0.0668425682,0.2922896511,7.05,5.08,0.008004574,0.125,0.0242995998,0.0034305317,0.636649514,0.4465408805,5.3465497898,4.7374395722,0.8618947771,0.8910487176,0.5302785034,1.784380724,1.2336033686,0.1174957118,0.0151515152,0.0548885077,0.0045740423,0.0814751286,0.0037164094,5.5418060201,2,3.8298523105,6878.2300076794,2.0755069426,"Burke","M",NA,0.1322751286
"6799",6799,6816,"2011_Flanagan,John_TheOutcasts",2011,"contemporary","young-adult",0.0275542551,0.7122653011,0.0541331383,0.2060473055,8.48,9.93,0.0066777963,0.125,0.0727402814,0.0064393036,0.6436918674,0.367278798,14.2675297852,6.1106644999,0.832340824,0.9286078921,0.7746803762,1.9860113066,1.4314984337,0.0777486287,0.00524684,0.0474600525,0.0054853327,0.0925351777,0.0066777963,2.7517385257,3,3.149052828,3718.0414744379,0.9396111889,"Hal","M",NA,0.1918351777
"6800",6800,6817,"2011_Forstchen,WilliamR_OneSecondAfter_SF",2011,"contemporary","scifi",0.0310378274,0.7749757517,0.049789848,0.1441965729,9.04,8.91,0.0056962025,0.125,0.053164557,0.0101265823,0.6746835443,0.3743670886,8.7597456531,8.1871266551,0.8184302588,0.8579966945,0.6193687981,2.1795600038,1.6872413183,0.0563291139,0.0088607595,0.0810126582,0.0028481013,0.1025316456,0.0047468354,6.4241071429,2,3.8742510281,2434.2177601475,0.8458018625,"John","M",NA,0.1916316456
"6801",6801,6818,"2011_Frater,Rhiannon_FightingtoSurvive_SF",2011,"contemporary","scifi",0.0246195166,0.6401074306,0.0644583706,0.2708146822,12.4,6.63,0.0108506944,0,0.0290798611,0.0091145833,0.6306423611,0.48046875,5.6987035934,4.9953700119,0.8487670146,0.8196499481,0.7892688432,1.7259858851,1.2050256974,0.1232638889,0.0086805556,0.0572916667,0.0030381944,0.0763888889,0.0047743056,1.1042629687,3,1.6984072385,2026.6385136727,0.9426225645,"Katie","F",NA,0.1426888889
"6802",6802,6819,"2011_Gardner,Lisa_LoveYouMore_BS",2011,"contemporary","bestsellers",0.0177383592,0.8924611973,0.0465631929,0.0432372506,7.25,8.01,0.0358306189,0.625,0.0662323561,0.0054288817,0.5939196526,0.2714440825,8.2371694704,8.9272479539,0.8140277886,0.7563712295,0.540926503,1.7728413482,1.4089010281,0.0325732899,0,0.0445168295,0.0108577633,0.0608034745,0.006514658,1.2420872541,5,1.3370566708,829.5383685116,0.9448045199,"Tessa","F",NA,0.1409034745
"6804",6804,6821,"2011_Grafton,Sue_VisForVengeance_BS",2011,"contemporary","bestsellers",0.0381742739,0.6506224066,0.065560166,0.2456431535,7.78,6.58,0.0040192926,0.625,0.0482315113,0.0088424437,0.6511254019,0.421221865,7.8506424716,3.9484701167,0.8503642861,0.8747423838,0.5794487606,1.4205240737,0.9292623954,0.058681672,0.0112540193,0.0683279743,0.0040192926,0.0651125402,0.0096463023,1.4926568758,3,1.5286931121,772.7184761273,0.6911614277,"Dante","M",NA,0.1309125402
"6805",6805,6822,"2011_Grisham,John_TheLitigators_BS",2011,"contemporary","bestsellers",0.0388625592,0.7611374408,0.0379146919,0.1620853081,7.11,8.26,0.0041417395,0,0.0648872526,0.011504832,0.5862862402,0.3350207087,13.5661815104,6.6810085007,0.8342431446,0.9269687835,0.5716365379,1.5315386954,1.1010071557,0.0354348827,0.0055223194,0.0570639669,0.0050621261,0.0630464795,0.0110446387,1.1267519805,2,2.3442720255,1505.0507517114,0.8139809366,"David","M",NA,0.1456464795
"6806",6806,6823,"2011_Harkness,Deborah_DiscoveryofW_BS",2011,"contemporary","bestsellers",0.0321637427,0.5891116681,0.0504037872,0.328320802,7.03,4.02,0.0029936046,0,0.0647707171,0.0093890325,0.6775071438,0.4769356375,15.8112040529,7.7176326635,0.854501311,0.8882219045,0.6613675813,2.1407841284,1.5307303473,0.1421962172,0.0096611784,0.0477616002,0.0061232821,0.0658593006,0.0039461151,7.049445005,3,3.93694199,3119.571672896,0.4465461885,"Matthew","M",NA,0.1060593006
"6807",6807,6824,"2011_Harris,Charlaine_DeadReckoning_BS",2011,"contemporary","bestsellers",0.0840707965,0.6297935103,0.1135693215,0.1725663717,11.33,4.82,0.0127298444,0.25,0.117397454,0.0466760962,0.6181046676,0.3069306931,14.6297863082,3.3824100951,0.8238424367,0.8988087108,0.7568649112,1.4362775776,1.0462247915,0.0509193777,0.0014144272,0.0495049505,0.0113154173,0.053748232,0.0084865629,2.2116935484,2,2.3541886088,1113.9091407567,1.0154139843,"Eric","M",NA,0.101948232
"6808",6808,6825,"2011_Herbert,Brian_Hellhole_SF",2011,"contemporary","scifi",0.0357624831,0.6477732794,0.0681511471,0.2483130904,12.36,10.32,0.0085638999,0,0.0164690382,0.011198946,0.558629776,0.3432147563,5.9603971403,6.0468931428,0.8712874702,0.7185969222,0.4910911725,1.2444912205,0.8091661802,0.0415019763,0.0052700922,0.0309617918,0.0013175231,0.0494071146,0.012516469,1.6850763807,6,1.1632538173,881.8754304831,0.6149758929,"Adolphus","M",NA,0.1526071146
"6809",6809,6826,"2011_Hertling,William_AvogadroCorp_SF",2011,"contemporary","scifi",0.0237288136,0.7237288136,0.0466101695,0.2059322034,10.14,6.23,0.0083263947,0.375,0.0691090758,0.0074937552,0.6394671107,0.3663613655,12.8927100732,3.6889445186,0.8448562141,0.8993791649,0.5287855746,1.4541793613,1.0127086338,0.0674437968,0.0024979184,0.06244796,0.0041631973,0.06244796,0.0091590341,1.57125,2,2.3713058495,1809.9612665409,1.4399055422,"David","M",NA,0.12474796
"6810",6810,6827,"2011_Huston,Charlie_Sleepless_2010",2011,"contemporary","scifi",0.0376569038,0.5941422594,0.0962343096,0.2719665272,9.73,7.43,0.0121621622,0.25,0.0283783784,0.0094594595,0.6040540541,0.3945945946,4.0294096607,4.0592543698,0.8433063583,0.7502055703,0.5728882447,1.7072006595,1.1588550368,0.0945945946,0.0121621622,0.0405405405,0.0067567568,0.0621621622,0.0094594595,1.0982839314,2,2.1444725109,601.8791624988,0.8549419922,"Rose","M",NA,0.1364621622
"6811",6811,6828,"2011_James,EL_FiftyShadesofGrey_BS",2011,"contemporary","bestsellers",0.2520325203,0.5243902439,0.174796748,0.0487804878,15.36,6.37,0.0112781955,0.5,0.037593985,0.030075188,0.4210526316,0.2481203008,6.9201054014,7.7167737201,0.8406131763,0.6716143377,0.3803576094,2.1295760678,1.7924421,0.022556391,0.0037593985,0.0488721805,0.007518797,0.022556391,0,3.3378378378,4,3.3027853399,446.0131344553,0.6646991572,"Christian Grey","M",NA,0.086256391
"6812",6812,6829,"2011_James,PD_DeathComestoPemberley_BS",2011,"contemporary","bestsellers",0.058490566,0.6132075472,0.0716981132,0.2566037736,10.75,11.11,0.0098920863,0,0.0710431655,0.0161870504,0.5449640288,0.3039568345,10.7113716606,4.7998889032,0.8344218077,0.8885937866,0.4854913266,1.537678525,0.963393993,0.0260791367,0.006294964,0.035971223,0.0008992806,0.0665467626,0.0080935252,1.5351925631,3,1.9395321298,1271.8950796585,1.1002552592,"Darcy","M",NA,0.1776467626
"6813",6813,6830,"2011_Johnson,Jean_ASoldiersDuty_SF",2011,"contemporary","scifi",0.0272727273,0.7045454545,0.0227272727,0.2454545455,12.95,1.34,0.0044642857,0.5,0.0044642857,0.0133928571,0.5580357143,0.3883928571,4.6302785929,4.6132090042,0.879595017,0.3337807707,0.1408939449,1.6950375425,1.3147401594,0.0446428571,0.0178571429,0.0133928571,0,0.0491071429,0.0044642857,2.0206185567,2,3.101278932,130.7811954417,0.634860172,"Ia","F",NA,0.0625071429
"6814",6814,6831,"2011_Jordan,Hillary_WhenSheWoke_SF",2011,"contemporary","scifi",0.0250622112,0.625488802,0.0694987558,0.2799502311,8.12,11.64,0.0077120823,0,0.0363324764,0.0080548415,0.5967437875,0.400856898,9.4626903705,7.9289254761,0.8415615247,0.879993055,0.7405417668,2.0053280437,1.4539113006,0.0964867181,0.0073693231,0.0418166238,0.0025706941,0.0762639246,0.0068551842,7.4128065395,4,3.9222410149,5501.7948329036,1.0111734668,"Hannah","F",NA,0.1926639246
"6815",6815,6832,"2011_Kagawa,Julie_TheIronQueen",2011,"contemporary","young-adult",0.0506329114,0.8227848101,0.0632911392,0.0632911392,8.18,5.03,0,0.25,0.0377358491,0.0251572327,0.534591195,0.3396226415,2.2004912669,2.2852814779,0.8178346901,0.4551249127,0.4846509345,2.1256321264,1.7535484724,0.0188679245,0,0.0691823899,0.0062893082,0.0817610063,0,1.6826484018,2,2.3666091925,140.7759347244,0.9261574653,"Ash","?",NA,0.1320610063
"6817",6817,6834,"2011_Kelman,Stephen_PigeonEnglish_PW",2011,"contemporary","prizewinners",0.0479452055,0.6438356164,0.095890411,0.2123287671,12.85,6.97,0.0087336245,0.25,0.0087336245,0.0131004367,0.6244541485,0.3886462882,2.8167405826,2.8359507912,0.8191252864,0.5484092485,0.3671753271,1.8676050763,1.4619081836,0.096069869,0.0174672489,0.0349344978,0.0043668122,0.0611353712,0.0043668122,2.1363636364,2,2.6048471059,798.7310938651,1.4161898827,"Lydia","F",NA,0.1308353712
"6818",6818,6835,"2011_Kenneally,Miranda_Catching_Jordan",2011,"contemporary","young-adult",0.0321903429,0.6368089573,0.0930720784,0.2379286214,9.35,2.32,0.0013633265,0.625,0.0668029993,0.0109066121,0.657123381,0.430129516,9.0726678428,4.5929079322,0.8257878139,0.8968877595,0.6158668065,1.7733029858,1.3487045414,0.1281526926,0.0122699387,0.0674846626,0.002726653,0.0252215406,0.0020449898,2.0483870968,2,2.8578509445,2089.5890749044,1.3711214402,"Henry","M",NA,0.0484215406
"6819",6819,6836,"2011_Keplinger,Kody_ShutOut",2011,"contemporary","young-adult",0.0785046729,0.5813084112,0.1551401869,0.185046729,11.96,4.53,0.0127041742,0.625,0.0526315789,0.0199637024,0.6352087114,0.3811252269,5.7145627321,2.7871924377,0.8305726501,0.8770273486,0.7045864431,1.8286092125,1.4047283167,0.0980036298,0.0127041742,0.0653357532,0.0072595281,0.0671506352,0.0036297641,1.9484732824,3,2.66649171,1462.289822692,1.4322133425,"Randy","M",NA,0.1124506352
"6820",6820,6837,"2011_King,Stephen_11:22:63_SF",2011,"contemporary","scifi",0.0806878307,0.5634920635,0.2671957672,0.0886243386,12.47,2.72,0.0545905707,0.25,0.040942928,0.023573201,0.5558312655,0.2890818859,8.1563474631,9.0556218183,0.8310394837,0.6937058054,0.5599817316,1.3078484279,0.9549989214,0.0297766749,0.0049627792,0.0719602978,0.0186104218,0.0558312655,0.0037220844,2.2022099448,2,2.9387058661,735.1747746153,0.3688784619,"Sadie","F",NA,0.0830312655
"6821",6821,6838,"2011_King,Stephen_112263_BS",2011,"contemporary","bestsellers",0.1172638436,0.3941368078,0.4657980456,0.0228013029,14.11,3.3,0.1111111111,0.125,0.012012012,0.03003003,0.5195195195,0.3063063063,11.9080194543,11.9446938327,0.8501622671,0.3571968875,0.4874753162,1.2021442281,0.9251434822,0.018018018,0.003003003,0.0720720721,0.036036036,0.0690690691,0.009009009,1.5280172414,2,2.2736000413,519.5204877191,0.3663755203,"Sadie","F",NA,0.1020690691
"6822",6822,6839,"2011_King,Stephen_DoctorSleep_BS",2011,"contemporary","bestsellers",0.0340447154,0.7662601626,0.0716463415,0.1280487805,7.6,11.35,0.0197921821,0.375,0.0860959921,0.0089064819,0.6006927264,0.3166749134,11.9227873484,6.3895956424,0.797843581,0.9370543348,0.8377676808,1.7645895798,1.2950520926,0.0539336962,0.0094012865,0.0603661554,0.0039584364,0.0757050965,0.0064324592,2.4049586777,2,2.7615549293,1555.6136328538,0.5939723684,"Dan","M",NA,0.1892050965
"6824",6824,6841,"2011_Krivak,Andrew_TheSojourn_PW",2011,"contemporary","prizewinners",0.0346820809,0.8150289017,0.1040462428,0.0462427746,7.43,4.57,0,0.625,0.1371428571,0.0228571429,0.6228571429,0.2742857143,7.5233797376,4.5608446266,0.7973421518,0.8112707442,0.1050802065,2.5439348656,1.9050149184,0.0228571429,0,0.0857142857,0,0.0685714286,0,2.5967741935,4,2.7552751479,273.8980282744,1.7012299893,"Zlee","M",NA,0.1142714286
"6827",6827,6844,"2011_Lu,Marie_Legend",2011,"contemporary","young-adult",0.0285714286,0.6071428571,0.1017857143,0.2625,6.97,7.32,0.0034782609,0.625,0.0504347826,0.0139130435,0.6260869565,0.3826086957,4.8372848312,3.6432430801,0.8314184506,0.8458473286,0.5211217429,1.9672946461,1.4369788747,0.1147826087,0.0208695652,0.04,0,0.0504347826,0.0069565217,1.3729216152,3,1.557017207,754.5494895695,1.3054489439,"Thomas","M",NA,0.1236347826
"6828",6828,6845,"2011_Lu,Marie_Legend_SF",2011,"contemporary","scifi",0.0296875,0.584375,0.10625,0.2796875,7.93,6.71,0.00456621,0.625,0.0471841705,0.0121765601,0.6362252664,0.3942161339,4.9117301866,3.9583829847,0.8354086415,0.8051358627,0.5290927442,1.8857628794,1.3632327148,0.1126331811,0.0228310502,0.0395738204,0,0.0532724505,0.0060882801,1.5513126492,3,1.7696011911,858.641233273,1.3209865127,"Thomas","M",NA,0.1203724505
"6829",6829,6846,"2011_Mahoney,Karen_TheIronWitch",2011,"contemporary","young-adult",0.1224249559,0.6509711595,0.1200706298,0.1065332549,11.48,11.09,0.0526315789,0.875,0.0118845501,0.0758347482,0.5676287493,0.3322014714,8.9320476738,9.0713285897,0.8304356009,0.5982398221,0.4444171473,1.366209978,0.9239023046,0.052065648,0.0079230334,0.0543293718,0.0220713073,0.0945104697,0.0113186191,4.5575221239,2,3.8218701815,6171.2676562664,1.4978804991,"Donna","F",NA,0.2054104697
"6830",6830,6847,"2011_Martin,George_ADancewithDragons_BS",2011,"contemporary","bestsellers",0.0375903614,0.6534939759,0.0790361446,0.2298795181,7.1,9.41,0.0089495996,0,0.0452190297,0.0084785681,0.5685350919,0.4173339614,7.7279101253,6.4489833805,0.834282996,0.8530666529,0.7523103565,1.6967513004,1.2064763253,0.0984455959,0.0174281677,0.0357983985,0.0056523787,0.0763071126,0.0023551578,1.291500664,2,1.8743547758,452.6782493338,0.2327394598,"Jon","M",NA,0.1704071126
