"","X.2","X.1","STORY.ID","PUB..DATE","COLLECTION","GENRE","X..PREDICATE","X..AGENT","X..PATIENT","X..POSESSOR","AFFECT","COGITATION","SOCIABILITY","POLARITY","COMMUNICATIVENESS","CONCRETENESS","ABTRACTION","OBJECTIVITY","DISTINCTIVENESS.AwSaid","DISTINCTIVENESS.AwoSaid","DEPTH","CLASS.SIMILIARITY","HOMOGENEITY","DISTINCTIVENESS.BwStop","DISTINCTIVENESS.BwoStop","EMBODIMENT","CLOTHES","MOTION","PHYSICAL","PERCEPTION","VALUATION","CENTRALITY","ENSEMBLE","DISTRIBTION","MENTIONS","POPULATION","PROTAG..NAME","PROTAG..GENDER","X","cog_per"
"7282",7282,7356,"2013_Weber,David_ShadowofFreedom_SF",2013,"contemporary","scifi",0.0087064677,0.6467661692,0.0298507463,0.3146766169,11.67,8.18,0,0.125,0.0517448857,0.0012033694,0.578820698,0.3429602888,6.1799910659,4.7487400849,0.8579434168,0.7764860114,0.4577390333,1.7890825608,1.3149780258,0.0818291215,0.0060168472,0.0288808664,0.0024067389,0.0469314079,0.0060168472,1.8301886792,2,2.5966654281,512.0152021008,0.6598134048,"Michelle","F",NA,0.1287314079
"7283",7283,7358,"2013_Wehr,Dietmar_TheSynchronicityWarPart1_SF",2013,"contemporary","scifi",0.0195473251,0.7325102881,0.0504115226,0.1975308642,8.3,13.98,0.0079129575,0.125,0.0430267062,0.0044510386,0.565776459,0.2833827893,5.7668120317,4.1588896057,0.8319415887,0.8246685978,0.545164116,1.6710516416,1.1482594642,0.0232443126,0.0049455984,0.0361028684,0.0019782394,0.081107814,0.0128585559,7.4193548387,3,3.9581848882,2302.1294697595,1.2511573205,"Shiloh","M",NA,0.220907814
"7285",7285,7361,"2013_Wilson,RobertCharles_BurningParadise_SF",2013,"contemporary","scifi",0.0412147505,0.6536514823,0.0751988431,0.2299349241,8.78,6.02,0.0090340514,0.25,0.0757470466,0.0159833218,0.595552467,0.3745656706,13.3931955019,5.9678331219,0.846143173,0.874758934,0.6310091439,1.6746508432,1.1725844565,0.0674079222,0.0111188325,0.0465601112,0.0034746352,0.0611535789,0.0069492703,1.149600581,3,1.5994091893,1488.326848249,1.0808473843,"Cassie","F",NA,0.1213535789
"7287",7287,7363,"2013_Winspear,Jacqueline_LeavingEverythingMostLoved_MY",2013,"contemporary","mystery",0.0315648086,0.6668905306,0.0658159839,0.235728677,7.59,11.94,0.004290429,0,0.0343234323,0.0062706271,0.6468646865,0.3914191419,6.1152125964,5.7908142339,0.8388281483,0.8129172608,0.5187426814,2.0783739293,1.465883789,0.0752475248,0.0112211221,0.0574257426,0.001650165,0.0877887789,0.0066006601,5.2759856631,2,3.8250611609,2957.9021400583,1.0047221943,"Maisie","F",NA,0.2071887789
"7288",7288,7365,"2013_Winters,BenH_CountdownCity_SF",2013,"contemporary","scifi",0.0584551148,0.5240083507,0.1419624217,0.2755741127,8.08,5.25,0.0101010101,0.125,0.096969697,0.0141414141,0.6202020202,0.3919191919,8.5242505089,3.711841617,0.8165725411,0.8456639614,0.544502912,1.9412143246,1.5610422069,0.0707070707,0.004040404,0.0505050505,0.0060606061,0.0323232323,0.004040404,1.1400437637,2,1.8693221882,757.5206827864,1.4539744391,"Martha","F",NA,0.0848232323
"7291",7291,7369,"2013_Yanagihara,Hanya_ThePeopleintheTrees_SF",2013,"contemporary","scifi",0.057890563,0.6122125297,0.098334655,0.2315622522,8.61,8.46,0.0045283019,0.125,0.0701886792,0.0166037736,0.5494339623,0.3116981132,12.4065147582,4.9768453724,0.8346733275,0.9064520258,0.4670290599,1.599693282,1.1302501649,0.0467924528,0.0022641509,0.0452830189,0.0045283019,0.0649056604,0.0083018868,2.1136363636,3,2.3973082674,884.8835786812,0.679634085,"Tallent","M",NA,0.1495056604
"7292",7292,7370,"2013_Yancey,Rick_The5thWave",2013,"contemporary","young-adult",0.1908127208,0.5123674912,0.1766784452,0.1201413428,8.08,2.69,0.0443686007,0.125,0.0409556314,0.1023890785,0.5187713311,0.3276450512,3.99501446,4.2885843493,0.8217899276,0.6476245008,0.5399118804,2.0375419373,1.6352203728,0.0887372014,0.0136518771,0.0273037543,0.04778157,0.023890785,0.0034129693,1.5106007067,2,2.0970003086,460.6532160268,0.81387494,"Evan","M",NA,0.050790785
"7293",7293,7371,"2013_Zander,Joakim_TheSwimmer_MY",2013,"contemporary","mystery",0.0262681159,0.660326087,0.0538949275,0.2595108696,6.36,6.53,0.0044189129,0.125,0.0786566505,0.0070702607,0.6380910296,0.4189129474,12.4268132446,5.565774969,0.8329577444,0.9085183001,0.8102070791,1.8078391751,1.264217081,0.0998674326,0.0145824127,0.0468404772,0.0048608042,0.0693769333,0.0035351304,1.4452101999,3,1.9940728799,2022.5304295828,0.9644875678,"Klara","F",NA,0.1346769333
"7294",7294,7372,"2013_Ziskin,JamesW_Styx&Stones_MY",2013,"contemporary","mystery",0.1843575419,0.3463687151,0.1452513966,0.3240223464,11.28,5.13,0.0051813472,0.625,0.0051813472,0.0518134715,0.4922279793,0.4559585492,4.1498891302,4.131771232,0.8719942624,0.2287486928,0.3502228679,2.4797502816,2.162973464,0.0103626943,0.0103626943,0.0207253886,0.0051813472,0.0103626943,0.0051813472,1.3301587302,2,1.3703812834,260.1289954745,1.1878036323,"Chalmers","M",NA,0.0616626943
"7295",7295,7373,"2014_Abani,Chris_TheSecretHistoryofLasVegas_MY",2014,"contemporary","mystery",0.0330188679,0.7256289308,0.1210691824,0.1202830189,9.33,7.74,0.0265755505,0.125,0.1723614275,0.0083523159,0.6249050873,0.2748671222,17.2142978728,9.6515636927,0.7835705963,0.8522169765,0.8532911776,1.7788719825,1.2039846202,0.0296127563,0.0037965072,0.0554290053,0.0075930144,0.0516324981,0.0083523159,3.4570063694,2,3.6139369793,2816.6273125924,1.2973870625,"Sunil","M",NA,0.1290324981
"7296",7296,7376,"2014_Adams,Carina_ForeverRed_ROM",2014,"contemporary","romance",0.0431878896,0.4942119323,0.1375779163,0.3250222618,11.58,4.03,0.002576213,0,0.0107342207,0.0163160155,0.6298840704,0.4693001288,5.1020561457,5.1877759658,0.8420021908,0.8695439876,0.6800568994,1.7053943778,1.2105179181,0.1734650064,0.0068699012,0.0536711035,0.0051524259,0.0712752254,0.0051524259,1.6052454607,2,2.4974873704,1731.6928077074,0.7254682898,"Lia","F",NA,0.1115752254
"7297",7297,7377,"2014_Adams,Evelyn_FeelsLikeHome_ROM",2014,"contemporary","romance",0.0201096892,0.6014625229,0.0932358318,0.2851919561,9.67,6.01,0.0106257379,0.125,0.0242030697,0.0023612751,0.652892562,0.4876033058,4.3523474867,4.2921791377,0.8423388607,0.8632279527,0.4759777558,1.660208385,1.0668089449,0.1286894923,0.0106257379,0.0590318772,0.0059031877,0.085596222,0.0059031877,1.1171605789,2,2.4546271573,2688.3147036386,1.6584297987,"Jude","M",NA,0.145696222
"7298",7298,7379,"2014_AdlerOlsen,Jussi_TheMarcoEffect_MY",2014,"contemporary","mystery",0.0288329519,0.6828375286,0.0613272311,0.2270022883,8.02,8.07,0.0061864781,0.375,0.0322580645,0.0066283694,0.6310207689,0.362792753,6.6634970388,6.5561160677,0.8407069728,0.8135363986,0.6665136744,1.8070021907,1.224491027,0.0830755634,0.0123729563,0.0441891295,0.0044189129,0.0963323023,0.0048608042,1.4541387025,2,2.372428499,1365.4942355982,0.6109593895,"Marco","M",NA,0.1770323023
"7299",7299,7380,"2014_Aguirre,AA_SilverMirrors_SF",2014,"contemporary","scifi",0.0230572161,0.6596925705,0.0666097353,0.2506404782,10.01,8.94,0.005358615,0,0.0296784831,0.0086562242,0.6323165705,0.4245671888,6.3543824647,5.1787687315,0.8522469253,0.8649150609,0.5964595318,1.6366276183,1.1174849858,0.0919208574,0.01071723,0.0498763397,0.0028854081,0.0758450124,0.0057708162,1.6536856745,3,2.5381855414,2359.0801769806,0.9920438087,"Ritsuko","F",NA,0.1652450124
"7300",7300,7381,"2014_Alameddine,Rabih_UnnecessaryWoman_PW",2014,"contemporary","prizewinners",0.0891089109,0.6089108911,0.1138613861,0.1881188119,12.26,3.3,0.014084507,0.375,0.1220657277,0.0375586854,0.5352112676,0.3004694836,10.0062555431,2.6451265117,0.8342254679,0.7920318145,0.4226688461,1.8131484527,1.4403199962,0.0563380282,0.0187793427,0.0234741784,0.014084507,0.0281690141,0.0234741784,3.2254545455,4,3.3239896142,268.8662603258,1.2165894132,"Hannah","F",NA,0.0611690141
"7301",7301,7382,"2014_Alarcon,Daniel_AtNightWeWalkinCircles_PW",2014,"contemporary","prizewinners",0.0456445993,0.6512195122,0.0721254355,0.231010453,10.26,9.19,0.0090512906,0,0.0422393564,0.0113979216,0.5799530674,0.3489775394,8.6686099944,5.304486374,0.8389072918,0.9218220386,0.7348488342,1.6964633497,1.1991405036,0.050284948,0.0053637278,0.0435802883,0.0040227958,0.0633590345,0.0083808247,1.9079037801,2,2.9417203341,2964.5767255097,1.0679310971,"Nelson","M",NA,0.1552590345
"7303",7303,7384,"2014_Anderson,Laurie_TheImpossibleKnifeofMemory",2014,"contemporary","young-adult",0.0218181818,0.7290909091,0.0654545455,0.1836363636,6.51,2.41,0.000893655,0,0.091152815,0.0053619303,0.6505808758,0.4137622878,13.5409689472,4.9681371103,0.8324316845,0.9008130287,0.6859795479,1.6867279799,1.2196539575,0.0822162645,0.017873101,0.0634495085,0.0035746202,0.0491510277,0.0035746202,2.4607843137,4,2.7510293592,1193.745912847,1.188989953,"Finn","M",NA,0.0732510277
"7304",7304,7385,"2014_Armentrout,Jennifer_WhiteHotKiss",2014,"contemporary","young-adult",0.0288735258,0.600650671,0.0650671004,0.3054087027,8.16,2.79,0.0011956955,0.625,0.0243124751,0.007174173,0.684336389,0.5161418892,5.3952679377,5.4828455644,0.8439097934,0.74308821,0.625236124,1.9259836515,1.4341331359,0.1849342367,0.0115583898,0.0526106018,0.009565564,0.0900757274,0.0031885213,5.3023758099,5,3.6442047457,2278.6760474484,0.9281776161,"Roth","M",NA,0.1179757274
"7305",7305,7386,"2014_Armentrout,JenniferL_TheReturn_ROM",2014,"contemporary","romance",0.0316361839,0.598615917,0.0499258527,0.3198220465,7.74,2.15,0.0038240918,0.125,0.0277246654,0.0047801147,0.6682600382,0.4947418738,5.2617816573,5.3500165161,0.8401816255,0.8708684115,0.4721104375,1.8319395289,1.3164131322,0.2213193117,0.0062141491,0.0635755258,0.0071701721,0.0702676864,0.0023900574,1.4646814404,2,2.7915891433,2009.4630030783,0.9501007107,"Seth","M",NA,0.0917676864
"7306",7306,7387,"2014_Armstrong,Kelley_SeaofShadows",2014,"contemporary","young-adult",0.0248847926,0.8221198157,0.0396313364,0.1133640553,8.8,7.54,0.006294964,0.625,0.0692446043,0.0044964029,0.6294964029,0.3417266187,9.4097914189,4.7908795111,0.8207204633,0.8842330268,0.7021746577,1.8032962364,1.3287422346,0.0548561151,0.006294964,0.0638489209,0.0035971223,0.1223021583,0.0008992806,1.1775700935,3,1.7006819734,1162.9929133516,1.0869092648,"Ronan","M",NA,0.1977021583
"7307",7307,7388,"2014_Ashley,Kristen_TheWill_ROM",2014,"contemporary","romance",0.0310156783,0.6857532379,0.0787321063,0.2044989775,9.59,3.92,0.0065984823,0,0.0349719565,0.0092378753,0.6268558232,0.3823820521,5.5764320459,4.7345725254,0.8286648369,0.8868251966,0.8113508421,1.6965700726,1.2303349246,0.0887495876,0.0059386341,0.0597162653,0.0059386341,0.0788518641,0.0046189376,1.9893483709,4,2.2263954208,1607.7496062912,0.5063778288,"Jake","F",NA,0.1180518641
"7308",7308,7389,"2014_Ashton,Brodi_Evertrue",2014,"contemporary","young-adult",0.0150776053,0.6984478936,0.045232816,0.2412416851,6.41,2.83,0.0021777003,0,0.0801393728,0.0021777003,0.6933797909,0.4795296167,9.8346869044,4.6890478557,0.8296104376,0.8991861399,0.682787564,2.1479602562,1.5971419753,0.1628919861,0.0056620209,0.0635888502,0.006097561,0.087543554,0.0021777003,1.5576347305,2,2.8695785784,2628.1889366002,1.2629451882,"Jack","M",NA,0.115843554
"7309",7309,7390,"2014_Atkins,Ace_RobertBParkersCheapShot_MY",2014,"contemporary","mystery",0.0422077922,0.6482683983,0.1028138528,0.2067099567,8.11,3.37,0.0031712474,0.125,0.1553911205,0.011627907,0.6532769556,0.3646934461,14.9943993574,4.4576241088,0.8125584491,0.8614767963,0.8090196471,1.7620425915,1.3402061711,0.0813953488,0.0084566596,0.0539112051,0.0042283298,0.0570824524,0.0052854123,1.8422053232,2,2.5116114253,1413.6492282555,1.4588743326,"Kinjo","M",NA,0.0907824524
"7310",7310,7391,"2014_Aurora,Belle_RAW_ROM",2014,"contemporary","romance",0.0284697509,0.4377224199,0.1447212337,0.3890865955,11.29,3.69,0,0.625,0.0185185185,0.0104166667,0.5949074074,0.4780092593,5.1087696293,5.3107975028,0.8431816606,0.8281870246,0.6431822135,1.534821924,1.098943,0.1736111111,0.0127314815,0.037037037,0.0046296296,0.0196759259,0.0046296296,2.5767195767,4,2.6339781986,1058.0631144425,1.086307099,"Lexi","F",NA,0.0565759259
"7311",7311,7392,"2014_Baldacci,David_Target_BS",2014,"contemporary","bestsellers",0.0234857849,0.7280593325,0.0846724351,0.1637824475,5.72,4.75,0.0054844607,0.125,0.1102985984,0.0067032297,0.6556977453,0.3534430225,14.579732167,7.8770270904,0.8207522196,0.9028629788,0.8632126828,1.7811431243,1.3007265682,0.0645947593,0.0097501523,0.0542352224,0.0036563071,0.1115173675,0.0036563071,1.2188217292,2,2.0312755806,1358.5774593834,0.8528420963,"Robie","M",NA,0.1590173675
"7312",7312,7393,"2014_Banks,Anna_OfNeptune",2014,"contemporary","young-adult",0.0440619621,0.6182444062,0.0802065404,0.2574870912,10.47,9.65,0.0085723706,0.625,0.0336300692,0.0191229805,0.6089680185,0.3930102209,6.8629132451,5.4186440762,0.8396678488,0.8705482168,0.682765117,1.6827546962,1.2440584203,0.1206726014,0.0112100231,0.042861853,0.0036267722,0.027035938,0.008242664,3.1851851852,2,3.4789099612,3907.6600739628,1.2621641066,"Galen","M",NA,0.123535938
"7313",7313,7394,"2014_Barclay,Linwood_NoSafeHouse_MY",2014,"contemporary","mystery",0.036637931,0.7359913793,0.1476293103,0.0797413793,7.97,3.67,0.0565445026,0.625,0.1497382199,0.0041884817,0.6303664921,0.2837696335,12.5588631725,7.5862015686,0.7795609505,0.8741545255,0.8170649455,1.7286635461,1.3277987426,0.0376963351,0.0094240838,0.0722513089,0.0052356021,0.0638743455,0.0052356021,1.7862001944,4,1.9794005438,1538.4744159573,0.837037223,"Vince","M",NA,0.1005743455
"7314",7314,7395,"2014_Bardugo,Leigh_RuinandRising",2014,"contemporary","young-adult",0.063876652,0.7973568282,0.0418502203,0.0969162996,6.38,3.4,0.0105932203,0,0.1271186441,0.0211864407,0.6355932203,0.3283898305,13.3764773196,3.9373702014,0.832102143,0.8404252266,0.8183493309,1.8703359733,1.4837919136,0.0550847458,0.0063559322,0.0656779661,0.0084745763,0.061440678,0.0127118644,2.3436807095,7,2.4280605391,474.2476182464,1.0515468254,"Nikolai","M",NA,0.095440678
"7315",7315,7397,"2014_Baskin,Nora_SubwayLove",2014,"contemporary","young-adult",0.0254691689,0.6689008043,0.0569705094,0.2486595174,5.5,10.42,0.0220492866,0.375,0.0428015564,0.0077821012,0.5622568093,0.4312581064,5.2071775411,4.594773347,0.8178922049,0.7931490001,0.5319304506,1.7707835308,1.3097595431,0.055771725,0.0116731518,0.0408560311,0.0038910506,0.0817120623,0.0051880674,1.0363771344,2,2.5747992844,3346.5982643717,2.3972766937,"Jonas","M",NA,0.1859120623
"7317",7317,7402,"2014_Bezmozgis,David_TheBetrayers_PW",2014,"contemporary","prizewinners",0.0376254181,0.6973244147,0.0568561873,0.2081939799,7.43,11.19,0.0114379085,0.5,0.0710784314,0.0098039216,0.6111111111,0.3423202614,11.4386221583,5.338237621,0.8336899254,0.9159874735,0.6898563605,1.6615432721,1.1158058587,0.0367647059,0.0130718954,0.0473856209,0.0040849673,0.0849673203,0.0098039216,1.5183727034,2,2.2687160246,2103.7128622859,1.8182479363,"Kotler","M",NA,0.1968673203
"7318",7318,7406,"2014_Blakely,Lauren_NightAfterNight_ROM",2014,"contemporary","romance",0.0346361614,0.5077851922,0.0734032412,0.3841754051,8.52,4.23,0.0049443758,0.5,0.0500618047,0.0067985167,0.6165018541,0.4826946848,10.3053833565,5.6853847773,0.8531374179,0.8328406498,0.6051032706,1.6809390025,1.1374124637,0.1993201483,0.0173053152,0.0346106304,0.0086526576,0.0478986403,0.0040173053,3.2693920335,2,3.6113466402,5430.3920885856,1.7410683195,"Julia","F",NA,0.0901986403
"7319",7319,7407,"2014_Bouman,Tom_DryBonesintheValley_MY",2014,"contemporary","mystery",0.0785340314,0.4502617801,0.1937172775,0.277486911,12.18,6.09,0,0.625,0.0505050505,0.0202020202,0.6313131313,0.3939393939,3.6836396315,2.7511639512,0.8374559188,0.700294641,0.5467171109,2.1479964369,1.7594574468,0.0505050505,0.0050505051,0.0454545455,0,0.0454545455,0.0050505051,1.14,4,0.59920208,276.8653805011,1.2584790023,"Aub","M",NA,0.1063545455
"7320",7320,7408,"2014_Box,CJ_StoneCold_MY",2014,"contemporary","mystery",0.0202240199,0.7377100187,0.0364032358,0.2056627256,6.42,9.04,0.0051375038,0.5,0.1175581747,0.0054397099,0.6343306135,0.3738289513,21.1393812988,6.7181448423,0.8160646223,0.912859302,0.8467221633,1.9322770036,1.3682408901,0.0501662134,0.0187367785,0.0459353279,0.0048352977,0.0755515261,0.0075551526,2.731884058,2,3.3517404737,3159.5378023613,1.0475921095,"Joe","M",NA,0.1659515261
"7321",7321,7409,"2014_Bradley,Alan_TheDeadinTheirVaulted_MY",2014,"contemporary","mystery",0.1047619048,0.3857142857,0.1,0.4095238095,6.35,4.54,0.0045977011,0.125,0.0183908046,0.0390804598,0.4712643678,0.3885057471,3.9722096743,4.124457199,0.880321521,0.5046659057,0.4432175998,1.7693626014,1.3631192409,0.0896551724,0.016091954,0.032183908,0.0045977011,0.0091954023,0.0022988506,2.2139534884,2,2.4232210519,677.5993622594,1.423528072,"Harriet","F",NA,0.0545954023
"7322",7322,7410,"2014_Brant,Kylie_11_ROM",2014,"contemporary","romance",0.0221642764,0.6623207301,0.0538896132,0.2616253803,5.43,7.03,0.0054875475,0,0.0092866188,0.0054875475,0.6285352469,0.4200084424,5.3779539477,5.4638785687,0.8607630724,0.8237159547,0.5168097399,1.5586105248,1.0162560045,0.0911777121,0.0143520473,0.0633178556,0.0050654285,0.0696496412,0.0080202617,1.4684521108,2,2.799037878,2350.4433087584,1.0669284198,"Mia","F",NA,0.1399496412
"7323",7323,7411,"2014_Brogan,Tracy_TheBestMedicine_ROM",2014,"contemporary","romance",0.0551181102,0.5960024228,0.0847970927,0.2640823743,13.09,4.05,0.0017421603,0.125,0.0429732869,0.0174216028,0.6527293844,0.4152148664,6.2908797742,4.5796630641,0.8426991472,0.8736891576,0.4822841599,1.7447752933,1.3035965651,0.1004645761,0.0133565621,0.0609756098,0.0040650407,0.0772357724,0.0052264808,4.144638404,3,3.6022877312,1899.8193914177,1.1430922933,"Tyler","M",NA,0.1177357724
"7324",7324,7412,"2014_Bromberg,K_Crashed_ROM",2014,"contemporary","romance",0.0256746136,0.4810060257,0.0882892324,0.4050301284,9.02,4.6,0.0015360983,1,0.0358422939,0.0079365079,0.6820276498,0.4823348694,7.868506344,7.7145045031,0.8438242096,0.902842842,0.5836273449,1.8542589826,1.2067723503,0.1912442396,0.0102406554,0.0363543267,0.0023041475,0.0330261137,0.0012800819,10.1616915423,4,4.0282267548,2728.1348506705,0.6678420687,"Colton","M",NA,0.0790261137
"7325",7325,7413,"2014_Brown,Pierce_RedRising",2014,"contemporary","young-adult",0.078125,0.7291666667,0.0989583333,0.09375,5.1,4.08,0.0304568528,0.5,0.0558375635,0.0152284264,0.5583756345,0.3147208122,4.2181109737,3.7254996762,0.8272328947,0.7430997524,0.3744364942,1.6538693715,1.2925988713,0.0456852792,0.0101522843,0.0710659898,0.0050761421,0.0355329949,0,1.5405405405,6,1.0723639273,165.3210303729,0.768935025,"Cassius","?",NA,0.0763329949
"7326",7326,7414,"2014_Brown,Pierce_RedRising_SF",2014,"contemporary","scifi",0.0903614458,0.765060241,0.0903614458,0.0542168675,5.88,4.71,0.0350877193,0.5,0.0526315789,0.0175438596,0.5438596491,0.2748538012,4.0279111979,4.0389619612,0.823462588,0.7015987413,0.3634454186,1.6272263924,1.2652089026,0.0233918129,0.0116959064,0.0760233918,0.0058479532,0.0350877193,0,1.53125,7,0.9210266664,148.743005996,0.7706891502,"Cassius","F",NA,0.0821877193
"7327",7327,7415,"2014_Brown,Sandra_MeanStreak_MY",2014,"contemporary","mystery",0.0405405405,0.6689189189,0.0945945946,0.1959459459,8.74,5.44,0.0024752475,0.375,0.0462046205,0.0115511551,0.5800330033,0.3366336634,8.5980377527,4.1993866247,0.8503350709,0.8899333281,0.804697562,1.3527503719,0.9442739082,0.0684818482,0.0198019802,0.0610561056,0.0074257426,0.0561056106,0.0074257426,1.5188431201,2,1.2924168273,1040.5172492408,0.9119344866,"Emory","M",NA,0.1105056106
"7328",7328,7417,"2014_Calonita,Jen_SummerStateofMind",2014,"contemporary","young-adult",0.0182926829,0.7835365854,0.112804878,0.0853658537,9.17,2.07,0.0178041543,0.125,0.1364985163,0.0059347181,0.5994065282,0.2284866469,8.269099064,5.9768511341,0.7764331261,0.8544575714,0.7965935883,2.2936756748,1.8470621685,0.0385756677,0.0059347181,0.0623145401,0.0059347181,0.0356083086,0.0029673591,1.3228699552,4,1.2252198582,614.6134797267,1.4917802906,"Ethan","M",NA,0.0563083086
"7329",7329,7418,"2014_Cambias,JamesL_ADarklingSea_SF",2014,"contemporary","scifi",0.0314009662,0.693236715,0.0549516908,0.220410628,7.27,9.87,0.0063805104,0.125,0.0406032483,0.0110208817,0.5742459397,0.3874709977,7.2190964741,4.6582022014,0.842243974,0.8694052044,0.7087862347,1.5628794923,1.0710938812,0.0504640371,0.0162412993,0.0510440835,0.0023201856,0.0707656613,0.0098607889,2.9881656805,2,3.1762615769,1522.9804173871,1.0052676022,"Rob","M",NA,0.1694656613
"7330",7330,7419,"2014_Card,OrsonScott_Visitors_SF",2014,"contemporary","scifi",0.0252069225,0.7347629797,0.1034612491,0.1365688488,7.36,10.77,0.0076530612,0,0.1989795918,0.0061953353,0.6355685131,0.2441690962,22.3838627923,6.5221984614,0.758694669,0.8723488164,0.9685194919,2.0997763166,1.6289869862,0.0459183673,0.0040087464,0.0422740525,0.0014577259,0.0597667638,0.0043731778,2.4929444967,7,2.5561614918,1727.7913610432,0.65199674,"Noxon","M",NA,0.1674667638
"7331",7331,7420,"2014_Carey,MR_TheGirlWithAlltheGifts_SF",2014,"contemporary","scifi",0.0382218529,0.6717906107,0.0693809722,0.2206065642,8.69,10.46,0.0098463962,0.375,0.0460811343,0.0082709728,0.6081134305,0.3513194171,7.3994977705,5.1346628184,0.8096997883,0.9138723192,0.7996511316,1.836619006,1.2942424497,0.0866482867,0.0059078377,0.0555336747,0.0031508468,0.0460811343,0.0043324143,1.1713483146,2,2.1734272357,2171.8938532453,0.8680630908,"Melanie","F",NA,0.1506811343
"7332",7332,7421,"2014_Casey,Jane_TheStrangerYouKnow_MY",2014,"contemporary","mystery",0.05,0.675,0.0808823529,0.1941176471,9.01,3.38,0.0014084507,0.5,0.0830985915,0.014084507,0.6352112676,0.3338028169,8.791741839,3.872336896,0.8168231125,0.9115107453,0.5333559532,1.9678532257,1.503125077,0.0732394366,0.0098591549,0.0647887324,0.0056338028,0.0873239437,0.0070422535,2.0331491713,2,2.5555348143,593.4669453666,0.8197057256,"Josh","M",NA,0.1211239437
"7333",7333,7423,"2014_Cash,Wiley_ThisDarkRoadtoMercy_MY",2014,"contemporary","mystery",0.0198440822,0.7087172218,0.0737065911,0.1977321049,4.28,3.18,0.0006930007,0.75,0.1247401247,0.0055440055,0.6999306999,0.3963963964,11.9939878385,5.0678407334,0.7910737227,0.9198673741,0.7685693936,1.9798737932,1.4239021224,0.0942480942,0.0166320166,0.0817740818,0.0048510049,0.1025641026,0.0048510049,2.8422131148,2,3.3974868994,1910.09998072,1.3771449032,"Wade","M",NA,0.1343641026
"7334",7334,7424,"2014_Cass,Kiera_TheOne",2014,"contemporary","young-adult",0.0514403292,0.6975308642,0.1193415638,0.1316872428,15.12,5.04,0.0060362173,0.125,0.0241448692,0.0120724346,0.6197183099,0.3259557344,2.7774413514,2.7751852952,0.8223460109,0.7592389297,0.5966769425,1.8918629616,1.4599641065,0.0684104628,0.0120724346,0.0845070423,0.0020120724,0.0684104628,0.0020120724,1.6559766764,3,1.7488673097,753.2157538788,1.3260840737,"Maxon","?",NA,0.1188104628
"7335",7335,7425,"2014_Chance,Megan_TheShadows",2014,"contemporary","young-adult",0.0585335798,0.6420209489,0.0998151571,0.1996303142,11.08,8.02,0.0111962286,0.625,0.0506776665,0.0100176783,0.5934001179,0.3400117855,6.6205867672,3.8550676285,0.8208228637,0.8891656584,0.7431579287,1.6481932649,1.2768420132,0.0636417207,0.0035356511,0.0518562169,0.0023571008,0.0777843253,0.0041249263,2.2595419847,4,2.2316361799,1933.6926343296,1.0887908977,"Patrick","M",NA,0.1579843253
"7336",7336,7426,"2014_Charbonneau,Joelle_IndependentStudy",2014,"contemporary","young-adult",0.0194489465,0.56726094,0.1037277147,0.3095623987,8.46,9.4,0.003125,0,0.01875,0,0.628125,0.41875,3.7243746906,3.8469007914,0.839290237,0.7162747961,0.4950730003,1.8020650537,1.251711909,0.1234375,0.0046875,0.0515625,0.00625,0.03125,0.003125,1.6505102041,2,1.5339206569,689.1776736259,1.0651896037,"Tomas","M",NA,0.12525
"7337",7337,7427,"2014_Charles,Ann_TheGreatJackalopeStampede_ROM",2014,"contemporary","romance",0.020623619,0.5853179475,0.0714461085,0.3226123251,7.73,4.87,0.0067356267,0.625,0.0221313447,0.0057733943,0.5999518884,0.4844840029,6.0246704741,5.8148181619,0.8541984018,0.8740837987,0.682368759,1.7223900925,1.1967187411,0.1265335579,0.0235746933,0.0517199904,0.0036083714,0.0661534761,0.0016839067,3.1108490566,2,3.5685155316,3269.950665642,0.8263711563,"Claire","F",NA,0.1148534761
"7338",7338,7428,"2014_Chase,Emma_Tamed_ROM",2014,"contemporary","romance",0.0464135021,0.6139240506,0.0864978903,0.253164557,11.93,2.88,0.0144329897,0.75,0.0309278351,0.024742268,0.624742268,0.4659793814,3.6711762166,3.1355321126,0.8439569184,0.7857947238,0.494455962,1.7628000253,1.2658952774,0.1175257732,0.0226804124,0.0845360825,0.0082474227,0.0144329897,0.0020618557,2.3146718147,2,2.8990073558,894.043735653,1.7259531576,"Delores","F",NA,0.0432329897
"7339",7339,7429,"2014_Christopher,Nicholas_TheTrueAdventuresofNicoloZen",2014,"contemporary","young-adult",0.0343915344,0.6428571429,0.1693121693,0.1534391534,12.37,8.33,0.0050377834,0.5,0.0755667506,0.0025188917,0.5113350126,0.2997481108,8.2294961073,3.2396149965,0.8293415152,0.8344587569,0.5840644248,1.7831976077,1.337378769,0.0730478589,0.0050377834,0.0327455919,0.0025188917,0.0503778338,0.0125944584,1.3333333333,3,1.698513387,665.6919774785,1.5553550876,"Adriana","F",NA,0.1336778338
