Austen,Austen_Title,Austen_Title2,PROTAG.NAME,PROTAG.GENDER,Combination,Combination_Class,Combination_Class2,STORY.ID,Short_Title,Author_Gender,Canonicity,PUB..DATE,GENRE,PREDICATE,AGENT,PATIENT,POSESSOR,AFFECT,COGITATION,SOCIABILITY,POLARITY,COMMUNICATIVENESS,DESCRIPTIVENESS,ABSTRACTION,DISTINCTIVENESS_SKEW,DISTINCTIVENESS_SKEW.woSaid.,DEPTH,CLASS.SIMILARITY,HOMOGENEITY,DISTINCTIVENESS_KL,EMBODIMENT,CLOTHES,MOTION,PHYSICAL,PERCEPTION,VALUATION,CENTRALITY,ENSEMBLE,MENTIONS,POPULATION,SOCIO,COMM,COG_PER,COG_PER_RATIO
,,,Ruth,F,f_F,Female_Female,Female_Female,Chadwyck_1853_Gaskell_RuthANovel,1853_Gaskell_RuthANovel,f,non,1853,vic,-0.7548834181,0.8027742556,-0.5412360262,0.2369424727,0.0239957658,0.8271773038,-0.1958617226,-0.2875318928,-0.3744600327,-0.5671113318,0.3824665245,-0.0778186193,0.2894549239,0.220501493,1.0256241297,0.9452764824,-0.2575892547,0.6116676356,0.5580581382,0.8608765291,-0.1151811842,1.6529541684,-0.3871325755,1.4839092247,-0.6884936001,2.0537688462,-0.4286645754,-0.8118901558,-0.8399483312,1.4570138375,-0.5190120734
,,,Caroline,F,f_F,Female_Female,Female_Female,Chadwyck_1849_Bronte_ShirleyATale,1849_Bronte_ShirleyATale,f,can,1849,vic,-0.4250993458,1.0900417988,-0.2907303806,-0.3307884842,-0.4305548118,1.511386386,1.8706231706,-1.1419706379,-0.4462595371,-0.5539838469,-0.8234066887,-0.3742520082,0.6939422518,-1.4073103435,0.5198980048,0.3167898446,-0.796794527,-0.1836439622,0.5584830521,0.1897117917,-0.0118786874,0.4450733543,0.0228699905,-0.517600926,-0.0343466195,-0.1029596253,-0.6308796774,-0.5728346954,-0.5490758089,1.388738985,0.2896121439
,,,Marian,F,f_F,Female_Female,Female_Female,Chadwyck_1863_Holmes_MarianGreyor,1863_Holmes_MarianGreyor,f,non,1863,vic,-0.3863339156,0.4944790305,-0.2936912666,0.0707312841,0.459606736,1.5821666359,-0.051437353,-0.7147512654,-0.4095780401,-0.3166739627,0.2395673256,-0.3810061807,-0.0304946234,0.4887149967,0.8146163933,1.0487909776,-0.1649683491,1.2006984343,0.1625260324,0.6793069087,-0.220301738,0.2821522255,-0.3575479384,-0.5651646515,-0.6884936001,2.7739380693,-0.2102193325,-1.4208614634,-0.4664993295,1.3629001359,0.436152536
,,,Julia,F,f_F,Female_Female,Female_Female,Chadwyck_1790_Radcliffe_ASicilianRomance,1790_Radcliffe_ASicilianRomance,f,can,1790,rom,-0.8815501765,0.1586758608,-0.4352940225,0.7242508685,0.9222742881,1.0473825256,-0.5267377391,1.8485649702,-0.8505111593,-0.7711906203,-0.0463681593,-0.7164891798,0.0937166069,0.9060196762,-0.6471637562,-1.356591162,-0.7935857673,0.0263171281,-0.4630743914,0.3281222284,-0.7950487765,0.9292846646,-0.263288128,0.6130722283,-0.6884936001,2.2919882498,0.7112911519,-1.1419240256,-1.0704821317,1.2694123519,-0.1743540918
,,,Janet,F,f_F,Female_Female,Female_Female,Chadwyck_1858_Eliot_ScenesofClerical,1858_Eliot_ScenesofClerical,f,can,1858,vic,-0.6631397883,-0.2190568395,-0.8312071085,1.0674737246,0.324323826,0.9805345118,-0.5683055929,1.8485649702,-0.4928594831,-0.5210411887,0.9098769243,-0.7926606063,-0.3325038451,-1.4882385511,0.0574252674,0.0771245241,-0.5663807912,0.4055593083,0.593933692,0.3614867402,-0.1704407796,0.9733105708,-0.8431602786,-0.373559401,-0.0343466195,-0.1988213483,-0.3310332963,-1.0997650481,-0.749196258,1.239495552,-0.2206183538
,,,Caroline,F,f_F,Female_Female,Female_Female,Chadwyck_1814_Edgeworth_PatronageByMaria,1814_Edgeworth_PatronageByMaria,f,can,1814,rom,-0.0206008386,-0.3132984214,-0.2828061047,0.3955439356,1.2171910319,1.4209449556,-0.1871332744,0.5669068524,-0.0331969652,0.018812946,0.2238859733,0.2365595965,-0.0178869732,2.1976899471,1.0574836919,0.9908402301,-0.0108368189,-0.625618455,-0.6110871202,-1.1162649448,-0.4534207704,0.2489341263,0.3805560278,-0.5965241172,-0.0343466195,-0.2349939108,-0.7221305306,-1.3336672687,-0.1048116056,1.2218125436,0.3804559483
,,,Maria,F,f_F,Female_Female,Female_Female,Chadwyck_1798_Shelley_TheWrongsof,1798_Shelley_TheWrongsof,f,can,1798,rom,-1.0083868804,0.1278851257,-0.7562920816,1.0107103465,-0.0030608162,1.8416942188,-0.8490688724,-0.2875318928,-0.8532187374,-0.9045741103,-0.1936232017,-0.9485546274,-0.4654943398,2.2342017704,-1.1200502601,-1.2571625086,-0.388229962,0.1579710352,-0.7607249045,-0.6815355043,-0.8596395442,-0.4596861104,0.3898843854,0.3124202324,0.6198003611,0.2702972633,1.4918425891,-1.9764145283,-0.661350861,1.1967187998,1.3176779047
,,,Maggie,F,f_F,Female_Female,Female_Female,Chadwyck_1859_Holmes_DoraDeaneor,1859_Holmes_DoraDeaneor,f,non,1859,vic,-0.4019579424,-0.2552316424,-0.2061384104,0.5688439851,-0.0490570056,1.0827726506,-0.1877083199,1.4213455976,-0.3145539926,-0.4365684732,0.2712269878,-0.3596643191,-0.1206254079,1.2076830478,0.8495175274,0.4031679374,-0.0740259794,1.5259952607,0.5804749367,-0.3869343652,0.2145315795,0.6908620429,-0.1488184811,-0.0964479986,-0.6884936001,1.1731650163,-0.2847762764,-1.0346998294,-0.4988036331,1.1788719387,-0.0459399773
,,,Mary,F,f_F,Female_Female,Female_Female,Chadwyck_1824_Child_Hobomok1824,1824_Child_Hobomok1824,f,non,1824,rom,-0.4706026633,-0.5316681565,-0.9928651693,1.2511170284,0.2485653964,0.8625674287,-0.554801134,-0.2875318928,-0.5420890529,-0.3479433025,0.6630857484,-0.8972904808,-0.412352508,-0.3646499991,-0.0201804785,-0.4421887258,-0.4206984418,1.111195386,-0.2156227175,-1.3162284357,0.1034919201,0.8551178621,-0.8185234487,1.2112867498,-0.0343466195,0.8249278695,1.1858789159,-0.989873845,-0.7601863765,1.0898317697,-0.2176641126
,,,Myrtle,F,f_F,Female_Female,Female_Female,Chadwyck_1867_Holmes_TheGuardianAngel,1867_Holmes_TheGuardianAngel,f,non,1867,vic,-0.4645295464,1.8477010341,-1.1056368068,-0.3923150507,-0.514430216,1.1928752615,-0.390085168,-0.7147512654,-0.7357351272,-0.706272145,0.4905466655,-1.0600029158,-0.6962656201,0.5163753021,-0.0367459978,0.3825168272,-0.8410257706,-0.5408694853,-0.0735840141,0.3798780993,-0.8596395442,0.3205226057,0.528657995,-0.6982289255,-0.0343466195,-0.59852141,-0.1861388457,-1.2148109174,-0.7827644947,1.0808654529,0.2189200025
,,,Ethelyn,F,f_F,Female_Female,Female_Female,Chadwyck_1869_Holmes_EthelynMistakeor,1869_Holmes_EthelynMistakeor,f,non,1869,vic,-0.5949198823,0.9991246137,-0.898711767,0.1875445728,0.0483466896,0.9412121508,-0.2956888196,0.994126225,-0.5424435408,-0.5064720368,0.4959038451,-0.5903546487,-0.0483459138,0.5020236546,0.5923399939,0.7731554025,-0.5790766629,-0.0869575644,1.3073838543,0.6152290567,-0.4160804365,0.7112139803,0.1589663726,-0.7685978688,-0.6884936001,1.2375209153,-0.0967621761,-0.953575895,-0.717867607,1.0794783458,-0.1175613359
,,,Molly,F,f_F,Female_Female,Female_Female,Chadwyck_1866_Gaskell_WivesandDaughters,1866_Gaskell_WivesandDaughters,f,non,1866,vic,-0.3752444602,0.7538953429,-0.4739386799,-0.0219500938,-0.2195134722,0.8586351926,-0.266770434,-1.1419706379,0.1431787737,-0.2332769461,0.5622619411,1.2796194183,0.9178289256,-2.6907857785,1.222422371,1.4653193115,0.0293161396,-0.0488515403,0.659016137,0.6157482519,0.3765869496,0.7971414659,-0.293055275,0.0953630936,0.6198003611,1.3220092156,-0.7593890185,-0.8686980488,-0.1024122084,1.0581207396,-0.1933460772
Austen,Watsons,,Emma,F,f_F,Female_Female,Female_Female,Chadwyck_1805_Austen_TheWatsonsin,1805_Austen_TheWatsonsin,f,can,1805,rom,-0.1742022623,-1.0487498757,1.134605516,0.2359823165,0.6544141264,1.4406061361,-0.1000236737,0.1396874798,-0.0745571958,-0.1605278709,-0.1643901875,-0.7711506901,-0.8711480235,0.9049164505,0.1945723401,-1.5951075223,0.5948572212,-0.6540424948,-0.5197863396,-1.6928527094,-0.1591802432,-0.1236774447,-0.4443574579,0.9267495978,-0.6884936001,1.4391110177,6.2413946092,-1.315467551,-0.0330409237,1.0527509102,0.6978236002
Austen,LadySusan,,Frederica,F,f_F,Female_Female,Female_Female,Chadwyck_1794_Austen_LadySusanin,1794_Austen_LadySusanin,f,can,1794,rom,0.4387692023,-1.413195164,2.1775592308,-0.4981199632,-0.3033888764,1.1692818449,0.447501711,-0.2875318928,-1.0045841991,-0.0717354686,-2.8576773213,-1.2371660118,-1.1301757953,0.1317392702,-1.9787656486,-1.4009773029,0.561203504,-0.8656234581,-1.0520724968,0.7797400103,-0.2534045169,0.2927616243,-0.5669049195,-0.6311209287,-0.0343466195,-0.1004527875,4.464329932,-0.8516769452,-1.0258579204,1.0488940647,0.2256689364
,,,Sally,F,f_F,Female_Female,Female_Female,Chadwyck_1862_Stowe_ThePearlof,1862_Stowe_ThePearlof,f,can,1862,vic,0.4906428865,0.8855938366,0.2324892532,-1.0943552167,-0.4494944192,0.650226679,-0.3904972527,0.1396874798,1.6962380409,0.9605998895,1.6438058918,1.4358830624,1.4886816859,-1.0788636114,0.6409757586,1.6148104212,-0.1463641074,-0.2298417408,-0.4003325127,0.2234009148,5.8943847639,1.0351910654,-0.2399111607,-0.7839214511,-0.0343466195,-0.1853921393,-0.2012644658,-0.7348637985,1.2788409298,1.0146946274,-0.3776150364
,,,Gertrude,F,f_F,Female_Female,Female_Female,Chadwyck_1830_Sedgwick_ClarenceorA,1830_Sedgwick_ClarenceorA,f,can,1830,rom,0.6569315756,1.1739574058,0.5695281132,-1.6006520769,1.2550702467,1.2046719698,4.0963540308,0.5669068524,-0.0936721743,0.7099583612,-0.7870377995,-0.2038413833,1.5526649237,0.8417856478,-0.0719670522,0.1009867084,-0.2378421105,-0.3164735136,-0.482183722,-0.0985881695,-0.2971828724,0.1639038124,-0.3800002402,-0.0541929776,0.6198003611,0.0622173748,-0.3579181742,0.6080253985,-0.1361428442,1.0125357195,0.3328510769
,,,Romola,F,f_F,Female_Female,Female_Female,Chadwyck_1863_Eliot_RomolaByGeorge,1863_Eliot_RomolaByGeorge,f,can,1863,vic,-0.5779620652,0.9332087307,-0.7837881973,0.1592414225,-0.2763322944,0.9176187342,0.0724468923,0.1396874798,0.1623690164,-0.5530353069,0.9115866445,1.1271208819,0.9354824789,-0.0038008863,1.1113736353,1.3043312548,-0.5261068361,0.3362673667,1.1931177532,0.4579643463,0.1559857949,0.5228257077,-0.0344546124,-0.6064632269,-0.6884936001,0.1429010728,-0.6669663196,-0.7822716562,-0.0031715513,0.9680734349,-0.0313928325
,,,Mabel,F,f_F,Female_Female,Female_Female,Chadwyck_1857_Cummins_MabelVaughan1857,1857_Cummins_MabelVaughan1857,f,non,1857,vic,-0.8733568767,-0.3630980819,-0.7899129973,1.2894828905,-0.1572833336,1.0041279285,-0.524687873,-0.7147512654,-0.4859376411,-0.6817484336,0.7472738123,-0.0317868051,-0.0644571388,-0.8389695185,0.7004079693,0.2660627768,-0.2055005829,0.5750362231,0.6585654486,-0.3508239296,-0.1651497475,0.3525908348,-0.3586818303,1.6114532559,-0.6884936001,2.3618671603,-0.4820101132,-1.1028163213,-0.5587571487,0.9507797931,0.1072025767
,,,Sylvia,F,f_F,Female_Female,Female_Female,Chadwyck_1863_Gaskell_SylviaLoversBy,1863_Gaskell_SylviaLoversBy,f,non,1863,vic,-0.5805744193,0.9354911113,-0.7681116388,0.1506419305,-0.5387811398,0.4457504016,-0.3706237861,-0.2875318928,-0.2919319912,-0.5226569196,0.2815861443,0.108540761,0.695980856,0.3645821087,1.0008404242,1.1497515093,-0.4160937448,0.1951868294,0.1069926259,1.2684928051,-0.188522583,1.2235625529,-0.0857698989,-0.6225214226,-0.6884936001,1.3265827781,-0.5565945111,-0.5458299029,-0.6355379518,0.9497421612,-0.5230461786
,,,Esther,F,f_F,Female_Female,Female_Female,Chadwyck_1866_Eliot_FelixHoltThe,1866_Eliot_FelixHoltThe,f,can,1866,vic,-0.3719337145,0.7810662415,-0.6116895675,0.0330958554,0.1809239414,0.6738200957,-0.3437782547,-0.2875318928,0.6202152539,-0.3271440714,0.8698913335,1.4180791973,0.4932175688,0.5986947308,0.9996677398,1.5403570068,-0.3751630952,-0.4781634796,-0.2980266236,0.0128220059,-0.2217435959,0.8571356989,0.02736859,-0.7297404571,-0.6884936001,-0.1381053112,-0.516381014,-0.7366478103,0.3257423837,0.9448855684,-0.2970411003
,,,Edith,F,f_F,Female_Female,Female_Female,Chadwyck_1864_Holmes_DarknessandDaylight,1864_Holmes_DarknessandDaylight,f,non,1864,vic,0.8400414969,0.5722330998,0.3428168144,-1.1675877721,0.37843699,0.7760582344,5.6054877878,1.4213455976,-0.337770485,0.6839393808,-0.5974526676,1.083930859,4.6583592286,-2.5569133989,-0.5592489618,0.9880735931,-0.9290712847,0.225015804,-0.1764231784,0.2531693037,0.2926665916,0.6887485987,-0.3919318893,-0.3737112169,-0.0343466195,2.8668246703,-0.207783399,1.6039176533,-0.5198801235,0.9406676938,-0.1785091609
,,,Lucy,F,f_F,Female_Female,Female_Female,Chadwyck_1831_Bacon_Talesofthe,1831_Bacon_Talesofthe,f,non,1831,rom,-0.4690592659,-0.9451013299,-1.3444729157,1.7416586849,-0.8255809089,0.9569410952,-0.7145641653,-1.1419706379,-0.7647873074,-0.478314944,0.4911334516,-0.8045045976,-0.0782103783,0.7468007091,-1.169542137,-0.4017284329,0.085239056,0.4051519856,-0.47858239,0.2785245906,0.2723822914,0.377073131,-0.6192200501,0.2367385055,1.2739473417,-0.1096886038,0.6766819777,-1.1386554479,-0.826683002,0.9264007798,0.0697518512
,,,Mary,F,f_F,Female_Female,Female_Female,Chadwyck_1855_Holmes_TheEnglishOrphans,1855_Holmes_TheEnglishOrphans,f,non,1855,vic,-0.7804303527,0.5971127341,-0.2243748723,0.2248467478,-0.203279523,0.6698878596,0.0556602297,-0.2875318928,-0.4155323844,-0.695580525,-0.2379234785,-0.6374515587,-0.5123390136,-0.2054893786,0.8505711536,0.8840625843,-0.1248737436,1.19833328,1.2211027217,-0.3360205883,-0.0438104717,0.7651171977,-0.1174646621,0.7504073848,-0.0343466195,2.427907645,0.1315077892,-0.5699479488,-0.6152063438,0.8963400122,-0.2591481979
,,,Victoria,F,f_F,Female_Female,Female_Female,Chadwyck_1806_Dacre_ZofloyaorThe,1806_Dacre_ZofloyaorThe,f,non,1806,rom,-0.3952307031,-0.3749250175,-0.3960860035,0.7557160086,0.7545234798,1.1220950116,-0.6160439898,-1.1419706379,-0.7634176799,0.179978722,0.3900816989,-0.562749118,0.4190391443,-2.1414075658,-0.3420298955,0.0004708102,-0.1576517384,1.056229345,-0.1206171445,-0.4905526174,-0.1650513386,0.0534810575,1.0890609115,0.9486923574,1.2739473417,2.6683911084,0.0864440242,-1.2445196996,-0.7294966439,0.8940788522,0.3722832195
,,,Mary,F,f_F,Female_Female,Female_Female,Chadwyck_1849_Gaskell_MaryBartonA,1849_Gaskell_MaryBartonA,f,non,1849,vic,-0.5419960626,-0.0209265729,-0.3563971845,0.5794844288,0.4136105466,0.6305654985,-0.2544439925,-0.2875318928,-0.4682093078,-0.4951220918,0.4658609683,-0.2438988151,0.5734010802,1.8567435852,0.7430289888,0.7436041121,-0.3280663463,0.4602789262,0.3094841905,0.1671262307,-0.1182325773,0.8137095672,-0.391101197,0.4131316419,-0.6884936001,1.8452481117,-0.4181615195,-0.6618734731,-0.6788507239,0.8899649323,-0.2968172744
,,,Margaret,F,f_F,Female_Female,Female_Female,Chadwyck_1855_Gaskell_NorthAndSouth,1855_Gaskell_NorthAndSouth,f,non,1855,vic,-0.8810422939,0.5391036228,-0.6968395886,0.5974253471,-0.054468322,0.4418181655,-0.3607790482,0.1396874798,0.0479589537,-0.7345137212,1.2022037773,0.7508441878,1.7388049744,-0.4861396884,0.8356131664,1.0794309564,0.386624319,0.5280702968,0.162386633,0.3690251163,-0.1747133272,1.0504898952,-0.3754786522,1.3954245791,-0.6884936001,2.4964935619,-0.5166933264,-0.5383279937,-0.26651134,0.8611136456,-0.4657351365
,,,Gertrude,F,f_F,Female_Female,Female_Female,Chadwyck_1854_Cummins_TheLamplighter1854,1854_Cummins_TheLamplighter1854,f,non,1854,vic,-0.5318159897,0.1612815775,-0.0468245111,0.269849007,-0.2871549272,0.6777523318,-0.2150865815,1.8485649702,-0.2971335969,-0.4294702162,0.5795580026,0.3916051637,-0.1366725578,1.7689779375,1.2766511642,0.8893716,-0.3043071942,0.3168067192,0.5998351136,0.6400621233,0.0296501166,0.6308561894,0.0154200102,0.0649736955,-0.6884936001,1.2609416,-0.5295065319,-0.6875402046,-0.4647344773,0.8360261652,-0.1942171477
,,,Adeline,F,f_F,Female_Female,Female_Female,Chadwyck_1805_Opie_AdelineMowbrayOr,1805_Opie_AdelineMowbrayOr,f,can,1805,rom,-0.4999956605,-0.2273101558,0.0344865136,0.4810628508,0.8411045422,0.9923312202,-0.2444893369,0.5669068524,-0.5737192189,-0.3712555072,0.0665879878,-0.1364943582,1.2038127606,-1.1690370997,0.475209941,0.4479316746,-0.1389229286,-0.124676109,-0.2520791021,-0.684586518,-0.304023009,0.1074424385,-0.3284732421,1.0034468435,-0.6884936001,3.7395650831,-0.0180007887,-0.9778827515,-0.5681587908,0.8204273292,0.2638371584
,,,Laura,F,f_F,Female_Female,Female_Female,Chadwyck_1810_Brunton_Self-ControlANovel,1810_Brunton_Self-ControlANovel,f,non,1810,rom,-0.6799297765,-0.234763301,-0.567683874,0.9432814776,0.824870593,1.1968074976,-0.5258695515,-0.2875318928,-0.4720897467,-0.5308213589,0.1156429301,0.581606082,1.0869324728,-0.7802339768,0.9965423655,0.8387054161,-0.3572786239,-0.3400060672,-0.4319587453,-0.6026559663,-0.4516218219,-0.4476230501,0.295588073,2.2938580379,0.6198003611,4.1694729174,-0.5302179755,-1.2737749814,-0.308645169,0.7040420163,0.8865254635
,,,Camilla,F,f_F,Female_Female,Female_Female,Chadwyck_1796_Burney_Camillaor,1796_Burney_CamillaorA,f,can,1796,rom,-0.4439215648,-0.0557347017,-0.2336087231,0.4697674557,1.3957644731,0.7446003456,-0.1646711666,-0.2875318928,-0.7544078389,-0.1327763307,-0.1437218145,-0.1415501406,1.308580188,0.514549408,0.4236532475,1.2038724307,-0.235971781,-0.248023949,-0.0537824059,-0.3386600017,-0.3712146863,0.1804829194,-0.325839817,0.2810838617,-0.6884936001,1.281487099,-0.8766608406,-0.7260838427,-0.7587149435,0.6649957767,0.086526502
,,,Fanny,F,f_F,Female_Female,Female_Female,Chadwyck_1854_Holmes_TempestandSunshine,1854_Holmes_TempestandSunshine,f,non,1854,vic,-0.6271750069,0.4497723784,-0.171282861,0.197184299,0.1701013086,0.7760582344,0.1300802605,-1.1419706379,0.0785016206,-0.3831796192,0.1636628387,0.5678143479,-0.300287037,1.0861140021,1.0530306505,1.1801134585,-0.2446035174,0.408854066,-0.4827794365,-0.0117918754,-0.2977709374,0.1286355974,0.7557218627,-0.6836315436,-0.6884936001,0.9775428532,-0.0948346727,-0.6334736667,0.0352586938,0.6636802126,0.1366509535
,,,Lena,F,f_F,Female_Female,Female_Female,Chadwyck_1856_Holmes_LenaRivers1856,1856_Holmes_LenaRivers1856,f,non,1856,vic,0.5331988108,-0.939235355,1.923592927,-0.7595044607,0.2377427636,0.7839227066,3.0814677873,-0.7147512654,-0.3697632287,0.3513149835,-0.8543343198,0.2126670284,2.4115654574,0.3269505271,0.3690057611,1.2557023206,-0.9209137158,-0.4358900175,0.6237974664,0.0189570252,0.5823215497,0.0101422328,0.4097167756,0.9658907047,5.8529762058,1.8650236798,-0.1783104967,0.5655804392,-0.3486621228,0.611163792,0.2235103786
,,,Lady Geraldine,F,f_F,Female_Female,Female_Female,Chadwyck_1809_Edgeworth_EnnuiorMemoirs,1809_Edgeworth_EnnuiorMemoirs,f,can,1809,rom,-0.4699496154,-0.8007051048,-0.3626992887,1.092172757,1.9991262517,0.0014077218,-0.5744189208,-1.1419706379,-0.0974233914,-0.1605278709,0.0619148653,-0.2112289613,1.6931104221,-0.3992322763,-1.2855377594,-0.5895691397,1.0338092509,-0.7865263379,-1.0520724968,-2.144801895,-0.4743868868,1.1384533553,2.152028473,-0.7632725132,-0.6884936001,-0.8469826163,0.416644694,-0.2359677382,-0.4284859066,0.5640772508,-0.6664096947
,,,Belinda,F,f_F,Female_Female,Female_Female,Chadwyck_1801_Edgeworth_BelindaByMaria,1801_Edgeworth_BelindaByMaria,f,can,1801,rom,-0.1672970183,-0.1843052257,0.9688511399,-0.2947664369,2.2886316791,0.38676686,-0.0886056065,-0.7147512654,0.70025034,-0.1633401151,1.0400559316,1.5938874146,4.701622292,0.8297838434,0.108549882,0.6269591736,0.9874534459,-0.627645477,-0.338744309,-0.9434016043,-0.2196164584,0.5106410325,0.1429673136,-0.7355853053,-0.0343466195,0.7553187011,-0.5149172921,-0.3784036057,0.50325339,0.5515801822,-0.2684384596
,,,Lucretia,F,f_F,Female_Female,Female_Female,Chadwyck_1825_Child_TheRebelsor,1825_Child_TheRebelsor,f,non,1825,rom,-0.4083821355,-0.3219599463,-0.1285397166,0.5777001711,-0.0328230564,-0.0693725281,-0.6109108956,-1.1419706379,0.4504856224,-0.5042538603,0.7375141749,0.5564583783,-0.9426044405,0.6805324146,0.7878641936,0.7045374159,-0.0435259775,1.0533527177,-0.2904937937,-1.2602176301,-0.3585417907,1.2133490483,-0.9208871689,0.427793364,-0.6884936001,0.0083017332,0.5805432532,-0.1882555291,0.061504133,0.5463856986,-0.7150384019
,,,Maggie,F,f_F,Female_Female,Female_Female,Chadwyck_1860_Eliot_TheMillon,1860_Eliot_TheMillon,f,can,1860,vic,-0.6036445589,0.3324845734,-0.8699510689,0.654315214,-0.2519813706,0.1901550548,-0.2538175216,-0.7147512654,0.3439028322,-0.5579798887,1.1495004018,1.7305201027,0.2574668785,0.4074757303,1.1929699888,1.6488028803,0.0213498055,0.9253759046,0.6545029008,0.5090657436,0.1768644897,0.7736281543,-0.568995785,-0.3044701558,-0.6884936001,1.4297959545,-0.6075097361,-0.2719585187,0.0921943212,0.5296076954,-0.467003042
,,,Monna Maria,F,f_F,Female_Female,Female_Female,Chadwyck_1857_Duganne_TheTenant-Houseor,1857_Duganne_TheTenant-Houseor,f,non,1857,vic,-0.3012954312,-1.2870535108,-0.4522327943,1.3760625239,-0.325034142,0.2609353047,-0.6393608329,2.7030037154,-0.5273752801,-0.2337706966,0.9098023082,-1.0429935221,-0.6514968072,0.7884993852,-0.7327532443,-0.4498108919,0.9625212258,2.7085066176,0.7361994639,-1.853644705,0.6111523782,0.6548289693,0.557532008,-0.7727074682,1.2739473417,-0.9300730796,-0.1390138213,-0.4921251216,-0.6870703797,0.5255880614,-0.3889538907
,,,Maude,F,f_F,Female_Female,Female_Female,Chadwyck_1860_Holmes_CousinMaudand,1860_Holmes_CousinMaudand,f,non,1860,vic,-0.1663424711,-0.4788336062,-0.2844891612,0.6133233345,0.2675050038,0.312054374,-0.2655447374,-0.2875318928,-0.4962638146,-0.1398207147,0.3994420732,-0.7217593994,-0.4949944058,0.9359081203,0.5984553578,0.4267061506,-0.4501709572,0.7022262269,0.5311887276,-0.5633708827,0.1076925718,0.4279079993,0.5801769161,-0.2199962579,-0.6884936001,0.8956986221,0.065026808,-0.3846025928,-0.5907325538,0.4528974585,-0.2636137174
,,,Ethel,F,f_F,Female_Female,Female_Female,Chadwyck_1856_Yonge_TheDaisyChain,1856_Yonge_TheDaisyChain,f,non,1856,vic,-0.4852352166,0.5218697645,0.5701100719,-0.3631594422,0.6327688608,0.4496826377,-0.2372947975,-1.1419706379,0.9054356245,-0.3560616772,0.5537214248,3.1887490827,0.9088828676,0.306849139,1.0821200082,1.8050690163,0.1642821587,-0.5866948665,-0.493122761,0.0331637145,-0.0260197151,0.0622903951,-0.462499262,-0.3448940499,0.6198003611,0.8797229822,-0.8005213915,-0.4948273717,0.8279433238,0.3785095262,0.0090341912
,,,Melissa,F,f_F,Female_Female,Female_Female,Chadwyck_1811_Mitchell_AShortAccount,1811_Mitchell_AShortAccount,f,non,1811,rom,-0.9756071033,-0.1693597268,-0.4000437488,1.0028052676,-1.0447392231,0.2923931935,-0.5401375591,-1.1419706379,-0.778173656,-0.7990278097,-0.7456761753,0.0049552957,1.7618673761,-0.4533306065,-1.2136554811,-0.6799400126,-0.2494084484,-0.2094221944,-0.788633276,0.3266212657,-0.252964543,0.295026503,-0.2281738265,-0.0701583293,-0.6884936001,2.1070905336,1.223561779,-0.4794127415,-0.8148796849,0.3719822996,-0.2060962824
,,,Katy,F,f_F,Female_Female,Female_Female,Chadwyck_1867_Holmes_TheCameronPride,1867_Holmes_TheCameronPride,f,non,1867,vic,-0.58377507,0.0146224762,-0.341729232,0.574098692,0.1592786758,0.3985635683,-0.0350261642,0.5669068524,-0.6037041985,-0.4518729232,0.0604466322,-0.5459145426,0.1053876603,-0.1369204691,0.6696835315,1.4613859216,-0.4379176423,1.169918797,0.9988834233,0.552453017,0.1265132781,0.1110081916,-0.5790694047,-0.2152420425,-0.6884936001,2.7734318312,-0.4072453258,-0.3669469712,-0.5972456877,0.3630749685,-0.048303987
,,,Jane,F,f_F,Female_Female,Female_Female,Chadwyck_1822_Sedgwick_ANew-EnglandTale,1822_Sedgwick_ANew-EnglandTale,f,can,1822,rom,-0.5313155151,-0.0056010537,-0.5826613042,0.6873239158,0.270210662,0.5794464292,-0.3554951685,0.1396874798,-0.1881921999,-0.3907138494,-0.4610387637,0.1546755404,1.0665586221,-0.2977418223,0.6263430701,0.6382505963,-0.0545614265,-0.1005938557,-0.4207347362,-0.3478248582,-0.3750029521,-0.2619631212,0.0853500735,1.271848207,1.2739473417,2.0238666535,0.6976737347,-0.6579372914,-0.098282363,0.3184959895,0.3204394963
,,,Elizabeth,F,f_F,Female_Female,Female_Female,Chadwyck_1818_Shelley_FrankensteinorThe,1818_Shelley_FrankensteinorThe,f,can,1818,rom,0.4672332141,-0.4749698959,-0.5366008887,0.3231030239,1.9747753279,0.7799904705,-0.1679371082,0.1396874798,-0.0898775455,0.4831815957,-0.9456814097,-0.4057526966,-0.9430504566,0.1361037868,-0.0638108616,-1.3168121313,0.0897276301,-0.0421710107,-1.0520724968,-1.0989580393,-0.3819263303,-0.6148266487,0.5085617031,-0.4453614627,-0.0343466195,-0.9188372687,0.563942044,-0.7587302708,0.0982040576,0.2990632334,0.8040689534
,,,Juliet,F,f_F,Female_Female,Female_Female,Chadwyck_1814_Burney_TheWandereror,1814_Burney_TheWandereror,f,can,1814,rom,-0.8637966375,-0.3410346702,-0.7310401532,1.2344543686,0.9763874521,0.4339536933,-0.6230581144,0.994126225,-0.8152369317,-0.6341480189,0.5419216877,-0.5289797137,0.4910734597,0.0997024133,0.0219953501,1.0098235512,-0.4166630507,-0.0688968822,-0.2260901946,-0.554267615,-0.6784817363,-0.0769774236,-0.4718226491,-0.1731400871,-0.6884936001,-0.315899016,-0.8421859696,-0.6385437213,-0.7392722853,0.2974766998,0.0939847149
