STORY.ID,PUB..DATE,COLLECTION,GENRE,X..PREDICATE,X..AGENT,X..PATIENT,X..POSESSOR,AFFECT,COGITATION,SOCIABILITY,POLARITY,COMMUNICATIVENESS,CONCRETENESS,ABTRACTION,OBJECTIVITY,DISTINCTIVENESS.AwSaid,DISTINCTIVENESS.AwoSaid,DEPTH,CLASS.SIMILIARITY,HOMOGENEITY,DISTINCTIVENESS.BwStop,DISTINCTIVENESS.BwoStop,EMBODIMENT,CLOTHES,MOTION,PHYSICAL,PERCEPTION,VALUATION,CENTRALITY,ENSEMBLE,DISTRIBTION,MENTIONS,POPULATION,PROTAG..NAME,PROTAG..GENDER,AUTH_GENDER,cog_per,cog_per_norm,GENRE
21672,1979,klab,DNE,0.0189760115,0.6845685643,0.0465449338,0.2499104905,7.4,6.84,0.0035260931,0.125,0.0282087447,0.0035260931,0.6830042313,0.4453455571,6.7670184999,7.0240981437,0.8582447896,0.6537549842,0.6000275,2.3107355073,1.7636709513,0.1470380818,0.0081100141,0.0634696756,0.0052891396,0.1304654443,0.0077574048,5.4417670683,2,3.8791431073,3991.5161869974,1.4728842018,Dirk,M,,0.1988654443,1.16193666,
22455,1986,klab,DNE,0.028277635,0.8800342759,0.0334190231,0.058269066,11.1,12.92,0.0033167496,0.125,0.0721393035,0.0091210614,0.5306799337,0.2669983416,10.138093387,8.2227816239,0.8782884408,0.768550771,0.6909312263,1.8658083745,1.3785919903,0.0348258706,0.0024875622,0.0621890547,0.0008291874,0.0696517413,0.008291874,2.687960688,3,2.9259692135,1033.9287401947,0.9450902561,Mym,F,,0.1988517413,1.1615961927,
23456,1990,klab,DNE,0.0181422351,0.8301886792,0.0406386067,0.111030479,6.1,10.27,0.0093256815,0.75,0.1298421808,0.0035868006,0.68723099,0.2926829268,13.7790276045,5.0690680333,0.8479139677,0.9162529588,0.78353057,1.9327882655,1.4214239017,0.055954089,0.0057388809,0.0459110473,0.0050215208,0.0961262554,0.0086083214,1.1256637168,2,1.4527993632,1511.5864527629,1.1883541295,Charlie,M,,0.1988262554,1.1609629654,
21630,1979,klab,DNE,0.0420315236,0.7364273205,0.0385288967,0.1830122592,9.27,14.57,0.0008417508,0.125,0.0260942761,0.0117845118,0.5765993266,0.3333333333,5.4571813591,5.1591952504,0.8978129592,0.7299966018,0.4792050492,1.3814649168,0.9630547445,0.0260942761,0.0117845118,0.0429292929,0.0033670034,0.053030303,0.0092592593,1.3991825613,2,2.4219368388,1039.0845533555,1.0117668484,Koesler,M,,0.198730303,1.1585789144,
23348,1990,klab,DNE,0.0291021672,0.7356037152,0.0650154799,0.1702786378,5.85,11.21,0.0073126143,0.25,0.1340645948,0.0085313833,0.6252285192,0.3400365631,17.9302366938,5.3483925687,0.8175442237,0.8989097421,0.7829448255,1.7598360232,1.2803693003,0.0566727605,0.0091407678,0.0530164534,0.0024375381,0.0865326021,0.0067032297,1.5900423729,2,2.2579253464,2040.5943689928,1.3594899194,Chee,M,,0.1986326021,1.1561514199,
11026,1926,klab,DNE,0.0373961219,0.6308864266,0.1201523546,0.211565097,11.01,11.21,0.00501002,0.375,0.1048764195,0.0126920508,0.6249164997,0.3607214429,16.8553076845,7.5554488332,0.8071090288,0.9034708418,0.5093025955,2.1715364924,1.6327191933,0.0627922512,0.0113560454,0.0647962592,0.0053440214,0.086506346,0.0026720107,2.3918699187,2,3.1855491774,1723.360259617,0.5857784703,Kate,F,,0.198606346,1.155499056,
10939,1949,klab,DNE,0.0298036466,0.6847826087,0.0753856942,0.2100280505,8.12,12.95,0.0144280316,0.125,0.0312607351,0.0044658193,0.5822741326,0.3418069392,6.1712938018,5.7999307228,0.833335177,0.8098510599,0.481780278,1.7147084121,1.3088112667,0.0759189282,0.0037787702,0.0563380282,0.0051528684,0.069048437,0.0037787702,6.523364486,4,3.8587678165,4180.1413342915,1.4971852917,Gordon,M,,0.198548437,1.1540602384,
10895,1948,klab,DNE,0.0342285413,0.6598209584,0.0589784097,0.2469720906,7.84,10.16,0.0067010309,0.375,0.0402061856,0.0113402062,0.6407216495,0.4298969072,6.2277777427,5.2278953297,0.8343896487,0.8330339063,0.756291916,1.8936015592,1.2922008686,0.0989690722,0.0206185567,0.0845360825,0.0087628866,0.0969072165,0.0072164948,1.376375642,3,2.075700657,1231.601475821,0.656503985,Helmut,M,,0.1985072165,1.1530360663,
20264,1957,klab,DNE,0.0171568627,0.6691176471,0.0870098039,0.2267156863,5.27,8.33,0.0121212121,0,0.0533333333,0.0072727273,0.6787878788,0.4581818182,4.9329933683,3.1640540456,0.8525339806,0.8142153568,0.5785064305,2.0749279203,1.542585255,0.1248484848,0.0048484848,0.1115151515,0.0060606061,0.1151515152,0.0012121212,1.7535211268,2,2.6527869155,1077.0983230718,1.4418986922,Douglas,M,,0.1984515152,1.1516521015,
20187,1955,klab,DNE,0.0309278351,0.7232355274,0.0638382236,0.181998414,7.75,11.45,0.0084291188,0.125,0.0279693487,0.0076628352,0.5911877395,0.3597701149,5.9581107048,5.549130629,0.7643577251,0.8230428299,0.645390312,1.6794883903,1.2813477631,0.0655172414,0.0045977011,0.0624521073,0.0030651341,0.083908046,0.0114942529,6.994011976,2,3.9750238455,3135.9493093125,1.3424440536,Rod,M,,0.198408046,1.1505720578,
20588,1964,klab,DNE,0.0287162162,0.7159749035,0.0535714286,0.2017374517,7.27,11.8,0.0100443822,0.125,0.0548937164,0.0077084793,0.6038308806,0.3599626256,9.566363852,7.2745932506,0.8999440987,0.9118668713,0.73328595,1.930149069,1.4335793744,0.06610605,0.0172856809,0.0649380986,0.0060733473,0.0803550572,0.0056061668,3.0970266041,2,3.323592253,4884.9723538705,1.2342022117,Carter,M,,0.1983550572,1.1492554884,
23255,1990,klab,DNE,0.0346153846,0.7115384615,0.0663461538,0.1875,4.23,8.45,0.0009407338,0.125,0.0799623706,0.0103480715,0.6077140169,0.4167450611,10.0083183593,5.8708215148,0.8109484887,0.8807843126,0.81300319,1.7480953135,1.303110828,0.0507996237,0.0075258702,0.0696142992,0.008466604,0.1138287865,0.0056444026,1.4323922734,3,2.1411496837,1529.1393039561,1.5862440912,Jeffries,M,,0.1983287865,1.1486027617,
20737,1967,klab,DNE,0.0245256826,0.7353077279,0.0684868117,0.1716797779,7.09,10.89,0.0112866817,0.125,0.083972912,0.006772009,0.6221218962,0.3575620767,13.6448915592,5.0938307356,0.8287371056,0.9449172578,0.8714737003,1.9018379513,1.3402379274,0.0618510158,0.0112866817,0.0668171558,0.0058690745,0.0893905192,0.00496614,2.5425149701,3,2.8579032243,3448.4999106606,1.6243522895,George,M,,0.1982905192,1.1476519654,
23155,1989,klab,DNE,0.050990099,0.6438118812,0.0650990099,0.2400990099,9.38,14.2,0.0086227545,0.125,0.0840718563,0.0165269461,0.5897005988,0.3073053892,18.1014266022,9.675418926,0.8295754859,0.9145125283,0.8456769743,2.0149158496,1.5309720984,0.0665868263,0.0095808383,0.0332934132,0.0026347305,0.0562874251,0.0069461078,3.129601227,2,3.2773652547,3317.3198071874,0.8128693475,Ian,M,,0.1982874251,1.1475750888,
20444,1961,klab,DNE,0.0270108043,0.6986794718,0.0648259304,0.2094837935,12.28,14.16,0.0085861477,0,0.0349170006,0.0131654264,0.5752718947,0.292501431,5.58407478,5.0724071426,0.8587470552,0.8130831775,0.627777695,1.6387694032,1.1471235379,0.0543789353,0.0057240985,0.0566685747,0.0028620492,0.0566685747,0.0091585575,1.730729702,7,1.7696085377,1414.2703574308,0.8398280032,Holliday,M,,0.1982685747,1.1471067283,
23343,1990,klab,DNE,0.0327349525,0.757655755,0.0570221753,0.1525871172,7.99,10.52,0.0046511628,0.125,0.0563307494,0.0098191214,0.615503876,0.3891472868,7.6424477998,4.6905938822,0.8007235827,0.8598204545,0.5719905471,1.7998671814,1.2358820731,0.057881137,0.0015503876,0.0599483204,0.0051679587,0.0930232558,0.0041343669,1.2292103424,2,2.0634128127,1688.4887114115,0.9599139917,Chagak,F,,0.1982232558,1.1459807266,
20782,1968,klab,DNE,0.0449308756,0.7949308756,0.0656682028,0.0944700461,7.5,10.43,0.0349344978,0,0.0262008734,0.018558952,0.5272925764,0.3220524017,4.7227969253,4.9088338958,0.8463627547,0.715226514,0.4827957738,1.4833527476,1.0553072217,0.0316593886,0.0120087336,0.076419214,0.0109170306,0.0938864629,0.0076419214,5.4236111111,7,3.6322355563,3295.080583917,2.1095266222,Hardy,M,,0.1981864629,1.1450665634,
22936,1988,klab,DNE,0.0186246418,0.7199140401,0.037965616,0.223495702,6.93,13.16,0.0070077085,0.25,0.0196215837,0.0063069376,0.5269796776,0.3608969867,4.7886131734,4.8345126578,0.8792560758,0.6709665858,0.6912247491,1.4203361023,0.9113222649,0.0266292922,0.0077084793,0.0532585844,0.0035038542,0.0665732306,0.0154169587,1.0244192972,2,1.633021066,1002.7282432486,0.7907951445,Octavio,M,,0.1981732306,1.1447377913,
22493,1986,klab,DNE,0.0410662824,0.7413544669,0.1195965418,0.0979827089,10.43,11.06,0.0055983205,0.125,0.1392582225,0.0167949615,0.6354093772,0.266620014,17.40322072,5.5318536208,0.8679076072,0.8880302556,0.7519514895,1.9206944489,1.4428555721,0.0265920224,0.0041987404,0.0391882435,0.0027991603,0.0874737579,0.011196641,5.0678571429,2,3.8195975316,1901.099931673,1.3397462521,Hartstein,F,,0.1980737579,1.1422662743,
10380,1932,klab,DNE,0.0252774353,0.718865598,0.078298397,0.1775585697,4.13,8.68,0.0059808612,0.625,0.0711722488,0.0083732057,0.6261961722,0.3564593301,7.9731719431,4.6427593896,0.805525821,0.8802862998,0.7922110421,1.768220283,1.1836408627,0.0759569378,0.0203349282,0.1070574163,0.0053827751,0.1112440191,0.0035885167,1.8190045249,3,2.5416683354,1057.8112254296,0.6578428019,Brown,M,,0.1980440191,1.1415273786,
11426,1934,klab,DNE,0.0135542169,0.6746987952,0.0805722892,0.2311746988,7.4,12.36,0.0074349442,0.625,0.0223048327,0.0044609665,0.6260223048,0.3249070632,4.0500784319,3.9198108915,0.8502821205,0.6816183241,0.5341292657,1.7215461343,1.1981736037,0.0408921933,0.0059479554,0.049070632,0.0007434944,0.0743494424,0.0074349442,1.2114060964,2,1.5311086553,1331.4312886353,1.0807072148,Jim,M,,0.1979494424,1.1391775085,
20227,1956,klab,DNE,0.0936967632,0.7257240204,0.1243611584,0.0562180579,10.47,12.27,0.0163398693,0.125,0.0866013072,0.0294117647,0.5718954248,0.2418300654,7.5999812934,3.8500548323,0.8877157968,0.8768561568,0.5789842367,1.9936986398,1.5793557884,0.0179738562,0.0016339869,0.0571895425,0.0016339869,0.0751633987,0.0032679739,1.5745614035,2,2.0011888791,1503.664921466,2.0942408377,Lola,F,,0.1978633987,1.137039651,
3100,1909,klab,DNE,0.0836236934,0.7444831591,0.1022067364,0.0696864111,9.88,6.88,0.0311457175,0.5,0.1212458287,0.043381535,0.6195773081,0.254727475,12.2466180521,4.0541430206,0.7989306062,0.9018636032,0.5642658841,1.8587251102,1.3436658217,0.0344827586,0.0011123471,0.0756395996,0.0155728587,0.1290322581,0.0077864294,1.3226141079,3,1.7471821263,1192.8485222712,0.9355674684,Marie,F,,0.1978322581,1.1362659259,
22317,1985,klab,DNE,0.0442477876,0.6983775811,0.087020649,0.1703539823,12.27,13.6,0.0098314607,0,0.0119382022,0.0119382022,0.5709269663,0.3082865169,6.9102856451,7.0572870634,0.8514641522,0.6590720212,0.6442326435,1.476260112,1.0396164731,0.0463483146,0.0070224719,0.0470505618,0.0084269663,0.0617977528,0.0098314607,1.4689966178,3,2.0760940785,1040.2030910717,0.7983139609,Angelique,F,,0.1977977528,1.1354086009,
11466,1935,klab,DNE,0.0309477756,0.6499032882,0.1199226306,0.1992263056,6.5,8.32,0.0043804756,0.125,0.0857321652,0.0075093867,0.6013767209,0.3585732165,10.7849482084,7.3350548116,0.8110339773,0.9069005207,0.5909904803,1.9440405846,1.3333962567,0.0719649562,0.0056320401,0.0794743429,0.0068836045,0.1145181477,0.0056320401,6.6913043478,2,3.9901825054,2311.3313809417,1.5018397537,John,M,,0.1977181477,1.133430718,
10345,1931,klab,DNE,0.022974607,0.6287787183,0.045949214,0.3022974607,5.83,10.48,0.0047562426,0.125,0.0202140309,0.0035671819,0.677764566,0.4363852556,3.4373157107,3.5371989208,0.8414605157,0.6571960056,0.6426128494,1.9741272186,1.3248597164,0.1046373365,0.016646849,0.0546967895,0.0035671819,0.0927467301,0.0071343639,1.5076923077,3,1.8384973113,1104.209799862,1.4084308672,Rogan,M,,0.1975467301,1.1291716448,
21019,1972,klab,DNE,0.0371312309,0.6703967447,0.0872329603,0.2052390641,7.33,10.44,0.0091403162,0.375,0.0499011858,0.0093873518,0.5904150198,0.3562252964,10.0759800811,6.3702461551,0.8077612998,0.9334529797,0.8680932715,1.8687817774,1.3013312002,0.0681818182,0.0123517787,0.0625,0.003458498,0.0931324111,0.0064229249,4.2990142388,2,3.6714627161,3013.3200261027,0.7677248474,Annie,F,,0.1975324111,1.1288158723,
11829,1947,klab,DNE,0.0403506919,0.635470582,0.1039400021,0.220238724,9.99,12.05,0.0074051532,0.625,0.067863664,0.0144045445,0.5948468249,0.2968147697,19.412564349,9.2705052722,0.8403608057,0.9486071429,0.9119548371,1.9776462718,1.4458097312,0.0393588963,0.00892676,0.0462568472,0.0062893082,0.0769933049,0.0065936295,2.2157407407,2,3.1968729737,3559.780284351,0.3718951404,Eustace,M,,0.1974933049,1.1278442325,
20509,1962,klab,DNE,0.0518292683,0.7134146341,0.0782520325,0.156504065,6.72,10.18,0.0118343195,0.125,0.0433925049,0.0226824458,0.5788954635,0.3856015779,5.7043804093,3.9545674288,0.8943493865,0.8372071508,0.560959857,1.5442161645,1.0499238689,0.0729783037,0.0059171598,0.0631163708,0.0039447732,0.0956607495,0.0098619329,2.1790697674,6,2.19739765,1225.4613463073,1.3078562928,Kirby,M,,0.1974607495,1.127035355,
22181,1984,klab,DNE,0.0273037543,0.7645051195,0.0443686007,0.1638225256,7.35,8.69,0.0041771094,0.125,0.2038429407,0.007518797,0.6967418546,0.2832080201,16.7810828483,5.7660845314,0.8549476739,0.8664834789,0.9071482215,2.1807763974,1.7313071148,0.0501253133,0.0025062657,0.0484544695,0.0041771094,0.1102756892,0.0041771094,1.9967213115,3,2.5383808747,1415.9168584781,1.1624933157,Jim,M,,0.1971756892,1.1199526945,
4666,1922,klab,DNE,0.0293712712,0.581459385,0.0839834787,0.3051858651,8.5,7.79,0.0111259457,0,0.012906097,0.0084557187,0.5749888741,0.4521584335,6.0413408196,6.1719992734,0.8442409399,0.5719550915,0.4826350336,1.8742100426,1.24241468,0.1286159324,0.0031152648,0.069870939,0.0084557187,0.119270138,0.0035603026,1.0919982884,2,2.1897160267,2684.1089722975,1.1485275876,Jolly Roger,M,,0.197170138,1.1198147683,
21194,1974,klab,DNE,0.0258358663,0.7289766971,0.071935157,0.1732522796,8.07,11.03,0.017866005,0.25,0.070471464,0.0089330025,0.6183622829,0.3310173697,9.815012775,6.8161379867,0.7868863489,0.8866096888,0.8685131085,1.9771000516,1.4692920082,0.0550868486,0.0218362283,0.0506203474,0.0024813896,0.0868486352,0.0074441687,1.0649425287,2,1.6870364176,1872.0386328966,1.0102744916,David,M,,0.1971486352,1.1192805058,
21793,1980,klab,DNE,0.0329871717,0.7232742822,0.0562003665,0.1875381796,5.97,9.87,0.0082938389,0.125,0.1095971564,0.0088862559,0.6125592417,0.3441943128,13.9644891942,6.4399729736,0.8594500146,0.9182056668,0.9125298853,1.8577947904,1.3700949038,0.0693127962,0.0071090047,0.0616113744,0.0041469194,0.0983412322,0.0088862559,1.7028451001,3,2.1686943372,1801.5005072294,1.1147899178,Henry,M,,0.1970412322,1.1166119511,
20088,1953,klab,DNE,0.0482009504,0.6503733876,0.0638153428,0.2376103191,5.17,9.35,0.00464499,0,0.0577305906,0.0132714001,0.6755142668,0.4850696749,7.0939693711,4.6820924667,0.8652759045,0.8422163274,0.442477294,1.955428577,1.3938183851,0.1254147313,0.0066357001,0.1081619111,0.00265428,0.103516921,0.00398142,4.147826087,2,3.5431314058,2074.5745020151,1.4497375975,Montag,M,,0.197016921,1.1160079106,
11268,1929,klab,DNE,0.0443505808,0.6458993312,0.1126363956,0.1971136924,7.51,10.92,0.0044398907,0.625,0.0621584699,0.0143442623,0.5734289617,0.3114754098,11.745174965,6.8708332248,0.8215737889,0.9345142526,0.7233925373,1.8803663404,1.3301137713,0.0495218579,0.0109289617,0.0655737705,0.0051229508,0.087773224,0.0058060109,12.481981982,4,4.0725972119,2616.2982825527,0.9441711593,Bourne,M,,0.196973224,1.1149222069,
11034,1929,klab,DNE,0.050671785,0.6138195777,0.0667946257,0.2687140115,8.37,10.7,0.0097932535,0,0.0141458107,0.0112441059,0.5495103373,0.3648893725,6.7394213066,6.9047915023,0.8504456271,0.6812398564,0.4378450456,1.7872050149,1.2575513689,0.0457018498,0.0214000725,0.0565832427,0.0054406964,0.0899528473,0.0090678273,1.1840442338,2,2.4352662274,1857.2172548099,0.7334981259,Hazzard,M,,0.1969528473,1.1144159237,
23146,1989,klab,DNE,0.0387575591,0.6506322155,0.0843870258,0.2262231996,12.37,11.58,0.0118172269,0.125,0.0475315126,0.0120798319,0.5735294118,0.3405987395,9.4558540977,6.3628368077,0.8139133518,0.9109022157,0.7141805382,1.8496254332,1.2595989748,0.0779936975,0.012342437,0.0480567227,0.0049894958,0.081144958,0.0078781513,3.6904761905,2,3.6874520497,4748.0471741461,1.2763567672,Mamie,F,,0.196944958,1.1142199047,
21966,1982,klab,DNE,0.0214545455,0.7647272727,0.0538181818,0.16,4.89,11.6,0.0074468085,0.25,0.115248227,0.0060283688,0.6166666667,0.3546099291,18.9144553057,5.4713872887,0.9406374206,0.9051258208,0.6114133657,1.7684584133,1.2943984902,0.0397163121,0.0163120567,0.0588652482,0.004964539,0.0808510638,0.0063829787,6.9213483146,3,3.9107433224,3449.8207885305,1.4000896057,Chee,M,,0.1968510638,1.1118869922,
4506,1920,klab,DNE,0.1397655546,0.6582506763,0.1009918846,0.1009918846,10.83,12.38,0.04,0.875,0.0408695652,0.0860869565,0.5208695652,0.2756521739,8.1869721366,8.1664375695,0.8357845207,0.7860406052,0.4288221704,1.4311930884,0.9312756454,0.0269565217,0.0017391304,0.0643478261,0.0182608696,0.0730434783,0.0086956522,3.2369230769,2,3.6479616706,2014.8238944324,0.9576159194,Archer,F,,0.1968434783,1.1116985214,
10156,1940,klab,DNE,0.1397655546,0.6582506763,0.1009918846,0.1009918846,10.83,12.38,0.04,0.875,0.0408695652,0.0860869565,0.5208695652,0.2756521739,8.1869721366,8.1664375695,0.8357845207,0.7860406052,0.4288221704,1.4311930884,0.9312756454,0.0269565217,0.0017391304,0.0643478261,0.0182608696,0.0730434783,0.0086956522,3.2369230769,2,3.6479616706,2014.8238944324,0.9576159194,Archer,F,,0.1968434783,1.1116985214,
20529,1962,klab,DNE,0.0484848485,0.6507575758,0.0712121212,0.2295454545,5.45,10.9,0.0051622419,0,0.0287610619,0.01179941,0.6261061947,0.3842182891,5.290808919,5.4818792682,0.8509126658,0.7354429202,0.5751176032,1.9589310003,1.3732226129,0.0604719764,0.0162241888,0.0663716814,0.0073746313,0.0877581121,0.0044247788,3.4857142857,4,2.9723833589,3361.6392374941,2.5049472709,Kent,M,,0.1967581121,1.1095774972,
20028,1951,klab,DNE,0.0257943287,0.7656303382,0.0466347796,0.1619405535,7.29,12.24,0.0093333333,0.125,0.169,0.0108333333,0.6636666667,0.3075,24.0153619493,9.837492721,0.8115969461,0.895842156,0.9134213266,2.399399041,1.8079146941,0.061,0.0186666667,0.0586666667,0.0041666667,0.0743333333,0.0091666667,5.7907444668,2,3.911244932,3643.0149176271,0.6329073867,Archer,M,,0.1967333333,1.1089618385,
21932,1982,klab,DNE,0.0477456787,0.6545388614,0.073733833,0.223981627,9.41,11.59,0.0093120708,0,0.0650680945,0.0122220929,0.5989989524,0.3760912583,14.3197188988,9.0095840799,0.7508139811,0.9206200571,0.9034316843,1.9585473405,1.3506882256,0.088813875,0.0097776743,0.0471423583,0.010126877,0.0806658131,0.0046560354,1.8520842671,6,1.9982352824,1849.6054145274,0.2238147888,Morgaine,F,,0.1965658131,1.1047996009,
20017,1951,klab,DNE,0.0357368754,0.6438962682,0.0632511069,0.2571157495,6.25,13.92,0.004599816,0.125,0.1183685986,0.010732904,0.6599202699,0.3370131861,16.5388668829,8.8236513976,0.8319435553,0.8783095866,0.9001249027,2.2265158192,1.6447103847,0.0570377185,0.0119595216,0.0616375345,0.0064397424,0.0573443729,0.0070530512,6.369047619,3,3.8766972854,3933.5825010722,1.2254151094,Natalie,F,,0.1965443729,1.1042668937,
10811,1946,klab,DNE,0.0477453581,0.6399204244,0.0875331565,0.224801061,11.28,12.67,0.0095177665,0.875,0.0469543147,0.0152284264,0.6097715736,0.3439086294,8.6734951374,6.5352594465,0.840653419,0.8669272419,0.6968836231,1.4777386625,1.0788006451,0.0564720812,0.0184010152,0.0494923858,0.0063451777,0.0697969543,0.0152284264,2.5119047619,2,2.9397094596,2521.7688236299,1.7073587161,Molloy,M,,0.1964969543,1.1030887225,
23138,1989,klab,DNE,0.0233368164,0.7091605712,0.0543364681,0.2131661442,6.32,12.09,0.0094722598,0.125,0.052435724,0.0030446549,0.6302435724,0.3832882273,9.5955931996,7.1814359755,0.8043042038,0.8723710864,0.7645412215,2.0316550573,1.4198881209,0.047699594,0.0084573748,0.0761163735,0.0057510149,0.0754397835,0.0040595399,6.2605633803,7,3.8349205087,4340.1845432798,1.627365783,Joe,M,,0.1963397835,1.0991836279,
11296,1930,klab,DNE,0.0309050773,0.6350257542,0.0897718911,0.2442972774,10.84,9.36,0.0126582278,0.625,0.0323488045,0.005625879,0.5632911392,0.370604782,5.5778926426,5.4541847392,0.8266897695,0.804988496,0.5641109719,1.7139869359,1.0179526131,0.0661040788,0.0091420534,0.0738396624,0.0070323488,0.1026722925,0.0021097046,1.9081779053,3,2.4782062809,1963.6503225997,1.476428814,Nan,F,,0.1962722925,1.0975067342,
22926,1988,klab,DNE,0.0321946424,0.6871467191,0.0614401573,0.2192184812,11.82,13.53,0.0078273245,0.25,0.0528937381,0.010199241,0.5766129032,0.3164136622,12.219238221,10.8082626629,0.7724858798,0.8667975592,0.4855730058,1.8710224568,1.4262719589,0.0476755218,0.0061669829,0.044829222,0.0052182163,0.0609582543,0.005455408,4.3122270742,2,3.672270364,3676.2995020708,0.9307087347,Polly,F,,0.1962582543,1.0971579385,
20357,1959,klab,DNE,0.0307228916,0.7120481928,0.0707831325,0.1864457831,9.3,13.63,0.0075253256,0.625,0.1024602026,0.0121562952,0.6095513748,0.3264833575,18.3371907041,7.1564236689,0.8793410766,0.9335619952,0.8925892809,1.9660016247,1.5533450478,0.0552821997,0.005788712,0.0602026049,0.0052098408,0.0599131693,0.0049204052,3.3523908524,2,3.5699375224,2923.9766081871,0.9066594134,Nona,F,,0.1962131693,1.0960377483,
22939,1988,klab,DNE,0.0129919755,0.7145586549,0.0538784868,0.2185708827,7.85,11.67,0.0107686595,0.625,0.0337913108,0.0022279985,0.601930932,0.3668770887,6.341915472,4.9550825109,0.904557306,0.8653028044,0.6286908312,1.8626521791,1.3320860358,0.0616412922,0.0096546602,0.0720386186,0.0033419978,0.0794652804,0.0055699963,3.6911314985,2,3.5984579821,3997.6815434297,1.6560404074,Joanna,F,,0.1961652804,1.0948478919,
21615,1979,klab,DNE,0.0319792567,0.7447421492,0.0613656007,0.1619129934,9.75,12.68,0.0046767538,0.125,0.1070151307,0.0112792297,0.6288858322,0.3171939477,17.9104039701,7.0125179682,0.9326014174,0.9281553385,0.9074101305,2.0642895345,1.6088143155,0.0517193948,0.0074277854,0.0539202201,0.003301238,0.0693259972,0.0077028886,6.0940325497,2,3.9596778554,5096.7166255804,1.5123788206,Irene,F,,0.1961259972,1.0938718543,
10982,1950,klab,DNE,0.0220897616,0.7089761571,0.0680224404,0.200911641,7.57,11.44,0.0064669843,0.125,0.0936010892,0.0074880871,0.6153846154,0.3179033356,16.177886203,5.9684185794,0.8094715761,0.9422929731,0.8423282423,1.8351525364,1.289659297,0.0350578625,0.0187202178,0.0646698434,0.0020422056,0.0816882233,0.0078284547,4.9183673469,6,3.5650543564,3781.2549030795,1.4263503972,Murdock,M,,0.1960882233,1.092933317,
11766,1945,klab,DNE,0.0353107345,0.6949152542,0.0861581921,0.1836158192,8.8,13.6,0.0061391542,0.125,0.0736698499,0.014324693,0.5634379263,0.2830832196,14.1263242484,5.1024507743,0.8346596723,0.9044904626,0.5130566346,1.6375369306,1.2171445517,0.0450204638,0.0081855389,0.0504774898,0.0054570259,0.0600272851,0.0115961801,2.899795501,2,3.2559300957,1850.3294839173,1.3048868011,Geoffrey,M,,0.1960272851,1.0914192353,
21021,1972,klab,DNE,0.0310612597,0.7161345988,0.0534943917,0.1993097498,7.09,11.48,0.0050761421,0,0.0296108291,0.0118443316,0.6057529611,0.39678511,4.6678629259,4.5337786189,0.8762739008,0.7893456945,0.5361680222,1.5895746913,1.0719431976,0.0871404399,0.0143824027,0.0668358714,0.0042301184,0.0812182741,0.0076142132,2.870523416,2,3.4359893761,2102.5868679124,2.0178376851,Paul,M,,0.1960182741,1.0911953464,
22300,1985,klab,DNE,0.0253063399,0.6973894513,0.0649973362,0.2123068727,10.42,11.73,0.0064069708,0,0.0809841107,0.0058944131,0.5566376217,0.3129164531,17.9407123555,7.1704822582,0.8364186114,0.943746585,0.7156864163,1.8861295977,1.3561224538,0.0417734495,0.0092260379,0.048692978,0.0023065095,0.0786776012,0.0084572014,5.6038291605,11,3.6822995449,2890.8760760061,0.7597571816,Joanna,F,,0.1959776012,1.09018478,
20250,1956,klab,DNE,0.0292072323,0.7663421419,0.0368567455,0.1675938804,9.52,12.01,0.0020134228,0.125,0.0731543624,0.0100671141,0.6053691275,0.3013422819,9.6929736482,3.8918635957,0.8376517746,0.8988320371,0.5608679901,1.7968909136,1.356894278,0.0483221477,0.0026845638,0.0570469799,0.0040268456,0.0758389262,0.0046979866,2.0414878398,2,3.0886131826,2373.1124858644,1.663008049,Lisa,F,,0.1959389262,1.0892238539,
10854,1947,klab,DNE,0.0328831474,0.7204932472,0.0710510863,0.1755725191,8.05,10.76,0.0113250283,0.625,0.0622876557,0.006795017,0.6342015855,0.3080407701,9.3719504792,5.0384889676,0.816417238,0.931555294,0.8495733047,1.7983246882,1.3304298332,0.0385050963,0.0090600227,0.0532276331,0.0039637599,0.0883352208,0.0050962627,1.859832636,2,2.2592478164,2172.7441587643,1.2220158373,Phil,M,,0.1959352208,1.0891317888,
22286,1984,klab,DNE,0.0623781676,0.6261208577,0.077582846,0.2339181287,15.24,13.21,0.0148423006,0.5,0.0103896104,0.0233766234,0.5317254174,0.3131725417,7.0735346501,7.1789129377,0.7821041371,0.6519501042,0.2926583965,1.5404984778,1.0460870307,0.0382189239,0.0085343228,0.0341372913,0.0055658627,0.0638218924,0.0118738404,1.2469975981,2,2.7020889819,2154.7251774276,0.6917255786,Martha,F,,0.1959218924,1.0888006289,
22048,1983,klab,DNE,0.0231660232,0.6988416988,0.0604890605,0.2175032175,9.76,10.07,0.0075140889,0.125,0.0156543519,0.0118973075,0.6030056356,0.4057608015,5.4831230309,5.6311669686,0.8373730992,0.717780665,0.4812262639,1.5630343925,1.0845451748,0.065748278,0.0075140889,0.0544771446,0.0037570445,0.0951784596,0.0118973075,1.1626646011,4,1.3640404219,1085.3217642806,0.723065799,Toshio,M,,0.1958784596,1.0877214896,
