"","source","target","weight","count.source","count.target","count.diff","abs.diff","work.diff","date.diff"
"154","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Gedichte vermischten Inhalts_Ein Sommertagstraum_Die Muschel.txt","1841_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Die Elemente_Wasser.txt",29.2729387859633,275,212,0.297169811320755,0.297169811320755,16,1
"155","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Gedichte vermischten Inhalts_Gruß an Wilhelm Junkmann.txt","1841_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Die Elemente_Wasser.txt",29.6396624615339,270,212,0.273584905660377,0.273584905660377,17,1
"156","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Gedichte vermischten Inhalts_Junge Liebe.txt","1839_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Scherz und Ernst_Des alten Pfarrers Woche_Dienstag.txt",30.5615570194596,222,313,-0.40990990990991,0.40990990990991,87,3
"157","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Heidebilder_Der Knabe im Moor.txt","1839_Droste-Hülshoff, Annette von_Gedichte_Geistliches Jahr in Liedern auf alle Sonn- und Festtage_Am neunten Sonntage nach Pfingsten.txt",23.5072786459646,280,344,-0.228571428571429,0.228571428571429,56,3
"158","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Heidebilder_Der Knabe im Moor.txt","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Gedichte vermischten Inhalts_Ein Sommertagstraum_Die Muschel.txt",23.1940879750332,280,275,0.0181818181818182,0.0181818181818182,3,0
"159","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Heidebilder_Der Weiher_Die Linde.txt","1838_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Der Säntis_Sommer.txt",36.7647007634713,155,104,0.490384615384615,0.490384615384615,92,4
"160","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Heidebilder_Der Weiher_Die Linde.txt","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Gedichte vermischten Inhalts_Die Taxuswand.txt",35.3472344797734,155,214,-0.380645161290323,0.380645161290323,8,0
"161","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Heidebilder_Der Weiher_Die Wasserfäden.txt","1841_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Die Elemente_Wasser.txt",38.5317622184764,140,212,-0.514285714285714,0.514285714285714,21,1
"162","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Heidebilder_Der Weiher_Kinder am Ufer.txt","1838_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Am Weiher_Ein harter Wintertag.txt",31.5898492606222,104,171,-0.644230769230769,0.644230769230769,98,4
"163","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Scherz und Ernst_Der Teetisch.txt","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Gedichte vermischten Inhalts_Die Taxuswand.txt",14.0782978713849,395,214,0.845794392523365,0.845794392523365,11,0
"164","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Zeitbilder_Die Stadt und der Dom.txt","1841_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Zeitbilder_Ungastlich oder nicht.txt",17.4088015740317,650,370,0.756756756756757,0.756756756756757,18,1
"165","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Zeitbilder_Die Stadt und der Dom.txt","1819_Droste-Hülshoff, Annette von_Gedichte_Geistliches Jahr in Liedern auf alle Sonn- und Festtage_Am ersten Sonntage nach hl. drei Könige.txt",16.8054684254258,650,374,0.737967914438503,0.737967914438503,122,23
"166","1843_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Die Schenke am See.txt","1841_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Die Elemente_Wasser.txt",17.8241958253366,383,212,0.806603773584906,0.806603773584906,25,2
"167","1843_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Die Schenke am See.txt","1839_Droste-Hülshoff, Annette von_Gedichte_Geistliches Jahr in Liedern auf alle Sonn- und Festtage_Am vierzehnten Sonntage nach Pfingsten.txt",16.4286682273375,383,359,0.0668523676880223,0.0668523676880223,45,4
"168","1843_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Gedichte vermischten Inhalts_Nachruf an Henriette von Hohenhausen.txt","1841_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Zeitbilder_Ungastlich oder nicht.txt",41.6526555098673,299,370,-0.237458193979933,0.237458193979933,20,2
"169","1843_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Zeitbilder_Der Prediger.txt","1839_Droste-Hülshoff, Annette von_Gedichte_Geistliches Jahr in Liedern auf alle Sonn- und Festtage_Am dritten Sonntage nach Pfingsten.txt",19.5154654415097,437,358,0.220670391061453,0.220670391061453,77,4
"170","1843_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Zeitbilder_Die Verbannten.txt","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Im Moose.txt",22.8338325021881,628,321,0.956386292834891,0.956386292834891,17,1
"171","1844_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Das Ich, der Mittelpunkt der Welt.txt","1841_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Zeitbilder_Ungastlich oder nicht.txt",33.2968709827109,331,370,-0.117824773413897,0.117824773413897,23,3
"172","1844_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Die Golems.txt","1839_Droste-Hülshoff, Annette von_Gedichte_Geistliches Jahr in Liedern auf alle Sonn- und Festtage_Am vierten Sonntage im Advent.txt",36.9397137054675,340,366,-0.0764705882352941,0.0764705882352941,54,5
"173","1844_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Die Golems.txt","1839_Droste-Hülshoff, Annette von_Gedichte_Geistliches Jahr in Liedern auf alle Sonn- und Festtage_Am siebenzehnten Sonntage nach Pfingsten.txt",36.9155799158509,340,414,-0.217647058823529,0.217647058823529,56,5
"174","1844_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Die tote Lerche.txt","1842_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Im Moose.txt",34.5629131887459,184,321,-0.744565217391304,0.744565217391304,20,2
"175","1844_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Die tote Lerche.txt","1841_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Die Elemente_Erde.txt",34.3113488867289,184,160,0.15,0.15,34,3
"176","1844_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Grüße.txt","1838_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Fels, Wald und See_Fragment.txt",35.4789754207039,299,229,0.305676855895196,0.305676855895196,102,6
"177","1844_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Im Grase.txt","1844_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Grüße.txt",37.6668998303093,175,299,-0.708571428571429,0.708571428571429,1,0
