"","name","label"
"201","1844_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Scherz und Ernst_Der Strandwächter am deutschen Meere und sein Neffe vom Lande.txt",0
"202","1844_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Scherz und Ernst_Dichters Naturgefühl.txt",0
"203","1844_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Scherz und Ernst_Die beschränkte Frau.txt",0
"204","1844_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Scherz und Ernst_Die beste Politik.txt",0
"205","1844_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Scherz und Ernst_Die Nadel im Baume.txt",0
"206","1844_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Scherz und Ernst_Die Schmiede.txt",0
"207","1844_Droste-Hülshoff, Annette von_Gedichte_Gedichte (Die Ausgabe von 1844)_Scherz und Ernst_Die Stubenburschen.txt",0
"208","1846_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Auch ein Beruf.txt",0
"209","1846_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Das Bild.txt",0
"210","1846_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Das erste Gedicht.txt",0
"211","1846_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Durchwachte Nacht.txt",0
"212","1846_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Gastrecht.txt",0
"213","1846_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Mondesaufgang.txt",0
"214","1847_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Der sterbende General.txt",0
"215","1847_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Gemüt.txt",0
"216","1847_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Schloß Berg.txt",0
"217","1847_Droste-Hülshoff, Annette von_Gedichte_Einzeln publizierte Gedichte_Silvesterabend.txt",0
"218","1819_Droste-Hülshoff, Annette von_Gedichte_Geistliches Jahr in Liedern auf alle Sonn- und Festtage_Am dritten Sonntage nach hl. drei Könige.txt",0
"219","1819_Droste-Hülshoff, Annette von_Gedichte_Geistliches Jahr in Liedern auf alle Sonn- und Festtage_Am dritten Sonntage in der Fasten.txt",0
