"","X","source","target","weight","count.source","count.target","count.diff","abs.diff","page.diff","roll.mean"
"39",39,"1856_0008100.txt","1856_0000001.txt",14.4226557819644,300,298,0.00671140939597315,0.00671140939597315,27,19.8
"40",40,"1856_0008400.txt","1856_0002100.txt",10.9400659425581,300,300,0,0,21,19.75
"41",41,"1856_0008700.txt","1856_0007500.txt",14.102420950302,300,300,0,0,4,20.6
"42",42,"1856_0009000.txt","1856_0000600.txt",21.5889545823655,300,300,0,0,28,21
"44",44,"1856_0009300.txt","1856_0000001.txt",21.2675481126068,300,298,0.00671140939597315,0.00671140939597315,31,21.25
"46",46,"1856_0009600.txt","1856_0003600.txt",12.562903265374,299,300,-0.00334448160535117,0.00334448160535117,20,22.05
"47",47,"1856_0009900.txt","1856_0002100.txt",21.323909540051,300,300,0,0,26,22.95
"49",49,"1856_0010200.txt","1856_0009900.txt",24.6182378038388,300,300,0,0,1,24.9
"50",50,"1856_0010500.txt","1856_0000600.txt",14.5572902373656,300,300,0,0,33,25.3
"52",52,"1856_0010800.txt","1856_0000900.txt",13.5113142118968,300,300,0,0,33,26.25
"54",54,"1856_0011100.txt","1856_0000600.txt",27.1561865061951,300,300,0,0,35,27.05
"56",56,"1856_0011400.txt","1856_0011100.txt",20.3428517229954,299,300,-0.00334448160535117,0.00334448160535117,1,28.2
"58",58,"1856_0011700.txt","1856_0000900.txt",23.6267429645391,300,300,0,0,36,29.7
"59",59,"1856_0012000.txt","1856_0004800.txt",13.877147041363,300,300,0,0,24,30
"61",61,"1856_0012300.txt","1856_0004800.txt",14.0687430919783,300,300,0,0,25,29.9
"62",62,"1856_0012600.txt","1856_0001200.txt",31.1112517344222,300,300,0,0,38,30.4
"63",63,"1856_0012900.txt","1856_0005400.txt",16.1947263432213,300,299,0.00334448160535117,0.00334448160535117,25,29.2
"64",64,"1856_0013200.txt","1856_0000300.txt",28.5992415437255,300,298,0.00671140939597315,0.00671140939597315,43,29.2
"65",65,"1856_0013500.txt","1856_0004800.txt",35.0557242758425,300,300,0,0,29,27.65
"66",66,"1856_0013800.txt","1856_0000300.txt",29.8583122793799,300,298,0.00671140939597315,0.00671140939597315,45,26.15
"68",68,"1856_0014100.txt","1856_0001200.txt",37.0396707258513,300,300,0,0,43,24.45
"70",70,"1856_0014400.txt","1856_0001200.txt",33.5152209502466,300,300,0,0,44,24.55
"72",72,"1856_0014700.txt","1856_0004500.txt",30.6660370648241,298,300,-0.00671140939597315,0.00671140939597315,34,23.6
"73",73,"1856_0015000.txt","1856_0004800.txt",24.8225423241793,296,300,-0.0135135135135135,0.0135135135135135,34,23.15
"74",74,"1856_0015300.txt","1856_0006600.txt",21.6187999345837,297,300,-0.0101010101010101,0.0101010101010101,29,22.7
"76",76,"1856_0015600.txt","1856_0006600.txt",28.4488809409885,300,300,0,0,30,23.7
"77",77,"1856_0015900.txt","1856_0015300.txt",16.4302270342586,299,297,0.00673400673400673,0.00673400673400673,2,25.4
"78",78,"1856_0016200.txt","1856_0015900.txt",9.51590866619917,300,299,0.00334448160535117,0.00334448160535117,1,23.3
"80",80,"1856_0016500.txt","1856_0015900.txt",15.5384176536639,300,299,0.00334448160535117,0.00334448160535117,2,24.9
"82",82,"1856_0016800.txt","1856_0015900.txt",15.7145180981614,300,299,0.00334448160535117,0.00334448160535117,3,23.6
"84",84,"1856_0017100.txt","1856_0016800.txt",12.5576809928935,300,300,0,0,1,24.6
"85",85,"1856_0017400.txt","1856_0016500.txt",16.3010569529746,300,300,0,0,3,23.55
"86",86,"1856_0017700.txt","1856_0012600.txt",10.341529320258,300,300,0,0,17,25.2
"87",87,"1856_0018000.txt","1856_0013500.txt",13.6764137172545,297,300,-0.0101010101010101,0.0101010101010101,15,23.75
"89",89,"1856_0018300.txt","1856_0013500.txt",29.7656886871772,300,300,0,0,16,23.3
"90",90,"1856_0018600.txt","1856_0001200.txt",26.6467166816686,298,300,-0.00671140939597315,0.00671140939597315,58,25.4
"91",91,"1856_0018900.txt","1856_0001200.txt",27.4758393189309,300,300,0,0,59,26.8
"92",92,"1856_0019200.txt","1856_0018900.txt",32.2241837708798,300,300,0,0,1,28.6
"93",93,"1856_0019500.txt","1856_0001200.txt",30.4236275817024,300,300,0,0,61,29
"94",94,"1856_0019800.txt","1856_0014100.txt",14.3191619626909,300,300,0,0,19,28.9
"95",95,"1856_0020100.txt","1856_0001200.txt",11.2751284235411,300,300,0,0,63,28.9
"96",96,"1856_0020400.txt","1856_0013500.txt",9.96409746864609,299,300,-0.00334448160535117,0.00334448160535117,23,30.3
"97",97,"1856_0020700.txt","1856_0000600.txt",13.6511178401951,300,300,0,0,67,29.75
"98",98,"1856_0021000.txt","1856_0019500.txt",31.6690904856215,298,300,-0.00671140939597315,0.00671140939597315,5,29.9
"99",99,"1856_0021300.txt","1856_0015300.txt",17.0829347325589,297,297,0,0,20,29.2
"100",100,"1856_0021600.txt","1856_0000001.txt",14.764062792557,299,298,0.00335570469798658,0.00335570469798658,72,29.6
"102",102,"1856_0021900.txt","1856_0012900.txt",15.0229872396019,300,300,0,0,30,30
"104",104,"1856_0022200.txt","1856_0011100.txt",11.8531005170284,300,300,0,0,37,34.1
"105",105,"1856_0022500.txt","1856_0019500.txt",25.0345237647454,300,300,0,0,10,32.8
"106",106,"1856_0022800.txt","1856_0022500.txt",38.9135698039822,300,300,0,0,1,31.9
"107",107,"1856_0023100.txt","1856_0022800.txt",19.5695772167064,300,300,0,0,1,32.35
"108",108,"1856_0023400.txt","1856_0014100.txt",13.1737356764724,300,300,0,0,31,33.25
"110",110,"1856_0023700.txt","1856_0021900.txt",17.6445126102689,300,300,0,0,6,34.15
"111",111,"1856_0024000.txt","1856_0018600.txt",27.1499162770031,300,298,0.00671140939597315,0.00671140939597315,18,34.2
"112",112,"1856_0024300.txt","1856_0023700.txt",20.5794441422172,297,300,-0.0101010101010101,0.0101010101010101,2,35.25
"114",114,"1856_0024600.txt","1856_0004800.txt",24.8810549217201,300,300,0,0,66,33.75
"115",115,"1856_0024900.txt","1856_0004800.txt",31.7912303899135,300,300,0,0,67,36.7
"116",116,"1856_0025200.txt","1856_0000300.txt",31.5494889422092,295,298,-0.0101694915254237,0.0101694915254237,83,36.3
"117",117,"1856_0025500.txt","1856_0015000.txt",27.2627242136224,300,296,0.0135135135135135,0.0135135135135135,35,35.9
"118",118,"1856_0025800.txt","1856_0025500.txt",31.1097341759032,299,300,-0.00334448160535117,0.00334448160535117,1,36.45
"119",119,"1856_0026100.txt","1856_0004500.txt",28.3666218708383,300,300,0,0,72,36.6
"121",121,"1856_0026400.txt","1856_0014100.txt",31.9623801547798,299,300,-0.00334448160535117,0.00334448160535117,41,35.35
"123",123,"1856_0026700.txt","1856_0001200.txt",31.0657956384287,299,300,-0.00334448160535117,0.00334448160535117,85,35.1
"124",124,"1856_0027000.txt","1856_0025200.txt",28.3464974722227,300,295,0.0169491525423729,0.0169491525423729,6,35
"125",125,"1856_0027300.txt","1856_0015000.txt",37.528572570013,296,296,0,0,41,34.95
"127",127,"1856_0027600.txt","1856_0015000.txt",28.6167502362554,300,296,0.0135135135135135,0.0135135135135135,42,31.75
"129",129,"1856_0027900.txt","1856_0001200.txt",24.4578016217122,300,300,0,0,89,32.55
"130",130,"1856_0028200.txt","1856_0019500.txt",10.9784587551058,300,300,0,0,29,28.45
"132",132,"1856_0028500.txt","1856_0027900.txt",17.9049407112115,300,300,0,0,2,29.55
"133",133,"1856_0028800.txt","1856_0025200.txt",32.9825606683166,300,295,0.0169491525423729,0.0169491525423729,12,29.55
"135",135,"1856_0029100.txt","1856_0027900.txt",23.718562878843,300,300,0,0,4,28.9
"136",136,"1856_0029400.txt","1856_0027600.txt",22.8737001199793,300,300,0,0,6,26.9
"138",138,"1856_0029700.txt","1856_0029400.txt",32.8757661070989,300,300,0,0,1,22.75
"139",139,"1856_0030000.txt","1856_0025200.txt",28.4620946548757,300,295,0.0169491525423729,0.0169491525423729,16,22.5
"141",141,"1856_0030300.txt","1856_0030000.txt",38.5787055328008,300,300,0,0,1,20.65
"143",143,"1856_0030600.txt","1856_0030000.txt",37.7816387059396,297,300,-0.0101010101010101,0.0101010101010101,2,18.75
"145",145,"1856_0030900.txt","1856_0006000.txt",22.0201351359771,300,300,0,0,83,17.7
"147",147,"1856_0031200.txt","1856_0030900.txt",27.2710817701798,297,300,-0.0101010101010101,0.0101010101010101,1,16.3
"148",148,"1856_0031500.txt","1856_0014400.txt",31.2688567334895,299,300,-0.00334448160535117,0.00334448160535117,57,18.9
"149",149,"1856_0031800.txt","1856_0031500.txt",34.5487707289332,297,299,-0.00673400673400673,0.00673400673400673,1,18.35
"150",150,"1856_0032100.txt","1856_0014400.txt",26.7868683561527,300,300,0,0,59,21.75
"151",151,"1856_0032400.txt","1856_0032100.txt",27.7499698983302,300,300,0,0,1,25.1
"152",152,"1856_0032700.txt","1856_0032100.txt",42.267372776652,300,300,0,0,2,25.35
"153",153,"1856_0033000.txt","1856_0032700.txt",37.1071790811648,300,300,0,0,1,24.6
"154",154,"1856_0033300.txt","1856_0032100.txt",41.8818336757829,300,300,0,0,4,26.4
"155",155,"1856_0033600.txt","1856_0032400.txt",36.3190107809549,300,300,0,0,4,28
"156",156,"1856_0033900.txt","1856_0013500.txt",31.3648597461373,297,300,-0.0101010101010101,0.0101010101010101,68,24.25
"158",158,"1856_0034200.txt","1856_0033900.txt",32.3068947270725,299,297,0.00673400673400673,0.00673400673400673,1,29.6
"159",159,"1856_0034500.txt","1856_0018300.txt",34.6106987024002,300,300,0,0,54,32.8
"160",160,"1856_0034800.txt","1856_0034500.txt",31.7071670869518,300,300,0,0,1,38.85
"162",162,"1856_0035100.txt","1856_0013500.txt",30.4532830898934,300,300,0,0,72,37.15
"163",163,"1856_0035400.txt","1856_0013500.txt",21.1412290652134,300,300,0,0,73,40.25
"165",165,"1856_0035700.txt","1856_0033900.txt",37.4282304026638,299,297,0.00673400673400673,0.00673400673400673,6,41.5
"166",166,"1856_0036000.txt","1856_0035700.txt",30.8668356487093,299,299,0,0,1,41.5
"168",168,"1856_0036300.txt","1856_0025200.txt",26.0925214283113,297,295,0.00677966101694915,0.00677966101694915,37,41.4
"169",169,"1856_0036600.txt","1856_0026400.txt",32.7977721571872,300,299,0.00334448160535117,0.00334448160535117,34,44.55
"170",170,"1856_0036900.txt","1856_0034500.txt",30.3488206153387,297,300,-0.0101010101010101,0.0101010101010101,8,41.5
"171",171,"1856_0037200.txt","1856_0004800.txt",38.831456973099,300,300,0,0,108,41.5
"173",173,"1856_0037500.txt","1856_0001200.txt",29.8647711899562,296,300,-0.0135135135135135,0.0135135135135135,121,42.05
"174",174,"1856_0037800.txt","1856_0001200.txt",37.3349242892464,300,300,0,0,122,42.05
"176",176,"1856_0038100.txt","1856_0030600.txt",20.5549870540824,297,297,0,0,25,40.25
"177",177,"1856_0038400.txt","1856_0019500.txt",25.340163429054,296,300,-0.0135135135135135,0.0135135135135135,63,37.2
"178",178,"1856_0038700.txt","1856_0030600.txt",36.050365203774,297,297,0,0,27,38.05
"179",179,"1856_0039000.txt","1856_0038700.txt",21.963099781675,300,297,0.0101010101010101,0.0101010101010101,1,38.05
"181",181,"1856_0039300.txt","1856_0038700.txt",43.6515069300318,297,297,0,0,2,36.25
"182",182,"1856_0039600.txt","1856_0019500.txt",21.3295974549516,300,300,0,0,67,41.55
"184",184,"1856_0039900.txt","1856_0037800.txt",39.4039083416197,295,300,-0.0169491525423729,0.0169491525423729,7,42.85
"185",185,"1856_0040200.txt","1856_0039900.txt",34.3292324366495,296,295,0.00338983050847458,0.00338983050847458,1,37.5
"186",186,"1856_0040500.txt","1856_0021000.txt",26.1626475501467,296,298,-0.00675675675675676,0.00675675675675676,65,31.5
"187",187,"1856_0040800.txt","1856_0040500.txt",29.4755316974498,300,296,0.0135135135135135,0.0135135135135135,1,32.35
"188",188,"1856_0041100.txt","1856_0030300.txt",24.5114012096581,297,300,-0.0101010101010101,0.0101010101010101,36,31.3
"189",189,"1856_0041400.txt","1856_0037800.txt",31.0611491790978,296,300,-0.0135135135135135,0.0135135135135135,12,35.5
"190",190,"1856_0041700.txt","1856_0034800.txt",36.5827369804096,300,300,0,0,23,35.5
"191",191,"1856_0042000.txt","1856_0041700.txt",29.2867935233049,296,300,-0.0135135135135135,0.0135135135135135,1,36.95
"192",192,"1856_0042300.txt","1856_0042000.txt",31.235677752471,297,296,0.00337837837837838,0.00337837837837838,1,44.35
"193",193,"1856_0042600.txt","1856_0000600.txt",25.6939078843817,299,300,-0.00334448160535117,0.00334448160535117,140,41.3
"194",194,"1856_0042900.txt","1856_0032700.txt",32.5872649975359,300,300,0,0,34,47.75
"195",195,"1856_0043200.txt","1856_0042900.txt",25.8440944857351,300,300,0,0,1,49.25
"196",196,"1856_0043500.txt","1856_0043200.txt",26.3456692198824,299,300,-0.00334448160535117,0.00334448160535117,1,52.95
"198",198,"1856_0043800.txt","1856_0002100.txt",44.5401387384322,300,300,0,0,139,52.95
"199",199,"1856_0044100.txt","1856_0042900.txt",25.684380957473,300,300,0,0,4,51.2
"200",200,"1856_0044400.txt","1856_0000300.txt",30.9749020572037,300,298,0.00671140939597315,0.00671140939597315,147,50.7
"202",202,"1856_0044700.txt","1856_0036600.txt",35.9584667294875,300,300,0,0,27,49.65
"203",203,"1856_0045000.txt","1856_0036000.txt",18.2105133102731,297,299,-0.00673400673400673,0.00673400673400673,30,51.15
"204",204,"1856_0045300.txt","1856_0000300.txt",25.9294154677697,300,298,0.00671140939597315,0.00671140939597315,150,53.9
"206",206,"1856_0045600.txt","1856_0043800.txt",27.2696013942547,296,300,-0.0135135135135135,0.0135135135135135,6,46.95
"208",208,"1856_0045900.txt","1856_0005100.txt",22.4196610033664,300,299,0.00334448160535117,0.00334448160535117,136,48.4
"210",210,"1856_0046200.txt","1856_0036900.txt",19.8998414938086,297,297,0,0,31,48.4
"211",211,"1856_0046500.txt","1856_0004800.txt",36.2132157194658,297,300,-0.0101010101010101,0.0101010101010101,139,48.85
"213",213,"1856_0046800.txt","1856_0046500.txt",41.2884164718102,296,297,-0.00337837837837838,0.00337837837837838,1,41.95
"214",214,"1856_0047100.txt","1856_0046800.txt",41.4692696840299,300,296,0.0135135135135135,0.0135135135135135,1,41.85
"215",215,"1856_0047400.txt","1856_0046800.txt",39.5620455045163,300,296,0.0135135135135135,0.0135135135135135,2,39.75
"217",217,"1856_0047700.txt","1856_0047100.txt",43.7720862572441,297,300,-0.0101010101010101,0.0101010101010101,2,38.45
"219",219,"1856_0048000.txt","1856_0038700.txt",34.615674471102,298,297,0.00336700336700337,0.00336700336700337,31,37.25
"221",221,"1856_0048300.txt","1856_0031500.txt",23.1124866595622,300,299,0.00334448160535117,0.00334448160535117,56,NA
"222",222,"1856_0048600.txt","1856_0048300.txt",29.3542835255838,300,300,0,0,1,NA
"223",223,"1856_0048900.txt","1856_0030000.txt",40.9730610088137,300,300,0,0,63,NA
"224",224,"1856_0049200.txt","1856_0048900.txt",43.1808785891861,296,300,-0.0135135135135135,0.0135135135135135,1,NA
"226",226,"1856_0049500.txt","1856_0046500.txt",39.0123838272089,300,297,0.0101010101010101,0.0101010101010101,10,NA
"227",227,"1856_0049800.txt","1856_0049500.txt",25.2691505237938,298,300,-0.00671140939597315,0.00671140939597315,1,NA
"228",228,"1856_0050100.txt","1856_0049500.txt",36.7763962787395,299,300,-0.00334448160535117,0.00334448160535117,2,NA
"229",229,"1856_0050400.txt","1856_0018900.txt",28.1123226291506,298,300,-0.00671140939597315,0.00671140939597315,105,NA
"231",231,"1856_0050700.txt","1856_0050400.txt",43.1605602798183,300,298,0.00671140939597315,0.00671140939597315,1,NA
"232",232,"1856_0051000.txt","1856_0049200.txt",44.381695547778,78,296,-2.79487179487179,2.79487179487179,6,NA
