"","X","source","target","weight","count.source","count.target","count.diff","abs.diff","page.diff","roll.mean"
"31",31,"1871_0006600.txt","1871_0004200.txt",12.0763173979113,300,300,0,0,8,8.95
"33",33,"1871_0006900.txt","1871_0002400.txt",15.3064845615542,300,300,0,0,15,9.65
"34",34,"1871_0007200.txt","1871_0006300.txt",13.5324348980185,300,300,0,0,3,10.55
"35",35,"1871_0007500.txt","1871_0005400.txt",10.8028304034296,300,300,0,0,7,10.5
"36",36,"1871_0007800.txt","1871_0006000.txt",15.1736435209535,300,300,0,0,6,11.55
"38",38,"1871_0008100.txt","1871_0001800.txt",23.3346364915645,300,300,0,0,21,12.05
"39",39,"1871_0008400.txt","1871_0005400.txt",19.3173051721243,300,300,0,0,10,12.6
"41",41,"1871_0008700.txt","1871_0005400.txt",19.1881498650635,300,300,0,0,11,13.8
"42",42,"1871_0009000.txt","1871_0004200.txt",26.1564980225038,300,300,0,0,16,14.95
"43",43,"1871_0009300.txt","1871_0003900.txt",21.7304921105442,300,298,0.00671140939597315,0.00671140939597315,18,15.9
"45",45,"1871_0009600.txt","1871_0004800.txt",11.6763351301111,300,300,0,0,16,17.5
"47",47,"1871_0009900.txt","1871_0004200.txt",23.6923086768112,300,300,0,0,19,18.1
"48",48,"1871_0010200.txt","1871_0002100.txt",24.903793240855,299,300,-0.00334448160535117,0.00334448160535117,27,18.8
"49",49,"1871_0010500.txt","1871_0008700.txt",12.6194683642296,300,300,0,0,6,20.45
"51",51,"1871_0010800.txt","1871_0004200.txt",15.5449077687843,300,300,0,0,22,21.4
"52",52,"1871_0011100.txt","1871_0004500.txt",17.2410815254927,300,300,0,0,22,20.4
"54",54,"1871_0011400.txt","1871_0005400.txt",16.6691745991156,300,300,0,0,20,21.6
"56",56,"1871_0011700.txt","1871_0004200.txt",18.4912387781593,300,300,0,0,25,22.15
"58",58,"1871_0012000.txt","1871_0004200.txt",12.5717400358642,300,300,0,0,26,22.5
"60",60,"1871_0012300.txt","1871_0006300.txt",9.89127730963118,300,300,0,0,20,23.25
"61",61,"1871_0012600.txt","1871_0000600.txt",11.2320350556351,300,300,0,0,40,24.25
"63",63,"1871_0012900.txt","1871_0004800.txt",17.9529747612223,300,300,0,0,27,24.5
"64",64,"1871_0013200.txt","1871_0008100.txt",20.5272635889569,300,300,0,0,17,25.4
"65",65,"1871_0013500.txt","1871_0001500.txt",13.0249790080453,299,300,-0.00334448160535117,0.00334448160535117,40,27
"67",67,"1871_0013800.txt","1871_0006300.txt",18.794488097999,300,300,0,0,25,27.95
"68",68,"1871_0014100.txt","1871_0013800.txt",23.7171277956594,299,300,-0.00334448160535117,0.00334448160535117,1,29.35
"69",69,"1871_0014400.txt","1871_0004200.txt",12.1582032243139,300,300,0,0,34,30.85
"70",70,"1871_0014700.txt","1871_0008100.txt",19.6126163591434,300,300,0,0,22,31.65
"71",71,"1871_0015000.txt","1871_0008100.txt",21.3057277421497,300,300,0,0,23,32.45
"72",72,"1871_0015300.txt","1871_0005400.txt",13.9116901487803,300,300,0,0,33,33.6
"73",73,"1871_0015600.txt","1871_0004800.txt",12.344297759481,300,300,0,0,36,34.25
"75",75,"1871_0015900.txt","1871_0008700.txt",12.4270408199044,300,300,0,0,24,35.3
"76",76,"1871_0016200.txt","1871_0002700.txt",21.1864480166887,300,300,0,0,45,34.7
"78",78,"1871_0016500.txt","1871_0005100.txt",16.3375576031991,300,299,0.00334448160535117,0.00334448160535117,38,34.9
"79",79,"1871_0016800.txt","1871_0004500.txt",19.579877953924,300,300,0,0,41,33.7
"81",81,"1871_0017100.txt","1871_0002100.txt",30.8724172747385,299,300,-0.00334448160535117,0.00334448160535117,50,33.85
"82",82,"1871_0017400.txt","1871_0002400.txt",25.9024827911534,300,300,0,0,50,32.3
"83",83,"1871_0017700.txt","1871_0005400.txt",31.5232479214454,300,300,0,0,41,33.75
"84",84,"1871_0018000.txt","1871_0005400.txt",36.0279352683114,300,300,0,0,42,32.85
"85",85,"1871_0018300.txt","1871_0005400.txt",27.6693035159127,300,300,0,0,43,34.1
"87",87,"1871_0018600.txt","1871_0002700.txt",24.306781796127,298,300,-0.00671140939597315,0.00671140939597315,53,32.95
"88",88,"1871_0018900.txt","1871_0004500.txt",21.2517050715857,300,300,0,0,48,32.2
"89",89,"1871_0019200.txt","1871_0017700.txt",29.3986875068831,300,300,0,0,5,30.5
"91",91,"1871_0019500.txt","1871_0006300.txt",23.8607239790343,300,300,0,0,44,29.2
"92",92,"1871_0019800.txt","1871_0019500.txt",33.2481209541681,300,300,0,0,1,27.8
"94",94,"1871_0020100.txt","1871_0018900.txt",27.7852503672355,300,300,0,0,4,26.3
"95",95,"1871_0020400.txt","1871_0019500.txt",33.9622385667643,300,300,0,0,3,24.85
"96",96,"1871_0020700.txt","1871_0005400.txt",32.1910643670491,300,300,0,0,51,26.7
"98",98,"1871_0021000.txt","1871_0019500.txt",32.4388966852279,300,300,0,0,5,28.35
"99",99,"1871_0021300.txt","1871_0003900.txt",30.0763061757033,300,298,0.00671140939597315,0.00671140939597315,58,29.85
"100",100,"1871_0021600.txt","1871_0017700.txt",28.1091134275982,300,300,0,0,13,27.25
"102",102,"1871_0021900.txt","1871_0019200.txt",25.0059629127605,300,300,0,0,9,24.95
"104",104,"1871_0022200.txt","1871_0018900.txt",22.8979325784294,300,300,0,0,11,28.65
"106",106,"1871_0022500.txt","1871_0018900.txt",37.3325220453055,300,300,0,0,12,26.65
"108",108,"1871_0022800.txt","1871_0018900.txt",20.2376602347216,300,300,0,0,13,28.05
"109",109,"1871_0023100.txt","1871_0017100.txt",29.9687525603547,300,299,0.00334448160535117,0.00334448160535117,20,28.2
"110",110,"1871_0023400.txt","1871_0017100.txt",23.1077421873048,299,299,0,0,21,31.75
"111",111,"1871_0023700.txt","1871_0000300.txt",18.6243069976193,299,300,-0.00334448160535117,0.00334448160535117,78,29.5
"112",112,"1871_0024000.txt","1871_0001500.txt",29.4108776704654,300,300,0,0,75,29.3
"113",113,"1871_0024300.txt","1871_0002400.txt",35.703106538641,300,300,0,0,73,28.5
"115",115,"1871_0024600.txt","1871_0024300.txt",34.4303246778076,300,300,0,0,1,27.95
"116",116,"1871_0024900.txt","1871_0024300.txt",24.0434541099177,300,300,0,0,2,31.75
"118",118,"1871_0025200.txt","1871_0001500.txt",31.032218232398,300,300,0,0,79,31.4
"119",119,"1871_0025500.txt","1871_0024300.txt",35.5516078019829,300,300,0,0,4,32.7
"120",120,"1871_0025800.txt","1871_0017100.txt",23.6131373153913,300,299,0.00334448160535117,0.00334448160535117,29,35.1
"121",121,"1871_0026100.txt","1871_0024000.txt",34.970535511243,300,300,0,0,7,34.2
"122",122,"1871_0026400.txt","1871_0004200.txt",31.3313767582903,300,300,0,0,74,37.45
"123",123,"1871_0026700.txt","1871_0024900.txt",30.3448278678974,300,300,0,0,6,35.5
"124",124,"1871_0027000.txt","1871_0026700.txt",39.3703443634057,300,300,0,0,1,31.9
"125",125,"1871_0027300.txt","1871_0014700.txt",22.0138368650204,300,300,0,0,42,29.95
"126",126,"1871_0027600.txt","1871_0027000.txt",28.2492137499392,300,300,0,0,2,30.05
"127",127,"1871_0027900.txt","1871_0002400.txt",28.7540829992957,300,300,0,0,85,30.35
"128",128,"1871_0028200.txt","1871_0027000.txt",33.0716147261575,300,300,0,0,4,28
"130",130,"1871_0028500.txt","1871_0017100.txt",25.1115966836129,300,299,0.00334448160535117,0.00334448160535117,38,31.7
"131",131,"1871_0028800.txt","1871_0010500.txt",23.4634700012677,300,300,0,0,61,34.65
"132",132,"1871_0029100.txt","1871_0028500.txt",14.9425337827046,300,300,0,0,2,35.85
"133",133,"1871_0029400.txt","1871_0003600.txt",8.01118051717431,300,299,0.00334448160535117,0.00334448160535117,86,34.7
"134",134,"1871_0029700.txt","1871_0018000.txt",15.3773973415364,300,300,0,0,39,35.35
"135",135,"1871_0030000.txt","1871_0029100.txt",14.3567262462879,299,300,-0.00334448160535117,0.00334448160535117,3,37.95
"136",136,"1871_0030300.txt","1871_0020100.txt",12.0573202856017,300,300,0,0,34,38
"137",137,"1871_0030600.txt","1871_0029700.txt",11.7879624189307,300,300,0,0,3,37.95
"138",138,"1871_0030900.txt","1871_0028500.txt",10.1284990926315,300,300,0,0,8,35.25
"139",139,"1871_0031200.txt","1871_0021600.txt",14.4192318312654,295,300,-0.0169491525423729,0.0169491525423729,32,37.9
"140",140,"1871_0031500.txt","1871_0008100.txt",15.6905600915434,300,300,0,0,78,36.25
"141",141,"1871_0031800.txt","1871_0005400.txt",13.8479746801889,300,300,0,0,88,33.25
"142",142,"1871_0032100.txt","1871_0022800.txt",14.2227820668816,300,300,0,0,31,35.4
"143",143,"1871_0032400.txt","1871_0017100.txt",21.6497422699434,300,299,0.00334448160535117,0.00334448160535117,51,31.15
"144",144,"1871_0032700.txt","1871_0027000.txt",21.6990804468731,300,300,0,0,19,29.25
"145",145,"1871_0033000.txt","1871_0017100.txt",32.034414603468,299,299,0,0,53,29.2
"146",146,"1871_0033300.txt","1871_0020400.txt",31.8040909325552,300,300,0,0,43,27.65
"148",148,"1871_0033600.txt","1871_0033300.txt",35.5975929968341,300,300,0,0,1,27.6
"149",149,"1871_0033900.txt","1871_0024600.txt",23.4986375660251,300,300,0,0,31,29.3
"150",150,"1871_0034200.txt","1871_0017100.txt",19.5485393421408,300,299,0.00334448160535117,0.00334448160535117,57,29.65
"151",151,"1871_0034500.txt","1871_0033000.txt",33.21633564747,300,299,0.00334448160535117,0.00334448160535117,5,25.8
"153",153,"1871_0034800.txt","1871_0034500.txt",17.1931405094704,300,300,0,0,1,21.55
"155",155,"1871_0035100.txt","1871_0021600.txt",21.2107473365362,300,300,0,0,45,20.05
"156",156,"1871_0035400.txt","1871_0035100.txt",32.6602215382656,300,300,0,0,1,19.85
"157",157,"1871_0035700.txt","1871_0035400.txt",42.2653706545797,300,300,0,0,1,24.45
"158",158,"1871_0036000.txt","1871_0035400.txt",25.9598874901478,300,300,0,0,2,27.4
"159",159,"1871_0036300.txt","1871_0035400.txt",40.9563903077759,300,300,0,0,3,31.5
"160",160,"1871_0036600.txt","1871_0036000.txt",38.7711762386363,299,300,-0.00334448160535117,0.00334448160535117,2,31.6
"162",162,"1871_0036900.txt","1871_0024300.txt",29.0720477040383,300,300,0,0,42,33.85
"164",164,"1871_0037200.txt","1871_0025500.txt",31.7124694912742,300,300,0,0,39,37.35
"165",165,"1871_0037500.txt","1871_0037200.txt",32.7551246454274,299,300,-0.00334448160535117,0.00334448160535117,1,43.05
"166",166,"1871_0037800.txt","1871_0036900.txt",21.9339610872719,300,300,0,0,3,45.45
"167",167,"1871_0038100.txt","1871_0037800.txt",38.2786417663413,300,300,0,0,1,45.95
"168",168,"1871_0038400.txt","1871_0024300.txt",25.6407098768052,299,300,-0.00334448160535117,0.00334448160535117,47,49.35
"170",170,"1871_0038700.txt","1871_0005400.txt",29.865172038399,300,300,0,0,111,55.2
"171",171,"1871_0039000.txt","1871_0005400.txt",32.0775572078405,300,300,0,0,112,61.7
"173",173,"1871_0039300.txt","1871_0001800.txt",28.8651798992539,300,300,0,0,125,67.85
"175",175,"1871_0039600.txt","1871_0038700.txt",27.2136225563987,300,300,0,0,3,71.25
"177",177,"1871_0039900.txt","1871_0017100.txt",11.4925342771273,300,299,0.00334448160535117,0.00334448160535117,76,76
"178",178,"1871_0040200.txt","1871_0002100.txt",16.1793196237272,299,300,-0.00334448160535117,0.00334448160535117,127,78.55
"179",179,"1871_0040500.txt","1871_0004800.txt",23.1495978027743,300,300,0,0,119,85.35
"181",181,"1871_0040800.txt","1871_0026100.txt",29.5442203174703,300,300,0,0,49,85.35
"182",182,"1871_0041100.txt","1871_0024600.txt",26.7937496340398,300,300,0,0,55,85.35
"183",183,"1871_0041400.txt","1871_0020700.txt",23.1867289799871,298,300,-0.00671140939597315,0.00671140939597315,69,83.05
"185",185,"1871_0041700.txt","1871_0006300.txt",30.6993282950698,300,300,0,0,118,80.5
"187",187,"1871_0042000.txt","1871_0002400.txt",21.6586925380022,300,300,0,0,132,78.15
"189",189,"1871_0042300.txt","1871_0004500.txt",29.5131199197775,300,300,0,0,126,74.5
"191",191,"1871_0042600.txt","1871_0021600.txt",29.7909361027702,300,300,0,0,70,77.9
"192",192,"1871_0042900.txt","1871_0001800.txt",25.9129999379643,300,300,0,0,137,78.9
"193",193,"1871_0043200.txt","1871_0016200.txt",26.1847777814115,300,300,0,0,90,72.6
"194",194,"1871_0043500.txt","1871_0002400.txt",30.6729897752401,300,300,0,0,137,70.4
"195",195,"1871_0043800.txt","1871_0042900.txt",37.31927342596,300,300,0,0,3,68.8
"196",196,"1871_0044100.txt","1871_0043800.txt",22.6509839957741,298,300,-0.00671140939597315,0.00671140939597315,1,68.6
"197",197,"1871_0044400.txt","1871_0044100.txt",24.7574114955846,300,298,0.00671140939597315,0.00671140939597315,1,69.05
"198",198,"1871_0044700.txt","1871_0026700.txt",16.7203375345661,299,300,-0.00334448160535117,0.00334448160535117,60,67.5
"199",199,"1871_0045000.txt","1871_0025500.txt",19.8611344727286,300,300,0,0,65,65.5
"200",200,"1871_0045300.txt","1871_0029700.txt",20.5202897237783,300,300,0,0,52,66.5
"201",201,"1871_0045600.txt","1871_0024300.txt",22.9074690112213,299,300,-0.00334448160535117,0.00334448160535117,71,70.05
"202",202,"1871_0045900.txt","1871_0017100.txt",22.8027094507957,300,299,0.00334448160535117,0.00334448160535117,96,70.9
"204",204,"1871_0046200.txt","1871_0045900.txt",33.1907440978695,299,300,-0.00334448160535117,0.00334448160535117,1,68.45
"205",205,"1871_0046500.txt","1871_0024000.txt",26.4331956060864,300,300,0,0,75,61.7
"207",207,"1871_0046800.txt","1871_0041700.txt",22.8295179015023,300,300,0,0,17,61.6
"208",208,"1871_0047100.txt","1871_0031800.txt",20.493324850199,300,300,0,0,51,63.65
"209",209,"1871_0047400.txt","1871_0024000.txt",32.3073882160011,300,300,0,0,78,71.55
"210",210,"1871_0047700.txt","1871_0021600.txt",26.1596594678754,300,300,0,0,87,70.8
"211",211,"1871_0048000.txt","1871_0020400.txt",22.0602782681538,300,300,0,0,92,71.4
"212",212,"1871_0048300.txt","1871_0004500.txt",16.3038071775857,300,300,0,0,146,76
"213",213,"1871_0048600.txt","1871_0006300.txt",22.0345345361393,299,300,-0.00334448160535117,0.00334448160535117,141,72.7
"214",214,"1871_0048900.txt","1871_0002700.txt",24.6812044930033,300,300,0,0,154,70.8
"216",216,"1871_0049200.txt","1871_0036900.txt",28.4134169195826,300,300,0,0,41,70.8
"217",217,"1871_0049500.txt","1871_0048900.txt",34.6307295540992,300,300,0,0,2,71.7
"218",218,"1871_0049800.txt","1871_0049500.txt",30.0212046754326,299,300,-0.00334448160535117,0.00334448160535117,1,72.35
"219",219,"1871_0050100.txt","1871_0037500.txt",27.9731404493286,300,299,0.00334448160535117,0.00334448160535117,42,69.85
"220",220,"1871_0050400.txt","1871_0002700.txt",24.9719585337546,300,300,0,0,159,66.55
"221",221,"1871_0050700.txt","1871_0037200.txt",13.4948807397187,300,300,0,0,45,62.25
"222",222,"1871_0051000.txt","1871_0027900.txt",14.4614083229042,300,300,0,0,77,57.7
"223",223,"1871_0051300.txt","1871_0008100.txt",28.9987612457614,300,300,0,0,144,50.45
"224",224,"1871_0051600.txt","1871_0050100.txt",24.6991696856967,300,300,0,0,5,52.2
"225",225,"1871_0051900.txt","1871_0034500.txt",26.3651830259893,300,300,0,0,58,44.55
"226",226,"1871_0052200.txt","1871_0051900.txt",25.3327633500601,300,300,0,0,1,42.6
"228",228,"1871_0052500.txt","1871_0024600.txt",31.3992343176703,300,300,0,0,93,43.55
"229",229,"1871_0052800.txt","1871_0043800.txt",37.0987509036754,300,300,0,0,30,43.9
"230",230,"1871_0053100.txt","1871_0052800.txt",43.121015924078,300,300,0,0,1,46.8
"231",231,"1871_0053400.txt","1871_0049800.txt",31.5841024633808,300,299,0.00334448160535117,0.00334448160535117,12,38.9
"233",233,"1871_0053700.txt","1871_0053400.txt",23.0749753338267,300,300,0,0,1,41.4
"234",234,"1871_0054000.txt","1871_0053700.txt",29.7494983299061,300,300,0,0,1,41.15
"235",235,"1871_0054300.txt","1871_0054000.txt",32.5655526892563,300,300,0,0,1,36.25
"236",236,"1871_0054600.txt","1871_0001800.txt",25.8777966339253,300,300,0,0,176,37
"237",237,"1871_0054900.txt","1871_0054600.txt",29.5907500002121,300,300,0,0,1,34.15
"238",238,"1871_0055200.txt","1871_0054600.txt",36.27660746259,300,300,0,0,2,34.15
"239",239,"1871_0055500.txt","1871_0049200.txt",25.7513162538687,300,300,0,0,21,29.6
"240",240,"1871_0055800.txt","1871_0053400.txt",25.2495702228327,300,300,0,0,8,28.15
"241",241,"1871_0056100.txt","1871_0026100.txt",24.6267658477563,300,300,0,0,100,28.2
"243",243,"1871_0056400.txt","1871_0056100.txt",23.6340936025741,300,300,0,0,1,37.4
"244",244,"1871_0056700.txt","1871_0028200.txt",26.5561033034623,300,300,0,0,95,41.1
"245",245,"1871_0057000.txt","1871_0035400.txt",32.7665625321902,300,300,0,0,72,50.15
"246",246,"1871_0057300.txt","1871_0043500.txt",23.2669923850593,300,300,0,0,46,55.5
"247",247,"1871_0057600.txt","1871_0051600.txt",26.6522353340426,300,300,0,0,20,55.95
"248",248,"1871_0057900.txt","1871_0057600.txt",36.303965760814,300,300,0,0,1,57.3
"249",249,"1871_0058200.txt","1871_0057900.txt",29.5774445585022,300,300,0,0,1,59.4
"251",251,"1871_0058500.txt","1871_0057900.txt",40.1875600909619,300,300,0,0,2,67.85
"252",252,"1871_0058800.txt","1871_0058500.txt",40.1594752695873,299,300,-0.00334448160535117,0.00334448160535117,1,73.55
"253",253,"1871_0059100.txt","1871_0058500.txt",39.666781863521,300,300,0,0,2,73.05
"255",255,"1871_0059400.txt","1871_0000600.txt",19.4021655304388,299,300,-0.00334448160535117,0.00334448160535117,196,83.05
"257",257,"1871_0059700.txt","1871_0037200.txt",22.3337904046895,300,300,0,0,75,84.85
"258",258,"1871_0060000.txt","1871_0005400.txt",26.0166501723765,300,300,0,0,182,91.3
"259",259,"1871_0060300.txt","1871_0027900.txt",24.249662421275,300,300,0,0,108,89.05
"261",261,"1871_0060600.txt","1871_0005100.txt",16.8303257979801,300,299,0.00334448160535117,0.00334448160535117,185,NA
"262",262,"1871_0060900.txt","1871_0052500.txt",31.4470485569806,300,300,0,0,28,NA
"263",263,"1871_0061200.txt","1871_0048000.txt",28.9684693594626,300,300,0,0,44,NA
"265",265,"1871_0061500.txt","1871_0004500.txt",20.293565409388,300,300,0,0,190,NA
"267",267,"1871_0061800.txt","1871_0025200.txt",24.4004043992788,300,300,0,0,122,NA
"268",268,"1871_0062100.txt","1871_0035100.txt",24.5657961482526,300,300,0,0,90,NA
"270",270,"1871_0062400.txt","1871_0002100.txt",33.4155621032699,300,300,0,0,201,NA
"271",271,"1871_0062700.txt","1871_0023400.txt",27.204985935144,300,299,0.00334448160535117,0.00334448160535117,131,NA
"273",273,"1871_0063000.txt","1871_0002700.txt",33.1808308537827,300,300,0,0,201,NA
"275",275,"1871_0063300.txt","1871_0063000.txt",38.6370594141606,349,300,0.163333333333333,0.163333333333333,1,NA
