word,count.a,count.b,med.a,med.b,p,diff
pleas,986,1018,0.000657007,0.0003677148,6.81861544782515e-06,0.0002892923
oh,1009,962,0.0004688414,0.0001807502,0.0003164515,0.0002880912
fanci,903,819,0.0005608779,0.0002745808,9.30650412417886e-07,0.0002862971
glad,898,673,0.0005265017,0.0002410184,1.14654626781738e-08,0.0002854833
sure,1510,1429,0.000897353,0.0006121419,0.000106161,0.0002852111
kiss,809,684,0.0004619407,0.0001769906,6.91349374910011e-07,0.0002849501
sometim,850,676,0.0005570635,0.0002739509,2.01717275075077e-08,0.0002831125
often,1192,1097,0.0007651339,0.0004852576,3.78575670622699e-06,0.0002798762
dread,851,535,0.0004885648,0.0002122254,1.20637462574459e-08,0.0002763394
sens,951,833,0.0005716503,0.0003020501,2.78627354008474e-07,0.0002696001
determin,909,967,0.0006304912,0.00036292,0.0001810819,0.0002675712
faint,674,432,0.0003723081,0.0001060199,1.57831362604993e-11,0.0002662882
possibl,1325,1297,0.0008091152,0.0005435895,8.15649863658573e-05,0.0002655257
expect,1296,1243,0.0008175901,0.0005533465,2.21419821913042e-05,0.0002642435
sweet,779,705,0.0004447513,0.0001821723,1.23513039042571e-07,0.000262579
tri,1474,1097,0.0006809664,0.0004201564,3.63423124490779e-05,0.0002608099
dress,948,662,0.0005191283,0.0002599683,1.55371855106831e-08,0.00025916
chair,717,737,0.0004391576,0.0001805544,4.02970885035962e-05,0.0002586033
perfect,814,858,0.0005394146,0.0002819064,0.0004347664,0.0002575082
marriag,546,455,0.0003193603,6.2623006220433e-05,2.22250646461087e-07,0.0002567373
carriag,731,484,0.0003325912,7.80411847409531e-05,1.35688188048204e-08,0.00025455
attent,1150,1138,0.0007216462,0.0004712619,8.58342719561703e-06,0.0002503842
watch,1304,1229,0.0007722257,0.0005244405,0.0001337272,0.0002477851
pale,671,787,0.0004381593,0.0001907331,0.0001007252,0.0002474262
blush,568,493,0.0003237512,7.78016942267076e-05,3.93345353901351e-10,0.0002459495
gentl,892,815,0.0005246012,0.0002797465,2.52190272321655e-06,0.0002448547
piti,630,390,0.000378375,0.0001357959,7.08020912494889e-10,0.000242579
anxious,851,701,0.0005174902,0.0002755782,3.39935523398152e-07,0.0002419121
conscious,790,601,0.0004235368,0.0001818471,4.7222361196576e-05,0.0002416898
book,680,634,0.0003985359,0.0001569806,1.70255996443102e-07,0.0002415553
promis,1012,982,0.0006759159,0.0004345625,1.9423169637265e-06,0.0002413534
distress,606,282,0.0002677775,2.65717170643567e-05,6.50787413140884e-11,0.0002412058
flower,443,265,0.0002383935,0,2.07602267916558e-11,0.0002383935
gave,1592,1912,0.0010680457,0.0008317427,0.0001300864,0.000236303
express,1845,1926,0.0011260455,0.0008916442,0.0003779242,0.0002344013
rest,1260,1267,0.0008051827,0.0005740654,3.93805802568637e-05,0.0002311172
charm,572,416,0.0003340727,0.000103805,3.61329747334828e-10,0.0002302677
sooth,445,205,0.0002264528,0,6.1192225095896e-14,0.0002264528
quiet,1093,962,0.0005915572,0.0003655324,0.0004514013,0.0002260248
suffer,1177,948,0.0006410768,0.0004153594,0.0003001944,0.0002257175
world,1198,1602,0.0008492693,0.0006255546,0.0010724968,0.0002237147
imagin,832,654,0.0004658864,0.0002449038,6.27522037523e-05,0.0002209826
ill,665,466,0.0003700942,0.0001502695,5.62033477746257e-10,0.0002198247
interest,1403,1601,0.0008528337,0.0006413253,0.0070122305,0.0002115083
notic,707,598,0.0004508697,0.0002396142,6.78813626691669e-06,0.0002112554
bright,652,575,0.0003864117,0.0001791182,1.52177141255699e-05,0.0002072935
chang,1253,1238,0.0007592123,0.0005530392,9.10562831087069e-06,0.0002061731
week,723,633,0.0004326368,0.0002266651,1.39732400341304e-08,0.0002059717
spirit,1381,1398,0.0008298254,0.0006240952,0.0038899801,0.0002057302
alon,1367,1314,0.0008067445,0.0006025645,0.0001501385,0.00020418
plan,565,470,0.0003386354,0.0001353955,2.29274784179726e-06,0.0002032399
agit,578,492,0.0003121835,0.0001099357,2.79290314492755e-05,0.0002022478
play,783,988,0.0005209301,0.0003194925,0.0011965915,0.0002014376
sick,487,341,0.0002645019,6.55851797563252e-05,2.31457926257125e-10,0.0001989167
sorrow,739,514,0.000381391,0.000182872,2.70274948324974e-07,0.0001985191
ca,389,406,0.0001983553,0,0.0021006842,0.0001983553
wait,1108,1136,0.0006607077,0.0004628569,0.0002018323,0.0001978508
usual,926,997,0.0006260214,0.0004290051,0.0038516037,0.0001970163
lip,1064,1280,0.0005848015,0.0003888148,0.001775124,0.0001959868
grief,449,310,0.000195725,0,2.45651935747882e-06,0.000195725
longer,857,797,0.0004951923,0.0003003456,6.07567779652758e-05,0.0001948466
cold,778,986,0.0005146979,0.0003199425,0.0008052337,0.0001947555
visit,1180,1250,0.0007296825,0.0005349485,0.0008722262,0.0001947341
sleep,646,676,0.0004391576,0.0002451947,2.82088063803387e-05,0.000193963
glow,349,279,0.0001939239,0,1.12796790262515e-07,0.0001939239
sake,446,351,0.0002884064,9.54660759089184e-05,8.27520677575687e-08,0.0001929403
sigh,677,554,0.0003357562,0.000144222,3.83016186695375e-07,0.0001915342
clasp,362,299,0.0001910911,0,2.50307750435797e-06,0.0001910911
futur,593,472,0.0003723081,0.0001815708,3.33488442652911e-07,0.0001907372
spoke,1252,1400,0.0007663855,0.0005758768,0.0020539637,0.0001905087
help,947,871,0.0005106133,0.0003201883,5.92240873742806e-05,0.000190425
mistress,373,425,0.0001890317,0,2.53042671547173e-06,0.0001890317
trembl,815,689,0.0003579107,0.0001691679,6.58124739484003e-06,0.0001887428
earnest,783,780,0.0005035887,0.0003161594,0.0001098646,0.0001874293
hastili,516,341,0.0002763604,9.1324789662023e-05,6.89695711994303e-10,0.0001850356
last,2699,3192,0.0017326329,0.0015491792,0.0061596267,0.0001834537
tast,481,362,0.0002796252,9.62025035769146e-05,8.95933970130399e-09,0.0001834227
pictur,530,446,0.0002835337,0.0001001967,1.20478933994796e-05,0.000183337
someth,1604,1756,0.0010310999,0.0008489062,0.0038257172,0.0001821937
yes,1075,1237,0.0005927606,0.0004116627,0.0033772444,0.000181098
breakfast,350,390,0.0002496454,6.86554440734595e-05,6.0555089676774e-06,0.00018099
danc,467,299,0.000179152,0,7.1133761437867e-07,0.000179152
calm,671,809,0.0004531338,0.0002754712,0.0001145694,0.0001776626
believ,1653,1916,0.0010004135,0.0008235711,0.0010101522,0.0001768424
arrang,580,587,0.0004004879,0.0002239898,6.90940818823033e-06,0.0001764981
earli,633,627,0.0004001975,0.0002240183,6.67309694379268e-06,0.0001761791
daughter,794,1032,0.0004988535,0.0003230857,0.0065977167,0.0001757678
hair,762,694,0.0003693773,0.0001950104,0.0017086747,0.0001743669
fix,728,721,0.0004552501,0.0002829856,0.0002572349,0.0001722645
fond,495,447,0.0002735479,0.0001039407,1.15750774211355e-08,0.0001696072
cousin,773,664,0.0001693602,0,0.0001588928,0.0001693602
convinc,529,331,0.0002654344,9.68195311311843e-05,1.98008769661899e-07,0.0001686149
dare,613,616,0.0004088361,0.0002413057,4.88389982458168e-06,0.0001675304
garden,407,440,0.0001662294,0,5.94180414177059e-05,0.0001662294
grace,1532,620,0.0003327698,0.0001675755,8.47750691506331e-06,0.0001651943
disappoint,615,400,0.0003079982,0.000145761,2.33598819368944e-06,0.0001622373
children,589,518,0.0002930983,0.0001318565,1.26394274361995e-06,0.0001612418
meant,472,318,0.0002207233,6.02979107993682e-05,9.29590455704628e-06,0.0001604254
pretti,595,620,0.0003335933,0.0001732453,0.0003918574,0.000160348
concern,804,613,0.0003819689,0.0002218156,0.0098143795,0.0001601533
els,560,537,0.0003562806,0.00019626,3.26594485630673e-06,0.0001600206
besid,799,871,0.0004981152,0.0003387042,0.0067488858,0.000159411
embarrass,332,307,0.0001564846,0,0.000486647,0.0001564846
left,2150,2718,0.0014867404,0.0013312946,0.0038008675,0.0001554458
dinner,464,624,0.0002404526,8.65935764248462e-05,0.0009215342,0.000153859
servant,630,703,0.0003637555,0.0002103738,0.0086087053,0.0001533816
improv,285,194,0.000152674,0,2.87932048640206e-06,0.000152674
uncl,864,941,0.000152674,0,0.0006035229,0.000152674
regret,476,329,0.0002506484,9.83401381660087e-05,8.23406494332667e-07,0.0001523082
accept,485,513,0.0003051829,0.0001532621,0.0003740883,0.0001519209
daili,256,216,0.000151862,0,2.88553392534606e-06,0.000151862
forget,581,567,0.0003696883,0.0002188472,0.0008724355,0.0001508411
warm,518,572,0.0003321972,0.0001823839,7.20111810519395e-05,0.0001498134
sob,401,191,0.0001493498,0,6.25661812721539e-13,0.0001493498
timid,275,220,0.0001491327,0,1.0785345742669e-05,0.0001491327
spent,263,239,0.0001482168,0,1.39665983569912e-05,0.0001482168
rous,332,206,0.0001481791,0,2.33075987324745e-05,0.0001481791
vain,576,508,0.000334484,0.0001870298,7.98096828283788e-05,0.0001474542
curios,416,350,0.0002299766,8.27318681707076e-05,1.16888041579171e-05,0.0001472447
wife,1078,1418,0.000467666,0.000321177,0.0006982294,0.000146489
mental,243,169,0.0001452267,0,1.11589775332123e-08,0.0001452267
lest,345,238,0.0001629135,1.86943842069842e-05,0.0001539788,0.0001442192
recollect,792,562,0.0003074361,0.0001646093,0.0007712663,0.0001428267
enjoy,542,441,0.0002730019,0.0001311038,2.01885104012325e-05,0.0001418981
sad,657,696,0.0003513261,0.0002096359,0.0011425172,0.0001416902
awaken,382,262,0.0001407332,0,8.47121228796778e-05,0.0001407332
weep,300,188,0.0001384582,0,2.16954875287146e-06,0.0001384582
eleg,249,166,0.0001378024,0,6.42258769789911e-11,0.0001378024
fault,270,232,0.0001378024,0,0.0001408363,0.0001378024
afternoon,328,310,0.0001912507,5.38503168770977e-05,0.000168038,0.0001374004
endur,325,268,0.0001830943,4.58418863371399e-05,4.19325748535438e-05,0.0001372524
unusu,298,198,0.0001372228,0,5.04275160648455e-06,0.0001372228
gay,263,230,0.0001372131,0,5.46100057938714e-05,0.0001372131
anxieti,542,400,0.0002403084,0.0001032319,2.87269477328921e-05,0.0001370765
mourn,379,215,0.0001369033,0,1.21809133862648e-06,0.0001369033
chamber,756,612,0.0002089176,7.34801374205967e-05,0.004561336,0.0001354375
health,426,328,0.00023198,9.84563694998109e-05,6.01419630693494e-07,0.0001335237
wretch,243,305,0.0001334962,0,0.0083833438,0.0001334962
prefer,422,289,0.000220583,8.86431048120102e-05,7.34144462620762e-07,0.0001319399
visitor,251,196,0.0001319291,0,1.03862355771676e-06,0.0001319291
given,940,1156,0.0006719612,0.0005402831,0.0048317694,0.0001316781
attend,728,842,0.0004355523,0.0003051655,0.003222584,0.0001303868
summer,239,259,0.0001299314,0,0.0005618611,0.0001299314
music,387,323,0.0001476681,1.79134422470622e-05,0.0013081582,0.0001297546
winter,248,193,0.0001286944,0,3.13549317052894e-06,0.0001286944
bless,518,490,0.000287242,0.0001594377,2.89984131045211e-05,0.0001278043
tea,304,225,0.0001268536,0,5.1025467238493e-07,0.0001268536
assur,716,815,0.0004810941,0.0003543111,0.0090361815,0.000126783
knew,2436,2489,0.0012220599,0.0010954183,0.0059818877,0.0001266415
emot,830,641,0.0003390887,0.0002124891,0.0001388797,0.0001265996
cheer,578,645,0.0003561605,0.0002298886,0.0004100165,0.0001262719
silent,971,989,0.0005056155,0.0003798709,0.0016280923,0.0001257446
contrast,217,190,0.0001256007,0,0.0001031417,0.0001256007
decis,249,210,0.0001255901,0,0.0003673123,0.0001255901
sympathi,450,396,0.000220583,9.51791853589383e-05,2.67771623446441e-05,0.0001254039
finish,444,424,0.00030089,0.0001770835,2.28959250505183e-05,0.0001238065
delic,286,283,0.0001805501,5.6889895539397e-05,0.0001649468,0.0001236602
live,1276,1500,0.0008876898,0.0007643572,0.0005394075,0.0001233326
seat,1093,1219,0.0006739035,0.000550595,0.0027709744,0.0001233085
prais,323,276,0.0001401731,1.79134422470622e-05,0.0018427087,0.0001222597
check,286,217,0.0001221896,0,5.97814333540219e-05,0.0001221896
asleep,246,212,0.0001221207,0,0.000398341,0.0001221207
draw,576,697,0.0003980084,0.0002759946,0.0060856005,0.0001220138
bell,449,384,0.0001219544,0,3.33883531271452e-05,0.0001219544
imag,257,263,0.0001203067,0,0.000287558,0.0001203067
caress,258,113,0.0001198777,0,7.95739029509117e-11,0.0001198777
amus,483,448,0.0002199152,0.0001003162,2.87823309248363e-06,0.000119599
unconsci,393,372,0.0001909779,7.20839488847746e-05,0.0010317793,0.000118894
pleasant,488,504,0.0002730819,0.0001551601,0.0008728423,0.0001179218
impati,555,515,0.0002944046,0.0001765792,0.0059836298,0.0001178253
insist,240,205,0.000117823,0,0.0041910213,0.000117823
guess,328,206,0.0001174052,0,1.54338878048196e-05,0.0001174052
constant,356,357,0.0002105751,9.34154047742792e-05,1.32286561236286e-06,0.0001171597
flush,261,283,0.0001536454,3.70212901616532e-05,0.0013253131,0.0001166241
