"","emotion","sense"
"00002499.txt",0.0170288044064175,0.0121970342928268
"00002612.txt",0.0251713632901752,0.0110719725818736
"00002615.txt",0.0214845207012309,0.0188287952256621
"00002617.txt",0.0232013557233092,0.0189185025419812
"00002619.txt",0.0191646324193831,0.0122054837012961
"00002691.txt",0.0221737020863658,0.0153808830664726
"00002692.txt",0.0253011318927426,0.0153138429877126
"00002753.txt",0.0248187340132323,0.0166031051507961
"00002761.txt",0.0186065340270177,0.0187714589861613
"00002762.txt",0.0190260777009047,0.0196414316125599
"00002763.txt",0.0203413862682009,0.0167511952155024
"00002767.txt",0.0180338333865305,0.0129978366492889
"00002786.txt",0.0208279961059589,0.0157042578265102
"00002837.txt",0.0169280927752939,0.0147828765013859
"00002846.txt",0.0114230396902227,0.0162633107454017
"00002888.txt",0.0190356809701493,0.0103777985074627
"00002889.txt",0.0165733793815251,0.0116509864634195
"00002890.txt",0.0224820382300697,0.0142103449190063
"00002936.txt",0.023602033405955,0.0150689905591866
"00002943.txt",0.0258199320920861,0.0126114697212791
"00002948.txt",0.0201963098275046,0.0138929129184304
"00002949.txt",0.018986010308194,0.0130956137582834
"00002955.txt",0.0132309867690132,0.0109079890920109
"00002988.txt",0.0231518462212373,0.0168131103609987
"00003006.txt",0.0181598727163,0.0121248696987985
"00003019.txt",0.02021231544419,0.012173326347069
"00003054.txt",0.0219152914930613,0.0146976805222926
"00003085.txt",0.0249160377731242,0.0146114030582006
"00003106.txt",0.0244849712934819,0.0153101429697174
"00003180.txt",0.0183369156367544,0.0157173562600752
"00003230.txt",0.0203006693734226,0.0143750685833425
"00003255.txt",0.0203765846383296,0.0108873974645787
"00003269.txt",0.0159511164005187,0.0114304492246478
"00003270.txt",0.0143401573264279,0.0134362632530415
"00003305.txt",0.0208884313880751,0.0157732203658247
"00003352.txt",0.0220355792475051,0.0126913779210314
"00003381.txt",0.0169064697310527,0.0132563699899552
"00003382.txt",0.0138324710309146,0.00949245307221961
"00003439.txt",0.0166853981153281,0.0163395867554249
"00003444.txt",0.0171386769777406,0.0150485944194796
"00003462.txt",0.0172839805237276,0.0119062038225818
"00003486.txt",0.0181314878892734,0.0178546712802768
"00003487.txt",0.0266303441374326,0.0144548840829488
"00003504.txt",0.0211816953079745,0.0122417455107164
"00003516.txt",0.0136593591905565,0.0127920982895688
"00003517.txt",0.021984624900592,0.0119289564372183
"00003586.txt",0.0203795036568514,0.0114143195784791
"00003629.txt",0.0232446723565839,0.0144968681796405
"00003681.txt",0.0197231983409183,0.0153522668356472
"00003698.txt",0.0159266604605982,0.0124256283644311
"00003699.txt",0.018500993659506,0.0125232642503391
"00003700.txt",0.0155910391874153,0.0124599195162366
"00003713.txt",0.0192515637691882,0.0108390287816311
"00003747.txt",0.0240621671728926,0.014055987272034
"00003750.txt",0.0150836359780505,0.0146418188726595
"00003765.txt",0.0193271438554457,0.01455525606469
"00003785.txt",0.020153684945861,0.0133950401676563
"00003814.txt",0.0177104051083429,0.014262535329216
"00003858.txt",0.0209262284225862,0.0120082998543111
"00003859.txt",0.0205848272101425,0.0121327789516734
"00003863.txt",0.0218294033350704,0.0116434340802501
"00003867.txt",0.0137351778656126,0.012796442687747
"00003950.txt",0.0221904360690108,0.0133338558454409
"00003963.txt",0.0190750263402054,0.0123130631693164
"00003964.txt",0.0346372051358615,0.00910719617796357
"00003980.txt",0.0191276582926682,0.0131935658774625
"00003981.txt",0.0170357751277683,0.0138251867383043
"00004019.txt",0.0189060426969003,0.0146242914003136
"00004023.txt",0.0263049633376086,0.0144229605788544
"00004054.txt",0.0226252117966278,0.0115999383864355
"00004075.txt",0.0171904956808341,0.0191292733891989
"00004099.txt",0.0194183099196632,0.0120290415431542
"00004100.txt",0.0190014864401318,0.0118499423094914
"00004138.txt",0.0177153530316869,0.0142512733167123
"00004171.txt",0.0173120224428777,0.0147527469147195
"00004187.txt",0.0149394524394524,0.010508073008073
"00004205.txt",0.0189533830395094,0.0122639537314473
"00004249.txt",0.0214252725848879,0.0155117367121142
"00004280.txt",0.0201247529327207,0.0133480504145596
"00004289.txt",0.015649644246609,0.0128632014300235
"00004338.txt",0.0149642278494839,0.00999435655640713
"00004372.txt",0.015787172565867,0.0117952324829867
"00004381.txt",0.0191002640475779,0.0134491523332428
"00004385.txt",0.019319843978547,0.00871526084836665
"00004407.txt",0.015962441314554,0.0145816072908036
"00004408.txt",0.0156475890807041,0.0123309805255549
"00004415.txt",0.0188928858102685,0.0133632606950679
"00004431.txt",0.0210615135170908,0.0142285165944211
"00004455.txt",0.0220508820352814,0.0126845073802952
"00004464.txt",0.0154035127350765,0.0157988366182866
"00004485.txt",0.015623277857379,0.0135567067122231
"00004506.txt",0.0173373266514446,0.0142830313633623
"00004527.txt",0.0161663559812303,0.0124916971995458
"00004529.txt",0.0151234127550292,0.012555286060779
"00004538.txt",0.0189368703692488,0.0154038721660307
"00004559.txt",0.0239384172481772,0.00932503050974747
"00004593.txt",0.0239540627014927,0.0148906921008771
"00004599.txt",0.0231287904471315,0.0168757298376464
"00004620.txt",0.0217162333282051,0.0161185339471473
"00004621.txt",0.0263784737538597,0.015527128363476
"00004655.txt",0.0165498597180731,0.0133125844815248
"00004657.txt",0.0160755823216391,0.0140123633814486
"00004673.txt",0.0227582292849035,0.0116912599318956
"00004690.txt",0.00968644800144458,0.0103442493970154
"00004698.txt",0.0147659525022569,0.00941195398600274
"00004705.txt",0.0189741243859265,0.0178006722488514
"00004708.txt",0.0183306729828536,0.0107787103307416
"00004734.txt",0.017506575853119,0.0152768826101347
"00004743.txt",0.0181605558230722,0.0145284446584577
"00004744.txt",0.0189490717083972,0.0138392096746721
"00004756.txt",0.0222306275088764,0.0134213448187508
"00004763.txt",0.018177007952441,0.013562724683692
"00004764.txt",0.0209658894094912,0.0116679732365864
"00004849.txt",0.0256136406220723,0.0175129598401099
"00004856.txt",0.02849240471591,0.0133233605432659
"00004877.txt",0.022704325526953,0.0155114951258522
"00010008.txt",0.0137117903930131,0.0120174672489083
"00010039.txt",0.0171386769777406,0.0150485944194796
"00010078.txt",0.0154874422165298,0.017209904896505
"00010080.txt",0.0164049810503519,0.0170005414185165
"00010090.txt",0.0132119238693504,0.0174766233953348
"00010151.txt",0.0180835256552117,0.0131358477443015
"00010152.txt",0.0169505890329689,0.0167641325536062
"00010156.txt",0.0173373266514446,0.0142830313633623
"00010198.txt",0.0094852287323387,0.0189704574646774
"00010216.txt",0.0199301983835415,0.0136204996326231
"00010223.txt",0.0241762464376061,0.0181241794485895
"00010230.txt",0.018341503796355,0.0149655288380696
"00010231.txt",0.0180786654811804,0.0146492230831111
"00010232.txt",0.0157146047782646,0.0126846700080798
"00010235.txt",0.0170019045849398,0.0130766014772147
"00010236.txt",0.0154882154882155,0.0110207768744354
"00010238.txt",0.0149606546562583,0.0159815917194151
"00010239.txt",0.0177562755597732,0.0120483969362164
"00010240.txt",0.0233682673140308,0.0124736021473543
"00010241.txt",0.0170945509817394,0.0156578591209112
"00010246.txt",0.0235411665793418,0.017582765721527
"00010250.txt",0.0187222715173026,0.0182342502218279
"00010254.txt",0.0173365143451398,0.0146938276136294
"00010255.txt",0.0233713446991081,0.0157502540363554
"00010256.txt",0.0209403530810471,0.0211422418627605
"00010258.txt",0.0151663456579626,0.0149874227737257
"00010261.txt",0.0123665757020968,0.0114684445058551
"00010265.txt",0.0151682534165808,0.0139766394002209
"00010267.txt",0.0154865984125158,0.00900149545611412
"00010268.txt",0.0173814808942445,0.0185706358014904
"00010269.txt",0.0145035329118631,0.021941242097434
"00010270.txt",0.0200748460531974,0.0158567494121199
"00010272.txt",0.0116647661292854,0.0117798445395294
"00010273.txt",0.0246924179285842,0.0112004120906335
"00010275.txt",0.0140517585335541,0.0100205915129947
"00010279.txt",0.0202939290822114,0.0138950535089017
"00010280.txt",0.0239766445120815,0.0125163053605814
"00010282.txt",0.0225716157465309,0.0100649157286642
"00010286.txt",0.0199393293432811,0.0144133803394277
"00010292.txt",0.0125607552168105,0.0119658311538159
"00010293.txt",0.0319575343949735,0.0110280576318925
"00010294.txt",0.0231121021997128,0.011168644644342
"00010298.txt",0.0195037576046761,0.0176100441369438
"00010299.txt",0.0201135750769328,0.0139272231210939
"00010301.txt",0.0171567675355113,0.0120291600305585
"00010302.txt",0.021141318509511,0.0129766351081386
"00010303.txt",0.0108621534147114,0.0240484811232869
"00010307.txt",0.0110900013254982,0.0144184744988881
"00010310.txt",0.0111028867505551,0.0128754528809069
"00010312.txt",0.0236784789263009,0.0120820579232399
"00010316.txt",0.0152760299830388,0.0137549926136675
"00010320.txt",0.0244160896514683,0.013137075585362
"00010321.txt",0.018535612746003,0.0110585976442787
"00010322.txt",0.0183832546675999,0.0154280552514611
"00010323.txt",0.026002161842555,0.0153961992221062
"00010326.txt",0.0144980730409249,0.0123034807609959
"00010328.txt",0.0103899300305896,0.023698182201751
"00010330.txt",0.0132218959415707,0.0160680671636172
"00010333.txt",0.0165795330339624,0.0121811501639517
"00010334.txt",0.00925714399229234,0.0131705718173601
"00010336.txt",0.0105956639884269,0.0109084511172365
"00010337.txt",0.0106897570341925,0.0143453216158334
"00010341.txt",0.0222307989193362,0.0120571208027788
"00010344.txt",0.0178276999175598,0.0129107290071841
"00010345.txt",0.0146789528427653,0.0216961368863626
"00010346.txt",0.00881369571673548,0.0182309379879865
"00010347.txt",0.0236474625411962,0.0125825339479257
"00010350.txt",0.0122077190346511,0.0151187904967603
"00010353.txt",0.0193239405245865,0.0153978949713204
"00010355.txt",0.0194853114352557,0.017381337436606
"00010357.txt",0.014742435930402,0.0155566983800463
"00010358.txt",0.0113365232082748,0.0154506880586043
"00010359.txt",0.013722223000126,0.0138202388786983
"00010361.txt",0.0159447299561379,0.0099960467611679
"00010362.txt",0.0204188481675393,0.0150959860383944
"00010364.txt",0.0198059822150364,0.0147780822998206
"00010365.txt",0.0138529886914378,0.0159666128163705
"00010366.txt",0.014290192055622,0.0140764803100245
"00010367.txt",0.0327223659057686,0.0104014393343079
"00010374.txt",0.00877859373681101,0.015244365662193
"00010375.txt",0.0195804195804196,0.0131368631368631
"00010376.txt",0.0181565355582042,0.0143954443120117
"00010377.txt",0.0156352690659586,0.0133941481111491
"00010378.txt",0.0187135701941947,0.0152895345771946
"00010379.txt",0.0178571428571429,0.0137518731268731
"00010380.txt",0.0119283770157969,0.0219653483942823
"00010382.txt",0.0108703653718745,0.0176428729173312
"00010384.txt",0.0090971490126145,0.0109822622015101
"00010385.txt",0.0140795316915624,0.0171704683084376
"00010392.txt",0.0221366392412114,0.0152139662937441
"00010393.txt",0.0199980413279796,0.00998922730388796
"00010394.txt",0.0163338547897304,0.0179442348394221
"00010402.txt",0.0119241273299805,0.0197292820153118
"00010403.txt",0.0208172868944997,0.0122603585258027
"00010404.txt",0.0225012028241191,0.0106072303715887
"00010405.txt",0.019601028070721,0.0126222205961713
"00010413.txt",0.0134592867942116,0.0168695790562585
"00010415.txt",0.0184643650003828,0.0148970374339738
"00010416.txt",0.0126011504338501,0.0128448864190309
"00010417.txt",0.017284676212866,0.0164965804659115
"00010421.txt",0.0152220833806657,0.0164716573895263
"00010422.txt",0.0184204751193285,0.0183381796236353
"00010425.txt",0.0201697481559683,0.0149467279723291
"00010430.txt",0.0114592607484419,0.0173468508572906
"00010432.txt",0.0167223667821776,0.0174376302581115
"00010435.txt",0.0139725367381354,0.0179715731149121
"00010437.txt",0.00694534503379011,0.0236746927189153
"00010439.txt",0.0138097704125669,0.0156050405662006
"00010443.txt",0.0156945503555658,0.0144709074464878
"00010446.txt",0.0155313032506471,0.0154792720839783
"00010448.txt",0.0165738231456389,0.0116430793937569
"00010449.txt",0.0145339271219534,0.0161463703573701
"00010455.txt",0.0190414103138709,0.0204606880441131
"00010460.txt",0.0114523896240541,0.0152563635627858
"00010461.txt",0.0181388859074809,0.0167614754391614
"00010462.txt",0.0220303185280327,0.01456195075484
"00010465.txt",0.0110826939471441,0.0235377289834279
"00010467.txt",0.0199547744674098,0.0150355060102353
"00010470.txt",0.0134577873198319,0.0211161585086468
"00010471.txt",0.0074691113851595,0.0208250924913326
"00010476.txt",0.0194651938003358,0.00994346983300486
"00010478.txt",0.0118477925285582,0.0150895338067305
"00010479.txt",0.0168368405282688,0.0123769792795077
"00010480.txt",0.0288609039991438,0.0153044843209304
"00010481.txt",0.0184927804802718,0.013724808895066
"00010482.txt",0.0278798581983924,0.0158215273539456
"00010483.txt",0.0220914900091287,0.0131047773607871
"00010485.txt",0.0204639012032932,0.0101329955668144
"00010486.txt",0.0174733298620782,0.0157538476441883
"00010487.txt",0.0155696538633192,0.0134172452559445
"00010488.txt",0.0128033761864712,0.0138096239336778
"00010490.txt",0.0181262864351637,0.016771794701547
"00010494.txt",0.012543957131331,0.0174610665408211
"00010500.txt",0.0138267207236765,0.0162288205104169
"00010502.txt",0.0154367106912176,0.0149064879976863
"00010503.txt",0.0165749187533539,0.0174069808806594
"00010507.txt",0.0161339072613005,0.0189688056948107
"00010508.txt",0.0105452398840829,0.0163813459268005
"00010509.txt",0.0157296330622528,0.0138107483650319
"00010510.txt",0.0203486919887433,0.0160191830549681
"00010511.txt",0.0131781858965372,0.0225991868778915
"00010514.txt",0.0241204971560986,0.0152057758967386
"00010515.txt",0.0116027725764594,0.0158273381294964
"00010519.txt",0.0142636504042882,0.0176978286544926
"00010521.txt",0.0180029756984626,0.0156885435609192
"00010525.txt",0.0135989628806519,0.0157552186681483
"00010526.txt",0.0120420642906903,0.00944345537580308
"00010529.txt",0.0171371727433041,0.0201064102370868
"00010530.txt",0.014482894159977,0.00774033591848459
"00010531.txt",0.0159621237740954,0.02025701724721
"00010534.txt",0.0132013675410119,0.0149395236590341
"00010537.txt",0.0230447208469186,0.022320170671819
"00010542.txt",0.0191484731993907,0.0138536302313774
"00010543.txt",0.0133842212579077,0.0161028912009202
"00010552.txt",0.0143874184506239,0.0159749956589686
"00010554.txt",0.0206622037271576,0.0162475122127737
"00010561.txt",0.0191819420361655,0.016906118404756
"00010562.txt",0.0150765637506397,0.0200102347430161
"00010567.txt",0.0204231905166485,0.0120079297649391
"00010571.txt",0.0209266802443992,0.0136625933469111
"00010572.txt",0.0121092215299994,0.0182269742380872
"00010579.txt",0.0112840299183066,0.0175888603884207
"00010582.txt",0.0166762567348433,0.0150337396034943
"00010583.txt",0.0179295883791956,0.012884992326744
"00010586.txt",0.0127618642835572,0.0178733208809154
"00010587.txt",0.0113793500806637,0.0165360682184835
"00010588.txt",0.0112513452695431,0.0165765161362461
"00010589.txt",0.0127160358783636,0.0156147451323562
"00010592.txt",0.0102994273107977,0.0171550236963785
"00010597.txt",0.0118185755831941,0.0209764247261927
"00010598.txt",0.014243622670049,0.0170639860084768
"00010599.txt",0.015247461704461,0.0132663529911204
"00010603.txt",0.0160065797798304,0.0164494495761103
"00010605.txt",0.00804791715630764,0.0185173315100884
"00010609.txt",0.0127873274600396,0.0181593824432519
"00010612.txt",0.0155255715295781,0.0167923638934716
"00010613.txt",0.0176549744325828,0.0169731766394546
"00010615.txt",0.0165694564976084,0.0204948636703062
"00010617.txt",0.014203306424404,0.0171986734803038
"00010621.txt",0.0114247669773635,0.0172037283621838
"00010622.txt",0.012954249984523,0.0143781340927382
"00010623.txt",0.00898586564905025,0.0157972157673695
"00010625.txt",0.0124517170005052,0.0149453200123865
"00010626.txt",0.0111135644365938,0.015043791859866
"00010627.txt",0.0172345602874438,0.0216521313607326
"00010628.txt",0.0159292311532701,0.0171617573639541
"00010632.txt",0.0158257720241191,0.0147758577510644
"00010644.txt",0.0140741422132279,0.0175543494925337
"00010645.txt",0.0161452953617628,0.0156411391471152
"00010647.txt",0.012956235675642,0.0144529849233696
"00010653.txt",0.0122312669588812,0.0160996312530439
"00010654.txt",0.0129408979720666,0.0148741418764302
"00010658.txt",0.0176311933937134,0.0175978955780501
"00010661.txt",0.0128748075006794,0.0196236072107981
"00010662.txt",0.00757365762060178,0.0165243438994948
"00010665.txt",0.0102408597002221,0.0157203846307306
"00010670.txt",0.016841574308893,0.0165193145675414
"00010675.txt",0.0147546507297523,0.0189753320683112
"00010679.txt",0.0158499110464176,0.0199291965424911
"00010685.txt",0.016588157828091,0.0148027148862888
"00010688.txt",0.0150783265870153,0.0156530884277206
"00010689.txt",0.0151582331097933,0.0151582331097933
"00010690.txt",0.0147347132509235,0.0145799368512289
"00010691.txt",0.017655607433289,0.0177483689434464
"00010692.txt",0.0116587745731095,0.0163760941311522
"00010694.txt",0.0124225470733321,0.0155808217529928
"00010695.txt",0.0139531136711512,0.0135422540884557
"00010700.txt",0.011143961792131,0.0158062315214919
"00010701.txt",0.00702615558603431,0.022810943477947
"00010702.txt",0.0104117368670137,0.0193901696977892
"00010706.txt",0.0124122494658663,0.0148540034591515
"00010710.txt",0.00992903900104516,0.0175889762913252
"00010717.txt",0.0177970669690154,0.010046281667627
"00010722.txt",0.0156324842151099,0.0153929893315916
"00010723.txt",0.0176772193406069,0.0127735050378585
"00010724.txt",0.0172202471861083,0.0174448451557426
"00010726.txt",0.0144608741700273,0.0204081632653061
"00010728.txt",0.0166448126514881,0.0172130170461318
"00010732.txt",0.0177130831287268,0.0133091702716396
"00010733.txt",0.0166608287772414,0.0173004584012305
"00010736.txt",0.01275228089577,0.0117500691180536
"00010743.txt",0.00960895100736005,0.0161512155230094
"00010746.txt",0.0208842266609187,0.0148329102201785
"00010756.txt",0.0149332608564353,0.0142084918765477
"00010760.txt",0.0186476998130671,0.0140199699083573
"00010761.txt",0.0166585259261164,0.0209516954163346
"00010766.txt",0.0210074821169184,0.0163893989640146
"00010767.txt",0.0221329804225802,0.0156223854941511
"00010769.txt",0.0143287097618425,0.0163896885632034
"00010770.txt",0.0127739823512667,0.0171505835468261
"00010775.txt",0.0161018661995553,0.0172135013137506
"00010777.txt",0.0177904833908236,0.0184520153097387
"00010778.txt",0.0252970279152071,0.0162507673973493
"00010779.txt",0.0148937351895735,0.0159952606635071
"00010780.txt",0.0176689826531082,0.0184742097271431
"00010781.txt",0.0260811089629454,0.0116994368069937
"00010782.txt",0.0136604901866659,0.0158960924963311
"00010783.txt",0.012719099557445,0.0132650335110523
"00010789.txt",0.0124892772503235,0.0168219950857093
"00010790.txt",0.0151911186059584,0.0139966273187184
"00010791.txt",0.0155402128986076,0.0186690373380747
"00010795.txt",0.0156978076541135,0.0211595752807272
"00010796.txt",0.0209147095179234,0.0145241038318912
"00010797.txt",0.0282562707766697,0.0116349350256875
"00010798.txt",0.0221952166354415,0.0192414805812953
"00010802.txt",0.0160094785360286,0.01915935788698
"00010803.txt",0.0179225552950124,0.0141453831041257
"00010805.txt",0.0157619751496436,0.0160400415636113
"00010806.txt",0.0145197756702,0.0177936987990721
"00010807.txt",0.0138596520772638,0.0153921287954059
"00010808.txt",0.010547302077304,0.0177074624305958
"00010809.txt",0.0124860231084607,0.0138650764070071
"00010813.txt",0.0120280275736859,0.0177441774701427
"00010815.txt",0.0145548737241358,0.016538694789643
"00010818.txt",0.01569485247158,0.0162377059650019
"00010819.txt",0.0167630782456078,0.0195748338915056
"00010823.txt",0.0284801703486825,0.0139376194739517
"00010824.txt",0.014920275246172,0.0195354804311968
"00010825.txt",0.0152671755725191,0.0175495412136634
"00010826.txt",0.021483124306933,0.0174223374513877
"00010831.txt",0.017795301385249,0.0140162860351928
"00010833.txt",0.0122926285992714,0.0160003712383118
"00010836.txt",0.0278253936615507,0.015028901734104
"00010837.txt",0.0163694003318322,0.0166064233230623
"00010839.txt",0.00949382818324911,0.0183911854858752
"00010840.txt",0.019553752535497,0.0164242248623587
"00010842.txt",0.0219090182762409,0.0125586737241586
"00010846.txt",0.0205332235789089,0.0155485434673252
"00010847.txt",0.0173068805403124,0.0097804184553629
"00010851.txt",0.0103152508005986,0.0136946621393283
"00010853.txt",0.0104584722127746,0.0145568328685123
"00010854.txt",0.0178006232058297,0.0148563436955615
"00010860.txt",0.0130619891008174,0.0170129427792916
"00010867.txt",0.0148704083535335,0.0153831810553795
"00010868.txt",0.0141456079417675,0.0165808348969353
"00010870.txt",0.0140762191590409,0.0133070774933395
"00010871.txt",0.0129846195087625,0.0160171564520993
"00010872.txt",0.0161442829627036,0.0160158757952489
"00010874.txt",0.0164010141310116,0.0117725673630628
"00010881.txt",0.0139564389934447,0.0175897268305811
"00010888.txt",0.0185652782066886,0.0159494268742393
"00010889.txt",0.00921645106395795,0.0189298676264627
"00010891.txt",0.0164904711817874,0.0130319291177152
"00010892.txt",0.0171710703693718,0.0162442706929091
"00010900.txt",0.0166664905253591,0.0157047589858488
"00010903.txt",0.0171392544969138,0.0125755323261492
"00010906.txt",0.0135902372173459,0.0166574216073351
"00010909.txt",0.0148571041352556,0.0166358908333192
"00010910.txt",0.0218006423190344,0.0144462087656252
"00010911.txt",0.0152926765895846,0.0127191517266125
"00010912.txt",0.0165830825810766,0.0112337011033099
"00010915.txt",0.0160766122777601,0.016885428746593
"00010916.txt",0.0193162103837854,0.0112131341767867
"00010917.txt",0.0102757012715429,0.01099680311516
"00010921.txt",0.0207823445016457,0.0159718119672546
"00010923.txt",0.0266196101134479,0.0182028701528596
"00010924.txt",0.01881370635437,0.0156238704547098
"00010926.txt",0.0185352811763789,0.01317611514414
"00010927.txt",0.00879164793446226,0.0153520821885875
"00010928.txt",0.0180700213326641,0.0135525159994981
"00010931.txt",0.0125881096475614,0.0165040939836241
"00010934.txt",0.0168801293210644,0.0174086048246705
"00010935.txt",0.0139768982872868,0.0148942076740172
"00010938.txt",0.0425033663134477,0.0153972249868275
"00010939.txt",0.0177740424273552,0.0128558310376492
"00010942.txt",0.0110119241545579,0.0143350491952825
"00010946.txt",0.0208680895127423,0.014410631076339
"00010949.txt",0.0216267998142127,0.0103053878309336
"00010951.txt",0.0172612448096698,0.0189207011746632
"00010960.txt",0.0131078312497387,0.0139231508968516
"00010961.txt",0.0172903926344285,0.0130224631834531
"00010963.txt",0.0114152371342079,0.0134807013118063
"00010964.txt",0.0102285252406496,0.0143434491880373
"00010967.txt",0.0188995510625719,0.0142347598412152
"00010974.txt",0.0192931994415569,0.0177961682730316
"00010976.txt",0.0113463892288862,0.0160220318237454
"00010980.txt",0.00924956513853738,0.0185980561074335
"00010983.txt",0.0115527560935564,0.0199859695210233
"00010984.txt",0.0131518951268168,0.0186520376175549
