"","x"
"Chadwyck_American_1789_Brown_ThePowerof.txt",0.131617322888052
"Chadwyck_American_1792_Belknap_TheForestersan.txt",0.103102850842652
"Chadwyck_American_1793_Brackenridge_ModernChivalryContaining.txt",0.104652723709292
"Chadwyck_American_1794_Rowson_MentoriaorThe.txt",0.138106771621758
"Chadwyck_American_1794_Rowson_TheFillede.txt",0.120593123961158
"Chadwyck_American_1795_Rowson_Trialsofthe.txt",0.121186568767054
"Chadwyck_American_1797_Foster_TheCoquetteor.txt",0.129915055540608
"Chadwyck_American_1797_Tyler_TheAlgerineCaptive.txt",0.12470546233488
"Chadwyck_American_1798_Brown_Wieland1798.txt",0.115578196388869
"Chadwyck_American_1798_Foster_TheBoardingSchool.txt",0.145430227374053
"Chadwyck_American_1798_Rowson_ReubenandRachel.txt",0.126611522181654
"Chadwyck_American_1799_Brown_EdgarHuntlyvolume.txt",0.116508595139301
"Chadwyck_American_1799_Brown_OrmondorThe.txt",0.125122065129707
"Chadwyck_American_1800_Brown_ArthurMervynor.txt",0.116378417564209
"Chadwyck_American_1801_Brown_ClaraHowardIn.txt",0.125074929681376
"Chadwyck_American_1801_Brown_JaneTalbot.txt",0.128250447920198
"Chadwyck_American_1811_Mitchell_AShortAccount.txt",0.109670478994451
"Chadwyck_American_1811_Mitchell_TheAsylumor.txt",0.111338729887229
"Chadwyck_American_1813_Rowson_SarahorThe.txt",0.111059213500075
"Chadwyck_American_1820_Cooper_Precautionvolume1.txt",0.119918889859068
"Chadwyck_American_1821_Cooper_TheSpyvolume.txt",0.118673823553152
"Chadwyck_American_1822_Neal_LoganAFamily.txt",0.112352822030241
"Chadwyck_American_1822_Sedgwick_ANew-EnglandTale.txt",0.112976736590508
"Chadwyck_American_1823_Cooper_ThePioneersvolume.txt",0.104190624069674
"Chadwyck_American_1823_Neal_ErrataorThe.txt",0.100663962118939
"Chadwyck_American_1823_Neal_RandolphANovel.txt",0.103254279827365
"Chadwyck_American_1823_Neal_Seventy-sixvolume1.txt",0.100946333343608
"Chadwyck_American_1823_Paulding_KoningsmarketheLong.txt",0.119140564964805
"Chadwyck_American_1824_Child_Hobomok1824.txt",0.116044887039239
"Chadwyck_American_1824_Sedgwick_RedwoodATale.txt",0.115741022057483
"Chadwyck_American_1824_Sigourney_SketchofConnecticut.txt",0.12212761515635
"Chadwyck_American_1825_Child_TheRebelsor.txt",0.124895350784171
"Chadwyck_American_1825_Cooper_LionelLincolnor.txt",0.117689780625543
"Chadwyck_American_1825_Paulding_JohnBullin.txt",0.107019498607242
"Chadwyck_American_1826_Cooper_TheLastof.txt",0.113889324880406
"Chadwyck_American_1826_Flint_FrancisBerrianor.txt",0.116522825609107
"Chadwyck_American_1826_Paulding_TheMerryTales.txt",0.123751788218297
"Chadwyck_American_1827_Cooper_ThePrairievolume.txt",0.112976831619732
"Chadwyck_American_1827_Judah_TheBuccaneersA.txt",0.119784045392401
"Chadwyck_American_1827_Royall_TheTennesseanA.txt",0.0978317502304517
"Chadwyck_American_1827_Sedgwick_HopeLeslievolume.txt",0.120122682409372
"Chadwyck_American_1828_Cooper_TheRedRover.txt",0.114527035214852
"Chadwyck_American_1828_Flint_TheLifeand.txt",0.119491440584643
"Chadwyck_American_1828_Hawthorne_Fanshawe1828.txt",0.114945963444395
"Chadwyck_American_1828_Neal_RachelDyerA.txt",0.108002843349228
"Chadwyck_American_1828_Paulding_TheNewMirror.txt",0.107741993361443
"Chadwyck_American_1828_Rowson_CharlotteDaughteror.txt",0.118048780487805
"Chadwyck_American_1829_Cooper_TheWeptof.txt",0.120010432108933
"Chadwyck_American_1829_Flint_GeorgeMasonthe.txt",0.113136652104345
"Chadwyck_American_1829_Paulding_Talesofthe.txt",0.119724341489768
"Chadwyck_American_1830_Flint_TheShoshoneValley.txt",0.1213973562064
"Chadwyck_American_1830_Neal_AuthorshipATale.txt",0.0919775227164036
"Chadwyck_American_1830_Paulding_Chroniclesofthe.txt",0.11810132481193
"Chadwyck_American_1830_Sedgwick_ClarenceorA.txt",0.113227254846105
"Chadwyck_American_1831_Bacon_Talesofthe.txt",0.120400011747775
"Chadwyck_American_1831_Cooper_TheBravovolume.txt",0.11839620601675
"Chadwyck_American_1831_Cooper_TheWater-Witchvolume.txt",0.111816544448733
"Chadwyck_American_1831_Paulding_TheDutchmanFireside.txt",0.117500799570811
"Chadwyck_American_1831_Smith_TheForsakenA.txt",0.118769402753964
"Chadwyck_American_1832_Cooper_TheHeidenmauervolume.txt",0.127227322805729
"Chadwyck_American_1832_Kennedy_SwallowBarnor.txt",0.107566646300286
"Chadwyck_American_1832_Paulding_WestwardHo.txt",0.115798771350026
"Chadwyck_American_1833_Calvert_AVolumefrom.txt",0.111261636793108
"Chadwyck_American_1833_Cooper_TheHeadsmanor.txt",0.121224544703312
"Chadwyck_American_1833_Hall_TheHarpeHead.txt",0.12187015955607
"Chadwyck_American_1833_Neal_TheDown-EastersVolume.txt",0.0982008002331805
"Chadwyck_American_1833_Smith_TheLifeand.txt",0.0816974159603259
"Chadwyck_American_1834_Bird_CalavarorThe.txt",0.1194936090622
"Chadwyck_American_1834_Caruthers_TheKentuckianin.txt",0.103485039662744
"Chadwyck_American_1834_Simms_GuyRiversA.txt",0.111943307193922
"Chadwyck_American_1834_Smith_TheSelectLetters.txt",0.0804069119286511
"Chadwyck_American_1835_Bird_TheHawksof.txt",0.12053892134405
"Chadwyck_American_1835_Bird_TheInfidelor.txt",0.114349225702369
"Chadwyck_American_1835_Caruthers_TheCavaliersof.txt",0.119129193433262
"Chadwyck_American_1835_Cooper_TheMonikinsVolume.txt",0.115619262815986
"Chadwyck_American_1835_Fay_NormanLeslieA.txt",0.133413719628021
"Chadwyck_American_1835_Herbert_TheBrothersA.txt",0.115196207532262
"Chadwyck_American_1835_Kennedy_HorseShoeRobinson.txt",0.11995874921734
"Chadwyck_American_1835_Longstreet_GeorgiaScenesCharacters.txt",0.0941858462951271
"Chadwyck_American_1835_Sedgwick_Home1835.txt",0.112881536548854
"Chadwyck_American_1835_Sedgwick_TheLinwoodsvolume.txt",0.112484509548473
"Chadwyck_American_1835_Simms_ThePartisanA.txt",0.116223187060462
"Chadwyck_American_1835_Simms_TheYemasseeA.txt",0.113185258352577
"Chadwyck_American_1835_Thomas_ClintonBradshawor.txt",0.0946767063003412
"Chadwyck_American_1835_Thompson_MayMartinor.txt",0.108339764083343
"Chadwyck_American_1835_Thompson_TheAdventuresof.txt",0.111828217229371
"Chadwyck_American_1836_Bird_SheppardLeevolume.txt",0.108403835307389
"Chadwyck_American_1836_Child_Philothea1836.txt",0.118835336176078
"Chadwyck_American_1836_Dunlap_ThirtyYearsAgo.txt",0.117078093081637
"Chadwyck_American_1836_Ingraham_LafitteThePirate.txt",0.117194289261328
"Chadwyck_American_1836_Paulding_TheBookof.txt",0.106658545760708
"Chadwyck_American_1836_Sedgwick_ThePoorRich.txt",0.103167771369545
"Chadwyck_American_1836_Sigourney_Sketches.txt",0.128644358473258
"Chadwyck_American_1836_Simms_MellichampeALegend.txt",0.111302360360615
"Chadwyck_American_1836_Thomas_EastandWest.txt",0.0989841986455982
"Chadwyck_American_1836_Tucker_GeorgeBalcombeVolume.txt",0.100094546006639
"Chadwyck_American_1836_Tucker_ThePartisanLeader.txt",0.109074384328154
"Chadwyck_American_1836_Willis_InklingsofAdventure.txt",0.104880066170389
"Chadwyck_American_1837_Sedgwick_LiveandLet.txt",0.0976378803985514
"Chadwyck_American_1837_Ware_LettersofLucius.txt",0.104422133900934
"Chadwyck_American_1838_Bird_PeterPilgrimor.txt",0.112670302735884
"Chadwyck_American_1838_Cooper_HomeasFound.txt",0.108257572311431
"Chadwyck_American_1838_Cooper_HomewardBoundor.txt",0.113186029935852
"Chadwyck_American_1838_Herbert_CromwellAnHistorical.txt",0.124667429361996
"Chadwyck_American_1838_Ingraham_BurtonorThe.txt",0.124155884828437
"Chadwyck_American_1838_Kennedy_Robofthe.txt",0.114937449525348
"Chadwyck_American_1838_Poe_TheNarrativeof.txt",0.0990819924903274
"Chadwyck_American_1838_Simms_CarlWerneran.txt",0.115238681515474
"Chadwyck_American_1838_Simms_PelayoAStory.txt",0.125995723699742
"Chadwyck_American_1838_Simms_RichardHurdisvolume.txt",0.111320109439124
"Chadwyck_American_1838_Ware_ProbusorRome.txt",0.103841268983408
"Chadwyck_American_1839_Bird_TheAdventuresof.txt",0.116026095384126
"Chadwyck_American_1839_Briggs_TheAdventuresof.txt",0.0971546894932426
"Chadwyck_American_1839_Dawes_NixMateAn.txt",0.109665076696064
"Chadwyck_American_1839_Fay_SydneyCliftonor.txt",0.12952738990333
"Chadwyck_American_1839_Ingraham_CaptainKydor.txt",0.119009721941997
"Chadwyck_American_1839_Kirkland_ANewHome--Who'll.txt",0.0985792753776275
"Chadwyck_American_1839_Longfellow_HyperionVolume2.txt",0.104697486457826
"Chadwyck_American_1839_Mathews_BehemothALegend.txt",0.11085261725034
"Chadwyck_American_1839_Motley_MortonHopeor.txt",0.105139270302079
"Chadwyck_American_1839_Simms_TheDamselof.txt",0.120453071435189
"Chadwyck_American_1839_Thompson_TheGreenMountain.txt",0.111183477244954
"Chadwyck_American_1839_Tuckerman_Henry_T_Henry_Theodore_1813_1871_IsabelorSicily.txt",0.119477587874879
"Chadwyck_American_1840_Cooper_MercedesofCastile.txt",0.115574066361238
"Chadwyck_American_1840_Cooper_ThePathfinderor.txt",0.104303983030613
"Chadwyck_American_1840_Fay_TheCountessIda.txt",0.117295475334244
"Chadwyck_American_1840_Hoffman_GreyslaerARomance.txt",0.112721382289417
"Chadwyck_American_1840_Kennedy_QuodlibetContainingSome.txt",0.111484077946768
"Chadwyck_American_1840_Poe_Talesofthe.txt",0.102799350167623
"Chadwyck_American_1840_Simms_BorderBeaglesA.txt",0.11181232068247
"Chadwyck_American_1840_Thomas_HowardPinckneyVolume.txt",0.0958695465106273
"Chadwyck_American_1840_Willis_RomanceofTravel.txt",0.103645594552833
"Chadwyck_American_1841_Allston_MonaldiATale.txt",0.113205942993177
"Chadwyck_American_1841_Cooper_TheDeerslayervolume.txt",0.102870312172638
"Chadwyck_American_1841_Ingraham_TheQuadrooneor.txt",0.124931890190169
"Chadwyck_American_1841_Simms_TheKinsmenor.txt",0.11460887635446
"Chadwyck_American_1841_Ware_JulianorScenes.txt",0.100435444694748
"Chadwyck_American_1842_Cooper_TheTwoAdmirals.txt",0.10856981505012
"Chadwyck_American_1842_Cooper_TheWing-and-Wingor.txt",0.0990125145483124
"Chadwyck_American_1842_Ingraham_EdwardAustinor.txt",0.104944362221126
"Chadwyck_American_1842_Mathews_TheCareerof.txt",0.0982721830605857
"Chadwyck_American_1842_Sargent_WhattoBe.txt",0.112372494007915
"Chadwyck_American_1842_Simms_Beauchampevolume1.txt",0.117424021727926
"Chadwyck_American_1843_Briggs_BankruptStoriesEdited.txt",0.110336317485031
"Chadwyck_American_1843_Brooks_Idomenorthe.txt",0.108005386152376
"Chadwyck_American_1843_Cooper_NedMyersor.txt",0.0943162361739898
"Chadwyck_American_1843_Cooper_Wyandotteorthe.txt",0.105595970900951
"Chadwyck_American_1843_Duganne_TheTwoClerks.txt",0.11921749907882
"Chadwyck_American_1843_Fay_HobokenARomance.txt",0.12916430000247
"Chadwyck_American_1843_Hall_TheNewPurchase.txt",0.0999426705026587
"Chadwyck_American_1843_Herbert_MarmadukeWyvilor.txt",0.111505905103124
"Chadwyck_American_1843_Herbert_RingwoodtheRover.txt",0.120954310150799
"Chadwyck_American_1843_Mathews_TheVariousWritings.txt",0.109512295239683
"Chadwyck_American_1844_Clark_TheLiteraryRemains.txt",0.110440376674388
