a
geschichte
geschichten
geschick
geschickt
geschieht
geschlafen
geschlagen
geschlecht
geschlossen
geschmack
geschmückt
geschöpf
geschrei
geschrieben
gesehen
gesellschaft
gesessen
gesetz
gesetze
gesetzt
gesicht
gesichte
gesichter
gesichtern
gespannt
gespielt
gespräch
gespräche
gesprächen
gesprochen
gestalt
gestalten
gestand
gestanden
gesteckt
gestehe
gestehen
gestellt
gestern
gestiegen
gestorben
gestört
gestützt
gesucht
gesund
gesunden
gesundheit
gesungen
getäuscht
getragen
geträumt
getrennt
getreten
getrieben
getroffen
getrunken
gewachsen
gewagt
gewählt
gewähren
gewalt
gewaltsam
gewand
gewann
gewartet
geweint
gewesen
gewinnen
gewiß
gewisse
gewissen
gewisser
gewißheit
gewitter
gewohnheit
gewöhnlich
gewöhnliche
gewöhnlichen
gewohnt
gewöhnt
gewollt
gewonnen
geworden
geworfen
gewünscht
gewußt
gezeigt
gezogen
gezwungen
gibt
gift
gilt
ging
ginge
gingen
gipfel
glanz
glänzend
glänzende
glänzenden
glänzte
glas
gläser
glaube
glauben
glaubst
glaubt
glaubte
glaubten
gleich
gleiche
gleichen
gleicher
gleichgültig
gleichgültigkeit
gleichsam
glich
glieder
gliedern
glocke
glück
glücklich
glückliche
glücklichen
glücklicher
glühende
glühenden
glut
gnade
gnädige
gold
goldene
goldenen
gönnen
gott
gottes
grab
grabe
grad
grade
graf
grafen
gram
gras
graue
grauen
grausam
greifen
grenze
grenzen
griff
groß
große
größe
großem
großen
großer
größer
größere
größeren
großes
größte
größten
grün
grund
grunde
gründe
gründen
grüne
grünen
gruppe
gruß
grüßen
grüßte
gunst
gut
gute
güte
gutem
guten
guter
güter
gutes
haar
haare
haaren
hab
habe
haben
habt
halb
halbe
halben
halber
halbes
half
hälfte
hals
halse
halt
hält
halte
halten
haltung
hand
hände
handeln
handelt
handelte
händen
handlung
handlungen
hängen
hängt
hart
harte
harten
haß
hast
hastig
hat
hatte
hätte
hatten
hätten
hättest
hauch
haufen
häufig
haupt
haus
hause
häuser
häusern
hauses
häuslichen
haut
heben
heftig
heftige
heftigen
heftiger
heftigkeit
heil
heilen
heilig
heilige
heiligen
heiliger
heim
heimat
heimlich
heiß
heiße
heißen
heißt
heiter
heiterkeit
helden
helfen
hell
helle
hellen
heller
her
herab
heran
herauf
heraus
herbei
herbst
herein
herr
herren
herrlich
herrliche
herrlichen
herrlichkeit
herrn
herrschaft
herrschte
herüber
herum
herunter
hervor
herz
herzen
herzens
herzlich
heut
heute
heutigen
hielt
hielten
hier
hierauf
hierher
hieß
hilft
himmel
himmels
himmlischen
hin
hinab
hinauf
hinaus
hindern
hindurch
hinein
hing
hingehen
hingen
hinten
hinter
hinterlassen
hinüber
hinunter
hinweg
hinzu
hitze
hob
hoch
höchst
höchste
höchsten
höchstens
hochzeit
hof
hofe
hoffe
hoffen
hoffnung
hoffnungen
hoffte
höflich
höflichkeit
hohe
höhe
hohen
hoher
höher
höhere
höheren
hohes
holen
hölle
holte
holz
horchte
höre
hören
hört
hörte
hörten
hübsch
hübsche
hügel
hülfe
hund
hunde
hundert
hunger
hut
hüte
hüten
hütte
ich
ichs
ideal
idee
ideen
ihm
ihn
ihnen
ihr
ihre
ihrem
ihren
ihrer
ihres
ihrigen
im
immer
in
indem
indessen
inhalt
inne
innen
innere
inneres
innerlich
innern
innersten
innig
inniger
ins
interesse
irdischen
irgend
irgendwo
irre
irren
ist
ists
italien
ja
jagd
jahr
jahre
jahren
jammer
je
jede
jedem
jeden
jeder
jedermann
jedes
jedesmal
jedoch
jeher
jemals
jemand
jene
jenem
jenen
jener
jenes
jenseits
jetzt
jugend
jugendlichen
jung
junge
jungen
junger
jünger
jüngere
junges
jüngling
kaffee
kalt
kalte
kälte
kalten
kalter
kam
käme
kamen
kammer
kampf
kämpfen
kämpfte
kann
kannst
kannte
kannten
kaufen
kaum
kehren
kehrte
kehrten
kein
keine
keinem
keinen
keiner
keines
kenne
kennen
kennst
kennt
kenntnisse
kerl
kette
ketten
kind
kinde
kinder
kindern
kindes
kindheit
kirche
kissen
klage
klagen
klagte
klang
klar
klare
klaren
klarheit
kleid
kleider
kleidern
kleidung
klein
kleine
kleinen
kleiner
kleines
kleinigkeit
kleinste
kleinsten
klingt
klopfte
klug
kluge
klugen
klugheit
knabe
knaben
knie
kniete
komm
komme
kommen
kommenden
kommst
kommt
könig
könne
können
könnt
konnte
könnte
konnten
könnten
könntest
kopf
kopfe
köpfe
körper
kosten
kostete
kraft
kräfte
kräften
kräftig
kräftigen
krank
kranke
kranken
krankheit
kranz
kreis
kreise
kreisen
kreuz
krieg
krone
küche
kühlen
kühn
kummer
künftigen
kunst
künste
künstler
kurz
kurze
kurzem
kurzen
kurzer
kuß
küsse
küssen
küßte
lächeln
lächelnd
lächelte
lachen
lachend
lächerlich
lacht
lachte
lachten
laden
lag
lage
lagen
lager
lampe
land
lande
landes
lang
lange
länge
langem
langen
langer
länger
langes
langeweile
langsam
längst
langweilig
lärm
las
laß
lasse
lassen
laßt
läßt
last
lauf
laufe
laufen
läuft
laune
laut
laute
lauten
lauter
lebe
leben
lebendig
lebendigen
lebens
lebhaft
lebhaften
lebhafter
lebt
lebte
lebten
leer
leere
leeren
legen
legt
legte
legten
lehnte
lehre
lehren
lehrer
leib
leibe
leicht
leichte
leichten
leichter
leichtes
leid
leiden
leidenschaft
leidenschaften
leider
leise
leisen
leiser
leises
leisten
lenken
lernen
lernt
lernte
lesen
letzte
letzten
letzter
letztere
leuchten
leuchtete
leute
leuten
licht
lichte
lichter
lieb
liebe
lieben
liebenswürdig
lieber
liebes
liebhaber
lieblich
liebliche
liebling
liebste
liebsten
liebt
liebte
lied
lief
liefen
liege
liegen
liegt
ließ
ließe
ließen
linke
linken
links
lippen
litt
lob
locken
lohn
los
lösen
luft
lüge
lügen
lust
lustig
lustigen
mach
mache
machen
machst
macht
machte
machten
mächtig
mächtige
mächtigen
mächtiger
mädchen
mädchens
mag
magst
mal
male
malen
man
manche
manchem
manchen
mancher
manches
manchmal
mangel
mann
manne
männer
männern
mannes
mantel
maß
masse
matt
mauer
mauern
meer
mehr
mehrere
mein
meine
meinem
meinen
meiner
meines
meinetwegen
meinigen
meinst
meint
meinte
meinung
meist
meisten
meister
melden
meldete
melodie
menge
mensch
menschen
menschheit
menschliche
menschlichen
merken
merkt
merkte
merkwürdig
messer
mich
miene
mienen
milde
milder
millionen
minder
minute
minuten
mir
mirs
mißtrauen
mit
miteinander
mitgebracht
mitleid
mittag
mitte
mittel
mitten
mitternacht
mochte
möchte
mochten
möchten
mode
möge
mögen
möglich
mögliche
möglichen
möglichkeit
moment
monat
monate
monaten
mond
morgen
morgens
müde
mühe
mühsam
mund
munde
munter
murmelte
musik
muß
müsse
müssen
mußt
müßt
mußte
müßte
mußten
müßten
muster
mut
mutter
nach
nachbar
nachbarn
nachbarschaft
nachdem
nachdenken
nachher
nachmittag
nachmittags
nachricht
nachrichten
nächste
nächsten
nacht
nächte
nachts
nacken
nah
nahe
nähe
nahen
näher
nähere
nähern
näherte
nahm
nahmen
nahrung
name
namen
namens
nämlich
nannte
nannten
nase
natur
natürlich
natürliche
natürlichen
nebel
neben
nebst
nehme
nehmen
neid
neigte
neigung
nein
nenne
nennen
nennt
nerven
neu
neue
neuem
neuen
neuer
neues
neugier
neugierig
neulich
neun
nicht
nichts
nickte
nie
nieder
niemals
niemand
nimm
nimmt
nirgends
noch
not
nun
nur
nutzen
nützlich
o
ob
oben
obgleich
öde
oder
offen
offenbar
offenen
öffentlich
öffentlichen
öffnen
öffnet
öffnete
oft
öfter
öfters
ohne
ohnmacht
ohnmächtig
ohr
ohren
opfer
ordentlich
ordnen
ordnung
ort
orte
paar
packte
papier
papiere
paris
paßt
pause
person
personen
pferd
pferde
pferden
pflege
pflegen
pflegt
pflegte
pflicht
pflichten
phantasie
plan
platz
platze
plötzlich
post
pracht
preis
priester
probe
punkt
punkte
qual
quälen
quelle
rache
rand
rande
rang
rasch
raschen
raum
rausch
rauschen
rechenschaft
rechnen
rechnung
recht
rechte
rechten
rechter
rechts
rede
reden
redete
regen
regte
reich
reiche
reichen
reicher
reichlich
reicht
reichte
reif
reihe
reihen
rein
reine
reinen
reiner
reise
reisen
reißen
reißt
reiten
reiz
reizen
reizend
reizende
religion
rest
retten
rettung
reue
richten
richtete
richtig
richtung
rief
riefen
ringen
rings
riß
rock
rolle
rollen
rollte
rose
rosen
rücken
rückkehr
rücksicht
rückte
rückwärts
ruf
rufe
rufen
ruft
ruhe
ruhen
ruhig
ruhige
ruhigen
ruhiger
ruhm
rühren
rührte
rührung
ruht
ruhte
rund
runde
runden
s
saal
sache
sachen
sag
sage
sagen
sagst
sagt
sagte
sagten
sah
sähe
sahen
sammeln
sanft
sanfte
sanften
sanfter
sang
sangen
sank
sann
saß
saßen
satt
satz
schade
schaden
schaffen
scham
schämen
schämte
schande
scharf
scharfen
schatten
schatz
schätze
schätzen
schau
schauen
schauer
schauspiel
schaute
scheiden
schein
scheine
scheinen
scheint
schenken
schenkte
scherz
scheu
schicken
schicksal
schickt
schickte
schien
schienen
schiff
schildern
schimmer
schlaf
schlafe
schlafen
schläft
schlag
schlage
schlagen
schlägt
schlecht
schlechte
schlechten
schlechter
schleier
schlich
schlief
schließen
schlimm
schlimmer
schloß
schlosse
schlossen
schlug
schlugen
schlummer
schluß
schlüssel
schmalen
schmerz
schmerzen
schmerzlich
schmuck
schnee
schnell
schneller
schnitt
schob
schon
schön
schöne
schonen
schönen
schöner
schönes
schönheit
schönste
schönsten
schonung
schoß
schrecken
schrecklich
schreckliche
schrei
schreibe
schreiben
schreibt
schreien
schrie
schrieb
schrift
schritt
schritte
schritten
schüchtern
schuld
schulden
schuldig
schule
schüler
schulter
schultern
schüttelte
schutz
schützen
schwach
schwache
schwäche
schwachen
schwang
schwankte
schwarz
schwarze
schwarzen
schwebt
schwebte
schweigen
schweigend
schwelle
schwer
schwere
schweren
schwerer
schwerlich
schwester
schwestern
schwieg
schwiegen
schwingen
sechs
see
seele
seelen
segen
seh
sehe
sehen
sehnsucht
sehnte
sehr
seht
sei
seid
seien
sein
seine
seinem
seinen
seiner
seines
seinigen
seit
seitdem
seite
seiten
seitwärts
selber
selbst
selig
selige
seligen
seligkeit
selten
seltsam
seltsame
senkte
sessel
setze
setzen
setzt
setzte
setzten
seufzer
seufzte
sich
sicher
sicherheit
sichern
sichs
sichtbar
sie
sieben
sieg
sieh
siehst
sieht
sies
sind
singen
sinken
sinn
sinne
sinnen
sitte
sitten
sitz
sitze
sitzen
sitzt
so
sobald
sogar
sogenannte
sogenannten
sogleich
sohn
sohne
söhne
sohnes
solch
solche
solchem
solchen
solcher
solches
soll
solle
sollen
sollst
sollt
sollte
sollten
solltest
sommer
sonderbar
sonderbare
sonderbaren
sondern
sonne
sonnenschein
sonntag
sonst
sorge
sorgen
sorgfalt
sorgfältig
soviel
sowohl
spaß
spät
später
spaziergang
speisen
spiegel
spiel
spiele
spielen
spielt
spielte
spielten
spitze
spitzen
spott
sprach
sprache
sprachen
sprang
sprangen
spreche
sprechen
sprich
spricht
springen
spur
spuren
stadt
stand
stande
stände
standen
starb
stark
starke
stärke
starken
starker
stärker
starr
starren
starrte
statt
staub
stecken
steckt
steckte
stehe
stehen
stehenden
steht
steigen
steigt
stein
steine
stelle
stellen
stellt
stellte
stellten
stellung
sterben
stern
sterne
sternen
stets
stich
stieg
stiegen
stieß
still
stille
stillen
stiller
stimme
stimmen
stimmte
stimmung
stirbt
stirn
stirne
stock
stoff
stolz
stolze
stolzen
stören
störte
stoß
stoßen
strafe
strahl
strahlen
straße
straßen
streben
strecke
streckte
streifte
streit
streiten
streng
strenge
strengen
strich
strom
stube
stück
stücke
stufe
stufen
stuhl
stumm
stunde
stunden
stundenlang
sturm
stürzen
stürzte
stürzten
suche
suchen
sucht
suchte
suchten
summe
sünde
süß
süße
süßen
süßer
tafel
tag
tage
tagen
tages
täglich
talent
tante
tanz
tanzen
tasche
täuschen
täuschung
tausend
tausendmal
teil
tempel
teufel
theater
tief
tiefe
tiefem
tiefen
tiefer
tiefes
tiefsten
tisch
tische
titel
tochter
töchter
tod
tode
todes
ton
tone
töne
tönen
traf
trafen
trage
tragen
trägt
trank
trat
traten
trauen
trauer
traum
traume
träume
träumen
träumte
traurig
traurige
traurigen
treffen
treiben
treibt
trennen
trennte
trennung
treppe
treten
treu
treue
treuen
trieb
trieben
trifft
trinken
tritt
triumph
trocken
tropfen
trost
trösten
tröstete
trotz
trübe
trüben
trug
trugen
tuch
tüchtig
tugend
übel
üben
über
überall
übergeben
überhaupt
überlassen
überlegen
überließ
übernehmen
überraschen
überrascht
übersehen
überwinden
überwunden
überzeugen
überzeugt
übrig
übrige
übrigen
übrigens
ufer
uhr
um
umarmte
umgab
umgang
umgeben
umgebung
umher
ums
umsonst
umstand
umstände
umständen
unangenehm
unaufhörlich
unbefangen
unbegreiflich
unbekannt
unbekannten
unbemerkt
unbeweglich
und
unendlich
unendliche
unerträglich
unerwartet
ungeduld
ungeduldig
ungefähr
ungeheuer
ungeheure
ungern
ungestört
ungestüm
unglück
unglücklich
unglückliche
unglücklichen
unglücklicher
unmittelbar
unmöglich
unrecht
unruhe
unruhig
uns
unschuld
unschuldig
unschuldigen
unser
unsere
unserer
unseres
unserm
unsern
unsinn
unsre
unten
unter
unterbrach
unterbrechen
unterbrochen
unterdrücken
unterhalten
unterhaltung
unterhielt
unternehmen
unterredung
unterricht
unterrichtet
unterscheiden
unterschied
unterwegs
unwillkürlich
ursache
vater
väter
vaters
verachten
verachtung
verändert
veränderung
veranlassung
verbarg
verbergen
verbinden
verbindung
verborgen
verboten
verbrechen
verbreitete
verbunden
verdacht
verderben
verdienen
verdienst
verdient
verdiente
verdorben
verdruß
verehrung
verfallen
verfolgen
verfolgt
verfolgte
vergangen
vergangenheit
vergaß
vergeben
vergebens
vergeblich
vergehen
vergessen
verging
vergißt
vergleichen
vergnügen
vergnügt
verhalten
verhältnisse
verhältnissen
verkaufen
verlange
verlangen
verlangt
verlangte
verlassen
verlegen
verlegenheit
verliebt
verlieren
verliert
verließ
verließen
verlor
verloren
verlust
vermag
vermeiden
vermied
vermochte
vermögen
vernahm
vernehmen
vernichtet
vernunft
vernünftig
versagt
versammelt
verschaffen
verschieden
verschiedene
verschiedenen
verschlossen
verschwand
verschwinden
verschwunden
versehen
versetzt
versetzte
versichern
versichert
versicherte
versicherung
versprach
versprechen
versprochen
verstand
verstanden
versteckt
verstehe
verstehen
verstehst
versteht
verstorbenen
versuch
versuche
versuchen
versucht
versuchte
versunken
vertrauen
vertraut
vertraute
vertrauten
verwandeln
verwandelt
verwandt
verwandte
verwandten
verweilen
verwirrt
verwirrung
verwundert
verwunderung
verzeihen
verzeihung
verzweiflung
vetter
viel
viele
vielem
vielen
vieler
vieles
vielleicht
vielmehr
vier
viertelstunde
vierten
vierzehn
vogel
vögel
volk
voll
volle
vollem
vollen
vollendet
voller
völlig
vollkommen
vom
von
vor
voran
voraus
vorbei
vorbereitet
vorgekommen
vorgestellt
vorhanden
vorhang
vorher
vorhin
vorigen
vorkommen
vorn
vornehme
vornehmen
vorsatz
vorschlag
vorsicht
vorsichtig
vorstellen
vorstellung
vorstellungen
vortrefflich
vorüber
vorwärts
vorwurf
vorwürfe
vorzug
wach
wachen
wachsen
wächst
waffen
wagen
wagte
wahl
wählen
wahnsinn
wahr
wahre
wahren
während
wahrer
wahres
wahrhaft
wahrhaftig
wahrheit
wahrlich
wahrscheinlich
wald
walde
wand
wände
wandte
wange
wangen
wann
war
wär
ward
wäre
waren
wären
warf
warfen
warm
warme
wärme
warmen
wars
warst
warte
warten
wartet
wartete
warum
was
wäsche
wasser
wechsel
wechseln
wecken
weckte
weder
weg
wege
wegen
weges
weh
wehe
weib
weibe
weiber
weibes
weibliche
weiblichen
weich
weiche
weichen
weil
weile
wein
weine
weinen
weinend
weinte
weise
weisen
weisheit
weiß
weiße
weißen
weißes
weißt
weit
weite
weitem
weiten
weiter
weitere
weiteres
welch
welche
welchem
welchen
welcher
welches
wellen
welt
wem
wen
wenden
wendete
wendung
wenig
wenige
wenigen
weniger
wenigsten
wenigstens
wenn
wenns
wer
werde
werden
werdet
werfen
werk
werke
wert
wesen
wesens
wetter
wich
wichtig
wichtige
wichtigen
wider
widerspruch
widerstand
widerstehen
wie
wieder
wiederholen
wiederholt
wiederholte
wiedersehen
wiege
wies
wiesen
wild
wilde
wilden
wilder
will
wille
willen
willens
willig
willkommen
willst
wind
winde
wink
winkel
winkte
winter
wir
wird
wirft
wirken
wirklich
wirkliche
wirklichen
wirklichkeit
wirkte
wirkung
wirst
wisse
wissen
wissenschaft
witz
wo
wobei
woche
wochen
wodurch
wofür
woher
wohin
wohl
wohlgefallen
wohnen
