authors,Freq
"Sandys, George (1578-1644)",1
"Sarraute, Nathalie (1902-1999)",1
"Schallück, Paul (1922-1976)",1
"Schlegel, Friedrich von (1772-1829)",1
"Schnitzler, Arthur (1862-1931)",1
"Schnurre, Wolfdietrich (1920-1990)",1
"Scudder, Vida Dutton (1861-1954)",1
"Sedgwick, Catharine Maria (1789-1867)",1
"Sedley, Sir Charles (1639?-1701)",1
"Severianin, Igor' (1887-1941)",1
"Seymour, Frances Thynne, Duchess of Somerset (1699-1754)",1
"Shadwell, Thomas (1642?-1692)",1
"Shaftesbury, Anthony Ashley Cooper, 3rd Earl of (1671-1713)",1
"Shershenevich, Vadim Gabrielevich (1893-1942)",1
"Sillitoe, Alan (1928-  )",1
"Silone, Ignazio (1900-1978)",1
"Simons, Beverley (1938-  )",1
"Smith, Charlotte (1749-1806)",1
"Solmi, Sergio (1899-1981)",1
Sophocles (495-406 B.C.),1
"Southey, Robert (1774-1843)",1
"Southwell, Robert (1561?-1595)",1
"Staff, Leopold (1878-1957)",1
"Stegner, Wallace (1909-1993)",1
"Stoddard, Solomon (1643-1729)",1
"Stowe, Harriet Beecher (1811-1896)",1
"Strong, Austin (1881-1952)",1
"Suarès, André (1868-1948)",1
"Sweeney Agonistes (1926-1927, 1932)",1
"Swift, Jonathan (1667-1745)",1
"Swinburne, Algernon Charles (1837-1909)",1
"Tasso, Torquato (1554-1595)",1
"Tate, Allen (1899-1979)",1
"Theobald, Lewis (1688-1744)",1
Tirso de Molina (1583?-1648),1
Titus Andronicus (1590-1591),1
"Toller, Ernst (1893-1939)",1
"Tolomei, Claudio (1492-ca. 1555)",1
"Tomasi di Lampedusa, Giuseppe (1896-1957)",1
"Tonna, Charlotte (1790-1846)",1
"Tourgée, Albion W. (1838-1905)",1
"Tournachon, Félix (1820-1910)",1
"Trevelyan, Robert Calverley (1872-1951)",1
"Tucker, Nathaniel Beverley (1784-1851)",1
"Tuckerman, Henry Theodore (1813-1871)",1
"Turberville, George (1540?-1610?)",1
"Tyler, Moses Coit (1835-1900)",1
"Tyndall, John (1820-1893)",1
"Tzara, Tristan (1896-1963)",1
"Unamuno y Jugo, Miguel de (1864-1936)",1
"Urfé, Honoré d' (1567-1625)",1
"Uttley, Alison (1884-1976)",1
"Valentin, Thomas (1922-1980)",1
"Valla, Lorenzo (1407-1457)",1
"Valle-Inclán, Ramón María del (1866-1936)",1
"Vaughan, Henry (1622-1695)",1
"Vaughan, Thomas (1622-1666)",1
"Very, Jones (1813-1880)",1
"Viau, Théophile de (1590-1626)",1
"Vico, Giambattista (1668-1744)",1
"Villiers de l'Isle-Adam, Philippe-Auguste, comte de (1838-1889)",1
"Voiture, Vincent (1598-1648)",1
"Vossler, Karl (1872-1949)",1
"Wagner, Richard (1813-1883)",1
"Ward, Mary Augusta (1851-1920)",1
"Warmestry, Gervase (1604-1641)",1
"Warton, Joseph (1722-1800)",1
"Welch, Denton (1917-1948)",1
"Welch, Ronald (1909-1982)",1
"Wenceslas II, King of Bohemia (1271-1305)",1
"Wesley, John (1703-1791)",1
"Wheatley, Phillis (1753?-1784)",1
"Wheelock, John Hall (1886-1978)",1
"White, Patrick (1912-1990)",1
"Whittier, John Greenleaf (1807-1892)",1
"Wilde, Oscar (1854-1900)",1
Wilhelm Meisters Lehrjahre (1795-96),1
"Wister, Owen (1860-1938)",1
"Wordsworth, Christopher (1807-1885)",1
"Wright, James (1927-1980)",1
"Zunzunegui, Juan Antonio de (1901-1982)",1
