source,target,weight,type,pmi
look,footstep,11,undirected,2.2632425398
look,think,343,undirected,2.2598348874
look,mental,16,undirected,2.2589147297
look,stronger,10,undirected,2.2533274444
look,never,357,undirected,2.2531211816
look,spring,30,undirected,2.2520362886
look,care,130,undirected,2.2509450728
look,dinner,36,undirected,2.2504246847
look,afflict,14,undirected,2.246979969
look,alway,158,undirected,2.2458488554
look,bath,12,undirected,2.2440041169
look,mrs,438,undirected,2.2429307206
look,studi,35,undirected,2.2428619124
look,given,68,undirected,2.2385601388
look,ray,12,undirected,2.23762451
look,furnitur,12,undirected,2.23762451
look,cherish,11,undirected,2.2317162861
look,rain,16,undirected,2.2301012118
look,bird,18,undirected,2.2265572033
look,insist,15,undirected,2.2265572033
look,sure,140,undirected,2.21543332
look,ornament,9,undirected,2.2140570406
look,girl,134,undirected,2.2135472975
look,hasten,21,undirected,2.2131701226
look,hasti,8,undirected,2.2101825685
look,reliev,19,undirected,2.2098162905
look,imposs,30,undirected,2.206014931
look,suffer,78,undirected,2.2038371061
look,patient,22,undirected,2.2036651481
look,letter,117,undirected,2.2012393954
look,mind,206,undirected,2.1998961872
look,lesson,16,undirected,2.1963574635
look,sleep,45,undirected,2.1960015644
look,insens,11,undirected,2.1944869444
look,ach,9,undirected,2.1935645202
look,lone,12,undirected,2.1925508354
look,talk,113,undirected,2.1919323646
look,sensat,16,undirected,2.1849807765
look,total,11,undirected,2.1845695077
look,affect,81,undirected,2.1785771017
look,els,52,undirected,2.1773524455
look,home,162,undirected,2.1753629122
look,leav,131,undirected,2.1738174545
look,sick,37,undirected,2.1705326407
look,warm,34,undirected,2.1704475573
look,prayer,27,undirected,2.1701755489
look,real,33,undirected,2.1682559322
look,supper,14,undirected,2.1651401257
look,oh,113,undirected,2.1559737902
look,partial,12,undirected,2.1494214745
look,repos,13,undirected,2.148414256
look,go,341,undirected,2.1463144723
look,cottag,23,undirected,2.1431755944
look,marri,72,undirected,2.1282973092
look,want,139,undirected,2.119311673
look,defer,8,undirected,2.119311673
look,awak,10,undirected,2.1176181925
look,certainti,6,undirected,2.1108728043
look,summer,21,undirected,2.1009185115
look,health,26,undirected,2.0916660679
look,marriag,32,undirected,2.0911113708
look,foolish,11,undirected,2.0889603296
look,convinc,26,undirected,2.0885005066
look,paint,12,undirected,2.0846100648
look,prefer,22,undirected,2.0815142788
look,autumn,8,undirected,2.0778119421
look,constant,23,undirected,2.0774585227
look,music,24,undirected,2.0764578457
look,sake,27,undirected,2.0709101892
look,consol,15,undirected,2.0707905792
look,excus,20,undirected,2.0656905815
look,believ,113,undirected,2.0548387757
look,everi,225,undirected,2.0537849397
look,agreeabl,19,undirected,2.052044941
look,winter,19,undirected,2.0512112603
look,servant,42,undirected,2.051072381
look,woman,125,undirected,2.0490269809
look,promis,58,undirected,2.0253838839
look,sink,11,undirected,2.022461847
look,cup,9,undirected,2.0190488744
look,dissip,7,undirected,2.0071943749
look,thing,204,undirected,1.9977324474
look,childhood,9,undirected,1.9871937082
look,introduc,14,undirected,1.9868401639
look,infinit,9,undirected,1.9855449032
look,solitud,9,undirected,1.9806147371
look,day,229,undirected,1.9781765921
look,belov,11,undirected,1.9760054062
look,cruel,13,undirected,1.9750815237
look,wife,75,undirected,1.9608121098
look,spare,19,undirected,1.960456897
look,must,235,undirected,1.9554305271
look,life,154,undirected,1.9468707452
look,style,12,undirected,1.9447888087
look,poor,124,undirected,1.9420374599
look,hid,6,undirected,1.9412364071
look,flatter,13,undirected,1.9223220361
look,silk,9,undirected,1.9201829979
look,somebodi,9,undirected,1.9109663428
look,belief,9,undirected,1.9094384586
look,sourc,8,undirected,1.9081034722
look,nobodi,22,undirected,1.9070125347
look,visit,54,undirected,1.9068971612
look,week,43,undirected,1.905752733
look,nurs,16,undirected,1.9021179905
look,fever,9,undirected,1.8942866536
look,fault,16,undirected,1.8927840237
look,attend,34,undirected,1.8777936049
look,refus,27,undirected,1.8759101742
look,sensibl,20,undirected,1.8595583761
look,varieti,6,undirected,1.8465711805
look,lament,8,undirected,1.8274012644
look,world,84,undirected,1.7949323237
look,wrote,14,undirected,1.7849169994
look,bless,34,undirected,1.7840508235
look,children,48,undirected,1.7752512696
look,earli,30,undirected,1.7549824819
look,delicaci,9,undirected,1.7489827247
look,ill,63,undirected,1.7476831794
look,contain,10,undirected,1.7401789392
look,temptat,7,undirected,1.732584384
look,ignor,16,undirected,1.7152599927
look,treasur,6,undirected,1.7138465649
look,neglect,11,undirected,1.6859896104
look,inspir,9,undirected,1.6762689992
look,daughter,45,undirected,1.6757854402
look,widow,12,undirected,1.6696404724
look,friendship,12,undirected,1.6678402919
look,depend,16,undirected,1.667615497
look,accept,19,undirected,1.6541144018
look,refin,6,undirected,1.6535543346
look,tast,22,undirected,1.6429722253
look,esteem,9,undirected,1.6062287119
look,daylight,3,undirected,1.5817286
look,amiabl,8,undirected,1.5706515637
look,month,21,undirected,1.5552092511
look,live,73,undirected,1.550484403
look,selfish,8,undirected,1.5240202824
look,plan,18,undirected,1.5172932195
look,luxuri,7,undirected,1.4937747159
look,tend,4,undirected,1.4584600871
look,domest,8,undirected,1.4389578439
look,capabl,6,undirected,1.4149284192
look,spend,7,undirected,1.3708237101
look,patienc,6,undirected,1.3474264164
look,temper,10,undirected,1.2431369702
look,persuad,6,undirected,1.0197582078
look,wed,3,undirected,0.7051603574
look,household,2,undirected,0.2319852516
mind,ca,19,undirected,7.4082366188
mind,imag,49,undirected,4.1434903399
mind,tranquil,37,undirected,4.1059972032
mind,remembr,38,undirected,4.0423786036
mind,idea,165,undirected,3.8296822844
mind,agit,59,undirected,3.7713569233
mind,vagu,19,undirected,3.7640930585
mind,recal,29,undirected,3.7093499332
mind,sooth,45,undirected,3.6888998091
mind,vision,29,undirected,3.6364009336
mind,compos,25,undirected,3.5980986939
mind,strength,59,undirected,3.5919843512
mind,unpleas,15,undirected,3.5814084594
mind,recollect,70,undirected,3.5652830184
mind,certainti,12,undirected,3.5558751574
mind,irrit,20,undirected,3.5458416284
mind,soften,26,undirected,3.5436681315
mind,relief,27,undirected,3.4922707793
mind,repos,22,undirected,3.4263625244
mind,abstract,11,undirected,3.4196735363
mind,awok,11,undirected,3.3959570096
mind,reliev,29,undirected,3.3845283138
mind,absorb,16,undirected,3.3826989335
mind,awaken,30,undirected,3.3744877436
mind,composur,12,undirected,3.3721540203
mind,anxieti,36,undirected,3.365185351
mind,sunk,25,undirected,3.3508442337
mind,confus,36,undirected,3.3362860014
mind,resign,19,undirected,3.3125041313
mind,stole,14,undirected,3.303627458
mind,reviv,16,undirected,3.2980460481
mind,oppress,18,undirected,3.293726387
mind,indulg,36,undirected,3.2780453814
mind,grief,32,undirected,3.2606063906
mind,restless,14,undirected,3.2509358879
mind,solitud,15,undirected,3.2432955334
mind,decis,19,undirected,3.24286422
mind,emot,50,undirected,3.2259066171
mind,tend,11,undirected,3.2219161713
mind,futur,48,undirected,3.2200033411
mind,memori,36,undirected,3.2156750507
mind,dissip,11,undirected,3.2110346711
mind,sensat,21,undirected,3.2087696645
mind,percept,10,undirected,3.1945053692
mind,sought,28,undirected,3.1941708651
mind,delic,26,undirected,3.191088407
mind,exert,27,undirected,3.1755177289
mind,calm,46,undirected,3.1669880676
mind,sourc,13,undirected,3.1454664605
mind,chang,98,undirected,3.143857506
mind,thought,389,undirected,3.1404435346
mind,delicaci,17,undirected,3.136826664
mind,insens,13,undirected,3.1133962016
mind,resolut,32,undirected,3.1032218078
mind,subsid,7,undirected,3.0864719485
mind,anguish,17,undirected,3.0799572675
mind,sens,73,undirected,3.0786454831
mind,resent,16,undirected,3.0762020422
mind,past,49,undirected,3.0758040428
mind,shock,26,undirected,3.0735048726
mind,lament,13,undirected,3.0647642527
mind,displeasur,9,undirected,3.0614294537
mind,possibl,90,undirected,3.0514565696
mind,conscious,42,undirected,3.048657475
mind,fatigu,14,undirected,3.0452896585
mind,distress,35,undirected,3.0418374111
mind,sleep,49,undirected,3.0330145453
mind,pain,74,undirected,3.0310216543
mind,sensibl,30,undirected,3.0168786567
mind,entreati,8,undirected,3.0144306751
mind,varieti,9,undirected,3.0038914612
mind,inspir,16,undirected,3.0034883166
mind,weep,16,undirected,3.0034883166
mind,afflict,14,undirected,2.9988351415
mind,whatev,34,undirected,2.9957651763
mind,beam,10,undirected,2.9955393407
mind,disord,8,undirected,2.9831405171
mind,rous,18,undirected,2.9742282694
mind,mourn,21,undirected,2.9721427629
mind,tender,61,undirected,2.9697889778
mind,belov,14,undirected,2.9690226355
mind,regret,25,undirected,2.9626876041
mind,hasti,8,undirected,2.962037741
mind,gratifi,14,undirected,2.9570782334
mind,indiffer,23,undirected,2.956504806
mind,fear,109,undirected,2.9537915391
mind,belief,12,undirected,2.9489757036
mind,consol,17,undirected,2.9478088947
mind,fix,41,undirected,2.9347412457
mind,felt,144,undirected,2.9340745565
mind,contrast,13,undirected,2.9330145096
mind,imagin,53,undirected,2.9297747942
mind,convinc,28,undirected,2.9144636513
mind,amus,29,undirected,2.9105044562
mind,lover,24,undirected,2.9093146881
mind,affection,17,undirected,2.9056530216
mind,unconsci,17,undirected,2.9015335513
mind,sorrow,42,undirected,2.9002374699
mind,stronger,9,undirected,2.8998221013
mind,repent,10,undirected,2.8969193416
mind,bedsid,6,undirected,2.8969193416
mind,vexat,6,undirected,2.8969193416
mind,cherish,10,undirected,2.8882612789
mind,interrupt,33,undirected,2.8866951078
mind,ardent,8,undirected,2.883960197
mind,anxious,38,undirected,2.8819292812
mind,interest,79,undirected,2.8813017032
mind,forgot,15,undirected,2.8745624345
mind,temper,24,undirected,2.8704608801
mind,awak,10,undirected,2.869473365
mind,dread,47,undirected,2.8661308637
mind,check,15,undirected,2.8655330278
mind,timid,12,undirected,2.8627279769
mind,sink,12,undirected,2.8613283965
mind,subdu,10,undirected,2.859372269
mind,tast,35,undirected,2.859133006
mind,inclin,22,undirected,2.8581547982
mind,puzzl,8,undirected,2.8543597272
mind,mortifi,7,undirected,2.8519816048
mind,excit,44,undirected,2.8490707085
mind,suffer,70,undirected,2.847478694
mind,plan,32,undirected,2.844512537
mind,daylight,5,undirected,2.8444093964
mind,bitter,29,undirected,2.8434993747
mind,earli,42,undirected,2.843309891
mind,total,10,undirected,2.8411145005
mind,repress,6,undirected,2.8351019106
mind,concern,39,undirected,2.8327989681
mind,dim,13,undirected,2.8315450494
mind,constant,23,undirected,2.8293136953
mind,affect,73,undirected,2.8264425608
mind,lest,15,undirected,2.8237227577
mind,determin,45,undirected,2.8230046249
mind,reproach,16,undirected,2.8225784773
mind,exquisit,8,undirected,2.81153973
mind,refin,9,undirected,2.8108746153
mind,spite,20,undirected,2.8063635289
mind,health,25,undirected,2.8043005273
mind,bent,17,undirected,2.7953511741
mind,fanci,48,undirected,2.7940619562
mind,chamber,29,undirected,2.7919787042
mind,usual,45,undirected,2.7853174742
mind,imposs,25,undirected,2.7755485468
mind,brighten,5,undirected,2.7743170195
mind,capabl,11,undirected,2.7729193953
mind,dislik,11,undirected,2.7729193953
mind,pictur,27,undirected,2.7703363489
mind,impati,25,undirected,2.7626925387
mind,fault,18,undirected,2.7624222319
mind,improv,17,undirected,2.7617269252
mind,dearest,10,undirected,2.7590495474
mind,various,18,undirected,2.7573674612
mind,accept,27,undirected,2.7573674612
mind,vex,8,undirected,2.7552688246
mind,happier,6,undirected,2.7540117534
mind,gay,14,undirected,2.7472150898
mind,aunt,72,undirected,2.7458790842
mind,ignor,21,undirected,2.7390488807
mind,wonder,69,undirected,2.7381882954
mind,listen,56,undirected,2.7281467154
mind,amiabl,12,undirected,2.7279718444
mind,tri,75,undirected,2.7266508079
mind,esteem,13,undirected,2.7258086646
mind,longer,42,undirected,2.7236099775
mind,mental,12,undirected,2.7230878298
mind,gentl,38,undirected,2.717653555
mind,hope,142,undirected,2.7168456656
mind,express,77,undirected,2.7099033813
mind,trembl,32,undirected,2.7069279976
mind,rest,67,undirected,2.7014891841
mind,hasten,16,undirected,2.6930915796
mind,feel,168,undirected,2.6923319897
mind,enjoy,32,undirected,2.6904355355
mind,prefer,19,undirected,2.6867659771
mind,quiet,50,undirected,2.6829306116
mind,sweet,39,undirected,2.6820597289
mind,decid,22,undirected,2.6802791045
mind,knew,107,undirected,2.6802493602
mind,almost,82,undirected,2.6742424952
mind,cheer,27,undirected,2.6710098927
mind,earnest,30,undirected,2.6706502451
mind,often,65,undirected,2.6690511829
mind,saw,112,undirected,2.664625238
mind,happi,95,undirected,2.6562281377
mind,hastili,18,undirected,2.6499083089
mind,eleg,15,undirected,2.6491538766
mind,seem,191,undirected,2.6472604297
mind,friendship,15,undirected,2.6428390157
mind,spirit,67,undirected,2.6416183501
mind,marriag,26,undirected,2.6353271786
mind,gratitud,15,undirected,2.6338864044
mind,delight,41,undirected,2.6331693015
mind,caress,8,undirected,2.6312161759
mind,faint,25,undirected,2.6290851149
mind,spent,13,undirected,2.6281439769
mind,sat,52,undirected,2.6266114095
mind,charm,29,undirected,2.6243432966
mind,sympathi,19,undirected,2.623526519
mind,never,243,undirected,2.6203020157
mind,blush,18,undirected,2.6194340072
mind,persuad,14,undirected,2.6189112407
mind,plead,9,undirected,2.6165100285
mind,persist,6,undirected,2.6135945745
mind,leisur,9,undirected,2.6034569063
mind,luxuri,10,undirected,2.6023048324
mind,even,186,undirected,2.5931679171
mind,daili,13,undirected,2.5910097554
mind,brilliant,9,undirected,2.5891505106
mind,yet,139,undirected,2.5851017363
mind,ray,8,undirected,2.5840145744
mind,defer,6,undirected,2.5834847731
mind,fade,9,undirected,2.5722486998
mind,embarrass,10,undirected,2.5716901966
mind,alon,54,undirected,2.5676040096
mind,left,92,undirected,2.5672212808
mind,desol,8,undirected,2.5651163742
mind,sad,26,undirected,2.5633179204
mind,silent,35,undirected,2.5563737796
mind,unusu,10,undirected,2.5554904654
mind,watch,49,undirected,2.5499810868
mind,prospect,13,undirected,2.5485733013
mind,attract,15,undirected,2.5476923548
mind,urg,12,undirected,2.5430018191
mind,asham,9,undirected,2.5419850422
mind,comfort,44,undirected,2.541430872
mind,music,18,undirected,2.5406309458
mind,lone,8,undirected,2.5389408998
mind,sometim,41,undirected,2.5387185211
mind,someth,78,undirected,2.5385512944
mind,gave,64,undirected,2.5376119959
mind,persuas,4,undirected,2.5328802752
mind,admir,40,undirected,2.5313708409
mind,neglect,12,undirected,2.5248561599
mind,nervous,9,undirected,2.5205364988
mind,attent,43,undirected,2.517610674
mind,blame,10,undirected,2.5166977224
mind,indign,15,undirected,2.5091952193
mind,shade,12,undirected,2.5089985432
mind,grace,40,undirected,2.5019438402
mind,sparkl,6,undirected,2.4982404932
mind,spoke,42,undirected,2.4949108564
mind,disappoint,23,undirected,2.4933463817
mind,motionless,4,undirected,2.4914542335
mind,fascin,5,undirected,2.4897166136
mind,reserv,10,undirected,2.4885598755
mind,arrang,22,undirected,2.4880345274
mind,explan,9,undirected,2.4866349471
mind,long,141,undirected,2.4853264745
mind,pleasur,47,undirected,2.4798657657
mind,piti,27,undirected,2.4793962525
mind,snatch,6,undirected,2.4770654961
mind,librari,8,undirected,2.4685305936
mind,expect,54,undirected,2.4682158808
mind,real,21,undirected,2.468125981
mind,cruel,10,undirected,2.4645724318
mind,forget,25,undirected,2.4560311347
mind,assur,29,undirected,2.4504283617
mind,much,196,undirected,2.4460641615
mind,everi,157,undirected,2.4457855154
mind,pride,20,undirected,2.445566829
mind,leav,81,undirected,2.4449244585
mind,divid,5,undirected,2.4400450038
mind,read,58,undirected,2.4374659233
mind,flush,8,undirected,2.4364720991
mind,patient,13,undirected,2.4294272248
mind,wish,103,undirected,2.4279715672
mind,love,156,undirected,2.4223969519
mind,glow,11,undirected,2.420022529
mind,angri,12,undirected,2.4143142855
mind,curios,14,undirected,2.4138032993
mind,husband,42,undirected,2.4117619615
mind,footstep,6,undirected,2.4089619088
mind,afraid,22,undirected,2.4088001619
mind,wretch,14,undirected,2.4054095072
mind,madam,32,undirected,2.4014280819
mind,hide,7,undirected,2.3978394483
mind,quit,79,undirected,2.3954938424
mind,selfish,9,undirected,2.3936584906
mind,ceas,12,undirected,2.3913247673
mind,frequent,16,undirected,2.3889238057
mind,pleasant,21,undirected,2.3769431656
mind,heart,131,undirected,2.3750956732
mind,lesson,9,undirected,2.3728484911
mind,sister,65,undirected,2.3705100902
mind,sigh,20,undirected,2.3673146321
mind,prais,10,undirected,2.3657797124
mind,eager,25,undirected,2.36251307
mind,partial,7,undirected,2.3622801463
mind,wait,42,undirected,2.3608256005
mind,sunshin,7,undirected,2.3608256005
mind,unlik,4,undirected,2.3535844393
mind,book,28,undirected,2.3528631987
mind,involuntarili,5,undirected,2.3415361008
mind,last,106,undirected,2.3362962094
mind,childhood,6,undirected,2.3335837726
mind,infinit,6,undirected,2.3319349676
mind,studi,18,undirected,2.3297407813
mind,attend,25,undirected,2.3221640777
mind,beauti,62,undirected,2.3204162943
mind,joy,24,undirected,2.3188414908
mind,letter,62,undirected,2.3180550181
mind,till,70,undirected,2.3161969072
mind,messag,7,undirected,2.3153632265
mind,els,28,undirected,2.3101684096
mind,kind,72,undirected,2.3087301812
mind,domest,9,undirected,2.3085960521
mind,excus,12,undirected,2.3067201303
mind,simpl,12,undirected,2.3027121089
mind,cousin,23,undirected,2.3018081698
mind,shut,14,undirected,2.2967868409
mind,wrote,11,undirected,2.2956101152
mind,care,64,undirected,2.2941488783
mind,endur,12,undirected,2.2939506032
mind,vain,19,undirected,2.2927409341
mind,fond,17,undirected,2.29250555
mind,mistress,13,undirected,2.2852651953
mind,tear,45,undirected,2.2846364622
mind,exclam,5,undirected,2.2796207777
mind,seat,29,undirected,2.2787800883
mind,ever,94,undirected,2.2712134419
mind,sit,32,undirected,2.2712134419
mind,cheek,23,undirected,2.2706069524
mind,believ,66,undirected,2.2689608716
mind,weari,14,undirected,2.2678966892
mind,bed,29,undirected,2.2551443665
mind,carriag,21,undirected,2.2490900995
mind,day,141,undirected,2.2450696515
mind,except,23,undirected,2.2427055809
mind,eye,136,undirected,2.2417608968
mind,morn,57,undirected,2.2377526238
mind,warm,17,undirected,2.2291555493
mind,shawl,5,undirected,2.2284212963
mind,knelt,3,undirected,2.2242706826
mind,refus,18,undirected,2.2223002386
mind,finish,14,undirected,2.2194219327
mind,seldom,7,undirected,2.2162723238
mind,littl,198,undirected,2.2159229788
mind,bloom,4,undirected,2.212505841
mind,depend,13,undirected,2.2118313047
mind,walk,51,undirected,2.2070169765
mind,dare,23,undirected,2.206801319
mind,woman,69,undirected,2.2066749207
mind,look,206,undirected,2.1998961872
mind,went,71,undirected,2.1981541688
mind,mrs,197,undirected,2.1957707115
mind,soft,22,undirected,2.1923749066
mind,danc,14,undirected,2.1883635357
mind,welcom,11,undirected,2.1849775593
mind,away,82,undirected,2.1779163218
mind,lip,26,undirected,2.177042307
mind,talk,52,undirected,2.167643437
mind,spring,13,undirected,2.167643437
mind,gone,40,undirected,2.1624633285
mind,flew,4,undirected,2.1591313804
mind,week,26,undirected,2.1545043279
mind,glad,28,undirected,2.1529137438
mind,life,89,undirected,2.150409685
mind,wed,6,undirected,2.1501627105
mind,mother,100,undirected,2.1410831753
mind,assert,5,undirected,2.1397772659
mind,envi,4,undirected,2.1385545228
mind,ach,4,undirected,2.1344894765
mind,hate,11,undirected,2.1320951481
mind,shrink,4,undirected,2.1243985735
mind,complain,4,undirected,2.1243985735
mind,miss,131,undirected,2.1204516227
mind,bath,5,undirected,2.1203905521
mind,forgiv,11,undirected,2.1145892306
mind,hurt,7,undirected,2.1124223825
mind,voic,57,undirected,2.1113091065
mind,see,156,undirected,2.10795537
mind,door,60,undirected,2.107276913
mind,bright,19,undirected,2.1065914622
mind,besid,24,undirected,2.1018959695
mind,must,128,undirected,2.0997304494
mind,smile,45,undirected,2.0994556685
mind,patienc,6,undirected,2.0992815889
mind,room,75,undirected,2.0943849807
mind,dress,27,undirected,2.0940732438
mind,live,59,undirected,2.0894175783
mind,wife,40,undirected,2.0840586229
mind,sick,16,undirected,2.0840586229
mind,asleep,6,undirected,2.0824527128
mind,father,98,undirected,2.0737406748
mind,visit,30,undirected,2.0709656688
mind,spare,10,undirected,2.0704581834
mind,supper,6,undirected,2.0696974378
mind,given,27,undirected,2.0667444722
mind,grave,17,undirected,2.0645663613
mind,crimson,3,undirected,2.0633802974
mind,draw,14,undirected,2.0610440577
mind,flatter,7,undirected,2.0551380003
mind,window,27,undirected,2.0530781041
mind,foolish,5,undirected,2.0523581417
mind,disagre,4,undirected,2.0508644895
mind,promis,28,undirected,2.049000556
mind,ask,77,undirected,2.0488312797
mind,play,22,undirected,2.0471400904
mind,meant,12,undirected,2.0428124175
mind,pleas,30,undirected,2.0399786818
mind,marri,31,undirected,2.0374735672
mind,kiss,15,undirected,2.0277506009
mind,frighten,6,undirected,2.0238689851
mind,girl,52,undirected,2.0188063887
mind,widow,8,undirected,2.0160305368
mind,sure,54,undirected,2.0146301164
mind,pillow,6,undirected,2.0130320338
mind,wrap,3,undirected,2.0118351456
mind,dear,69,undirected,2.0089269591
mind,style,6,undirected,2.0034968007
mind,rain,6,undirected,2.0011271313
mind,home,64,undirected,1.9985048329
mind,fold,7,undirected,1.9868591595
mind,perfect,24,undirected,1.9864425796
mind,sofa,5,undirected,1.9788909898
mind,alway,57,undirected,1.9781602627
mind,think,122,undirected,1.9779806575
mind,begin,16,undirected,1.9762902081
mind,handsom,13,undirected,1.9746265911
mind,month,15,undirected,1.970592187
mind,inquiri,7,undirected,1.9680374053
mind,go,134,undirected,1.9641269675
mind,paint,5,undirected,1.9609965
mind,cottag,9,undirected,1.9567611283
mind,chair,15,undirected,1.9541983773
mind,daughter,28,undirected,1.9531826331
mind,agreeabl,8,undirected,1.9389026761
mind,child,48,undirected,1.9370972454
mind,hopeless,3,undirected,1.9358492386
mind,throb,3,undirected,1.9358492386
mind,bend,4,undirected,1.9314244526
mind,hair,18,undirected,1.9292193801
mind,prayer,10,undirected,1.9287789484
mind,guess,9,undirected,1.9284854351
mind,notic,15,undirected,1.9147865907
mind,clasp,6,undirected,1.9020585578
mind,introduc,6,undirected,1.891397476
mind,occasion,6,undirected,1.8892788312
mind,want,52,undirected,1.887936631
mind,provok,4,undirected,1.887692788
mind,summer,8,undirected,1.887692788
mind,thing,86,undirected,1.8858149223
mind,visitor,5,undirected,1.8735304742
mind,vaniti,5,undirected,1.8697874879
mind,candl,4,undirected,1.8549540886
mind,curtain,4,undirected,1.8488378616
mind,autumn,3,undirected,1.8488378616
mind,nice,6,undirected,1.8457937192
mind,burst,9,undirected,1.843432443
mind,bless,17,undirected,1.8427588155
mind,tire,7,undirected,1.8367165011
mind,fever,4,undirected,1.8352116099
mind,world,41,undirected,1.8295427641
mind,wept,4,undirected,1.8262295136
mind,pretti,20,undirected,1.8253357253
mind,winter,7,undirected,1.8045376027
mind,wipe,3,undirected,1.8031496774
mind,garden,9,undirected,1.8012098126
mind,bell,10,undirected,1.8012098126
mind,mind,65,undirected,1.7982624609
mind,yes,36,undirected,1.7914066003
mind,displeas,2,undirected,1.7697336805
mind,entreat,4,undirected,1.7571372928
mind,pale,11,undirected,1.7502072582
mind,help,23,undirected,1.7492468739
mind,cold,17,undirected,1.7334488898
mind,sake,9,undirected,1.7241530731
mind,poor,47,undirected,1.7237586686
mind,breakfast,7,undirected,1.7046922677
mind,bird,5,undirected,1.6974785304
mind,offend,4,undirected,1.683426777
mind,nurs,6,undirected,1.67314391
mind,declin,4,undirected,1.6553994647
mind,ill,27,undirected,1.6522404915
mind,afternoon,6,undirected,1.65205498
mind,sob,5,undirected,1.6208281206
mind,kitchen,5,undirected,1.6198577178
mind,dinner,9,undirected,1.6159854962
mind,angel,5,undirected,1.604457991
mind,hid,2,undirected,1.5944792909
mind,stay,14,undirected,1.5807276068
mind,silk,3,undirected,1.5734258817
mind,warmth,2,undirected,1.5259593445
mind,servant,11,undirected,1.4631532081
mind,ornament,2,undirected,1.4618348163
mind,brown,7,undirected,1.4255305536
mind,shine,3,undirected,1.3893055322
mind,chill,2,undirected,1.3784532074
mind,insist,3,undirected,1.3689744634
mind,treasur,2,undirected,1.3670894487
mind,tea,5,undirected,1.3652079806
mind,uncl,13,undirected,1.3372620503
mind,oh,23,undirected,1.31593536
mind,stair,6,undirected,1.3115365639
mind,contain,3,undirected,1.2880613074
mind,spend,3,undirected,1.2753810223
mind,curl,3,undirected,1.2696699845
mind,cup,2,undirected,1.2668266502
mind,temptat,2,undirected,1.231676588
mind,excess,2,undirected,1.223486534
mind,flower,6,undirected,1.1929620758
mind,somebodi,2,undirected,1.1587441185
mind,bonnet,2,undirected,1.0231124865
mind,droop,1,undirected,1.0006693002
mind,household,2,undirected,0.9838404241
mind,kneel,1,undirected,0.9622522841
mind,children,10,undirected,0.9584905242
mind,nobodi,4,undirected,0.954119615
mind,lap,1,undirected,0.706481024
mind,handkerchief,1,undirected,0.6910367015
mind,helpless,1,undirected,0.6118785583
mind,furnitur,1,undirected,0.5045730327
see,ca,74,undirected,8.2020869046
see,displeasur,29,undirected,3.6657248781
see,footstep,35,undirected,3.6067746728
see,displeas,22,undirected,3.6018531251
see,bend,35,undirected,3.5347023247
see,curios,75,undirected,3.526458255
see,vex,30,undirected,3.5112488363
see,dim,45,undirected,3.5074823535
see,exclam,30,undirected,3.5056044187
see,anxious,124,undirected,3.4988488589
see,unusu,45,undirected,3.4937920339
see,bedsid,19,undirected,3.4838230233
see,blush,74,undirected,3.4673515143
see,messag,39,undirected,3.4672388953
see,look,1287,undirected,3.4663133978
see,stole,28,undirected,3.4309988103
see,window,187,undirected,3.4225740267
see,pictur,91,undirected,3.4195831612
see,vision,41,undirected,3.416901342
see,anxieti,66,undirected,3.4055453263
see,glad,172,undirected,3.4024278822
see,pale,100,undirected,3.3917063431
see,eye,751,undirected,3.3847358346
see,recollect,102,undirected,3.3759847614
see,motionless,17,undirected,3.3725973882
see,bent,53,undirected,3.3666539153
see,ach,24,undirected,3.3604731175
see,flush,35,undirected,3.3466027907
see,watch,191,undirected,3.3446583885
see,carriag,110,undirected,3.3392721993
see,hastili,63,undirected,3.3368954492
see,remembr,33,undirected,3.3355241771
see,agit,67,undirected,3.3327362705
see,knelt,16,undirected,3.3324712879
see,belov,35,undirected,3.3195375392
see,composur,20,undirected,3.3172038158
see,throb,21,undirected,3.3159835594
see,felt,370,undirected,3.3119884344
see,faint,87,undirected,3.3103415804
see,cheek,114,undirected,3.3055353566
see,mortifi,19,undirected,3.2847346067
see,stair,75,undirected,3.2714893799
see,imag,36,undirected,3.269413152
see,garden,68,undirected,3.2577171122
see,door,333,undirected,3.2552990125
see,walk,256,undirected,3.25459296
see,persist,20,undirected,3.2517915506
see,earnest,94,undirected,3.2469718175
see,hasten,49,undirected,3.2465473272
see,danc,71,undirected,3.2462102549
see,saw,352,undirected,3.2439817141
see,chamber,80,undirected,3.2409336806
see,impati,71,undirected,3.2407207626
see,sad,90,undirected,3.2392552244
see,express,228,undirected,3.2296677602
see,wish,404,undirected,3.2288816287
see,partial,29,undirected,3.2178899989
see,grace,144,undirected,3.2171018574
see,room,405,undirected,3.215008106
see,subsid,14,undirected,3.2138433008
see,chang,185,undirected,3.2134700242
see,lest,39,undirected,3.2134583745
see,tear,200,undirected,3.2105155107
see,kiss,86,undirected,3.2082718678
see,droop,16,undirected,3.2074821942
see,cousin,100,undirected,3.2057083116
see,pleasur,169,undirected,3.1938410507
see,asleep,32,undirected,3.1906533181
see,joy,101,undirected,3.1901323491
see,indiffer,51,undirected,3.1870603946
see,fanci,125,undirected,3.1853988543
see,reviv,25,undirected,3.1785573225
see,trembl,90,undirected,3.1752259369
see,sit,139,undirected,3.1741756439
see,eager,99,undirected,3.1729812671
see,pain,150,undirected,3.1718160269
see,dinner,75,undirected,3.1704732041
