"source","target","weight","type"
"feel","mercenari",2,"undirected"
"think","mercenari",1,"undirected"
"look","mercenari",1,"undirected"
"mind","mercenari",1,"undirected"
"see","cast",28,"undirected"
"feel","cast",8,"undirected"
"think","cast",17,"undirected"
"look","cast",52,"undirected"
"mind","cast",9,"undirected"
"see","creak",1,"undirected"
"feel","creak",7,"undirected"
"think","creak",3,"undirected"
"look","creak",6,"undirected"
"mind","creak",1,"undirected"
"see","thigh",18,"undirected"
"feel","thigh",34,"undirected"
"think","thigh",12,"undirected"
"look","thigh",32,"undirected"
"mind","thigh",1,"undirected"
"see","tshirt",11,"undirected"
"feel","tshirt",14,"undirected"
"think","tshirt",8,"undirected"
"look","tshirt",31,"undirected"
"see","tug",31,"undirected"
"feel","tug",56,"undirected"
"think","tug",16,"undirected"
"look","tug",42,"undirected"
"mind","tug",6,"undirected"
"see","glock",4,"undirected"
"feel","glock",5,"undirected"
"think","glock",1,"undirected"
"look","glock",9,"undirected"
"see","dose",1,"undirected"
"feel","dose",4,"undirected"
"think","dose",5,"undirected"
"look","dose",2,"undirected"
"see","tiger",1,"undirected"
"feel","tiger",2,"undirected"
"think","tiger",1,"undirected"
"look","tiger",2,"undirected"
"mind","tiger",2,"undirected"
"see","plate",25,"undirected"
"feel","plate",17,"undirected"
"think","plate",21,"undirected"
"look","plate",51,"undirected"
"mind","plate",2,"undirected"
"see","scowl",25,"undirected"
"feel","scowl",10,"undirected"
"think","scowl",21,"undirected"
"look","scowl",41,"undirected"
"mind","scowl",4,"undirected"
"see","definit",18,"undirected"
"feel","definit",17,"undirected"
"think","definit",26,"undirected"
"look","definit",31,"undirected"
"mind","definit",6,"undirected"
"see","demon",5,"undirected"
"feel","demon",3,"undirected"
"think","demon",1,"undirected"
"look","demon",3,"undirected"
"mind","demon",1,"undirected"
"see","shiver",25,"undirected"
"feel","shiver",61,"undirected"
"think","shiver",29,"undirected"
"look","shiver",36,"undirected"
"mind","shiver",4,"undirected"
"see","adjac",2,"undirected"
"feel","adjac",2,"undirected"
"look","adjac",2,"undirected"
"see","beatup",2,"undirected"
"think","beatup",2,"undirected"
"look","beatup",3,"undirected"
"see","borrow",8,"undirected"
"feel","borrow",3,"undirected"
"think","borrow",4,"undirected"
"look","borrow",11,"undirected"
"mind","borrow",1,"undirected"
"see","monstros",1,"undirected"
"look","monstros",1,"undirected"
"see","orang",26,"undirected"
"feel","orang",11,"undirected"
"think","orang",12,"undirected"
"look","orang",26,"undirected"
"mind","orang",1,"undirected"
"see","seventi",2,"undirected"
"feel","seventi",3,"undirected"
"think","seventi",2,"undirected"
"look","seventi",7,"undirected"
"see","streak",21,"undirected"
"feel","streak",11,"undirected"
"think","streak",4,"undirected"
"look","streak",10,"undirected"
"see","whoa",1,"undirected"
"think","whoa",1,"undirected"
"look","whoa",3,"undirected"
"see","stage",20,"undirected"
"feel","stage",13,"undirected"
"think","stage",22,"undirected"
"look","stage",30,"undirected"
"mind","stage",3,"undirected"
"think","booz",1,"undirected"
"look","booz",1,"undirected"
"see","drug",14,"undirected"
"feel","drug",23,"undirected"
"think","drug",20,"undirected"
"look","drug",19,"undirected"
"mind","drug",8,"undirected"
"see","fog",39,"undirected"
"feel","fog",13,"undirected"
"think","fog",22,"undirected"
"look","fog",31,"undirected"
"mind","fog",5,"undirected"
"think","embolden",1,"undirected"
"look","embolden",2,"undirected"
"see","lung",22,"undirected"
"feel","lung",48,"undirected"
"think","lung",20,"undirected"
"look","lung",17,"undirected"
"mind","lung",8,"undirected"
"see","pierc",9,"undirected"
"feel","pierc",14,"undirected"
"think","pierc",6,"undirected"
"look","pierc",8,"undirected"
"mind","pierc",4,"undirected"
"see","neardeath",3,"undirected"
"think","neardeath",1,"undirected"
"look","neardeath",1,"undirected"
"mind","neardeath",2,"undirected"
"see","retort",7,"undirected"
"feel","retort",2,"undirected"
"think","retort",7,"undirected"
"look","retort",7,"undirected"
"mind","retort",1,"undirected"
"see","content",17,"undirected"
"feel","content",16,"undirected"
"think","content",16,"undirected"
"look","content",24,"undirected"
"mind","content",9,"undirected"
"see","puke",3,"undirected"
"feel","puke",2,"undirected"
"look","puke",1,"undirected"
"mind","puke",1,"undirected"
"see","bench",17,"undirected"
"feel","bench",13,"undirected"
"think","bench",10,"undirected"
"look","bench",34,"undirected"
"mind","bench",2,"undirected"
"see","conjur",4,"undirected"
"feel","conjur",2,"undirected"
"think","conjur",5,"undirected"
"look","conjur",7,"undirected"
"mind","conjur",3,"undirected"
"see","recogniz",4,"undirected"
"feel","recogniz",1,"undirected"
"look","recogniz",1,"undirected"
"mind","recogniz",2,"undirected"
"see","rubber",5,"undirected"
"feel","rubber",11,"undirected"
"think","rubber",2,"undirected"
"look","rubber",4,"undirected"
"mind","rubber",1,"undirected"
"feel","swagger",1,"undirected"
"think","swagger",1,"undirected"
"mind","swagger",1,"undirected"
"mind","delinqu",1,"undirected"
"see","patrol",10,"undirected"
"feel","patrol",6,"undirected"
"think","patrol",7,"undirected"
"look","patrol",10,"undirected"
"mind","patrol",1,"undirected"
"see","solemn",3,"undirected"
"feel","solemn",7,"undirected"
"think","solemn",7,"undirected"
"look","solemn",12,"undirected"
"mind","solemn",2,"undirected"
"see","ate",13,"undirected"
"feel","ate",10,"undirected"
"think","ate",25,"undirected"
"look","ate",20,"undirected"
"mind","ate",6,"undirected"
"see","bull",8,"undirected"
"think","bull",3,"undirected"
"look","bull",4,"undirected"
"mind","bull",1,"undirected"
"see","fri",3,"undirected"
"feel","fri",1,"undirected"
"think","fri",10,"undirected"
"look","fri",12,"undirected"
"mind","fri",3,"undirected"
"see","stealth",2,"undirected"
"feel","stealth",1,"undirected"
"think","stealth",2,"undirected"
"mind","stealth",1,"undirected"
"see","discern",8,"undirected"
"feel","discern",1,"undirected"
"think","discern",4,"undirected"
"look","discern",1,"undirected"
"mind","discern",2,"undirected"
"see","kindergarten",2,"undirected"
"feel","kindergarten",1,"undirected"
"think","kindergarten",2,"undirected"
"look","kindergarten",1,"undirected"
"mind","kindergarten",1,"undirected"
"feel","espresso",1,"undirected"
"think","espresso",1,"undirected"
"look","espresso",1,"undirected"
"mind","espresso",1,"undirected"
"see","latt",1,"undirected"
"mind","latt",1,"undirected"
"see","sip",28,"undirected"
"feel","sip",22,"undirected"
"think","sip",33,"undirected"
"look","sip",41,"undirected"
"mind","sip",9,"undirected"
"see","claw",11,"undirected"
"feel","claw",19,"undirected"
"think","claw",11,"undirected"
"look","claw",15,"undirected"
"mind","claw",7,"undirected"
"see","sober",9,"undirected"
"feel","sober",8,"undirected"
"think","sober",5,"undirected"
"look","sober",10,"undirected"
"mind","sober",2,"undirected"
"see","arni",5,"undirected"
"feel","arni",6,"undirected"
"think","arni",13,"undirected"
"look","arni",8,"undirected"
"see","fad",3,"undirected"
"see","heather",179,"undirected"
"feel","heather",158,"undirected"
"think","heather",272,"undirected"
"look","heather",206,"undirected"
"mind","heather",49,"undirected"
"see","onlin",9,"undirected"
"feel","onlin",9,"undirected"
"think","onlin",5,"undirected"
"look","onlin",9,"undirected"
"mind","onlin",1,"undirected"
"see","reprimand",3,"undirected"
"feel","reprimand",2,"undirected"
"think","reprimand",1,"undirected"
"see","sharedworld",1,"undirected"
"see","yang",2,"undirected"
"look","yang",1,"undirected"
"see","cup",25,"undirected"
"feel","cup",25,"undirected"
"think","cup",29,"undirected"
"look","cup",63,"undirected"
"mind","cup",4,"undirected"
"see","indent",4,"undirected"
"feel","indent",2,"undirected"
"think","indent",3,"undirected"
"look","indent",4,"undirected"
"see","opaqu",12,"undirected"
"feel","opaqu",1,"undirected"
"think","opaqu",3,"undirected"
"look","opaqu",3,"undirected"
"mind","opaqu",1,"undirected"
"see","shelf",8,"undirected"
"feel","shelf",6,"undirected"
"think","shelf",10,"undirected"
"look","shelf",13,"undirected"
"mind","shelf",1,"undirected"
"see","administr",7,"undirected"
"feel","administr",2,"undirected"
"think","administr",5,"undirected"
"look","administr",4,"undirected"
"see","alqaeda",2,"undirected"
"see","berlin",1,"undirected"
"see","fli",74,"undirected"
"feel","fli",45,"undirected"
"think","fli",44,"undirected"
"look","fli",42,"undirected"
"mind","fli",7,"undirected"
"see","photo",27,"undirected"
"feel","photo",7,"undirected"
"think","photo",13,"undirected"
"look","photo",43,"undirected"
"mind","photo",4,"undirected"
"see","russian",9,"undirected"
"feel","russian",5,"undirected"
"think","russian",12,"undirected"
"look","russian",11,"undirected"
"mind","russian",5,"undirected"
"see","saudi",1,"undirected"
"think","saudi",1,"undirected"
"see","break",59,"undirected"
"feel","break",61,"undirected"
"think","break",78,"undirected"
"look","break",57,"undirected"
"mind","break",25,"undirected"
"see","miscommun",1,"undirected"
"see","lenni",12,"undirected"
"feel","lenni",5,"undirected"
"think","lenni",6,"undirected"
"look","lenni",8,"undirected"
"mind","lenni",1,"undirected"
"see","scribbl",6,"undirected"
"feel","scribbl",4,"undirected"
"think","scribbl",3,"undirected"
"look","scribbl",8,"undirected"
"see","written",22,"undirected"
"feel","written",8,"undirected"
"think","written",18,"undirected"
"look","written",20,"undirected"
"mind","written",7,"undirected"
"see","yr",2,"undirected"
"look","yr",1,"undirected"
"see","decay",4,"undirected"
"feel","decay",3,"undirected"
"think","decay",2,"undirected"
"look","decay",7,"undirected"
"see","depend",7,"undirected"
"feel","depend",10,"undirected"
"think","depend",17,"undirected"
"look","depend",9,"undirected"
"mind","depend",4,"undirected"
"see","gadget",3,"undirected"
"feel","gadget",2,"undirected"
"think","gadget",1,"undirected"
"look","gadget",2,"undirected"
"mind","gadget",1,"undirected"
"see","nanoswarm",1,"undirected"
"see","wheelchair",1,"undirected"
"feel","wheelchair",1,"undirected"
"think","wheelchair",1,"undirected"
"look","wheelchair",3,"undirected"
"see","sneaker",5,"undirected"
"feel","sneaker",2,"undirected"
"think","sneaker",2,"undirected"
"look","sneaker",4,"undirected"
"mind","sneaker",1,"undirected"
"see","strap",38,"undirected"
"feel","strap",24,"undirected"
"think","strap",22,"undirected"
"look","strap",32,"undirected"
"mind","strap",4,"undirected"
"see","asid",46,"undirected"
"feel","asid",23,"undirected"
"think","asid",63,"undirected"
"look","asid",57,"undirected"
"mind","asid",12,"undirected"
"see","bat",8,"undirected"
"feel","bat",7,"undirected"
"think","bat",5,"undirected"
"look","bat",5,"undirected"
"mind","bat",2,"undirected"
"see","bathroom",36,"undirected"
"feel","bathroom",15,"undirected"
"think","bathroom",21,"undirected"
"look","bathroom",42,"undirected"
"mind","bathroom",4,"undirected"
"see","kaiann",1,"undirected"
"see","nois",57,"undirected"
"feel","nois",37,"undirected"
"think","nois",46,"undirected"
"look","nois",42,"undirected"
"mind","nois",9,"undirected"
"see","wheel",51,"undirected"
"feel","wheel",24,"undirected"
"think","wheel",22,"undirected"
"look","wheel",52,"undirected"
"mind","wheel",4,"undirected"
"see","curl",37,"undirected"
"feel","curl",36,"undirected"
"think","curl",24,"undirected"
"look","curl",53,"undirected"
"mind","curl",7,"undirected"
"see","gloom",7,"undirected"
"feel","gloom",2,"undirected"
"think","gloom",5,"undirected"
"look","gloom",11,"undirected"
"mind","gloom",2,"undirected"
"see","cam",16,"undirected"
"feel","cam",7,"undirected"
"think","cam",7,"undirected"
"look","cam",13,"undirected"
"mind","cam",3,"undirected"
"see","overwork",1,"undirected"
"look","overwork",2,"undirected"
"see","rusti",8,"undirected"
"feel","rusti",1,"undirected"
"think","rusti",1,"undirected"
"look","rusti",3,"undirected"
"see","stressedout",4,"undirected"
"think","stressedout",2,"undirected"
"look","stressedout",3,"undirected"
"mind","stressedout",2,"undirected"
"see","bend",23,"undirected"
"feel","bend",11,"undirected"
"think","bend",13,"undirected"
"look","bend",21,"undirected"
"mind","bend",2,"undirected"
"see","chris",104,"undirected"
"feel","chris",95,"undirected"
"think","chris",101,"undirected"
"look","chris",94,"undirected"
"mind","chris",10,"undirected"
"see","cradl",11,"undirected"
"feel","cradl",15,"undirected"
"think","cradl",11,"undirected"
"look","cradl",29,"undirected"
"mind","cradl",2,"undirected"
"see","pieta",1,"undirected"
"see","chimney",3,"undirected"
"look","chimney",5,"undirected"
"see","soldier",81,"undirected"
"feel","soldier",21,"undirected"
"think","soldier",42,"undirected"
"look","soldier",62,"undirected"
"mind","soldier",10,"undirected"
"see","statist",1,"undirected"
"think","statist",3,"undirected"
"see","wagon",14,"undirected"
"feel","wagon",4,"undirected"
"think","wagon",11,"undirected"
"look","wagon",11,"undirected"
"see","worker",13,"undirected"
"feel","worker",7,"undirected"
"think","worker",9,"undirected"
"look","worker",23,"undirected"
"mind","worker",6,"undirected"
"see","flag",11,"undirected"
"feel","flag",3,"undirected"
"think","flag",7,"undirected"
"look","flag",8,"undirected"
"mind","flag",6,"undirected"
"see","liter",7,"undirected"
"feel","liter",8,"undirected"
"think","liter",3,"undirected"
"look","liter",6,"undirected"
"mind","liter",3,"undirected"
"see","mile",53,"undirected"
"feel","mile",16,"undirected"
"think","mile",30,"undirected"
"look","mile",51,"undirected"
"mind","mile",1,"undirected"
"see","biodiesel",1,"undirected"
"see","larsen",1,"undirected"
"see","quattro",1,"undirected"
"feel","quattro",1,"undirected"
"think","quattro",1,"undirected"
"see","uncap",2,"undirected"
"think","uncap",1,"undirected"
"see","fed",6,"undirected"
"feel","fed",7,"undirected"
"think","fed",9,"undirected"
"look","fed",8,"undirected"
"mind","fed",6,"undirected"
"see","mcintyr",2,"undirected"
"think","mcintyr",1,"undirected"
"see","asham",7,"undirected"
"feel","asham",28,"undirected"
"think","asham",11,"undirected"
"look","asham",15,"undirected"
"mind","asham",2,"undirected"
"see","graham",5,"undirected"
"feel","graham",1,"undirected"
"think","graham",11,"undirected"
"look","graham",8,"undirected"
"see","manckiewicz",1,"undirected"
"think","manckiewicz",1,"undirected"
"look","manckiewicz",1,"undirected"
"see","publish",2,"undirected"
"feel","publish",2,"undirected"
"look","publish",4,"undirected"
"mind","publish",1,"undirected"
"see","steer",19,"undirected"
"feel","steer",5,"undirected"
"think","steer",18,"undirected"
"look","steer",15,"undirected"
"mind","steer",1,"undirected"
"see","wade",6,"undirected"
"feel","wade",6,"undirected"
"think","wade",1,"undirected"
"look","wade",8,"undirected"
"see","meow",2,"undirected"
"feel","meow",1,"undirected"
"think","meow",2,"undirected"
"look","meow",2,"undirected"
"see","bifoc",1,"undirected"
"see","doublesurpris",1,"undirected"
"think","doublesurpris",1,"undirected"
"see","rage",24,"undirected"
"feel","rage",46,"undirected"
"think","rage",28,"undirected"
"look","rage",30,"undirected"
"mind","rage",10,"undirected"
"see","faraday",1,"undirected"
"mind","faraday",1,"undirected"
"see","radio",34,"undirected"
"feel","radio",20,"undirected"
"think","radio",34,"undirected"
"look","radio",35,"undirected"
"mind","radio",8,"undirected"
"see","runner",2,"undirected"
"feel","runner",1,"undirected"
"think","runner",3,"undirected"
"look","runner",4,"undirected"
"see","ert",1,"undirected"
"look","ert",1,"undirected"
"see","extern",4,"undirected"
"feel","extern",3,"undirected"
"think","extern",3,"undirected"
"look","extern",6,"undirected"
"mind","extern",2,"undirected"
"see","holsterbuckl",1,"undirected"
"see","lightduti",1,"undirected"
"look","lightduti",1,"undirected"
"see","telltal",6,"undirected"
"feel","telltal",5,"undirected"
"think","telltal",9,"undirected"
"look","telltal",10,"undirected"
"mind","telltal",1,"undirected"
"see","board",53,"undirected"
"feel","board",18,"undirected"
"think","board",22,"undirected"
"look","board",42,"undirected"
"mind","board",5,"undirected"
"see","inconsist",1,"undirected"
"feel","inconsist",1,"undirected"
"see","result",29,"undirected"
"feel","result",15,"undirected"
"think","result",14,"undirected"
"look","result",17,"undirected"
"mind","result",7,"undirected"
"see","spreadsheet",1,"undirected"
"think","spreadsheet",1,"undirected"
"look","spreadsheet",3,"undirected"
"see","type",24,"undirected"
"feel","type",11,"undirected"
"think","type",30,"undirected"
"look","type",21,"undirected"
"mind","type",3,"undirected"
"see","adher",3,"undirected"
"feel","adher",3,"undirected"
"think","adher",3,"undirected"
"look","adher",1,"undirected"
"see","experiment",3,"undirected"
"feel","experiment",3,"undirected"
"think","experiment",3,"undirected"
"look","experiment",4,"undirected"
"mind","experiment",1,"undirected"
"see","famous",15,"undirected"
"feel","famous",4,"undirected"
"think","famous",12,"undirected"
"look","famous",7,"undirected"
"mind","famous",4,"undirected"
"see","flight",27,"undirected"
"feel","flight",15,"undirected"
"think","flight",30,"undirected"
"look","flight",32,"undirected"
"mind","flight",3,"undirected"
"see","idiot",8,"undirected"
"feel","idiot",23,"undirected"
"think","idiot",12,"undirected"
"look","idiot",15,"undirected"
"mind","idiot",2,"undirected"
"see","pearl",9,"undirected"
"feel","pearl",1,"undirected"
"think","pearl",5,"undirected"
"look","pearl",7,"undirected"
"see","plane",52,"undirected"
"feel","plane",15,"undirected"
"think","plane",26,"undirected"
"look","plane",32,"undirected"
"mind","plane",6,"undirected"
"see","radar",9,"undirected"
"think","radar",3,"undirected"
"look","radar",10,"undirected"
"see","unknown",9,"undirected"
"feel","unknown",13,"undirected"
"think","unknown",13,"undirected"
"look","unknown",8,"undirected"
"mind","unknown",2,"undirected"
"see","abbrevi",2,"undirected"
"feel","abbrevi",1,"undirected"
"think","abbrevi",1,"undirected"
"look","abbrevi",2,"undirected"
"see","footnot",1,"undirected"
"look","footnot",2,"undirected"
"see","miso",1,"undirected"
"look","miso",1,"undirected"
"see","nonmilitari",1,"undirected"
"look","nonmilitari",1,"undirected"
"see","plume",14,"undirected"
"feel","plume",5,"undirected"
"think","plume",3,"undirected"
"look","plume",4,"undirected"
"see","astronom",4,"undirected"
"feel","astronom",2,"undirected"
"think","astronom",3,"undirected"
"look","astronom",3,"undirected"
"see","horoscop",2,"undirected"
"see","corona",2,"undirected"
"feel","corona",1,"undirected"
"see","couch",37,"undirected"
"feel","couch",22,"undirected"
"think","couch",28,"undirected"
"look","couch",50,"undirected"
"mind","couch",10,"undirected"
"see","graybrown",1,"undirected"
"see","tower",60,"undirected"
"feel","tower",18,"undirected"
"think","tower",16,"undirected"
"look","tower",37,"undirected"
"mind","tower",5,"undirected"
"see","cameron",18,"undirected"
"feel","cameron",3,"undirected"
"think","cameron",10,"undirected"
"look","cameron",15,"undirected"
"mind","cameron",5,"undirected"
"see","eeyor",1,"undirected"
"see","nguyenpet",1,"undirected"
"see","till",12,"undirected"
"feel","till",5,"undirected"
"think","till",32,"undirected"
"look","till",21,"undirected"
"mind","till",6,"undirected"
"see","cautious",29,"undirected"
"feel","cautious",10,"undirected"
"think","cautious",9,"undirected"
"look","cautious",17,"undirected"
"mind","cautious",4,"undirected"
"see","grandmoth",4,"undirected"
"feel","grandmoth",1,"undirected"
"think","grandmoth",8,"undirected"
"look","grandmoth",5,"undirected"
"see","intel",1,"undirected"
"think","intel",3,"undirected"
"mind","intel",1,"undirected"
"see","teenag",20,"undirected"
"feel","teenag",7,"undirected"
"think","teenag",14,"undirected"
"look","teenag",25,"undirected"
"mind","teenag",3,"undirected"
"see","hamburg",2,"undirected"
"feel","hamburg",1,"undirected"
"think","hamburg",1,"undirected"
"see","jalapeno",1,"undirected"
"see","jar",7,"undirected"
"feel","jar",4,"undirected"
"think","jar",9,"undirected"
"look","jar",15,"undirected"
"mind","jar",2,"undirected"
"see","pickl",3,"undirected"
"feel","pickl",2,"undirected"
"think","pickl",3,"undirected"
"look","pickl",1,"undirected"
"see","sauerkraut",1,"undirected"
"see","storebrand",1,"undirected"
"see","gape",23,"undirected"
"feel","gape",6,"undirected"
"think","gape",10,"undirected"
"look","gape",12,"undirected"
"mind","gape",1,"undirected"
"see","motionless",13,"undirected"
"feel","motionless",7,"undirected"
"think","motionless",5,"undirected"
"look","motionless",14,"undirected"
"mind","motionless",3,"undirected"
"see","sofa",7,"undirected"
"feel","sofa",8,"undirected"
"think","sofa",9,"undirected"
"look","sofa",17,"undirected"
"mind","sofa",5,"undirected"
"see","burst",39,"undirected"
"feel","burst",40,"undirected"
"think","burst",29,"undirected"
"look","burst",31,"undirected"
"mind","burst",8,"undirected"
"see","stutter",5,"undirected"
"feel","stutter",2,"undirected"
"think","stutter",7,"undirected"
"look","stutter",4,"undirected"
"mind","stutter",1,"undirected"
"see","ladder",18,"undirected"
"feel","ladder",10,"undirected"
"think","ladder",10,"undirected"
"look","ladder",28,"undirected"
"mind","ladder",1,"undirected"
"see","pendano",1,"undirected"
"look","pendano",1,"undirected"
"see","roger",7,"undirected"
"feel","roger",3,"undirected"
"think","roger",5,"undirected"
"look","roger",8,"undirected"
"mind","roger",1,"undirected"
"see","sane",2,"undirected"
"feel","sane",3,"undirected"
"think","sane",5,"undirected"
"look","sane",3,"undirected"
"see","doctor",37,"undirected"
"feel","doctor",17,"undirected"
"think","doctor",39,"undirected"
"look","doctor",46,"undirected"
"mind","doctor",3,"undirected"
"see","dr",78,"undirected"
"feel","dr",43,"undirected"
"think","dr",68,"undirected"
"look","dr",97,"undirected"
"mind","dr",19,"undirected"
"see","lee",201,"undirected"
"feel","lee",170,"undirected"
"think","lee",170,"undirected"
"look","lee",362,"undirected"
"mind","lee",38,"undirected"
"see","chees",4,"undirected"
"feel","chees",1,"undirected"
"think","chees",5,"undirected"
"look","chees",9,"undirected"
"see","flyblown",1,"undirected"
"see","rotten",4,"undirected"
"feel","rotten",2,"undirected"
"think","rotten",4,"undirected"
"look","rotten",2,"undirected"
"see","snif",5,"undirected"
"feel","snif",2,"undirected"
"think","snif",14,"undirected"
"look","snif",17,"undirected"
"see","dullest",1,"undirected"
"see","file",20,"undirected"
"feel","file",14,"undirected"
"think","file",24,"undirected"
"look","file",30,"undirected"
"mind","file",14,"undirected"
"see","paperwork",4,"undirected"
"feel","paperwork",1,"undirected"
"think","paperwork",4,"undirected"
"look","paperwork",8,"undirected"
"mind","paperwork",2,"undirected"
"see","sherri",2,"undirected"
"look","sherri",1,"undirected"
"see","steril",2,"undirected"
"feel","steril",1,"undirected"
"think","steril",4,"undirected"
"mind","steril",3,"undirected"
"see","systemat",6,"undirected"
"think","systemat",1,"undirected"
"look","systemat",1,"undirected"
"see","tedious",1,"undirected"
"look","tedious",1,"undirected"
"see","rocket",10,"undirected"
"feel","rocket",7,"undirected"
"think","rocket",4,"undirected"
"look","rocket",5,"undirected"
"see","socialwork",1,"undirected"
"see","nasti",8,"undirected"
"feel","nasti",9,"undirected"
"think","nasti",8,"undirected"
"look","nasti",8,"undirected"
"mind","nasti",1,"undirected"
"see","weisbrod",2,"undirected"
"feel","weisbrod",1,"undirected"
"think","weisbrod",5,"undirected"
"look","weisbrod",3,"undirected"
"see","politician",3,"undirected"
"feel","politician",1,"undirected"
"think","politician",1,"undirected"
"look","politician",3,"undirected"
"see","biplan",1,"undirected"
"look","biplan",3,"undirected"
"see","dissent",1,"undirected"
"think","dissent",1,"undirected"
"look","dissent",1,"undirected"
"mind","dissent",1,"undirected"
"see","minion",2,"undirected"
"think","minion",4,"undirected"
"see","pout",3,"undirected"
"think","pout",3,"undirected"
"look","pout",1,"undirected"
"see","thinker",2,"undirected"
"think","thinker",2,"undirected"
"see","sacrific",5,"undirected"
"feel","sacrific",2,"undirected"
"think","sacrific",4,"undirected"
"look","sacrific",5,"undirected"
"mind","sacrific",1,"undirected"
"see","whew",1,"undirected"
"look","whew",1,"undirected"
"see","artifact",11,"undirected"
"feel","artifact",1,"undirected"
"think","artifact",6,"undirected"
"look","artifact",3,"undirected"
"mind","artifact",1,"undirected"
"see","film",19,"undirected"
"feel","film",3,"undirected"
"think","film",6,"undirected"
"look","film",15,"undirected"
"mind","film",1,"undirected"
"see","loot",3,"undirected"
"feel","loot",7,"undirected"
"think","loot",1,"undirected"
"look","loot",3,"undirected"
"mind","loot",1,"undirected"
"see","mailbox",1,"undirected"
"feel","mailbox",1,"undirected"
"think","mailbox",1,"undirected"
"see","zag",2,"undirected"
"see","violent",19,"undirected"
"feel","violent",28,"undirected"
"think","violent",17,"undirected"
"look","violent",9,"undirected"
"mind","violent",2,"undirected"
"see","adjust",47,"undirected"
"feel","adjust",20,"undirected"
"think","adjust",22,"undirected"
"look","adjust",31,"undirected"
"mind","adjust",7,"undirected"
"see","harsher",1,"undirected"
"think","harsher",1,"undirected"
"see","shh",1,"undirected"
"feel","shh",1,"undirected"
"think","shh",5,"undirected"
"look","shh",2,"undirected"
"mind","shh",1,"undirected"
"see","countri",13,"undirected"
"feel","countri",6,"undirected"
"think","countri",24,"undirected"
"look","countri",18,"undirected"
"mind","countri",5,"undirected"
"see","knit",4,"undirected"
"feel","knit",7,"undirected"
"think","knit",5,"undirected"
"look","knit",7,"undirected"
"see","potenti",8,"undirected"
"feel","potenti",8,"undirected"
"think","potenti",15,"undirected"
"look","potenti",19,"undirected"
"mind","potenti",7,"undirected"
"see","road",123,"undirected"
"feel","road",40,"undirected"
"think","road",61,"undirected"
"look","road",106,"undirected"
"mind","road",13,"undirected"
"feel","browder",1,"undirected"
"think","browder",4,"undirected"
"look","browder",4,"undirected"
"see","sarcast",3,"undirected"
"feel","sarcast",4,"undirected"
"think","sarcast",6,"undirected"
"look","sarcast",3,"undirected"
"see","implicit",1,"undirected"
"feel","implicit",2,"undirected"
"look","implicit",1,"undirected"
"see","boredom",2,"undirected"
"feel","boredom",5,"undirected"
"think","boredom",3,"undirected"
"look","boredom",3,"undirected"
"mind","boredom",1,"undirected"
"feel","costaguana",1,"undirected"
"see","disinfect",1,"undirected"
"feel","disinfect",2,"undirected"
"think","disinfect",2,"undirected"
"look","disinfect",2,"undirected"
"see","greasi",5,"undirected"
"feel","greasi",4,"undirected"
"look","greasi",4,"undirected"
"see","hustl",6,"undirected"
"feel","hustl",2,"undirected"
"think","hustl",3,"undirected"
"look","hustl",5,"undirected"
"mind","hustl",1,"undirected"
"feel","safeway",2,"undirected"
"think","safeway",1,"undirected"
"see","smeari",1,"undirected"
"feel","smeari",1,"undirected"
"look","smeari",1,"undirected"
"see","awkward",24,"undirected"
"feel","awkward",41,"undirected"
"think","awkward",21,"undirected"
"look","awkward",31,"undirected"
"mind","awkward",5,"undirected"
"see","um",8,"undirected"
"feel","um",2,"undirected"
"think","um",7,"undirected"
"look","um",13,"undirected"
"see","complain",13,"undirected"
"feel","complain",5,"undirected"
"think","complain",14,"undirected"
"look","complain",9,"undirected"
"mind","complain",1,"undirected"
"feel","dotti",1,"undirected"
"look","dotti",1,"undirected"
"see","mumbl",5,"undirected"
"feel","mumbl",12,"undirected"
"think","mumbl",13,"undirected"
"look","mumbl",10,"undirected"
"mind","mumbl",5,"undirected"
"see","professor",20,"undirected"
"feel","professor",12,"undirected"
"think","professor",22,"undirected"
"look","professor",43,"undirected"
"mind","professor",6,"undirected"
"feel","pueblo",2,"undirected"
"see","rearrang",1,"undirected"
"feel","rearrang",3,"undirected"
"think","rearrang",2,"undirected"
"look","rearrang",3,"undirected"
"mind","rearrang",1,"undirected"
"see","wrack",2,"undirected"
"feel","wrack",2,"undirected"
"think","wrack",1,"undirected"
"look","wrack",1,"undirected"
"mind","wrack",1,"undirected"
"see","argu",19,"undirected"
"feel","argu",13,"undirected"
"think","argu",29,"undirected"
"look","argu",31,"undirected"
"mind","argu",3,"undirected"
"see","fourteen",4,"undirected"
"feel","fourteen",4,"undirected"
"think","fourteen",1,"undirected"
"look","fourteen",8,"undirected"
"mind","fourteen",3,"undirected"
"see","instant",72,"undirected"
"feel","instant",74,"undirected"
"think","instant",70,"undirected"
"look","instant",54,"undirected"
"mind","instant",21,"undirected"
"see","lunch",12,"undirected"
"feel","lunch",13,"undirected"
"think","lunch",24,"undirected"
"look","lunch",9,"undirected"
"mind","lunch",3,"undirected"
"see","amateur",1,"undirected"
"feel","amateur",1,"undirected"
"look","amateur",5,"undirected"
"feel","caption",1,"undirected"
"look","caption",1,"undirected"
"feel","crypto",1,"undirected"
"look","crypto",1,"undirected"
"see","futur",35,"undirected"
