"source","target","weight","type"
"think","sidekick",1,"undirected"
"feel","sluttylik",1,"undirected"
"feel","steven",1,"undirected"
"see","scaveng",5,"undirected"
"feel","scaveng",5,"undirected"
"think","scaveng",2,"undirected"
"feel","calhoun",1,"undirected"
"think","empress",2,"undirected"
"see","modifi",2,"undirected"
"feel","modifi",3,"undirected"
"think","modifi",4,"undirected"
"look","modifi",6,"undirected"
"think","hackleburg",1,"undirected"
"see","abat",1,"undirected"
"think","abat",1,"undirected"
"look","abat",1,"undirected"
"see","morbid",3,"undirected"
"think","morbid",4,"undirected"
"look","morbid",2,"undirected"
"look","tangledup",1,"undirected"
"see","quirk",4,"undirected"
"feel","quirk",1,"undirected"
"think","quirk",2,"undirected"
"look","quirk",12,"undirected"
"mind","quirk",2,"undirected"
"look","stacey",1,"undirected"
"mind","stacey",1,"undirected"
"look","hebrew",2,"undirected"
"look","piledup",2,"undirected"
"see","reek",3,"undirected"
"feel","reek",3,"undirected"
"look","reek",6,"undirected"
"see","ashley",2,"undirected"
"look","ashley",4,"undirected"
"look","buff",1,"undirected"
"see","hamilton",5,"undirected"
"feel","hamilton",1,"undirected"
"think","hamilton",9,"undirected"
"look","hamilton",11,"undirected"
"mind","hamilton",1,"undirected"
"see","linda",1,"undirected"
"feel","linda",1,"undirected"
"think","linda",1,"undirected"
"look","linda",2,"undirected"
"see","ether",1,"undirected"
"feel","ether",1,"undirected"
"think","ether",1,"undirected"
"look","ether",1,"undirected"
"look","laugher",1,"undirected"
"look","parte",1,"undirected"
"see","fragrant",2,"undirected"
"feel","fragrant",1,"undirected"
"think","fragrant",1,"undirected"
"look","fragrant",4,"undirected"
"mind","fragrant",1,"undirected"
"see","hungrier",1,"undirected"
"feel","hungrier",1,"undirected"
"think","hungrier",2,"undirected"
"look","hungrier",3,"undirected"
"mind","hungrier",1,"undirected"
"see","flex",6,"undirected"
"feel","flex",11,"undirected"
"think","flex",6,"undirected"
"look","flex",15,"undirected"
"mind","flex",4,"undirected"
"feel","wineglass",1,"undirected"
"look","wineglass",1,"undirected"
"see","selfcontrol",3,"undirected"
"feel","selfcontrol",3,"undirected"
"think","selfcontrol",3,"undirected"
"look","selfcontrol",1,"undirected"
"mind","selfcontrol",1,"undirected"
"look","yer",1,"undirected"
"look","oncesexi",1,"undirected"
"look","crawler",3,"undirected"
"see","popcorn",2,"undirected"
"look","popcorn",1,"undirected"
"look","manni",2,"undirected"
"see","somber",3,"undirected"
"feel","somber",1,"undirected"
"think","somber",1,"undirected"
"look","somber",6,"undirected"
"mind","somber",1,"undirected"
"look","badass",3,"undirected"
"look","mexicanamerican",2,"undirected"
"see","swig",3,"undirected"
"feel","swig",4,"undirected"
"think","swig",3,"undirected"
"look","swig",7,"undirected"
"mind","swig",1,"undirected"
"see","wane",2,"undirected"
"feel","wane",4,"undirected"
"think","wane",1,"undirected"
"look","wane",5,"undirected"
"see","contrast",5,"undirected"
"feel","contrast",4,"undirected"
"think","contrast",3,"undirected"
"look","contrast",12,"undirected"
"mind","contrast",2,"undirected"
"look","spraypaint",1,"undirected"
"look","headpiec",2,"undirected"
"see","snowflak",1,"undirected"
"feel","snowflak",1,"undirected"
"look","snowflak",2,"undirected"
"see","ed",3,"undirected"
"think","ed",3,"undirected"
"look","ed",2,"undirected"
"mind","ed",1,"undirected"
"mind","midmot",1,"undirected"
"see","adolphus",80,"undirected"
"feel","adolphus",72,"undirected"
"think","adolphus",52,"undirected"
"look","adolphus",47,"undirected"
"mind","adolphus",18,"undirected"
"see","hallholm",1,"undirected"
"feel","hallholm",1,"undirected"
"think","hallholm",4,"undirected"
"look","hallholm",2,"undirected"
"mind","hallholm",1,"undirected"
"see","disciplin",4,"undirected"
"feel","disciplin",3,"undirected"
"think","disciplin",5,"undirected"
"look","disciplin",2,"undirected"
"mind","disciplin",1,"undirected"
"see","climat",3,"undirected"
"feel","climat",3,"undirected"
"think","climat",1,"undirected"
"look","climat",1,"undirected"
"see","ishop",4,"undirected"
"feel","ishop",1,"undirected"
"think","ishop",1,"undirected"
"look","ishop",2,"undirected"
"mind","ishop",1,"undirected"
"see","diadem",6,"undirected"
"feel","diadem",1,"undirected"
"think","diadem",6,"undirected"
"mind","diadem",2,"undirected"
"see","degener",1,"undirected"
"look","degener",1,"undirected"
"see","distraught",4,"undirected"
"feel","distraught",1,"undirected"
"look","distraught",3,"undirected"
"mind","distraught",1,"undirected"
"see","quarrel",2,"undirected"
"look","quarrel",1,"undirected"
"see","relinquish",1,"undirected"
"feel","relinquish",2,"undirected"
"see","tiber",9,"undirected"
"feel","tiber",6,"undirected"
"think","tiber",6,"undirected"
"look","tiber",3,"undirected"
"mind","tiber",4,"undirected"
"see","fortitud",3,"undirected"
"feel","fortitud",1,"undirected"
"see","mold",2,"undirected"
"feel","mold",2,"undirected"
"think","mold",1,"undirected"
"look","mold",2,"undirected"
"see","secondstr",1,"undirected"
"see","cristoph",3,"undirected"
"feel","cristoph",5,"undirected"
"see","elba",1,"undirected"
"feel","elba",1,"undirected"
"think","elba",1,"undirected"
"look","elba",1,"undirected"
"see","fieldston",2,"undirected"
"see","gabl",2,"undirected"
"see","newcom",4,"undirected"
"feel","newcom",3,"undirected"
"think","newcom",5,"undirected"
"look","newcom",2,"undirected"
"mind","newcom",2,"undirected"
"see","fernandozair",1,"undirected"
"think","fernandozair",1,"undirected"
"mind","fernandozair",1,"undirected"
"see","meteorolog",1,"undirected"
"see","trakmast",1,"undirected"
"feel","trakmast",1,"undirected"
"see","vincent",44,"undirected"
"feel","vincent",13,"undirected"
"think","vincent",43,"undirected"
"look","vincent",52,"undirected"
"mind","vincent",24,"undirected"
"see","weathersat",1,"undirected"
"see","ankor",4,"undirected"
"feel","ankor",1,"undirected"
"see","encix",4,"undirected"
"feel","encix",1,"undirected"
"think","encix",1,"undirected"
"look","encix",1,"undirected"
"see","shadowxayan",1,"undirected"
"feel","shadowxayan",1,"undirected"
"think","shadowxayan",1,"undirected"
"see","bloodsh",1,"undirected"
"think","bloodsh",1,"undirected"
"see","keana",1,"undirected"
"feel","keana",3,"undirected"
"look","keana",1,"undirected"
"see","fencedin",2,"undirected"
"feel","fencedin",1,"undirected"
"look","fencedin",3,"undirected"
"see","slickwat",2,"undirected"
"feel","slickwat",2,"undirected"
"mind","slickwat",1,"undirected"
"see","spacious",2,"undirected"
"feel","spacious",5,"undirected"
"think","spacious",1,"undirected"
"see","sinkhol",2,"undirected"
"feel","sinkhol",1,"undirected"
"see","bolton",1,"undirected"
"see","crai",1,"undirected"
"feel","crai",1,"undirected"
"see","inflict",4,"undirected"
"feel","inflict",2,"undirected"
"think","inflict",3,"undirected"
"look","inflict",1,"undirected"
"see","dz",2,"undirected"
"feel","dz",2,"undirected"
"mind","dz",1,"undirected"
"see","emin",2,"undirected"
"think","emin",3,"undirected"
"look","emin",3,"undirected"
"mind","emin",2,"undirected"
"see","inhuman",3,"undirected"
"feel","inhuman",1,"undirected"
"think","inhuman",1,"undirected"
"look","inhuman",3,"undirected"
"mind","inhuman",2,"undirected"
"see","michella",1,"undirected"
"feel","michella",2,"undirected"
"look","michella",2,"undirected"
"mind","michella",1,"undirected"
"see","exil",8,"undirected"
"feel","exil",13,"undirected"
"think","exil",7,"undirected"
"look","exil",2,"undirected"
"see","hideous",3,"undirected"
"feel","hideous",2,"undirected"
"think","hideous",4,"undirected"
"look","hideous",3,"undirected"
"see","hub",5,"undirected"
"feel","hub",1,"undirected"
"think","hub",4,"undirected"
"look","hub",4,"undirected"
"see","stringlin",1,"undirected"
"feel","stringlin",3,"undirected"
"think","stringlin",2,"undirected"
"see","vessel",17,"undirected"
"feel","vessel",7,"undirected"
"think","vessel",7,"undirected"
"look","vessel",8,"undirected"
"mind","vessel",4,"undirected"
"see","xayan",2,"undirected"
"think","xayan",1,"undirected"
"look","xayan",2,"undirected"
"see","ernst",1,"undirected"
"think","ernst",1,"undirected"
"see","newest",2,"undirected"
"think","newest",1,"undirected"
"see","packard",1,"undirected"
"see","constel",3,"undirected"
"feel","constel",3,"undirected"
"think","constel",5,"undirected"
"look","constel",4,"undirected"
"mind","constel",5,"undirected"
"see","intract",1,"undirected"
"see","terminus",2,"undirected"
"see","hangar",9,"undirected"
"feel","hangar",2,"undirected"
"think","hangar",7,"undirected"
"look","hangar",8,"undirected"
"see","staf",2,"undirected"
"see","clovi",4,"undirected"
"look","clovi",2,"undirected"
"mind","clovi",1,"undirected"
"see","sabotag",2,"undirected"
"think","sabotag",2,"undirected"
"see","wiser",1,"undirected"
"think","wiser",1,"undirected"
"look","wiser",1,"undirected"
"see","laderna",1,"undirected"
"look","laderna",4,"undirected"
"see","maximilian",1,"undirected"
"think","maximilian",1,"undirected"
"see","summar",1,"undirected"
"look","summar",1,"undirected"
"see","scheme",5,"undirected"
"look","scheme",2,"undirected"
"mind","scheme",2,"undirected"
"see","jewel",7,"undirected"
"feel","jewel",2,"undirected"
"think","jewel",5,"undirected"
"look","jewel",1,"undirected"
"mind","jewel",1,"undirected"
"see","selfsuffici",4,"undirected"
"see","resurg",1,"undirected"
"mind","resurg",1,"undirected"
"see","carr",1,"undirected"
"feel","carr",1,"undirected"
"see","de",6,"undirected"
"feel","de",3,"undirected"
"think","de",7,"undirected"
"look","de",7,"undirected"
"mind","de",2,"undirected"
"see","ostens",2,"undirected"
"feel","ostens",1,"undirected"
"look","ostens",1,"undirected"
"see","rebellion",1,"undirected"
"feel","rebellion",3,"undirected"
"think","rebellion",6,"undirected"
"look","rebellion",3,"undirected"
"mind","rebellion",2,"undirected"
"see","renni",1,"undirected"
"see","hexagon",3,"undirected"
"feel","hexagon",1,"undirected"
"look","hexagon",1,"undirected"
"see","badland",1,"undirected"
"see","fernando",1,"undirected"
"think","fernando",1,"undirected"
"see","predat",2,"undirected"
"feel","predat",2,"undirected"
"think","predat",2,"undirected"
"look","predat",1,"undirected"
"mind","predat",2,"undirected"
"see","seeker",2,"undirected"
"look","seeker",1,"undirected"
"see","flirtati",2,"undirected"
"look","flirtati",2,"undirected"
"feel","heer",1,"undirected"
"feel","inadequ",6,"undirected"
"think","inadequ",1,"undirected"
"mind","inadequ",1,"undirected"
"see","subtl",9,"undirected"
"feel","subtl",10,"undirected"
"think","subtl",7,"undirected"
"look","subtl",4,"undirected"
"mind","subtl",2,"undirected"
"see","elimin",4,"undirected"
"feel","elimin",6,"undirected"
"think","elimin",3,"undirected"
"look","elimin",1,"undirected"
"mind","elimin",3,"undirected"
"feel","breadcrumb",1,"undirected"
"feel","extrud",2,"undirected"
"see","grain",2,"undirected"
"feel","grain",5,"undirected"
"think","grain",2,"undirected"
"look","grain",1,"undirected"
"mind","grain",1,"undirected"
"see","novelti",2,"undirected"
"feel","novelti",2,"undirected"
"think","novelti",2,"undirected"
"look","novelti",1,"undirected"
"feel","wheat",2,"undirected"
"see","imit",2,"undirected"
"feel","imit",1,"undirected"
"think","imit",3,"undirected"
"look","imit",3,"undirected"
"see","consequ",2,"undirected"
"feel","consequ",6,"undirected"
"think","consequ",13,"undirected"
"look","consequ",2,"undirected"
"mind","consequ",4,"undirected"
"feel","carlson",1,"undirected"
"feel","ftl",2,"undirected"
"think","ftl",1,"undirected"
"look","ftl",1,"undirected"
"feel","goler",1,"undirected"
"feel","loth",1,"undirected"
"look","loth",1,"undirected"
"feel","foundat",2,"undirected"
"think","foundat",2,"undirected"
"feel","horses",1,"undirected"
"see","reawaken",1,"undirected"
"feel","reawaken",1,"undirected"
"think","reawaken",1,"undirected"
"feel","conspir",1,"undirected"
"think","conspir",1,"undirected"
"look","conspir",1,"undirected"
"mind","conspir",1,"undirected"
"see","planetari",1,"undirected"
"feel","planetari",4,"undirected"
"think","planetari",5,"undirected"
"look","planetari",2,"undirected"
"mind","planetari",1,"undirected"
"feel","theri",1,"undirected"
"see","whirlwind",1,"undirected"
"feel","whirlwind",2,"undirected"
"think","whirlwind",1,"undirected"
"mind","whirlwind",1,"undirected"
"feel","loui",3,"undirected"
"think","loui",1,"undirected"
"look","loui",1,"undirected"
"feel","treacheri",1,"undirected"
"think","treacheri",1,"undirected"
"mind","treacheri",1,"undirected"
"feel","venc",1,"undirected"
"see","hellhol",2,"undirected"
"feel","hellhol",2,"undirected"
"think","hellhol",4,"undirected"
"see","oblig",2,"undirected"
"feel","oblig",6,"undirected"
"think","oblig",3,"undirected"
"look","oblig",6,"undirected"
"see","worthi",1,"undirected"
"feel","worthi",2,"undirected"
"think","worthi",3,"undirected"
"look","worthi",1,"undirected"
"mind","worthi",1,"undirected"
"feel","aeroc",1,"undirected"
"see","grand",10,"undirected"
"feel","grand",12,"undirected"
"think","grand",13,"undirected"
"look","grand",16,"undirected"
"mind","grand",1,"undirected"
"feel","ambigu",1,"undirected"
"think","ambigu",2,"undirected"
"look","ambigu",3,"undirected"
"feel","disgrac",1,"undirected"
"think","disgrac",1,"undirected"
"look","disgrac",2,"undirected"
"see","inspector",9,"undirected"
"feel","inspector",9,"undirected"
"think","inspector",7,"undirected"
"look","inspector",16,"undirected"
"mind","inspector",4,"undirected"
"think","lordl",1,"undirected"
"think","zairic",1,"undirected"
"think","bloodlin",1,"undirected"
"see","energet",2,"undirected"
"feel","energet",1,"undirected"
"think","energet",1,"undirected"
"look","energet",3,"undirected"
"see","pathway",2,"undirected"
"feel","pathway",1,"undirected"
"think","pathway",5,"undirected"
"look","pathway",4,"undirected"
"see","commodor",1,"undirected"
"feel","commodor",1,"undirected"
"think","commodor",5,"undirected"
"look","commodor",3,"undirected"
"see","reconsid",5,"undirected"
"think","reconsid",4,"undirected"
"see","qiorfu",1,"undirected"
"think","qiorfu",1,"undirected"
"think","hypochondriac",1,"undirected"
"see","estat",5,"undirected"
"feel","estat",3,"undirected"
"think","estat",2,"undirected"
"look","estat",3,"undirected"
"mind","estat",3,"undirected"
"see","engulf",1,"undirected"
"feel","engulf",3,"undirected"
"think","engulf",4,"undirected"
"mind","engulf",1,"undirected"
"think","sunitha",1,"undirected"
"think","turlo",2,"undirected"
"mind","turlo",1,"undirected"
"think","hedonist",1,"undirected"
"think","visionari",1,"undirected"
"see","obtus",3,"undirected"
"think","obtus",1,"undirected"
"see","veil",9,"undirected"
"feel","veil",1,"undirected"
"think","veil",8,"undirected"
"look","veil",14,"undirected"
"mind","veil",1,"undirected"
"see","blacken",8,"undirected"
"feel","blacken",2,"undirected"
"think","blacken",1,"undirected"
"look","blacken",3,"undirected"
"look","horizont",2,"undirected"
"mind","horizont",2,"undirected"
"see","scrutini",2,"undirected"
"feel","scrutini",3,"undirected"
"think","scrutini",2,"undirected"
"look","scrutini",6,"undirected"
"mind","scrutini",1,"undirected"
"see","excav",1,"undirected"
"feel","excav",2,"undirected"
"think","excav",3,"undirected"
"look","excav",1,"undirected"
"look","openpit",1,"undirected"
"see","widespread",1,"undirected"
"look","widespread",1,"undirected"
"look","courtmarti",1,"undirected"
"mind","courtmarti",1,"undirected"
"look","muchdespis",1,"undirected"
"look","vilifi",1,"undirected"
"see","silveri",6,"undirected"
"feel","silveri",2,"undirected"
"think","silveri",1,"undirected"
"look","silveri",5,"undirected"
"look","upstag",1,"undirected"
"look","sonjeera",1,"undirected"
"see","colonist",5,"undirected"
"think","colonist",5,"undirected"
"look","colonist",4,"undirected"
"feel","rival",1,"undirected"
"think","rival",3,"undirected"
"look","rival",1,"undirected"
"see","guidanc",3,"undirected"
"feel","guidanc",3,"undirected"
"think","guidanc",1,"undirected"
"look","guidanc",5,"undirected"
"mind","guidanc",2,"undirected"
"look","pritikin",1,"undirected"
"look","craig",1,"undirected"
"see","comparison",10,"undirected"
"feel","comparison",5,"undirected"
"think","comparison",8,"undirected"
"look","comparison",10,"undirected"
"mind","comparison",4,"undirected"
"look","sluglik",1,"undirected"
"mind","livein",1,"undirected"
"see","parttim",2,"undirected"
"think","parttim",1,"undirected"
"mind","parttim",1,"undirected"
"see","servant",2,"undirected"
"feel","servant",3,"undirected"
"think","servant",3,"undirected"
"look","servant",7,"undirected"
"mind","servant",2,"undirected"
"feel","debrief",2,"undirected"
"think","debrief",1,"undirected"
"look","debrief",2,"undirected"
"mind","debrief",3,"undirected"
"see","nemesi",2,"undirected"
"think","nemesi",1,"undirected"
"look","nemesi",1,"undirected"
"mind","nemesi",2,"undirected"
"mind","telemanc",1,"undirected"
"see","unleash",6,"undirected"
"feel","unleash",3,"undirected"
"think","unleash",4,"undirected"
"look","unleash",3,"undirected"
"mind","unleash",2,"undirected"
"mind","telekinesi",1,"undirected"
"see","subvert",1,"undirected"
"mind","subvert",1,"undirected"
"see","leonov",1,"undirected"
"see","portland",3,"undirected"
"think","portland",2,"undirected"
"look","portland",1,"undirected"
"see","sean",10,"undirected"
"feel","sean",2,"undirected"
"think","sean",7,"undirected"
"look","sean",11,"undirected"
"mind","sean",1,"undirected"
"see","antic",1,"undirected"
"feel","antic",1,"undirected"
"think","antic",1,"undirected"
"mind","antic",1,"undirected"
"see","avogadro",2,"undirected"
"feel","avogadro",1,"undirected"
"look","avogadro",2,"undirected"
"see","christin",2,"undirected"
"think","christin",3,"undirected"
"look","christin",9,"undirected"
"see","bagel",2,"undirected"
"feel","bagel",1,"undirected"
"look","bagel",1,"undirected"
"see","lox",1,"undirected"
"see","omelet",2,"undirected"
"think","omelet",2,"undirected"
"look","omelet",2,"undirected"
"see","revok",1,"undirected"
"see","chasm",3,"undirected"
"feel","chasm",2,"undirected"
"think","chasm",1,"undirected"
"see","affront",2,"undirected"
"feel","affront",9,"undirected"
"see","steppingston",1,"undirected"
"see","puppydog",1,"undirected"
"see","retold",1,"undirected"
"see","snowboard",1,"undirected"
"see","rebuild",2,"undirected"
"feel","rebuild",1,"undirected"
"think","rebuild",2,"undirected"
"look","rebuild",2,"undirected"
"mind","rebuild",2,"undirected"
"see","maxim",3,"undirected"
"think","maxim",1,"undirected"
"feel","perpetu",2,"undirected"
"look","perpetu",4,"undirected"
"mind","perpetu",1,"undirected"
"feel","algorithm",4,"undirected"
"think","algorithm",8,"undirected"
"look","algorithm",9,"undirected"
"mind","algorithm",3,"undirected"
"see","grid",5,"undirected"
"feel","grid",3,"undirected"
"think","grid",7,"undirected"
"look","grid",5,"undirected"
"mind","grid",4,"undirected"
"feel","ranch",1,"undirected"
"think","ranch",1,"undirected"
"look","ranch",3,"undirected"
"feel","anesthesia",2,"undirected"
"see","calendar",4,"undirected"
"feel","calendar",4,"undirected"
"think","calendar",4,"undirected"
"look","calendar",3,"undirected"
"mind","calendar",1,"undirected"
"see","modul",10,"undirected"
"feel","modul",3,"undirected"
"think","modul",2,"undirected"
"look","modul",10,"undirected"
"mind","modul",1,"undirected"
"think","snowstorm",1,"undirected"
"mind","snowstorm",1,"undirected"
"think","alberta",1,"undirected"
"see","analyz",5,"undirected"
"feel","analyz",4,"undirected"
"think","analyz",11,"undirected"
"look","analyz",8,"undirected"
"mind","analyz",5,"undirected"
"think","killingsworth",1,"undirected"
"think","hon",1,"undirected"
"feel","fir",1,"undirected"
"think","fir",1,"undirected"
"think","livepatch",1,"undirected"
"see","gasket",1,"undirected"
"feel","gasket",1,"undirected"
"think","gasket",3,"undirected"
"think","drizzl",1,"undirected"
"see","flore",1,"undirected"
"feel","flore",1,"undirected"
"think","flore",2,"undirected"
"think","floweri",1,"undirected"
"look","floweri",1,"undirected"
"feel","adrift",3,"undirected"
"think","adrift",1,"undirected"
"see","jail",4,"undirected"
"feel","jail",2,"undirected"
"think","jail",4,"undirected"
"look","jail",5,"undirected"
"mind","jail",1,"undirected"
"look","avomail",1,"undirected"
"mind","avomail",1,"undirected"
"look","fulltim",1,"undirected"
"feel","forgav",1,"undirected"
"think","forgav",2,"undirected"
"look","forgav",1,"undirected"
"mind","forgav",1,"undirected"
"see","asset",4,"undirected"
"feel","asset",1,"undirected"
"look","asset",1,"undirected"
"mind","asset",1,"undirected"
"look","ownership",1,"undirected"
"see","plop",2,"undirected"
"feel","plop",2,"undirected"
"think","plop",1,"undirected"
"look","plop",3,"undirected"
"mind","plop",1,"undirected"
"feel","carefre",2,"undirected"
"think","carefre",1,"undirected"
"look","carefre",6,"undirected"
"think","countertop",1,"undirected"
"look","countertop",2,"undirected"
"look","twiddl",1,"undirected"
"think","rewrit",1,"undirected"
"look","rewrit",3,"undirected"
"look","socialengin",1,"undirected"
"see","deceit",1,"undirected"
"feel","deceit",1,"undirected"
"think","deceit",1,"undirected"
"look","deceit",2,"undirected"
"see","flabbergast",1,"undirected"
"think","flabbergast",1,"undirected"
"look","flabbergast",3,"undirected"
"see","damnit",1,"undirected"
"think","damnit",1,"undirected"
"look","damnit",2,"undirected"
"look","ebon",1,"undirected"
"think","hardwood",2,"undirected"
"look","hardwood",1,"undirected"
"look","sweeten",2,"undirected"
"look","goldtint",1,"undirected"
"look","emailtoweb",1,"undirected"
"look","procur",1,"undirected"
"see","russia",2,"undirected"
"feel","russia",1,"undirected"
"think","russia",6,"undirected"
"look","russia",5,"undirected"
"mind","russia",1,"undirected"
"see","ipod",1,"undirected"
"feel","ipod",1,"undirected"
"think","ipod",1,"undirected"
"look","ipod",1,"undirected"
"see","crossleg",4,"undirected"
"think","crossleg",1,"undirected"
"look","crossleg",5,"undirected"
"see","francin",3,"undirected"
"see","bloodlust",1,"undirected"
"feel","bloodlust",3,"undirected"
"look","bloodlust",1,"undirected"
"see","greed",1,"undirected"
"look","greed",1,"undirected"
"see","kean",1,"undirected"
"see","submerg",4,"undirected"
"feel","submerg",1,"undirected"
"think","submerg",3,"undirected"
"look","submerg",2,"undirected"
"see","ambassador",2,"undirected"
"think","ambassador",1,"undirected"
"look","ambassador",2,"undirected"
"see","cipher",2,"undirected"
"see","haa",1,"undirected"
"think","haa",1,"undirected"
"feel","audi",1,"undirected"
"feel","shabu",1,"undirected"
"feel","playlist",1,"undirected"
"think","playlist",2,"undirected"
"mind","playlist",1,"undirected"
"see","unattend",2,"undirected"
"feel","unattend",2,"undirected"
"think","unattend",1,"undirected"
"look","unattend",1,"undirected"
"feel","whomp",1,"undirected"
"see","incap",3,"undirected"
"feel","incap",4,"undirected"
"think","incap",4,"undirected"
"look","incap",4,"undirected"
"feel","staracc",1,"undirected"
"feel","sur",1,"undirected"
"think","sur",1,"undirected"
"feel","teal",1,"undirected"
"feel","culver",1,"undirected"
"think","culver",1,"undirected"
"look","culver",1,"undirected"
"see","jackson",2,"undirected"
"feel","jackson",1,"undirected"
"think","jackson",2,"undirected"
"look","jackson",1,"undirected"
"mind","jackson",4,"undirected"
"see","erot",1,"undirected"
"feel","erot",1,"undirected"
"think","erot",2,"undirected"
"look","erot",2,"undirected"
"mind","erot",1,"undirected"
"think","exuber",1,"undirected"
"see","raggedi",1,"undirected"
"think","raggedi",2,"undirected"
"think","tawdri",1,"undirected"
"look","tawdri",2,"undirected"
"think","beeni",3,"undirected"
"look","beeni",1,"undirected"
"see","crimin",3,"undirected"
"feel","crimin",1,"undirected"
"think","crimin",4,"undirected"
"look","crimin",5,"undirected"
"mind","crimin",3,"undirected"
"see","elabor",8,"undirected"
"think","elabor",7,"undirected"
"look","elabor",2,"undirected"
"mind","elabor",2,"undirected"
"think","diagnos",1,"undirected"
"see","explicit",2,"undirected"
"feel","explicit",1,"undirected"
"think","explicit",1,"undirected"
"look","explicit",1,"undirected"
"see","typic",5,"undirected"
"feel","typic",1,"undirected"
"think","typic",3,"undirected"
"look","typic",11,"undirected"
"mind","typic",1,"undirected"
"think","cager",1,"undirected"
"think","eclect",1,"undirected"
"see","crib",4,"undirected"
"feel","crib",7,"undirected"
"think","crib",4,"undirected"
"look","crib",7,"undirected"
"mind","crib",1,"undirected"
"feel","omaha",1,"undirected"
"think","omaha",2,"undirected"
"look","omaha",2,"undirected"
"feel","haggl",1,"undirected"
"look","haggl",2,"undirected"
"see","rem",1,"undirected"
"feel","rem",1,"undirected"
"look","rem",1,"undirected"
"see","nurseri",11,"undirected"
"feel","nurseri",5,"undirected"
"think","nurseri",4,"undirected"
"look","nurseri",6,"undirected"
"mind","nurseri",4,"undirected"
"look","hiller",1,"undirected"
"look","labyrinth",1,"undirected"
"see","castl",11,"undirected"
"feel","castl",2,"undirected"
"think","castl",4,"undirected"
"look","castl",7,"undirected"
"mind","castl",1,"undirected"
"look","muchbatt",1,"undirected"
"look","undersieg",1,"undirected"
"see","sonya",3,"undirected"
"think","sonya",4,"undirected"
"look","sonya",4,"undirected"
"look","acuiti",1,"undirected"
"see","dealer",2,"undirected"
"feel","dealer",1,"undirected"
"think","dealer",2,"undirected"
"look","dealer",7,"undirected"
"look","hammocklik",1,"undirected"
"look","bartolom",2,"undirected"
"see","opium",7,"undirected"
"feel","opium",2,"undirected"
"think","opium",3,"undirected"
"look","opium",4,"undirected"
"mind","opium",1,"undirected"
"look","bloodsoak",4,"undirected"
"mind","cognac",1,"undirected"
"feel","swish",2,"undirected"
"think","swish",1,"undirected"
"look","swish",2,"undirected"
"mind","swish",1,"undirected"
"see","cadr",2,"undirected"
"mind","cadr",1,"undirected"
"see","ferrar",11,"undirected"
"feel","ferrar",2,"undirected"
"think","ferrar",1,"undirected"
"look","ferrar",42,"undirected"
"mind","ferrar",4,"undirected"
"see","platoon",1,"undirected"
"feel","platoon",1,"undirected"
"think","platoon",1,"undirected"
"look","platoon",1,"undirected"
"mind","platoon",1,"undirected"
"see","tavern",5,"undirected"
"feel","tavern",1,"undirected"
"think","tavern",2,"undirected"
"mind","tavern",1,"undirected"
"see","chun",1,"undirected"
"look","chun",2,"undirected"
"see","meioa",1,"undirected"
"look","meioa",1,"undirected"
"see","ser",1,"undirected"
"look","ser",2,"undirected"
"see","workstat",4,"undirected"
"feel","workstat",1,"undirected"
"think","workstat",3,"undirected"
"look","workstat",5,"undirected"
"mind","workstat",1,"undirected"
"see","ji",1,"undirected"
"see","liu",8,"undirected"
"feel","liu",1,"undirected"
"think","liu",5,"undirected"
"look","liu",6,"undirected"
"see","lt",1,"undirected"
"feel","lt",1,"undirected"
"look","lt",1,"undirected"
"mind","lt",2,"undirected"
"see","doublecheck",2,"undirected"
"feel","doublecheck",2,"undirected"
"think","doublecheck",4,"undirected"
"look","doublecheck",3,"undirected"
"see","galaxi",5,"undirected"
"feel","galaxi",4,"undirected"
"think","galaxi",4,"undirected"
"look","galaxi",1,"undirected"
"mind","galaxi",2,"undirected"
"feel","catcal",1,"undirected"
"look","catcal",1,"undirected"
"see","ia",1,"undirected"
"look","ia",5,"undirected"
"mind","ia",1,"undirected"
"see","hive",19,"undirected"
"feel","hive",9,"undirected"
"think","hive",6,"undirected"
"look","hive",8,"undirected"
"mind","hive",4,"undirected"
"look","offduti",1,"undirected"
"see","psychic",1,"undirected"
"think","psychic",1,"undirected"
"look","psychic",2,"undirected"
"mind","psychic",1,"undirected"
"look","mockscowl",1,"undirected"
"feel","pretzel",2,"undirected"
"look","pretzel",1,"undirected"
"look","commiss",1,"undirected"
"look","saber",1,"undirected"
"look","schlager",2,"undirected"
"see","duel",1,"undirected"
"look","duel",1,"undirected"
"mind","duel",1,"undirected"
"look","straightedg",1,"undirected"
"see","aboutfac",1,"undirected"
"look","aboutfac",1,"undirected"
"look","crimelord",1,"undirected"
"look","crispli",1,"undirected"
"mind","crispli",1,"undirected"
"look","spyder",1,"undirected"
"see","hone",2,"undirected"
"feel","hone",2,"undirected"
"think","hone",1,"undirected"
"look","hone",2,"undirected"
"mind","hone",1,"undirected"
"mind","precognit",1,"undirected"
"feel","timestream",1,"undirected"
"mind","timestream",1,"undirected"
"see","eyebal",3,"undirected"
"feel","eyebal",3,"undirected"
"think","eyebal",1,"undirected"
"look","eyebal",2,"undirected"
"see","deterr",1,"undirected"
"see","raphael",5,"undirected"
"feel","raphael",1,"undirected"
"look","raphael",3,"undirected"
"see","becca",12,"undirected"
"feel","becca",12,"undirected"
"think","becca",5,"undirected"
