Filename,corpus,WC,WPS,Sixltr,Dic,Numerals,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
"2010_Heilemann,John_GameChange_HIST.txt",HIST,133736,133736,21.57,75.62,0,51.15,10.11,6.37,0.26,0.11,0.25,4.94,0.81,3.74,8.71,9.83,6.55,6.58,1.59,0.76,3.31,14.86,5.45,0.76,2.33,1.33,0.07,9.94,0.26,0.16,0.4,4.11,2.21,1.85,0.43,0.65,0.35,13.31,1.71,1.14,1.4,1.78,1.11,0.58,4.45,1.71,1.81,0.7,0.47,0.53,1.1,0.49,0.32,0.12,0.2,14.71,1.95,7.15,5.3,2.32,2.01,1.01,0.37,0.76,0.17,0.12,0.05,0.07,0.09,5.57,6.49,0.31,0.25,0.19,0.04,0.82,0,2.06,0.11,0.06,16.03
"2010_Lewis,Michael_TheBigShort_HIST.txt",HIST,70438,70438,19.85,80.51,0,51.31,10.23,5.56,0.18,0.05,0.34,3.05,1.94,4.67,8.33,9.94,6.36,6.87,1.55,0.64,3.33,14.47,5.05,0.85,3.36,1.74,0.06,8.79,0.17,0.12,0.74,4.26,2.33,1.88,0.43,0.35,0.52,13.94,2.13,1.59,1.38,2.6,1.21,0.44,3.58,1.96,1.3,0.51,0.43,0.31,0.71,0.29,0.31,0.04,0.09,13.5,1.6,7.27,4.51,4.04,1.71,0.85,0.97,5.69,0.09,0.11,0.02,0.03,0.11,4.97,5.53,0.43,0.19,0.12,0.04,0.86,0,1.54,0.09,0.44,14.3
"2010_McGuire,DanielleL_AttheDarkEnd_HIST.txt",HIST,68630,68630,25.28,73.34,0,43.98,6.59,3.91,0.01,0.03,0.01,2.73,1.13,2.68,9.61,5.48,3.19,3.97,0.76,0.34,2.16,14.73,5.95,0.64,1.6,1.45,0.01,9.28,0.46,0.14,1.97,4.69,1.78,2.86,0.55,1.79,0.29,11.76,1.21,1.13,0.77,1.22,0.76,0.82,4.85,1.19,3.17,2.44,0.3,0.36,1.73,0.49,0.31,0.82,0.16,14.64,2.16,7.38,4.8,3.12,1.89,0.85,0.49,0.62,0.39,0.36,0.01,0.05,0.12,5.12,7.22,0.06,0.16,0,0,0.96,0,1.27,0.09,0.03,15
"2010_Puleo,Stephen_DarkTide_HIST.txt",HIST,69352,69352,23.68,75.1,0,48.86,7.55,4.14,0.06,0.01,0.12,3.13,0.81,3.41,10.09,8.28,5.65,5.83,0.99,0.76,2.42,14.87,5.68,0.7,2.18,1.68,0.01,7.09,0.34,0.17,0.57,3.92,1.7,2.19,0.41,0.9,0.45,12.56,1.44,1.19,1.32,1.43,0.79,0.7,4.85,1.31,1.98,0.67,0.48,0.67,1.93,0.87,0.64,0.06,0.47,15.78,1.73,8.21,5.59,3.14,1.93,0.59,0.65,0.75,0.17,0.51,0.03,0.06,0.1,4.38,6.75,0.38,0.16,0.15,0.02,0.66,0,1.08,0.08,0.1,13.85
"2010_Ridley,Matt_TheRationalOptimist_HIST.txt",HIST,105665,105665,23.67,77.57,0,51.02,7.16,2.66,0.32,0.09,0.43,0.54,1.28,4.51,8.41,9.2,6.56,3.17,4.41,0.79,3.66,15.35,6.32,1.12,3.25,1.67,0.01,5.54,0.14,0.09,1.24,4.13,2.55,1.57,0.24,0.51,0.44,14.07,1.43,2.01,1.2,2.34,1.1,0.51,4.3,2.29,1.28,0.34,0.21,0.49,1.65,0.4,0.59,0.12,0.6,14.21,1.9,7.14,5.03,2.98,2.11,0.63,0.25,2.49,0.2,0.29,0.02,0.1,0.12,4.13,6.07,0.39,0.25,0.15,0.01,1.46,0,0.49,0.27,0.05,13.51
"2010_Snyder,Timothy_Bloodlands_HIST.txt",HIST,157869,157869,24.18,76.95,0,51.91,6.23,2.64,0.03,0.05,0.01,1.03,1.53,3.59,10.72,9.24,6.52,6.49,1.2,0.67,2.76,16.49,5.79,0.92,2.76,1.87,0.01,6.51,0.24,0.08,1.05,4.53,1.61,2.86,0.34,1.75,0.42,13.2,1.62,1.54,1.38,2.13,1.02,0.63,3.95,1.75,0.69,0.37,0.09,0.18,0.92,0.23,0.37,0.05,0.3,13.75,1.62,7.48,4.35,2.23,2.12,0.5,0.28,0.28,1.28,1.61,0.01,0.06,0.06,4.72,6.12,0.35,0.23,0.04,0,0.47,0,0.43,0.23,0,12.81
"2010_Wilkerson,Isabel_TheWarmthofOtherSuns_HIST.txt",HIST,180911,180911,16.77,82.13,0,55.05,10.97,6.94,0.14,0.05,0.12,4.73,1.9,4.03,9.34,10.91,6.45,6.98,2.23,0.76,3.37,15.75,6.48,0.98,2.34,1.4,0.01,11.25,0.81,0.15,1.4,2.87,1.56,1.28,0.26,0.41,0.39,14.39,1.41,1.09,1.57,1.96,1,0.56,5.57,1.97,2.68,1.69,0.38,0.47,1.66,0.59,0.67,0.08,0.34,17.5,2.67,9.26,5.33,1.78,1.37,0.78,0.85,0.68,0.28,0.29,0.01,0.07,0.18,5.55,5.29,0.06,0.06,0.05,0,0.6,0,0.97,0.02,0.01,12.63
"2010_WiseBauer,Susan_TheHistoryoftheMedievalWorld_HIST.txt",HIST,208436,208436,22.69,76.36,0,51.32,8.14,5.25,0.06,0.08,0.04,4.03,1.03,2.89,11.06,8.08,5.3,6.1,1.07,0.41,2.43,16.07,5.44,0.86,2.12,1.59,0.01,9.18,0.85,0.08,0.54,4.03,1.87,2.11,0.24,1.23,0.36,11.74,1.02,1.27,0.79,1.09,0.81,0.74,4.69,1.55,0.97,0.3,0.23,0.28,0.99,0.45,0.39,0.04,0.14,15.1,2.01,8,4.85,1.26,3.01,0.39,0.25,0.49,1.54,0.65,0.01,0.08,0.09,4.23,6.44,0.36,0.62,0.01,0,0.73,0,0.88,0.23,0.03,13.75
"2011_Baldacci,David_OneSummer_HIST.txt",HIST,43375,43375,13.3,81.31,0,53.63,13.75,10.61,0.75,0.04,0.47,8.36,0.98,3.14,8.05,10.86,5.23,7.86,1.8,0.49,3.78,14.77,6.59,0.56,1.95,1.02,0.06,13.14,0.72,0.05,0.88,3.33,1.81,1.5,0.39,0.39,0.42,12.91,1.24,0.66,0.95,1.37,0.8,0.64,6.27,1.28,4.62,2.52,0.56,1.4,3.63,2.38,0.56,0.24,0.46,18.76,3.18,9.79,5.74,0.76,0.98,1.01,1.1,0.26,0.17,0.2,0.03,0.04,0.13,9.3,5.28,0.02,0.1,0.07,0,0.37,0,1.57,0,0,16.71
"2011_Bradely,Rusty_LionsofKandahar_HIST.txt",HIST,77994,77994,18.14,77.71,0,52.2,10.85,8.05,2.94,1.86,0.19,1.97,1.08,2.8,10.38,9.1,4.78,6.14,1.75,0.43,2.88,15.09,5.9,0.61,2.12,1.44,0.09,8.27,0.09,0.05,0.4,4.22,1.83,2.35,0.26,1.46,0.27,14.49,1.21,1.14,1.32,1.36,1.03,0.78,6.86,1.4,2.73,1.23,0.43,1.06,2.17,1.26,0.51,0.07,0.37,16.66,2.73,9.27,4.47,1.59,1.87,1.32,0.38,0.46,0.15,0.24,0.07,0.06,0.19,7,5.05,0.07,0.06,0.05,0.01,0.62,0,1.15,0.04,0.01,14.1
"2011_Ferguson,Niall_Civilization_HIST.txt",HIST,106830,106830,26.62,74.31,0,50.1,5.92,2.19,0.13,0.31,0.08,0.81,0.86,3.74,10.52,7.63,5.74,4.38,2.15,0.44,2.83,16.61,5.49,0.86,2.66,1.73,0.02,4.65,0.14,0.05,0.72,3.99,2.21,1.76,0.21,0.87,0.33,12.24,1.43,1.51,0.81,1.66,1.3,0.53,3.96,1.64,0.97,0.48,0.14,0.26,1,0.34,0.45,0.09,0.15,13.77,1.32,7.95,4.29,2.81,2.35,0.53,0.18,1.46,0.91,0.47,0.01,0.09,0.16,4.69,5.36,0.31,0.29,0.15,0.01,1.71,0,0.86,0.43,0.03,14.27
"2011_Ferling,John_Independence_HIST.txt",HIST,135151,135151,27.33,75.48,0,50.78,8.05,3.29,0.01,0.02,0,2.54,0.72,4.77,9.35,9.74,6.86,6.59,1.17,1.09,2.56,15.6,5.26,0.94,2.5,1.77,0.01,6.68,0.29,0.19,0.38,4.39,2.27,2.04,0.32,1.04,0.4,14.09,1.72,1.6,1.63,2.14,1.23,0.74,3.92,1.6,0.91,0.3,0.24,0.29,0.87,0.31,0.27,0.15,0.16,14.19,2.03,6.53,5.44,2.65,1.99,0.42,0.38,0.74,0.39,0.43,0.01,0.07,0.05,4.44,5.73,0.09,0.09,0.02,0,0.5,0,1.3,0.06,0.01,12.31
"2011_Fukuyama,Francis_TheOriginsofPoliticalOrder_HIST.txt",HIST,176674,176674,28.52,76.74,0,49.8,6.29,2.1,0.09,0.16,0.03,0.49,1.34,4.19,10.23,7.25,5.35,3.57,2.6,0.37,2.46,16.74,5.93,0.97,2.72,1.21,0.01,6.25,0.35,0.04,1.15,3.71,2.15,1.52,0.19,0.66,0.26,14.17,1.49,2.38,0.9,1.72,1.41,0.82,4.28,2.11,0.57,0.23,0.07,0.19,0.56,0.18,0.31,0.03,0.05,14.19,1.5,7.51,4.31,3.46,3.52,0.49,0.27,1.2,0.91,0.21,0,0.13,0.22,3.73,4.86,0.12,0.28,0.04,0,0.62,0,0.54,0.16,0.01,10.51
"2011_Graeber,David_Debt_HIST.txt",HIST,164513,164513,23.07,81.64,0,54.8,9.4,3.38,0.23,0.69,0.16,1.01,1.28,6.03,8.41,10.24,7.17,3.76,4.54,0.78,4.46,15.88,6.12,1.02,3.61,1.43,0.01,7.39,0.32,0.13,1.11,4.33,2.81,1.46,0.21,0.68,0.21,17.3,2.36,2.1,1.44,3.6,2.06,0.59,4.07,2.63,0.87,0.32,0.22,0.26,0.85,0.29,0.27,0.11,0.2,12.26,1.36,6.16,4.42,2.59,2.03,0.57,0.28,3.29,0.79,0.23,0.02,0.07,0.15,3.52,6.96,0.46,0.27,0.19,0.01,0.46,0,0.91,0.26,0.01,13.32
"2011_Henderson,Bruce_FatalNorth_HIST.txt",HIST,75877,75877,19.21,78.28,0,53.05,8.71,5.33,0.16,0.19,0.04,2.9,2.05,3.38,9.65,10.66,6.94,7.02,1.84,0.78,3.08,15.51,5.92,1.17,2.53,1.71,0.01,7.93,0.12,0.1,0.67,3.86,2.06,1.76,0.35,0.43,0.55,13.89,1.6,1.07,1.58,1.93,0.96,0.75,5.01,1.81,2.18,0.89,0.31,0.77,2.35,0.96,0.66,0.03,0.74,16.69,2.36,8.53,5.64,1.27,1.61,0.75,0.27,0.27,0.16,0.4,0.01,0.09,0.09,5.2,6.45,0.18,0.18,0.08,0.03,0.46,0,0.74,0.02,0.03,13.39
"2011_Larson,Erik_IntheGardenofBeasts_HIST.txt",HIST,82362,82362,22.72,75.63,0,49.14,9.24,5.64,0.02,0,0.02,4.82,0.78,3.6,9.02,9.04,5.11,6.81,1.08,0.52,3,15.2,5.7,0.62,1.99,1.45,0.01,10.28,0.52,0.31,0.59,4.04,2.29,1.7,0.36,0.63,0.32,12.84,1.94,1.07,1.05,1.42,0.97,0.66,4.4,1.3,1.61,0.75,0.34,0.43,1.19,0.43,0.31,0.15,0.32,15.09,2.37,7.02,5.4,2.24,1.43,1.08,0.72,0.51,0.48,0.29,0.02,0.1,0.07,5.17,6.83,0.22,0.12,0.04,0,0.5,0,1.22,0.03,0.02,14.19
"2011_Mann,CharlesC_1493UncoveringtheNewWorld_HIST.txt",HIST,139993,139993,25.91,71.16,0,47.18,6.16,2.83,0.23,0.04,0.01,1.05,1.51,3.33,9.93,7.64,5.21,4.76,1.86,0.47,2.34,15.25,4.9,0.67,2.83,1.93,0.02,5.4,0.25,0.08,0.72,3.67,1.84,1.8,0.28,0.76,0.34,11.62,1.22,1.48,0.89,1.75,0.89,0.67,3.99,1.3,1.36,0.47,0.17,0.47,1.65,0.45,0.53,0.12,0.57,14.44,1.86,8.01,4.5,2.2,1.96,0.59,0.4,1.39,0.37,0.35,0.01,0.04,0.17,5.2,6.59,0.29,0.34,0.05,0.02,0.8,0,1,0.3,0.06,14.95
"2011_McCullough,David_TheGreaterJourney_HIST.txt",HIST,136833,136833,20.68,78.6,0,53.18,8.39,5.28,0.3,0.13,0.08,3.99,0.77,3.11,9.46,9.73,6.3,6.68,1.67,0.6,3.09,16.6,6.01,0.96,2.8,1.78,0.01,8.77,0.61,0.2,0.63,4,2.75,1.22,0.22,0.37,0.3,12.98,1.64,0.91,1.02,1.86,1.28,0.45,4.67,1.4,1.82,0.95,0.28,0.49,1.75,0.62,0.77,0.11,0.28,15.75,1.93,7.89,5.74,1.99,1.85,1.17,0.71,0.57,0.47,0.25,0.01,0.13,0.13,4.65,7.59,0.05,0.07,0.02,0.03,0.79,0,0.57,0.11,0.04,14.01
"2011_Millard,Candice_DestinyoftheRepublic_HIST.txt",HIST,73666,73666,22.56,81.22,0,53.51,10.66,6.92,0.06,0.03,0.03,6,0.8,3.74,9.03,10.88,7.11,7.87,1.28,0.89,3.56,15.09,5.6,1.07,2,1.74,0,11.16,0.46,0.16,0.72,4.53,2.29,2.18,0.53,0.75,0.53,13.25,1.87,1.04,1.64,1.47,1.01,0.74,3.98,1.73,2.08,0.91,0.55,0.52,1.97,0.72,1.02,0.1,0.18,15.43,1.97,6.86,6.34,2.61,2.49,0.62,0.91,0.42,0.22,0.44,0.01,0.08,0.07,4.52,8.63,0.09,0.01,0,0.01,0.34,0,1.24,0,0.04,14.88
2011_MonteFiore_Jerusalem_HIST.txt,HIST,188395,188395,25.43,72.68,0,47.89,7.32,4.47,0.11,0.07,0.03,3.29,0.98,2.85,10.89,6.74,4.57,4.87,1.12,0.36,2.85,14.36,6.11,0.56,1.7,1.38,0.02,7.93,0.72,0.12,0.49,4.36,2.37,1.98,0.27,1.11,0.38,11.29,1.12,0.97,0.65,1.18,0.8,0.59,4.62,1.58,0.92,0.44,0.15,0.24,1.22,0.47,0.34,0.16,0.29,13.16,1.46,6.74,4.77,1.31,2.36,0.82,0.52,0.47,3.83,0.71,0.02,0.05,0.07,4.24,6.75,0.67,0.18,0.03,0.01,1.03,0.02,0.94,0.19,0.01,14.25
"2011_Oreilly,Bill_KillingLincoln_HIST.txt",HIST,75452,75452,20.2,76.74,0,49.91,8.57,5.4,0.03,0.05,0.02,4.12,1.18,3.17,9.48,8.72,5.94,1.76,5.38,0.92,3.45,14.21,5.58,0.9,2.02,1.82,0.03,8.79,0.26,0.09,0.7,4.6,2.24,2.29,0.36,1.18,0.44,12.06,1.41,0.95,0.88,1.41,1.02,0.7,4.43,1.63,2.06,0.86,0.5,0.63,2.35,1.16,0.59,0.17,0.48,16.08,2.26,7.6,5.96,1.48,1.76,1,0.89,0.42,0.17,0.71,0.02,0.06,0.11,6.1,5.65,0.14,0.05,0.03,0.01,0.63,0,1.67,0.02,0.02,14.33
"2011_Penn,Thomas_WinterKing_HIST.txt",HIST,132979,132979,24.02,73.93,0,49.43,8.41,4.95,0.01,0,0.02,4.13,0.79,3.46,9.02,8.54,6.05,6.41,0.91,0.6,2.54,16.34,5.44,0.51,1.96,1.04,0.01,9.2,0.65,0.15,0.76,3.97,2.5,1.41,0.36,0.55,0.26,12.26,1.35,0.92,1.08,1.42,1.11,0.66,4.95,1.2,1.27,0.6,0.18,0.4,1.18,0.59,0.39,0.08,0.14,13.58,1.76,7.37,4.23,2.13,2.35,0.63,0.62,1.26,0.54,0.34,0.01,0.09,0.09,4.08,8.97,0.41,0.24,0.01,0,1.69,0,2.19,0.01,0,17.61
"2011_Pitre,Brant_JesusandtheJewishRoots_HIST.txt",HIST,49950,49950,17.78,85.18,0,57.18,10.67,5.08,0.59,0.69,0.34,2.39,1.06,5.59,11.8,10.14,6.79,3.98,4,1.2,3.65,16.31,5.92,1.05,2.2,1.49,0,7.59,0.23,0.02,0.44,2.42,1.77,0.65,0.09,0.18,0.19,14.27,2.32,1.28,1.46,1.83,1.39,0.37,4.18,1.94,1.19,0.54,0.44,0.09,3.3,0.91,0.22,0.06,2.11,13.08,1.43,5.66,5.85,0.78,1.26,0.85,0.18,0.13,6.73,0.3,0.03,0.07,0.13,3.55,6.08,1.32,0.25,0.37,0.03,0.2,0,0.9,0.77,0,14.23
"2011_Stearns,Jason_DancingintheGlory_HIST.txt",HIST,108449,108449,25.25,76.09,0,49.77,7.62,4.76,0.29,0.11,0.09,2.69,1.59,2.86,9.97,8.16,5.37,5.71,1.54,0.41,2.61,16.45,5.2,0.54,2.31,1.56,0.02,8.62,0.39,0.2,0.68,4.19,1.66,2.49,0.32,1.5,0.34,12.06,1.14,1.41,0.82,1.45,0.65,0.79,4.98,1.1,1.28,0.48,0.27,0.43,1.44,0.66,0.43,0.06,0.32,15.53,2.19,8.7,4.34,3.22,2.11,0.78,0.56,1.09,0.39,0.72,0.01,0.08,0.07,4.87,6.76,0.29,0.2,0.06,0.02,0.71,0,0.96,0.05,0.1,14.07
"2011_Woodard,Colin_AmericanNations_HIST.txt",HIST,100999,100999,30.81,71.86,0,46.1,5.53,2.48,0.03,0.06,0.02,0.4,1.96,3.05,9.71,6.46,4.55,3.97,1.3,0.59,2.16,15.26,5.94,0.53,2.67,1.42,0.01,6.01,0.23,0.13,0.78,4.35,2.3,2.01,0.27,1.11,0.39,12.91,1.08,1.78,0.99,1.54,0.97,1.02,4.93,1.43,0.77,0.44,0.11,0.17,0.72,0.19,0.24,0.19,0.12,15.02,1.47,9.06,4.16,2.89,2.72,0.39,0.36,0.97,0.92,0.35,0.01,0.07,0.09,3.82,6.67,0.2,0.23,0.03,0,0.95,0,1.14,0.33,0.01,13.72
"2011_Zweig,Stefan_TheWorldofYesterday_HIST.txt",HIST,137286,137286,22.02,83.49,0,57.36,11.68,6.44,2.52,0.87,0.02,1.89,1.13,5.24,9,9.6,6.48,6.45,1.83,0.49,3.49,16.03,6.71,1.48,3.12,1.65,0.01,7.47,0.22,0.21,0.76,5.51,3.37,2.07,0.45,0.81,0.43,16.08,2.08,1.38,1.17,2.13,1.87,0.65,5.32,2.23,1.77,0.74,0.37,0.51,1.42,0.58,0.49,0.19,0.2,14.39,1.54,6.97,5.73,1.97,1.97,1.27,0.46,0.57,0.57,0.38,0.02,0.09,0.12,3.33,6.48,0.14,0.55,0.11,0.06,0.85,0.01,0.34,0.08,0.01,12.03
"2012_Ackroyd,Peter_Tudors_HIST.txt",HIST,145221,145221,21.65,80.03,0,56.39,9.59,5.62,0.02,0.03,0.03,4.54,1,3.97,11.39,10.2,7.73,7.18,1.15,0.82,2.76,17.04,5.54,0.82,2.1,1.26,0.02,9.21,0.36,0.08,0.7,3.85,2.03,1.78,0.38,0.76,0.35,12.41,1.45,1.07,1.15,1.77,1.06,0.69,4.1,1.5,0.91,0.36,0.28,0.21,1,0.48,0.32,0.1,0.13,13.49,1.83,6.62,4.81,1.53,2.22,0.47,0.32,0.49,2.05,0.44,0,0.07,0.03,5.38,5,0.05,0.78,0.06,0.01,0.3,0,0.73,0.01,0.07,12.42
"2012_Applebaum,Anne_IronCurtain_HIST.txt",HIST,170583,170583,25.73,78.25,0,50.79,7.1,3.33,0.15,0.09,0.03,1.55,1.51,3.77,9.82,8.55,5.89,5.98,1.32,0.57,3.39,15.82,6.14,0.92,2.84,1.19,0.01,8.44,0.2,0.15,0.69,4.58,2.61,1.94,0.31,0.95,0.36,14.19,1.75,1.73,1.02,2.01,1.19,0.71,4.44,1.71,1.01,0.4,0.27,0.26,0.67,0.2,0.28,0.06,0.14,15.36,1.87,8.03,5.13,3.81,2.55,1.48,0.38,0.63,0.68,0.43,0.02,0.19,0.09,4.17,6.97,0.42,0.11,0.05,0.01,0.49,0,0.86,0.18,0.01,13.44
"2012_Caro,RobertA_ThePassageofPower_HIST.txt",HIST,273590,273590,22.54,74.66,0,50.06,9.08,4.72,0.11,0.01,0.01,3.84,0.73,4.37,8.78,9.99,7.02,6.77,1.45,0.91,3.07,14.54,5.59,0.82,1.92,1.44,0.01,8.7,0.2,0.11,0.54,2.72,1.52,1.15,0.23,0.41,0.28,13.03,1.68,1.27,1.4,1.6,1.09,0.61,4.11,1.61,1.86,0.69,0.66,0.48,1.14,0.41,0.38,0.11,0.26,14.32,1.92,6.66,5.44,3.45,2.24,0.69,0.63,0.78,0.15,0.21,0.1,0.06,0.04,5.56,10.07,1.44,0.72,0.05,0,0.56,0.01,1.55,0.26,0.08,20.57
"2012_Diamond,Jared_TheWorldUntilYesterday_HIST.txt",HIST,168361,168361,26.56,78.45,0,49.83,7.97,3.79,0.9,0.83,0.27,0.53,1.27,4.17,7.18,7.32,5.25,2.21,3.76,0.63,3.29,15.87,7.12,0.7,3.46,1.27,0.01,9.56,0.55,0.24,2.34,4.43,1.87,2.51,0.42,1.19,0.47,15.22,1.86,1.88,1.01,2.73,0.9,0.67,5.31,2.4,1.26,0.32,0.3,0.35,2.2,0.5,1.08,0.07,0.68,14.38,1.53,7.34,5.14,2,1.76,0.71,0.34,0.8,0.52,0.7,0.02,0.07,0.06,3.29,5.91,0.32,0.17,0.13,0.13,1.15,0,1.16,0.44,0.13,13.28
"2012_Gertner,Jon_TheIdeaFactory_HIST.txt",HIST,110684,110684,24.52,76.23,0,49.34,7.29,3.09,0.02,0.05,0.09,2.19,0.74,4.2,9.54,8.92,6.21,5.41,1.51,0.93,3.44,15.22,5.56,0.57,2.49,1.39,0.01,6.79,0.13,0.22,0.43,3.34,2.08,1.23,0.13,0.3,0.19,14.4,2.24,1.55,1.74,2.45,1.08,0.44,4.08,1.66,1.13,0.41,0.33,0.28,0.82,0.23,0.25,0.03,0.33,15.57,1.67,8.01,5.46,4.73,2.53,0.78,0.53,0.93,0.1,0.14,0.02,0.09,0.14,4.6,6.23,0.17,0.24,0.08,0,0.59,0,1.24,0.18,0.24,13.74
"2012_Gibbs,Nancy_ThePresidentsClub_HIST.txt",HIST,145134,145134,21.86,76.37,0,49.7,8.36,4.44,0.07,0.04,0.13,3.42,0.78,3.92,8.94,9.36,5.83,6.16,1.67,0.75,3.45,14.94,5.75,0.81,2.48,1.61,0.03,8.99,0.35,0.18,0.55,4.33,2.56,1.7,0.31,0.71,0.34,13.41,1.57,1.34,1.48,1.71,1.04,0.74,4.15,1.83,1.48,0.68,0.34,0.4,0.92,0.3,0.26,0.15,0.24,15.52,2.1,7.01,6.1,3.37,2.59,1.05,0.66,0.57,0.22,0.3,0.02,0.1,0.1,4.73,5.93,0.48,0.49,0.1,0,0.6,0,1.44,0.06,0.04,13.93
"2012_Hitchcock,James_HistoryoftheCatholicChurch_HIST.txt",HIST,217179,217179,29.48,77.24,0,49.63,6.16,2.43,0.05,0,0,1.42,0.96,3.73,11.19,7.38,5.26,5.23,1.05,0.32,2.55,16.19,5.91,0.79,2.58,1.02,0.02,6.19,0.31,0.03,0.88,4.32,2.6,1.67,0.22,0.73,0.34,13.8,2.06,1.87,0.68,2.01,1.17,0.8,4.01,1.64,0.58,0.29,0.1,0.11,0.95,0.25,0.46,0.18,0.09,11.95,1.4,6.3,3.96,2.06,2.39,0.4,0.12,0.46,5.77,0.4,0.01,0.04,0.08,3.66,6.3,0.1,0.12,0.01,0,0.37,0,0.57,0.79,0,12.69
"2012_Holland,James_DamBusters_HIST.txt",HIST,128837,128837,19.69,78.63,0,55.23,7.71,3.88,0.02,0.02,0.01,2.6,1.24,3.83,9.43,11.83,8.66,8.46,1.36,0.83,4.35,15.26,6.64,1.1,2.83,1.78,0.02,6.09,0.17,0.07,0.31,3.76,1.73,1.99,0.24,0.9,0.46,14.12,1.39,1.24,1.48,1.84,1.3,0.51,4.87,2.02,1.42,0.57,0.3,0.45,1.12,0.41,0.31,0.07,0.35,17.44,2.32,8.84,6.07,1.75,1.83,0.71,0.28,0.23,0.18,0.22,0.04,0.11,0.07,4.83,7.23,0.1,0.18,0.03,0.01,1.52,0,0.79,0.02,0.02,14.75
"2012_Israel,Elisha_IntoEgyptAgainwithShips_HIST.txt",HIST,29188,29188,19.63,80.33,0,55.86,11.46,6.63,0.88,0.38,1.53,2.09,1.74,4.83,9.7,10.69,7.89,3.34,4.63,1.59,2.66,15.07,7.11,1.38,2.11,0.91,0.01,9.79,0.52,0.01,1.29,2.99,1.73,1.25,0.21,0.41,0.32,13.9,1.68,1.33,1.01,1.3,1.59,0.34,5.39,1.94,1.86,0.99,0.44,0.26,1.33,0.73,0.28,0.15,0.21,11.01,1.47,5.67,3.74,1.07,1.28,0.4,0.21,0.49,4.41,0.32,0.02,0.05,0.05,4.4,6.73,1.78,0.53,0.25,0.03,0.2,0.01,0.51,0.26,0.15,15.11
"2012_James,GeorgeGM_StolenLegacy_HIST.txt",HIST,50096,50096,25.57,73.75,0,51.61,8.05,3.18,0.55,0.5,0.01,1.2,0.93,4.87,11.36,7.75,5.92,3.13,3.46,0.53,2.14,16.23,6.64,0.67,1.51,0.99,0,5.24,0.09,0.06,0.59,3.07,2.27,0.8,0.13,0.36,0.1,14.63,1.89,2.3,0.71,1.6,1.37,0.57,5.4,1.35,0.71,0.24,0.17,0.26,0.89,0.31,0.5,0.02,0.08,10.33,1.28,5.05,3.56,2.77,2.17,0.76,0.05,0.38,1.68,0.31,0.02,0.04,0.05,5.73,5.86,0.59,0.92,0.06,0,0.48,0,0.57,1.57,0.01,17.35
"2012_Jones,Dan_ThePlantagenets_HIST.txt",HIST,189039,189039,23.81,74.56,0,50.45,7.7,4.59,0.09,0.02,0.01,3.59,0.89,3.11,9.64,8.43,6.13,6.47,0.83,0.51,2.27,17.11,5.56,0.62,2.06,1.13,0.03,8.1,0.7,0.1,0.57,5.05,2.61,2.37,0.31,1.32,0.44,11.68,1.01,1.12,0.91,1.15,0.98,0.7,4.92,1.22,0.91,0.36,0.15,0.33,1.11,0.49,0.42,0.07,0.15,13.82,1.7,7.21,4.7,1.49,2.97,0.49,0.26,1.13,0.77,0.6,0.01,0.06,0.06,4.56,5.36,0.29,0.13,0.02,0,0.99,0,1.25,0.08,0.01,12.77
"2012_Kaplan,RoberD_TheRevengeofGeography_HIST.txt",HIST,110668,110668,26.7,71.48,0,49.4,5.74,1.48,0.21,0.33,0.01,0.45,0.48,4.26,10.21,6.9,5.34,2.08,3.4,0.77,2.91,16.51,6.45,0.69,2.58,1.24,0,3.32,0.03,0.05,0.39,3.65,1.85,1.78,0.31,0.93,0.29,13,1.31,1.72,0.76,1.3,0.99,0.68,5.34,1.39,0.84,0.33,0.12,0.29,0.52,0.18,0.22,0.04,0.08,15.06,1.29,9.46,3.96,1.59,2.17,0.29,0.12,0.53,0.52,0.35,0.01,0.1,0.11,3.5,7.33,0.37,0.18,0.06,0,0.94,0,0.91,0.14,0.02,13.58
"2012_King,Thomas_TheInconvenientIndian_HIST.txt",HIST,71548,71548,21.28,76.65,0,51.64,7.91,3.51,1.06,0.56,0.33,0.55,1,4.41,9.93,9.57,6.61,4.64,3.5,0.66,3.06,14.73,6.63,0.98,2.58,1.52,0.03,6.3,0.22,0.06,0.89,4.01,2.36,1.61,0.13,0.77,0.28,14.71,1.58,1.26,1.23,2.09,1.13,0.62,5.47,2.04,1.35,0.75,0.27,0.25,0.94,0.38,0.36,0.07,0.15,13.72,1.56,7.78,4.09,2.59,1.66,1.19,0.36,0.99,0.41,0.52,0.05,0.12,0.08,5.16,7.39,0.07,0,0.13,0,0.76,0,1.4,0.13,0.07,15.25
