filenames,corpus,WC,WPS,Sixltr,Dic,Numerals,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
"2013_Atwood,Margaret_MaddAddam_CT.txt",CONT_NOV_3P,118744,11.21,15.69,82.67,0.01,56.47,14.58,9.65,1.27,0.7,1.31,4.42,1.95,4.93,8.1,14.68,9.52,5.47,6.41,1.27,4.4,12.36,6.54,2.07,2.43,1,0.26,13.34,0.18,0.11,0.85,4.15,2.26,1.85,0.24,0.75,0.35,15.68,1.65,1.34,1.87,2.61,1.1,0.61,5.11,2.55,4.24,1.31,1.88,0.73,2.83,1.41,0.48,0.35,0.72,12.54,1.88,6.59,4.14,0.84,0.91,0.99,0.53,0.43,0.31,0.36,0.3,0.11,0.34,7.67,7.02,0.54,0.27,1.02,0.23,2.54,4.79,2.98,0.02,0.02,26.21
"2013_Baker,Kevin_TheBigCrowd_CT.txt",CONT_NOV_3P,161541,13.1,15.79,84.41,0.07,56.8,16.06,11.44,2.1,0.55,1.6,5.66,1.54,4.62,8.45,12.59,6.65,6.17,4.79,0.68,4.7,14.33,5.6,1.56,2.63,1.06,0.18,14.14,0.45,0.1,0.98,4.16,2.44,1.69,0.35,0.68,0.31,14.54,1.78,1,1.37,1.91,1.74,0.58,4.94,2,3.82,1.53,1.28,0.8,2.51,1.61,0.32,0.16,0.48,16.4,2.21,8.56,5.71,1.03,0.96,0.87,0.66,0.48,0.43,0.31,0.19,0.12,0.34,6.5,7.92,0.09,0.02,1.04,0.42,0.82,5.64,4.04,0,0,26.15
"2013_Baldacci,David_KingandMaxwell_BS.txt",CONT_NOV_3P,119233,8.7,14.54,86.02,0.08,58.43,17.66,12.55,2.46,1.14,2.15,5.71,1.09,5.11,6.9,16.97,9.73,7.67,7.09,1.08,4.86,12.65,5.75,2.17,2.21,1.03,0.19,15.3,0.56,0.11,0.72,3.97,2.18,1.75,0.37,0.64,0.37,16.27,2.16,1.25,1.74,2.5,1.15,0.69,5.21,2.67,3.57,1.5,1.42,0.61,1.71,1.08,0.31,0.11,0.26,14.94,2.74,7.78,4.38,1.36,1.22,0.65,0.64,0.61,0.13,0.32,0.29,0.15,0.21,9.89,4.32,0.01,0.03,1.6,0.04,0.67,8.91,3.16,0,0,28.36
"2013_Bonert,Kenneth_LionSeeker_PW.txt",CONT_NOV_3P,167502,10.56,13.37,81.71,0.07,53.67,15.48,10.86,1.42,0.33,1.55,6.44,1.13,4.61,8.1,11.48,6.43,2.37,7.86,0.61,4.27,13.04,5.49,1.71,1.92,0.97,0.2,13.79,0.44,0.09,0.78,3.65,1.9,1.73,0.33,0.59,0.35,13.02,1.59,0.95,0.97,1.53,1.18,0.61,4.98,1.77,5.04,1.8,1.48,1.44,3.56,2.45,0.55,0.12,0.53,15.35,2.44,7.98,5.13,0.99,0.87,0.84,0.81,0.58,0.41,0.21,0.13,0.07,0.38,8.27,5.62,0.31,0.2,1.03,0.2,0.85,0.01,2.61,0.06,0.01,18.95
"2013_Brown,Dan_Inferno_BS.txt",CONT_NOV_3P,150175,12.71,23.84,78.05,0.11,50.62,11.38,7.58,1.27,0.51,1,4.09,0.72,3.8,9.89,10.83,6.33,5.96,3.52,0.56,3.45,13.79,4.65,1.09,1.82,1.03,0.11,9.89,0.05,0.06,0.7,3.99,2.12,1.83,0.53,0.51,0.33,13.28,2.39,0.92,1.16,2.04,1.16,0.74,4.23,1.46,3.86,1.81,1.11,0.8,2.41,1.42,0.69,0.11,0.24,15.2,2.1,8.26,4.78,1.28,1.23,0.8,0.57,0.24,0.65,0.39,0.13,0.09,0.16,6.92,6.17,0.06,0.03,0.7,0.38,1,4.36,2.06,0,0,21.25
"2013_Cain,Chelsea_LetMeGo_CT.txt",CONT_NOV_3P,114170,9.67,14.89,82.27,0.05,53.72,16.55,12.58,1.23,0.22,1.13,9.34,0.65,3.97,7.7,15.03,7.85,9.25,4.16,0.5,3.42,13.01,4.95,1.6,1.51,0.77,0.13,15.7,0.14,0.14,0.43,3.42,1.7,1.67,0.39,0.62,0.35,12.96,1.78,0.84,1.36,1.85,0.81,0.68,4.74,1.69,6.24,2.32,1.96,1.67,4.74,3.56,0.56,0.21,0.55,14.89,2.62,8.21,4.21,0.68,0.69,0.89,1.03,0.29,0.08,0.36,0.11,0.04,0.31,9.58,5.24,0.02,0.04,0.76,0.01,0.76,5.45,2.98,0,0.04,24.56
"2013_Carpenter,Lea_ElevenDays_CT.txt",CONT_NOV_3P,74273,12.58,15.77,86.95,0.07,58.31,16.55,10.92,1.09,0.37,1.06,6.72,1.69,5.63,7.89,14.75,9.2,6.26,6.28,1.07,4.55,12.7,6.03,1.74,2.45,1.4,0.06,15.55,0.63,0.12,1.12,4.54,2.74,1.77,0.34,0.82,0.35,15.92,2.79,1.27,1.49,2.44,1.49,0.66,4.27,2.35,2.75,0.98,1.06,0.59,1.75,0.73,0.44,0.25,0.36,14.43,2.12,6.58,5.79,1.71,1.67,1.28,0.77,0.34,0.33,0.35,0.17,0.15,0.31,7.29,5.93,0.3,0.34,0.72,0.02,0.74,4.45,2.4,0.09,0.12,22.16
"2013_Catton,Eleanor_Luminaries_PW.txt",CONT_NOV_3P,264863,12.3,18.94,81.8,0.03,55.42,14.88,10.22,2.15,0.26,1.6,5.77,0.44,4.66,8.34,13.91,8.31,7.45,4.62,0.99,3.71,13.33,5.15,1.92,2.01,1.06,0.06,13.46,0.19,0.16,1.24,4.21,2.28,1.88,0.42,0.41,0.42,14.14,2.22,1.06,1.34,2.1,1.38,0.59,4.03,2.17,3.85,1,1.87,0.83,2.05,1.27,0.32,0.16,0.36,12.76,1.64,6.33,4.7,1.07,0.9,0.55,0.51,0.99,0.25,0.26,0.44,0.13,0.1,6.88,7.91,0.28,0.49,0.97,0.32,0.69,0.05,8.71,0.07,0.06,26.19
"2013_Child,Lee_HighHeat_BS.txt",CONT_NOV_3P,19095,9.41,14.8,85.83,0.06,57.32,14.44,10.22,1.79,0.46,1.74,5.18,1.05,4.22,8.49,14.7,8.22,7.34,5.66,0.94,4.27,13.11,6.66,1.9,2.37,1.74,0.12,12.94,0.24,0.06,1.2,3,1.64,1.31,0.26,0.4,0.37,15.71,1.59,1.05,1.22,2.36,1.33,0.76,6.1,2.06,4.83,1.52,1.71,1.46,2.72,2.12,0.24,0.09,0.36,17.83,2.79,9.99,5,0.87,0.95,0.6,0.72,0.46,0.14,0.2,0.17,0.05,0.37,9.13,7.52,0.03,0,1.56,0,1.15,8.05,2.75,0,0.31,30.02
"2013_Child,Lee_NeverGoBack_BS.txt",CONT_NOV_3P,115944,9.4,15.55,85.57,0.13,57.57,13.38,9.03,1.68,0.76,1.51,3.57,1.5,4.35,8.86,14.42,8.45,7.2,5.4,0.94,4.17,12.63,7.12,2.26,2.73,1.98,0.11,12.15,0.12,0.08,1.13,3.12,1.79,1.29,0.2,0.38,0.28,16.72,1.67,1.15,1.45,2.62,1.37,0.73,6.11,2.47,3.48,1.19,1.54,0.65,1.79,1.14,0.28,0.1,0.33,17.05,2.51,8.98,5.54,1.34,1.09,0.75,0.84,0.77,0.06,0.1,0.16,0.06,0.34,9.34,7.05,0.04,0,1.35,0.01,1.21,7.22,2.84,0,0.06,28.63
"2013_Clanchy,Kate_MeetingtheEnglish_CT.txt",CONT_NOV_3P,72071,12.72,14.47,82.59,0.09,54.96,14.79,10.46,1.92,0.23,1.69,5.99,0.64,4.32,7.55,15.21,8.65,7.99,5.12,0.83,4.61,12.32,6.43,1.92,2,0.89,0.12,13.82,0.65,0.11,0.82,3.76,2.45,1.28,0.24,0.33,0.31,14.65,1.86,0.96,1.52,1.85,1.31,0.44,5.38,2.28,4.93,1.58,2.16,1.11,3,1.81,0.54,0.21,0.62,14.21,2.18,7.64,4.48,1.12,0.79,0.85,0.98,0.73,0.1,0.22,0.3,0.18,0.32,6.8,10.86,0.47,0.17,0.94,0.15,1.23,0.02,9.01,0.06,0.34,29.64
"2013_Clark,MaryHiggins_DaddysGone_BS.txt",CONT_NOV_3P,88190,13.2,15.99,86.28,0.15,57.45,16.69,11.79,2.34,0.4,1.18,6.89,0.98,4.9,7.54,16.19,9.83,9.13,4.9,1.03,4.11,12.99,5.65,1.48,1.83,1.27,0.03,14.97,0.92,0.15,0.65,3.76,2.13,1.58,0.37,0.44,0.4,14.41,2.64,0.91,1.57,2.21,1.19,0.56,4.37,1.9,2.91,1.03,1.07,0.72,2.29,1.01,0.65,0.1,0.54,15.44,2.22,6.82,6.19,1.48,1.01,0.93,1.08,0.83,0.18,0.38,0.16,0.09,0.1,7.28,5.07,0.04,0.01,0.54,0.07,0.76,3.59,2.52,0,0.01,19.61
