filenames,corpus,WC,WPS,Sixltr,Dic,Numerals,Pronoun,I,We,Self,You,Other,Negate,Assent,Article,Preps,Number,Affect,Posemo,Posfeel,Optim,Negemo,Anx,Anger,Sad,Cogmech,Cause,Insight,Discrep,Inhib,Tentat,Certain,Senses,See,Hear,Feel,Social,Comm,Othref,Friends,Family,Humans,Time,Past,Present,Future,Space,Up,Down,Incl,Excl,Motion,Occup,School,Job,Achieve,Leisure,Home,Sports,TV,Music,Money,Metaph,Relig,Death,Physcal,Body,Sexual,Eating,Sleep,Groom,Swear,Nonfl,Fillers,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
"1777_Kaempfer,Engelbert_GeschichteundBeschreibungvonJapanbd1.txt",DE_HIST,144025,16.33,26.68,52.57,1.38,4.95,0.53,0.41,0.94,0.64,3.76,0.71,0.03,10.14,9.49,1.19,2.52,1.78,0.07,0.54,0.74,0.08,0.15,0.16,5.22,1.14,0.84,0.62,0.15,1.13,1.54,0.07,0.03,0.01,0,5.89,0.61,4.98,0.05,0.48,0.31,4.11,2.58,2.8,0.61,8.7,0.82,0.29,6.82,2.02,0.86,2.96,0.67,0.74,1.84,1.5,0.58,0.52,0.17,0.24,0.8,1.17,0.99,0.23,0.68,0.52,0.05,0.09,0.02,0.07,0.02,0,0,6.11,8.55,0.2,0.61,0.03,0.01,4.52,0,0.05,0.93,1.01,20.83
"1786_Pütter,Johann_HistorischeEntwickelungderheutigenStaatsverfassungdesTeutschenReichs.txt",DE_HIST,109809,13.99,29.96,51.05,1.65,3.33,0.06,0.07,0.13,0.59,3.01,0.94,0.01,10.55,10.69,0.59,2.87,2.09,0.05,0.47,0.78,0.08,0.2,0.18,5.72,1.66,0.77,0.99,0.11,0.86,1.47,0.04,0.02,0.01,0,4.6,0.56,3.96,0.06,0.31,0.22,4.44,3.97,1.42,0.48,9.09,0.81,0.36,5.96,2.56,0.64,3.37,0.66,1.03,2.16,1.15,0.48,0.38,0.11,0.21,1.14,1.42,1.23,0.2,0.5,0.42,0.01,0.03,0.02,0.03,0.01,0,0,7.16,7.96,0.12,0.62,0.09,0.02,8.42,0.16,0.01,1.26,0.42,23.6
"1788_Schiller,Friedrich_GeschichtedesAbfallsderNiederlandevonderspanischenRegierung.txt",DE_HIST,24423,26.32,32.44,61.55,0.06,7.44,0.32,0.26,0.58,1.78,6.48,1.12,0.01,14.17,9.68,0.66,4.74,2.74,0.22,0.89,2,0.34,0.54,0.42,5.38,1.2,0.82,0.81,0.56,0.49,1.81,0.12,0.08,0.04,0,9.37,0.86,7.86,0.12,0.45,0.73,3.69,4.67,2.08,0.43,8.21,0.71,0.32,6.46,1.62,0.88,4.07,0.69,1.86,2.22,1.56,0.52,0.55,0.28,0.23,1.2,1.46,1.23,0.26,0.84,0.7,0.06,0.03,0.05,0.04,0.02,0,0,3.69,9.29,0.03,0.68,0.07,0.07,0.16,0,0,0.27,0,14.54
"1790_Hugo,Gustav_LehrbuchderRechtsgeschichtebisaufunsreZeiten.txt",DE_HIST,46489,16.2,28.5,51.21,1.76,3.51,0.02,0.19,0.21,0.34,3.1,1.78,0.04,11.57,8.49,0.45,2.37,1.36,0.05,0.62,1.02,0.06,0.29,0.32,6.24,1.41,0.83,1.23,0.19,1.14,1.6,0.01,0,0,0,5.13,0.59,4.01,0.04,0.58,0.46,4.67,3.83,2.45,0.48,6.9,0.75,0.28,4.82,2.55,0.56,4.56,1.05,1.23,3.06,0.66,0.22,0.25,0.1,0.1,0.85,0.64,0.46,0.21,0.18,0.13,0.02,0.01,0.01,0.01,0,0,0,6.19,9.93,0.21,0.32,0.05,0.01,9.75,0.03,0.09,0.93,0.64,24.56
"1792_Schiller,Friedrich_GeschichtedesdreyßigjährigenKriegs.txt",DE_HIST,131017,28.46,32.2,59.01,0.08,6.1,0.11,0.05,0.16,0.83,5.69,0.99,0.01,13.63,11.81,0.44,5.25,2.66,0.1,0.94,2.57,0.41,0.82,0.46,4.74,0.85,0.81,0.97,0.31,0.37,1.53,0.12,0.09,0.02,0,7.23,0.69,6.57,0.11,0.24,0.25,3.34,4.78,1.38,0.3,9.71,0.89,0.28,6.31,1.69,0.91,3.42,0.54,1.1,2.25,1.31,0.49,0.57,0.13,0.15,1.19,1.25,1.03,0.26,1.15,1.06,0.03,0.04,0.09,0.02,0,0,0,3.41,9.83,0.03,0.57,0.07,0.04,0.23,0.1,0.01,0.41,0.37,15.44
"1806_Hegewisch,Dietrich_UebersichtderirländischenGeschichte.txt",DE_HIST,60013,23.46,32.8,53.49,0.34,4.83,0.09,0.16,0.25,1.09,4.21,0.94,0.03,11.42,10.39,0.98,3.73,2.08,0.1,0.87,1.62,0.22,0.47,0.29,5.49,1.26,0.94,1.19,0.34,0.64,1.3,0.06,0.05,0,0,6.3,0.92,5.27,0.08,0.3,0.25,3.09,4.75,1.74,0.52,8.64,0.59,0.31,4.98,1.88,0.63,4.58,1.11,1.76,2.49,1.11,0.39,0.35,0.15,0.23,0.88,1.46,1.31,0.2,0.45,0.39,0.03,0.02,0.01,0.02,0,0,0,4.75,10.93,0.24,0.94,0.19,0.11,0.45,0.15,0.67,0.31,1.05,20.01
"1809_Heeren,Arnold_GeschichtedesEuropäischenStaatensystemsundseinerKolonien.txt",DE_HIST,143949,8.12,30.35,47.67,4.82,2.86,0.01,0.01,0.02,0.61,2.68,0.96,0.03,11.77,10.2,0.42,3.15,1.99,0.02,0.6,1.14,0.14,0.27,0.27,4.59,1.45,0.66,1.08,0.16,0.36,0.99,0.02,0.02,0,0,3.88,0.63,3.2,0.09,0.22,0.08,3.61,3.28,1.01,0.37,8.69,0.81,0.35,5.81,2.18,0.8,3.25,0.43,1.28,2.05,1.21,0.27,0.62,0.28,0.08,1.17,0.68,0.47,0.23,0.3,0.27,0,0.01,0.01,0.02,0,0,0,11.97,5.75,0.24,1.69,0.25,0.17,8.49,0.01,0.36,0.89,0.47,27.29
"1815_Meister,Leonard_HelvetischeGeschichte.txt",DE_HIST,113381,27.86,35.32,49.32,0.61,3.42,0.08,0.2,0.28,1.12,2.96,0.72,0.03,12.56,10.36,0.3,2.93,1.95,0.12,0.7,0.97,0.17,0.22,0.18,4.3,1.19,0.75,0.66,0.31,0.34,1.2,0.07,0.05,0.02,0,4.94,0.9,3.92,0.13,0.29,0.28,3.51,3.21,1.25,0.56,8.75,0.79,0.24,6.33,1.37,0.72,3.69,0.74,1.54,2.05,1.13,0.3,0.45,0.13,0.27,0.76,0.69,0.57,0.13,0.42,0.34,0.01,0.01,0.01,0.05,0.01,0,0,3.8,9.08,0.2,0.56,0.19,0.1,8.81,0.05,0.22,0.14,0.62,19.87
"1824_Müller,Karl_DieDorierbd1.txt",DE_HIST,130672,7.39,24.55,44.28,8.66,2.77,0.1,0.38,0.48,0.29,2.09,0.58,0.04,10.95,9.48,0.45,1.97,1.25,0.13,0.4,0.72,0.11,0.23,0.18,4.46,1.27,0.95,0.72,0.12,0.72,0.88,0.03,0.02,0,0,4.24,0.91,2.86,0.06,0.39,0.22,2.85,2.4,2.37,0.37,8.55,0.9,0.18,5.47,1.78,0.46,2.5,0.52,0.78,1.51,0.91,0.26,0.37,0.08,0.19,0.41,0.92,0.8,0.17,0.32,0.22,0.02,0.06,0.01,0.04,0.01,0,0,13.55,8.91,0.38,0.6,0.04,0,3.28,0.12,0.09,0.89,0.37,29.01
"1828_Archenholz,Johannvon_GeschichtedesiebenjährigenKriegesinDeutschland.txt",DE_HIST,119475,23.58,31.5,57.36,0.42,4.67,0.07,0.02,0.09,0.93,4.29,1.03,0.05,12.61,11.2,0.66,4.41,2.39,0.07,0.84,2.01,0.24,0.73,0.47,5.28,1.28,0.7,0.81,0.31,0.35,1.93,0.12,0.08,0.01,0.01,5.83,0.64,5.5,0.07,0.41,0.46,3.82,6.01,0.9,0.25,9.65,0.92,0.25,6.85,1.82,0.99,3.62,0.57,1.35,2.31,1.36,0.5,0.53,0.22,0.11,1.24,0.56,0.3,0.31,0.95,0.89,0.02,0.05,0.14,0.01,0,0,0,4.29,10.03,0.15,0.86,0.06,0.07,0.86,0.13,0.28,0.08,0.38,16.96
"1830_Fallmerayer,Jakob_GeschichtederHalbInselMoreabd1.txt",DE_HIST,86285,27.3,34.07,53.48,0.22,3.17,0.05,0.18,0.24,0.73,2.7,0.92,0.05,12.41,11.06,0.69,3.27,1.78,0.09,0.5,1.48,0.18,0.5,0.31,4.81,1.11,0.85,0.83,0.31,0.54,1.33,0.07,0.05,0,0,4.57,0.76,3.74,0.08,0.24,0.42,3.86,3.3,1.96,0.24,9.13,0.96,0.31,7.66,1.71,0.68,3.27,0.93,1.12,1.64,1.35,0.63,0.49,0.13,0.13,0.93,1.14,0.89,0.31,0.52,0.43,0.02,0.04,0.04,0.03,0.03,0.01,0,3.83,9.11,0.16,0.34,0.25,0.12,0.76,0.16,0.56,0.39,1.45,17.26
"1832_Platen,Augustvon_GeschichtendesKönigreichsNeapel.txt",DE_HIST,46030,21.37,30.48,57.75,0.2,6.58,0.1,0.07,0.17,0.71,6.16,0.71,0.04,12.68,11.97,0.58,3.51,1.84,0.11,0.68,1.66,0.17,0.6,0.31,3.98,1.14,0.64,0.87,0.37,0.33,0.78,0.11,0.05,0.03,0.01,8.48,0.98,6.82,0.12,0.66,0.28,4.02,5.62,1.29,0.35,9.91,0.95,0.24,6.39,2.42,1.11,2.93,0.51,1.01,1.77,1.51,0.54,0.76,0.16,0.09,0.81,1.04,0.73,0.42,0.58,0.49,0.05,0.04,0.11,0.02,0,0,0,4.69,9.37,0.1,0.48,0.02,0.07,0.01,0,0.02,0.57,0,15.9
"1833_Droysen,Johann_GeschichteAlexandersdesGrossenbd1.txt",DE_HIST,184904,42.05,30.8,59.13,0.46,5.77,0.08,0.05,0.12,0.9,5.27,0.79,0.03,15.04,11.5,0.55,3.72,2.14,0.08,0.79,1.58,0.21,0.57,0.31,4.92,1.2,1.11,0.74,0.38,0.57,1,0.09,0.04,0.03,0.01,7.42,0.86,6.09,0.11,0.41,0.34,3.49,5.24,1.81,0.45,9.9,0.99,0.36,6.44,1.44,0.93,3.67,0.68,1.31,2.28,1.33,0.54,0.55,0.17,0.15,0.84,0.77,0.56,0.28,0.47,0.4,0.03,0.03,0.11,0.02,0,0,0,2.39,10.38,0.16,1.93,0.06,0.01,0.59,0,0.08,0.13,0.18,15.96
"1834_Ranke,Leopoldvon_DierömischePäpstebd1.txt",DE_HIST,128431,16.07,26.34,53.25,1.72,6.59,0.16,0.25,0.41,0.64,5.85,1.12,0.02,11.36,9.57,0.38,3.09,1.79,0.12,0.58,1.3,0.15,0.34,0.23,5.27,1.23,1.33,0.75,0.29,0.4,1.47,0.1,0.07,0.01,0,8.2,1.09,7.03,0.11,0.33,0.24,3.34,4.17,2.16,0.33,8.2,0.86,0.19,5.04,1.52,0.78,3.52,0.97,1.27,1.91,1.16,0.52,0.41,0.1,0.15,0.69,2.02,1.83,0.22,0.47,0.38,0.03,0.03,0.02,0.04,0.01,0,0,6.46,7.86,1.11,0.75,0.05,0.05,0,0.27,0.23,0.92,0.42,19.05
"1835_Strauss,Johann_DasLebenJesu.txt",DE_HIST,213231,13.8,28.04,50.15,4.36,3.99,0.04,0.34,0.38,0.38,3.42,1.21,0.09,10.74,9.95,0.86,2.15,1.35,0.06,0.48,0.79,0.1,0.12,0.22,6.17,1.64,1.78,1.12,0.17,0.77,0.95,0.06,0.04,0.01,0,5.92,1.21,4.24,0.06,0.44,0.38,3.05,2.51,3.42,0.58,8.65,1.01,0.14,4.96,2.29,0.59,3.17,0.63,0.87,2.05,0.87,0.33,0.29,0.11,0.15,0.31,1.57,1.44,0.15,0.88,0.73,0.02,0.05,0.03,0.06,0,0,0,7.53,9.87,0.67,0.49,0.13,0.01,6.99,0.01,0.14,1.54,0.37,25.94
"1839_Ranke,Leopoldvon_DeutscheGeschichteimZeitalterderReformationbd1.txt",DE_HIST,122644,18.59,29.33,54.88,2.01,5.79,0.11,0.18,0.29,0.65,5.19,1.17,0.06,12.18,10.36,0.71,3.52,2.37,0.07,0.65,1.15,0.13,0.32,0.24,5.37,1.31,1.29,0.84,0.28,0.45,1.36,0.11,0.09,0.02,0,7.33,1.11,6.29,0.09,0.29,0.18,3.56,4.14,1.96,0.4,9.02,0.95,0.17,5.36,1.63,0.72,3.84,1.07,1.23,2.12,0.96,0.4,0.28,0.12,0.19,1.12,1.43,1.27,0.17,0.49,0.41,0.02,0.02,0.03,0.04,0.01,0,0,5.31,7.26,0.98,0.92,0.04,0.04,6.6,0.25,0.03,0.5,0.44,19.77
"1840_Kugler,Franz_FriedrichderGroßebd1.txt",DE_HIST,27138,25.92,30.86,60.75,0.25,7.14,0.39,0.05,0.44,0.55,6.39,0.91,0.03,13.52,10.82,0.46,4.78,3.48,0.38,0.86,1.29,0.18,0.27,0.3,4.92,1.01,1.3,0.85,0.34,0.39,1.3,0.18,0.11,0.03,0.01,9.41,1.09,7.14,0.25,0.97,0.31,4.06,5.64,2.01,0.41,8.61,0.97,0.17,5.84,1.87,1.07,3.82,0.99,1.27,2.12,1.73,0.84,0.54,0.13,0.26,0.7,1.08,0.86,0.25,0.78,0.61,0.08,0.04,0.08,0.06,0,0,0,3.93,8.94,0.18,1.01,0.02,0.08,0.55,0,0.38,0.04,0,15.05
"1841_Lechler,Gotthard_GeschichtedesEnglischenDeismus.txt",DE_HIST,161667,14.71,30.39,53.21,1.96,4.41,0.14,0.51,0.65,0.44,3.49,1.1,0.07,11.88,8.88,0.45,3.72,2.51,0.14,0.77,1.21,0.13,0.23,0.25,6.25,1.38,2.18,0.79,0.41,0.67,1.53,0.05,0.03,0.01,0,6.38,1.31,4.79,0.1,0.26,0.48,2.88,2.79,3.61,0.6,7.31,0.88,0.17,5.25,1.95,0.52,3.74,1.07,1.31,1.87,0.92,0.28,0.35,0.11,0.17,0.41,2.96,2.76,0.23,0.49,0.36,0.02,0.05,0.01,0.13,0,0,0,6.94,9.04,0.53,0.66,0.1,0.04,4.54,0.02,0.4,0.47,1.84,22.95
"1841_Strobel,Adam_VaterländischeGeschichtedesElsasses.txt",DE_HIST,148217,22.41,34.51,53.95,1.58,3.15,0.02,0.02,0.04,0.79,2.95,0.46,0.01,14.58,10.87,0.65,3.1,1.85,0.07,0.57,1.23,0.15,0.28,0.29,4.17,1.07,0.98,0.58,0.37,0.41,0.84,0.08,0.05,0.02,0.01,4.93,1.1,3.46,0.11,0.26,0.25,4.13,4.56,1.23,0.34,9.35,0.97,0.36,6.23,1.44,0.83,4.28,1.15,1.99,2.12,1.39,0.4,0.51,0.21,0.28,0.87,0.91,0.75,0.18,0.43,0.35,0.02,0.04,0.04,0.03,0,0,0,4.85,10.63,0.28,0.91,0.09,0.05,0.26,0.05,0.47,0.19,0.59,18.48
"1841_Sybel,Heinrichvon_GeschichtedeserstenKreuzzugs.txt",DE_HIST,154097,16.96,30.73,56.48,2.13,5.45,0.32,0.5,0.82,0.55,4.37,1.07,0.03,11.78,10.57,0.57,3.81,2.35,0.07,0.84,1.45,0.19,0.37,0.35,6.01,1.33,1.59,0.85,0.32,0.61,1.55,0.11,0.09,0.01,0,6.75,1.14,5.73,0.07,0.23,0.18,3.62,3.87,3.12,0.57,9.67,1.18,0.18,6.21,1.8,0.96,3.93,0.79,1.16,2.44,1.11,0.33,0.53,0.16,0.14,0.73,1.25,1.04,0.24,0.59,0.51,0.02,0.04,0.09,0.03,0,0,0,5.96,8.65,0.6,0.81,0.12,0.03,0.09,0.03,1,0.8,0.7,19.56
"1843_Soldan,Wilhelm_GeischichtederHexenprozessebd1.txt",DE_HIST,138066,26.92,32.72,57.99,1.07,4.63,0.15,0.17,0.32,0.93,3.94,0.89,0.06,13.32,10.6,0.58,4.16,1.91,0.11,0.72,2.23,0.18,0.6,0.32,5.92,1.29,1.42,0.89,0.34,0.85,1.34,0.12,0.05,0.02,0.02,6.64,1.16,4.97,0.09,0.39,0.66,3.71,3.93,2.72,0.58,8.65,1.03,0.27,6.89,2,0.8,3.78,0.85,1.28,2.24,0.86,0.31,0.33,0.12,0.14,0.56,2.25,1.9,0.44,0.91,0.74,0.06,0.08,0.04,0.06,0.03,0,0,4.33,8.39,0.22,0.41,0.08,0.07,0.3,0,0.04,1.18,0,16.21
"1845_Dahlmann,Friedrich_GeschichtederfranzösischenRevolutionbisaufdieStiftungderRepublik.txt",DE_HIST,103357,25.14,30.57,57.9,0.66,5.93,0.36,0.22,0.57,0.95,5.06,1.31,0.05,13.01,10.48,0.74,3.87,2.33,0.16,0.74,1.53,0.19,0.44,0.34,5.69,1.04,1.23,1.12,0.52,0.42,1.6,0.13,0.09,0.03,0,7.91,1.4,6.33,0.15,0.46,0.51,4.3,4.05,2.67,0.53,8.76,1.02,0.21,5.14,2.19,0.89,4.42,0.94,1.93,2.19,1.08,0.44,0.29,0.13,0.23,1.06,0.85,0.68,0.22,0.62,0.53,0.04,0.02,0.03,0.03,0.02,0,0,3.68,8.39,0.37,0.69,0.19,0.12,6.81,0.32,0.12,0.54,0.49,19.04
"1851_Ewald,Heinrich_GeschichtedesVolkesIsraelbisChristus.txt",DE_HIST,181057,16.59,26.28,50.63,5.47,3.53,0.08,0.48,0.57,0.53,2.73,0.79,0.08,10.72,9.45,0.65,2.2,1.59,0.06,0.54,0.61,0.06,0.1,0.16,6.62,1.65,1.44,0.77,0.2,0.83,2.01,0.05,0.04,0.01,0,5.16,1.09,4.04,0.05,0.28,0.3,4.51,1.93,3.58,0.61,8.63,0.79,0.31,6.18,2.33,0.56,3.47,0.62,1.16,2.27,1.3,0.51,0.36,0.2,0.26,0.41,0.83,0.71,0.13,0.33,0.18,0.02,0.02,0.02,0.11,0,0,0,6.24,5.25,0.63,0.79,0.05,0.04,6.38,0.12,0.62,0.88,0.33,19.21
"1852_Drumann,Wilhelm_GeschichteBonifaciusdesAchten.txt",DE_HIST,202535,7.14,25.3,46.93,7.6,5.79,0.07,0.33,0.4,0.76,4.94,1.19,0.02,9.37,9.21,0.3,3.08,1.67,0.1,0.55,1.39,0.14,0.46,0.32,4,1.1,0.74,0.82,0.33,0.47,0.69,0.04,0.02,0.02,0,7.48,1.05,5.9,0.06,0.47,0.2,2.64,3.07,1.64,0.36,7.85,0.92,0.28,5.74,1.7,0.55,2.69,0.58,0.98,1.51,0.84,0.28,0.34,0.14,0.1,0.66,1.47,1.22,0.28,0.39,0.32,0.03,0.01,0.02,0.03,0.01,0.01,0,15.39,8.48,0.29,0.83,0.08,0.09,3.99,0.25,0.45,1.25,1.88,32.45
"1852_Scherr,Johannes_GeschichtedeutscherCulturundSittebd1.txt",DE_HIST,86101,19.49,35.07,56.53,1.21,3.73,0.06,0.41,0.47,0.77,3.12,0.67,0.08,13.59,9.92,0.61,3.78,2.62,0.15,0.61,1.15,0.1,0.34,0.27,5.54,1.27,1.66,0.59,0.44,0.66,1.14,0.1,0.04,0.01,0.01,5.53,0.85,4.08,0.14,0.51,0.51,3.57,4.29,2.23,0.31,8.5,0.83,0.28,7.33,1.63,0.72,4.63,0.81,1.74,2.7,1.39,0.52,0.33,0.26,0.34,0.89,1.63,1.34,0.34,0.89,0.63,0.1,0.1,0.07,0.1,0.02,0,0,5.25,8.54,0.14,0.29,0.04,0.03,0.31,0,0.02,0.55,0,15.72
"1852_Stark,Karl_GazaunddiePhilistischeKüstebd1.txt",DE_HIST,186291,12.81,28.95,47.23,5.25,3.03,0.05,0.68,0.72,0.41,2.17,0.63,0.09,12.22,10.43,0.58,2.22,1.45,0.07,0.55,0.76,0.06,0.26,0.16,4.47,1.1,1.02,0.58,0.12,0.56,1.24,0.03,0.02,0,0,4.24,0.76,3.42,0.05,0.24,0.18,3.33,2.01,2.5,0.55,9.27,0.96,0.28,6.12,1.9,0.53,3.03,0.58,0.94,1.77,0.98,0.34,0.35,0.18,0.17,0.59,0.8,0.65,0.17,0.33,0.25,0.02,0.03,0.03,0.04,0,0,0,8.36,9.34,0.33,0.45,0.1,0.03,7.17,0.19,0.87,1.91,2.65,29.97
"1854_Mommsen,Theodor_RömischeGeschichtebd1.txt",DE_HIST,227589,34.2,32.99,56.44,0.61,3.56,0.01,0.11,0.12,0.52,3.19,1.18,0.08,14.77,10.69,0.72,3.44,1.94,0.05,0.76,1.49,0.16,0.4,0.37,5.3,1.38,1.12,0.61,0.49,0.66,1.22,0.05,0.04,0.01,0,4.87,0.68,4.04,0.06,0.34,0.33,3.53,4.42,1.86,0.28,9.14,0.95,0.26,6.81,1.82,0.8,4.31,0.97,1.46,2.51,1.38,0.34,0.56,0.22,0.31,0.87,0.66,0.46,0.22,0.42,0.36,0.01,0.02,0.06,0.03,0,0,0,2.97,6.46,0.07,1.17,0.01,0.02,5.48,0,0.11,0.66,0.38,15.42
"1858_Falke,Jacob_DiedeutscheTrachten-undModenwelt.txt",DE_HIST,104168,22.21,27.42,57.27,0.46,4.69,0.11,0.42,0.53,0.79,3.9,0.85,0.02,13.75,10.21,0.51,2.81,1.99,0.18,0.44,0.81,0.07,0.14,0.21,5.61,1.36,1.17,0.87,0.28,1.06,1.01,0.18,0.08,0.04,0.01,6.35,0.64,4.96,0.11,0.61,0.82,3.62,3.55,2.58,0.4,8.69,1.26,0.35,7.81,2.25,0.98,2.98,0.44,0.99,1.97,1.02,0.4,0.41,0.08,0.16,0.89,0.87,0.71,0.2,1.85,1.66,0.19,0.09,0.03,0.34,0.01,0,0,4.46,8.51,0.22,0.5,0.02,0.03,4.7,0.34,0.05,0.43,0.35,17.84
"1859_Freytag,Gustav_BilderausderdeutschenVergangenheit.txt",DE_HIST,144304,27.86,26.29,63.87,0.34,7.69,1.26,0.37,1.63,1.49,5.34,1,0.05,12.86,10.06,0.47,4.1,2.53,0.24,0.69,1.55,0.17,0.44,0.35,5.74,1.37,0.98,1.36,0.34,0.71,1.16,0.14,0.03,0.02,0.01,9.18,1.24,6.84,0.21,0.77,0.82,3.58,6.1,2.63,0.41,8.65,1.02,0.24,7.71,2.28,1.03,4.09,0.86,1.72,2.25,1.55,0.74,0.45,0.15,0.27,0.98,1.52,1.27,0.28,1.02,0.78,0.07,0.13,0.09,0.07,0.01,0,0,3.83,9.7,0.33,0.59,0.06,0.06,0.34,0,0.09,0.11,0,15.19
"1859_Gregorovius,Ferdinand_GeschichtederStadtRomimMittelalter.txt",DE_HIST,48498,23.53,31.72,57.26,0.52,5.19,0.12,0.2,0.32,0.96,4.61,0.69,0.03,15.15,9.51,0.67,3.73,2.3,0.08,0.65,1.41,0.26,0.31,0.35,4.21,0.98,0.97,0.61,0.26,0.66,0.82,0.05,0.03,0.01,0.01,6.87,0.88,5.4,0.07,0.45,0.39,4.32,4.33,1.94,0.32,7.93,0.92,0.28,6.5,1.82,0.69,3.3,0.56,1.01,2.19,1.16,0.45,0.4,0.19,0.14,1.07,2.31,1.91,0.48,0.44,0.35,0.03,0.04,0.05,0.04,0.01,0,0,4.3,8.29,0.19,0.75,0.03,0.01,0.03,0,0.02,0.11,0,13.84
"1859_Kaeuffer,Johann_GeschichtevonOst-asienbd2.txt",DE_HIST,282567,16.92,28.25,52.78,1.93,4.15,0.12,0.46,0.57,0.65,3.28,0.76,0.07,11.92,9.75,0.69,2.86,2.1,0.15,0.6,0.76,0.09,0.17,0.17,5.21,1.36,1.38,0.57,0.19,0.73,1.23,0.08,0.05,0.01,0,5.83,1.05,4.42,0.08,0.27,0.4,4.08,3.23,3.4,0.53,8.91,0.82,0.3,5.82,1.92,0.78,3.41,0.77,1.12,1.99,1.32,0.51,0.46,0.19,0.18,0.77,1.08,0.9,0.21,0.56,0.41,0.04,0.05,0.02,0.09,0.01,0.01,0,6.25,9.61,0.32,0.68,0.06,0.02,5.74,0.01,0.25,1.04,1.23,23.58
"1860_Beer,Adolf_AllgemeineGeschichtedesWelthandels.txt",DE_HIST,271036,12.91,34.47,50.92,3.06,2.06,0.02,0.07,0.09,0.5,1.81,0.59,0.02,13.67,9.76,0.61,2.81,1.84,0.04,0.67,0.97,0.08,0.17,0.28,3.89,1.07,0.97,0.35,0.37,0.43,0.82,0.04,0.02,0.01,0,4.04,1.45,2.43,0.12,0.23,0.17,3.13,4.58,1.49,0.26,8.66,0.79,0.3,6.65,1.1,1.12,5.45,0.86,3.08,2.47,2.04,0.33,0.56,1.08,0.09,1.54,0.55,0.38,0.17,0.31,0.22,0.02,0.05,0.02,0.03,0.01,0,0,8.43,7.76,0.16,0.79,0,0.01,0,0.44,0.98,0.59,0.58,20.34
"1860_Burckhardt,Jacob_DieCulturderRenaissanceinItalien.txt",DE_HIST,168879,12.83,29.22,50.49,3.42,4.05,0.11,0.22,0.33,0.53,3.56,0.88,0.09,11.37,9.18,0.4,3.27,2.05,0.12,0.5,1.21,0.15,0.28,0.26,5.26,1.16,1.14,0.8,0.24,0.74,1.37,0.09,0.05,0.02,0,5.7,0.83,4.48,0.12,0.32,0.43,3.55,2.84,2.56,0.42,7.74,0.87,0.2,6.02,1.91,0.6,3.42,0.9,1.09,1.87,1.38,0.53,0.46,0.17,0.23,0.71,1.31,1.07,0.35,0.52,0.42,0.04,0.04,0.04,0.05,0.01,0,0,8.05,7.85,0.31,0.77,0.06,0.05,2.27,0.22,0.25,1.5,0.36,23.12
"1860_Nöldeke,Theodor_GeschichtedesQorâns.txt",DE_HIST,115601,10.4,23.21,46.13,6.4,3.82,0.27,0.61,0.88,0.32,2.62,1.16,0.1,9.72,8.81,0.61,2.46,1.48,0.04,0.56,0.96,0.13,0.19,0.28,6.6,1.49,1.49,1,0.25,1.11,1.5,0.02,0.01,0.01,0,5.07,1.15,3.92,0.07,0.21,0.14,3.02,2.37,3.3,0.59,7.87,0.9,0.16,4.32,2.31,0.51,3.14,0.62,0.93,1.86,0.83,0.17,0.43,0.1,0.17,0.28,0.89,0.69,0.21,0.33,0.22,0.02,0.03,0.01,0.06,0,0,0,10.6,8.3,0.25,1.15,0.12,0.15,6.52,0.2,1.49,2.41,3.26,33.88
"1861_Meylan,Günther_GeschichtedesHandelsderEuropäerinJapan.txt",DE_HIST,44722,30.42,31.68,55.67,1.49,3.49,0.33,0.24,0.57,0.66,2.6,1.17,0.04,12.92,11.27,0.53,3.09,2.01,0.06,0.97,1.08,0.15,0.15,0.32,5.87,1.38,1.26,1,0.4,0.76,1.19,0.08,0.04,0.04,0,5.21,1.78,3.56,0.05,0.08,0.2,3.96,3.65,2.8,0.93,9.13,0.98,0.2,5.44,2.29,1.03,4.05,0.62,1.87,2.07,2.12,0.32,0.9,0.81,0.1,1.6,0.66,0.45,0.21,0.22,0.15,0.01,0.04,0.02,0.01,0.01,0,0,3.41,9.57,0.16,0.32,0.07,0.03,0.6,0.16,0.18,0.17,0.21,14.82
"1863_Ploetz,Karl_Auszugausderalten,mittlerenundneuerenGeschichte.txt",DE_HIST,146411,11.15,37.14,46.24,4.38,1.88,0,0,0.01,0.26,1.81,0.21,0.01,12.08,12.21,0.53,3.25,1.94,0.03,0.64,1.3,0.11,0.46,0.28,2.34,0.47,0.61,0.38,0.39,0.19,0.37,0.02,0,0.01,0,3.54,0.74,2.02,0.05,0.74,0.18,2.83,1.2,2.08,1.14,10.4,0.84,0.48,5.74,1.07,0.75,3.71,1.01,1.39,1.77,0.83,0.33,0.28,0.16,0.13,1.31,1.1,0.8,0.39,0.56,0.5,0.01,0.02,0.02,0.04,0,0,0,11.14,7.53,0.37,0.95,0.01,0.01,2.29,0,0.05,4.23,16.26,45.99
