filenames,corpus,WC,WPS,Sixltr,Dic,Numerals,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
"1903_Norris,Frank_ThePit_Novel.txt",EN_NOV_3P,78507,78507,18.22,81.89,0,54.69,11,7.51,0.04,0.01,0.01,6.62,0.83,3.49,10.54,8.46,5.01,6.57,0.9,0.41,3.06,16.02,6.18,1.03,2.52,1.54,0.03,10.53,0.36,0.12,0.72,4.14,2.31,1.79,0.49,0.4,0.59,13.07,1.36,0.75,0.83,1.4,1.45,0.69,5.38,1.6,3.21,1.23,0.75,1.08,2.77,1.93,0.34,0.19,0.37,17.31,2.41,8.8,5.98,1.43,1.03,0.76,1.01,0.9,0.22,0.13,0.05,0.05,0.1,5.71,8.88,0.25,0.45,0.12,0.04,0.65,0.02,0.65,0.01,0.01,16.81
"1904_Murfree,MaryNoailles_TheFrontiersman_Novel.txt",EN_NOV_3P,60077,60077,21.88,76.66,0,53.56,8.86,5.23,0.03,0,0.01,4.07,1.12,3.63,12.21,7.38,5.17,4.89,1.09,0.7,2.87,16.63,6.28,0.89,1.98,0.96,0.03,7.52,0.15,0.11,0.52,5.03,2.85,2.14,0.47,0.7,0.57,13.01,1.66,0.94,1.06,1.88,1.21,0.68,5,1.39,2.68,1.18,0.56,0.74,1.91,1.26,0.36,0.1,0.21,13.05,1.49,7.13,4.42,0.98,1.17,0.6,0.37,0.47,0.29,0.35,0.03,0.1,0.12,2.87,7.19,0.03,0.51,0.04,0.17,0.96,0,0.38,0.08,0,12.32
"1905_Orczy,Emma_TheScarletPimpernel_Novel.txt",EN_NOV_3P,57795,57795,19.13,81.43,0,53.67,11.71,7.76,0.03,0.02,0,7.09,0.61,3.95,8.58,9.93,6.06,6.94,1.54,0.7,3.55,15.26,5.73,1.07,2.34,1.17,0.02,11.72,0.34,0.19,1.36,6.55,3.85,2.64,0.72,0.68,0.71,14,1.67,0.83,1.25,2.14,1.39,0.76,5.1,1.63,3.76,1.65,0.86,1.18,2.74,1.77,0.44,0.26,0.29,14.54,1.88,7.28,5.27,0.68,1.11,0.75,0.71,0.31,0.51,0.24,0.07,0.16,0.11,4.23,9.01,0.29,0.65,0.09,0.18,0.77,0.01,0.68,0,0,15.9
"1905_Wharton,Edith_TheHouseofMirth_Novel.txt",EN_NOV_3P,97490,97490,19.49,81.42,0,55.6,13.01,8.73,0,0,0.01,8,0.72,4.28,9.11,10.11,6.32,6.84,1.74,0.68,2.87,16.84,5.66,1.06,1.96,0.81,0.01,12.29,0.25,0.24,1.17,5.47,3.02,2.35,0.65,0.44,0.86,14.27,2.48,1.17,1.27,1.89,1.24,0.65,4.5,1.93,2.73,1.23,0.42,0.86,2.17,1.19,0.53,0.25,0.37,13.25,1.85,6.82,4.43,0.88,1.32,0.63,0.67,0.57,0.25,0.1,0.04,0.07,0.09,4.09,5.28,0.48,0.8,0.13,0.08,0.78,0,0.97,0.01,0,12.64
"1906_London,Jack_WhiteFang_Novel.txt",EN_NOV_3P,67652,67652,15.1,82.29,0,57.17,12.93,8.86,0.01,0,0,7.72,1.13,4.07,9.57,9.86,6.14,7.78,1.11,0.4,3.3,15.42,7.33,1.37,2.12,1.02,0.04,10.91,0.23,0.09,0.56,4.8,1.95,2.83,0.61,1.1,0.65,14.25,1.39,0.88,0.69,1.07,1.17,0.94,6.62,1.79,4.12,2.17,0.5,1.1,3.46,2.41,0.6,0.14,0.38,15.76,2.65,7.86,5.23,0.62,1.41,0.46,0.21,0.31,0.24,0.25,0.01,0.06,0.11,6.14,6.07,0.03,0.31,0.01,0.02,1.13,0,0.47,0.01,0,14.19
"1906_Sinclair,Upton_TheJungle_Novel.txt",EN_NOV_3P,131537,131537,13.68,86.37,0,61.41,12.48,7.47,0,0.02,0.15,5.41,1.9,5.01,9.29,12.64,8.3,8.17,2.19,1.2,4.06,15.2,8.55,1.29,2.68,1.9,0.03,10.97,0.25,0.17,1.13,3.66,1.64,1.99,0.48,0.61,0.53,16.51,1.23,0.93,1.84,1.89,1.43,0.6,7.35,1.96,2.4,1.01,0.54,0.7,2.2,1.17,0.51,0.07,0.51,15.48,2.28,7.4,5.63,1.66,1.3,0.71,0.91,1.11,0.24,0.23,0.03,0.05,0.15,3.53,6.74,0.07,1.19,0.09,0.22,0.39,0,0.34,0.01,0,12.59
"1906_Stein,Gertrude_ThreeLives_Novel.txt",EN_NOV_3P,59578,59578,11.44,88.68,0,60.29,15.31,9.99,0,0.03,0.05,8.74,1.18,5.32,4.64,15.87,9.35,9.91,3.34,0.91,7.02,12.09,8.45,2.13,3.18,0.63,0.04,14.88,0.89,0.18,1.62,6.88,4.59,2.27,0.32,0.48,0.75,21.5,2.22,1.1,2.27,2.04,3.94,0.51,7.07,2.82,2.96,1.14,0.47,1.16,1.78,0.55,0.69,0.28,0.3,15,1.63,5.08,8.01,1.08,1.26,0.38,0.55,0.58,0.1,0.12,0.03,0.27,0.17,5.5,6.46,0,0.05,0.06,0.01,0.08,0,0.49,0,0,12.64
"1908_Forster,E.M._ARoomWithaView_Novel.txt",EN_NOV_3P,35793,35793,18.34,81.48,0,54.79,13.37,8.68,0.01,0.11,0.02,7.21,1.33,4.69,8.43,11.89,7.31,7.71,2.5,0.95,3.26,13.54,6.6,1.54,1.97,0.86,0.01,13.53,0.47,0.14,1.9,6.23,3.27,2.88,0.47,0.55,1.42,15,1.98,0.91,1.66,2.04,1.22,0.62,4.99,2.59,2.94,1.4,0.74,0.71,1.92,1.05,0.35,0.25,0.29,13.09,2.06,6.64,4.43,0.7,1.13,0.97,0.77,0.28,0.53,0.19,0.06,0.11,0.13,7.74,7.21,0.49,0.65,0.19,0.09,0.53,0.01,0.52,0.02,0,17.47
"1910_Forster,E.M._HowardsEnd_Novel.txt",EN_NOV_3P,61976,61976,18.27,82.85,0,56.74,13.21,8.44,0.14,0.2,0.1,6.65,1.35,4.76,8.56,12.14,8.2,7.64,2.46,1.01,3.42,13.7,7.11,1.67,2.11,0.93,0.02,12.99,0.68,0.16,1.39,5.28,2.94,2.27,0.48,0.53,0.75,15.34,1.82,0.76,1.76,1.99,1.31,0.56,5.53,2.64,2.63,1.19,0.65,0.71,2.14,0.92,0.55,0.29,0.4,13.95,2.38,6.9,4.71,0.87,1.13,0.75,0.94,0.48,0.41,0.29,0.06,0.08,0.13,7.29,7.35,0.3,0.5,0.21,0.1,1.32,0.07,0.61,0.03,0,17.82
"1911_Barrie,J.M._PeterPan_Novel.txt",EN_NOV_3P,36517,36517,14.03,84.53,0,60.11,15.15,9.99,0.16,0.27,0.45,6.48,2.62,5.15,7.75,13,8.36,8.09,2.95,0.98,4.58,14.26,7.74,1.61,2.15,1.24,0.01,13.23,0.23,0.06,1.15,5.11,2.83,2.25,0.53,0.66,0.59,16.22,1.88,0.82,1.65,1.94,1.66,0.57,5.53,3.09,3.08,1.35,0.81,0.84,2.27,1.44,0.41,0.17,0.28,14.69,2.22,6.95,5.45,0.44,0.96,0.66,0.71,0.14,0.11,0.15,0.04,0.08,0.15,5.85,6.93,0.17,0.91,0.13,0.07,0.41,0,0.58,0.19,0,15.43
"1912_Dreiser,Theodore_TheFinancier_Novel.txt",EN_NOV_3P,142224,142224,19.01,84.2,0,57.75,13.05,8.07,0.04,0.04,0.08,7.15,0.76,4.98,7.2,11.83,8.15,7.51,2,1.01,3.8,14.93,7.27,1.48,2.66,1.73,0.01,11.61,0.54,0.12,0.83,5.1,3.22,1.77,0.42,0.46,0.47,16.58,1.95,1.32,1.94,2.61,1.33,0.63,5.18,2.64,2.38,1.23,0.36,0.69,1.58,0.92,0.36,0.14,0.22,13.59,1.83,7.01,4.49,1.99,1.23,0.54,0.69,1.73,0.26,0.09,0.04,0.12,0.1,5.23,7.34,0.04,0.41,0.18,0.1,0.8,0.01,0.56,0.04,0.07,14.83
"1913_Lawrence,D.H._SonsandLovers_Novel.txt",EN_NOV_3P,114868,114868,14.35,85.01,0,56.29,15.51,12.45,0.02,0,0,11.37,1.05,3.06,8.15,11.78,6.11,9.21,1.31,0.51,3.7,14.33,6.67,1.11,1.72,0.93,0.04,16.34,0.77,0.14,1.51,5,2.56,2.41,0.69,0.75,0.68,14.02,1.67,0.61,1.56,1.97,0.99,0.61,5.68,2.2,4.69,2.23,0.67,1.68,3.53,2.03,0.6,0.44,0.54,16.62,2.98,8.44,5.29,0.66,0.84,0.68,0.96,0.3,0.3,0.15,0.02,0.06,0.2,10.24,7.22,0.22,0.43,0.06,0.04,0.72,0,0.43,0,0,19.37
"1916_Joyce,James_APortraitoftheArtistasaYoungMan_Novel.txt",EN_NOV_3P,81730,81730,15.38,82.01,0,54.59,12.84,8.82,0.98,0.33,1.02,5.44,1.05,4.02,9.55,9.6,5.95,5.27,2.84,0.75,2.81,14.92,6.71,0.98,1.67,0.85,0.21,11.49,0.5,0.25,0.81,4.95,2.49,2.43,0.46,0.68,0.65,13.46,1.73,0.89,0.99,1.51,1.06,0.43,5.73,1.69,4.14,1.54,1.11,1.21,3.08,1.91,0.61,0.23,0.4,13.75,2.02,7.09,4.68,0.89,0.95,0.67,0.53,0.24,2.12,0.32,0.13,0.08,0.24,5.1,4.78,0.65,0.23,0.63,0.45,0.36,0,0.77,0,0,12.99
"1917_Lewis,Sinclair_TheInnocents_Novel.txt",EN_NOV_3P,31159,31159,17.41,80.97,0,51.96,11.16,7.78,0.07,0.04,0.22,5.28,2.17,3.38,8.92,9.48,5.82,6.47,1.74,0.54,3.19,14.69,6.88,0.72,1.53,1.26,0.02,13.02,2.37,0.14,1.07,4.7,2.76,1.92,0.56,0.39,0.63,13.4,1.48,0.68,1.08,1.59,1.02,0.64,5.83,1.71,2.94,1.24,0.53,0.93,2.89,1.48,0.46,0.11,0.9,14.61,2,7.49,5.11,1,0.94,1.21,1.46,1.14,0.25,0.12,0.03,0.05,0.19,4.79,6.59,0.18,0.33,0.04,0.08,2.09,0,0.92,0.25,0.1,15.62
"1917_Webb,Mary_GonetoEart_Novel.txt",EN_NOV_3P,59103,59103,15.72,80.63,0,53.63,12.24,8.41,0.06,0.08,0.04,7.22,1.02,3.83,8.57,11.08,6.19,7.77,1.77,0.76,3.26,14.99,7.07,1.31,1.88,0.68,0.03,11.18,0.25,0.13,0.96,5.3,2.83,2.42,0.56,0.58,0.88,14.17,1.78,0.79,1.46,1.69,1.21,0.56,5.63,1.97,4.61,2.26,0.98,1.21,2.83,1.49,0.54,0.37,0.48,14.88,2.59,7.67,4.81,0.44,0.97,0.75,0.87,0.23,0.62,0.36,0.02,0.07,0.37,6.74,6.94,0.11,0.6,0.1,0.06,0.96,0,2.48,0.06,0.13,18.25
"1918_Lewis,Sinclai_TheJob_Nove.txt",EN_NOV_3P,68224,68224,19,81.21,0,52.54,11.6,8.15,0.02,0.02,0.06,7.09,0.97,3.44,8.13,9.25,5.69,6.2,1.81,0.49,3.09,14.92,7.14,1.06,1.96,1.34,0.02,12.91,0.47,0.17,1.92,5.25,3.2,2.01,0.49,0.45,0.69,14.28,1.77,0.79,1.19,1.77,1.35,0.66,5.43,2.01,2.66,1.13,0.46,0.89,2.51,1.06,0.58,0.29,0.67,13.33,1.72,6.7,4.85,2.68,1.42,1.29,1,0.85,0.43,0.15,0.04,0.05,0.15,4.82,6.64,0.17,0.7,0.01,0.05,1.85,0,0.79,0.18,0.02,15.42
"1920_Fitzgerald,FScott_ThisSideofParadise_Novel.txt",EN_NOV_3P,49942,49942,18.23,82.11,0,52.98,12.41,8.48,1.05,0.17,0.8,5.42,1.05,3.93,8.53,9.52,5.4,5.77,2.52,0.52,3.48,14.14,6.46,0.81,2.13,1.58,0.04,10.82,0.21,0.09,1.11,6.79,4.58,2.13,0.55,0.51,0.64,14.56,2.1,0.78,1.23,2.06,1.32,0.47,5.72,1.75,3.13,1.38,0.68,0.83,2.49,1.34,0.46,0.35,0.39,15.53,2.23,7.59,5.7,1.28,1.09,1.27,0.68,0.43,0.41,0.23,0.2,0.1,0.18,5.74,5.55,0.97,0.51,0.21,0.15,0.9,0.02,1.45,0.25,0.01,16.01
"1920_Wharton,Edith_TheAgeofInnocence_Novel.txt",EN_NOV_3P,74613,74613,19.11,81,0,54.81,12.52,8.42,0,0,0.01,7.46,0.94,4.1,8.86,10.17,6.27,7.36,1.29,0.82,2.81,15.88,6.76,1,1.82,0.96,0.03,13.01,0.71,0.12,1.58,4.07,2.37,1.66,0.44,0.33,0.54,14.7,2.02,0.89,1.23,2.16,1.18,0.59,5.69,1.87,3.28,1.69,0.62,0.84,2.13,1.33,0.38,0.15,0.3,14.9,2.1,7.67,5.12,0.8,0.89,0.86,0.99,0.33,0.23,0.11,0.02,0.04,0.16,4.57,5.51,0.49,0.92,0.06,0.03,1.02,0,0.82,0.17,0.01,13.78
"1922_Fitzgerald,FScott_TheBeautifulandtheDamned_Novel.txt",EN_NOV_3P,94041,94041,20.46,81.96,0,54.13,11.98,7.93,0.22,0.06,0.16,6.44,1.04,4.04,8.96,9.51,6,6.64,1.53,0.67,3.17,15.23,6.16,0.84,2.16,1.77,0.16,10.83,0.23,0.11,0.93,5.71,3.49,2.14,0.62,0.52,0.61,14.04,1.92,0.85,1.21,1.91,1.16,0.63,5.56,1.45,3.11,1.39,0.62,0.84,2.73,1.51,0.54,0.37,0.5,15.79,2.2,7.7,5.84,1.03,1.16,1.01,0.82,0.56,0.28,0.19,0.12,0.06,0.15,4.99,5.63,0.49,0.36,0.15,0.15,0.76,0.02,0.75,0.1,0.06,13.58
"1925_Woolf,Virginia_Mrs.Dalloway_Novel.txt",EN_NOV_3P,61230,61230,16.92,83.82,0,56.13,14.21,9.07,0.14,0.07,0.1,7.54,1.21,5.14,7.51,12.16,7.36,7.75,2.36,0.93,4.17,13.98,6.39,1.42,2.2,1.19,0.07,13.52,0.41,0.13,1.69,5.19,3.12,2.04,0.35,0.6,0.68,15.61,2.04,1.02,1.71,2.23,1.84,0.47,4.87,2.55,3.57,1.71,0.68,1.06,2.44,1.16,0.58,0.34,0.42,14.67,2.34,7.49,4.9,0.85,0.96,0.88,0.86,0.52,0.39,0.28,0.15,0.1,0.33,4.97,9.14,0.05,2.33,0.46,0.43,1.33,0,0.74,0.43,0,20.3
"1927_Woolf,Virginia_TotheLighthouse_Novel.txt",EN_NOV_3P,66471,66471,15.12,85.86,0,59.64,16.39,10.35,0.11,0.08,0.15,8.39,1.61,6.04,7.26,12.87,7.74,8.16,2.27,1.23,4.28,13.98,7.46,1.42,2.42,1.24,0.05,14.14,0.38,0.06,1.52,4.21,2.35,1.8,0.38,0.49,0.56,17.42,2.4,1.08,2.38,2.67,1.86,0.53,5.46,2.74,4.25,2.11,0.75,1.17,2.06,1.19,0.37,0.15,0.37,14.36,2.13,7.42,4.81,0.6,0.81,0.81,0.76,0.36,0.21,0.19,0.14,0.06,0.29,5.01,9.12,0.11,1.37,0.51,0.11,0.88,0,0.51,0.33,0,18.28
"1928_Woolf,Virginia_Orlando_Novel.txt",EN_NOV_3P,68646,68646,16.59,82.33,0,58.15,12.4,7.31,0.06,0.44,0.04,5.61,1.16,5.09,9.43,10.74,6.99,6.49,2.54,0.81,4.12,14.86,7.75,1.2,2.68,1.45,0.03,10.63,0.15,0.08,1.15,3.77,2.22,1.5,0.35,0.4,0.43,15.29,1.71,0.92,1.42,2.42,1.53,0.47,5.82,2.11,3.24,1.55,0.63,0.9,2.58,1.47,0.44,0.34,0.39,14.21,2.08,7.21,4.85,0.68,0.95,0.8,0.79,0.37,0.45,0.23,0.03,0.07,0.18,3.79,7.4,0.05,1.42,0.2,0.12,1,0.03,0.66,0.29,0.01,15.25
