filenames,corpus,WC,WPS,Sixltr,Dic,Numerals,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
"EN_1844_Yonge,Charlotte_Abbeychurch_Novel.txt",EN_NOV,72952,18.86,16.2,84.84,0,57.31,15.35,10.44,3.19,0.55,1.86,4.01,0.82,4.91,5.57,16.63,9.41,7.27,6.7,1.43,4.61,12.55,6.99,2.33,2.66,0.68,0.08,14.55,0.63,0.12,1.62,5.7,3.62,2.05,0.39,0.46,0.6,17.17,2.57,1.19,1.98,2.51,1.84,0.49,4.66,3.22,4.49,1.1,2.92,0.42,1.16,0.55,0.27,0.14,0.22,11.14,1.64,5.03,4.46,0.86,1.04,0.51,0.54,0.3,0.42,0.14,0.45,0.25,0.16,4.2,9.8,0.03,1.6,0.68,0.46,1.23,0.09,8.56,0.01,0,26.12
"EN_1847_Aguilar,Grace_HomeInfluence_Novel.txt",EN_NOV,170879,26.26,19.06,87,0,59.59,15.93,11.4,2.14,0.31,1.51,6.58,0.86,4.52,5.04,13.12,8.69,5.93,4.36,1.55,5.07,13.31,9,2.09,3.24,0.86,0.01,14.48,1.05,0.13,1.25,7.58,4.53,3,0.78,0.48,1,19.17,2.87,1.31,2.36,2.87,2.1,0.71,5.27,3.37,2.31,0.72,0.81,0.73,1.68,0.69,0.58,0.31,0.11,10.9,1.63,4.32,4.96,0.88,1.64,0.53,0.47,0.31,0.55,0.15,0.07,0.1,0.07,3.19,9.82,0.07,1.18,0.42,0.26,0.67,1.96,0.88,0.06,0,18.27
"EN_1847_Bronte,Charlotte_JaneEyre_Novel.txt",EN_NOV,185383,17.44,17.18,84.73,0,58.18,16.93,12.94,6.22,0.29,1.96,3.8,0.67,4,6.84,12.95,7.92,5.88,4.68,1.36,3.81,13.12,7.13,1.83,2.09,0.99,0.02,10.92,0.33,0.11,1.17,5.3,3.16,2.1,0.45,0.41,0.79,15.56,2.16,0.94,1.74,2.24,1.39,0.61,5.21,2.49,3.49,1.35,1.12,0.88,2.16,1.2,0.45,0.2,0.35,13.46,2.03,6.28,5.1,0.85,1.04,0.52,0.81,0.34,0.47,0.21,0.19,0.19,0.14,4.52,7.81,1.49,1.87,0.81,0.5,1.21,3.95,0.69,0.08,0.02,22.5
"EN_1847_Bronte,Emily_WutheringHeights_Novel.txt",EN_NOV,116307,16.1,18.14,85.03,0,58.48,18.69,15.04,5.47,0.55,2.03,6.41,0.58,3.65,6.17,13.13,8.2,5.05,5.01,1.77,3.34,13.31,7.71,2.08,1.91,0.85,0.06,13.85,0.45,0.17,0.87,5.72,2.78,2.9,0.59,0.83,0.9,16.01,1.93,1.08,1.98,2.07,1.18,0.7,5.95,2.4,2.99,1.07,1.05,0.77,2.15,1.17,0.46,0.2,0.34,13.27,2.32,6.08,4.71,0.83,1.26,0.53,0.88,0.29,0.41,0.32,0.18,0.12,0.09,4.42,8.51,1.01,1.63,0.67,1.14,0.91,0.28,6.06,0.03,0.03,24.33
"EN_1847_Thackeray,William_VanityFair_Novel.txt",EN_NOV,303758,20.31,18.73,82.96,0.02,55.12,13.46,9.22,1.36,0.37,0.86,5.88,0.75,4.24,8.16,11.82,6.92,6.13,3.83,1.04,3.26,14.55,7.23,1.3,2.25,0.93,0.03,14.57,0.92,0.34,2.02,6.32,4.14,2.15,0.39,0.52,0.86,14.47,1.43,0.94,1.22,1.95,1.34,0.44,6.23,1.68,2.7,1.08,1,0.55,1.89,0.86,0.44,0.19,0.45,13.12,2.06,6.56,4.39,1.05,1.02,0.98,0.86,0.82,0.5,0.2,0.08,0.11,0.08,4.31,8.07,0.2,0.84,0.4,0.28,1.44,2.23,1.62,0.16,0.02,19.13
"EN_1848_Bronte,Ann_TheTenantofWildfellHall_Novel.txt",EN_NOV,165089,21.49,18.08,87.38,0,61.3,18.94,14.84,6.48,0.47,2.11,5.21,0.57,4.11,5.4,13.09,8.25,4.76,5.35,1.77,4.03,13.88,8.56,2.32,2.57,0.7,0.01,13.09,0.56,0.28,0.93,6.76,4.05,2.67,0.59,0.64,0.87,17.84,2.28,1.09,2.29,2.7,1.53,0.66,5.66,3.44,3.02,1.07,1.09,0.7,1.8,0.95,0.41,0.22,0.24,11.84,1.72,5.22,4.85,0.74,1.19,0.48,0.48,0.34,0.45,0.13,0.17,0.23,0.1,3.62,9.31,0.43,1.37,0.61,0.55,0.85,0.23,4.97,0.06,0.04,21.72
"EN_1848_Gaskell,Elizabeth_MaryBarton_Novel.txt",EN_NOV,161335,17.91,14.46,86.53,0.01,58.18,15.52,11.42,2.33,0.4,1.18,6.57,0.95,4.1,6.29,14.3,8.44,6.67,4.86,1.46,4.27,14.37,7.96,1.86,2.68,0.95,0.02,14.27,0.66,0.2,1,5.67,3.23,2.39,0.61,0.45,0.86,16.72,2.41,1.02,1.93,2.47,1.58,0.62,5.41,2.68,3.54,1.25,1.41,0.78,2.37,1.2,0.6,0.25,0.35,13.89,2.21,6.21,5.32,1.1,1.18,0.38,0.64,0.56,0.42,0.42,0.19,0.19,0.16,4.48,8.5,0.08,1.41,0.49,0.66,1.25,2.57,2.77,0.19,0.07,22.12
"EN_1849_Kingsley,Charles_AltonLocke_Novel.txt",EN_NOV,168663,21.17,17.65,84.27,0.03,58.14,14.76,10.16,4.44,0.69,1.25,2.26,1.52,4.6,7.73,11.34,7.13,4.6,4.52,1.24,3.48,14.67,7.85,1.63,2.82,1.07,0.04,10.01,0.34,0.13,1.15,5.39,3.21,2.15,0.4,0.63,0.58,16.28,2.05,1.09,1.43,2.28,1.71,0.58,5.76,2.63,2.47,0.99,0.81,0.51,1.97,1.01,0.47,0.15,0.38,12.14,1.56,6.09,4.43,1.75,1.43,0.7,0.46,0.94,1.23,0.21,0.16,0.14,0.17,3.49,9.71,0.12,1.17,0.69,0.71,1.53,2.35,2.13,0.06,0.28,21.64
"EN_1850_Aguilar,Grace_ValeofCedars_Novel.txt",EN_NOV,92788,25.21,21.98,81.22,0.01,55.79,13.58,9.39,1.31,0.45,1.01,5.78,0.83,4.18,7.35,9.92,6.81,5.13,2.63,1.14,3.74,14.07,7.98,1.67,2.66,0.84,0.02,12.24,0.52,0.12,0.59,6.96,3.91,2.95,0.74,0.8,0.86,16.53,2.33,1.1,1.58,2.14,1.7,0.92,5.15,2.68,2.37,0.74,0.84,0.69,2.16,1.16,0.52,0.41,0.09,10.79,1.55,4.86,4.37,0.74,1.82,0.32,0.25,0.21,1.11,0.57,0.12,0.09,0.04,2.95,9.45,0.2,1.52,0.49,0.63,0.47,1.67,0.73,0.06,0.02,18.03
"EN_1850_Hawthorne,Nathaniel_TheScarletLetter_Novel.txt",EN_NOV,83385,23.05,20.53,81.93,0,56.46,12.71,7.37,1.31,0.29,0.77,4.18,0.82,5.34,9.07,9.55,6.48,4.88,2.43,1.18,3.56,15.45,7.1,1.3,2.6,0.73,0.01,10.23,0.3,0.14,1.4,5.39,3.14,2.2,0.54,0.48,0.65,15.36,1.99,1.07,1.29,2.46,1.51,0.56,5.5,2.23,2.64,1.2,0.69,0.57,2.1,1.18,0.65,0.22,0.12,12.53,1.53,6.51,4.47,0.96,1.19,0.54,0.34,0.35,1.19,0.32,0.06,0.1,0.14,3.26,9.67,0.06,0.57,0.37,0.77,1.32,1.67,0.63,0.02,0,17.78
