file.id,mean.char,sd.char,collection
51961_SwardRobert_AllforaDay_1933.txt,3.5797101449,1.6574767952,hp
64909_MackeyNathaniel_SuncultCargocultPharaohs_1947.txt,4.7121212121,2.3387383286,hp
34641_StaffordWilliam_ThingsThatHurtMe_1914.txt,4.2352941176,2.0304962048,hp
21808_HughesLangston_ToMidnightNanatLeroys_1902.txt,4.2461538462,1.5312450942,hp
46327_FisherRoy_Rabbit_1930.txt,3.8225806452,1.7036527156,hp
45703_RamanujanAK_LOVEwhatshesaid_1929.txt,3.8571428571,1.7492592244,hp
65199_RileyDenise_Shantung_1948.txt,4.4769230769,2.4373890507,hp
73879_KinsellaJohn_FallofWindchime_1963.txt,5.5555555556,2.8836456416,hp
43664_CreeleyRobert_OnetheSun_1926.txt,4.5079365079,1.9249886122,hp
73364_GreenlawLavinia_TheSunSessions_1962.txt,3.7258064516,2.1051798322,hp
71161_McMillanIan_TitleNorthumberlandJunethth_1956.txt,4.453125,2.4619626156,hp
52223_BarakaImamuAmiri_CamptownLadiesSingDisSong_1934.txt,4.1363636364,1.6537729696,hp
46329_FisherRoy_Tiger_1930.txt,4.2222222222,2.4458288683,hp
44078_KinnellGalway_INAPARLORCONTAININGATABLE_1927.txt,4.171875,2.2078840513,hp
43471_CreeleyRobert_Goodbye_1926.txt,3.5538461538,1.6010813653,hp
40710_HolubMiroslav_Love_1923.txt,4.3064516129,2.7014793135,hp
62339_PalmerMichael_Youcanbringdownahousewithasound_1943.txt,4.328125,2.1898371868,hp
57966_BarnettAnthony_IMPERFECTFAITH_1941.txt,3.796875,1.7744186394,hp
67670_JacksonAngela_Blessing_1951.txt,3.9375,1.4461223466,hp
70194_EadyCornelius_THEMIDDLEOFNOWHERE_1954.txt,3.8412698413,2.0806818765,hp
