"title","id","collection"
"00023666.txt","pos","C20"
"00023634.txt","pos","C20"
"00023640.txt","pos","C20"
"00023616.txt","pos","C20"
"00023702.txt","pos","C20"
"00025246.txt","pos","C20"
"00023713.txt","pos","C20"
"00023676.txt","neg","C20"
"00023739.txt","neg","C20"
"00025259.txt","pos","C20"
"00023704.txt","pos","C20"
"00023691.txt","pos","C20"
"00025258.txt","neg","C20"
"00023725.txt","neg","C20"
"00025273.txt","pos","C20"
"00025251.txt","pos","C20"
"00023652.txt","pos","C20"
"00023690.txt","pos","C20"
"00023858.txt","pos","C20"
"00025328.txt","pos","C20"
"00023767.txt","neg","C20"
"00023796.txt","pos","C20"
"00023875.txt","neg","C20"
"00025319.txt","neg","C20"
"00025340.txt","pos","C20"
"00023816.txt","pos","C20"
"00023789.txt","pos","C20"
"00023821.txt","pos","C20"
"00023787.txt","pos","C20"
"00023813.txt","pos","C20"
"00025310.txt","pos","C20"
"00023801.txt","neg","C20"
"00025350.txt","pos","C20"
"00023844.txt","pos","C20"
"00023865.txt","pos","C20"
"00025292.txt","pos","C20"
"00025341.txt","pos","C20"
"00023860.txt","pos","C20"
"00023803.txt","pos","C20"
"00023772.txt","pos","C20"
"00023854.txt","pos","C20"
"00023780.txt","neg","C20"
"00023845.txt","pos","C20"
"00023846.txt","pos","C20"
"00023872.txt","pos","C20"
"00025322.txt","pos","C20"
"00023776.txt","pos","C20"
"00023779.txt","pos","C20"
"00023878.txt","pos","C20"
"00025391.txt","pos","C20"
"00023889.txt","pos","C20"
"00025396.txt","neg","C20"
"00023876.txt","pos","C20"
"00025376.txt","pos","C20"
"00025430.txt","pos","C20"
"00023973.txt","pos","C20"
"00025379.txt","neg","C20"
"00025382.txt","pos","C20"
"00025433.txt","pos","C20"
"00025431.txt","pos","C20"
"00025385.txt","neg","C20"
"00025405.txt","neg","C20"
"00023928.txt","pos","C20"
"00023906.txt","pos","C20"
"00025395.txt","pos","C20"
"00025427.txt","pos","C20"
"00025425.txt","pos","C20"
"00025404.txt","neg","C20"
"00023976.txt","neg","C20"
"00025368.txt","pos","C20"
"00025420.txt","pos","C20"
"00023956.txt","pos","C20"
"00023980.txt","pos","C20"
"00023901.txt","pos","C20"
"00023888.txt","pos","C20"
"00023951.txt","pos","C20"
"00025378.txt","pos","C20"
"00023914.txt","pos","C20"
"00024106.txt","neg","C20"
"00025484.txt","neg","C20"
"00025450.txt","pos","C20"
"00024088.txt","pos","C20"
"00024055.txt","pos","C20"
"00025525.txt","pos","C20"
"00025487.txt","neg","C20"
"00024040.txt","pos","C20"
"00025438.txt","pos","C20"
"00025465.txt","pos","C20"
"00025521.txt","neg","C20"
"00024036.txt","pos","C20"
"00024026.txt","pos","C20"
"00024110.txt","pos","C20"
"00024017.txt","pos","C20"
"00024118.txt","pos","C20"
"00025475.txt","pos","C20"
"00024013.txt","pos","C20"
"00025459.txt","neg","C20"
"00024028.txt","pos","C20"
"00024058.txt","pos","C20"
"00024073.txt","pos","C20"
"00025507.txt","pos","C20"
"00025436.txt","pos","C20"
"00024080.txt","neg","C20"
"00025483.txt","neg","C20"
"00024103.txt","pos","C20"
"00024102.txt","pos","C20"
"00024023.txt","pos","C20"
"00024066.txt","neg","C20"
"00024218.txt","pos","C20"
"00025540.txt","neg","C20"
"00024259.txt","pos","C20"
"00024257.txt","pos","C20"
"00024191.txt","neg","C20"
"00024243.txt","pos","C20"
"00025593.txt","pos","C20"
"00024186.txt","pos","C20"
"00024183.txt","pos","C20"
"00024233.txt","pos","C20"
"00024177.txt","pos","C20"
"00024253.txt","pos","C20"
"00025533.txt","neg","C20"
"00025609.txt","pos","C20"
"00024139.txt","pos","C20"
"00024144.txt","neg","C20"
"00025564.txt","pos","C20"
"00025625.txt","pos","C20"
"00024216.txt","pos","C20"
"00024178.txt","pos","C20"
"00024205.txt","pos","C20"
"00025594.txt","pos","C20"
"00024222.txt","neg","C20"
"00024209.txt","pos","C20"
"00024206.txt","neg","C20"
"00024169.txt","neg","C20"
"00024203.txt","pos","C20"
"00024147.txt","neg","C20"
"00025565.txt","pos","C20"
"00025537.txt","pos","C20"
"00024402.txt","pos","C20"
"00024271.txt","pos","C20"
"00025676.txt","pos","C20"
"00025726.txt","pos","C20"
"00024378.txt","pos","C20"
"00024323.txt","pos","C20"
"00025698.txt","neg","C20"
"00024355.txt","pos","C20"
"00024329.txt","pos","C20"
"00024342.txt","neg","C20"
"00024335.txt","neg","C20"
"00024290.txt","neg","C20"
"00024408.txt","pos","C20"
"00024336.txt","pos","C20"
"00024434.txt","neg","C20"
"00024427.txt","pos","C20"
"00025672.txt","pos","C20"
"00025711.txt","neg","C20"
"00024337.txt","pos","C20"
"00024390.txt","pos","C20"
"00024313.txt","pos","C20"
"00024364.txt","pos","C20"
"00025723.txt","pos","C20"
"00024363.txt","pos","C20"
"00024338.txt","pos","C20"
"00025659.txt","pos","C20"
"00024366.txt","neg","C20"
"00025687.txt","pos","C20"
"00025703.txt","pos","C20"
"00025696.txt","neg","C20"
"00024541.txt","neg","C20"
"00025782.txt","pos","C20"
"00024560.txt","pos","C20"
"00024444.txt","neg","C20"
"00024490.txt","pos","C20"
"00024459.txt","pos","C20"
"00025821.txt","neg","C20"
"00024504.txt","pos","C20"
"00024595.txt","pos","C20"
"00024447.txt","pos","C20"
"00024540.txt","neg","C20"
"00024534.txt","pos","C20"
"00025760.txt","pos","C20"
"00025745.txt","pos","C20"
"00024501.txt","pos","C20"
"00024452.txt","neg","C20"
"00024518.txt","pos","C20"
"00025774.txt","pos","C20"
"00024598.txt","pos","C20"
"00024522.txt","pos","C20"
"00024600.txt","neg","C20"
"00025798.txt","pos","C20"
"00024460.txt","pos","C20"
"00025767.txt","pos","C20"
"00024527.txt","pos","C20"
"00024521.txt","pos","C20"
"00024580.txt","pos","C20"
"00025750.txt","pos","C20"
"00024544.txt","neg","C20"
"00024475.txt","pos","C20"
"00024730.txt","pos","C20"
"00025925.txt","neg","C20"
"00025937.txt","pos","C20"
"00025933.txt","pos","C20"
"00025858.txt","pos","C20"
"00024759.txt","pos","C20"
"00025953.txt","neg","C20"
"00024689.txt","pos","C20"
"00024652.txt","pos","C20"
"00024790.txt","neg","C20"
"00025888.txt","pos","C20"
"00024608.txt","neg","C20"
"00025841.txt","neg","C20"
"00024627.txt","pos","C20"
"00025854.txt","neg","C20"
"00024725.txt","pos","C20"
"00024645.txt","pos","C20"
"00025921.txt","neg","C20"
"00024603.txt","pos","C20"
"00024736.txt","pos","C20"
"00024642.txt","neg","C20"
"00024702.txt","neg","C20"
"00024775.txt","neg","C20"
"00025857.txt","pos","C20"
"00024799.txt","pos","C20"
"00024615.txt","pos","C20"
"00024614.txt","pos","C20"
"00025892.txt","pos","C20"
"00024770.txt","neg","C20"
"00025928.txt","pos","C20"
"00024855.txt","pos","C20"
"00024870.txt","pos","C20"
"00025992.txt","neg","C20"
"00025985.txt","pos","C20"
"00024954.txt","pos","C20"
"00025971.txt","pos","C20"
"00026040.txt","pos","C20"
"00024902.txt","pos","C20"
"00024983.txt","pos","C20"
"00026049.txt","pos","C20"
"00024985.txt","neg","C20"
"00024920.txt","pos","C20"
"00026025.txt","pos","C20"
"00026043.txt","neg","C20"
"00026055.txt","pos","C20"
"00024882.txt","neg","C20"
"00026057.txt","neg","C20"
"00024974.txt","pos","C20"
"00025997.txt","pos","C20"
"00024941.txt","neg","C20"
"00026020.txt","pos","C20"
"00024841.txt","neg","C20"
"00024969.txt","neg","C20"
"00024951.txt","pos","C20"
"00026028.txt","pos","C20"
"00024912.txt","pos","C20"
"00024972.txt","neg","C20"
"00024812.txt","pos","C20"
"00024995.txt","pos","C20"
"00026038.txt","neg","C20"
"00025150.txt","pos","C20"
"00025204.txt","pos","C20"
"00025060.txt","pos","C20"
"00026158.txt","pos","C20"
"00025205.txt","pos","C20"
"00026145.txt","pos","C20"
"00025130.txt","pos","C20"
"00025153.txt","pos","C20"
"00025165.txt","neg","C20"
"00025128.txt","pos","C20"
"00025027.txt","neg","C20"
"00026185.txt","pos","C20"
"00026219.txt","neg","C20"
"00025193.txt","pos","C20"
"00026206.txt","pos","C20"
"00025064.txt","pos","C20"
"00026213.txt","pos","C20"
"00025171.txt","pos","C20"
"00025076.txt","pos","C20"
"00026130.txt","neg","C20"
"00026131.txt","pos","C20"
"00026174.txt","neg","C20"
"00025149.txt","pos","C20"
"00025073.txt","neg","C20"
"00025132.txt","pos","C20"
"00026113.txt","neg","C20"
"00026214.txt","pos","C20"
"00025033.txt","pos","C20"
"00026105.txt","neg","C20"
"00026122.txt","pos","C20"
"Chadwyck_British_1839_Ainsworth_JackSheppardA.txt","pos","C19"
"Chadwyck_American_1873_Alcott_WorkAStory.txt","neg","C19"
"Chadwyck_American_1865_Alcott_Moods1865.txt","neg","C19"
"Chadwyck_American_1874_Aldrich_PrudencePalfreyA.txt","pos","C19"
"Chadwyck_American_1873_Aldrich_MarjorieDawand.txt","neg","C19"
"Chadwyck_American_1862_Aldrich_OutofHis.txt","neg","C19"
"Chadwyck_American_1857_Aldrich_DaisyNecklaceand.txt","pos","C19"
"Chadwyck_British_1895_Allen_TheWomanWho.txt","pos","C19"
"Chadwyck_American_1841_Allston_MonaldiATale.txt","pos","C19"
"Chadwyck_British_1818_Austen_NorthangerAbbeyand.txt","neg","C19"
"Chadwyck_British_1818_Austen_PersuasionBythe.txt","pos","C19"
"Chadwyck_British_1816_Austen_EmmaANovel.txt","pos","C19"
"Chadwyck_British_1814_Austen_MansfieldParkA.txt","neg","C19"
"Chadwyck_British_1813_Austen_PrideandPrejudice.txt","neg","C19"
"Chadwyck_British_1811_Austen_SenseandSensibility.txt","neg","C19"
"Chadwyck_American_1870_Austin_TheShadowof.txt","pos","C19"
"Chadwyck_American_1869_Austin_CipheraRomance.txt","neg","C19"
"Chadwyck_American_1867_Austin_Outpost1867.txt","pos","C19"
"Chadwyck_American_1865_Austin_DoraDarlingthe.txt","neg","C19"
"Chadwyck_American_1831_Bacon_Talesofthe.txt","pos","C19"
"Chadwyck_American_1874_Bagby_WhatIdid.txt","pos","C19"
"Chadwyck_British_1796_Bage_HermsprongorMan.txt","neg","C19"
"Chadwyck_British_1792_Bage_ManAsHe.txt","pos","C19"
"Chadwyck_British_1858_Ballantyne_TheCoralIsland.txt","pos","C19"
"Chadwyck_British_1892_Baring_InTheRoar.txt","pos","C19"
"Chadwyck_British_1814_Barrett_TheHeroineOr.txt","neg","C19"
"Chadwyck_British_1887_Barry_TheNewAntigone.txt","pos","C19"
"Chadwyck_British_1786_Beckford_VathekTranslatedfrom.txt","pos","C19"
"Chadwyck_American_1792_Belknap_TheForestersan.txt","pos","C19"
"Chadwyck_British_1850_Bell_TheLadderof.txt","pos","C19"
"Chadwyck_American_1868_Bennett_ThePhantomof.txt","pos","C19"
"Chadwyck_American_1857_Bennett_TheBorderRover.txt","neg","C19"
"Chadwyck_American_1855_Bennett_EllenNorburyor.txt","neg","C19"
"Chadwyck_American_1853_Bennett_ClaraMorelandor.txt","neg","C19"
"Chadwyck_American_1852_Bennett_ViolaorAdventures.txt","pos","C19"
"Chadwyck_American_1852_Bennett_Walde-WarrenaTale.txt","neg","C19"
"Chadwyck_American_1851_Bennett_RosalieDuPont.txt","neg","C19"
"Chadwyck_American_1851_Bennett_TheLeagueof.txt","neg","C19"
"Chadwyck_American_1851_Bennett_ThePioneerDaughter.txt","neg","C19"
"Chadwyck_American_1850_Bennett_OliverGoldfinchor.txt","neg","C19"
"Chadwyck_American_1849_Bennett_Leni-LeotiorAdventures.txt","pos","C19"
"Chadwyck_American_1848_Bennett_KateClarendonor.txt","pos","C19"
"Chadwyck_American_1848_Bennett_TheRenegadeA.txt","pos","C19"
"Chadwyck_American_1848_Bennett_TheTrapperBride.txt","pos","C19"
"Chadwyck_American_1847_Bennett_TheBanditsof.txt","pos","C19"
"Chadwyck_British_1884_Besant_DorothyForstera.txt","pos","C19"
"Chadwyck_American_1839_Bird_TheAdventuresof.txt","pos","C19"
"Chadwyck_American_1838_Bird_PeterPilgrimor.txt","neg","C19"
"Chadwyck_American_1836_Bird_SheppardLeevolume.txt","neg","C19"
"Chadwyck_American_1835_Bird_TheHawksof.txt","pos","C19"
"Chadwyck_American_1835_Bird_TheInfidelor.txt","pos","C19"
"Chadwyck_American_1834_Bird_CalavarorThe.txt","pos","C19"
"Chadwyck_British_1871_Black_ADaughterof.txt","neg","C19"
"Chadwyck_British_1869_Blackmore_LornaDoonea.txt","pos","C19"
"Chadwyck_American_1793_Brackenridge_ModernChivalryContaining.txt","neg","C19"
"Chadwyck_British_1862_Braddon_LadyAudleySecret.txt","pos","C19"
"Chadwyck_American_1843_Briggs_BankruptStoriesEdited.txt","neg","C19"
"Chadwyck_American_1839_Briggs_TheAdventuresof.txt","pos","C19"
"Chadwyck_British_1857_Bronte_TheProfessorA.txt","neg","C19"
"Chadwyck_British_1853_Bronte_VilletteByCurrer.txt","neg","C19"
"Chadwyck_British_1849_Bronte_ShirleyATale.txt","pos","C19"
"Chadwyck_British_1848_Bronte_TheTenantof.txt","neg","C19"
"Chadwyck_British_1847_Bronte_AgnesGreyA.txt","pos","C19"
"Chadwyck_British_1847_Bronte_JaneEyreAn.txt","pos","C19"
"Chadwyck_British_1847_Bronte_WutheringHeightsA.txt","pos","C19"
"Chadwyck_American_1843_Brooks_Idomenorthe.txt","neg","C19"
"Chadwyck_British_1883_Broughton_BelindaANovel.txt","pos","C19"
"Chadwyck_American_1864_Brown_ClotelleATale.txt","neg","C19"
"Chadwyck_American_1801_Brown_ClaraHowardIn.txt","pos","C19"
"Chadwyck_American_1801_Brown_JaneTalbot.txt","pos","C19"
"Chadwyck_American_1800_Brown_ArthurMervynor.txt","pos","C19"
"Chadwyck_American_1799_Brown_EdgarHuntlyvolume.txt","neg","C19"
"Chadwyck_American_1799_Brown_OrmondorThe.txt","neg","C19"
"Chadwyck_American_1789_Brown_ThePowerof.txt","neg","C19"
"Chadwyck_British_1810_Brunton_Self-ControlANovel.txt","pos","C19"
"Chadwyck_British_1886_Burnett_LittleLordFauntleroy.txt","neg","C19"
"Chadwyck_British_1814_Burney_TheWandereror.txt","neg","C19"
"Chadwyck_British_1796_Burney_CamillaorA.txt","neg","C19"
"Chadwyck_British_1782_Burney_CeciliaorMemoirs.txt","neg","C19"
"Chadwyck_British_1872_Butler_ErewhonorOver.txt","neg","C19"
"Chadwyck_American_1833_Calvert_AVolumefrom.txt","pos","C19"
"Chadwyck_American_1845_Caruthers_TheKnightsof.txt","neg","C19"
"Chadwyck_American_1835_Caruthers_TheCavaliersof.txt","pos","C19"
"Chadwyck_American_1834_Caruthers_TheKentuckianin.txt","pos","C19"
"Chadwyck_American_1867_Cary_TheBishopSon.txt","neg","C19"
"Chadwyck_American_1859_Cary_TheAdoptedDaughter.txt","pos","C19"
"Chadwyck_American_1856_Cary_MarriedNotmated.txt","pos","C19"
"Chadwyck_American_1852_Cary_HagaraStory.txt","neg","C19"
"Chadwyck_American_1875_Catherwood_AWomanin.txt","neg","C19"
"Chadwyck_British_1864_Charles_ChroniclesOfThe.txt","pos","C19"
"Chadwyck_American_1867_Child_ARomanceof.txt","pos","C19"
"Chadwyck_American_1825_Child_TheRebelsor.txt","neg","C19"
"Chadwyck_American_1844_Clark_TheLiteraryRemains.txt","pos","C19"
"Chadwyck_British_1897_Coleridge_TheKingwith.txt","pos","C19"
"Chadwyck_British_1870_Collins_ManandWife.txt","pos","C19"
"Chadwyck_British_1868_Collins_TheMoonstoneA.txt","pos","C19"
"Chadwyck_British_1866_Collins_ArmadaleByWilkie.txt","neg","C19"
"Chadwyck_British_1862_Collins_NoNameBy.txt","neg","C19"
"Chadwyck_British_1859_Collins_TheWomanin.txt","pos","C19"
"Chadwyck_American_1874_Cooke_JustinHarleyA.txt","neg","C19"
"Chadwyck_American_1874_Cooke_PrettyMrsGaston.txt","neg","C19"
"Chadwyck_American_1873_Cooke_HerMajestythe.txt","pos","C19"
"Chadwyck_American_1872_Cooke_DoctorVandykeA.txt","neg","C19"
"Chadwyck_American_1871_Cooke_Outofthe.txt","pos","C19"
"Chadwyck_American_1870_Cooke_HammerandRapier.txt","pos","C19"
"Chadwyck_American_1869_Cooke_HilttoHilt.txt","neg","C19"
"Chadwyck_American_1869_Cooke_MohunorThe.txt","neg","C19"
"Chadwyck_American_1868_Cooke_FairfaxorThe.txt","neg","C19"
"Chadwyck_American_1866_Cooke_SurryofEagles.txt","neg","C19"
"Chadwyck_American_1859_Cooke_HenryStJohn.txt","pos","C19"
"Chadwyck_American_1856_Cooke_TheLastof.txt","neg","C19"
"Chadwyck_American_1855_Cooke_EllieorThe.txt","neg","C19"
"Chadwyck_American_1854_Cooke_LeatherStockingand.txt","neg","C19"
"Chadwyck_American_1854_Cooke_TheVirginiaComedians.txt","neg","C19"
"Chadwyck_American_1854_Cooke_TheYouthof.txt","neg","C19"
"Chadwyck_American_1850_Cooper_TheWaysof.txt","pos","C19"
"Chadwyck_American_1849_Cooper_TheSeaLions.txt","neg","C19"
"Chadwyck_American_1848_Cooper_JackTiervolume.txt","neg","C19"
"Chadwyck_American_1848_Cooper_TheOakOpenings.txt","pos","C19"
"Chadwyck_American_1847_Cooper_TheCrateror.txt","pos","C19"
"Chadwyck_American_1846_Cooper_ElinorWyllysor.txt","neg","C19"
"Chadwyck_American_1846_Cooper_TheRedskinsor.txt","pos","C19"
"Chadwyck_American_1845_Cooper_SatanstoeorThe.txt","pos","C19"
"Chadwyck_American_1845_Cooper_TheChainbeareror.txt","neg","C19"
"Chadwyck_American_1843_Cooper_NedMyersor.txt","neg","C19"
"Chadwyck_American_1843_Cooper_Wyandotteorthe.txt","pos","C19"
"Chadwyck_American_1842_Cooper_TheTwoAdmirals.txt","pos","C19"
"Chadwyck_American_1842_Cooper_TheWing-and-Wingor.txt","pos","C19"
"Chadwyck_American_1841_Cooper_TheDeerslayervolume.txt","pos","C19"
"Chadwyck_American_1840_Cooper_MercedesofCastile.txt","pos","C19"
"Chadwyck_American_1840_Cooper_ThePathfinderor.txt","pos","C19"
"Chadwyck_American_1838_Cooper_HomeasFound.txt","neg","C19"
"Chadwyck_American_1838_Cooper_HomewardBoundor.txt","pos","C19"
"Chadwyck_American_1835_Cooper_TheMonikinsVolume.txt","pos","C19"
"Chadwyck_American_1833_Cooper_TheHeadsmanor.txt","pos","C19"
"Chadwyck_American_1832_Cooper_TheHeidenmauervolume.txt","pos","C19"
"Chadwyck_American_1831_Cooper_TheBravovolume.txt","pos","C19"
"Chadwyck_American_1831_Cooper_TheWater-Witchvolume.txt","pos","C19"
"Chadwyck_American_1829_Cooper_TheWeptof.txt","pos","C19"
"Chadwyck_American_1828_Cooper_TheRedRover.txt","pos","C19"
"Chadwyck_American_1827_Cooper_ThePrairievolume.txt","pos","C19"
"Chadwyck_American_1826_Cooper_TheLastof.txt","pos","C19"
"Chadwyck_American_1825_Cooper_LionelLincolnor.txt","pos","C19"
"Chadwyck_American_1823_Cooper_ThePioneersvolume.txt","pos","C19"
"Chadwyck_American_1821_Cooper_TheSpyvolume.txt","pos","C19"
"Chadwyck_American_1820_Cooper_Precautionvolume1.txt","pos","C19"
"Chadwyck_American_1867_Cozzens_TheSayingsof.txt","neg","C19"
"Chadwyck_American_1856_Cozzens_TheSparrowgrassPapers.txt","neg","C19"
"Chadwyck_American_1861_Curtis_TrumpsANovel.txt","pos","C19"
"Chadwyck_British_1806_Dacre_ZofloyaorThe.txt","neg","C19"
"Chadwyck_American_1839_Dawes_NixMateAn.txt","pos","C19"
"Chadwyck_British_1870_Dickens_TheMysteryof.txt","pos","C19"
"Chadwyck_British_1865_Dickens_OurMutualFriend.txt","pos","C19"
"Chadwyck_British_1861_Dickens_GreatExpectationsBy.txt","neg","C19"
"Chadwyck_British_1859_Dickens_ATaleof.txt","pos","C19"
"Chadwyck_British_1857_Dickens_LittleDorritBy.txt","pos","C19"
"Chadwyck_British_1854_Dickens_HardTimesFor.txt","neg","C19"
"Chadwyck_British_1853_Dickens_BleakHouseBy.txt","pos","C19"
"Chadwyck_British_1850_Dickens_ThePersonalHistory.txt","neg","C19"
"Chadwyck_British_1848_Dickens_DombeyandSon.txt","neg","C19"
"Chadwyck_British_1844_Dickens_TheLifeand.txt","pos","C19"
"Chadwyck_British_1843_Dickens_AChristmasCarol.txt","pos","C19"
"Chadwyck_British_1841_Dickens_BarnabyRudgein.txt","neg","C19"
"Chadwyck_British_1841_Dickens_TheOldCuriosity.txt","pos","C19"
"Chadwyck_British_1839_Dickens_TheLifeand.txt","neg","C19"
"Chadwyck_British_1838_Dickens_OliverTwistor.txt","neg","C19"
"Chadwyck_British_1837_Dickens_ThePosthumousPapers.txt","neg","C19"
"Chadwyck_British_1870_Disraeli_LothairBythe.txt","neg","C19"
"Chadwyck_British_1847_Disraeli_TancredorThe.txt","neg","C19"
"Chadwyck_British_1845_Disraeli_SybilorThe.txt","pos","C19"
"Chadwyck_British_1844_Disraeli_ConingsbyorThe.txt","pos","C19"
"Chadwyck_British_1826_Disraeli_VivianGrey.txt","neg","C19"
"Chadwyck_British_1890_Doyle_TheSignof.txt","neg","C19"
"Chadwyck_American_1857_Duganne_TheTenant-Houseor.txt","neg","C19"
"Chadwyck_American_1854_Duganne_BiancaorThe.txt","pos","C19"
"Chadwyck_American_1850_Duganne_ThePrinceCorsair.txt","pos","C19"
"Chadwyck_American_1843_Duganne_TheTwoClerks.txt","pos","C19"
"Chadwyck_American_1836_Dunlap_ThirtyYearsAgo.txt","pos","C19"
"Chadwyck_Irish_1817_Edgeworth_OrmondATale.txt","pos","C19"
"Chadwyck_Irish_1814_Edgeworth_PatronageByMaria.txt","neg","C19"
"Chadwyck_Irish_1812_Edgeworth_TheAbsenteein.txt","pos","C19"
"Chadwyck_Irish_1809_Edgeworth_EnnuiorMemoirs.txt","neg","C19"
"Chadwyck_Irish_1801_Edgeworth_BelindaByMaria.txt","pos","C19"
"Chadwyck_Irish_1800_Edgeworth_CastleRackrentAn.txt","neg","C19"
"Chadwyck_American_1874_Eggleston_TheCircuitRider.txt","pos","C19"
"Chadwyck_American_1873_Eggleston_TheMysteryof.txt","pos","C19"
"Chadwyck_American_1872_Eggleston_TheEndof.txt","neg","C19"
"Chadwyck_American_1871_Eggleston_TheHoosierSchool-Master.txt","neg","C19"
"Chadwyck_British_1876_Eliot_DanielDerondaBy.txt","neg","C19"
"Chadwyck_British_1872_Eliot_MiddlemarchAStudy.txt","neg","C19"
"Chadwyck_British_1866_Eliot_FelixHoltThe.txt","pos","C19"
"Chadwyck_British_1863_Eliot_RomolaByGeorge.txt","pos","C19"
"Chadwyck_British_1861_Eliot_SilasMarnerthe.txt","pos","C19"
"Chadwyck_British_1860_Eliot_TheMillon.txt","pos","C19"
"Chadwyck_British_1859_Eliot_AdamBedeBy.txt","pos","C19"
"Chadwyck_British_1858_Eliot_ScenesofClerical.txt","pos","C19"
"Chadwyck_American_1867_English_AmbroseFecitor.txt","neg","C19"
"Chadwyck_American_1869_Evans_VashtiorUntil.txt","pos","C19"
"Chadwyck_American_1867_Evans_StElmoA.txt","pos","C19"
"Chadwyck_American_1864_Evans_MacariaorAltars.txt","neg","C19"
"Chadwyck_American_1855_Evans_InezATale.txt","neg","C19"
"Chadwyck_British_1858_Farrar_EricorLittle.txt","neg","C19"
"Chadwyck_American_1843_Fay_HobokenARomance.txt","neg","C19"
"Chadwyck_American_1840_Fay_TheCountessIda.txt","pos","C19"
"Chadwyck_American_1839_Fay_SydneyCliftonor.txt","pos","C19"
"Chadwyck_American_1835_Fay_NormanLeslieA.txt","pos","C19"
"Chadwyck_British_1795_Fenwick_SecresyOrThe.txt","pos","C19"
"Chadwyck_British_1818_Ferrier_MarriageANovel.txt","pos","C19"
"Chadwyck_American_1830_Flint_TheShoshoneValley.txt","pos","C19"
"Chadwyck_American_1829_Flint_GeorgeMasonthe.txt","neg","C19"
"Chadwyck_American_1828_Flint_TheLifeand.txt","pos","C19"
"Chadwyck_American_1826_Flint_FrancisBerrianor.txt","neg","C19"
"Chadwyck_American_1798_Foster_TheBoardingSchool.txt","neg","C19"
"Chadwyck_American_1797_Foster_TheCoquetteor.txt","neg","C19"
"Chadwyck_British_1849_Froude_TheNemesisof.txt","pos","C19"
"Chadwyck_British_1823_Galt_TheEntailor.txt","pos","C19"
"Chadwyck_British_1822_Galt_TheProvost.txt","pos","C19"
"Chadwyck_British_1821_Galt_AnnalsOfThe.txt","pos","C19"
"Chadwyck_British_1821_Galt_TheAyrshireLegatees.txt","pos","C19"
"Chadwyck_British_1866_Gaskell_WivesandDaughters.txt","pos","C19"
"Chadwyck_British_1863_Gaskell_SylviaLoversBy.txt","pos","C19"
"Chadwyck_British_1855_Gaskell_NorthAndSouth.txt","pos","C19"
"Chadwyck_British_1853_Gaskell_RuthANovel.txt","pos","C19"
"Chadwyck_British_1849_Gaskell_MaryBartonA.txt","pos","C19"
"Chadwyck_British_1897_Gissing_TheWhirlpoolBy.txt","pos","C19"
"Chadwyck_British_1893_Gissing_TheOddWomen.txt","neg","C19"
"Chadwyck_British_1891_Gissing_NewGrubStreet.txt","neg","C19"
"Chadwyck_British_1889_Gissing_TheNetherWorld.txt","pos","C19"
"Chadwyck_British_1805_Godwin_FleetwoodOrThe.txt","pos","C19"
"Chadwyck_British_1799_Godwin_StLeonA.txt","neg","C19"
"Chadwyck_British_1794_Godwin_ThingsAsThey.txt","neg","C19"
"Chadwyck_British_1836_Gore_MrsArmytageor.txt","pos","C19"
"Chadwyck_British_1892_Grossmith_TheDiaryof.txt","pos","C19"
"Chadwyck_British_1887_Haggard_SheAHistory.txt","neg","C19"
"Chadwyck_British_1885_Haggard_KingSolomonMines.txt","neg","C19"
"Chadwyck_American_1853_Hale_LiberiaorMr.txt","pos","C19"
"Chadwyck_American_1852_Hale_NorthwoodorLife.txt","neg","C19"
"Chadwyck_American_1852_Hall_FrankFreemanBarber.txt","neg","C19"
"Chadwyck_American_1846_Hall_SomethingforEvery.txt","neg","C19"
"Chadwyck_American_1843_Hall_TheNewPurchase.txt","neg","C19"
"Chadwyck_American_1833_Hall_TheHarpeHead.txt","pos","C19"
"Chadwyck_American_1864_Halpine_TheLifeand.txt","neg","C19"
"Chadwyck_British_1897_Hardy_TheWell-Beloveda.txt","pos","C19"
"Chadwyck_British_1896_Hardy_JudetheObscure.txt","pos","C19"
"Chadwyck_British_1892_Hardy_ThePursuitof.txt","pos","C19"
"Chadwyck_British_1891_Hardy_Tessofthe.txt","pos","C19"
"Chadwyck_British_1887_Hardy_TheWoodlandersBy.txt","pos","C19"
"Chadwyck_British_1886_Hardy_TheMayorof.txt","pos","C19"
"Chadwyck_British_1880_Hardy_TheTrumpet-MajorA.txt","pos","C19"
"Chadwyck_British_1878_Hardy_TheReturnof.txt","neg","C19"
"Chadwyck_British_1874_Hardy_Farfromthe.txt","pos","C19"
"Chadwyck_British_1873_Hardy_APairof.txt","pos","C19"
"Chadwyck_British_1872_Hardy_UndertheGreenwood.txt","pos","C19"
"Chadwyck_American_1872_Hawthorne_SeptimiusFeltonor.txt","neg","C19"
"Chadwyck_American_1860_Hawthorne_TheMarbleFaun.txt","pos","C19"
"Chadwyck_American_1852_Hawthorne_TheBlithedaleRomance.txt","pos","C19"
"Chadwyck_American_1852_Hawthorne_TheSnow-Imageand.txt","pos","C19"
"Chadwyck_American_1851_Hawthorne_TheHouseof.txt","pos","C19"
"Chadwyck_American_1850_Hawthorne_TheScarletLetter.txt","pos","C19"
"Chadwyck_American_1846_Hawthorne_Mossesfroman.txt","pos","C19"
"Chadwyck_British_1799_Hays_TheVictimof.txt","neg","C19"
"Chadwyck_British_1796_Hays_MemoirsofEmma.txt","pos","C19"
