"title","id","collection"
"00020399.txt","neg","C20"
"00020397.txt","pos","C20"
"00023498.txt","pos","C20"
"00020422.txt","pos","C20"
"00020419.txt","neg","C20"
"00020415.txt","pos","C20"
"00020413.txt","neg","C20"
"00020418.txt","pos","C20"
"00020433.txt","pos","C20"
"00020428.txt","pos","C20"
"00020427.txt","pos","C20"
"00023501.txt","pos","C20"
"00020434.txt","pos","C20"
"00020421.txt","pos","C20"
"00020423.txt","neg","C20"
"00020404.txt","neg","C20"
"00020403.txt","neg","C20"
"00020411.txt","neg","C20"
"00020424.txt","neg","C20"
"00020401.txt","neg","C20"
"00020406.txt","pos","C20"
"00020416.txt","pos","C20"
"00020405.txt","pos","C20"
"00020414.txt","pos","C20"
"00020425.txt","pos","C20"
"00023499.txt","pos","C20"
"00020435.txt","neg","C20"
"00020437.txt","pos","C20"
"00020472.txt","neg","C20"
"00020458.txt","neg","C20"
"00020469.txt","neg","C20"
"00020467.txt","neg","C20"
"00020468.txt","pos","C20"
"00020447.txt","pos","C20"
"00020465.txt","pos","C20"
"00020442.txt","pos","C20"
"00020441.txt","pos","C20"
"00020454.txt","pos","C20"
"00020459.txt","neg","C20"
"00020452.txt","pos","C20"
"00020460.txt","neg","C20"
"00020475.txt","pos","C20"
"00020463.txt","neg","C20"
"00020477.txt","pos","C20"
"00020453.txt","pos","C20"
"00020440.txt","pos","C20"
"00020439.txt","neg","C20"
"00023503.txt","pos","C20"
"00020474.txt","neg","C20"
"00020461.txt","pos","C20"
"00020438.txt","neg","C20"
"00020470.txt","pos","C20"
"00020464.txt","neg","C20"
"00020476.txt","pos","C20"
"00020444.txt","pos","C20"
"00020462.txt","neg","C20"
"00020473.txt","pos","C20"
"00020527.txt","pos","C20"
"00020524.txt","pos","C20"
"00020491.txt","neg","C20"
"00020500.txt","pos","C20"
"00020482.txt","neg","C20"
"00020515.txt","pos","C20"
"00020488.txt","pos","C20"
"00023508.txt","neg","C20"
"00020499.txt","neg","C20"
"00023507.txt","neg","C20"
"00020520.txt","pos","C20"
"00020505.txt","neg","C20"
"00020525.txt","pos","C20"
"00020502.txt","pos","C20"
"00020486.txt","pos","C20"
"00020513.txt","neg","C20"
"00020511.txt","neg","C20"
"00020516.txt","neg","C20"
"00020498.txt","pos","C20"
"00020490.txt","neg","C20"
"00020503.txt","pos","C20"
"00020507.txt","pos","C20"
"00020512.txt","pos","C20"
"00020489.txt","neg","C20"
"00020495.txt","pos","C20"
"00020522.txt","pos","C20"
"00020497.txt","pos","C20"
"00020510.txt","pos","C20"
"00020506.txt","pos","C20"
"00020483.txt","neg","C20"
"00020536.txt","pos","C20"
"00020557.txt","pos","C20"
"00020565.txt","pos","C20"
"00020568.txt","neg","C20"
"00023509.txt","pos","C20"
"00020550.txt","pos","C20"
"00020534.txt","pos","C20"
"00020539.txt","pos","C20"
"00020535.txt","neg","C20"
"00020560.txt","neg","C20"
"00020549.txt","pos","C20"
"00020532.txt","pos","C20"
"00020548.txt","pos","C20"
"00020555.txt","pos","C20"
"00020538.txt","pos","C20"
"00020551.txt","pos","C20"
"00020533.txt","pos","C20"
"00020554.txt","neg","C20"
"00020544.txt","pos","C20"
"00020531.txt","pos","C20"
"00020559.txt","pos","C20"
"00020542.txt","pos","C20"
"00023510.txt","pos","C20"
"00020566.txt","neg","C20"
"00020547.txt","pos","C20"
"00020558.txt","pos","C20"
"00020561.txt","pos","C20"
"00020540.txt","pos","C20"
"00023511.txt","pos","C20"
"00020541.txt","pos","C20"
"00020592.txt","pos","C20"
"00020607.txt","neg","C20"
"00020581.txt","neg","C20"
"00020609.txt","pos","C20"
"00020595.txt","pos","C20"
"00020604.txt","pos","C20"
"00020600.txt","neg","C20"
"00020603.txt","neg","C20"
"00020608.txt","pos","C20"
"00020572.txt","pos","C20"
"00020580.txt","pos","C20"
"00020589.txt","neg","C20"
"00020615.txt","neg","C20"
"00020613.txt","pos","C20"
"00020579.txt","pos","C20"
"00020586.txt","pos","C20"
"00020570.txt","pos","C20"
"00020577.txt","pos","C20"
"00020597.txt","neg","C20"
"00023514.txt","pos","C20"
"00020583.txt","pos","C20"
"00020578.txt","pos","C20"
"00020587.txt","neg","C20"
"00020573.txt","neg","C20"
"00020585.txt","neg","C20"
"00020584.txt","neg","C20"
"00020596.txt","pos","C20"
"00020616.txt","pos","C20"
"00023513.txt","neg","C20"
"00020599.txt","neg","C20"
"00020650.txt","neg","C20"
"00020658.txt","pos","C20"
"00020636.txt","neg","C20"
"00020629.txt","pos","C20"
"00020670.txt","neg","C20"
"00020620.txt","pos","C20"
"00020651.txt","pos","C20"
"00020634.txt","pos","C20"
"00020661.txt","neg","C20"
"00020642.txt","neg","C20"
"00023518.txt","pos","C20"
"00020626.txt","pos","C20"
"00020628.txt","pos","C20"
"00020664.txt","neg","C20"
"00020635.txt","pos","C20"
"00020663.txt","pos","C20"
"00023519.txt","neg","C20"
"00020644.txt","pos","C20"
"00020659.txt","neg","C20"
"00020619.txt","pos","C20"
"00020668.txt","pos","C20"
"00020623.txt","pos","C20"
"00020624.txt","neg","C20"
"00020667.txt","pos","C20"
"00020638.txt","pos","C20"
"00020660.txt","neg","C20"
"00020648.txt","neg","C20"
"00020657.txt","neg","C20"
"00020714.txt","neg","C20"
"00020690.txt","neg","C20"
"00020695.txt","pos","C20"
"00020686.txt","pos","C20"
"00020719.txt","pos","C20"
"00020700.txt","pos","C20"
"00020704.txt","pos","C20"
"00020708.txt","pos","C20"
"00020683.txt","pos","C20"
"00020710.txt","neg","C20"
"00020693.txt","pos","C20"
"00020687.txt","neg","C20"
"00020685.txt","neg","C20"
"00020673.txt","pos","C20"
"00020696.txt","neg","C20"
"00020705.txt","pos","C20"
"00020718.txt","pos","C20"
"00020711.txt","pos","C20"
"00020720.txt","pos","C20"
"00020678.txt","pos","C20"
"00023520.txt","pos","C20"
"00020689.txt","pos","C20"
"00020717.txt","pos","C20"
"00020712.txt","neg","C20"
"00020674.txt","neg","C20"
"00020703.txt","neg","C20"
"00020682.txt","pos","C20"
"00020672.txt","pos","C20"
"00020701.txt","pos","C20"
"00020675.txt","neg","C20"
"00020733.txt","neg","C20"
"00020768.txt","pos","C20"
"00020747.txt","pos","C20"
"00020741.txt","pos","C20"
"00020739.txt","pos","C20"
"00020726.txt","neg","C20"
"00020729.txt","pos","C20"
"00020730.txt","neg","C20"
"00020731.txt","pos","C20"
"00020740.txt","pos","C20"
"00020758.txt","pos","C20"
"00020745.txt","pos","C20"
"00020738.txt","pos","C20"
"00023526.txt","neg","C20"
"00020767.txt","pos","C20"
"00023525.txt","pos","C20"
"00020727.txt","pos","C20"
"00020728.txt","pos","C20"
"00020764.txt","pos","C20"
"00020766.txt","neg","C20"
"00020725.txt","neg","C20"
"00020735.txt","pos","C20"
"00020743.txt","pos","C20"
"00020737.txt","neg","C20"
"00020755.txt","neg","C20"
"00020760.txt","pos","C20"
"00020752.txt","pos","C20"
"00020759.txt","pos","C20"
"00020756.txt","pos","C20"
"00020732.txt","pos","C20"
"00020772.txt","pos","C20"
"00020791.txt","pos","C20"
"00020773.txt","neg","C20"
"00020802.txt","neg","C20"
"00020779.txt","pos","C20"
"00020787.txt","pos","C20"
"00020776.txt","pos","C20"
"00020785.txt","neg","C20"
"00023527.txt","neg","C20"
"00020786.txt","pos","C20"
"00020794.txt","neg","C20"
"00020789.txt","pos","C20"
"00020797.txt","neg","C20"
"00020806.txt","neg","C20"
"00020807.txt","neg","C20"
"00020771.txt","pos","C20"
"00020784.txt","neg","C20"
"00020805.txt","pos","C20"
"00023529.txt","pos","C20"
"00020798.txt","pos","C20"
"00020793.txt","pos","C20"
"00020780.txt","pos","C20"
"00023528.txt","neg","C20"
"00020801.txt","pos","C20"
"00020792.txt","pos","C20"
"00020783.txt","pos","C20"
"00020777.txt","pos","C20"
"00020778.txt","neg","C20"
"00020796.txt","neg","C20"
"00020769.txt","neg","C20"
"00023532.txt","neg","C20"
"00020820.txt","pos","C20"
"00020851.txt","pos","C20"
"00020836.txt","neg","C20"
"00020838.txt","pos","C20"
"00020854.txt","pos","C20"
"00020839.txt","pos","C20"
"00020824.txt","pos","C20"
"00020858.txt","pos","C20"
"00020853.txt","neg","C20"
"00020834.txt","neg","C20"
"00020810.txt","pos","C20"
"00020860.txt","pos","C20"
"00020813.txt","pos","C20"
"00020812.txt","pos","C20"
"00020817.txt","neg","C20"
"00020819.txt","neg","C20"
"00020844.txt","pos","C20"
"00020831.txt","pos","C20"
"00020849.txt","pos","C20"
"00020840.txt","neg","C20"
"00020843.txt","pos","C20"
"00020825.txt","pos","C20"
"00020850.txt","pos","C20"
"00020814.txt","neg","C20"
"00020861.txt","pos","C20"
"00020823.txt","pos","C20"
"00020808.txt","neg","C20"
"00020852.txt","neg","C20"
"00020811.txt","pos","C20"
"00020907.txt","pos","C20"
"00020933.txt","pos","C20"
"00020923.txt","neg","C20"
"00020908.txt","pos","C20"
"00020872.txt","pos","C20"
"00020904.txt","pos","C20"
"00020919.txt","neg","C20"
"00020880.txt","neg","C20"
"00020893.txt","pos","C20"
"00020902.txt","pos","C20"
"00020892.txt","pos","C20"
"00020868.txt","pos","C20"
"00020901.txt","neg","C20"
"00020882.txt","pos","C20"
"00020885.txt","pos","C20"
"00020915.txt","pos","C20"
"00020865.txt","neg","C20"
"00020887.txt","pos","C20"
"00020917.txt","pos","C20"
"00020866.txt","pos","C20"
"00020899.txt","pos","C20"
"00020875.txt","neg","C20"
"00020867.txt","pos","C20"
"00020912.txt","neg","C20"
"00023536.txt","pos","C20"
"00023537.txt","neg","C20"
"00020879.txt","pos","C20"
"00020884.txt","pos","C20"
"00020903.txt","neg","C20"
"00020948.txt","neg","C20"
"00023540.txt","neg","C20"
"00020981.txt","pos","C20"
"00020979.txt","pos","C20"
"00020974.txt","pos","C20"
"00021000.txt","neg","C20"
"00020984.txt","pos","C20"
"00020940.txt","pos","C20"
"00023541.txt","pos","C20"
"00020964.txt","pos","C20"
"00020934.txt","pos","C20"
"00020945.txt","pos","C20"
"00020957.txt","pos","C20"
"00020959.txt","pos","C20"
"00020942.txt","neg","C20"
"00020962.txt","neg","C20"
"00020968.txt","neg","C20"
"00020944.txt","pos","C20"
"00020947.txt","pos","C20"
"00020995.txt","pos","C20"
"00020937.txt","pos","C20"
"00020999.txt","pos","C20"
"00020986.txt","pos","C20"
"00020997.txt","pos","C20"
"00020988.txt","neg","C20"
"00020980.txt","pos","C20"
"00020955.txt","neg","C20"
"00020998.txt","pos","C20"
"00020961.txt","pos","C20"
"00020967.txt","pos","C20"
"00021058.txt","neg","C20"
"00021038.txt","neg","C20"
"00021041.txt","pos","C20"
"00021017.txt","pos","C20"
"00021006.txt","neg","C20"
"00021003.txt","neg","C20"
"00021019.txt","pos","C20"
"00021047.txt","pos","C20"
"00021039.txt","neg","C20"
"00021045.txt","neg","C20"
"00021031.txt","neg","C20"
"00021029.txt","pos","C20"
"00021008.txt","pos","C20"
"00021040.txt","pos","C20"
"00021075.txt","pos","C20"
"00021042.txt","pos","C20"
"00021020.txt","pos","C20"
"00021034.txt","neg","C20"
"00021018.txt","pos","C20"
"00021026.txt","pos","C20"
"00021027.txt","pos","C20"
"00021049.txt","neg","C20"
"00021005.txt","pos","C20"
"00021024.txt","pos","C20"
"00021070.txt","pos","C20"
"00021035.txt","pos","C20"
"00021054.txt","pos","C20"
"00021050.txt","neg","C20"
"00021021.txt","neg","C20"
"00021067.txt","neg","C20"
"00021112.txt","pos","C20"
"00021096.txt","pos","C20"
"00021122.txt","pos","C20"
"00021097.txt","neg","C20"
"00021110.txt","pos","C20"
"00021099.txt","pos","C20"
"00021134.txt","pos","C20"
"00021141.txt","pos","C20"
"00021103.txt","neg","C20"
"00021101.txt","pos","C20"
"00021109.txt","neg","C20"
"00021144.txt","pos","C20"
"00021119.txt","pos","C20"
"00021154.txt","pos","C20"
"00021136.txt","pos","C20"
"00021083.txt","pos","C20"
"00021127.txt","pos","C20"
"00021120.txt","pos","C20"
"00021130.txt","neg","C20"
"00023549.txt","pos","C20"
"00021081.txt","pos","C20"
"00021078.txt","pos","C20"
"00021151.txt","pos","C20"
"00021126.txt","pos","C20"
"00021105.txt","pos","C20"
"00021088.txt","pos","C20"
"00021121.txt","pos","C20"
"00021142.txt","pos","C20"
"00021135.txt","pos","C20"
"00021153.txt","neg","C20"
"00021167.txt","neg","C20"
"00021202.txt","neg","C20"
"00021204.txt","pos","C20"
"00021206.txt","neg","C20"
"00021187.txt","pos","C20"
"00023552.txt","pos","C20"
"00021230.txt","pos","C20"
"00021211.txt","neg","C20"
"00021165.txt","pos","C20"
"00021225.txt","pos","C20"
"00021201.txt","neg","C20"
"00021186.txt","neg","C20"
"00021196.txt","neg","C20"
"00021227.txt","neg","C20"
"00021217.txt","neg","C20"
"00021162.txt","neg","C20"
"00021166.txt","pos","C20"
"00021219.txt","neg","C20"
"00023551.txt","pos","C20"
"00021231.txt","pos","C20"
"00021184.txt","pos","C20"
"00021158.txt","neg","C20"
"00021182.txt","pos","C20"
"00021207.txt","pos","C20"
"00021223.txt","pos","C20"
"00021181.txt","pos","C20"
"00023550.txt","pos","C20"
"00021180.txt","pos","C20"
"00021210.txt","pos","C20"
"00021156.txt","pos","C20"
"00021240.txt","pos","C20"
"00021264.txt","pos","C20"
"00021237.txt","neg","C20"
"00021251.txt","neg","C20"
"00021257.txt","pos","C20"
"00023554.txt","neg","C20"
"00021262.txt","neg","C20"
"00021272.txt","neg","C20"
"00023555.txt","neg","C20"
"00021282.txt","pos","C20"
"00021292.txt","pos","C20"
"00021271.txt","pos","C20"
"00021284.txt","pos","C20"
"00021242.txt","neg","C20"
"00021247.txt","pos","C20"
"00021236.txt","neg","C20"
"00021253.txt","neg","C20"
"00021243.txt","neg","C20"
"00021278.txt","pos","C20"
"00021281.txt","pos","C20"
"00021293.txt","neg","C20"
"00021276.txt","pos","C20"
"00021273.txt","neg","C20"
"00021232.txt","pos","C20"
"00021241.txt","neg","C20"
"00021266.txt","pos","C20"
"00021235.txt","neg","C20"
"00021294.txt","neg","C20"
"00021283.txt","neg","C20"
"00023556.txt","pos","C20"
"00021365.txt","neg","C20"
"00021323.txt","pos","C20"
"00021312.txt","pos","C20"
"00021338.txt","pos","C20"
"00021347.txt","neg","C20"
"00021359.txt","pos","C20"
"00021335.txt","neg","C20"
"00023559.txt","pos","C20"
"00021366.txt","pos","C20"
"00021299.txt","pos","C20"
"00021361.txt","pos","C20"
"00021375.txt","pos","C20"
"00021350.txt","neg","C20"
"00021328.txt","neg","C20"
"00021344.txt","pos","C20"
"00021378.txt","pos","C20"
"00021309.txt","pos","C20"
"00021372.txt","pos","C20"
"00021374.txt","pos","C20"
"00021302.txt","pos","C20"
"00021314.txt","pos","C20"
"00021300.txt","neg","C20"
"00021362.txt","neg","C20"
"00021317.txt","neg","C20"
"00021320.txt","pos","C20"
"00021364.txt","pos","C20"
"00021358.txt","pos","C20"
"00021341.txt","neg","C20"
"00021332.txt","pos","C20"
"00021305.txt","neg","C20"
"00021486.txt","pos","C20"
"00023562.txt","neg","C20"
"00021424.txt","neg","C20"
"00021417.txt","pos","C20"
"00021392.txt","neg","C20"
"00021451.txt","pos","C20"
"00021423.txt","neg","C20"
"00021443.txt","neg","C20"
"00021430.txt","neg","C20"
"00021454.txt","pos","C20"
"00021445.txt","neg","C20"
"00021459.txt","pos","C20"
"00021401.txt","pos","C20"
"00021438.txt","pos","C20"
"00021406.txt","pos","C20"
"00021481.txt","pos","C20"
"00021415.txt","pos","C20"
"00021442.txt","neg","C20"
"00021453.txt","pos","C20"
"00021460.txt","pos","C20"
"00021405.txt","neg","C20"
"00021483.txt","neg","C20"
"00021448.txt","pos","C20"
"00021404.txt","neg","C20"
"00021464.txt","pos","C20"
"00021435.txt","pos","C20"
"00021388.txt","pos","C20"
"00021419.txt","pos","C20"
"00021447.txt","neg","C20"
"00021554.txt","pos","C20"
"00021566.txt","pos","C20"
"00021576.txt","neg","C20"
"00021545.txt","pos","C20"
"00021547.txt","neg","C20"
"00021525.txt","pos","C20"
"00021540.txt","pos","C20"
"00021528.txt","pos","C20"
"00021517.txt","pos","C20"
"00021530.txt","pos","C20"
"00021589.txt","pos","C20"
"00021538.txt","pos","C20"
"00021587.txt","pos","C20"
"00021520.txt","pos","C20"
"00021497.txt","pos","C20"
"00021512.txt","neg","C20"
"00021583.txt","pos","C20"
"00021573.txt","neg","C20"
"00021496.txt","neg","C20"
"00021494.txt","neg","C20"
"00021578.txt","pos","C20"
"00021549.txt","neg","C20"
"00021516.txt","pos","C20"
"00021519.txt","pos","C20"
"00021561.txt","pos","C20"
"00021557.txt","pos","C20"
"00021501.txt","pos","C20"
"00021507.txt","pos","C20"
"00021499.txt","pos","C20"
"00021518.txt","pos","C20"
"00021685.txt","neg","C20"
"00021624.txt","neg","C20"
"00021668.txt","pos","C20"
"00021635.txt","neg","C20"
"00021602.txt","pos","C20"
"00021669.txt","pos","C20"
"00021656.txt","pos","C20"
"00021595.txt","pos","C20"
"00021675.txt","pos","C20"
"00021619.txt","pos","C20"
"00021638.txt","neg","C20"
"00021640.txt","pos","C20"
"00021652.txt","pos","C20"
"00021634.txt","pos","C20"
"00021626.txt","pos","C20"
"00021682.txt","neg","C20"
"00021663.txt","neg","C20"
"00023572.txt","pos","C20"
"00021625.txt","pos","C20"
"00021606.txt","pos","C20"
"00021644.txt","pos","C20"
"00021596.txt","pos","C20"
"00021620.txt","pos","C20"
"00021598.txt","pos","C20"
"00021617.txt","pos","C20"
"00021653.txt","pos","C20"
"00021636.txt","pos","C20"
"00023569.txt","neg","C20"
"00021741.txt","pos","C20"
"00021754.txt","neg","C20"
"00021750.txt","pos","C20"
"00021698.txt","pos","C20"
"00021777.txt","pos","C20"
"00021785.txt","pos","C20"
"00021720.txt","pos","C20"
"00021784.txt","pos","C20"
"00021803.txt","neg","C20"
"00021763.txt","pos","C20"
"00021756.txt","pos","C20"
"00021706.txt","pos","C20"
"00021745.txt","pos","C20"
"00023576.txt","pos","C20"
"00021776.txt","neg","C20"
"00021691.txt","neg","C20"
"00021775.txt","pos","C20"
"00021772.txt","pos","C20"
"00021725.txt","pos","C20"
"00021687.txt","pos","C20"
"00021699.txt","neg","C20"
"00021695.txt","pos","C20"
"00021721.txt","neg","C20"
"00021722.txt","pos","C20"
"00021732.txt","pos","C20"
"00021762.txt","pos","C20"
"00021748.txt","pos","C20"
"00021714.txt","neg","C20"
"00021746.txt","neg","C20"
"00021701.txt","pos","C20"
"00021807.txt","pos","C20"
"00021818.txt","pos","C20"
"00021889.txt","pos","C20"
"00021904.txt","pos","C20"
"00021865.txt","pos","C20"
"00021858.txt","pos","C20"
"00021907.txt","neg","C20"
"00021884.txt","pos","C20"
"00021816.txt","pos","C20"
"00021809.txt","pos","C20"
"00021821.txt","pos","C20"
"00021864.txt","neg","C20"
"00021902.txt","pos","C20"
"00021819.txt","neg","C20"
"00021870.txt","pos","C20"
"00021831.txt","pos","C20"
"00021833.txt","pos","C20"
"00021848.txt","pos","C20"
"00021908.txt","neg","C20"
"00021869.txt","neg","C20"
"00021868.txt","pos","C20"
"00021915.txt","pos","C20"
"00021832.txt","pos","C20"
"00021862.txt","pos","C20"
"00021835.txt","pos","C20"
"00021881.txt","neg","C20"
"00021838.txt","pos","C20"
"00021836.txt","pos","C20"
"00021823.txt","pos","C20"
"00021859.txt","pos","C20"
"00021944.txt","pos","C20"
"00021935.txt","pos","C20"
"00022020.txt","neg","C20"
"00021931.txt","neg","C20"
"00021995.txt","pos","C20"
"00021933.txt","pos","C20"
"00022029.txt","neg","C20"
"00021948.txt","pos","C20"
"00021918.txt","neg","C20"
"00022031.txt","pos","C20"
"00021922.txt","neg","C20"
"00022001.txt","pos","C20"
"00021932.txt","pos","C20"
"00021936.txt","pos","C20"
"00021968.txt","pos","C20"
"00021924.txt","pos","C20"
"00021942.txt","pos","C20"
"00023581.txt","pos","C20"
"00022011.txt","neg","C20"
"00022002.txt","pos","C20"
"00022026.txt","neg","C20"
"00021937.txt","pos","C20"
"00021919.txt","pos","C20"
"00021993.txt","pos","C20"
"00021987.txt","pos","C20"
"00021998.txt","pos","C20"
"00022006.txt","pos","C20"
"00021920.txt","neg","C20"
"00023583.txt","neg","C20"
"00021971.txt","neg","C20"
"00022042.txt","neg","C20"
"00022081.txt","pos","C20"
"00022079.txt","neg","C20"
"00022110.txt","pos","C20"
"00022091.txt","pos","C20"
"00022129.txt","pos","C20"
"00022090.txt","neg","C20"
"00022037.txt","pos","C20"
"00022086.txt","pos","C20"
"00022126.txt","neg","C20"
"00022057.txt","pos","C20"
"00022146.txt","pos","C20"
"00022038.txt","pos","C20"
"00022055.txt","neg","C20"
"00022077.txt","pos","C20"
"00022073.txt","pos","C20"
"00022100.txt","pos","C20"
"00022087.txt","pos","C20"
"00022053.txt","pos","C20"
"00022071.txt","pos","C20"
"00022099.txt","neg","C20"
"00022102.txt","neg","C20"
"00022143.txt","neg","C20"
"00022050.txt","pos","C20"
"00022052.txt","neg","C20"
"00022062.txt","pos","C20"
"00022082.txt","pos","C20"
"00022127.txt","pos","C20"
"00022137.txt","pos","C20"
"00022068.txt","neg","C20"
"00022233.txt","pos","C20"
"00022193.txt","pos","C20"
"00022198.txt","neg","C20"
"00022158.txt","pos","C20"
"00022175.txt","pos","C20"
"00022284.txt","neg","C20"
"00022236.txt","pos","C20"
"00022239.txt","pos","C20"
"00022230.txt","pos","C20"
"00022215.txt","neg","C20"
"00022283.txt","pos","C20"
"00022213.txt","neg","C20"
"00023592.txt","neg","C20"
"00022235.txt","pos","C20"
"00022181.txt","pos","C20"
"00022290.txt","pos","C20"
"00022152.txt","pos","C20"
"00022196.txt","pos","C20"
"00023591.txt","pos","C20"
"00022220.txt","pos","C20"
"00022260.txt","pos","C20"
"00022159.txt","pos","C20"
"00022271.txt","neg","C20"
"00022194.txt","pos","C20"
"00022166.txt","pos","C20"
"00022262.txt","pos","C20"
"00022256.txt","pos","C20"
"00022219.txt","pos","C20"
"00022274.txt","pos","C20"
"00022278.txt","pos","C20"
"00022332.txt","pos","C20"
"00022355.txt","pos","C20"
"00022448.txt","pos","C20"
"00022373.txt","pos","C20"
"00022399.txt","pos","C20"
"00022410.txt","neg","C20"
"00022365.txt","pos","C20"
"00023593.txt","pos","C20"
"00022356.txt","pos","C20"
"00022300.txt","neg","C20"
"00022335.txt","pos","C20"
"00022431.txt","pos","C20"
"00022299.txt","neg","C20"
"00022375.txt","pos","C20"
"00022443.txt","pos","C20"
"00022426.txt","pos","C20"
"00022322.txt","pos","C20"
"00022440.txt","pos","C20"
"00022333.txt","pos","C20"
"00022432.txt","neg","C20"
"00022350.txt","pos","C20"
"00022366.txt","neg","C20"
"00022398.txt","pos","C20"
"00022296.txt","pos","C20"
"00022343.txt","pos","C20"
"00022346.txt","pos","C20"
"00022339.txt","pos","C20"
"00022364.txt","pos","C20"
"00022385.txt","neg","C20"
"00022318.txt","pos","C20"
"00022543.txt","pos","C20"
"00022557.txt","pos","C20"
"00022589.txt","neg","C20"
"00022497.txt","pos","C20"
"00023599.txt","neg","C20"
"00022527.txt","pos","C20"
"00022570.txt","neg","C20"
"00022603.txt","neg","C20"
"00022493.txt","pos","C20"
"00022602.txt","pos","C20"
"00022496.txt","pos","C20"
"00022458.txt","pos","C20"
"00022591.txt","pos","C20"
"00022500.txt","neg","C20"
"00022579.txt","neg","C20"
"00022550.txt","pos","C20"
"00022506.txt","neg","C20"
"00022517.txt","pos","C20"
"00022565.txt","pos","C20"
"00022499.txt","pos","C20"
"00022487.txt","pos","C20"
"00022504.txt","pos","C20"
"00022596.txt","pos","C20"
"00022519.txt","neg","C20"
"00022594.txt","pos","C20"
"00022532.txt","pos","C20"
"00022476.txt","pos","C20"
"00022562.txt","pos","C20"
"00022587.txt","pos","C20"
"00022488.txt","neg","C20"
"00022798.txt","pos","C20"
"00022765.txt","pos","C20"
"00022753.txt","pos","C20"
"00022649.txt","neg","C20"
"00022623.txt","neg","C20"
"00022755.txt","pos","C20"
"00022751.txt","pos","C20"
"00022790.txt","pos","C20"
"00022784.txt","pos","C20"
"00022716.txt","pos","C20"
"00022750.txt","neg","C20"
"00022694.txt","pos","C20"
"00022658.txt","pos","C20"
"00022714.txt","pos","C20"
"00022678.txt","pos","C20"
"00022630.txt","pos","C20"
"00022781.txt","pos","C20"
"00022772.txt","pos","C20"
"00022705.txt","pos","C20"
"00022669.txt","pos","C20"
"00022617.txt","pos","C20"
"00022774.txt","neg","C20"
"00022778.txt","pos","C20"
"00022780.txt","pos","C20"
"00022793.txt","pos","C20"
"00022686.txt","neg","C20"
"00022718.txt","neg","C20"
"00022643.txt","pos","C20"
"00022665.txt","pos","C20"
"00022701.txt","pos","C20"
"00023002.txt","pos","C20"
"00022821.txt","pos","C20"
"00022907.txt","pos","C20"
"00022977.txt","pos","C20"
"00022840.txt","pos","C20"
"00022970.txt","pos","C20"
"00022849.txt","neg","C20"
"00022871.txt","neg","C20"
"00022953.txt","pos","C20"
"00022930.txt","pos","C20"
"00022971.txt","neg","C20"
"00022830.txt","pos","C20"
"00022929.txt","pos","C20"
"00022946.txt","neg","C20"
"00022959.txt","pos","C20"
"00022876.txt","pos","C20"
"00023016.txt","pos","C20"
"00022933.txt","pos","C20"
"00022861.txt","pos","C20"
"00022889.txt","neg","C20"
"00022866.txt","pos","C20"
"00022967.txt","neg","C20"
"00022898.txt","pos","C20"
"00022833.txt","pos","C20"
"00022922.txt","pos","C20"
"00022869.txt","pos","C20"
"00022932.txt","pos","C20"
"00022985.txt","pos","C20"
"00022944.txt","pos","C20"
"00023007.txt","neg","C20"
"00023031.txt","pos","C20"
"00023132.txt","pos","C20"
"00023023.txt","pos","C20"
"00023075.txt","pos","C20"
"00023211.txt","pos","C20"
"00023062.txt","neg","C20"
"00023084.txt","pos","C20"
"00023102.txt","pos","C20"
"00023201.txt","pos","C20"
"00023089.txt","neg","C20"
"00023198.txt","pos","C20"
"00023136.txt","pos","C20"
"00023109.txt","neg","C20"
"00023165.txt","pos","C20"
"00023116.txt","pos","C20"
"00023204.txt","pos","C20"
"00023213.txt","neg","C20"
"00023124.txt","pos","C20"
"00023234.txt","neg","C20"
"00023030.txt","pos","C20"
"00023064.txt","pos","C20"
"00023040.txt","neg","C20"
"00023121.txt","pos","C20"
"00023103.txt","pos","C20"
"00023138.txt","pos","C20"
"00023182.txt","pos","C20"
"00023114.txt","neg","C20"
"00023233.txt","neg","C20"
"00023147.txt","pos","C20"
"00023205.txt","pos","C20"
"00023375.txt","pos","C20"
"00023317.txt","pos","C20"
"00023420.txt","pos","C20"
"00023415.txt","pos","C20"
"00023278.txt","pos","C20"
"00023248.txt","pos","C20"
"00023400.txt","pos","C20"
"00023254.txt","pos","C20"
"00023349.txt","pos","C20"
"00023451.txt","pos","C20"
"00023337.txt","neg","C20"
"00023365.txt","pos","C20"
"00023441.txt","pos","C20"
"00023429.txt","pos","C20"
"00023289.txt","neg","C20"
"00023401.txt","neg","C20"
"00023334.txt","pos","C20"
"00023360.txt","pos","C20"
"00023284.txt","pos","C20"
"00023447.txt","pos","C20"
"00023393.txt","pos","C20"
"00023378.txt","pos","C20"
"00023298.txt","pos","C20"
"00023432.txt","pos","C20"
"00023458.txt","neg","C20"
"00023366.txt","neg","C20"
"00023316.txt","pos","C20"
"00023407.txt","neg","C20"
"00023319.txt","pos","C20"
"00023261.txt","pos","C20"
"00023692.txt","pos","C20"
"00023617.txt","neg","C20"
"00023724.txt","pos","C20"
"00023629.txt","pos","C20"
"00025270.txt","pos","C20"
"00025247.txt","neg","C20"
"00023710.txt","neg","C20"
"00023738.txt","neg","C20"
"00025249.txt","pos","C20"
"00025276.txt","neg","C20"
"00023655.txt","pos","C20"
