"","date","means","variable","date.adj"
"total.line46","1914",NA,"total.line",1949
"total.words47","1915",305.984210526316,"total.words",1950
"no.lines47","1915",41.9065789473684,"no.lines",1950
"quest47","1915",0.00417261654460526,"quest",1950
"quest.line47","1915",0.028046054375,"quest.line",1950
"exclam47","1915",0.00589405327,"exclam",1950
"exclam.line47","1915",0.0392687426605263,"exclam.line",1950
"period47","1915",0.0400740847342105,"period",1950
"period.line47","1915",0.294175079473684,"period.line",1950
"comma47","1915",0.0603690484710526,"comma",1950
"comma.line47","1915",0.438881035697368,"comma.line",1950
"total47","1915",0.127255887638158,"total",1950
"total.line47","1915",0.914486991,"total.line",1950
"total.words48","1916",185.942028985507,"total.words",1951
"no.lines48","1916",26.9347826086957,"no.lines",1951
"quest48","1916",0.0052562777173913,"quest",1951
"quest.line48","1916",NA,"quest.line",1951
"exclam48","1916",0.00319893664347826,"exclam",1951
"exclam.line48","1916",Inf,"exclam.line",1951
"period48","1916",0.0447199701119895,"period",1951
"period.line48","1916",Inf,"period.line",1951
"comma48","1916",0.0568982574927536,"comma",1951
"comma.line48","1916",Inf,"comma.line",1951
"total48","1916",0.125351121073781,"total",1951
"total.line48","1916",Inf,"total.line",1951
"total.words49","1918",268.164383561644,"total.words",1953
"no.lines49","1918",41.4203767123288,"no.lines",1953
"quest49","1918",0.00493422618818493,"quest",1953
"quest.line49","1918",0.0318410734058219,"quest.line",1953
"exclam49","1918",0.00172371416969178,"exclam",1953
"exclam.line49","1918",0.00935516238184931,"exclam.line",1953
"period49","1918",0.0578971686489726,"period",1953
"period.line49","1918",0.400248914828767,"period.line",1953
"comma49","1918",0.0393425001181507,"comma",1953
"comma.line49","1918",0.285913272311644,"comma.line",1953
"total49","1918",0.110119255476027,"total",1953
"total.line49","1918",0.768174572277397,"total.line",1953
"total.words50","1919",386.705735660848,"total.words",1954
"no.lines50","1919",58.4401496259352,"no.lines",1954
"quest50","1919",0.00497449359900249,"quest",1954
"quest.line50","1919",0.0364152749351621,"quest.line",1954
"exclam50","1919",0.00408928784264339,"exclam",1954
"exclam.line50","1919",0.0303288501097257,"exclam.line",1954
"period50","1919",0.0452156173142145,"period",1954
"period.line50","1919",0.379775793890274,"period.line",1954
"comma50","1919",0.0671264098204489,"comma",1954
"comma.line50","1919",0.49579391713217,"comma.line",1954
"total50","1919",0.128746398703242,"total",1954
"total.line50","1919",0.992505934912718,"total.line",1954
"total.words51","1920",254.249137931034,"total.words",1955
"no.lines51","1920",34.9237068965517,"no.lines",1955
"quest51","1920",0.006336597805,"quest",1955
"quest.line51","1920",NA,"quest.line",1955
"exclam51","1920",0.00542674268293103,"exclam",1955
"exclam.line51","1920",NA,"exclam.line",1955
"period51","1920",0.0484181003274138,"period",1955
"period.line51","1920",NA,"period.line",1955
"comma51","1920",0.0712590557612069,"comma",1955
"comma.line51","1920",NA,"comma.line",1955
"total51","1920",0.141500502962069,"total",1955
"total.line51","1920",NA,"total.line",1955
"total.words52","1921",373.881578947368,"total.words",1956
"no.lines52","1921",57.6889097744361,"no.lines",1956
"quest52","1921",0.00794823752218045,"quest",1956
"quest.line52","1921",0.0574799991654135,"quest.line",1956
"exclam52","1921",0.00310737543082707,"exclam",1956
"exclam.line52","1921",0.0195710510093985,"exclam.line",1956
"period52","1921",0.0550218893609023,"period",1956
"period.line52","1921",0.376295997048872,"period.line",1956
"comma52","1921",0.0821608565469925,"comma",1956
"comma.line52","1921",0.586377069379699,"comma.line",1956
"total52","1921",0.154383702853383,"total",1956
"total.line52","1921",1.07977364528195,"total.line",1956
"total.words53","1922",250.03125,"total.words",1957
"no.lines53","1922",36.125,"no.lines",1957
"quest53","1922",0.00496311059375,"quest",1957
"quest.line53","1922",0.0335962063958333,"quest.line",1957
"exclam53","1922",0.0015680785,"exclam",1957
"exclam.line53","1922",0.0118647711458333,"exclam.line",1957
"period53","1922",0.0439153920833333,"period",1957
"period.line53","1922",0.309796781875,"period.line",1957
"comma53","1922",0.0861302932291667,"comma",1957
"comma.line53","1922",0.6151614625,"comma.line",1957
"total53","1922",0.150669634479167,"total",1957
"total.line53","1922",1.07007094791667,"total.line",1957
"total.words54","1923",206.573612228479,"total.words",1958
"no.lines54","1923",32.0259452936444,"no.lines",1958
"quest54","1923",0.00428035346830249,"quest",1958
"quest.line54","1923",0.027258846921963,"quest.line",1958
"exclam54","1923",0.00181027751069992,"exclam",1958
"exclam.line54","1923",0.0107559332900241,"exclam.line",1958
"period54","1923",0.0549893094923572,"period",1958
"period.line54","1923",0.380113174163315,"period.line",1958
"comma54","1923",0.0750943998612228,"comma",1958
"comma.line54","1923",0.472621464509252,"comma.line",1958
"total54","1923",0.144116424709976,"total",1958
"total.line54","1923",0.942655190040225,"total.line",1958
"total.words55","1924",253.944162436548,"total.words",1959
"no.lines55","1924",35.6630710659898,"no.lines",1959
"quest55","1924",0.00467150267779188,"quest",1959
"quest.line55","1924",NA,"quest.line",1959
"exclam55","1924",0.000811647785025381,"exclam",1959
"exclam.line55","1924",NA,"exclam.line",1959
"period55","1924",0.0502534556154822,"period",1959
"period.line55","1924",Inf,"period.line",1959
"comma55","1924",0.0770063464784264,"comma",1959
"comma.line55","1924",NA,"comma.line",1959
"total55","1924",0.139617906133249,"total",1959
"total.line55","1924",Inf,"total.line",1959
"total.words56","1925",344.897435897436,"total.words",1960
"no.lines56","1925",46.4289044289044,"no.lines",1960
"quest56","1925",0.00294049144685315,"quest",1960
"quest.line56","1925",0.0228034750629371,"quest.line",1960
"exclam56","1925",0.000847974720512821,"exclam",1960
"exclam.line56","1925",0.00579908819114219,"exclam.line",1960
"period56","1925",0.042490802986014,"period",1960
"period.line56","1925",0.311493245174825,"period.line",1960
"comma56","1925",0.0654894662540793,"comma",1960
"comma.line56","1925",0.501305893916084,"comma.line",1960
"total56","1925",0.117999576592075,"total",1960
"total.line56","1925",0.890967769487179,"total.line",1960
"total.words57","1926",290.983438485804,"total.words",1961
"no.lines57","1926",49.2283123028391,"no.lines",1961
"quest57","1926",0.00262229240236593,"quest",1961
"quest.line57","1926",NA,"quest.line",1961
"exclam57","1926",0.00123366662413249,"exclam",1961
"exclam.line57","1926",NA,"exclam.line",1961
"period57","1926",0.0552345181113565,"period",1961
"period.line57","1926",Inf,"period.line",1961
"comma57","1926",0.0837558976198738,"comma",1961
"comma.line57","1926",NA,"comma.line",1961
"total57","1926",0.158711896908517,"total",1961
"total.line57","1926",Inf,"total.line",1961
"total.words58","1927",121.847533632287,"total.words",1962
"no.lines58","1927",21.3394618834081,"no.lines",1962
"quest58","1927",0.00248225191470852,"quest",1962
"quest.line58","1927",0.0139717754125561,"quest.line",1962
"exclam58","1927",0.00155108354618834,"exclam",1962
"exclam.line58","1927",0.00926779226457399,"exclam.line",1962
"period58","1927",0.0182478722367713,"period",1962
"period.line58","1927",0.12636074258296,"period.line",1962
"comma58","1927",0.0370933263892377,"comma",1962
"comma.line58","1927",0.233227114001794,"comma.line",1962
"total58","1927",0.0644038036278027,"total",1962
"total.line58","1927",0.409613719070852,"total.line",1962
"total.words59","1928",335.611538461538,"total.words",1963
"no.lines59","1928",54.2711538461538,"no.lines",1963
"quest59","1928",0.00461994534038462,"quest",1963
"quest.line59","1928",0.0299280075,"quest.line",1963
"exclam59","1928",0.00446047548788462,"exclam",1963
"exclam.line59","1928",0.0290095461423077,"exclam.line",1963
"period59","1928",0.0495821829730769,"period",1963
"period.line59","1928",0.336121598230769,"period.line",1963
"comma59","1928",0.100036546596154,"comma",1963
"comma.line59","1928",0.682161402307692,"comma.line",1963
"total59","1928",0.168853017538462,"total",1963
"total.line59","1928",1.14528489128846,"total.line",1963
"total.words60","1929",237.293209876543,"total.words",1964
"no.lines60","1929",43.3641975308642,"no.lines",1964
"quest60","1929",0.00390272618209877,"quest",1964
"quest.line60","1929",0.0228781854814815,"quest.line",1964
"exclam60","1929",0.00158934429012346,"exclam",1964
"exclam.line60","1929",0.010655028941358,"exclam.line",1964
"period60","1929",0.0378162397962963,"period",1964
"period.line60","1929",0.253554074598765,"period.line",1964
"comma60","1929",0.0853748202746914,"comma",1964
"comma.line60","1929",0.531069834444444,"comma.line",1964
"total60","1929",0.144558178549383,"total",1964
"total.line60","1929",0.91124484941358,"total.line",1964
"total.words61","1930",299.977916820022,"total.words",1965
"no.lines61","1930",42.4764446080236,"no.lines",1965
"quest61","1930",0.00326236500783953,"quest",1965
"quest.line61","1930",NA,"quest.line",1965
"exclam61","1930",0.00223913984744203,"exclam",1965
"exclam.line61","1930",NA,"exclam.line",1965
"period61","1930",0.0540052711891792,"period",1965
"period.line61","1930",Inf,"period.line",1965
"comma61","1930",0.0624508901048951,"comma",1965
"comma.line61","1930",Inf,"comma.line",1965
"total61","1930",0.129550313172985,"total",1965
"total.line61","1930",Inf,"total.line",1965
"total.words62","1931",276.652021089631,"total.words",1966
"no.lines62","1931",46.5992970123023,"no.lines",1966
"quest62","1931",0.00293004632091388,"quest",1966
"quest.line62","1931",NA,"quest.line",1966
"exclam62","1931",0.00200293409507909,"exclam",1966
"exclam.line62","1931",NA,"exclam.line",1966
"period62","1931",0.0359364867469244,"period",1966
"period.line62","1931",Inf,"period.line",1966
"comma62","1931",0.0409858884189807,"comma",1966
"comma.line62","1931",NA,"comma.line",1966
"total62","1931",0.0911485022275923,"total",1966
"total.line62","1931",Inf,"total.line",1966
"total.words63","1932",183.720116618076,"total.words",1967
"no.lines63","1932",28.5403998334027,"no.lines",1967
"quest63","1932",0.00299752412428155,"quest",1967
"quest.line63","1932",NA,"quest.line",1967
"exclam63","1932",0.00162007314194086,"exclam",1967
"exclam.line63","1932",NA,"exclam.line",1967
"period63","1932",0.0461793239945856,"period",1967
"period.line63","1932",Inf,"period.line",1967
"comma63","1932",0.0576377241582674,"comma",1967
"comma.line63","1932",NA,"comma.line",1967
"total63","1932",0.114969403241983,"total",1967
"total.line63","1932",Inf,"total.line",1967
"total.words64","1933",251.553047404063,"total.words",1968
"no.lines64","1933",34.5778781038375,"no.lines",1968
"quest64","1933",0.00312515836343115,"quest",1968
"quest.line64","1933",0.0278153577607223,"quest.line",1968
"exclam64","1933",0.000676991253498871,"exclam",1968
"exclam.line64","1933",0.00738246855530474,"exclam.line",1968
"period64","1933",0.0432355417088036,"period",1968
"period.line64","1933",0.374782511760722,"period.line",1968
"comma64","1933",0.0748599129345372,"comma",1968
"comma.line64","1933",0.62587886006772,"comma.line",1968
"total64","1933",0.133475211693002,"total",1968
"total.line64","1933",1.12425204905192,"total.line",1968
"total.words65","1934",229.551502145923,"total.words",1969
"no.lines65","1934",39.5869098712446,"no.lines",1969
"quest65","1934",0.00407899239055794,"quest",1969
"quest.line65","1934",0.023417827751073,"quest.line",1969
"exclam65","1934",0.00393263513186695,"exclam",1969
"exclam.line65","1934",0.0180080464291845,"exclam.line",1969
"period65","1934",0.0603669273862661,"period",1969
"period.line65","1934",0.414873909916309,"period.line",1969
"comma65","1934",0.0643607490418455,"comma",1969
"comma.line65","1934",0.456068164700644,"comma.line",1969
"total65","1934",0.141582264732833,"total",1969
"total.line65","1934",0.96888123832618,"total.line",1969
"total.words66","1935",316.868355995056,"total.words",1970
"no.lines66","1935",59.6653275648949,"no.lines",1970
"quest66","1935",0.00414022476304079,"quest",1970
"quest.line66","1935",NA,"quest.line",1970
"exclam66","1935",0.000910191243016069,"exclam",1970
"exclam.line66","1935",NA,"exclam.line",1970
"period66","1935",0.0477944819774413,"period",1970
"period.line66","1935",NA,"period.line",1970
"comma66","1935",0.0603404502470952,"comma",1970
"comma.line66","1935",NA,"comma.line",1970
"total66","1935",0.123854102644808,"total",1970
"total.line66","1935",NA,"total.line",1970
"total.words67","1936",260.553424657534,"total.words",1971
"no.lines67","1936",48.9520547945205,"no.lines",1971
"quest67","1936",0.00445022688520548,"quest",1971
"quest.line67","1936",0.0275375333150685,"quest.line",1971
"exclam67","1936",0.00158192514438356,"exclam",1971
"exclam.line67","1936",0.00960498748219178,"exclam.line",1971
"period67","1936",0.0308324290438356,"period",1971
"period.line67","1936",0.185939775854795,"period.line",1971
"comma67","1936",0.0390744172846575,"comma",1971
"comma.line67","1936",0.255176599778082,"comma.line",1971
"total67","1936",0.0857999428493151,"total",1971
"total.line67","1936",0.532707990493151,"total.line",1971
"total.words68","1937",251.831923890063,"total.words",1972
"no.lines68","1937",37.4423890063425,"no.lines",1972
"quest68","1937",0.00245757505866808,"quest",1972
"quest.line68","1937",NA,"quest.line",1972
"exclam68","1937",0.00224162988816068,"exclam",1972
"exclam.line68","1937",NA,"exclam.line",1972
"period68","1937",0.044703600410148,"period",1972
"period.line68","1937",NA,"period.line",1972
"comma68","1937",0.0522718445972516,"comma",1972
"comma.line68","1937",Inf,"comma.line",1972
"total68","1937",0.107829612145877,"total",1972
"total.line68","1937",Inf,"total.line",1972
"total.words69","1938",136.068376068376,"total.words",1973
"no.lines69","1938",27.0277777777778,"no.lines",1973
"quest69","1938",0.00305584743803419,"quest",1973
"quest.line69","1938",NA,"quest.line",1973
"exclam69","1938",0.00109185861538462,"exclam",1973
"exclam.line69","1938",NA,"exclam.line",1973
"period69","1938",0.0481007956752137,"period",1973
"period.line69","1938",NA,"period.line",1973
"comma69","1938",0.0679072367136752,"comma",1973
"comma.line69","1938",NA,"comma.line",1973
"total69","1938",0.144489314536325,"total",1973
"total.line69","1938",Inf,"total.line",1973
"total.words70","1939",195.384955752212,"total.words",1974
"no.lines70","1939",33.9336283185841,"no.lines",1974
"quest70","1939",0.00416660842477876,"quest",1974
"quest.line70","1939",0.0268504128348083,"quest.line",1974
"exclam70","1939",0.00113380291873156,"exclam",1974
"exclam.line70","1939",0.00708105664454277,"exclam.line",1974
"period70","1939",0.040932303079646,"period",1974
"period.line70","1939",0.255160230427729,"period.line",1974
"comma70","1939",0.064037752058997,"comma",1974
"comma.line70","1939",0.401872390235988,"comma.line",1974
"total70","1939",0.118427998007375,"total",1974
"total.line70","1939",0.743498637964602,"total.line",1974
"total.words71","1940",335.826306913997,"total.words",1975
"no.lines71","1940",59.1273187183811,"no.lines",1975
"quest71","1940",0.00358837037875211,"quest",1975
"quest.line71","1940",0.0270482902344013,"quest.line",1975
"exclam71","1940",0.00199652011602024,"exclam",1975
"exclam.line71","1940",0.015440643767285,"exclam.line",1975
"period71","1940",0.0625247122689713,"period",1975
"period.line71","1940",0.411515086426644,"period.line",1975
"comma71","1940",0.0643884629510961,"comma",1975
"comma.line71","1940",0.466539195755481,"comma.line",1975
"total71","1940",0.143950762126476,"total",1975
"total.line71","1940",0.993798674097808,"total.line",1975
"total.words72","1941",155.797376093294,"total.words",1976
"no.lines72","1941",25.2159256559767,"no.lines",1976
"quest72","1941",0.0027592157210277,"quest",1976
"quest.line72","1941",NA,"quest.line",1976
"exclam72","1941",0.0008930417178207,"exclam",1976
"exclam.line72","1941",NA,"exclam.line",1976
"period72","1941",0.0444340305978863,"period",1976
"period.line72","1941",NA,"period.line",1976
"comma72","1941",0.0535748082332362,"comma",1976
"comma.line72","1941",NA,"comma.line",1976
"total72","1941",0.107638470908892,"total",1976
"total.line72","1941",NA,"total.line",1976
"total.words73","1942",231.867164179104,"total.words",1977
"no.lines73","1942",33.1287313432836,"no.lines",1977
"quest73","1942",0.00409942414686567,"quest",1977
"quest.line73","1942",0.0299023517776119,"quest.line",1977
"exclam73","1942",0.000855922490447761,"exclam",1977
"exclam.line73","1942",0.00610443797910448,"exclam.line",1977
"period73","1942",0.0499347591114925,"period",1977
"period.line73","1942",0.291773074614179,"period.line",1977
"comma73","1942",0.060119227291791,"comma",1977
"comma.line73","1942",0.336820080850746,"comma.line",1977
"total73","1942",0.120710667779104,"total",1977
"total.line73","1942",0.678390714850746,"total.line",1977
"total.words74","1943",225.217335058215,"total.words",1978
"no.lines74","1943",33.1759379042691,"no.lines",1978
"quest74","1943",0.00433356300478655,"quest",1978
"quest.line74","1943",0.0296410674721863,"quest.line",1978
"exclam74","1943",0.00069095723156533,"exclam",1978
"exclam.line74","1943",0.00493438200517464,"exclam.line",1978
"period74","1943",0.0507084414489004,"period",1978
"period.line74","1943",0.38558305061837,"period.line",1978
"comma74","1943",0.068596683313066,"comma",1978
"comma.line74","1943",0.499932221940492,"comma.line",1978
"total74","1943",0.135597345953428,"total",1978
"total.line74","1943",0.996660735213454,"total.line",1978
"total.words75","1944",216.330459770115,"total.words",1979
"no.lines75","1944",36.1522988505747,"no.lines",1979
"quest75","1944",0.00407122340114942,"quest",1979
"quest.line75","1944",0.0249519788850575,"quest.line",1979
"exclam75","1944",0.00166601287155172,"exclam",1979
"exclam.line75","1944",0.0102832520316092,"exclam.line",1979
"period75","1944",0.052560998066092,"period",1979
"period.line75","1944",0.33310617862069,"period.line",1979
"comma75","1944",0.0588522885057471,"comma",1979
"comma.line75","1944",0.368522179224138,"comma.line",1979
"total75","1944",0.124491084913793,"total",1979
"total.line75","1944",0.78556309841954,"total.line",1979
"total.words76","1945",444.444968553459,"total.words",1980
"no.lines76","1945",61.7932389937107,"no.lines",1980
"quest76","1945",0.00420328379339623,"quest",1980
"quest.line76","1945",NA,"quest.line",1980
"exclam76","1945",0.00177687379591195,"exclam",1980
"exclam.line76","1945",NA,"exclam.line",1980
"period76","1945",0.0473849958254717,"period",1980
"period.line76","1945",NA,"period.line",1980
"comma76","1945",0.060234443245283,"comma",1980
"comma.line76","1945",NA,"comma.line",1980
"total76","1945",0.125536558858491,"total",1980
"total.line76","1945",NA,"total.line",1980
"total.words77","1946",375.101809954751,"total.words",1981
"no.lines77","1946",48.0837104072398,"no.lines",1981
"quest77","1946",0.00435604014321267,"quest",1981
"quest.line77","1946",0.0357321312058824,"quest.line",1981
"exclam77","1946",0.00422861955995475,"exclam",1981
"exclam.line77","1946",0.0399256395,"exclam.line",1981
"period77","1946",0.051969854081448,"period",1981
"period.line77","1946",0.445396680248869,"period.line",1981
"comma77","1946",0.0489741692850679,"comma",1981
"comma.line77","1946",0.401957829683258,"comma.line",1981
"total77","1946",0.1152537470181,"total",1981
"total.line77","1946",0.969036704276018,"total.line",1981
"total.words78","1947",294.335740072202,"total.words",1982
"no.lines78","1947",43.6660649819495,"no.lines",1982
"quest78","1947",0.00272977817481949,"quest",1982
"quest.line78","1947",NA,"quest.line",1982
"exclam78","1947",0.00071655577599278,"exclam",1982
"exclam.line78","1947",NA,"exclam.line",1982
"period78","1947",0.0474441385206679,"period",1982
"period.line78","1947",Inf,"period.line",1982
"comma78","1947",0.0734085920758123,"comma",1982
"comma.line78","1947",Inf,"comma.line",1982
"total78","1947",0.131492994151625,"total",1982
"total.line78","1947",Inf,"total.line",1982
"total.words79","1948",250.261521972133,"total.words",1983
"no.lines79","1948",35.374062165059,"no.lines",1983
"quest79","1948",0.00358794497234727,"quest",1983
"quest.line79","1948",0.0269817007609861,"quest.line",1983
"exclam79","1948",0.000918399361736334,"exclam",1983
"exclam.line79","1948",0.0062004548017149,"exclam.line",1983
"period79","1948",0.0523298292315113,"period",1983
"period.line79","1948",0.376553448756699,"period.line",1983
"comma79","1948",0.0754997342583065,"comma",1983
"comma.line79","1948",0.567935928231511,"comma.line",1983
"total79","1948",0.145840507459807,"total",1983
"total.line79","1948",1.07657814174705,"total.line",1983
"total.words80","1949",206.139037433155,"total.words",1984
"no.lines80","1949",31.8689839572192,"no.lines",1984
"quest80","1949",0.00299836586644385,"quest",1984
"quest.line80","1949",NA,"quest.line",1984
"exclam80","1949",0.00152078919197861,"exclam",1984
"exclam.line80","1949",NA,"exclam.line",1984
"period80","1949",0.0434951774625668,"period",1984
"period.line80","1949",NA,"period.line",1984
"comma80","1949",0.0511392406804813,"comma",1984
"comma.line80","1949",NA,"comma.line",1984
"total80","1949",0.105350389700535,"total",1984
"total.line80","1949",NA,"total.line",1984
"total.words81","1950",372.575075075075,"total.words",1985
"no.lines81","1950",45.3445945945946,"no.lines",1985
"quest81","1950",0.00303661742927928,"quest",1985
"quest.line81","1950",0.0336340729069069,"quest.line",1985
"exclam81","1950",0.000782849534834835,"exclam",1985
"exclam.line81","1950",0.005212742503003,"exclam.line",1985
"period81","1950",0.0453712693558559,"period",1985
"period.line81","1950",0.469871237687688,"period.line",1985
"comma81","1950",0.059792203463964,"comma",1985
"comma.line81","1950",0.573794417677177,"comma.line",1985
"total81","1950",0.117285915851351,"total",1985
"total.line81","1950",1.15857485866366,"total.line",1985
"total.words82","1951",477.651564185545,"total.words",1986
"no.lines82","1951",61.8376483279396,"no.lines",1986
"quest82","1951",0.00434224954983819,"quest",1986
"quest.line82","1951",0.0294947690841424,"quest.line",1986
"exclam82","1951",0.000776238137216828,"exclam",1986
"exclam.line82","1951",0.00577906928263215,"exclam.line",1986
"period82","1951",0.0466333969546926,"period",1986
"period.line82","1951",0.304251760590076,"period.line",1986
"comma82","1951",0.0676085764886731,"comma",1986
"comma.line82","1951",0.451789889946063,"comma.line",1986
"total82","1951",0.135548184469256,"total",1986
"total.line82","1951",0.891336341402373,"total.line",1986
"total.words83","1952",267.392094017094,"total.words",1987
"no.lines83","1952",37.9396367521367,"no.lines",1987
"quest83","1952",0.00248365785918803,"quest",1987
"quest.line83","1952",0.0179722228386752,"quest.line",1987
"exclam83","1952",0.000692949634615385,"exclam",1987
"exclam.line83","1952",0.00456027141452991,"exclam.line",1987
"period83","1952",0.0485729014529915,"period",1987
"period.line83","1952",0.355177701014957,"period.line",1987
"comma83","1952",0.0718412391869658,"comma",1987
"comma.line83","1952",0.513755945854701,"comma.line",1987
"total83","1952",0.131197129732906,"total",1987
"total.line83","1952",0.94601057232906,"total.line",1987
"total.words84","1953",209.296875,"total.words",1988
"no.lines84","1953",30.4879807692308,"no.lines",1988
"quest84","1953",0.00343716995925481,"quest",1988
"quest.line84","1953",NA,"quest.line",1988
"exclam84","1953",0.000632828553846154,"exclam",1988
"exclam.line84","1953",NA,"exclam.line",1988
"period84","1953",0.0506515137992788,"period",1988
"period.line84","1953",Inf,"period.line",1988
"comma84","1953",0.0744386527403846,"comma",1988
"comma.line84","1953",NA,"comma.line",1988
"total84","1953",0.138434016103365,"total",1988
"total.line84","1953",Inf,"total.line",1988
"total.words85","1954",226.239864864865,"total.words",1989
"no.lines85","1954",35.2820945945946,"no.lines",1989
"quest85","1954",0.00482031258108108,"quest",1989
"quest.line85","1954",NA,"quest.line",1989
"exclam85","1954",0.00150813548209459,"exclam",1989
"exclam.line85","1954",NA,"exclam.line",1989
"period85","1954",0.0543367801114865,"period",1989
"period.line85","1954",Inf,"period.line",1989
"comma85","1954",0.0706036018885135,"comma",1989
"comma.line85","1954",Inf,"comma.line",1989
"total85","1954",0.13976010097973,"total",1989
"total.line85","1954",Inf,"total.line",1989
"total.words86","1955",229.83829787234,"total.words",1990
"no.lines86","1955",34.5946808510638,"no.lines",1990
"quest86","1955",0.00216189590425532,"quest",1990
"quest.line86","1955",0.016030341212766,"quest.line",1990
"exclam86","1955",0.000701768585744681,"exclam",1990
"exclam.line86","1955",0.00436836871702128,"exclam.line",1990
"period86","1955",0.0464447098851064,"period",1990
"period.line86","1955",0.316600880978723,"period.line",1990
"comma86","1955",0.0624386454595745,"comma",1990
"comma.line86","1955",0.419463249,"comma.line",1990
"total86","1955",0.119751804897872,"total",1990
"total.line86","1955",0.809800733234043,"total.line",1990
"total.words87","1956",224.246688741722,"total.words",1991
"no.lines87","1956",32.1295529801325,"no.lines",1991
"quest87","1956",0.00382602860182119,"quest",1991
"quest.line87","1956",NA,"quest.line",1991
"exclam87","1956",0.00105460004817881,"exclam",1991
"exclam.line87","1956",NA,"exclam.line",1991
"period87","1956",0.0503997775124172,"period",1991
"period.line87","1956",NA,"period.line",1991
"comma87","1956",0.0574264029768212,"comma",1991
"comma.line87","1956",NA,"comma.line",1991
"total87","1956",0.119673982913907,"total",1991
"total.line87","1956",NA,"total.line",1991
"total.words88","1957",300.798816568047,"total.words",1992
"no.lines88","1957",43.6627218934911,"no.lines",1992
"quest88","1957",0.00229022640473373,"quest",1992
"quest.line88","1957",0.0145156275857988,"quest.line",1992
"exclam88","1957",0.000567600707100592,"exclam",1992
"exclam.line88","1957",0.0038548589704142,"exclam.line",1992
"period88","1957",0.0479862026627219,"period",1992
"period.line88","1957",0.351631529112426,"period.line",1992
"comma88","1957",0.0712661769822485,"comma",1992
"comma.line88","1957",0.454701075266272,"comma.line",1992
"total88","1957",0.13047649408284,"total",1992
"total.line88","1957",0.879830744970414,"total.line",1992
"total.words89","1958",188.117647058824,"total.words",1993
"no.lines89","1958",23.0343137254902,"no.lines",1993
"quest89","1958",0.00429915796862745,"quest",1993
"quest.line89","1958",0.0437290809607843,"quest.line",1993
"exclam89","1958",0.00419532588235294,"exclam",1993
"exclam.line89","1958",0.0308767985098039,"exclam.line",1993
"period89","1958",0.0408096050392157,"period",1993
"period.line89","1958",0.37844691,"period.line",1993
"comma89","1958",0.0761796814705882,"comma",1993
"comma.line89","1958",0.706181912843137,"comma.line",1993
"total89","1958",0.134475929019608,"total",1993
"total.line89","1958",1.25121684901961,"total.line",1993
"total.words90","1959",443.833333333333,"total.words",1994
"no.lines90","1959",71.3194444444444,"no.lines",1994
"quest90","1959",0.00248904197222222,"quest",1994
"quest.line90","1959",0.0167888854444444,"quest.line",1994
"exclam90","1959",0.000241133266666667,"exclam",1994
"exclam.line90","1959",0.00182841152777778,"exclam.line",1994
"period90","1959",0.0599458719444444,"period",1994
"period.line90","1959",0.419198629166667,"period.line",1994
"comma90","1959",0.0783520341666667,"comma",1994
"comma.line90","1959",0.528792,"comma.line",1994
"total90","1959",0.156231884722222,"total",1994
"total.line90","1959",1.06211063055556,"total.line",1994
"total.words91","1960",256.465909090909,"total.words",1995
"no.lines91","1960",39.2386363636364,"no.lines",1995
"quest91","1960",0.00339606010227273,"quest",1995
"quest.line91","1960",0.0217193294318182,"quest.line",1995
"exclam91","1960",0.000946793756818182,"exclam",1995
"exclam.line91","1960",0.00571253781818182,"exclam.line",1995
"period91","1960",0.0533760299886364,"period",1995
"period.line91","1960",0.396076333295455,"period.line",1995
"comma91","1960",0.0656526565227273,"comma",1995
"comma.line91","1960",0.463239440454545,"comma.line",1995
"total91","1960",0.133313201477273,"total",1995
"total.line91","1960",1.01781474545455,"total.line",1995
"total.words92","1961",314.846889952153,"total.words",1996
"no.lines92","1961",48.4916267942584,"no.lines",1996
"quest92","1961",0.00279521737440191,"quest",1996
"quest.line92","1961",0.0178174534066986,"quest.line",1996
"exclam92","1961",0.000745725538277512,"exclam",1996
"exclam.line92","1961",0.00458674668421053,"exclam.line",1996
"period92","1961",0.0418545159282297,"period",1996
"period.line92","1961",0.296216581794258,"period.line",1996
"comma92","1961",0.047681201361244,"comma",1996
"comma.line92","1961",0.326634163301435,"comma.line",1996
"total92","1961",0.104525595260766,"total",1996
"total.line92","1961",0.722236839019139,"total.line",1996
"total.words93","1962",237.404802744425,"total.words",1997
"no.lines93","1962",33.6440823327616,"no.lines",1997
"quest93","1962",0.00342314729313894,"quest",1997
"quest.line93","1962",0.0244934956963979,"quest.line",1997
"exclam93","1962",0.00131881055060034,"exclam",1997
"exclam.line93","1962",0.00939272690909091,"exclam.line",1997
"period93","1962",0.0494931811492281,"period",1997
"period.line93","1962",0.355335899451115,"period.line",1997
"comma93","1962",0.0805816839639794,"comma",1997
"comma.line93","1962",0.582369781989708,"comma.line",1997
"total93","1962",0.143314362332762,"total",1997
"total.line93","1962",1.03123971629503,"total.line",1997
"total.words94","1963",292.128944995491,"total.words",1998
"no.lines94","1963",44.012173128945,"no.lines",1998
"quest94","1963",0.00288921500739405,"quest",1998
"quest.line94","1963",NA,"quest.line",1998
"exclam94","1963",0.00110433940405771,"exclam",1998
"exclam.line94","1963",NA,"exclam.line",1998
"period94","1963",0.0481597666023445,"period",1998
"period.line94","1963",Inf,"period.line",1998
