"","date","means","variable","date.adj"
"total.words8","1774",252.02719665272,"total.words",1809
"no.lines8","1774",36.5407949790795,"no.lines",1809
"quest8","1774",0.00379022799372385,"quest",1809
"quest.line8","1774",0.0264287645146444,"quest.line",1809
"exclam8","1774",0.0135854168368201,"exclam",1809
"exclam.line8","1774",0.0933385294456067,"exclam.line",1809
"period8","1774",0.0325068285711297,"period",1809
"period.line8","1774",0.23246433460251,"period.line",1809
"comma8","1774",0.106472598514644,"comma",1809
"comma.line8","1774",0.766661902301255,"comma.line",1809
"total8","1774",0.176452205104603,"total",1809
"total.line8","1774",1.26178535523013,"total.line",1809
"total.words9","1775",205.48023862789,"total.words",1810
"no.lines9","1775",30.7345264727815,"no.lines",1810
"quest9","1775",0.00481144810812826,"quest",1810
"quest.line9","1775",0.0344028473527219,"quest.line",1810
"exclam9","1775",0.0159114124086503,"exclam",1810
"exclam.line9","1775",0.112799638680089,"exclam.line",1810
"period9","1775",0.0309506881066368,"period",1810
"period.line9","1775",0.219790427089485,"period.line",1810
"comma9","1775",0.113064920402685,"comma",1810
"comma.line9","1775",0.795399589709172,"comma.line",1810
"total9","1775",0.188348750686055,"total",1810
"total.line9","1775",1.3283912847129,"total.line",1810
"total.words10","1776",251.421641791045,"total.words",1811
"no.lines10","1776",35.8694029850746,"no.lines",1811
"quest10","1776",0.00538759082835821,"quest",1811
"quest.line10","1776",0.0398940882537313,"quest.line",1811
"exclam10","1776",0.0153669569925373,"exclam",1811
"exclam.line10","1776",0.110994948731343,"exclam.line",1811
"period10","1776",0.0200457804328358,"period",1811
"period.line10","1776",0.144051370373134,"period.line",1811
"comma10","1776",0.117100804850746,"comma",1811
"comma.line10","1776",0.852944100373134,"comma.line",1811
"total10","1776",0.186016010820896,"total",1811
"total.line10","1776",1.35249140559701,"total.line",1811
"total.words11","1777",300.271461716937,"total.words",1812
"no.lines11","1777",46.3932714617169,"no.lines",1812
"quest11","1777",0.00497053716009281,"quest",1812
"quest.line11","1777",0.0341891147006961,"quest.line",1812
"exclam11","1777",0.0111454686403712,"exclam",1812
"exclam.line11","1777",0.0771889667656613,"exclam.line",1812
"period11","1777",0.0277458526542923,"period",1812
"period.line11","1777",0.184543559141531,"period.line",1812
"comma11","1777",0.0988846117169374,"comma",1812
"comma.line11","1777",0.663870093967517,"comma.line",1812
"total11","1777",0.171953515034803,"total",1812
"total.line11","1777",1.15604192273782,"total.line",1812
"total.words12","1778",142.308120133482,"total.words",1813
"no.lines12","1778",20.9360400444939,"no.lines",1813
"quest12","1778",0.00309084868854283,"quest",1813
"quest.line12","1778",0.020997148836485,"quest.line",1813
"exclam12","1778",0.00318460008453838,"exclam",1813
"exclam.line12","1778",0.0216042745050056,"exclam.line",1813
"period12","1778",0.0359072768965517,"period",1813
"period.line12","1778",0.243172864593993,"period.line",1813
"comma12","1778",0.0992087369410456,"comma",1813
"comma.line12","1778",0.676006822803115,"comma.line",1813
"total12","1778",0.155816542302558,"total",1813
"total.line12","1778",1.06073194404894,"total.line",1813
"total.words13","1779",247.169386169386,"total.words",1814
"no.lines13","1779",37.6686091686092,"no.lines",1814
"quest13","1779",0.00438878402020202,"quest",1814
"quest.line13","1779",0.02920390103108,"quest.line",1814
"exclam13","1779",0.0138126437715618,"exclam",1814
"exclam.line13","1779",0.0905808898065268,"exclam.line",1814
"period13","1779",0.0259157638982129,"period",1814
"period.line13","1779",0.174607425361305,"period.line",1814
"comma13","1779",0.12313219029526,"comma",1814
"comma.line13","1779",0.832254446464646,"comma.line",1814
"total13","1779",0.186178823162393,"total",1814
"total.line13","1779",1.25386054615385,"total.line",1814
"total.words14","1780",286.631067961165,"total.words",1815
"no.lines14","1780",46.2233009708738,"no.lines",1815
"quest14","1780",0.00529338091262136,"quest",1815
"quest.line14","1780",0.0325581424660194,"quest.line",1815
"exclam14","1780",0.0222806863009709,"exclam",1815
"exclam.line14","1780",0.140342102834951,"exclam.line",1815
"period14","1780",0.0304770808252427,"period",1815
"period.line14","1780",0.191536646796117,"period.line",1815
"comma14","1780",0.114061316116505,"comma",1815
"comma.line14","1780",0.727251210679612,"comma.line",1815
"total14","1780",0.199908316504854,"total",1815
"total.line14","1780",1.27102237961165,"total.line",1815
"total.words15","1781",179.359523809524,"total.words",1816
"no.lines15","1781",26.3321428571429,"no.lines",1816
"quest15","1781",0.00775293044761905,"quest",1816
"quest.line15","1781",0.0542166380714286,"quest.line",1816
"exclam15","1781",0.0266627915690476,"exclam",1816
"exclam.line15","1781",0.186007939571429,"exclam.line",1816
"period15","1781",0.0234363051904762,"period",1816
"period.line15","1781",0.167122737380952,"period.line",1816
"comma15","1781",0.117114196309524,"comma",1816
"comma.line15","1781",0.83844770452381,"comma.line",1816
"total15","1781",0.202036002547619,"total",1816
"total.line15","1781",1.43477703095238,"total.line",1816
"total.words16","1782",195.628985507246,"total.words",1817
"no.lines16","1782",29.1898550724638,"no.lines",1817
"quest16","1782",0.00410572224637681,"quest",1817
"quest.line16","1782",0.0277371887246377,"quest.line",1817
"exclam16","1782",0.00908647966666667,"exclam",1817
"exclam.line16","1782",0.0622857575072464,"exclam.line",1817
"period16","1782",0.0283125377391304,"period",1817
"period.line16","1782",0.186786905652174,"period.line",1817
"comma16","1782",0.113847550550725,"comma",1817
"comma.line16","1782",0.774977087826087,"comma.line",1817
"total16","1782",0.181721467826087,"total",1817
"total.line16","1782",1.22725721275362,"total.line",1817
"total.words17","1783",245.898360655738,"total.words",1818
"no.lines17","1783",39.6409836065574,"no.lines",1818
"quest17","1783",0.00489688607540984,"quest",1818
"quest.line17","1783",0.0335644413803279,"quest.line",1818
"exclam17","1783",0.0182083239377049,"exclam",1818
"exclam.line17","1783",0.12535958295082,"exclam.line",1818
"period17","1783",0.0241080639213115,"period",1818
"period.line17","1783",0.15443852335082,"period.line",1818
"comma17","1783",0.105449189836066,"comma",1818
"comma.line17","1783",0.67460048295082,"comma.line",1818
"total17","1783",0.179103734229508,"total",1818
"total.line17","1783",1.15544506622951,"total.line",1818
"total.words18","1784",230.767266395821,"total.words",1819
"no.lines18","1784",36.2701683110853,"no.lines",1819
"quest18","1784",0.004099122630296,"quest",1819
"quest.line18","1784",0.0267504252275102,"quest.line",1819
"exclam18","1784",0.0133531912687174,"exclam",1819
"exclam.line18","1784",0.0873329324892629,"exclam.line",1819
"period18","1784",0.0275680473511317,"period",1819
"period.line18","1784",0.183840973662217,"period.line",1819
"comma18","1784",0.111582143343006,"comma",1819
"comma.line18","1784",0.742365023813117,"comma.line",1819
"total18","1784",0.181477874567615,"total",1819
"total.line18","1784",1.20601415322113,"total.line",1819
"total.words19","1785",214.009077155825,"total.words",1820
"no.lines19","1785",32.7155824508321,"no.lines",1820
"quest19","1785",0.00446656754160363,"quest",1820
"quest.line19","1785",0.0299289126838124,"quest.line",1820
"exclam19","1785",0.0148380247125567,"exclam",1820
"exclam.line19","1785",0.097559598290469,"exclam.line",1820
"period19","1785",0.0273915257730711,"period",1820
"period.line19","1785",0.183418215597579,"period.line",1820
"comma19","1785",0.116181765370651,"comma",1820
"comma.line19","1785",0.780814549016641,"comma.line",1820
"total19","1785",0.185741672072617,"total",1820
"total.line19","1785",1.24586708986384,"total.line",1820
"total.words20","1786",239.386666666667,"total.words",1821
"no.lines20","1786",40.9066666666667,"no.lines",1821
"quest20","1786",0.00520248399333333,"quest",1821
"quest.line20","1786",0.0293474435333333,"quest.line",1821
"exclam20","1786",0.02303704626,"exclam",1821
"exclam.line20","1786",0.138255637,"exclam.line",1821
"period20","1786",0.02938615,"period",1821
"period.line20","1786",0.1784036142,"period.line",1821
"comma20","1786",0.110391376533333,"comma",1821
"comma.line20","1786",0.675404482,"comma.line",1821
"total20","1786",0.192796152666667,"total",1821
"total.line20","1786",1.169833672,"total.line",1821
"total.words21","1787",206.096264367816,"total.words",1822
"no.lines21","1787",31.4489942528736,"no.lines",1822
"quest21","1787",0.00950107441522989,"quest",1822
"quest.line21","1787",0.0596906705431034,"quest.line",1822
"exclam21","1787",0.0230561150818966,"exclam",1822
"exclam.line21","1787",0.144603388178161,"exclam.line",1822
"period21","1787",0.0258240000258621,"period",1822
"period.line21","1787",0.17268148204023,"period.line",1822
"comma21","1787",0.110819895311782,"comma",1822
"comma.line21","1787",0.731622291350575,"comma.line",1822
"total21","1787",0.203639020833333,"total",1822
"total.line21","1787",1.33539237155172,"total.line",1822
"total.words22","1788",301.217125382263,"total.words",1823
"no.lines22","1788",47.6559633027523,"no.lines",1823
"quest22","1788",0.00548428440061162,"quest",1823
"quest.line22","1788",0.0336736499021407,"quest.line",1823
"exclam22","1788",0.0180324261498471,"exclam",1823
"exclam.line22","1788",0.116809277492355,"exclam.line",1823
"period22","1788",0.0248565929174312,"period",1823
"period.line22","1788",0.152865093058104,"period.line",1823
"comma22","1788",0.112288885351682,"comma",1823
"comma.line22","1788",0.71460280795107,"comma.line",1823
"total22","1788",0.181336663180428,"total",1823
"total.line22","1788",1.14898889143731,"total.line",1823
"total.words23","1789",250.84907120743,"total.words",1824
"no.lines23","1789",37.859133126935,"no.lines",1824
"quest23","1789",0.00518320082739938,"quest",1824
"quest.line23","1789",0.0344109031470588,"quest.line",1824
"exclam23","1789",0.0193108243119195,"exclam",1824
"exclam.line23","1789",0.129711284073529,"exclam.line",1824
"period23","1789",0.0288699079210526,"period",1824
"period.line23","1789",0.189937198924149,"period.line",1824
"comma23","1789",0.108015719631579,"comma",1824
"comma.line23","1789",0.723443815828173,"comma.line",1824
"total23","1789",0.184147252043344,"total",1824
"total.line23","1789",1.22893513962848,"total.line",1824
"total.words24","1790",202.39751552795,"total.words",1825
"no.lines24","1790",27.7639751552795,"no.lines",1825
"quest24","1790",0.00304860421118012,"quest",1825
"quest.line24","1790",0.022202921863354,"quest.line",1825
"exclam24","1790",0.0112389191552795,"exclam",1825
"exclam.line24","1790",0.0828756663354037,"exclam.line",1825
"period24","1790",0.0194918738012422,"period",1825
"period.line24","1790",0.140703769503106,"period.line",1825
"comma24","1790",0.110242788322981,"comma",1825
"comma.line24","1790",0.825326521118012,"comma.line",1825
"total24","1790",0.16969505826087,"total",1825
"total.line24","1790",1.26491218819876,"total.line",1825
"total.words25","1791",275.629468177855,"total.words",1826
"no.lines25","1791",42.9472537053182,"no.lines",1826
"quest25","1791",0.00637997899651264,"quest",1826
"quest.line25","1791",0.04135953355449,"quest.line",1826
"exclam25","1791",0.00982721022144725,"exclam",1826
"exclam.line25","1791",0.0633740445972101,"exclam.line",1826
"period25","1791",0.0270604877994769,"period",1826
"period.line25","1791",0.174557888936356,"period.line",1826
"comma25","1791",0.10716748994769,"comma",1826
"comma.line25","1791",0.701300427114211,"comma.line",1826
"total25","1791",0.162495256695728,"total",1826
"total.line25","1791",1.06162744681779,"total.line",1826
"total.words26","1792",273.518796992481,"total.words",1827
"no.lines26","1792",40.3886278195489,"no.lines",1827
"quest26","1792",0.00458013947086466,"quest",1827
"quest.line26","1792",0.031502921737782,"quest.line",1827
"exclam26","1792",0.0100838684595865,"exclam",1827
"exclam.line26","1792",0.0683423037913534,"exclam.line",1827
"period26","1792",0.0272581680986842,"period",1827
"period.line26","1792",0.185529193947368,"period.line",1827
"comma26","1792",0.104194489072368,"comma",1827
"comma.line26","1792",0.716290128843985,"comma.line",1827
"total26","1792",0.165658332095865,"total",1827
"total.line26","1792",1.13559286635338,"total.line",1827
"total.words27","1793",212.591511137869,"total.words",1828
"no.lines27","1793",30.2290788681517,"no.lines",1828
"quest27","1793",0.00215921643618302,"quest",1828
"quest.line27","1793",NA,"quest.line",1828
"exclam27","1793",0.00915879787417219,"exclam",1828
"exclam.line27","1793",NA,"exclam.line",1828
"period27","1793",0.0119057134253462,"period",1828
"period.line27","1793",NA,"period.line",1828
"comma27","1793",0.0474364284078868,"comma",1828
"comma.line27","1793",Inf,"comma.line",1828
"total27","1793",0.0824859804647803,"total",1828
"total.line27","1793",Inf,"total.line",1828
"total.words28","1794",266.72591587517,"total.words",1829
"no.lines28","1794",41.8371777476255,"no.lines",1829
"quest28","1794",0.00313225294843962,"quest",1829
"quest.line28","1794",0.019610257734057,"quest.line",1829
"exclam28","1794",0.0154500253975577,"exclam",1829
"exclam.line28","1794",0.0995935663175034,"exclam.line",1829
"period28","1794",0.0298987858358209,"period",1829
"period.line28","1794",0.194202512510176,"period.line",1829
"comma28","1794",0.120298445305292,"comma",1829
"comma.line28","1794",0.793281542469471,"comma.line",1829
"total28","1794",0.187856492401628,"total",1829
"total.line28","1794",1.23579726485753,"total.line",1829
"total.words29","1795",239.86741102582,"total.words",1830
"no.lines29","1795",34.8824145150035,"no.lines",1830
"quest29","1795",0.00353628099651082,"quest",1830
"quest.line29","1795",0.024900801235171,"quest.line",1830
"exclam29","1795",0.0163720041339846,"exclam",1830
"exclam.line29","1795",0.111249056989532,"exclam.line",1830
"period29","1795",0.0232477417529658,"period",1830
"period.line29","1795",0.159876113244941,"period.line",1830
"comma29","1795",0.106983110410328,"comma",1830
"comma.line29","1795",0.756205517745987,"comma.line",1830
"total29","1795",0.172257685349616,"total",1830
"total.line29","1795",1.20777743486392,"total.line",1830
"total.words30","1796",194.182509505703,"total.words",1831
"no.lines30","1796",26.9144486692015,"no.lines",1831
"quest30","1796",0.00478434860646388,"quest",1831
"quest.line30","1796",0.0354223623726236,"quest.line",1831
"exclam30","1796",0.00702298713307985,"exclam",1831
"exclam.line30","1796",0.0505243390874525,"exclam.line",1831
"period30","1796",0.0261245922243346,"period",1831
"period.line30","1796",0.192018912946768,"period.line",1831
"comma30","1796",0.106297476045627,"comma",1831
"comma.line30","1796",0.783673627946768,"comma.line",1831
"total30","1796",0.161382050608365,"total",1831
"total.line30","1796",1.18874051292776,"total.line",1831
"total.words31","1797",226.751177394035,"total.words",1832
"no.lines31","1797",33.5576923076923,"no.lines",1832
"quest31","1797",0.00491932165620094,"quest",1832
"quest.line31","1797",0.033007574399529,"quest.line",1832
"exclam31","1797",0.0202932840698587,"exclam",1832
"exclam.line31","1797",0.139484604598116,"exclam.line",1832
"period31","1797",0.0215729703312402,"period",1832
"period.line31","1797",0.148648963565934,"period.line",1832
"comma31","1797",0.100675212064364,"comma",1832
"comma.line31","1797",0.702085758908948,"comma.line",1832
"total31","1797",0.172366065649137,"total",1832
"total.line31","1797",1.19583646389325,"total.line",1832
"total.words32","1798",294,"total.words",1833
"no.lines32","1798",44.6965517241379,"no.lines",1833
"quest32","1798",0.00375327470344828,"quest",1833
"quest.line32","1798",0.0251001553494253,"quest.line",1833
"exclam32","1798",0.0241407809747126,"exclam",1833
"exclam.line32","1798",0.161749979931034,"exclam.line",1833
"period32","1798",0.0156478104758621,"period",1833
"period.line32","1798",0.104827410335632,"period.line",1833
"comma32","1798",0.109447814229885,"comma",1833
"comma.line32","1798",0.744158118942529,"comma.line",1833
"total32","1798",0.175611898528736,"total",1833
"total.line32","1798",1.18944233678161,"total.line",1833
"total.words33","1799",293.261859582543,"total.words",1834
"no.lines33","1799",44.4748576850095,"no.lines",1834
"quest33","1799",0.00395592781973435,"quest",1834
"quest.line33","1799",NA,"quest.line",1834
"exclam33","1799",0.0201156230056926,"exclam",1834
"exclam.line33","1799",NA,"exclam.line",1834
"period33","1799",0.0217461916783681,"period",1834
"period.line33","1799",Inf,"period.line",1834
"comma33","1799",0.101909522267552,"comma",1834
"comma.line33","1799",Inf,"comma.line",1834
"total33","1799",0.170727933585389,"total",1834
"total.line33","1799",Inf,"total.line",1834
"total.words34","1800",307.452830188679,"total.words",1835
"no.lines34","1800",47.7169811320755,"no.lines",1835
"quest34","1800",0.0040718962327044,"quest",1835
"quest.line34","1800",0.0284464158490566,"quest.line",1835
"exclam34","1800",0.00790424177358491,"exclam",1835
"exclam.line34","1800",0.0502925664150943,"exclam.line",1835
"period34","1800",0.0300241144465409,"period",1835
"period.line34","1800",0.196028365660377,"period.line",1835
"comma34","1800",0.118683191320755,"comma",1835
"comma.line34","1800",0.79484628427673,"comma.line",1835
"total34","1800",0.183277855345912,"total",1835
"total.line34","1800",1.2204168427673,"total.line",1835
"total.words35","1801",212.580428954424,"total.words",1836
"no.lines35","1801",32.080764075067,"no.lines",1836
"quest35","1801",0.00383173960991957,"quest",1836
"quest.line35","1801",0.024938138730563,"quest.line",1836
"exclam35","1801",0.0166543442761394,"exclam",1836
"exclam.line35","1801",0.105472747788874,"exclam.line",1836
"period35","1801",0.0222753458378016,"period",1836
"period.line35","1801",0.149631042674263,"period.line",1836
"comma35","1801",0.0987292898967828,"comma",1836
"comma.line35","1801",0.664399499865952,"comma.line",1836
"total35","1801",0.165200021514745,"total",1836
"total.line35","1801",1.10125291575067,"total.line",1836
"total.words36","1802",240.422480620155,"total.words",1837
"no.lines36","1802",36.8827519379845,"no.lines",1837
"quest36","1802",0.00370727842183463,"quest",1837
"quest.line36","1802",NA,"quest.line",1837
"exclam36","1802",0.0141571248837209,"exclam",1837
"exclam.line36","1802",NA,"exclam.line",1837
"period36","1802",0.0303390207965116,"period",1837
"period.line36","1802",NA,"period.line",1837
"comma36","1802",0.0977451957945736,"comma",1837
"comma.line36","1802",NA,"comma.line",1837
"total36","1802",0.170241636091731,"total",1837
"total.line36","1802",Inf,"total.line",1837
"total.words37","1803",246.746610169492,"total.words",1838
"no.lines37","1803",37.2949152542373,"no.lines",1838
"quest37","1803",0.00357901231101695,"quest",1838
"quest.line37","1803",NA,"quest.line",1838
"exclam37","1803",0.0138480946601695,"exclam",1838
"exclam.line37","1803",NA,"exclam.line",1838
"period37","1803",0.0282682477262712,"period",1838
"period.line37","1803",Inf,"period.line",1838
"comma37","1803",0.100541339720339,"comma",1838
"comma.line37","1803",NA,"comma.line",1838
"total37","1803",0.165236099110169,"total",1838
"total.line37","1803",Inf,"total.line",1838
"total.words38","1804",263.915662650602,"total.words",1839
"no.lines38","1804",42.4397590361446,"no.lines",1839
"quest38","1804",0.00464541610120482,"quest",1839
"quest.line38","1804",0.0299353086650602,"quest.line",1839
"exclam38","1804",0.0171058313084337,"exclam",1839
"exclam.line38","1804",0.108149266975904,"exclam.line",1839
"period38","1804",0.0278419693590361,"period",1839
"period.line38","1804",0.178890123975904,"period.line",1839
"comma38","1804",0.0992083110843374,"comma",1839
"comma.line38","1804",0.642308273012048,"comma.line",1839
"total38","1804",0.168676533445783,"total",1839
"total.line38","1804",1.08856097325301,"total.line",1839
"total.words39","1805",236.770161290323,"total.words",1840
"no.lines39","1805",30.6622983870968,"no.lines",1840
"quest39","1805",0.00406806725201613,"quest",1840
"quest.line39","1805",0.030544716796371,"quest.line",1840
"exclam39","1805",0.0179519949596774,"exclam",1840
"exclam.line39","1805",0.131795584072581,"exclam.line",1840
"period39","1805",0.0197865170584677,"period",1840
"period.line39","1805",0.151613930544355,"period.line",1840
"comma39","1805",0.0922166364516129,"comma",1840
"comma.line39","1805",0.707165875423387,"comma.line",1840
"total39","1805",0.167787124979839,"total",1840
"total.line39","1805",1.27540618185484,"total.line",1840
"total.words40","1806",245.278783958603,"total.words",1841
"no.lines40","1806",34.9104139715395,"no.lines",1841
"quest40","1806",0.00423764531694696,"quest",1841
"quest.line40","1806",0.0302421261054334,"quest.line",1841
"exclam40","1806",0.0165867922457956,"exclam",1841
"exclam.line40","1806",0.11879678717141,"exclam.line",1841
"period40","1806",0.0217359527626132,"period",1841
"period.line40","1806",0.155280959223803,"period.line",1841
"comma40","1806",0.108394758564036,"comma",1841
"comma.line40","1806",0.791386816093144,"comma.line",1841
"total40","1806",0.169559789786546,"total",1841
"total.line40","1806",1.23069668098318,"total.line",1841
"total.words41","1807",321.252515572592,"total.words",1842
"no.lines41","1807",48.1825586966938,"no.lines",1842
"quest41","1807",0.00335930744130331,"quest",1842
"quest.line41","1807",0.0235958973488261,"quest.line",1842
"exclam41","1807",0.0134158958442741,"exclam",1842
"exclam.line41","1807",0.0894101741931001,"exclam.line",1842
"period41","1807",0.0257551446439866,"period",1842
"period.line41","1807",0.175169451715381,"period.line",1842
"comma41","1807",0.101562927906085,"comma",1842
"comma.line41","1807",0.696854824791567,"comma.line",1842
"total41","1807",0.163656594331576,"total",1842
"total.line41","1807",1.11925310752276,"total.line",1842
"total.words42","1808",231.160964666293,"total.words",1843
"no.lines42","1808",34.4671901289961,"no.lines",1843
"quest42","1808",0.00413829972574313,"quest",1843
"quest.line42","1808",0.0286316244391475,"quest.line",1843
"exclam42","1808",0.0168110363185642,"exclam",1843
"exclam.line42","1808",0.115104320178351,"exclam.line",1843
"period42","1808",0.0232349204683118,"period",1843
"period.line42","1808",0.152703479024117,"period.line",1843
"comma42","1808",0.106964944178351,"comma",1843
"comma.line42","1808",0.738054705215928,"comma.line",1843
"total42","1808",0.178233846102075,"total",1843
"total.line42","1808",1.22233492484577,"total.line",1843
"total.words43","1809",265.743532058493,"total.words",1844
"no.lines43","1809",38.9738470191226,"no.lines",1844
"quest43","1809",0.00442290104386952,"quest",1844
"quest.line43","1809",0.0317600970253093,"quest.line",1844
"exclam43","1809",0.0179103672795276,"exclam",1844
"exclam.line43","1809",0.122979326179978,"exclam.line",1844
"period43","1809",0.0230463678110236,"period",1844
"period.line43","1809",0.162787308113611,"period.line",1844
"comma43","1809",0.0983400514218223,"comma",1844
"comma.line43","1809",0.697453834364454,"comma.line",1844
"total43","1809",0.16256769575928,"total",1844
"total.line43","1809",1.14935668661417,"total.line",1844
"total.words44","1810",196.422900763359,"total.words",1845
"no.lines44","1810",29.0019083969466,"no.lines",1845
"quest44","1810",0.0036947578129771,"quest",1845
"quest.line44","1810",NA,"quest.line",1845
"exclam44","1810",0.0142016585587786,"exclam",1845
"exclam.line44","1810",NA,"exclam.line",1845
"period44","1810",0.0169111203129771,"period",1845
"period.line44","1810",Inf,"period.line",1845
"comma44","1810",0.107384541984733,"comma",1845
"comma.line44","1810",Inf,"comma.line",1845
"total44","1810",0.166871430343511,"total",1845
"total.line44","1810",Inf,"total.line",1845
"total.words45","1811",185.308139534884,"total.words",1846
"no.lines45","1811",27.2576308139535,"no.lines",1846
"quest45","1811",0.00366723755668605,"quest",1846
"quest.line45","1811",0.0256116830915698,"quest.line",1846
"exclam45","1811",0.0241192192761628,"exclam",1846
"exclam.line45","1811",0.174363279767442,"exclam.line",1846
"period45","1811",0.0147319564349564,"period",1846
"period.line45","1811",0.106611555986919,"period.line",1846
"comma45","1811",0.114762052132994,"comma",1846
"comma.line45","1811",0.842932442936047,"comma.line",1846
"total45","1811",0.182304559077035,"total",1846
"total.line45","1811",1.33510026326308,"total.line",1846
"total.words46","1812",198.128151260504,"total.words",1847
"no.lines46","1812",26.9096638655462,"no.lines",1847
"quest46","1812",0.00718659716176471,"quest",1847
"quest.line46","1812",NA,"quest.line",1847
"exclam46","1812",0.0227384651186975,"exclam",1847
"exclam.line46","1812",NA,"exclam.line",1847
"period46","1812",0.0310090529128151,"period",1847
"period.line46","1812",Inf,"period.line",1847
"comma46","1812",0.0893308053371849,"comma",1847
"comma.line46","1812",NA,"comma.line",1847
"total46","1812",0.174280921985294,"total",1847
