Filename	Seg	WC	WPS	Sixltr	Dic	Numerals	funct	pronoun	ppron	i	we	you	shehe	they	ipron	article	verb	auxverb	past	present	future	adverb	preps	conj	negate	quant	number	swear	social	family	friend	humans	affect	posemo	negemo	anx	anger	sad	cogmech	insight	cause	discrep	tentat	certain	inhib	incl	excl	percept	see	hear	feel	bio	body	health	sexual	ingest	relativ	motion	space	time	work	achieve	leisure	home	money	relig	death	assent	nonfl	filler	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP	AllPct
750_2002_Baker,Jo_Offcomer_CT.txt	1	758	16.84	18.47	75.33	0.00	50.13	10.42	8.58	0.00	0.00	0.00	7.92	0.66	1.85	10.29	8.31	4.22	5.80	1.06	1.19	1.98	16.62	5.67	0.26	1.06	0.92	0.13	9.76	0.00	0.13	0.26	2.51	1.19	1.32	0.40	0.53	0.40	10.95	0.79	0.40	1.19	1.19	0.26	0.40	6.07	1.19	5.54	2.64	0.40	2.64	4.75	4.22	0.13	0.13	0.26	19.92	2.77	12.93	4.22	0.92	0.26	1.45	1.45	0.13	0.00	0.26	0.13	0.00	0.26	5.94	9.10	0.00	0.26	0.00	0.00	2.24	0.00	0.53	0.00	0.00	17.02
750_2004_Weatherford,Jack_GenghisKhanandtheMakingoftheModernWorld_HIST.txt	1	752	25.07	25.13	77.79	0.13	51.33	9.31	6.38	0.00	0.00	0.00	5.98	0.40	2.93	12.37	4.79	2.26	3.86	0.53	0.40	2.13	15.69	5.85	0.53	2.39	2.13	0.00	10.11	0.66	0.27	1.33	5.32	3.06	2.13	0.53	1.20	0.40	11.04	1.33	1.06	0.40	1.20	0.93	0.80	4.65	0.93	1.46	0.93	0.13	0.40	1.06	0.53	0.40	0.00	0.13	14.63	2.13	7.05	5.32	1.20	2.26	0.40	0.13	0.00	3.99	1.06	0.00	0.00	0.00	3.99	7.71	0.13	0.40	0.00	0.00	0.53	0.00	0.53	0.00	0.00	13.03
750_2006_Grandin,Greg_EmpiresWorkshop_HIST.txt	1	754	29.00	29.44	70.03	0.27	45.23	5.57	1.46	0.00	0.66	0.00	0.13	0.66	4.11	8.89	7.16	4.11	3.58	2.92	0.27	2.39	16.31	5.17	1.19	2.65	1.72	0.27	4.38	0.00	0.13	0.40	4.24	2.25	1.99	0.13	1.46	0.00	11.54	1.86	1.19	0.80	1.06	0.80	0.53	4.64	0.80	0.66	0.27	0.13	0.27	0.27	0.13	0.13	0.00	0.00	16.71	2.12	9.42	5.44	2.52	2.39	0.40	0.27	0.80	0.13	0.40	0.00	0.13	0.27	4.24	6.50	0.27	0.00	0.00	0.00	1.19	2.12	1.99	0.13	0.00	16.05
750_2009_Edsel,RobertM_TheMonumentsMen_HIST.txt	1	755	22.88	26.49	76.29	1.46	48.87	7.55	4.37	0.66	0.66	0.13	1.19	1.72	3.18	9.14	8.34	6.36	4.90	2.38	0.53	3.05	14.70	6.75	0.79	2.52	1.32	0.26	8.48	0.40	0.13	1.32	4.90	2.52	2.12	0.26	1.32	0.26	14.70	1.59	1.72	0.79	2.25	0.93	0.93	5.43	1.32	0.53	0.00	0.40	0.13	0.40	0.26	0.13	0.00	0.00	15.10	1.72	7.95	5.83	2.52	2.91	1.59	0.66	0.79	1.06	0.53	0.00	0.00	0.26	4.37	10.60	0.13	0.13	0.00	0.13	1.99	1.32	0.66	0.00	0.00	18.68
750_2009_Jones,Michael_TheRetreat_HIST.txt	1	740	23.87	26.89	70.68	1.22	45.95	8.11	5.14	1.76	0.81	0.00	2.16	0.41	2.97	9.59	6.89	4.19	3.78	2.30	0.27	1.49	16.35	4.59	0.41	1.89	0.81	0.00	7.84	0.14	0.27	0.81	7.57	3.11	4.32	0.27	2.84	0.27	9.59	1.22	1.49	0.27	0.54	0.68	0.27	4.59	0.54	1.35	0.54	0.27	0.27	0.54	0.41	0.14	0.00	0.00	13.38	1.08	7.97	3.92	1.62	2.03	1.08	0.14	0.14	0.41	1.49	0.00	0.00	0.00	4.46	5.41	0.14	0.00	0.00	0.14	2.84	0.00	2.70	0.00	0.00	15.27
750_2009_Korda,Michael_WithWingsLikeEagles_HIST.txt	1	752	53.71	24.60	80.32	0.66	52.53	6.78	1.99	0.13	0.40	0.27	0.13	1.06	4.79	10.90	7.71	4.26	3.59	3.19	0.27	3.06	18.09	7.05	1.20	3.46	0.66	0.00	5.72	0.00	0.00	0.93	9.18	2.79	6.38	0.27	4.52	1.46	11.97	1.20	1.20	0.53	2.53	0.53	0.66	4.39	2.39	1.33	0.53	0.53	0.13	0.66	0.27	0.27	0.13	0.00	16.36	1.86	7.98	6.65	1.20	2.53	0.66	0.13	0.13	0.80	1.06	0.00	0.00	0.13	2.13	9.57	0.00	0.00	0.00	0.00	0.80	1.60	0.66	0.66	0.27	16.09
750_2009_Senor,Dan_StartUpNation_HIST.txt	1	756	19.38	20.77	83.86	0.53	53.57	8.60	4.76	0.26	0.26	0.00	3.44	0.79	3.84	10.05	13.62	9.39	8.60	2.65	1.19	3.97	13.10	4.37	1.98	2.38	2.51	0.00	7.80	0.00	0.00	1.32	4.63	2.51	2.12	1.06	0.40	0.66	16.67	3.31	2.12	2.38	2.25	1.59	0.79	2.65	3.31	1.85	0.53	0.26	0.66	0.26	0.13	0.13	0.00	0.00	15.34	2.38	7.01	5.95	3.84	3.44	0.79	0.13	1.19	0.13	0.00	0.00	0.00	0.40	5.03	5.42	0.26	0.13	0.13	0.00	2.38	1.32	1.98	0.00	0.13	16.01
750_2010_Alexander,Michelle_TheNewJimCrow_HIST.txt	1	757	22.94	24.04	77.15	0.00	50.20	8.45	5.02	1.32	1.19	0.26	1.59	0.66	3.43	8.19	10.04	7.93	3.96	4.76	0.79	2.11	15.72	4.89	1.32	2.91	0.79	0.00	10.04	1.72	0.00	1.72	5.02	3.83	1.19	0.13	0.92	0.00	13.47	1.06	1.98	1.19	0.79	1.06	1.45	4.36	1.98	1.59	1.45	0.00	0.13	0.79	0.40	0.26	0.00	0.13	13.34	0.92	6.61	5.81	3.43	1.72	0.66	0.40	0.13	0.00	0.26	0.00	0.00	0.13	4.36	6.74	0.00	0.26	0.13	0.00	1.85	0.53	1.06	0.00	0.00	14.00
750_2010_Asbridge,Thomas_TheCrusades_HIST.txt	1	757	32.91	33.42	75.56	0.26	44.39	3.17	1.32	0.13	0.00	0.00	0.13	1.06	1.85	10.57	4.36	2.77	2.51	1.85	0.00	1.19	17.70	8.98	0.00	1.19	1.45	0.13	3.04	0.00	0.00	0.26	6.87	3.43	3.43	0.53	2.25	0.26	13.47	1.98	1.59	0.00	1.32	0.66	0.92	6.61	0.92	0.53	0.00	0.13	0.00	0.79	0.26	0.26	0.00	0.26	12.81	1.32	6.87	4.62	1.72	1.98	0.66	0.13	0.79	5.81	0.40	0.00	0.00	0.00	3.30	5.55	0.26	0.92	0.00	0.00	2.51	0.00	0.40	0.26	0.13	12.68
750_2010_Blum,Deborah_ThePoisonersHandbook_HIST.txt	1	754	20.94	33.55	71.09	1.59	44.69	4.91	1.86	0.00	0.13	0.13	0.80	0.80	3.05	10.08	7.56	5.31	5.04	0.93	0.53	3.05	13.93	5.57	0.93	1.86	1.46	0.00	3.32	0.27	0.00	0.40	7.96	1.99	5.97	0.27	4.11	1.06	12.07	3.71	2.12	0.27	1.33	0.27	0.13	3.18	1.06	0.40	0.27	0.00	0.00	4.51	0.40	3.85	0.00	0.27	12.07	1.33	5.70	4.91	3.58	1.86	0.53	0.00	0.66	0.27	1.99	0.00	0.00	0.27	5.44	7.16	0.13	0.66	0.00	0.00	1.99	0.53	0.40	0.53	0.00	16.45
