Filename	Seg	WC	WPS	Sixltr	Dic	Numerals	funct	pronoun	ppron	i	we	you	shehe	they	ipron	article	verb	auxverb	past	present	future	adverb	preps	conj	negate	quant	number	swear	social	family	friend	humans	affect	posemo	negemo	anx	anger	sad	cogmech	insight	cause	discrep	tentat	certain	inhib	incl	excl	percept	see	hear	feel	bio	body	health	sexual	ingest	relativ	motion	space	time	work	achieve	leisure	home	money	relig	death	assent	nonfl	filler	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP	AllPct
1500_2010_Gamble,Bruce_FortressRabaul_HIST.txt	1	1506	21.21	26.29	74.50	1.20	48.47	5.31	2.59	1.20	0.00	0.00	0.86	0.53	2.72	11.02	7.50	5.31	5.25	1.53	0.27	2.19	17.00	3.78	0.66	2.46	2.92	0.00	4.45	0.27	0.00	0.53	5.25	1.86	3.32	0.20	2.52	0.40	10.49	1.93	1.59	0.46	0.93	1.06	0.53	2.92	0.66	0.86	0.20	0.20	0.33	0.46	0.20	0.27	0.00	0.00	17.80	1.39	7.64	8.63	1.46	2.26	0.27	0.13	0.27	0.20	1.13	0.00	0.07	0.07	4.85	6.97	0.07	0.00	0.00	0.00	1.00	0.27	0.73	0.13	0.07	13.81
1500_2010_Grodstein,Lauren_AFriendoftheFamily_CT.txt	1	1512	19.14	16.07	82.41	0.07	53.31	12.83	9.85	4.83	1.26	0.60	2.05	1.12	2.98	9.66	10.58	5.95	2.98	5.95	0.86	3.64	13.16	6.88	1.19	2.05	2.05	0.00	8.93	0.93	0.07	0.86	3.04	2.25	0.79	0.00	0.26	0.40	14.09	1.39	0.79	1.32	1.26	1.46	0.60	6.75	1.39	3.90	1.65	0.73	1.06	3.17	0.93	0.40	0.26	1.65	18.45	1.52	8.13	8.53	1.06	0.73	2.05	1.65	0.53	0.33	0.13	0.00	0.00	0.20	5.03	8.73	0.40	0.40	0.20	0.00	1.79	1.06	2.38	0.07	0.00	19.31
1500_2010_Gwynne,SC_EmpireoftheSummerMoon_HIST.txt	1	1502	25.90	25.03	77.96	0.87	52.06	6.72	3.53	0.00	0.00	0.07	1.66	1.80	3.20	9.45	10.39	7.86	7.66	1.26	0.87	4.06	14.05	5.46	1.07	2.60	2.06	0.07	5.93	0.00	0.00	0.60	5.19	1.00	4.13	0.20	2.86	0.53	13.38	2.20	1.60	0.87	2.00	1.20	0.40	4.39	1.60	1.53	0.47	0.13	0.87	2.46	1.07	1.07	0.07	0.33	17.24	1.93	8.99	6.06	1.20	1.80	0.27	0.27	0.13	0.00	1.53	0.00	0.07	0.00	4.33	8.59	0.27	0.20	0.00	0.13	0.80	1.20	0.93	0.00	0.00	16.11
1500_2010_Heilemann,John_GameChange_HIST.txt	1	1513	13.51	22.47	77.33	0.33	50.17	10.11	6.87	0.53	0.46	0.53	4.49	0.86	3.24	9.12	12.36	7.73	8.53	1.92	0.93	4.36	13.02	4.69	0.99	2.18	1.26	0.07	11.37	0.13	0.26	0.79	4.63	2.58	1.98	0.73	0.53	0.40	13.28	1.72	0.99	1.26	1.85	1.52	0.53	4.63	1.39	2.45	0.66	1.06	0.79	1.78	0.86	0.26	0.07	0.66	14.61	1.45	7.27	5.88	2.18	2.18	1.59	0.66	0.73	0.00	0.07	0.07	0.07	0.33	6.35	6.01	0.46	0.66	0.99	0.07	1.98	2.91	2.05	0.07	0.07	20.82
1500_2010_Lewis,Michael_TheBigShort_HIST.txt	1	1503	16.70	22.95	84.63	0.13	52.36	13.04	8.65	2.06	0.00	0.40	5.39	0.80	4.39	7.78	13.17	7.45	8.18	2.93	0.47	2.99	14.24	5.59	1.73	2.53	1.46	0.20	13.17	0.53	0.27	1.46	4.19	2.46	1.73	0.27	0.93	0.07	15.50	3.06	0.93	1.33	2.59	1.20	0.53	4.26	2.53	1.93	0.33	1.33	0.27	1.46	0.86	0.13	0.20	0.27	12.91	2.00	6.12	4.52	6.39	2.00	0.47	0.53	4.32	0.00	0.07	0.07	0.00	0.20	6.05	5.59	0.13	0.13	0.13	0.00	0.93	4.13	2.99	0.13	0.00	20.16
1500_2010_McGuire,DanielleL_AttheDarkEnd_HIST.txt	1	1509	17.15	21.34	76.54	0.46	45.26	9.21	7.22	0.66	0.27	0.80	3.71	1.79	1.99	9.08	6.43	2.85	3.31	2.25	0.60	1.99	15.11	6.23	0.73	1.13	1.46	0.07	13.45	0.53	0.20	3.25	4.77	1.66	3.11	0.40	2.12	0.27	10.74	0.93	0.93	0.53	0.99	0.33	0.93	5.43	1.33	4.11	2.58	1.06	0.40	2.52	1.19	0.27	1.13	0.00	16.30	2.92	7.49	5.63	1.19	1.39	0.66	0.46	0.66	0.60	0.33	0.07	0.00	0.13	6.36	8.15	0.00	0.27	0.13	0.40	1.86	5.04	1.66	0.00	0.00	23.26
1500_2010_Puleo,Stephen_DarkTide_HIST.txt	1	1506	21.51	21.78	79.48	0.13	52.92	12.48	8.76	0.60	0.00	0.27	7.24	0.66	3.72	9.16	10.89	6.91	6.91	1.93	0.66	2.59	14.54	5.18	0.80	1.73	0.93	0.00	10.82	0.20	0.07	0.46	3.65	1.26	2.39	1.06	0.40	0.40	13.81	1.93	1.20	1.86	1.39	0.60	0.80	5.25	1.53	2.79	1.00	0.53	0.93	2.06	1.46	0.33	0.13	0.33	15.67	2.46	8.63	4.45	2.12	1.46	0.93	0.93	0.46	0.13	0.13	0.00	0.07	0.00	4.58	6.18	0.13	0.07	0.13	0.00	0.86	1.06	1.20	0.00	0.00	13.81
1500_2010_Ridley,Matt_TheRationalOptimist_HIST.txt	1	1496	20.22	23.06	81.62	0.47	53.07	10.70	3.94	1.60	0.27	0.27	0.20	1.60	6.75	7.42	11.16	8.29	2.41	6.75	0.87	3.74	12.70	5.41	2.47	3.81	1.34	0.00	8.02	0.07	0.00	2.67	3.28	1.87	1.40	0.27	0.60	0.27	17.85	2.61	2.54	1.00	3.01	1.80	0.47	3.61	3.34	1.94	0.40	0.33	0.67	2.27	1.27	0.53	0.13	0.33	11.97	1.74	5.68	4.08	2.41	1.07	1.00	0.00	0.80	0.27	0.20	0.07	0.07	0.20	5.01	6.35	0.33	0.13	0.27	0.00	1.80	0.00	1.07	0.00	0.00	14.44
1500_2010_Snyder,Timothy_Bloodlands_HIST.txt	1	1507	22.83	22.43	76.24	1.66	53.09	5.04	2.92	0.46	0.07	0.07	1.46	0.86	2.12	10.35	7.37	4.98	5.84	0.86	0.27	2.85	16.52	6.17	0.66	3.32	5.18	0.00	5.77	0.20	0.07	1.46	5.11	0.86	4.25	0.27	3.58	0.40	9.89	0.73	0.40	0.60	2.06	0.80	0.20	4.11	1.73	0.60	0.27	0.33	0.00	0.80	0.07	0.07	0.00	0.66	13.47	0.80	8.03	4.51	1.53	1.26	0.27	0.13	0.27	1.79	4.25	0.00	0.00	0.00	4.64	7.10	0.40	0.27	0.00	0.07	1.46	0.93	0.40	0.53	0.00	15.66
1500_2010_Wilkerson,Isabel_TheWarmthofOtherSuns_HIST.txt	1	1503	17.89	13.51	81.64	0.47	57.02	13.77	9.85	0.13	0.00	0.33	8.12	1.26	3.93	9.38	12.77	7.92	8.12	2.73	0.86	2.66	16.37	5.52	1.46	1.80	1.13	0.00	13.91	0.93	0.00	0.73	1.93	0.93	1.00	0.20	0.20	0.53	11.98	1.00	0.27	1.20	1.60	0.40	0.60	5.72	1.26	2.33	0.86	0.53	0.53	1.93	1.00	0.73	0.00	0.20	19.03	3.39	10.51	5.52	0.53	0.93	0.67	0.27	0.40	0.27	0.07	0.00	0.00	0.73	5.52	5.39	0.00	0.00	0.07	0.00	0.86	0.53	1.20	0.00	0.00	13.37
1500_2010_WiseBauer,Susan_TheHistoryoftheMedievalWorld_HIST.txt	1	1505	23.89	25.58	78.27	0.33	51.89	9.17	5.05	0.00	0.47	0.07	3.79	0.73	4.12	10.17	9.57	6.84	6.38	1.33	0.60	1.73	15.28	5.38	0.93	2.19	1.99	0.00	8.84	0.27	0.13	0.93	4.72	2.59	2.13	0.27	1.26	0.20	11.83	1.06	0.66	1.00	1.46	0.53	0.80	4.39	1.86	0.93	0.53	0.20	0.13	1.53	0.73	0.47	0.00	0.33	14.42	1.40	7.71	4.85	1.33	1.86	0.20	0.07	0.47	3.12	0.86	0.00	0.00	0.13	4.72	6.91	0.33	0.53	0.00	0.00	1.33	1.06	1.66	0.20	0.13	16.74
1500_2011_Baldacci,David_OneSummer_HIST.txt	1	1509	12.68	14.51	87.54	0.13	56.39	14.12	10.21	0.53	0.07	0.27	8.88	0.46	3.91	6.49	15.71	10.34	10.60	2.72	0.60	4.64	13.32	6.03	1.46	1.92	2.12	0.07	13.25	1.06	0.07	0.66	4.17	2.25	1.92	0.13	0.80	0.46	13.78	1.52	1.33	1.46	1.66	1.26	0.40	5.10	1.59	4.71	1.92	0.73	1.72	5.17	3.18	1.72	0.13	0.13	17.96	2.19	7.89	7.82	1.86	2.05	0.80	0.73	0.27	0.27	0.66	0.00	0.00	0.40	7.42	5.17	0.07	0.20	0.46	0.00	1.33	2.78	2.78	0.00	0.00	19.62
1500_2011_Bradely,Rusty_LionsofKandahar_HIST.txt	1	1519	14.61	21.86	76.56	0.33	51.94	10.40	7.37	2.90	2.96	0.46	0.00	1.05	3.03	10.07	9.22	6.39	5.66	1.97	0.26	2.63	14.48	5.40	0.46	1.91	2.70	0.07	7.90	0.33	0.00	0.39	5.66	1.45	4.21	0.53	2.44	0.20	14.81	0.99	1.51	1.25	1.91	1.58	0.59	6.65	1.32	2.76	1.25	0.46	1.12	1.71	0.92	0.59	0.00	0.20	16.26	2.30	9.48	4.48	0.99	1.97	1.12	0.20	0.00	0.33	0.53	0.07	0.13	0.13	6.71	5.13	0.07	0.00	0.07	0.20	2.57	0.39	0.99	0.33	0.00	15.54
1500_2011_Ferguson,Niall_Civilization_HIST.txt	1	1492	24.46	27.48	74.20	1.27	52.75	7.10	3.28	0.47	0.13	0.27	0.74	1.68	3.82	9.18	7.37	6.23	3.28	3.08	0.60	3.82	16.02	7.57	1.27	3.35	2.28	0.07	5.29	0.07	0.00	0.47	3.55	2.35	1.07	0.13	0.67	0.13	13.00	1.21	1.01	0.94	2.35	1.27	0.13	4.29	2.48	1.01	0.60	0.27	0.13	1.01	0.13	0.74	0.00	0.13	11.93	0.47	7.71	3.62	2.14	2.95	0.87	0.07	1.27	0.74	0.54	0.00	0.07	0.00	4.89	7.44	0.20	0.34	0.40	0.00	2.95	0.00	1.27	0.60	0.00	17.83
1500_2011_Ferling,John_Independence_HIST.txt	1	1505	25.51	27.04	74.75	0.53	46.84	6.25	1.66	0.00	0.13	0.00	0.86	0.66	4.58	9.37	7.44	5.12	5.71	0.53	0.60	2.66	14.82	5.51	0.07	2.46	2.26	0.07	4.98	0.13	0.07	0.33	3.65	2.19	1.46	0.27	0.80	0.20	12.56	0.93	1.40	0.86	1.79	0.80	0.33	6.25	0.53	1.46	0.66	0.20	0.40	1.20	0.80	0.20	0.07	0.13	16.88	1.73	9.17	5.18	2.06	1.86	0.80	1.40	1.13	0.27	0.80	0.00	0.07	0.07	4.65	7.44	0.00	0.07	0.00	0.00	1.20	1.33	1.06	0.07	0.13	15.55
1500_2011_Fukuyama,Francis_TheOriginsofPoliticalOrder_HIST.txt	1	1506	34.23	29.61	79.22	0.60	50.93	6.97	2.72	0.60	0.13	0.00	0.60	1.39	4.25	8.57	8.17	5.51	2.72	4.45	0.60	3.59	17.60	6.44	1.13	2.79	1.46	0.00	7.77	0.20	0.00	2.26	2.19	1.73	0.46	0.07	0.07	0.07	15.21	1.86	2.86	0.60	2.19	1.00	0.60	4.78	2.46	0.73	0.46	0.00	0.13	0.53	0.20	0.33	0.00	0.00	16.53	1.46	9.50	5.11	4.91	1.86	0.80	0.13	0.80	0.13	0.20	0.00	0.13	0.20	3.59	5.05	0.07	0.86	0.00	0.00	1.13	0.40	0.80	0.27	0.00	12.02
1500_2011_Graeber,David_Debt_HIST.txt	1	1509	19.35	22.00	86.61	0.07	57.26	12.79	5.90	2.58	0.60	0.53	0.99	1.19	6.89	7.16	14.31	9.15	7.02	4.77	0.80	6.10	14.12	5.83	2.32	3.11	1.66	0.00	7.62	0.27	0.07	0.86	4.77	3.18	1.46	0.20	0.40	0.60	18.75	2.58	2.45	1.92	3.91	1.99	0.73	3.18	3.71	1.06	0.00	0.66	0.33	0.73	0.20	0.13	0.07	0.33	11.60	1.39	5.57	4.17	2.92	1.86	0.46	0.07	4.71	0.33	0.13	0.07	0.33	0.07	4.37	6.76	0.20	0.33	0.80	0.07	1.26	2.52	2.92	0.07	0.00	18.75
1500_2011_Henderson,Bruce_FatalNorth_HIST.txt	1	1504	24.66	24.00	75.73	0.33	49.27	6.72	3.06	0.13	0.00	0.00	1.80	1.13	3.66	12.43	8.71	5.72	6.45	1.33	0.47	1.73	16.16	3.72	0.73	1.86	1.66	0.00	5.85	0.20	0.07	0.73	4.59	2.26	2.33	0.20	0.27	1.60	9.57	1.66	0.66	0.60	1.20	0.93	0.27	3.72	0.66	1.99	0.93	0.13	0.73	1.06	0.66	0.33	0.00	0.07	16.82	2.73	8.91	4.99	1.86	1.66	0.80	0.13	0.33	0.60	2.39	0.00	0.13	0.00	4.26	7.91	0.27	0.13	0.13	0.00	1.13	0.80	0.93	0.00	0.20	15.29
1500_2011_Larson,Erik_IntheGardenofBeasts_HIST.txt	1	1503	19.78	23.75	79.84	0.60	53.29	10.05	5.66	1.00	0.20	0.07	2.99	1.40	4.39	8.38	10.84	6.72	6.99	2.79	0.47	3.26	15.44	6.39	1.00	2.53	1.86	0.00	8.92	0.67	0.13	1.33	2.99	1.46	1.53	0.20	0.73	0.13	13.44	2.06	1.13	0.93	1.53	1.80	0.07	4.86	1.20	2.06	1.06	0.20	0.47	2.06	1.00	0.86	0.07	0.20	16.43	2.99	6.45	6.79	1.33	1.46	0.47	0.86	0.20	0.07	0.20	0.07	0.00	0.13	5.12	5.79	0.20	0.13	0.27	0.00	0.60	0.93	1.00	0.27	0.00	14.37
1500_2011_Mann,CharlesC_1493UncoveringtheNewWorld_HIST.txt	1	1511	22.55	28.79	74.39	0.26	48.91	6.22	2.51	0.26	0.13	0.00	1.46	0.66	3.71	11.25	6.82	4.96	4.24	1.65	0.46	2.71	15.35	4.63	0.60	2.58	2.25	0.00	5.10	0.07	0.13	0.79	3.64	2.32	1.32	0.13	0.46	0.53	10.66	1.26	0.99	0.60	1.52	1.19	0.60	3.84	0.93	1.39	0.40	0.13	0.66	0.73	0.33	0.20	0.00	0.20	16.02	1.32	8.60	6.15	2.71	2.45	0.79	0.46	1.59	0.46	0.07	0.00	0.00	0.20	4.63	7.54	0.40	0.40	0.00	0.00	1.72	0.40	0.93	0.40	0.00	16.08
1500_2011_McCullough,David_TheGreaterJourney_HIST.txt	1	1504	19.79	22.07	80.85	0.27	54.32	10.57	7.31	0.20	0.27	0.33	4.85	1.66	3.26	8.38	10.44	7.31	7.11	2.13	0.60	2.26	15.96	6.45	1.13	2.86	2.13	0.00	11.77	1.00	0.20	1.46	4.19	3.46	0.73	0.13	0.13	0.13	14.03	2.46	1.00	1.33	2.26	1.53	0.40	4.06	1.99	1.86	0.86	0.53	0.27	1.86	0.60	1.13	0.00	0.13	12.97	1.46	6.38	4.79	3.26	2.73	0.53	0.27	0.53	0.33	0.07	0.00	0.33	0.00	4.72	8.51	0.07	0.13	0.13	0.20	1.06	2.66	0.86	0.07	0.07	18.28
1500_2011_Millard,Candice_DestinyoftheRepublic_HIST.txt	1	1510	23.23	25.30	76.56	0.40	51.79	7.28	3.91	0.00	0.00	0.00	2.65	1.26	3.38	10.99	8.08	5.56	6.29	0.79	0.33	2.65	16.75	6.09	0.46	1.72	2.05	0.00	7.55	0.53	0.00	0.99	4.50	2.45	2.05	0.66	0.26	0.73	11.26	1.26	0.13	0.73	1.06	1.06	0.33	5.30	1.72	3.05	0.66	0.73	1.39	2.85	1.66	0.66	0.33	0.26	15.63	1.79	8.41	5.50	1.13	1.72	0.60	0.20	0.40	0.33	0.33	0.00	0.07	0.20	4.30	9.01	0.00	0.00	0.00	0.00	1.59	0.13	0.99	0.07	0.00	15.50
1500_2011_MonteFiore_Jerusalem_HIST.txt	1	1505	27.36	27.11	80.53	0.00	53.02	6.31	1.86	0.00	0.33	0.00	0.60	0.93	4.45	12.36	8.90	6.71	2.52	5.18	0.73	3.65	14.42	7.38	0.73	2.92	0.80	0.00	4.65	0.13	0.13	0.86	3.85	2.26	1.53	0.47	0.66	0.40	15.55	2.39	1.79	0.73	1.13	2.33	0.13	6.05	1.26	0.66	0.27	0.13	0.20	1.06	0.27	0.40	0.07	0.33	12.96	1.26	6.45	5.12	0.86	1.46	0.60	0.47	0.20	5.71	0.93	0.00	0.07	0.00	3.59	6.51	0.66	0.53	0.07	0.00	1.06	1.20	1.00	0.00	0.00	14.29
1500_2011_Oreilly,Bill_KillingLincoln_HIST.txt	1	1509	16.58	24.92	75.88	0.33	49.11	8.35	5.37	0.00	0.27	0.00	4.24	0.86	2.98	8.42	8.48	6.30	1.13	5.43	1.26	3.11	13.32	5.83	1.59	2.65	1.72	0.07	9.21	0.27	0.13	1.13	4.90	2.32	2.45	0.46	1.46	0.20	12.99	1.66	0.99	0.66	1.86	1.33	0.46	4.77	1.92	2.45	1.06	0.53	0.66	2.45	0.73	0.93	0.46	0.33	13.85	0.86	7.69	5.10	1.66	2.39	0.99	0.20	0.20	0.33	0.53	0.00	0.07	0.20	6.03	6.43	0.07	0.00	0.07	0.00	1.59	1.19	1.59	0.07	0.00	16.50
1500_2011_Penn,Thomas_WinterKing_HIST.txt	1	1499	26.77	23.62	74.78	0.80	50.63	9.01	4.60	0.20	0.07	0.00	3.74	0.60	4.40	10.34	6.74	4.80	4.34	1.47	0.47	2.20	15.14	6.80	0.47	1.53	2.20	0.07	7.81	0.87	0.00	0.53	4.87	2.20	2.67	0.80	1.27	0.20	13.08	2.07	0.73	1.00	1.53	0.67	0.20	5.87	1.27	1.13	0.53	0.13	0.33	0.80	0.47	0.07	0.20	0.07	15.14	1.33	7.14	6.34	1.20	2.20	0.60	0.33	0.80	0.67	0.33	0.00	0.07	0.00	4.07	8.01	0.40	0.27	0.00	0.00	2.54	0.00	1.87	0.00	0.00	16.48
1500_2011_Pitre,Brant_JesusandtheJewishRoots_HIST.txt	1	1505	15.84	19.07	91.10	0.00	60.66	16.28	10.83	5.85	1.46	1.13	2.33	0.07	5.45	7.97	15.02	10.03	7.84	5.18	0.93	5.65	13.89	5.91	1.93	2.52	1.00	0.00	9.10	0.47	0.13	0.33	4.19	2.26	1.86	0.27	0.47	0.47	17.28	4.19	1.59	1.33	1.99	2.26	0.13	4.58	2.26	1.73	0.47	0.86	0.33	2.26	0.86	0.20	0.00	1.20	11.69	1.33	5.65	4.58	2.06	1.40	1.06	0.33	0.07	6.38	0.07	0.07	0.00	0.13	5.05	6.45	0.47	0.00	1.13	0.27	0.86	2.66	2.26	0.27	0.00	19.34
1500_2011_Stearns,Jason_DancingintheGlory_HIST.txt	1	1496	21.68	24.06	81.35	0.47	54.01	10.36	5.28	1.74	0.47	0.47	1.67	0.94	5.08	10.23	10.36	7.02	3.48	5.75	0.47	3.48	15.31	5.35	0.94	2.41	1.47	0.00	9.36	0.00	0.00	1.14	5.95	1.40	4.41	0.20	3.48	0.40	14.71	2.41	1.94	0.80	2.74	0.67	0.67	4.41	1.74	1.14	0.87	0.13	0.13	0.87	0.60	0.13	0.13	0.00	11.83	1.27	7.35	3.21	2.14	1.14	0.74	0.27	0.53	0.60	2.07	0.00	0.00	0.20	4.61	6.89	0.60	0.07	0.53	0.00	0.47	1.07	0.80	0.00	0.00	14.91
