Filename	Seg	WC	WPS	Sixltr	Dic	Numerals	funct	pronoun	ppron	i	we	you	shehe	they	ipron	article	verb	auxverb	past	present	future	adverb	preps	conj	negate	quant	number	swear	social	family	friend	humans	affect	posemo	negemo	anx	anger	sad	cogmech	insight	cause	discrep	tentat	certain	inhib	incl	excl	percept	see	hear	feel	bio	body	health	sexual	ingest	relativ	motion	space	time	work	achieve	leisure	home	money	relig	death	assent	nonfl	filler	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP	AllPct
300_2002_Baker,Jo_Offcomer_CT.txt	1	302	21.57	15.23	78.48	0.00	53.64	11.26	7.95	0.00	0.00	0.00	7.95	0.00	3.31	12.91	5.63	2.65	5.30	0.00	0.00	2.65	18.21	6.62	0.00	0.66	0.33	0.33	8.94	0.00	0.00	0.33	2.98	0.66	2.32	0.66	0.99	0.66	9.60	0.66	0.33	0.33	0.99	0.33	0.66	5.96	1.32	5.30	1.32	0.00	4.30	6.62	6.62	0.00	0.00	0.00	20.86	1.99	15.89	2.65	0.33	0.00	1.66	2.32	0.33	0.00	0.00	0.00	0.00	0.00	4.64	10.93	0.00	0.00	0.00	0.00	1.32	0.00	0.00	0.00	0.00	16.23
300_2004_Weatherford,Jack_GenghisKhanandtheMakingoftheModernWorld_HIST.txt	1	301	30.10	28.90	71.76	0.33	50.17	6.98	3.99	0.00	0.00	0.00	3.32	0.66	2.99	16.28	1.00	0.33	1.00	0.00	0.00	1.99	17.94	4.65	0.00	2.33	1.00	0.00	5.65	0.00	0.00	0.00	3.99	3.32	0.66	0.00	0.33	0.33	8.64	1.00	0.33	0.00	1.00	0.66	1.00	4.32	0.33	1.33	0.66	0.00	0.66	1.00	0.66	0.33	0.00	0.00	14.62	1.99	8.64	3.65	0.66	1.99	0.66	0.00	0.00	5.65	0.00	0.00	0.00	0.00	3.32	7.97	0.00	0.00	0.00	0.00	0.66	0.00	1.00	0.00	0.00	12.62
300_2006_Grandin,Greg_EmpiresWorkshop_HIST.txt	1	300	33.33	27.33	70.00	0.00	46.67	7.00	1.67	0.00	1.00	0.00	0.33	0.33	5.33	9.33	9.33	5.67	4.33	4.00	0.33	3.33	15.67	4.67	2.33	1.33	2.00	0.67	6.00	0.00	0.33	0.67	4.00	2.67	1.33	0.00	1.00	0.00	11.67	3.00	1.67	1.00	1.00	1.00	0.33	2.33	1.67	0.33	0.00	0.33	0.00	0.33	0.33	0.00	0.00	0.00	11.67	0.67	6.33	5.00	1.33	1.33	0.67	0.33	0.33	0.33	0.00	0.00	0.00	0.33	3.67	5.67	0.33	0.00	0.00	0.00	0.33	2.67	2.00	0.00	0.00	14.67
300_2009_Edsel,RobertM_TheMonumentsMen_HIST.txt	1	302	25.17	28.48	79.80	0.66	47.02	7.95	3.97	0.66	1.32	0.00	0.99	0.99	3.97	8.28	10.26	7.95	3.97	4.30	0.66	1.32	13.25	6.95	1.66	2.98	0.99	0.66	9.60	0.00	0.00	2.65	6.95	3.31	3.31	0.66	1.66	0.66	17.22	2.65	2.32	0.99	1.66	1.32	1.32	5.63	1.66	0.66	0.00	0.66	0.00	0.33	0.33	0.00	0.00	0.00	11.59	2.32	3.64	5.63	3.64	4.30	1.99	0.00	0.66	0.33	0.33	0.00	0.00	0.00	3.97	10.93	0.33	0.00	0.00	0.33	1.66	2.65	0.33	0.00	0.00	19.54
300_2009_Jones,Michael_TheRetreat_HIST.txt	1	297	21.21	23.57	73.40	1.35	48.15	8.75	4.04	0.34	0.34	0.00	3.37	0.00	4.71	9.76	7.41	4.04	4.71	1.68	0.34	2.36	17.17	4.38	0.34	2.02	2.02	0.00	8.75	0.00	0.00	1.35	8.42	2.02	6.40	0.67	3.70	0.67	7.74	1.01	1.01	0.67	1.01	0.67	0.00	2.69	0.67	2.36	1.01	0.34	0.34	0.67	0.34	0.34	0.00	0.00	13.80	1.01	8.08	4.71	1.35	2.36	0.67	0.34	0.00	0.34	2.02	0.00	0.00	0.00	4.71	4.71	0.00	0.00	0.00	0.00	2.02	0.00	1.01	0.00	0.00	12.12
300_2009_Korda,Michael_WithWingsLikeEagles_HIST.txt	1	301	75.25	20.93	83.06	0.66	54.15	6.31	1.00	0.00	0.33	0.00	0.33	0.33	5.32	10.30	7.97	4.65	3.99	2.99	0.33	4.32	18.94	7.31	1.33	4.32	0.66	0.00	5.98	0.00	0.00	1.66	9.30	2.66	6.64	0.33	3.99	1.99	10.96	1.00	0.66	0.00	1.66	0.66	0.33	5.32	1.66	0.66	0.33	0.33	0.00	0.66	0.00	0.33	0.33	0.00	19.27	1.66	10.30	7.64	0.66	2.99	1.00	0.00	0.00	0.33	1.33	0.00	0.00	0.33	1.66	11.63	0.00	0.00	0.00	0.00	0.66	0.66	1.33	0.66	0.66	17.61
300_2009_Senor,Dan_StartUpNation_HIST.txt	1	303	21.64	21.45	85.48	0.33	53.14	7.26	3.96	0.00	0.00	0.00	2.97	0.99	3.30	11.88	11.55	8.58	7.59	1.65	1.32	2.31	12.54	4.62	1.98	1.98	3.30	0.00	7.92	0.00	0.00	1.98	7.92	3.96	3.96	2.64	0.99	0.66	15.84	0.66	1.32	2.31	1.65	1.32	1.65	2.64	4.29	1.65	0.66	0.00	0.99	0.66	0.33	0.33	0.00	0.00	14.85	1.65	6.93	6.27	3.63	2.31	0.99	0.33	1.65	0.33	0.00	0.00	0.00	0.00	4.29	5.28	0.33	0.33	0.33	0.00	2.64	0.00	1.65	0.00	0.00	13.86
300_2010_Alexander,Michelle_TheNewJimCrow_HIST.txt	1	307	21.93	25.73	76.55	0.00	49.19	6.84	3.58	0.00	0.33	0.00	1.95	1.30	3.26	8.14	11.73	9.77	5.21	5.86	0.33	1.30	13.68	5.21	1.30	4.23	0.65	0.00	12.05	4.23	0.00	0.98	5.86	4.89	0.98	0.00	0.98	0.00	13.36	0.33	2.93	0.33	0.65	0.33	1.30	3.91	2.28	0.98	0.98	0.00	0.00	0.33	0.00	0.33	0.00	0.00	9.45	0.98	4.23	4.89	3.91	1.95	0.33	0.65	0.33	0.00	0.33	0.00	0.00	0.33	4.89	6.84	0.00	0.00	0.00	0.00	4.56	0.65	1.30	0.00	0.00	15.96
300_2010_Asbridge,Thomas_TheCrusades_HIST.txt	1	302	30.20	31.13	75.17	0.00	44.04	3.64	1.32	0.00	0.00	0.00	0.33	0.99	2.32	10.26	3.64	1.66	3.31	0.33	0.00	0.66	18.87	7.62	0.00	0.99	1.66	0.33	2.98	0.00	0.00	0.00	6.95	2.65	4.30	0.33	2.65	0.33	11.26	1.32	0.66	0.00	0.66	0.66	1.32	5.96	0.66	0.00	0.00	0.00	0.00	1.32	0.66	0.33	0.00	0.33	14.24	2.32	7.28	4.64	1.32	1.99	0.66	0.00	0.33	6.62	0.66	0.00	0.00	0.00	3.64	5.96	0.00	0.99	0.00	0.00	1.66	0.00	0.33	0.33	0.00	12.58
300_2010_Blum,Deborah_ThePoisonersHandbook_HIST.txt	1	301	23.15	33.55	71.10	1.66	44.19	5.98	1.33	0.00	0.00	0.00	0.33	1.00	4.65	10.63	6.64	4.32	5.65	0.00	0.33	2.99	13.62	6.31	0.66	1.00	1.33	0.00	2.66	0.33	0.00	0.33	7.64	2.99	4.65	0.00	3.32	1.00	12.62	4.32	2.66	0.00	1.66	0.00	0.00	2.99	1.66	0.33	0.00	0.00	0.00	4.32	0.33	3.32	0.00	0.66	12.62	1.33	5.98	4.98	4.65	2.33	0.33	0.00	1.33	0.00	1.66	0.00	0.00	0.33	4.65	6.64	0.00	1.00	0.00	0.00	0.66	0.00	1.00	0.33	0.00	14.29
