Filename	Seg	WC	WPS	Sixltr	Dic	Numerals	funct	pronoun	ppron	i	we	you	shehe	they	ipron	article	verb	auxverb	past	present	future	adverb	preps	conj	negate	quant	number	swear	social	family	friend	humans	affect	posemo	negemo	anx	anger	sad	cogmech	insight	cause	discrep	tentat	certain	inhib	incl	excl	percept	see	hear	feel	bio	body	health	sexual	ingest	relativ	motion	space	time	work	achieve	leisure	home	money	relig	death	assent	nonfl	filler	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP	AllPct
1000_2010_Gamble,Bruce_FortressRabaul_HIST.txt	1	1005	21.38	24.78	74.83	1.19	49.25	6.57	3.38	1.79	0.00	0.00	1.09	0.50	3.18	10.95	7.76	5.17	5.27	1.89	0.20	2.69	17.01	3.98	0.40	2.29	2.59	0.00	4.68	0.30	0.00	0.30	6.17	2.39	3.68	0.10	2.89	0.40	10.25	2.09	1.59	0.40	0.50	1.09	0.30	2.89	0.50	0.80	0.20	0.10	0.30	0.30	0.10	0.20	0.00	0.00	18.01	1.19	7.46	9.15	1.29	2.39	0.30	0.10	0.30	0.10	1.59	0.00	0.10	0.10	4.78	6.67	0.10	0.00	0.00	0.00	1.29	0.20	0.60	0.20	0.10	13.63
1000_2010_Grodstein,Lauren_AFriendoftheFamily_CT.txt	1	1009	20.18	16.65	82.76	0.10	53.02	13.18	10.31	4.76	1.88	0.59	1.59	1.49	2.87	8.42	11.00	6.54	2.97	6.54	0.50	3.57	12.39	7.33	1.29	2.18	2.48	0.00	9.02	0.79	0.10	0.59	3.17	2.38	0.79	0.00	0.30	0.30	14.37	1.29	0.69	0.79	1.68	1.49	0.79	7.04	1.68	3.07	1.09	0.50	0.79	3.67	0.99	0.59	0.40	1.78	18.43	1.68	8.23	8.52	1.19	0.89	2.18	1.88	0.59	0.40	0.20	0.00	0.00	0.20	4.96	9.32	0.50	0.50	0.00	0.00	1.98	0.40	2.78	0.10	0.00	19.72
1000_2010_Gwynne,SC_EmpireoftheSummerMoon_HIST.txt	1	1005	27.16	24.68	77.31	0.80	50.75	6.27	3.48	0.00	0.00	0.10	1.79	1.59	2.79	9.75	8.96	7.06	5.97	1.29	1.09	3.58	13.93	5.67	1.19	2.39	2.19	0.10	5.47	0.00	0.00	0.60	5.17	1.09	4.08	0.10	2.89	0.50	13.63	2.19	1.79	1.09	1.79	1.29	0.20	4.48	1.69	1.59	0.50	0.20	0.90	2.29	0.80	1.09	0.10	0.40	17.11	2.09	8.36	6.47	1.79	2.39	0.30	0.40	0.20	0.00	1.69	0.00	0.10	0.00	3.78	8.56	0.40	0.30	0.00	0.20	1.09	0.80	0.70	0.00	0.00	15.32
1000_2010_Heilemann,John_GameChange_HIST.txt	1	1010	14.23	22.57	78.12	0.20	50.79	10.79	7.13	0.79	0.30	0.50	4.75	0.79	3.66	8.32	12.08	7.52	8.71	1.78	0.89	3.76	13.96	5.05	1.19	1.98	1.29	0.00	11.68	0.10	0.40	0.89	5.05	3.27	1.68	0.79	0.40	0.30	13.47	1.78	0.99	1.19	2.08	1.49	0.50	4.75	1.58	2.87	0.69	1.19	0.99	1.78	0.99	0.20	0.00	0.59	15.05	1.49	7.33	6.34	2.18	2.48	1.78	0.40	0.20	0.00	0.10	0.10	0.10	0.30	6.44	5.74	0.40	0.40	0.59	0.00	2.38	2.57	1.78	0.00	0.00	19.31
1000_2010_Lewis,Michael_TheBigShort_HIST.txt	1	1003	17.91	23.43	84.05	0.20	52.04	13.26	8.28	2.19	0.00	0.40	4.69	1.00	4.99	7.28	13.16	7.88	9.17	1.50	0.60	3.09	13.96	5.38	1.40	2.29	1.60	0.20	11.86	0.70	0.30	0.70	3.79	2.29	1.50	0.40	0.60	0.10	14.76	2.89	1.20	1.69	2.59	1.00	0.40	3.39	2.49	1.89	0.40	1.20	0.30	1.00	0.70	0.10	0.10	0.10	12.66	1.99	5.78	4.79	7.28	1.69	0.10	0.50	5.38	0.00	0.00	0.00	0.00	0.30	5.68	5.08	0.20	0.10	0.00	0.00	1.20	3.19	1.89	0.10	0.00	17.25
1000_2010_McGuire,DanielleL_AttheDarkEnd_HIST.txt	1	1005	13.58	17.81	76.92	0.40	47.66	11.04	8.86	0.90	0.40	1.19	5.07	1.29	2.19	9.75	8.06	3.58	3.98	2.89	0.90	1.79	14.13	5.87	0.80	1.29	1.79	0.10	13.83	0.70	0.30	2.39	3.68	1.69	1.99	0.30	1.19	0.30	11.14	1.00	0.70	0.80	1.00	0.30	0.90	5.87	1.19	3.48	1.69	1.19	0.50	2.29	1.39	0.20	0.70	0.00	17.81	4.08	7.66	6.07	0.80	1.09	0.60	0.50	0.60	0.60	0.20	0.10	0.00	0.20	7.16	8.56	0.00	0.00	0.20	0.60	1.99	5.57	1.99	0.00	0.00	25.57
1000_2010_Puleo,Stephen_DarkTide_HIST.txt	1	1004	22.82	22.71	76.89	0.20	49.90	12.05	8.67	0.80	0.00	0.20	6.77	0.90	3.39	8.17	8.96	4.88	6.18	1.69	0.20	1.79	15.64	5.18	0.70	1.39	1.10	0.00	10.06	0.20	0.10	0.60	3.49	1.29	2.19	1.00	0.30	0.20	13.25	1.39	1.10	1.20	0.70	0.50	0.90	6.08	1.29	3.49	1.39	0.30	1.29	2.39	1.89	0.40	0.00	0.30	15.64	2.59	9.16	3.78	2.19	1.79	0.90	1.00	0.50	0.10	0.00	0.00	0.10	0.00	4.48	6.87	0.20	0.10	0.00	0.00	0.90	1.00	1.39	0.00	0.00	14.54
1000_2010_Ridley,Matt_TheRationalOptimist_HIST.txt	1	997	21.67	22.87	82.45	0.40	53.06	10.43	4.51	1.91	0.00	0.40	0.30	1.91	5.92	7.32	10.63	8.63	1.40	6.92	0.90	4.01	12.44	5.32	2.31	3.31	1.60	0.00	7.22	0.10	0.00	2.51	3.31	1.81	1.50	0.40	0.50	0.30	18.15	2.51	2.41	1.30	2.81	2.41	0.70	3.51	2.91	1.81	0.20	0.20	0.80	2.71	1.30	0.80	0.20	0.40	12.14	1.91	5.32	4.51	2.51	1.20	1.30	0.00	0.60	0.40	0.00	0.00	0.00	0.20	4.81	7.12	0.30	0.10	0.20	0.00	2.01	0.00	0.80	0.00	0.00	14.74
1000_2010_Snyder,Timothy_Bloodlands_HIST.txt	1	1006	21.87	21.87	76.24	1.19	52.88	6.46	3.78	0.70	0.10	0.10	1.89	0.99	2.68	9.84	8.55	5.86	6.86	0.99	0.30	3.28	15.71	5.77	0.60	3.38	4.08	0.00	6.96	0.30	0.00	1.59	4.17	0.60	3.58	0.30	2.98	0.40	9.54	0.80	0.30	0.60	2.29	0.80	0.30	3.58	1.79	0.80	0.30	0.50	0.00	0.70	0.10	0.10	0.00	0.50	13.32	0.80	8.25	4.27	1.39	0.99	0.40	0.10	0.00	2.39	3.98	0.00	0.00	0.00	4.87	8.65	0.60	0.40	0.00	0.10	1.99	1.19	0.40	0.50	0.00	18.29
1000_2010_Wilkerson,Isabel_TheWarmthofOtherSuns_HIST.txt	1	1001	15.64	11.79	81.82	0.30	57.84	14.49	10.49	0.20	0.00	0.40	8.09	1.80	4.00	9.49	14.09	8.49	9.09	3.00	0.90	2.90	15.88	5.19	1.60	1.50	1.20	0.00	14.59	0.90	0.00	0.70	1.90	0.90	1.00	0.20	0.20	0.60	11.59	1.10	0.30	1.20	1.30	0.50	0.60	5.29	1.20	2.60	1.00	0.70	0.40	1.90	1.20	0.40	0.00	0.30	18.28	3.50	10.09	5.09	0.40	1.00	0.40	0.20	0.50	0.40	0.10	0.00	0.00	0.40	6.29	4.40	0.00	0.00	0.10	0.00	0.50	0.80	1.40	0.00	0.00	13.39
1000_2010_WiseBauer,Susan_TheHistoryoftheMedievalWorld_HIST.txt	1	1004	23.35	26.20	77.99	0.40	50.70	9.06	5.48	0.00	0.70	0.00	4.18	0.60	3.59	9.56	8.86	5.88	6.18	1.39	0.60	1.79	15.94	4.28	0.90	2.09	2.59	0.00	9.56	0.30	0.10	1.00	5.48	2.89	2.59	0.40	1.59	0.30	10.56	0.80	0.70	0.60	1.10	0.70	0.80	4.38	1.39	1.00	0.60	0.10	0.20	1.99	1.10	0.60	0.00	0.30	16.14	1.69	8.37	5.68	0.80	1.99	0.30	0.10	0.40	2.59	1.20	0.00	0.00	0.20	4.78	7.57	0.40	0.50	0.00	0.00	1.79	1.20	1.89	0.30	0.20	18.53
1000_2011_Baldacci,David_OneSummer_HIST.txt	1	1008	13.44	13.79	87.40	0.10	57.14	13.59	10.02	0.40	0.10	0.40	8.63	0.50	3.57	6.75	15.18	10.42	10.12	2.68	0.40	4.56	13.29	5.95	1.39	2.08	2.98	0.10	12.90	0.79	0.10	0.69	3.47	1.59	1.88	0.10	0.79	0.30	13.39	1.39	1.19	1.29	1.69	1.09	0.30	5.06	1.69	4.37	1.98	0.30	1.88	5.56	3.57	1.69	0.20	0.10	19.54	1.98	8.53	9.03	1.98	1.69	0.50	0.89	0.40	0.10	0.60	0.00	0.00	0.50	7.14	4.86	0.10	0.30	0.30	0.00	1.79	2.58	2.88	0.00	0.00	19.15
1000_2011_Bradely,Rusty_LionsofKandahar_HIST.txt	1	1016	15.88	23.92	74.61	0.10	50.49	9.35	6.69	2.36	2.85	0.30	0.00	1.18	2.66	9.84	7.97	5.61	5.41	1.18	0.20	2.46	14.96	5.61	0.20	1.67	2.95	0.00	7.68	0.00	0.00	0.39	6.00	1.57	4.43	0.59	2.95	0.30	15.16	0.59	1.87	1.38	2.07	1.28	0.59	7.38	1.08	3.05	1.28	0.49	1.48	1.38	0.89	0.30	0.00	0.20	17.03	1.97	10.93	4.04	1.08	2.36	1.18	0.10	0.00	0.30	0.69	0.10	0.20	0.20	6.20	5.12	0.00	0.00	0.00	0.20	3.15	0.39	0.89	0.20	0.00	14.76
1000_2011_Ferguson,Niall_Civilization_HIST.txt	1	992	24.20	27.62	75.81	0.81	54.33	8.37	4.23	0.60	0.20	0.20	1.11	2.12	4.13	8.37	7.86	6.65	3.33	3.63	0.50	4.33	15.62	8.37	1.61	3.83	2.32	0.00	6.85	0.10	0.00	0.60	3.53	2.82	0.50	0.10	0.10	0.10	13.91	1.31	1.21	1.01	2.42	1.41	0.10	3.73	3.33	1.11	0.71	0.30	0.10	0.91	0.10	0.60	0.00	0.20	11.29	0.40	6.75	4.03	2.32	2.92	1.31	0.10	1.11	0.71	0.10	0.00	0.10	0.00	5.14	8.17	0.20	0.50	0.60	0.00	2.52	0.00	1.71	0.60	0.00	19.35
1000_2011_Ferling,John_Independence_HIST.txt	1	1004	27.14	26.20	73.61	0.80	46.31	5.48	1.29	0.00	0.00	0.00	0.90	0.40	4.18	9.66	6.47	4.48	5.78	0.20	0.20	2.49	15.14	5.78	0.00	2.39	2.49	0.00	3.78	0.10	0.00	0.10	2.49	1.79	0.70	0.00	0.70	0.00	12.45	0.70	1.59	0.20	1.49	1.00	0.20	6.87	0.30	1.89	0.90	0.20	0.50	1.49	1.10	0.10	0.10	0.20	17.93	1.89	10.16	4.78	1.89	1.59	0.90	1.79	1.20	0.20	0.70	0.00	0.00	0.00	4.38	8.67	0.00	0.10	0.00	0.00	1.20	1.20	0.60	0.10	0.00	15.94
1000_2011_Fukuyama,Francis_TheOriginsofPoliticalOrder_HIST.txt	1	1005	31.41	28.76	79.90	0.10	51.34	6.87	2.69	0.30	0.00	0.00	0.90	1.49	4.18	8.36	8.26	5.87	1.99	4.98	0.70	3.38	17.51	6.77	1.39	2.49	1.69	0.00	8.46	0.30	0.00	2.49	1.99	1.69	0.30	0.00	0.10	0.10	15.32	1.89	3.08	0.80	2.39	1.00	0.80	4.18	2.99	0.70	0.30	0.00	0.20	0.40	0.30	0.10	0.00	0.00	16.62	1.29	9.55	5.27	4.98	1.89	0.80	0.10	0.90	0.20	0.30	0.00	0.10	0.20	3.88	5.97	0.00	0.30	0.00	0.00	1.29	0.20	0.80	0.40	0.00	12.74
1000_2011_Graeber,David_Debt_HIST.txt	1	1007	20.98	21.75	86.10	0.10	56.60	12.41	6.16	2.58	0.79	0.50	1.29	0.99	6.26	7.45	13.41	8.34	6.65	4.27	0.79	6.26	14.30	6.45	2.18	3.38	1.19	0.00	8.04	0.20	0.10	0.70	4.97	3.48	1.39	0.30	0.40	0.50	17.87	2.38	2.18	1.89	3.48	1.69	0.60	3.97	3.28	0.99	0.00	0.70	0.20	0.70	0.20	0.10	0.00	0.40	11.92	1.49	6.16	3.87	3.08	1.39	0.50	0.10	5.26	0.20	0.00	0.10	0.40	0.10	4.07	7.35	0.20	0.50	0.70	0.10	1.49	3.48	2.78	0.10	0.00	20.16
1000_2011_Henderson,Bruce_FatalNorth_HIST.txt	1	1000	28.57	25.70	75.40	0.50	48.40	6.00	2.60	0.00	0.00	0.00	1.30	1.30	3.40	12.50	7.60	4.70	5.50	1.40	0.20	1.30	17.20	3.80	0.70	1.80	1.70	0.00	5.30	0.10	0.00	0.70	4.80	2.20	2.60	0.10	0.30	1.90	10.00	1.80	0.80	0.50	1.30	0.80	0.10	4.20	0.80	1.90	0.90	0.10	0.70	0.80	0.50	0.20	0.00	0.10	17.90	3.40	9.40	4.80	1.90	1.60	0.70	0.10	0.50	0.80	2.10	0.00	0.10	0.00	3.90	7.60	0.20	0.10	0.10	0.00	0.90	0.00	0.80	0.00	0.30	13.60
1000_2011_Larson,Erik_IntheGardenofBeasts_HIST.txt	1	1002	21.32	22.75	80.34	0.50	53.09	9.68	5.79	1.10	0.20	0.00	2.59	1.90	3.89	8.88	9.58	6.09	6.79	2.20	0.20	3.19	15.17	6.79	1.00	2.20	2.50	0.00	9.28	0.90	0.10	1.20	2.79	1.60	1.20	0.20	0.60	0.10	13.17	2.00	1.00	0.60	1.40	1.80	0.10	5.39	1.00	2.50	1.50	0.10	0.50	2.79	1.50	1.00	0.10	0.30	16.07	2.69	5.89	7.49	1.30	1.40	0.60	1.10	0.20	0.00	0.20	0.10	0.00	0.20	4.49	6.79	0.20	0.20	0.40	0.00	0.70	0.80	1.10	0.20	0.00	14.87
1000_2011_Mann,CharlesC_1493UncoveringtheNewWorld_HIST.txt	1	1008	23.44	27.88	74.70	0.30	49.21	6.65	2.88	0.30	0.10	0.00	1.79	0.69	3.77	11.81	6.85	4.96	4.37	1.69	0.40	2.88	15.67	3.57	0.60	1.98	2.18	0.00	5.65	0.10	0.20	0.79	4.17	2.88	1.29	0.20	0.30	0.60	10.62	1.49	0.99	0.50	1.59	1.19	0.60	3.47	0.89	1.29	0.50	0.20	0.50	0.69	0.40	0.20	0.00	0.10	15.87	1.39	8.53	5.95	2.18	2.88	0.69	0.50	1.39	0.50	0.00	0.00	0.00	0.10	4.56	7.14	0.60	0.30	0.00	0.00	1.79	0.40	0.89	0.50	0.00	15.87
1000_2011_McCullough,David_TheGreaterJourney_HIST.txt	1	1003	21.34	21.73	81.16	0.30	54.74	9.87	7.38	0.20	0.00	0.40	4.49	2.29	2.49	7.98	10.67	7.28	7.38	2.09	0.50	2.89	16.25	6.48	1.00	2.99	2.89	0.00	11.86	0.90	0.20	1.79	4.99	4.19	0.80	0.10	0.10	0.20	13.56	2.29	1.10	1.30	2.69	1.69	0.40	3.79	1.99	1.60	0.90	0.40	0.10	1.10	0.60	0.50	0.00	0.00	14.06	1.50	6.68	5.58	2.69	2.89	0.60	0.10	0.60	0.10	0.10	0.00	0.40	0.00	4.59	9.17	0.00	0.00	0.10	0.00	1.40	2.19	0.70	0.00	0.00	17.85
1000_2011_Millard,Candice_DestinyoftheRepublic_HIST.txt	1	1007	22.38	25.92	76.07	0.40	51.34	7.45	4.37	0.00	0.00	0.00	2.68	1.69	3.08	11.32	8.64	5.86	7.05	0.89	0.10	2.98	16.29	6.16	0.40	1.49	1.49	0.00	8.04	0.50	0.00	1.09	4.87	1.99	2.88	0.99	0.20	1.09	10.53	1.49	0.10	0.50	1.09	0.89	0.20	5.26	1.29	3.48	0.79	1.09	1.29	3.18	1.99	0.70	0.20	0.40	15.19	1.99	8.24	4.97	0.79	1.59	0.50	0.30	0.20	0.50	0.50	0.00	0.10	0.10	4.47	9.33	0.00	0.00	0.00	0.00	1.59	0.20	0.70	0.10	0.00	15.79
1000_2011_MonteFiore_Jerusalem_HIST.txt	1	1004	30.42	26.79	81.57	0.00	54.48	6.77	1.79	0.00	0.40	0.00	0.70	0.70	4.98	12.05	9.86	7.57	2.29	6.18	0.90	3.88	13.65	7.67	0.70	3.69	0.90	0.00	4.88	0.00	0.10	1.00	3.69	2.19	1.39	0.40	0.60	0.40	16.24	2.79	1.49	1.00	1.10	2.89	0.20	5.98	1.29	0.70	0.30	0.10	0.20	1.10	0.10	0.50	0.10	0.40	13.35	1.00	6.18	6.08	1.00	1.39	0.60	0.40	0.20	5.28	0.30	0.00	0.10	0.00	3.19	6.08	0.80	0.60	0.10	0.00	1.20	0.60	0.60	0.00	0.00	12.75
1000_2011_Oreilly,Bill_KillingLincoln_HIST.txt	1	1002	16.16	23.85	77.45	0.40	49.10	8.18	5.59	0.00	0.40	0.00	4.99	0.20	2.59	8.48	8.38	6.19	0.90	6.09	1.00	2.99	13.17	5.59	1.80	2.89	1.80	0.00	9.88	0.30	0.20	1.20	4.29	2.59	1.60	0.30	0.80	0.10	14.37	2.00	1.10	0.80	2.20	1.30	0.50	4.89	2.30	2.59	1.00	0.60	0.70	2.59	0.70	1.20	0.50	0.20	13.17	0.90	7.29	4.59	2.20	2.59	1.10	0.20	0.30	0.40	0.40	0.00	0.10	0.20	6.19	6.89	0.10	0.00	0.00	0.00	0.70	1.20	1.80	0.10	0.00	16.87
1000_2011_Penn,Thomas_WinterKing_HIST.txt	1	1000	27.78	23.90	75.60	0.50	51.00	9.60	4.50	0.00	0.10	0.00	3.90	0.50	5.10	10.40	6.20	4.60	3.80	1.70	0.30	2.20	15.00	7.50	0.30	1.30	2.00	0.00	8.20	0.90	0.00	0.40	5.30	2.60	2.70	1.10	1.00	0.10	14.10	2.20	0.50	0.90	2.00	0.80	0.20	6.30	1.50	0.80	0.40	0.10	0.30	0.50	0.20	0.10	0.20	0.00	14.60	1.00	6.80	6.40	1.60	2.60	0.50	0.30	0.90	0.70	0.30	0.00	0.10	0.00	3.80	6.80	0.40	0.30	0.00	0.00	3.00	0.00	2.10	0.00	0.00	15.60
1000_2011_Pitre,Brant_JesusandtheJewishRoots_HIST.txt	1	1003	16.18	19.54	91.53	0.00	59.32	15.55	10.37	3.69	1.99	1.50	3.09	0.10	5.18	7.68	15.35	10.17	6.78	6.38	0.90	5.18	13.76	6.08	1.79	2.19	1.30	0.00	11.57	0.50	0.20	0.40	3.79	2.59	1.10	0.00	0.20	0.20	17.35	4.29	1.89	1.50	1.69	1.60	0.10	5.08	1.99	1.30	0.30	0.70	0.20	2.89	1.00	0.10	0.00	1.79	11.17	1.40	5.38	4.29	2.49	1.69	1.50	0.30	0.10	7.28	0.10	0.10	0.00	0.20	4.59	6.28	0.60	0.00	1.40	0.40	0.80	3.79	2.29	0.20	0.00	20.24
1000_2011_Stearns,Jason_DancingintheGlory_HIST.txt	1	996	23.16	23.39	81.33	0.50	53.51	11.24	6.63	2.31	0.30	0.70	2.01	1.31	4.62	9.74	10.04	6.63	3.01	5.62	0.70	3.92	15.06	5.32	0.90	2.01	1.51	0.00	10.64	0.00	0.00	1.41	5.12	1.20	3.92	0.30	2.81	0.40	15.16	2.81	2.01	1.10	3.01	0.70	0.50	4.12	1.81	1.31	1.00	0.10	0.20	1.00	0.70	0.20	0.10	0.00	12.45	1.31	7.73	3.71	1.61	0.80	0.80	0.40	0.60	0.50	1.81	0.00	0.00	0.20	4.42	7.73	0.70	0.10	0.60	0.00	0.60	1.41	0.60	0.00	0.00	15.96
