Filename	Seg	WC	WPS	Sixltr	Dic	Numerals	funct	pronoun	ppron	i	we	you	shehe	they	ipron	article	verb	auxverb	past	present	future	adverb	preps	conj	negate	quant	number	swear	social	family	friend	humans	affect	posemo	negemo	anx	anger	sad	cogmech	insight	cause	discrep	tentat	certain	inhib	incl	excl	percept	see	hear	feel	bio	body	health	sexual	ingest	relativ	motion	space	time	work	achieve	leisure	home	money	relig	death	assent	nonfl	filler	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP	AllPct
400_2002_Baker,Jo_Offcomer_CT.txt	1	402	21.16	15.42	77.11	0.00	52.74	11.69	8.71	0.00	0.00	0.00	8.71	0.00	2.99	11.94	6.22	2.99	5.97	0.00	0.00	2.49	17.16	6.22	0.00	0.50	1.00	0.25	9.45	0.00	0.00	0.25	2.74	1.00	1.74	0.50	0.75	0.50	9.20	0.75	0.50	0.25	0.75	0.25	0.50	5.97	1.00	4.98	1.00	0.00	4.23	5.97	5.97	0.00	0.00	0.00	20.90	2.24	14.68	3.73	0.75	0.25	1.49	2.24	0.25	0.00	0.00	0.25	0.00	0.00	4.73	10.20	0.00	0.25	0.00	0.00	1.00	0.00	0.00	0.00	0.00	15.67
400_2004_Weatherford,Jack_GenghisKhanandtheMakingoftheModernWorld_HIST.txt	1	401	28.64	26.93	74.06	0.25	49.63	7.23	3.99	0.00	0.00	0.00	3.49	0.50	3.24	14.21	3.74	1.25	3.49	0.25	0.00	2.24	17.46	5.24	0.00	1.75	1.75	0.00	5.74	0.00	0.00	0.25	3.99	2.99	1.00	0.00	0.50	0.50	9.48	1.25	1.00	0.00	0.75	1.00	1.00	3.74	0.75	2.24	1.50	0.25	0.50	1.25	0.75	0.50	0.00	0.00	15.71	2.24	8.23	4.99	0.50	1.75	0.50	0.00	0.00	5.24	0.75	0.00	0.00	0.00	3.49	7.23	0.00	0.25	0.00	0.00	0.50	0.00	1.00	0.00	0.00	12.22
400_2006_Grandin,Greg_EmpiresWorkshop_HIST.txt	1	401	30.85	26.93	70.32	0.25	47.13	6.73	1.75	0.00	1.25	0.00	0.25	0.25	4.99	9.48	8.73	5.49	3.99	3.74	0.50	2.99	16.46	4.49	1.75	1.75	1.75	0.50	4.99	0.00	0.25	0.50	4.24	2.24	2.00	0.00	1.50	0.00	11.72	2.49	1.25	1.00	1.25	1.25	0.25	3.24	1.25	0.50	0.25	0.25	0.00	0.50	0.25	0.25	0.00	0.00	14.46	1.00	8.48	5.24	1.25	1.50	0.50	0.25	0.50	0.25	0.75	0.00	0.00	0.25	3.99	5.99	0.25	0.00	0.00	0.00	0.75	2.74	2.24	0.00	0.00	15.71
400_2009_Edsel,RobertM_TheMonumentsMen_HIST.txt	1	402	25.12	26.87	80.85	0.75	50.00	7.46	4.23	0.75	1.24	0.00	0.75	1.49	3.23	8.96	9.70	7.96	4.73	3.23	0.75	1.74	13.43	7.46	1.24	3.48	1.74	0.50	9.45	0.25	0.00	2.24	6.97	2.99	3.48	0.50	2.24	0.50	16.92	1.99	1.74	0.75	2.74	1.24	1.00	5.97	1.74	0.50	0.00	0.50	0.00	0.25	0.25	0.00	0.00	0.00	12.44	1.74	4.98	5.72	3.23	3.98	1.99	0.25	0.50	0.25	1.00	0.00	0.00	0.00	3.98	10.45	0.25	0.25	0.00	0.25	1.74	2.49	0.25	0.00	0.00	19.15
400_2009_Jones,Michael_TheRetreat_HIST.txt	1	397	20.89	24.69	71.28	1.51	45.84	8.56	4.79	0.25	1.51	0.00	2.77	0.25	3.78	10.08	6.55	3.53	4.28	1.26	0.25	1.76	16.12	4.03	0.50	1.76	1.51	0.00	9.32	0.00	0.00	1.51	7.81	2.77	5.04	0.50	2.77	0.50	7.56	1.26	0.76	0.50	0.76	0.76	0.00	3.02	0.50	2.02	0.76	0.50	0.25	0.76	0.50	0.25	0.00	0.00	15.11	1.26	8.82	4.79	1.01	2.52	0.50	0.25	0.00	0.50	1.51	0.00	0.00	0.00	4.53	5.29	0.25	0.00	0.00	0.25	2.27	0.00	2.52	0.00	0.00	14.61
400_2009_Korda,Michael_WithWingsLikeEagles_HIST.txt	1	402	57.43	21.64	81.59	1.00	52.99	6.47	1.74	0.00	0.25	0.00	0.25	1.24	4.73	10.20	7.71	4.48	4.48	2.49	0.25	3.73	18.91	6.72	1.00	3.98	1.00	0.00	6.22	0.00	0.00	1.24	8.46	2.24	6.22	0.25	3.73	1.99	9.70	0.75	0.75	0.00	1.24	0.50	0.50	4.73	1.49	1.24	0.25	1.00	0.00	1.00	0.25	0.50	0.25	0.00	20.40	2.74	9.20	8.71	0.50	2.49	1.00	0.00	0.00	0.50	1.00	0.00	0.00	0.25	1.99	11.69	0.00	0.00	0.00	0.00	1.49	1.00	1.00	0.50	0.50	18.16
400_2009_Senor,Dan_StartUpNation_HIST.txt	1	403	19.19	21.09	84.62	0.25	52.85	8.68	4.71	0.25	0.25	0.00	3.47	0.74	3.97	10.92	13.65	9.93	8.44	2.73	1.49	2.73	12.16	4.22	2.73	1.74	2.48	0.00	8.68	0.00	0.00	1.49	6.20	3.23	2.98	1.99	0.74	0.50	15.63	1.99	1.74	2.48	1.49	1.24	1.24	2.73	3.47	1.99	0.99	0.25	0.74	0.50	0.25	0.25	0.00	0.00	14.64	2.23	7.20	5.71	4.22	2.73	1.49	0.25	1.24	0.25	0.00	0.00	0.00	0.50	4.96	5.46	0.25	0.25	0.25	0.00	1.99	0.99	3.47	0.00	0.00	16.87
400_2010_Alexander,Michelle_TheNewJimCrow_HIST.txt	1	407	21.42	25.55	77.40	0.00	50.61	8.11	4.42	0.00	1.72	0.25	1.47	0.98	3.69	7.86	10.81	8.60	4.18	6.14	0.25	1.72	15.48	5.16	1.47	3.69	0.98	0.00	12.29	3.19	0.00	1.23	5.16	4.18	0.98	0.00	0.98	0.00	14.74	0.74	3.44	0.49	0.74	1.23	0.98	4.67	2.21	1.23	1.23	0.00	0.00	0.25	0.00	0.25	0.00	0.00	10.32	0.74	4.42	5.41	3.44	1.72	0.25	0.49	0.25	0.00	0.25	0.00	0.00	0.25	4.91	6.88	0.00	0.00	0.00	0.00	3.44	0.98	1.47	0.00	0.00	15.97
400_2010_Asbridge,Thomas_TheCrusades_HIST.txt	1	403	33.58	34.00	75.19	0.00	43.67	3.23	1.49	0.00	0.00	0.00	0.25	1.24	1.74	9.43	4.47	2.73	3.47	0.99	0.00	0.74	18.86	8.68	0.00	0.99	1.24	0.25	3.47	0.00	0.00	0.25	7.69	2.98	4.71	0.50	3.23	0.25	11.91	1.49	0.74	0.00	0.74	0.74	1.24	6.20	0.99	0.00	0.00	0.00	0.00	1.24	0.50	0.25	0.00	0.50	13.15	1.74	7.44	3.97	1.24	1.99	0.50	0.00	0.50	7.20	0.50	0.00	0.00	0.00	3.23	5.46	0.25	0.99	0.00	0.00	2.23	0.00	0.50	0.25	0.00	12.41
400_2010_Blum,Deborah_ThePoisonersHandbook_HIST.txt	1	402	22.33	33.08	70.40	2.24	43.53	5.22	1.00	0.00	0.00	0.00	0.25	0.75	4.23	10.20	6.72	4.48	5.97	0.00	0.25	2.74	13.93	5.72	0.50	1.99	1.24	0.00	1.99	0.25	0.00	0.25	7.46	2.74	4.73	0.00	2.99	1.49	12.69	3.98	2.49	0.00	1.99	0.25	0.00	2.74	1.24	0.50	0.25	0.00	0.00	4.23	0.25	3.48	0.00	0.50	12.69	1.49	5.97	4.98	3.98	1.74	0.25	0.00	1.00	0.25	1.74	0.00	0.00	0.50	4.98	5.97	0.00	0.75	0.00	0.00	1.00	0.50	0.75	0.75	0.00	14.93
