Filename	Seg	WC	WPS	Sixltr	Dic	Numerals	funct	pronoun	ppron	i	we	you	shehe	they	ipron	article	verb	auxverb	past	present	future	adverb	preps	conj	negate	quant	number	swear	social	family	friend	humans	affect	posemo	negemo	anx	anger	sad	cogmech	insight	cause	discrep	tentat	certain	inhib	incl	excl	percept	see	hear	feel	bio	body	health	sexual	ingest	relativ	motion	space	time	work	achieve	leisure	home	money	relig	death	assent	nonfl	filler	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP	AllPct
500_2010_Gamble,Bruce_FortressRabaul_HIST.txt	1	502	20.08	22.51	72.31	1.00	48.61	7.97	5.18	2.99	0.00	0.00	1.59	0.60	2.79	10.16	6.97	5.38	6.18	0.80	0.00	2.59	16.73	3.59	0.80	1.00	2.19	0.00	5.78	0.60	0.00	0.00	6.37	2.39	3.78	0.00	2.79	0.40	9.56	2.19	1.59	0.00	0.40	0.80	0.20	2.79	0.60	1.20	0.20	0.20	0.60	0.60	0.20	0.40	0.00	0.00	17.53	1.39	7.57	8.37	1.39	1.79	0.20	0.00	0.40	0.00	1.59	0.00	0.20	0.20	4.98	6.97	0.20	0.00	0.00	0.00	1.00	0.00	1.20	0.00	0.00	13.94
500_2010_Grodstein,Lauren_AFriendoftheFamily_CT.txt	1	504	17.38	17.46	85.32	0.00	54.76	15.67	11.71	4.76	2.78	0.79	1.19	2.18	3.97	6.55	14.48	8.13	3.37	9.52	0.40	3.97	12.10	6.75	1.19	2.18	1.79	0.00	12.10	0.99	0.20	0.60	4.56	3.37	1.19	0.00	0.40	0.40	16.47	1.79	0.40	1.19	2.38	1.59	1.19	7.54	1.98	2.78	0.99	0.79	0.40	2.78	0.60	0.79	0.20	1.19	15.48	1.39	6.94	7.34	1.79	1.19	1.98	2.78	0.79	0.60	0.20	0.00	0.00	0.20	5.75	9.52	0.60	0.60	0.00	0.00	1.98	0.79	2.58	0.00	0.00	21.03
500_2010_Gwynne,SC_EmpireoftheSummerMoon_HIST.txt	1	502	26.42	21.71	76.69	1.20	50.40	5.18	2.59	0.00	0.00	0.20	0.20	2.19	2.59	11.16	8.37	5.78	5.58	1.59	0.80	3.19	15.14	4.58	1.00	2.19	2.99	0.20	4.18	0.00	0.00	0.80	3.19	0.80	2.39	0.00	1.99	0.20	12.55	2.39	1.20	0.60	2.39	1.00	0.20	4.58	1.79	1.79	0.80	0.40	0.60	1.99	0.80	0.60	0.20	0.60	19.12	2.39	8.76	7.57	0.60	1.99	0.60	0.60	0.40	0.00	1.59	0.00	0.00	0.00	3.78	8.17	0.60	0.40	0.00	0.40	1.00	1.20	1.00	0.00	0.00	16.14
500_2010_Heilemann,John_GameChange_HIST.txt	1	502	15.69	19.52	80.28	0.20	52.99	11.16	7.77	1.00	0.00	0.20	6.37	0.20	3.39	8.96	12.15	7.37	9.36	1.59	0.40	4.38	14.34	5.38	1.20	1.99	1.79	0.00	10.76	0.00	0.20	0.80	4.58	2.39	2.19	1.20	0.60	0.40	12.55	1.99	1.00	0.60	2.39	1.59	0.20	3.98	1.20	3.19	0.80	1.20	1.20	1.39	0.80	0.20	0.00	0.40	16.93	1.20	7.57	8.37	1.99	1.79	2.19	0.60	0.00	0.00	0.20	0.20	0.00	0.40	5.98	7.17	0.40	0.20	0.40	0.00	1.39	1.79	1.39	0.00	0.00	18.33
500_2010_Lewis,Michael_TheBigShort_HIST.txt	1	502	18.59	24.30	82.67	0.40	49.60	11.16	6.57	1.39	0.00	0.00	3.59	1.59	4.58	7.17	11.95	6.77	8.17	1.39	0.00	3.19	16.14	5.58	0.60	1.79	1.39	0.00	11.95	1.39	0.40	1.20	3.59	2.99	0.60	0.00	0.40	0.00	14.14	2.99	1.39	1.20	2.59	1.00	0.40	4.38	1.59	1.39	0.20	1.00	0.20	0.40	0.20	0.20	0.00	0.00	14.74	1.79	7.37	5.18	8.37	1.99	0.20	0.60	4.78	0.00	0.00	0.00	0.00	0.20	5.38	5.78	0.00	0.20	0.00	0.00	1.39	2.19	1.99	0.20	0.00	16.93
500_2010_McGuire,DanielleL_AttheDarkEnd_HIST.txt	1	504	10.72	16.67	76.39	0.40	48.41	12.50	9.72	0.79	0.60	1.39	5.56	1.39	2.78	9.52	7.94	3.17	3.37	3.97	0.60	1.79	13.89	5.56	0.99	1.19	2.58	0.00	14.68	0.79	0.00	2.58	2.18	0.99	1.19	0.20	0.40	0.20	10.71	1.19	0.00	0.79	1.19	0.40	1.39	5.95	1.19	4.37	2.18	1.59	0.60	1.59	1.59	0.00	0.00	0.00	17.86	3.57	8.73	5.16	0.20	0.20	0.40	0.79	0.79	0.99	0.20	0.20	0.00	0.00	8.33	10.32	0.00	0.00	0.40	1.19	3.37	7.94	3.17	0.00	0.00	33.93
500_2010_Puleo,Stephen_DarkTide_HIST.txt	1	502	22.82	22.91	78.69	0.40	49.00	13.94	10.36	0.00	0.00	0.00	9.16	1.20	3.59	7.17	7.77	3.78	5.78	1.00	0.00	1.39	15.14	4.78	0.40	1.39	1.39	0.00	11.95	0.40	0.00	0.40	2.79	0.40	2.39	1.39	0.20	0.00	11.55	1.99	0.80	0.60	0.00	0.00	1.00	5.98	0.60	3.78	1.20	0.20	1.59	4.18	3.59	0.40	0.00	0.20	18.73	2.99	9.96	5.58	0.40	1.00	1.20	1.59	0.40	0.20	0.00	0.00	0.00	0.00	4.58	7.77	0.20	0.20	0.00	0.00	1.00	0.40	0.80	0.00	0.00	14.54
500_2010_Ridley,Matt_TheRationalOptimist_HIST.txt	1	499	20.79	19.24	84.17	0.80	56.11	11.42	3.21	1.40	0.00	0.60	0.20	1.00	8.22	9.42	9.62	8.02	1.40	6.41	0.80	3.81	13.03	4.81	1.60	3.81	2.81	0.00	6.61	0.00	0.00	3.21	2.61	1.40	1.20	0.60	0.20	0.00	16.63	2.20	2.20	2.00	2.20	1.40	1.20	3.41	2.00	2.40	0.20	0.40	1.20	2.40	1.20	0.60	0.40	0.20	12.22	1.60	5.61	4.61	1.80	1.20	1.40	0.00	0.40	0.20	0.00	0.00	0.00	0.40	4.61	4.61	0.20	0.20	0.20	0.00	0.80	0.00	0.00	0.00	0.00	10.42
500_2010_Snyder,Timothy_Bloodlands_HIST.txt	1	505	21.04	20.40	80.79	1.39	55.64	8.71	5.74	1.19	0.20	0.20	3.37	0.79	2.97	10.30	8.71	6.34	7.52	0.79	0.40	2.57	15.05	5.15	0.59	2.97	5.35	0.00	10.50	0.59	0.00	2.77	5.15	0.79	4.36	0.40	3.37	0.59	8.51	0.59	0.20	0.20	1.39	1.19	0.40	3.56	1.39	1.39	0.40	0.99	0.00	0.99	0.00	0.20	0.00	0.79	16.04	0.79	9.70	5.54	1.19	0.20	0.59	0.20	0.00	0.59	3.96	0.00	0.00	0.00	5.15	7.33	0.40	0.59	0.00	0.20	3.56	2.38	0.40	0.59	0.00	19.60
500_2010_Wilkerson,Isabel_TheWarmthofOtherSuns_HIST.txt	1	500	13.89	10.40	79.60	0.60	55.60	12.20	8.60	0.00	0.00	0.80	5.40	2.40	3.60	8.40	14.40	8.20	8.60	4.00	0.80	2.80	14.80	6.40	1.60	1.20	1.80	0.00	13.00	1.40	0.00	1.00	2.20	1.00	1.20	0.20	0.00	1.00	14.40	1.40	0.20	0.60	1.80	0.60	0.80	7.20	1.60	1.60	0.60	0.20	0.40	2.00	1.60	0.20	0.00	0.20	17.60	4.20	9.00	4.80	0.20	1.00	0.20	0.40	0.60	0.60	0.00	0.00	0.00	0.40	7.00	4.60	0.00	0.00	0.20	0.00	0.40	1.20	0.80	0.00	0.00	14.20
500_2010_WiseBauer,Susan_TheHistoryoftheMedievalWorld_HIST.txt	1	503	21.87	26.04	74.75	0.60	49.11	7.95	5.37	0.00	0.20	0.00	4.77	0.40	2.58	10.14	8.15	5.37	7.16	0.60	0.40	1.99	15.90	3.58	0.80	1.39	3.18	0.00	10.54	0.40	0.20	1.19	4.57	2.58	1.99	0.20	1.59	0.20	7.95	0.60	0.40	0.60	0.20	0.20	0.60	3.38	1.59	0.60	0.20	0.00	0.40	1.19	0.99	0.00	0.00	0.20	17.10	2.19	7.75	6.76	0.80	2.19	0.20	0.20	0.00	0.99	0.40	0.00	0.00	0.20	4.97	7.16	0.40	0.80	0.00	0.00	3.18	0.40	2.39	0.00	0.40	19.09
500_2011_Baldacci,David_OneSummer_HIST.txt	1	503	15.72	12.33	86.08	0.20	58.45	12.72	9.74	0.20	0.00	0.20	8.95	0.40	2.98	7.55	14.31	10.54	10.14	1.59	0.40	3.38	15.51	4.77	0.80	2.39	3.38	0.20	11.73	0.80	0.20	0.40	3.58	1.79	1.79	0.20	1.39	0.00	11.93	0.99	1.59	0.80	1.39	1.19	0.20	4.57	1.39	3.98	2.39	0.00	1.19	3.98	2.98	0.80	0.20	0.00	20.87	2.19	11.33	6.96	2.39	2.39	0.80	1.39	0.40	0.20	0.99	0.00	0.00	0.00	6.16	4.97	0.20	0.20	0.20	0.00	1.59	1.19	2.39	0.00	0.00	16.30
500_2011_Bradely,Rusty_LionsofKandahar_HIST.txt	1	510	17.00	26.67	73.73	0.20	50.20	9.61	6.47	1.57	2.35	0.59	0.00	1.96	3.14	10.00	9.61	7.65	5.88	1.57	0.39	2.16	12.94	5.10	0.39	1.57	2.55	0.00	8.24	0.00	0.00	0.39	6.27	1.76	4.51	0.20	3.33	0.39	14.71	0.98	2.16	2.16	2.16	1.37	0.59	5.88	1.18	1.96	0.98	0.39	1.18	1.18	0.98	0.20	0.00	0.00	16.86	2.16	9.41	5.29	0.98	2.55	1.18	0.00	0.00	0.39	0.78	0.00	0.39	0.20	5.88	5.69	0.00	0.00	0.00	0.00	3.92	0.39	1.18	0.39	0.00	15.88
500_2011_Ferguson,Niall_Civilization_HIST.txt	1	501	25.05	27.94	73.25	0.60	51.90	7.78	4.59	1.20	0.20	0.00	2.00	1.20	3.19	9.38	7.19	5.59	4.19	2.20	0.40	2.79	15.37	7.39	1.80	2.99	2.40	0.00	6.39	0.20	0.00	0.20	3.19	2.20	0.60	0.20	0.00	0.20	13.97	2.00	1.20	1.00	1.80	1.00	0.00	4.39	2.79	2.00	1.20	0.60	0.20	0.40	0.20	0.20	0.00	0.00	10.98	0.40	5.79	4.59	2.00	2.79	2.00	0.00	1.20	0.60	0.20	0.00	0.20	0.00	4.79	7.78	0.00	0.20	0.00	0.00	3.39	0.00	2.20	0.20	0.00	17.76
500_2011_Ferling,John_Independence_HIST.txt	1	504	31.50	27.58	71.63	1.39	43.85	4.37	1.19	0.00	0.00	0.00	0.99	0.20	3.17	9.52	4.37	3.17	4.17	0.00	0.00	2.38	14.29	7.14	0.00	1.98	2.58	0.00	2.38	0.00	0.00	0.00	1.79	1.59	0.20	0.00	0.20	0.00	11.90	0.40	1.59	0.00	1.59	0.40	0.20	7.74	0.40	2.58	0.99	0.40	0.60	2.38	1.59	0.20	0.20	0.40	20.04	1.59	12.30	4.96	1.39	0.79	1.59	1.79	0.79	0.40	0.40	0.00	0.00	0.00	3.57	10.12	0.00	0.00	0.00	0.00	2.38	1.59	0.60	0.20	0.00	17.86
500_2011_Fukuyama,Francis_TheOriginsofPoliticalOrder_HIST.txt	1	502	35.86	26.89	81.47	0.20	51.59	6.57	3.39	0.00	0.00	0.00	1.79	1.59	3.19	8.76	7.77	6.18	1.00	5.38	0.60	2.79	16.53	7.37	1.99	3.19	0.80	0.00	9.96	0.40	0.00	2.79	2.39	1.99	0.40	0.00	0.20	0.20	15.94	1.20	2.79	1.00	2.59	1.00	1.20	4.98	3.59	0.60	0.20	0.00	0.20	0.80	0.60	0.20	0.00	0.00	14.74	1.20	9.96	3.59	5.38	2.19	0.80	0.20	1.00	0.40	0.60	0.00	0.00	0.20	3.78	6.57	0.00	0.40	0.00	0.00	1.20	0.40	0.60	0.80	0.00	14.14
500_2011_Graeber,David_Debt_HIST.txt	1	504	20.16	21.23	86.31	0.20	54.76	12.10	6.75	2.78	1.19	0.60	1.79	0.40	5.36	8.13	11.51	5.75	6.94	2.98	0.79	6.15	15.67	6.15	1.39	3.97	1.19	0.00	10.91	0.40	0.20	0.79	5.75	3.97	1.79	0.40	0.40	0.79	17.46	1.79	2.38	1.39	3.17	1.19	0.99	5.36	1.79	1.39	0.00	0.79	0.40	0.79	0.20	0.20	0.00	0.40	14.29	1.98	7.94	3.97	2.98	1.59	0.99	0.20	3.97	0.00	0.00	0.20	0.60	0.00	4.37	8.13	0.20	0.99	0.79	0.00	1.79	4.56	2.38	0.20	0.00	22.82
500_2011_Henderson,Bruce_FatalNorth_HIST.txt	1	499	29.35	23.85	74.55	0.40	48.90	6.61	3.21	0.00	0.00	0.00	0.80	2.40	3.41	13.03	7.41	5.01	5.01	1.40	0.20	1.20	17.43	3.41	0.60	1.40	1.60	0.00	5.01	0.20	0.00	0.60	5.81	3.41	2.40	0.20	0.00	2.00	8.42	1.20	0.40	0.60	1.00	0.80	0.20	4.01	0.20	2.40	1.00	0.20	1.00	1.20	0.80	0.20	0.00	0.20	19.64	2.81	11.42	5.01	1.40	0.80	0.40	0.20	0.60	0.60	1.00	0.00	0.00	0.00	4.01	8.02	0.40	0.00	0.00	0.00	1.20	0.00	0.40	0.00	0.60	14.23
500_2011_Larson,Erik_IntheGardenofBeasts_HIST.txt	1	501	26.37	21.76	82.83	0.00	53.89	10.38	4.79	1.60	0.20	0.00	0.40	2.59	5.59	8.18	8.78	4.99	4.59	3.59	0.20	3.59	14.77	8.38	1.20	2.99	2.20	0.00	8.38	1.20	0.20	0.80	2.99	2.20	0.80	0.00	0.60	0.20	16.37	2.20	1.60	0.40	1.40	2.59	0.20	6.99	1.00	3.19	2.20	0.20	0.20	1.40	0.60	0.20	0.00	0.60	16.17	2.99	5.39	8.18	1.20	1.60	1.20	0.60	0.20	0.00	0.40	0.00	0.00	0.20	3.19	8.38	0.20	0.40	0.60	0.00	0.80	0.00	1.40	0.00	0.00	14.77
500_2011_Mann,CharlesC_1493UncoveringtheNewWorld_HIST.txt	1	506	19.46	28.46	73.91	0.00	48.22	6.92	3.56	0.40	0.20	0.00	2.37	0.59	3.36	12.45	7.71	5.14	4.74	2.57	0.20	2.77	16.40	2.17	0.40	1.38	1.38	0.00	6.92	0.00	0.20	0.79	3.75	2.57	1.19	0.20	0.59	0.40	8.50	1.38	0.59	0.20	1.19	1.19	0.40	2.57	0.59	1.78	0.59	0.40	0.59	0.79	0.40	0.40	0.00	0.00	17.00	1.58	8.30	7.11	2.17	2.77	0.20	0.79	0.79	0.00	0.00	0.00	0.00	0.20	5.34	6.32	0.79	0.20	0.00	0.00	2.57	0.40	1.19	0.59	0.00	16.80
500_2011_McCullough,David_TheGreaterJourney_HIST.txt	1	503	20.96	23.26	78.53	0.20	55.07	8.35	5.57	0.00	0.00	0.00	1.99	3.58	2.78	8.15	10.14	7.36	8.15	1.19	0.20	3.38	15.31	7.36	0.99	3.98	3.58	0.00	9.34	0.20	0.20	0.99	4.57	3.78	0.80	0.00	0.00	0.00	12.92	1.19	1.19	0.80	3.98	1.79	0.20	3.38	2.39	1.39	0.60	0.60	0.00	0.80	0.40	0.40	0.00	0.00	14.12	1.39	6.96	5.57	2.98	3.18	0.80	0.00	0.40	0.20	0.00	0.00	0.40	0.00	4.77	10.14	0.00	0.00	0.00	0.00	1.59	0.80	0.99	0.00	0.00	17.69
500_2011_Millard,Candice_DestinyoftheRepublic_HIST.txt	1	504	21.91	26.98	73.81	0.40	49.80	7.14	4.37	0.00	0.00	0.00	3.37	0.99	2.78	10.71	9.72	6.55	7.94	0.99	0.00	2.78	14.68	5.75	0.40	1.79	1.19	0.00	7.94	0.79	0.00	0.60	4.17	2.58	1.59	0.40	0.20	0.79	12.30	1.98	0.20	0.40	1.19	1.19	0.20	5.95	1.39	3.17	0.99	0.99	1.19	2.58	1.59	0.40	0.20	0.40	16.27	1.79	9.52	4.96	1.19	2.18	0.79	0.20	0.20	0.40	0.00	0.00	0.00	0.20	4.56	9.52	0.00	0.00	0.00	0.00	1.79	0.00	0.79	0.00	0.00	15.87
500_2011_MonteFiore_Jerusalem_HIST.txt	1	502	41.83	27.09	80.28	0.00	53.98	5.98	1.59	0.00	0.00	0.00	0.80	0.80	4.38	13.35	7.97	6.57	2.19	5.58	0.20	3.39	13.35	7.37	0.60	3.98	1.20	0.00	3.78	0.00	0.20	0.80	4.18	2.79	1.39	0.40	0.40	0.60	13.35	1.20	1.00	0.20	1.00	2.99	0.00	6.18	0.60	0.60	0.20	0.20	0.00	1.39	0.00	0.80	0.20	0.40	13.35	1.00	5.98	6.18	0.80	1.39	0.80	0.60	0.20	6.57	0.00	0.00	0.20	0.00	2.39	6.97	1.00	0.60	0.00	0.00	1.20	0.00	1.20	0.00	0.00	12.95
500_2011_Oreilly,Bill_KillingLincoln_HIST.txt	1	501	19.27	23.75	75.85	0.40	48.90	6.59	4.79	0.00	0.80	0.00	3.99	0.00	1.80	9.58	8.18	6.59	0.60	5.99	1.00	1.40	14.97	5.99	1.20	2.99	1.60	0.00	9.18	0.40	0.20	1.80	4.59	3.19	1.40	0.40	0.20	0.20	13.57	1.00	0.80	0.20	2.20	1.20	0.20	6.59	1.40	1.80	1.00	0.40	0.20	2.59	0.60	1.20	0.40	0.40	13.17	0.80	8.18	3.39	1.60	2.20	1.00	0.40	0.20	0.80	0.00	0.00	0.00	0.00	5.19	7.58	0.00	0.00	0.00	0.00	1.00	0.40	1.80	0.00	0.00	15.77
500_2011_Penn,Thomas_WinterKing_HIST.txt	1	500	33.33	23.40	77.20	0.60	53.80	12.00	6.60	0.00	0.20	0.00	5.80	0.60	5.40	11.20	5.80	3.80	4.20	1.20	0.20	3.40	15.40	5.80	0.60	1.60	2.60	0.00	10.80	0.40	0.00	0.40	6.20	2.60	3.60	1.20	1.40	0.00	12.60	2.20	0.40	0.60	2.80	0.80	0.20	4.40	1.60	1.00	0.60	0.20	0.20	0.40	0.20	0.00	0.20	0.00	13.80	0.80	6.20	6.00	1.40	3.20	0.60	0.20	0.60	0.20	0.40	0.00	0.20	0.00	3.40	6.80	0.60	0.00	0.00	0.00	2.60	0.00	2.20	0.00	0.00	15.00
500_2011_Pitre,Brant_JesusandtheJewishRoots_HIST.txt	1	502	14.34	21.51	90.84	0.00	59.16	13.94	10.96	2.19	3.78	1.39	3.59	0.00	2.99	8.37	16.14	11.35	7.57	5.98	1.00	4.98	13.55	5.38	1.79	1.79	1.99	0.00	14.14	0.80	0.20	0.40	4.58	2.79	1.59	0.00	0.00	0.40	17.53	2.79	2.39	1.79	1.39	1.39	0.20	6.37	1.39	0.80	0.40	0.20	0.20	0.00	0.00	0.00	0.00	0.00	13.15	1.59	6.37	4.78	2.79	1.59	1.20	0.40	0.00	7.17	0.20	0.20	0.00	0.20	4.58	5.58	0.60	0.00	1.99	0.40	1.20	3.59	1.39	0.00	0.00	18.92
500_2011_Stearns,Jason_DancingintheGlory_HIST.txt	1	498	21.65	19.88	82.73	0.60	54.22	16.47	12.05	4.62	0.40	1.00	3.82	2.21	4.42	8.03	11.04	6.22	4.42	5.02	1.20	3.82	15.86	4.42	0.40	1.41	0.60	0.00	15.66	0.00	0.00	1.61	4.22	1.00	3.21	0.40	2.21	0.40	14.86	1.81	1.00	1.81	3.01	0.60	0.20	5.02	1.00	2.41	1.81	0.20	0.40	1.41	1.00	0.20	0.20	0.00	13.05	1.41	7.83	3.82	2.21	0.80	1.00	0.40	0.60	1.00	0.40	0.00	0.00	0.20	4.42	7.63	1.00	0.00	0.80	0.00	0.80	2.41	1.00	0.00	0.00	17.87
