Filename	Seg	WC	WPS	Sixltr	Dic	Numerals	funct	pronoun	ppron	i	we	you	shehe	they	ipron	article	verb	auxverb	past	present	future	adverb	preps	conj	negate	quant	number	swear	social	family	friend	humans	affect	posemo	negemo	anx	anger	sad	cogmech	insight	cause	discrep	tentat	certain	inhib	incl	excl	percept	see	hear	feel	bio	body	health	sexual	ingest	relativ	motion	space	time	work	achieve	leisure	home	money	relig	death	assent	nonfl	filler	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP	AllPct
1250_2010_Gamble,Bruce_FortressRabaul_HIST.txt	1	1256	22.04	25.72	73.41	1.27	48.17	5.57	2.87	1.43	0.00	0.00	0.88	0.56	2.71	11.15	7.01	4.86	5.02	1.51	0.16	2.23	17.04	3.74	0.40	2.31	2.95	0.00	4.30	0.24	0.00	0.32	5.73	1.99	3.66	0.08	2.95	0.40	10.11	1.75	1.67	0.32	0.56	1.04	0.56	3.03	0.48	0.96	0.16	0.24	0.40	0.48	0.16	0.32	0.00	0.00	17.83	1.27	7.80	8.60	1.27	2.31	0.24	0.16	0.24	0.08	1.35	0.00	0.08	0.08	4.62	7.17	0.08	0.00	0.00	0.00	1.19	0.16	0.64	0.16	0.08	13.77
1250_2010_Grodstein,Lauren_AFriendoftheFamily_CT.txt	1	1262	20.69	16.24	82.81	0.08	53.17	12.92	10.06	5.07	1.51	0.55	1.58	1.35	2.85	8.48	11.09	6.58	3.33	5.94	0.87	3.65	13.39	7.21	1.27	1.98	1.98	0.00	8.87	1.11	0.08	0.63	3.41	2.54	0.87	0.00	0.32	0.40	14.03	1.19	0.63	1.19	1.43	1.51	0.71	6.81	1.51	3.72	1.58	0.55	1.03	3.25	0.87	0.48	0.32	1.66	19.18	1.74	8.80	8.56	1.19	0.87	2.06	1.90	0.63	0.32	0.16	0.00	0.00	0.16	4.75	8.64	0.40	0.40	0.08	0.00	2.06	0.48	2.61	0.08	0.00	18.62
1250_2010_Gwynne,SC_EmpireoftheSummerMoon_HIST.txt	1	1255	26.70	25.26	78.09	0.96	51.71	6.37	3.43	0.00	0.00	0.08	1.75	1.59	2.95	9.88	9.40	7.09	6.61	1.20	0.96	3.98	14.42	5.26	1.12	2.63	2.23	0.08	5.50	0.00	0.00	0.56	5.18	1.20	3.98	0.16	2.55	0.64	13.31	2.15	1.51	1.04	2.07	1.20	0.48	4.22	1.67	1.51	0.56	0.16	0.80	2.15	0.80	1.04	0.08	0.32	18.57	2.23	9.32	6.69	1.43	2.15	0.32	0.32	0.16	0.00	1.51	0.00	0.08	0.00	3.98	8.29	0.32	0.24	0.00	0.16	0.88	0.96	0.64	0.00	0.00	15.06
1250_2010_Heilemann,John_GameChange_HIST.txt	1	1261	13.14	22.76	78.27	0.16	50.44	10.39	6.98	0.63	0.48	0.63	4.44	0.79	3.41	8.96	12.13	7.53	8.49	1.74	0.87	3.97	13.24	4.84	1.11	2.06	1.35	0.08	11.50	0.08	0.32	0.79	4.76	2.85	1.82	0.71	0.40	0.40	13.72	1.74	0.95	1.19	1.98	1.51	0.56	4.76	1.59	2.70	0.79	1.11	0.87	1.90	1.03	0.24	0.08	0.63	15.15	1.59	7.61	5.95	2.38	2.30	1.74	0.63	0.56	0.00	0.08	0.08	0.08	0.32	6.58	5.63	0.40	0.40	0.95	0.08	2.06	3.33	2.06	0.00	0.00	20.62
1250_2010_Lewis,Michael_TheBigShort_HIST.txt	1	1253	17.65	22.59	85.00	0.16	52.91	13.33	8.54	2.08	0.00	0.32	5.27	0.88	4.79	7.74	13.17	7.58	8.70	2.23	0.56	2.95	14.13	5.35	1.76	2.55	1.60	0.16	12.85	0.56	0.24	1.28	3.83	2.39	1.44	0.32	0.56	0.08	15.72	2.87	1.12	1.44	2.71	1.44	0.64	3.99	2.31	1.92	0.40	1.20	0.32	1.60	0.88	0.16	0.24	0.32	12.93	2.15	5.99	4.71	6.46	1.76	0.40	0.56	4.71	0.00	0.00	0.08	0.00	0.24	5.83	5.35	0.16	0.08	0.00	0.00	0.96	3.51	2.08	0.16	0.00	18.04
1250_2010_McGuire,DanielleL_AttheDarkEnd_HIST.txt	1	1257	15.52	19.33	77.17	0.32	46.14	9.94	7.80	0.72	0.32	0.95	4.14	1.67	2.15	9.23	7.00	3.10	3.50	2.55	0.72	1.67	14.56	6.68	0.80	1.27	1.43	0.08	13.68	0.56	0.24	3.10	4.61	1.75	2.86	0.40	1.99	0.24	11.61	1.11	0.95	0.64	1.11	0.32	1.03	5.97	1.35	4.06	2.55	0.95	0.48	2.47	1.27	0.24	0.95	0.00	16.07	3.50	7.16	5.33	1.19	1.35	0.56	0.56	0.72	0.64	0.32	0.08	0.00	0.16	6.52	8.04	0.00	0.32	0.16	0.48	1.91	5.09	1.67	0.00	0.00	23.63
1250_2010_Puleo,Stephen_DarkTide_HIST.txt	1	1254	22.80	21.85	78.39	0.16	51.44	11.88	8.37	0.64	0.00	0.16	6.86	0.72	3.51	8.93	10.29	5.98	6.94	1.52	0.48	2.23	14.99	5.02	0.72	1.83	0.96	0.00	10.45	0.16	0.08	0.56	3.43	1.12	2.31	0.96	0.48	0.16	14.19	1.91	1.36	1.67	1.04	0.64	0.88	5.58	1.36	3.03	1.12	0.48	1.04	2.23	1.75	0.40	0.00	0.32	15.07	2.39	8.45	4.15	2.39	1.59	0.80	0.80	0.40	0.16	0.16	0.00	0.08	0.00	4.47	5.98	0.16	0.08	0.00	0.00	0.72	0.80	1.20	0.00	0.00	13.08
1250_2010_Ridley,Matt_TheRationalOptimist_HIST.txt	1	1248	19.50	22.68	82.45	0.40	53.53	10.90	4.25	1.68	0.24	0.32	0.24	1.76	6.65	7.61	11.30	8.41	2.40	6.81	0.88	3.77	12.74	5.05	2.48	3.29	1.52	0.00	7.93	0.08	0.00	2.80	3.21	1.76	1.44	0.32	0.48	0.32	18.03	2.64	2.56	1.12	2.88	2.00	0.56	3.45	3.21	2.00	0.40	0.24	0.72	2.56	1.44	0.64	0.16	0.32	12.26	1.92	5.85	4.09	2.24	1.12	1.04	0.00	0.48	0.32	0.00	0.00	0.08	0.16	5.29	6.57	0.32	0.08	0.16	0.00	2.00	0.00	0.96	0.00	0.00	14.74
1250_2010_Snyder,Timothy_Bloodlands_HIST.txt	1	1257	22.45	22.91	76.37	1.27	53.46	5.65	3.26	0.56	0.08	0.08	1.59	0.95	2.39	10.58	7.56	5.25	6.13	0.88	0.24	2.86	16.07	5.97	0.64	3.42	5.01	0.00	6.28	0.24	0.00	1.59	4.85	0.80	4.06	0.24	3.42	0.40	9.15	0.64	0.24	0.48	2.23	0.88	0.24	3.58	1.67	0.64	0.24	0.40	0.00	0.64	0.08	0.08	0.00	0.48	13.05	0.72	8.04	4.22	1.35	1.11	0.32	0.16	0.08	2.07	4.38	0.00	0.00	0.00	4.77	7.64	0.48	0.32	0.00	0.08	1.75	1.11	0.48	0.64	0.00	17.10
1250_2010_Wilkerson,Isabel_TheWarmthofOtherSuns_HIST.txt	1	1253	17.16	12.53	81.40	0.56	56.82	13.89	10.22	0.16	0.00	0.32	8.30	1.44	3.67	9.50	12.93	7.74	8.46	2.79	0.80	2.87	16.28	5.43	1.44	1.36	1.20	0.00	14.37	1.12	0.00	0.64	1.92	0.88	1.04	0.24	0.16	0.56	11.33	1.04	0.24	1.20	1.28	0.48	0.64	5.27	1.20	2.31	0.88	0.64	0.40	1.92	1.12	0.56	0.00	0.24	19.07	3.43	10.30	5.43	0.48	0.88	0.72	0.32	0.40	0.32	0.08	0.00	0.00	0.32	5.75	5.51	0.00	0.00	0.08	0.00	0.88	0.64	1.28	0.00	0.00	13.89
1250_2010_WiseBauer,Susan_TheHistoryoftheMedievalWorld_HIST.txt	1	1254	23.22	26.16	77.99	0.32	51.20	9.09	5.26	0.00	0.56	0.08	3.83	0.80	3.83	9.81	9.33	6.46	6.86	1.36	0.48	1.91	15.23	4.78	0.80	2.39	2.23	0.00	9.41	0.32	0.16	0.96	5.10	2.71	2.39	0.32	1.36	0.24	11.24	1.04	0.80	0.72	1.20	0.64	0.80	4.31	1.59	1.04	0.56	0.24	0.16	1.75	0.88	0.56	0.00	0.32	15.15	1.67	7.89	5.18	1.20	1.91	0.24	0.08	0.40	2.55	0.96	0.00	0.00	0.16	4.78	7.10	0.40	0.48	0.00	0.00	1.44	1.12	1.99	0.24	0.16	17.62
1250_2011_Baldacci,David_OneSummer_HIST.txt	1	1259	12.22	14.14	86.50	0.16	55.76	13.82	10.41	0.64	0.08	0.32	8.82	0.56	3.42	6.43	15.57	10.09	10.41	2.78	0.56	4.61	12.95	5.88	1.43	1.83	2.46	0.08	13.34	1.11	0.08	0.64	3.65	1.99	1.67	0.08	0.71	0.24	13.58	1.43	1.19	1.43	1.51	1.03	0.32	5.48	1.59	5.08	1.99	0.79	1.99	5.72	3.65	1.75	0.16	0.16	18.67	2.30	8.34	8.10	1.99	1.59	0.79	0.79	0.32	0.24	0.56	0.00	0.00	0.48	7.63	5.24	0.08	0.24	0.56	0.00	1.59	3.26	3.10	0.00	0.00	20.97
1250_2011_Bradely,Rusty_LionsofKandahar_HIST.txt	1	1267	14.91	23.28	74.03	0.39	50.99	9.55	6.95	1.97	3.39	0.39	0.00	1.18	2.60	9.87	7.97	5.60	5.37	1.42	0.16	2.60	15.15	5.05	0.39	1.82	2.92	0.00	8.13	0.00	0.00	0.39	5.76	1.34	4.42	0.63	2.76	0.24	14.60	0.79	1.50	1.10	1.97	1.26	0.63	7.02	1.26	2.76	1.18	0.47	1.18	1.50	1.03	0.24	0.00	0.24	16.26	1.97	10.18	4.03	0.95	2.05	1.10	0.08	0.00	0.24	0.55	0.08	0.16	0.16	6.55	4.97	0.08	0.00	0.08	0.24	2.68	0.47	0.79	0.39	0.00	15.31
1250_2011_Ferguson,Niall_Civilization_HIST.txt	1	1240	22.96	27.74	73.47	1.05	52.82	7.42	3.63	0.56	0.16	0.24	0.89	1.77	3.79	8.95	7.74	6.69	3.63	3.06	0.56	3.79	15.97	7.98	1.29	3.23	2.10	0.00	5.65	0.08	0.00	0.48	3.79	2.58	1.05	0.16	0.56	0.16	12.74	1.21	0.97	0.97	2.18	1.21	0.08	4.03	2.74	1.13	0.73	0.24	0.16	0.97	0.16	0.65	0.00	0.16	11.29	0.40	7.10	3.71	2.02	2.74	1.05	0.08	0.97	0.65	0.65	0.00	0.08	0.00	5.16	7.82	0.24	0.40	0.48	0.00	2.98	0.00	1.45	0.56	0.00	18.87
1250_2011_Ferling,John_Independence_HIST.txt	1	1255	26.70	26.69	74.10	0.64	47.01	5.74	1.51	0.00	0.00	0.00	0.80	0.72	4.22	9.88	6.61	4.70	5.50	0.24	0.48	2.55	15.22	5.58	0.08	2.31	2.47	0.08	4.22	0.16	0.00	0.24	3.43	2.23	1.20	0.24	0.80	0.08	12.27	0.64	1.35	0.64	1.51	0.96	0.32	6.53	0.48	1.59	0.72	0.16	0.48	1.27	0.96	0.08	0.08	0.16	17.45	1.83	9.64	4.94	1.99	1.59	0.80	1.67	0.96	0.16	0.80	0.00	0.08	0.00	4.46	7.89	0.00	0.08	0.00	0.00	1.12	1.27	0.88	0.08	0.00	15.46
1250_2011_Fukuyama,Francis_TheOriginsofPoliticalOrder_HIST.txt	1	1256	32.21	28.66	80.57	0.24	51.91	7.48	2.95	0.72	0.16	0.00	0.72	1.35	4.54	8.20	8.36	5.73	1.91	5.25	0.72	3.66	17.44	6.85	1.35	2.71	1.51	0.00	7.96	0.24	0.00	2.39	2.15	1.67	0.48	0.08	0.08	0.08	15.76	1.83	2.95	0.72	2.47	1.11	0.72	4.62	2.87	0.64	0.32	0.00	0.16	0.40	0.24	0.16	0.00	0.00	16.72	1.27	9.39	5.49	4.78	1.75	0.96	0.08	0.80	0.16	0.24	0.00	0.08	0.16	3.66	5.33	0.00	0.56	0.00	0.00	1.19	0.16	0.64	0.32	0.00	11.70
1250_2011_Graeber,David_Debt_HIST.txt	1	1257	20.61	21.32	87.03	0.08	57.44	12.89	6.13	2.70	0.72	0.48	1.19	1.03	6.76	7.24	13.76	8.67	6.52	4.93	0.64	6.44	14.16	6.21	2.55	3.26	1.35	0.00	7.80	0.24	0.08	0.56	4.69	3.34	1.19	0.24	0.40	0.40	18.93	2.47	2.31	1.75	3.98	2.15	0.64	3.58	3.82	0.95	0.00	0.72	0.16	0.80	0.24	0.08	0.08	0.40	12.17	1.43	6.21	4.06	2.86	1.43	0.56	0.08	5.25	0.40	0.00	0.08	0.40	0.08	4.06	7.08	0.24	0.40	0.80	0.08	1.19	3.02	3.02	0.08	0.00	19.49
1250_2011_Henderson,Bruce_FatalNorth_HIST.txt	1	1252	26.08	24.60	75.40	0.40	48.72	6.79	3.04	0.16	0.00	0.00	1.84	1.04	3.75	12.22	8.39	5.19	6.07	1.44	0.40	1.60	16.53	3.75	0.64	1.68	1.60	0.00	5.75	0.16	0.08	0.64	4.79	2.24	2.56	0.16	0.32	1.84	9.66	1.68	0.64	0.48	1.28	0.88	0.16	3.99	0.72	1.68	0.80	0.08	0.64	1.04	0.64	0.32	0.00	0.08	17.17	2.96	9.19	4.79	1.92	1.68	0.72	0.08	0.40	0.64	2.32	0.00	0.16	0.00	4.15	8.07	0.24	0.16	0.08	0.00	1.04	0.80	0.88	0.00	0.24	15.26
1250_2011_Larson,Erik_IntheGardenofBeasts_HIST.txt	1	1252	20.52	23.80	80.51	0.48	53.59	10.46	5.91	1.04	0.24	0.00	3.04	1.60	4.55	8.23	10.22	6.15	6.95	2.56	0.32	3.27	15.73	6.79	0.88	2.48	2.08	0.00	9.11	0.80	0.08	1.20	3.27	1.60	1.68	0.24	0.80	0.08	13.66	2.08	1.20	0.72	1.44	2.08	0.08	5.03	1.20	2.24	1.20	0.08	0.56	2.40	1.20	0.96	0.08	0.24	16.05	2.88	6.07	7.03	1.20	1.28	0.48	0.96	0.16	0.08	0.24	0.08	0.00	0.16	4.79	6.23	0.24	0.16	0.32	0.00	0.56	1.04	1.04	0.16	0.00	14.54
1250_2011_Mann,CharlesC_1493UncoveringtheNewWorld_HIST.txt	1	1260	22.50	28.33	74.84	0.24	49.13	6.27	2.54	0.24	0.08	0.00	1.51	0.71	3.73	11.27	6.51	4.76	4.05	1.51	0.48	3.02	15.32	4.37	0.71	2.38	2.46	0.00	5.40	0.08	0.16	0.87	3.65	2.38	1.27	0.16	0.40	0.56	10.56	1.27	0.95	0.48	1.51	1.19	0.71	3.65	0.95	1.27	0.40	0.16	0.63	0.71	0.32	0.16	0.00	0.24	16.35	1.27	8.65	6.51	2.54	2.70	0.79	0.40	1.59	0.48	0.00	0.00	0.00	0.16	4.68	7.14	0.48	0.40	0.00	0.00	1.90	0.32	0.79	0.48	0.00	15.87
1250_2011_McCullough,David_TheGreaterJourney_HIST.txt	1	1253	22.78	21.79	80.45	0.24	54.35	10.06	6.78	0.16	0.00	0.32	4.31	2.00	3.27	8.38	10.22	7.26	6.94	2.00	0.72	2.47	16.12	6.38	0.88	3.11	2.39	0.00	11.17	1.04	0.16	1.60	4.47	3.59	0.88	0.16	0.16	0.16	13.17	2.08	1.04	1.28	2.39	1.60	0.48	3.83	1.68	1.76	0.88	0.40	0.24	1.76	0.64	1.04	0.00	0.08	13.65	1.52	6.62	5.19	2.55	2.87	0.56	0.16	0.56	0.32	0.08	0.00	0.32	0.00	4.23	8.94	0.08	0.16	0.08	0.08	1.12	2.08	0.96	0.00	0.00	17.48
1250_2011_Millard,Candice_DestinyoftheRepublic_HIST.txt	1	1258	23.30	24.72	77.11	0.48	52.07	7.15	3.97	0.00	0.00	0.00	2.62	1.35	3.18	11.45	8.43	5.72	6.60	0.87	0.32	2.94	16.61	5.80	0.48	1.59	1.99	0.00	7.63	0.56	0.00	1.11	5.01	2.62	2.38	0.79	0.24	0.87	11.05	1.43	0.08	0.72	1.03	0.95	0.24	5.33	1.59	3.18	0.72	0.87	1.27	3.18	1.91	0.64	0.40	0.32	15.90	1.91	8.51	5.56	0.87	1.83	0.56	0.24	0.32	0.40	0.40	0.00	0.08	0.16	4.29	9.30	0.00	0.00	0.00	0.00	1.59	0.16	0.87	0.08	0.00	15.74
1250_2011_MonteFiore_Jerusalem_HIST.txt	1	1255	28.52	26.77	81.27	0.00	53.15	6.37	1.83	0.00	0.40	0.00	0.72	0.72	4.54	11.71	9.64	7.25	2.31	5.98	0.80	3.98	14.02	7.33	0.72	3.27	0.80	0.00	4.86	0.08	0.16	0.80	3.75	2.15	1.51	0.48	0.72	0.32	15.86	2.47	1.59	0.80	1.20	2.63	0.16	5.82	1.51	0.80	0.32	0.16	0.24	1.27	0.32	0.48	0.08	0.40	13.31	1.04	6.45	5.74	0.88	1.35	0.48	0.56	0.16	5.66	1.12	0.00	0.08	0.00	3.43	6.53	0.80	0.64	0.08	0.00	1.20	1.27	0.80	0.00	0.00	14.34
1250_2011_Oreilly,Bill_KillingLincoln_HIST.txt	1	1256	16.53	24.52	76.19	0.40	48.89	8.20	5.33	0.00	0.32	0.00	4.38	0.64	2.87	8.44	8.36	6.29	0.80	5.73	1.27	3.03	13.38	5.89	1.59	2.55	1.83	0.08	9.32	0.24	0.16	1.19	4.62	2.31	2.23	0.48	1.27	0.08	13.77	1.75	1.04	0.72	1.99	1.35	0.56	4.94	2.07	2.71	1.04	0.64	0.80	2.23	0.56	0.96	0.56	0.16	13.85	0.80	8.12	4.62	1.75	2.31	0.88	0.16	0.24	0.40	0.48	0.00	0.08	0.16	6.05	6.61	0.08	0.00	0.08	0.00	1.35	1.27	1.75	0.08	0.00	16.88
1250_2011_Penn,Thomas_WinterKing_HIST.txt	1	1249	27.76	23.14	74.86	0.64	50.68	9.37	4.72	0.24	0.08	0.00	3.68	0.72	4.64	10.25	6.16	4.24	3.84	1.52	0.32	2.48	15.05	7.45	0.40	1.28	2.16	0.00	7.77	0.80	0.00	0.40	4.64	2.32	2.32	0.88	0.88	0.16	14.17	2.16	0.88	0.96	1.76	0.64	0.24	6.41	1.36	1.12	0.48	0.16	0.40	0.72	0.40	0.08	0.24	0.00	15.05	1.36	6.97	6.33	1.36	2.40	0.56	0.40	0.72	0.80	0.24	0.00	0.08	0.00	4.00	8.25	0.40	0.24	0.00	0.00	2.48	0.00	2.08	0.00	0.00	16.81
1250_2011_Pitre,Brant_JesusandtheJewishRoots_HIST.txt	1	1254	16.29	19.46	91.23	0.00	60.05	15.79	10.77	4.78	1.75	1.36	2.79	0.08	5.02	8.13	14.83	9.89	7.50	5.42	0.72	5.34	13.64	5.82	1.91	2.63	1.20	0.00	10.53	0.48	0.16	0.40	4.47	2.31	2.07	0.24	0.48	0.56	17.30	4.23	1.75	1.36	1.67	1.99	0.16	4.78	2.15	1.36	0.24	0.88	0.16	2.47	0.88	0.16	0.00	1.44	11.48	1.28	5.58	4.55	2.15	1.59	1.20	0.32	0.08	6.54	0.08	0.08	0.00	0.16	4.86	6.54	0.56	0.00	1.12	0.32	0.80	3.19	2.07	0.24	0.00	19.62
1250_2011_Stearns,Jason_DancingintheGlory_HIST.txt	1	1246	21.48	23.35	81.06	0.48	54.33	11.08	6.18	2.09	0.56	0.56	1.85	1.12	4.90	9.95	10.67	7.38	3.61	5.86	0.56	3.69	15.17	5.14	0.96	2.17	1.52	0.00	9.95	0.00	0.00	1.36	5.38	1.12	4.25	0.24	3.21	0.48	14.29	2.41	1.85	0.88	2.73	0.80	0.48	4.01	1.85	1.12	0.88	0.08	0.16	0.88	0.56	0.16	0.16	0.00	11.80	1.44	7.54	3.05	1.93	0.72	0.80	0.32	0.48	0.72	2.17	0.00	0.00	0.16	4.65	7.14	0.64	0.08	0.64	0.00	0.48	1.28	0.72	0.00	0.00	15.49
