X,segment,ttr,ant1,ant2,syn1,syn2,ant.syn1,ant.syn2
257,128500,0.5161290323,0.0001777735,0.0341365462,0.0008565449,0.2008032129,0.2075471698,0.17
258,129000,0.492,0.0001425709,0.0516898608,0.00118017,0.2326043738,0.1208053691,0.2222222222
259,129500,0.4939759036,0.0001885903,0.0514851485,0.0010608204,0.2178217822,0.1777777778,0.2363636364
260,130000,0.472,0.0003913435,0.081027668,0.001502759,0.1936758893,0.2604166667,0.4183673469
261,130500,0.4717741935,7.98403193613e-05,0.0299401198,0.0012694611,0.2295409182,0.0628930818,0.1304347826
262,131000,0.5210420842,0.0001104484,0.0218253968,0.0008835874,0.1865079365,0.125,0.1170212766
263,131500,0.532,0.0001988056,0.0537848606,0.0013995913,0.2509960159,0.1420454545,0.2142857143
264,132000,0.5321285141,0.0001923848,0.04,0.0009458918,0.202,0.2033898305,0.198019802
265,132500,0.4899193548,0.0001988056,0.0478087649,0.0013280212,0.2270916335,0.1497005988,0.2105263158
266,133000,0.4669338677,0.0002997886,0.0436507937,0.0014437186,0.2202380952,0.2076502732,0.1981981982
267,133500,0.5613682093,0.0002661136,0.057312253,0.0005791884,0.1739130435,0.4594594595,0.3295454545
268,134000,0.5745967742,0.000212377,0.0661478599,0.0009026024,0.2003891051,0.2352941176,0.3300970874
269,134500,0.6072144289,0.0002904843,0.078125,0.0012689579,0.24609375,0.2289156627,0.3174603175
270,135000,0.5412474849,0.000269656,0.0803921569,0.0012866443,0.268627451,0.2095808383,0.299270073
271,135500,0.576,0.0001668677,0.060311284,0.0012515075,0.2315175097,0.1333333333,0.2605042017
272,136000,0.5931863727,0.00039136,0.0697674419,0.0013998645,0.2829457364,0.2795698925,0.2465753425
273,136500,0.5450901804,0.000329995,0.0880626223,0.0011818426,0.2230919765,0.2792207792,0.3947368421
274,137000,0.5951903808,0.0007454689,0.1122047244,0.0013744584,0.2125984252,0.5423728814,0.5277777778
275,137500,0.6451612903,0.0002895942,0.057312253,0.0010957618,0.2391304348,0.2642857143,0.2396694215
276,138000,0.5910931174,0.0002494718,0.0512820513,0.0010212753,0.2307692308,0.2442748092,0.2222222222
277,138500,0.5995975855,0.0002552481,0.0825147348,0.001028727,0.2298624754,0.2481203008,0.358974359
278,139000,0.6546184739,0.0002397785,0.0844793713,0.0006033136,0.1905697446,0.3974358974,0.4432989691
279,139500,0.6285140562,0.0002927694,0.1,0.0012095998,0.2352941176,0.2420382166,0.425
280,140000,0.608,0.0005503914,0.107421875,0.000940252,0.205078125,0.5853658537,0.5238095238
281,140500,0.544,9.35519330168e-05,0.0236686391,0.0012395631,0.1873767258,0.0754716981,0.1263157895
282,141000,0.6004016064,0.0001728744,0.0376237624,0.000770077,0.1425742574,0.2244897959,0.2638888889
283,141500,0.466,0.0004365757,0.0710059172,0.0014968309,0.2149901381,0.2916666667,0.3302752294
284,142000,0.466,2.40480961924e-05,0.012,0.0010340681,0.162,0.023255814,0.0740740741
285,142500,0.484,0.0001425709,0.0377733598,0.0007920604,0.1590457256,0.18,0.2375
286,143000,0.534,0.0001988056,0.0637450199,0.0007316045,0.1653386454,0.2717391304,0.3855421687
287,143500,0.508,0.0001504915,0.0497017893,0.0009742343,0.2007952286,0.1544715447,0.2475247525
288,144000,0.5671342685,0.0002026959,0.0394477318,0.0007718034,0.1617357002,0.2626262626,0.243902439
289,144500,0.5851703407,0.0001113311,0.0219123506,0.0008031745,0.1314741036,0.1386138614,0.1666666667
290,145000,0.5544354839,9.65786995678e-05,0.0380761523,0.0005633757,0.1462925852,0.1714285714,0.2602739726
291,145500,0.5987903226,0.0002816879,0.0360721443,0.0007645814,0.1482965932,0.3684210526,0.2432432432
292,146000,0.448,0.0003021845,0.0338645418,0.0016302057,0.2509960159,0.1853658537,0.1349206349
293,146500,0.596,0.0002484896,0.0374015748,0.0007377036,0.1673228346,0.3368421053,0.2235294118
294,147000,0.572,0.0001386802,0.0411764706,0.0007396279,0.1725490196,0.1875,0.2386363636
295,147500,0.53,0.0001643643,0.0355731225,0.0014636246,0.1916996047,0.1122994652,0.1855670103
296,148000,0.503006012,0.0001735618,0.0357142857,0.0005680204,0.1091269841,0.3055555556,0.3272727273
297,148500,0.4769539078,0.0002376181,0.0675944334,0.0008554252,0.1332007952,0.2777777778,0.5074626866
298,149000,0.5745967742,0.0001046269,0.0360721443,0.0012072337,0.1803607214,0.0866666667,0.2
299,149500,0.5731462926,0.0001037924,0.0299401198,0.0006147705,0.119760479,0.1688311688,0.25
300,150000,0.5671342685,0.0001104484,0.0357142857,0.0010808167,0.1488095238,0.102189781,0.24
301,150500,0.57,9.58083832335e-05,0.0299401198,0.0013013972,0.1756487026,0.0736196319,0.1704545455
302,151000,0.582,7.01639497626e-05,0.0256410256,0.0013253191,0.1972386588,0.0529411765,0.13
303,151500,0.5564516129,0.0001939347,0.0481927711,0.0012605755,0.2048192771,0.1538461538,0.2352941176
304,152000,0.572,5.54442270679e-05,0.0178926441,0.0012910584,0.1689860835,0.0429447853,0.1058823529
305,152500,0.566,3.16824154674e-05,0.0178926441,0.0010296785,0.1550695825,0.0307692308,0.1153846154
306,153000,0.59437751,3.20641282565e-05,0.016,0.0006092184,0.118,0.0526315789,0.1355932203
307,153500,0.5702811245,0.0001368198,0.0300601202,0.0006116651,0.1683366733,0.2236842105,0.1785714286
308,154000,0.5591182365,0.0001988056,0.0677290837,0.0012803079,0.1912350598,0.1552795031,0.3541666667
309,154500,0.6317907445,7.24340246759e-05,0.0200400802,0.0004265559,0.1462925852,0.1698113208,0.1369863014
310,155000,0.54048583,0.0002699055,0.0525252525,0.0008506114,0.2181818182,0.3173076923,0.2407407407
311,155500,0.5923694779,3.99201596806e-05,0.0179640719,0.0013972056,0.2195608782,0.0285714286,0.0818181818
312,156000,0.5843373494,8.81763527054e-05,0.04,0.0006492986,0.154,0.1358024691,0.2597402597
313,156500,0.6124497992,0.0002244489,0.052,0.0006172345,0.136,0.3636363636,0.3823529412
314,157000,0.614,0.0001287716,0.0240480962,0.0011347997,0.1803607214,0.1134751773,0.1333333333
315,157500,0.5851703407,0.0001669967,0.0577689243,0.0012962124,0.2490039841,0.1288343558,0.232
316,158000,0.608,3.96030193342e-05,0.0198807157,0.0009900755,0.1709741551,0.04,0.1162790698
317,158500,0.6753507014,0.0001630713,0.0393700787,0.0003183774,0.0807086614,0.512195122,0.487804878
318,159000,0.718,0.0002266631,0.0582524272,0.0007479884,0.1689320388,0.303030303,0.3448275862
319,159500,0.71,0.000260376,0.0712909441,0.000877839,0.1541425819,0.2966101695,0.4625
320,160000,0.73,0.0003399947,0.0466019417,0.0007177666,0.1631067961,0.4736842105,0.2857142857
321,160500,0.688,0.0001522904,0.0467836257,0.000510173,0.1325536062,0.2985074627,0.3529411765
322,161000,0.582,9.54266765274e-05,0.0338645418,0.0003737545,0.0737051793,0.2553191489,0.4594594595
323,161500,0.6072144289,0.0001437126,0.0439121756,0.0005349301,0.1317365269,0.2686567164,0.3333333333
324,162000,0.642,0.0001133316,0.0368932039,0.0005591024,0.1533980583,0.2027027027,0.2405063291
325,162500,0.634,0.0003093916,0.0746561886,0.0006187832,0.1669941061,0.5,0.4470588235
326,163000,0.616,0.0001988056,0.0557768924,0.0004771334,0.125498008,0.4166666667,0.4444444444
327,163500,0.654,9.8988791423e-05,0.0428849903,0.0006776925,0.171539961,0.1460674157,0.25
328,164000,0.6112224449,0.0001223092,0.037109375,0.0006497676,0.166015625,0.1882352941,0.2235294118
329,164500,0.629258517,0.0001375978,0.052734375,0.0007338552,0.169921875,0.1875,0.3103448276
330,165000,0.578,0.000146961,0.047151277,0.0005491701,0.1100196464,0.2676056338,0.4285714286
331,165500,0.624,0.0001911081,0.05859375,0.0010243395,0.19140625,0.1865671642,0.306122449
332,166000,0.644,0.0001643643,0.0415019763,0.0008453019,0.1581027668,0.1944444444,0.2625
333,166500,0.5811623246,0.0002861872,0.0609037328,0.001616571,0.2612966601,0.1770334928,0.2330827068
334,167000,0.606,9.13742690058e-05,0.0175438596,0.0010279605,0.1851851852,0.0888888889,0.0947368421
335,167500,0.5591182365,9.54266765274e-05,0.03187251,0.001391639,0.2011952191,0.0685714286,0.1584158416
336,168000,0.624,0.0001091439,0.033530572,0.0005457196,0.1222879684,0.2,0.2741935484
337,168500,0.612,6.23679553445e-05,0.0256410256,0.0008419674,0.1597633136,0.0740740741,0.1604938272
338,169000,0.618,3.16824154674e-05,0.0159045726,0.0005069186,0.1153081511,0.0625,0.1379310345
339,169500,0.594,7.67430259775e-05,0.0273972603,0.0008978934,0.133072407,0.0854700855,0.2058823529
340,170000,0.6432865731,0.0001232713,0.0411764706,0.0005239031,0.1490196078,0.2352941176,0.2763157895
341,170500,0.62,0.0001087142,0.0295275591,0.0005979282,0.1299212598,0.1818181818,0.2272727273
342,171000,0.6352705411,0.0001304631,0.0469667319,0.0003606922,0.1369863014,0.3617021277,0.3428571429
343,171500,0.64,5.47880875044e-05,0.023715415,0.000602669,0.128458498,0.0909090909,0.1846153846
344,172000,0.6733466934,5.58882235529e-05,0.0159680639,0.0001916168,0.0718562874,0.2916666667,0.2222222222
345,172500,0.588,0.0001232713,0.0392156863,0.0005316075,0.1529411765,0.231884058,0.2564102564
346,173000,0.6546184739,9.46700747894e-05,0.0376984127,0.0004023478,0.1468253968,0.2352941176,0.2567567568
347,173500,0.6827309237,9.42951438001e-05,0.0356435644,0.0003850385,0.1168316832,0.2448979592,0.3050847458
348,174000,0.65,0.0002435958,0.0574257426,0.0003221751,0.102970297,0.756097561,0.5576923077
349,174500,0.664,6.23679553445e-05,0.0216962525,0.0006782515,0.1262327416,0.091954023,0.171875
350,175000,0.6953907816,1.55919888361e-05,0.0059171598,0.0006860475,0.1459566075,0.0227272727,0.0405405405
351,175500,0.554,1.54695790728e-05,0.0098231827,0.0001856349,0.0510805501,0.0833333333,0.1923076923
352,176000,0.586,0.0001304631,0.0567514677,0.0007060358,0.1839530333,0.1847826087,0.3085106383
353,176500,0.6124497992,5.52242102938e-05,0.0257936508,0.0005601313,0.1507936508,0.0985915493,0.1710526316
354,177000,0.6012024048,9.24534843407e-05,0.0392156863,0.0004699719,0.1019607843,0.1967213115,0.3846153846
355,177500,0.636,7.70445702839e-05,0.0294117647,0.0003852229,0.0941176471,0.2,0.3125
356,178000,0.582,0.0002302291,0.0547945205,0.0011204482,0.217221135,0.2054794521,0.2522522523
357,178500,0.5891783567,0.0001257269,0.0297029703,0.0005736288,0.1405940594,0.2191780822,0.2112676056
358,179000,0.624,8.60955660783e-05,0.0335968379,0.0003835166,0.1264822134,0.2244897959,0.265625
359,179500,0.636,0.0001282565,0.046,0.0006332665,0.152,0.2025316456,0.3026315789
360,180000,0.66,7.79599441807e-05,0.0256410256,0.0006314755,0.1459566075,0.1234567901,0.1756756757
361,180500,0.628,0.0001299535,0.037109375,0.0004280822,0.125,0.3035714286,0.296875
362,181000,0.618,0.000588613,0.0703125,0.0006803449,0.150390625,0.8651685393,0.4675324675
363,181500,0.652,0.000180018,0.0494071146,0.0003209017,0.0948616601,0.5609756098,0.5208333333
364,182000,0.59,0.0001885903,0.0475247525,0.0005264812,0.1386138614,0.3582089552,0.3428571429
365,182500,0.608,0.0001793079,0.0591715976,0.0009199273,0.1893491124,0.1949152542,0.3125
366,183000,0.626,0.000117403,0.0454545455,0.0008922631,0.2035573123,0.1315789474,0.2233009709
367,183500,0.616,7.24244070252e-05,0.0323193916,0.0005649104,0.1368821293,0.1282051282,0.2361111111
368,184000,0.5891783567,0.0001279446,0.0484496124,0.0008504553,0.1686046512,0.1504424779,0.2873563218
369,184500,0.644,9.24534843407e-05,0.031372549,0.0006625833,0.1607843137,0.1395348837,0.1951219512
370,185000,0.6332665331,0.000146961,0.0628683694,0.0006883963,0.1512770138,0.2134831461,0.4155844156
371,185500,0.624,0.0001213583,0.0369649805,0.0008267534,0.2023346304,0.1467889908,0.1826923077
372,186000,0.6,0.0001370614,0.0389863548,0.0004568713,0.1286549708,0.3,0.303030303
373,186500,0.668,7.01639497626e-05,0.0236686391,0.0006470675,0.1715976331,0.1084337349,0.1379310345
374,187000,0.594,6.36177843516e-05,0.0258964143,0.0005964167,0.171314741,0.1066666667,0.1511627907
375,187500,0.638,8.54183167932e-05,0.0275590551,0.0007144077,0.188976378,0.1195652174,0.1458333333
376,188000,0.62,0.0001493006,0.0356435644,0.0004243281,0.1108910891,0.3518518519,0.3214285714
377,188500,0.556,0.0001792342,0.0424710425,0.0011351501,0.138996139,0.1578947368,0.3055555556
378,189000,0.518,0.0001223092,0.0390625,0.0005503914,0.1640625,0.2222222222,0.2380952381
379,189500,0.5831663327,5.30942574768e-05,0.0175097276,0.0009177722,0.1984435798,0.0578512397,0.0882352941
380,190000,0.59,0.0001630713,0.0354330709,0.0005591017,0.1535433071,0.2916666667,0.2307692308
381,190500,0.644,2.31133710852e-05,0.0098039216,0.0004083362,0.131372549,0.0566037736,0.0746268657
382,191000,0.654,0.0001721911,0.0533596838,0.0003991704,0.1363636364,0.431372549,0.3913043478
383,191500,0.6693386774,7.04418267914e-05,0.0276679842,0.0008061676,0.1916996047,0.0873786408,0.1443298969
384,192000,0.598,4.60458155865e-05,0.0156555773,0.0003069721,0.1076320939,0.15,0.1454545455
385,192500,0.648,4.60458155865e-05,0.0195694716,0.0003683665,0.1311154599,0.125,0.1492537313
386,193000,0.61,0.0001082871,0.0432220039,0.0005027613,0.1434184676,0.2153846154,0.301369863
387,193500,0.546,0.00052414,0.0710172745,0.0005019932,0.1420345489,1.0441176471,0.5
388,194000,0.6873747495,0.0001017493,0.0375494071,0.0003365554,0.128458498,0.3023255814,0.2923076923
389,194500,0.5651302605,0.0001731015,0.0542635659,0.0005042523,0.1511627907,0.3432835821,0.358974359
390,195000,0.5441767068,8.40875733855e-05,0.029296875,0.0009631849,0.193359375,0.0873015873,0.1515151515
391,195500,0.621242485,0.0001061885,0.0291828794,0.0006674707,0.1225680934,0.1590909091,0.2380952381
392,196000,0.618,4.53326281591e-05,0.0194174757,0.0004911035,0.1339805825,0.0923076923,0.1449275362
393,196500,0.6733466934,0.000119029,0.0404624277,0.0002901332,0.0867052023,0.4102564103,0.4666666667
394,197000,0.566,0.0002846175,0.0687022901,0.0007954695,0.1526717557,0.3577981651,0.45
395,197500,0.494,0.0006648785,0.0951456311,0.0024630728,0.2776699029,0.2699386503,0.3426573427
396,198000,0.496,0.0001926114,0.0509803922,0.0007781502,0.162745098,0.2475247525,0.313253012
397,198500,0.566,0.0003040438,0.0749506903,0.0005301276,0.134122288,0.5735294118,0.5588235294
398,199000,0.562,0.0001504915,0.0258449304,0.001560359,0.2226640159,0.0964467005,0.1160714286
399,199500,0.5731462926,7.07213578501e-05,0.0277227723,0.0007307874,0.1485148515,0.0967741935,0.1866666667
400,2e+05,0.5633802817,0.000247505,0.0499001996,0.0010858283,0.1696606786,0.2279411765,0.2941176471
401,200500,0.5504032258,0.0002640203,0.0511811024,0.0011259687,0.2125984252,0.2344827586,0.2407407407
402,201000,0.5251509054,9.9376223092e-05,0.037109375,0.0013454012,0.22265625,0.0738636364,0.1666666667
403,201500,0.5508130081,5.65642853103e-05,0.0261044177,0.001042399,0.218875502,0.0542635659,0.119266055
404,202000,0.5665322581,0.0001988056,0.03187251,0.0008031745,0.1474103586,0.2475247525,0.2162162162
405,202500,0.6389452333,0.000105048,0.0261044177,0.0007514969,0.1746987952,0.1397849462,0.1494252874
406,203000,0.5661157025,0.0001163806,0.0468431772,0.0011804314,0.2199592668,0.0985915493,0.212962963
407,203500,0.6329896907,8.11319530084e-05,0.0281690141,0.0006490556,0.1488933602,0.125,0.1891891892
408,204000,0.6049382716,0.0003120612,0.0526315789,0.0011168505,0.1923076923,0.2794117647,0.2736842105
409,204500,0.6325301205,0.0001341159,0.0277777778,0.001096595,0.2400793651,0.1223021583,0.1157024793
410,205000,0.5871743487,0.0001498943,0.0535714286,0.0013174919,0.2023809524,0.1137724551,0.2647058824
411,205500,0.6012145749,9.61923847695e-05,0.026,0.0009539078,0.224,0.1008403361,0.1160714286
412,206000,0.5638945233,0.0003844109,0.0626262626,0.0008506114,0.1777777778,0.4519230769,0.3522727273
413,206500,0.5758196721,0.000145451,0.0421686747,0.0011393663,0.1987951807,0.1276595745,0.2121212121
414,207000,0.5504032258,0.0001516966,0.0379241517,0.0010219561,0.2015968064,0.1484375,0.1881188119
415,207500,0.5557809331,0.0001042084,0.054,0.001498998,0.256,0.0695187166,0.2109375
416,208000,0.5862068966,0.0001178689,0.0396039604,0.0011158259,0.2257425743,0.1056338028,0.1754385965
417,208500,0.5971943888,0.0002366752,0.0456349206,0.0007258039,0.1746031746,0.3260869565,0.2613636364
418,209000,0.6012145749,0.0002244489,0.056,0.0011062124,0.216,0.2028985507,0.2592592593
419,209500,0.5823293173,0.0003180889,0.0677290837,0.000675939,0.1693227092,0.4705882353,0.4
420,210000,0.6036585366,0.0002036494,0.0383064516,0.0010589769,0.2157258065,0.1923076923,0.1775700935
421,210500,0.5975609756,0.0001131286,0.0361445783,0.0007030133,0.1646586345,0.1609195402,0.2195121951
422,211000,0.5584677419,0.0002084168,0.064,0.001490982,0.194,0.1397849462,0.3298969072
423,211500,0.5682281059,0.0003001882,0.060362173,0.0011439605,0.2152917505,0.2624113475,0.2803738318
424,212000,0.5766871166,0.0001425709,0.041749503,0.0009742343,0.1769383698,0.1463414634,0.2359550562
425,212500,0.5772357724,0.0002092538,0.0400801603,0.0011347997,0.2264529058,0.1843971631,0.1769911504
426,213000,0.596,0.0001197605,0.0479041916,0.0009421158,0.1876247505,0.1271186441,0.2553191489
427,213500,0.6272912424,1.63579110948e-05,0.0101010101,0.0009487588,0.1696969697,0.0172413793,0.0595238095
428,214000,0.5794768612,0.0002566523,0.0487804878,0.0009272598,0.1991869919,0.2767857143,0.2448979592
429,214500,0.5714285714,0.0001510922,0.0498007968,0.0008986012,0.1932270916,0.1681415929,0.2577319588
430,215000,0.5714285714,4.82893497839e-05,0.0200400802,0.0008450636,0.1883767535,0.0571428571,0.1063829787
431,215500,0.5665322581,0.0001282565,0.046,0.00101002,0.178,0.126984127,0.2584269663
432,216000,0.5531062124,0.0001735618,0.0555555556,0.0014831645,0.251984127,0.1170212766,0.2204724409
433,216500,0.5722891566,0.0002034986,0.0395256917,0.0007278989,0.1482213439,0.2795698925,0.2666666667
434,217000,0.5470941884,0.0001893401,0.0476190476,0.0008993657,0.1646825397,0.2105263158,0.2891566265
435,217500,0.6048387097,0.0001192833,0.0338645418,0.0009383623,0.1972111554,0.1271186441,0.1717171717
436,218000,0.54,0.0001871039,0.0453648915,0.0013097271,0.1637080868,0.1428571429,0.2771084337
437,218500,0.6080808081,0.0001893401,0.0376984127,0.0009072549,0.2083333333,0.2086956522,0.180952381
438,219000,0.5850202429,0.0001373704,0.0441767068,0.0013171398,0.2228915663,0.1042944785,0.1981981982
439,219500,0.5591182365,0.0001164795,0.0452755906,0.0013744584,0.2086614173,0.0847457627,0.2169811321
440,220000,0.5923694779,7.01639497626e-05,0.0236686391,0.0010212753,0.1715976331,0.0687022901,0.1379310345
441,220500,0.59437751,0.0001104484,0.0396825397,0.0012701568,0.1865079365,0.0869565217,0.2127659574
442,221000,0.5754527163,0.0001829011,0.0458167331,0.0010576457,0.1593625498,0.1729323308,0.2875
443,221500,0.5939393939,0.0001262268,0.0496031746,0.0005680204,0.1428571429,0.2222222222,0.3472222222
444,222000,0.53722334,8.48500275763e-05,0.0329218107,0.0004581901,0.1172839506,0.1851851852,0.2807017544
445,222500,0.54,8.9605734767e-05,0.0342741935,0.0006516781,0.1532258065,0.1375,0.2236842105
446,223000,0.5801217039,8.45015675041e-05,0.0287474333,0.0003549066,0.1273100616,0.2380952381,0.2258064516
447,223500,0.6301075269,3.80550085148e-05,0.0152505447,0.0004661739,0.1220043573,0.0816326531,0.125
448,224000,0.6191446029,3.31164207772e-05,0.0182926829,0.0003228851,0.0975609756,0.1025641026,0.1875
449,224500,0.6532258065,0.0001287716,0.0541082164,0.0004587488,0.122244489,0.2807017544,0.4426229508
450,225000,0.5754527163,4.90737332843e-05,0.0222222222,0.0006624954,0.1414141414,0.0740740741,0.1571428571
451,225500,0.604,5.79537363602e-05,0.0223577236,0.0007533986,0.1829268293,0.0769230769,0.1222222222
452,226000,0.5452716298,2.76893257649e-05,0.0107296137,0.0016521298,0.152360515,0.0167597765,0.0704225352
453,226500,0.6072144289,3.29820742426e-05,0.0162271805,0.0005359587,0.1277890467,0.0615384615,0.126984127
454,227000,0.54,3.91343482174e-05,0.0177865613,0.0003991704,0.104743083,0.0980392157,0.1698113208
455,227500,0.6265060241,2.56660335712e-05,0.0103305785,0.0003849905,0.1115702479,0.0666666667,0.0925925926
456,228000,0.6402439024,3.33875881641e-05,0.0163265306,0.0005258545,0.1102040816,0.0634920635,0.1481481481
457,228500,0.5656565657,0.0001529163,0.0440881764,0.0003621701,0.0921843687,0.4222222222,0.4782608696
458,229000,0.6130346232,6.5431644379e-05,0.0262626263,0.0002862634,0.0707070707,0.2285714286,0.3714285714
459,229500,0.5365853659,0.0001980151,0.0497017893,0.000760378,0.1510934394,0.2604166667,0.3289473684
460,230000,0.5931174089,0.0001159075,0.0345528455,0.0007699568,0.1463414634,0.1505376344,0.2361111111
461,230500,0.5691056911,2.55601942575e-05,0.0103092784,0.0007582858,0.1381443299,0.0337078652,0.0746268657
462,231000,0.5882352941,8.38110563546e-05,0.0306748466,0.0005028663,0.0961145194,0.1666666667,0.3191489362
463,231500,0.5720164609,7.07651481645e-05,0.0231092437,0.0004776648,0.0987394958,0.1481481481,0.2340425532
464,232000,0.5740365112,5.84282792872e-05,0.0224489796,0.0006093235,0.1489795918,0.095890411,0.1506849315
465,232500,0.5330578512,0.0002652157,0.076446281,0.0006673169,0.1012396694,0.3974358974,0.7551020408
466,233000,0.6008403361,0.000163226,0.0393374741,0.0003951788,0.132505176,0.4130434783,0.296875
467,233500,0.5846774194,0.0001379243,0.0523138833,0.0003813202,0.1146881288,0.3617021277,0.4561403509
468,234000,0.5656565657,0.0001140437,0.0463709677,0.0004317367,0.122983871,0.2641509434,0.3770491803
469,234500,0.5963488844,7.36105999264e-05,0.0343434343,0.0004253057,0.1232323232,0.1730769231,0.2786885246
470,235000,0.6389452333,4.9473111364e-05,0.0202839757,0.000684378,0.1379310345,0.0722891566,0.1470588235
471,235500,0.5384615385,0.0002345592,0.0372208437,0.0003456662,0.0794044665,0.6785714286,0.46875
472,236000,0.6452905812,5.84282792872e-05,0.0204081633,0.0005342014,0.1448979592,0.109375,0.1408450704
473,236500,0.7575757576,6.67751763282e-05,0.0326530612,0.0003672635,0.0857142857,0.1818181818,0.380952381
474,237000,0.6814516129,3.31164207772e-05,0.0182926829,0.0003228851,0.0995934959,0.1025641026,0.1836734694
475,237500,0.6214574899,6.29745582785e-05,0.0190677966,0.0002069164,0.0572033898,0.3043478261,0.3333333333
476,238000,0.5971659919,9.39046492192e-06,0.0043290043,0.0002535426,0.0735930736,0.037037037,0.0588235294
477,238500,0.586,1.62263906017e-05,0.0100603622,0.0006084896,0.1167002012,0.0266666667,0.0862068966
478,239000,0.6687631027,0.0001286635,0.0385438972,0.0003768001,0.1220556745,0.3414634146,0.3157894737
479,239500,0.6333333333,4.81974166185e-05,0.0197368421,0.0007326007,0.173245614,0.0657894737,0.1139240506
480,240000,0.6008316008,6.24436891732e-05,0.0253164557,0.0004460264,0.0907172996,0.14,0.2790697674
481,240500,0.6186612576,1.63579110948e-05,0.0101010101,0.0001554002,0.0606060606,0.1052631579,0.1666666667
482,241000,0.6392785571,3.27158221895e-05,0.0161616162,0.0002699055,0.0808080808,0.1212121212,0.2
483,241500,0.6244813278,7.73175949073e-05,0.033126294,0.0005755865,0.1262939959,0.1343283582,0.262295082
484,242000,0.5939393939,0.0001252035,0.0448979592,0.0005508952,0.1285714286,0.2272727273,0.3492063492
485,242500,0.582,0.0003592814,0.0598802395,0.0005269461,0.1077844311,0.6818181818,0.5555555556
486,243000,0.6216768916,0.0001490239,0.0447154472,0.0005712583,0.1097560976,0.2608695652,0.4074074074
487,243500,0.5967413442,6.4886911383e-05,0.023655914,0.0004263997,0.0903225806,0.152173913,0.2619047619
488,244000,0.5384615385,0.0002152567,0.0467479675,0.0004967463,0.1300813008,0.4333333333,0.359375
489,244500,0.514,0.0003767535,0.11,0.002004008,0.276,0.188,0.3985507246
490,245000,0.47,0.0003555469,0.0763052209,0.0017454122,0.2530120482,0.2037037037,0.3015873016
491,245500,0.468,0.0003446894,0.074,0.0016993988,0.254,0.2028301887,0.2913385827
492,246000,0.518,0.0003767535,0.092,0.0015230461,0.254,0.2473684211,0.3622047244
493,246500,0.52,0.0003607214,0.06,0.0018677355,0.25,0.1931330472,0.24
494,247000,0.472,0.0001379243,0.0503018109,0.0019309405,0.2816901408,0.0714285714,0.1785714286
495,247500,0.4689378758,0.000413773,0.0804828974,0.0017767898,0.2595573441,0.2328767123,0.3100775194
496,248000,0.502,0.0003070633,0.0763052209,0.0012120918,0.2289156627,0.2533333333,0.3333333333
497,248500,0.5,0.0002828214,0.0562248996,0.0012848173,0.281124498,0.2201257862,0.2
498,249000,0.504,0.000249495,0.0801603206,0.00136015,0.2384769539,0.1834319527,0.3361344538
499,249500,0.522,0.0002117954,0.0504032258,0.0015395894,0.2298387097,0.1375661376,0.2192982456
500,250000,0.552,0.0001529163,0.0480961924,0.0012313784,0.2284569138,0.1241830065,0.2105263158
501,250500,0.524,0.0002262571,0.0582329317,0.0012201724,0.2088353414,0.1854304636,0.2788461538
502,251000,0.528,0.0004624521,0.0824949698,0.0022960343,0.2756539235,0.2014134276,0.299270073
503,251500,0.4909819639,0.000874025,0.1054766734,0.0012533188,0.1906693712,0.6973684211,0.5531914894
504,252000,0.506,0.0002965932,0.078,0.0019478958,0.242,0.1522633745,0.3223140496
505,252500,0.488,0.0002535476,0.0626262626,0.0013904224,0.2343434343,0.1823529412,0.2672413793
506,253000,0.508,0.0002262571,0.0502008032,0.0018181377,0.2710843373,0.1244444444,0.1851851852
507,253500,0.548,0.0002414467,0.0741482966,0.0011750408,0.2104208417,0.2054794521,0.3523809524
508,254000,0.51,0.0001535316,0.0542168675,0.0016484449,0.2248995984,0.0931372549,0.2410714286
509,254500,0.572,0.000256513,0.066,0.0009218437,0.222,0.2782608696,0.2972972973
510,255000,0.562,0.0003621701,0.0761523046,0.0010140763,0.2284569138,0.3571428571,0.3333333333
511,255500,0.538,0.0001955034,0.0483870968,0.0009449332,0.1935483871,0.2068965517,0.25
512,256000,0.524,0.0001609645,0.0561122244,0.0012957642,0.2304609218,0.1242236025,0.2434782609
513,256500,0.514,0.0002747408,0.0702811245,0.0014949133,0.2590361446,0.1837837838,0.2713178295
514,257000,0.566,0.000256513,0.06,0.0014428858,0.25,0.1777777778,0.24
515,257500,0.568,0.0003828609,0.0806451613,0.001686217,0.2681451613,0.2270531401,0.3007518797
516,258000,0.54,0.0002352827,0.0905432596,0.0012494321,0.2213279678,0.1883116883,0.4090909091
517,258500,0.562,0.0010547154,0.106639839,0.0009898098,0.1891348089,1.0655737705,0.5638297872
518,259000,0.51,0.0002725451,0.074,0.0017715431,0.24,0.1538461538,0.3083333333
519,259500,0.48,0.0004605949,0.0843373494,0.0009454316,0.1887550201,0.4871794872,0.4468085106
520,260000,0.53,0.0001622639,0.0543259557,0.0010141494,0.2072434608,0.16,0.2621359223
521,260500,0.524,0.00039595,0.1084337349,0.0018100571,0.2409638554,0.21875,0.45
522,261000,0.526,0.0003474663,0.0903614458,0.001624203,0.2449799197,0.2139303483,0.368852459
523,261500,0.514,0.0003541219,0.0921843687,0.0018269471,0.2885771543,0.1938325991,0.3194444444
