filenames,synonymy,total.words,ttr
00000252_106500.txt,0.2277227723,504,0.4781746032
00000252_111000.txt,0.2242063492,505,0.4792079208
00000252_115500.txt,0.2093933464,505,0.4693069307
00000252_120000.txt,0.2664015905,505,0.4059405941
00000252_12500.txt,0.2083333333,504,0.5337301587
00000252_129500.txt,0.2396039604,506,0.4841897233
00000252_134000.txt,0.296222664,504,0.5099206349
00000252_138500.txt,0.2406311637,506,0.4545454545
00000252_143000.txt,0.2393822394,515,0.5048543689
00000252_34000.txt,0.233201581,508,0.4547244094
00000252_38500.txt,0.2857142857,519,0.4547206166
00000252_43000.txt,0.25,508,0.4842519685
00000252_47500.txt,0.2156862745,511,0.4872798434
00000252_51500.txt,0.2862745098,510,0.4274509804
00000252_56000.txt,0.2465483235,507,0.4575936884
00000252_60500.txt,0.2854291417,503,0.4532803181
00000252_65000.txt,0.2180746562,510,0.4901960784
00000252_7000.txt,0.2166998012,506,0.4940711462
00000252_74500.txt,0.242248062,516,0.496124031
00000252_79000.txt,0.2633663366,507,0.4516765286
00000252_83500.txt,0.2741617357,508,0.5039370079
00000252_88000.txt,0.2039215686,508,0.5
00000252_92500.txt,0.2445759369,510,0.5039215686
00000256_34000.txt,0.1871227364,497,0.5070422535
00000256_38500.txt,0.1886409736,498,0.5220883534
